,name,bar_code,eco_score,categories,labels,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,brand,additives,nova_score,generic_name,packaging,link,manufacturing,ingredients_origins,markets,allergens,traceability_code,brand_owner,origin_detail,producer_info,palm_ingredients
44,"Fromage blanc a 2,8% - Transgourmet",3554983006308,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",,['France'],[],[],2.8 g,en faible quantité,1.9 g,en quantité modérée,5.1 g,en quantité modérée,0.09 g,en faible quantité,?,,71,-78%,297 kj(71 kcal),-78%,"2,8",-89%,"1,9",-89%,"5,1",+321%,"5,1",+587%,"6,4",-69%,"0,09",-93%,"0,036",-93%,-1,-107%,A,-107%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,['Transgourmet'],,,,,,,,,,"['FR 67.205.001 CE', 'Hœrdt (Bas-Rhin, France)']",,,,
45,"Fromage Blanc à 7,8% de Matières Grasses - TransGourmet - 5kg e",3554983006315,C,"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Desserts lactés', 'Réfrigérés', 'Fromages blancs']",['Produits destinés aux professionnels'],['France'],"['Lait écrémé pasteurisé', 'crème pasteurisée', 'ferments lactiques']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",7.8 g,en quantité modérée,5.3 g,en quantité élevée,4.8 g,en faible quantité,0.09 g,en faible quantité,?,,112,+23%,469 kj(112 kcal),+24%,"7,8",+94%,"5,3",+103%,"4,8",-26%,"4,8",-20%,"5,7",-12%,"0,09",-16%,"0,036",-16%,4,+1294%,C,+1294%,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,5 kg e,['TransGourmet'],,3,,"['Seau', 'Plastique', 'Frais']",,,,,['Lait'],"['FR 67.205.001 CE', 'Hœrdt (Bas-Rhin, France)']",,,,
46,Chocolat en poudre - Transgourmet,3554983006384,D,"['Boissons', 'Petit-déjeuners', 'Cacao et dérivés', 'Cacaos et chocolats en poudre', 'Boissons instantanées', 'Chocolats en poudre']",['en:gluten-free'],['France'],[],[],,,,,,,,,?,,377,+14%,1577 kj(377 kcal),+10%,"6,9",+60%,"4,2",+65%,67,+6%,67,+19%,"6,7",+6%,"0,01",-95%,"0,004",-95%,,,,,75.0%,1.1%,15.1%,5.7%,3.2%,0.0%,52,,['Transgourmet'],,,,,,,,,,,,,,
47,Œuf Entier Liquide Pasteurisé - TransGourmet - 1kg,3554983006520,,"['Ovo-produits', 'Œufs liquides']","['Pondu en France', 'Fabriqué en France', 'Produits destinés aux professionnels']",['France'],['Œufs entiers'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",10 g,en quantité modérée,3.3 g,en quantité modérée,0.9 g,en faible quantité,0.3 g,en quantité modérée,?,,142,+97%,594 kj(142 kcal),+86%,10,+733%,"3,3",+746%,"0,9",-80%,"0,9",-79%,12,+19%,"0,3",+4%,"0,12",+4%,0,,B,,,,,,,,,1 kg,['TransGourmet'],,1,Œuf Entier Liquide Pasteurisé,"['Frais', 'Plastique', 'Bidon', 'pasteurisé']",,['France'],['France'],,['Œufs'],"['FR 22.171.001 CE', ""Plaintel (Côtes-d'Armor, France)""]",,,,
48,Sirop de fraise - Aucun,3554983006834,B,"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de fraise', 'Boissons avec sucre ajouté', 'Boissons sans sucre ajouté']",,['France'],"['sucre', 'sirop de glucose-fructosq eau', 'jus de fruits à based? concentrés ', 'fraise 10%', 'sureau', 'acidifiafit : E330', 'arômes']",[],,,,,,,,,?,,336,+25%,1406 kj(336 kcal),+23%,"0,1",+0%,"0,1",+322%,84,+19%,84,+23%,"0,1",-1%,"0,01",-39%,"0,004",-39%,,,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,['Aucun'],['E330 - Acide citrique'],4,,,,,,,,,,,,
49,Jus de pomme à base de concentré - Transgourmet - 1l,3554983007473,B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits à base de concentré', 'Jus de pomme', 'Jus de pomme à base de concentré']",,['France'],['jus de pomme à base de concentré'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",0 g,en faible quantité,0 g,en faible quantité,10.5 g,en quantité élevée,0 g,en faible quantité,?,,50,+14%,209 kj(50 kcal),+13%,0,-100%,0,-100%,12,+14%,"10,5",+4%,0,-100%,0,-100%,0,-100%,4,+4%,C,+4%,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,1 l,['Transgourmet'],,1,,"['Brique', 'Carton']",,,,,,,,,,
50,Muesli Mix Fruits - Transgourmet - 1kg,3554983009668,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis', 'Céréales aux fruits', 'Mueslis aux fruits']",['Produits destinés aux professionnels'],['France'],"[""Flocons d'avoine complet "", '36 %', 'flocons de blé complet ', '2 3%', 'raisins secs ', '12 %', 'chips de bananes sucrées ', '5%', ' ', 'bananes', 'huile de noix de coco', 'sucre', 'morceaux de figues séchées ', '5 %', 'morceaux de dattes séchées ', '4,5 %', ""flocons d'orge complet "", '3 %', 'pétales de blé ', 'blé', 'sucre', 'sel', ""extrait de malt d'orge"", 'pétales de maïs ', 'maïs', 'sucre', 'sel', ""extrait de malt d'orge"", 'flocons de seigle complet ', '2 %', 'morceaux de pommes séchées ', '1 %', 'morceaux de poires séchées ', '0,5 %', ""morceaux d'abricots secs "", '0,5 %', 'morceaux de pêches séchées ', '0,3 %']",[],5.1 g,en quantité modérée,2.2 g,en quantité modérée,17.4 g,en quantité élevée,0.18 g,en faible quantité,?,,349,-12%,1460 kj(349 kcal),-13%,"5,1",-52%,"2,2",-19%,"61,7",+0%,"17,4",-3%,"9,5",-1%,"0,18",+24%,"0,072",+24%,-1,-129%,A,-129%,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,1 kg,['Transgourmet'],,3,Muesli avec des céréales complètes et 30% de fruits secs,"['Sachet', 'Plastique']",,,,,"['Gluten', 'Avoine']",,,,,
51,Farine tradition ble noir,3555020000013,,,,['France'],[],[],,,,,,,,,?,,347,,1452 kj(347 kcal),,"2,2",,"0,4",,70,,"1,5",,9,,"0,015",,"0,006",,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Caramel au beurre salé - DV SAS,3555080013091,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Caramels', 'Caramels au beurre salé']",['Fabriqué en France'],['France'],[],[],8.5 g,en quantité modérée,6 g,en quantité élevée,64 g,en quantité élevée,1.1 g,en quantité modérée,?,,398,-3%,1665 kj(398 kcal),-3%,"8,5",-38%,6,-33%,78,+15%,64,+27%,"2,5",+6%,"1,1",+14%,"0,44",+14%,23,-7%,E,-7%,,,,,,,,,['DV SAS'],,,,,,,,,,,,,,
53,Caramels au beurre salé - DV SAS,3555080013848,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Caramels', 'Caramels au beurre salé']",,['France'],[],[],9.2 g,en quantité modérée,6.1 g,en quantité élevée,53 g,en quantité élevée,0.87 g,en quantité modérée,?,,400,-3%,1674 kj(400 kcal),-3%,"9,2",-33%,"6,1",-32%,76,+12%,53,+5%,"3,6",+53%,"0,87",-10%,"0,348",-10%,23,-7%,E,-7%,,,,,,,,,['DV SAS'],,,,,,,,,,,,,,
54,Caramels beurre salé - DV SAS,3555080018959,,,,['France'],[],[],,,,,,,,,?,,398,,1665 kj(398 kcal),,"8,5",,6,,78,,64,,"2,5",,"1,1",,"0,44",,,,,,,,,,,,,,['DV SAS'],,,,,,,,,,,,,,
55,Caramels beurre salé,3555080018973,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Caramels', 'Caramels au beurre salé']",,['France'],[],[],10 g,en quantité modérée,6.7 g,en quantité élevée,44 g,en quantité élevée,0.92 g,en quantité modérée,?,,418,+2%,1749 kj(418 kcal),+2%,10,-27%,"6,7",-25%,78,+15%,44,-13%,"2,8",+19%,"0,92",-5%,"0,368",-5%,24,-3%,E,-3%,,,,,,,,,,,,,,,,,,,,,,,
56,Caramels au beurre salé et à la fleur de sel,3555080027197,,,['Fabriqué en France'],['France'],[],[],,,,,,,,,?,,400,,1674 kj(400 kcal),,"9,2",,"6,1",,76,,53,,"3,6",,"0,87",,"0,348",,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Caramels à la fleur de sel de l'ile de ré,3555080048802,,,,['France'],[],[],,,,,,,,,?,,398,,1665 kj(398 kcal),,"8,5",,6,,78,,64,,"2,5",,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Caramel au beurre salé et à la fleur de sel,3555080091266,,,['Fabriqué en France'],['France'],[],[],,,,,,,,,?,,398,,1665 kj(398 kcal),,"8,5",,6,,78,,64,,"2,5",,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Caramel au beurre salé et a la fleur de sel - DV SAS,3555080091297,,,['Fabriqué en France'],['France'],[],[],,,,,,,,,?,,398,,1665 kj(398 kcal),,"8,5",,6,,78,,64,,"2,5",,"1,1",,"0,44",,,,,,,,,,,,,,['DV SAS'],,,,,,,,,,,,,,
60,Caramels beurre salé - Barbecue Normand,3555080091372,,,,['France'],"['Sirop de glucose', 'sucre', 'beurre salé ', '9', '1 %', 'lait écrémé en poudre', 'fleur de sel ', '1 %', ' dextrose', 'émulsifiant : E471 colorant : E150a']",['Non végétalien'],,,,,,,,,?,,398,,1665 kj(398 kcal),,"8,5",,6,,78,,64,,"2,5",,"1,9",,"0,76",,,,,,,,,,,,,,['Barbecue Normand'],"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E150a - Caramel E150a']",4,,,,,,,['Lait'],"['EMB 44215L', 'Vertou (Loire-Atlantique, France)']",,,,
61,Caramel durs au beurre - Bédame,3555080091686,,,,['France'],[],[],,,,,,,,,?,,391,,1636 kj(391 kcal),,"1,6",,"1,1",,93,,63,,"0,8",,"1,2",,"0,48",,,,,,,,,,,,,,['Bédame'],,,,,,,,,,,,,,
62,Caramel à tartiner -,3555080160641,,,,['France'],"['Crème fraiche', 'sucre', 'sirop de glucose,']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",,,,,,,,,?,,386,,1615 kj(386 kcal),,14,,"8,5",,62,,43,,"2,1",,"0,575",,"0,23",,,,,,,,,,,,,,,,4,,,,,,,['Lait'],,,,,
63,Berlingot Bretons,3555080222301,,,['Fabriqué en France'],['France'],[],[],,,,,,,,,?,,396,,1657 kj(396 kcal),,"0,5",,"0,1",,97,,65,,"0,5",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Saveurs Génépi - Damien Vergnault - 190g,3555080262604,C,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",['Fabriqué en France'],['France'],"['Sucre', 'sirop de glucose de blé', 'arôme naturel', 'colorant : chlorophylle cuivrique']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,190 g,"['Damien Vergnault', 'DV', 'Société DV', 'DV France']",['E141i - Complexes cuivriques de chlorophylles'],4,Bonbons de sucre cuit arôme génépi,"['Bocal', 'Verre']",,,['France'],,,,,,,
65,Cône fourré chocolat caramel beurre salé - DV,3555080707822,C,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Cônes glacés', 'Crèmes glacées en pot', 'Glaces au caramel']",,['France'],"['Sucre', 'matières grasses et huiles végétales ', 'palme', 'tournesol', 'colza', 'pâte de cacao 26%', 'pépites de caramel ', 'sucre', 'sirop de glucose', 'matière grasse butyrique', 'poudre de lait', 'beurre salé', 'poudre de lait écrémé', 'sel', 'farine de blé', 'lait écrémé en poudre', 'farine de riz', 'lactose', 'beurre de cacao', 'émulsifiant ', 'lécithine de soja', ""extrait de malt d'orge"", 'extrait naturel de vanille,']","['Huile de palme', 'Non végétalien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,['DV'],['E322i - Lécithine'],4,"Cône fourré de crème au lait (44%), riz soufflé (6%) et pépites de caramel (10%)",['Surgelé'],,,,,"['Gluten', 'Lait', 'Soja', 'Butyrique']",,,,,
66,"Tablette de chocolat noir fourré caramel liquide au beurre salé, à la fleur de sel - DV SAS - 100g",3555080708591,E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', 'Chocolats fourrés', 'Chocolats noirs fourrés', 'Chocolats fourrés au caramel']","['Point Vert', 'Fabriqué en France']",['France'],"['70 % de chocolat noir ', 'pâte de cacao', 'sucre', 'beurre de cacao', 'émulsifiant : lécithine de soja', 'arôme vanille', '30 % de fourrage caramel liquide au beurre et salé à la fleur de sel ', 'sucre', 'sirop de glucose', 'lait concentré', 'lait concentré sucré', 'beurre 2,5 %', 'sirop de sucre inverti', 'stabilisant : sorbitol', 'dextrose', 'fleur de sel 0,07 %', 'sel 0,07 %', 'arôme vanille ', ""contient de l'amande"", 'émulsifiant : lécithine de soja']",['Non végétalien'],26 g,en quantité élevée,16 g,en quantité élevée,47 g,en quantité élevée,0.18 g,en faible quantité,2049,-5%,490,-7%,2049 kj(490 kcal),-7%,26,-21%,16,-12%,60,+22%,47,+8%,"5,8",+3%,"0,18",+204%,"0,072",+204%,21,-9%,E,-9%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,100 g,['DV SAS'],"['E322i - Lécithine', 'E420 - Sorbitol']",4,"Chocolat noir fourré au caramel liquide au beurre salé, à la fleur de sel",['Carton'],,['France'],,,"['Lait', 'Fruits à coque', 'Soja']",,,,,
67,Gourmandises chocolatées saveur caramel - Crottes De Mouette,3555080725994,,,,['France'],"['BONBON DE CHOCOLAT BLANC À LA FLEUR DE SEL SAVEUR CARAMEL INTERIEUR RIZ SOUFFLÉ AU CHOCOLAT Ingrédients : sucre', 'beurre de cacao', 'riz soufflé au chocolat 20%', 'semoule de riz 54%', 'chocolat en poudre 21%', '[sucre cacao] ', 'sucre', 'semoule de maïs', 'sirop de glucose', 'sel', 'arômes', 'poudre de lait entier', ""agents d'enrobage "", 'gomme arabique shellac', 'arômes', 'émulsifiant lécithine de soja', 'fleur de sel', ""colorant: E150c peut contenir des traces d'œuf"", 'de gluten', ""d'arachides et de graines de sésame et de fruits à coque""]",['Non végétalien'],,,,,,,,,?,,514,,2151 kj(514 kcal),,27,,17,,61,,50,,"5,8",,"0,3",,"0,12",,,,,,,,,,,,,,['Crottes De Mouette'],"[""E414 - Gomme d'acacia""]",4,,,,,,,['Œufs'],,,,,
68,Croques de mouette,3555080726267,,,['Fabriqué en France'],['France'],[],[],,,,,,,,,?,,514,,2151 kj(514 kcal),,27,,17,,61,,50,,"5,8",,"0,39",,"0,156",,,,,,,,,,,,,,,,,,,,,,,,"['EMB 44215L', 'Vertou (Loire-Atlantique, France)']",,,,
69,Sardines au chocolat au lait - Société DV France - 60g (6x 10g),3555080740126,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats']",['Pur beurre'],['France'],"['Sucre', 'beurre de', 'cacao', 'poudre de lait entier', 'cacao', 'émulsifiant : lécithine de soja', 'arôme naturel de vanille', 'Cacao : 30% minimum']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",31 g,en quantité élevée,20 g,en quantité élevée,58 g,en quantité élevée,0.18 g,en faible quantité,?,,542,-2%,2268 kj(542 kcal),-1%,31,-15%,20,-5%,58,+26%,58,+41%,"5,7",-21%,"0,18",+29%,"0,072",+29%,26,+11%,E,+11%,,,,,,,,60 g (6 x 10 g),['Société DV France'],['E322i - Lécithine'],4,sardines au chocolat,"['boîte en métal et fenêtre plastique', 'papier aluminium pour les sardines']",http://dvfrance.com,['France'],,,"['Lait', 'Soja']",,,,,
70,Confiture Extra Mûre Sauvage - Les recettes de Lucienne,3555080861906,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de mûres']",,['France'],"['Mûres sauvages', 'sucre de canne', 'sirop de glucose-fructose', 'gélifiant: pectine de fruits', 'jus de citron']",[],0.2 g,en faible quantité,0.11 g,en faible quantité,51.8 g,en quantité élevée,0.02 g,en faible quantité,?,,238,+3%,996 kj(238 kcal),+3%,"0,2",-29%,"0,11",+76%,"58,1",+5%,"51,8",-2%,"0,5",-16%,"0,02",-41%,"0,008",-41%,11,+11%,D,+11%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,['Les recettes de Lucienne'],['E440 - Pectines'],4,,,,,,,,"['EMB 63360', 'Saint-Hilaire (Puy-de-Dôme, France)']",,,,
71,Palets Galettes - Société DV,3555081101315,,,,['France'],"['Galettes: Farine de blé', 'sucre', 'beurre concentré: 22% ', '26', '5% de beurre reconstitué', 'oeufs entiers', 'fleur de sel 0', '55%', 'caramel', 'poudres à lever ', 'diphosphate disodique', 'carbonate acide de sodium', ' \r Palets: Farine de froment', 'sucre', 'beurre concentré: 20% ', '24', '5% de beurre reconstitué', 'oeufs entiers', 'poudre à lever ', 'diphosphate disodique', 'carbonate acide de sodium', 'fleur de sel 0', '75%', 'caramel']",['Non végétalien'],,,,,,,,,?,,482,,2017 kj(482 kcal),,20,,13,,70,,27,,5,,1,,"0,4",,,,,,,,,,,,,,['Société DV'],"['E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium']",4,,,,,,,"['Œufs', 'Gluten', 'Lait']",,,,,
72,Nonnettes au Miel et à l'orange - DV SAS - 150g,3555081101360,,"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Nonettes']",,['France'],"['Farine de blé', ""marmelade d'orange 25 % "", 'sirop de glucose-fructose', ""purée d'orange 5 %"", 'gélifiant : pectines', ""correcteur d'acidité : acide citrique  huile essentielle d'orange"", 'miel 21 %', 'sucre', 'sirop de sucre inverti', ""jaune d'œuf"", 'salé ', ""jaune d'œuf"", 'sel', 'poudres à lever ', 'carbonates de sodium', ""carbonates d'ammonium"", 'arôme']",['Non végétalien'],1.5 g,en faible quantité,0.25 g,en faible quantité,45 g,en quantité élevée,0.39 g,en quantité modérée,1383,-19%,326,-19%,1383 kj(326 kcal),-18%,"1,5",-92%,"0,25",-97%,73,+47%,45,+61%,"3,8",-30%,"0,39",-36%,"0,156",-36%,14,-22%,D,-22%,,,,,,,,150 g,['DV SAS'],"['E440 - Pectines', 'E330 - Acide citrique', 'E500 - Carbonates de sodium', ""E503 - Carbonates d'ammonium""]",4,,"['Sachet', 'Plastique']",,,,"[""Aire d'autoroute A 40""]","['Œufs', 'Gluten']",,,,,
73,Sablés Pur beurre Caramel au beurre salé - DV SAS - 55g,3555081130070,C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés', 'Biscuits-au-caramel']","['Fabriqué en France', 'Pur beurre']",['France'],"['Farine de blé', 'beurre 27 %', 'sucre', 'caramel au beurre salé 5 % ', 'sucre', 'beurre salé', 'lait entier', 'crème fraîche', 'sel marin', ""jaune d'oeufs en poudre"", 'sel marin', 'arôme naturel', 'oeufs entiers en poudre', 'poudre de lait écrémé']","['Sans huile de palme', 'Non végétalien']",25 g,en quantité élevée,15 g,en quantité élevée,30 g,en quantité élevée,0.77 g,en quantité modérée,?,,510,+6%,2134 kj(510 kcal),+7%,25,+15%,15,+19%,65,+3%,30,-9%,"5,5",+2%,"0,77",+10%,"0,308",+10%,24,+3%,E,+3%,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,55 g,['DV SAS'],,4,,"['Sachet', 'Plastique', 'Etui', 'Carton']",,['France'],,"[""Aire d'autoroute""]","['Œufs', 'Gluten', 'Lait']",,,,,
74,Sablés Pur Beurre - DV SAS - 50g,3555081130407,C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés', 'Biscuits pur beurre']","['Fabriqué en France', 'Pur beurre']","['France', 'Suisse']","['Farine de blé', 'jaunes sucre', 'beurre 22 %', ""jaunes d'œufs en poudre"", 'poudre de lait entier', 'sel', ""poudre à lever: carbonates d'ammonium"", 'œufs entiers en poudre', 'poudre de lait écrémé']",['Non végétalien'],19 g,en quantité modérée,13 g,en quantité élevée,25 g,en quantité élevée,0.42 g,en quantité modérée,?,,478,-2%,2000 kj(478 kcal),-2%,19,-20%,13,-16%,69,+13%,25,-3%,7,+17%,"0,42",-35%,"0,168",-35%,20,-12%,E,-12%,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,50 g,['DV SAS'],"[""E503 - Carbonates d'ammonium""]",3,,"['Carton', 'boîte', 'Plastique']",,['France'],,,"['Œufs', 'Gluten', 'Lait']",,,,,
75,Biscuits aux pépites de chocolat et aux éclats de caramel,3555081131121,,,,['France'],[],[],,,,,,,,,?,,511,,2138 kj(511 kcal),,26,,16,,63,,32,,"5,5",,"0,45",,"0,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Palets Bretons,3555081146484,C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés', 'Palets']",,['France'],[],[],25 g,en quantité élevée,15 g,en quantité élevée,26 g,en quantité élevée,0.3 g,en quantité modérée,?,,509,+2%,2130 kj(509 kcal),+2%,25,-2%,15,-9%,65,+7%,26,+0%,6,+2%,"0,3",-66%,"0,12",-66%,22,-9%,E,-9%,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,,,,,,,,,,,,,,,,
77,Sablés au beurre - DV SAS,3555081146736,C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés', 'Sablés au beurre']",,['France'],[],[],19 g,en quantité modérée,13 g,en quantité élevée,28 g,en quantité élevée,1 g,en quantité modérée,?,,488,-0%,2042 kj(488 kcal),-0%,19,-17%,13,-10%,74,+16%,28,+10%,5,-23%,1,+50%,"0,4",+50%,26,+13%,E,+13%,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,,['DV SAS'],,,,,,,,,,,,,,
78,Rillettes de Maquereaux au Citron Vert - Conserverie des Saveurs - 70g,3555082545163,E,"['Viandes', 'Produits de la mer', 'Produits à tartiner', 'Poissons', 'Plats préparés', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Plats préparés au poisson', 'Rillettes de poissons', 'Rillettes de maquereau', 'en:preparations-made-from-fish-meat']",,['France'],"['Filet de maquereau 65%', 'crème', 'poudre de lait', 'pulpe et zestes de citron vert 1', '5%', 'farine de blé', 'protéines de lait', 'oignons', 'sel de Guérande IGP 0', '5%', 'gélifiant ', 'carraghénanes', 'fleur de sel 0', '1%', 'poivre']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,88.2%,4.1%,1.6%,5.2%,0.7%,0.2%,25,70 g,['Conserverie des Saveurs'],"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",4,,"['Conserve', 'Aluminium']",,"['Conserverie des Saveurs', 'ZA de la Bossardière 44430 LE LANDREAU', 'Loire Atlantique', 'Pays de la Loire', 'France']",,,"['Poisson', 'Gluten', 'Lait']","['FR 44.079.002 CE', 'Landreau (Loire-Atlantique, France)']",,,,
79,Rillettes de maquereaux citron vert,3555082545200,E,"['Viandes', 'Produits de la mer', 'Produits à tartiner', 'Poissons', 'Plats préparés', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Plats préparés au poisson', 'Rillettes de poissons', 'Rillettes de maquereau', 'en:preparations-made-from-fish-meat']",,['France'],[],[],18 g,en quantité modérée,8.8 g,en quantité élevée,1.3 g,en faible quantité,0.81 g,en quantité modérée,?,,224,-4%,937 kj(224 kcal),-5%,18,-4%,"8,8",+18%,"2,3",0%,"1,3",+17%,13,+3%,"0,81",-27%,"0,324",-27%,13,+2%,D,+2%,88.2%,4.1%,1.6%,5.2%,0.7%,0.2%,25,,,,,,,,,,,,,,,,
80,Sel fou,3555082980605,,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,50,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Pâte à tartiner - Réauté,3555100000001,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner']",,['France'],"['SI', 'CRE', 'GRAISSES VÉGETALES ', 'HUILES : TOURNESOL', 'GRIGNON JOLIVES', ""CARTHAME ET BEURRE DE EN POUDRE 15%' PATE DE 10%/ CACAO MAIGRE EN POUDRE"", ""EMULSIFIANT : LECITHINE PEUT CONTENIR DES TRACES D'ARACHIDES"", ""D'AUTRES FRUITS A D'ŒUFS ET DE GLUTEN""]","[""Pourrait contenir de l'huile de palme""]",40 g,en quantité élevée,1.1 g,en faible quantité,38 g,en quantité élevée,0.1 g,en faible quantité,?,,58,-89%,243 kj(58 kcal),-89%,40,+24%,"1,1",-86%,47,-7%,38,-13%,"7,6",+22%,"0,1",-45%,"0,04",-45%,5,-76%,C,-76%,,,,,,,,,['Réauté'],,3,,,,,,,['Arachides'],,,,,
82,Tuiles aux amandes - Biscuiterie de Chambord,3555140002010,C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,['France'],[],[],9.1 g,en quantité modérée,0.7 g,en faible quantité,63.8 g,en quantité élevée,0.25 g,en faible quantité,?,,418,-12%,1749 kj(418 kcal),-12%,"9,1",-56%,"0,7",-93%,"75,7",+18%,"63,8",+116%,"9,2",+42%,"0,25",-58%,"0,1",-58%,16,-19%,D,-19%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,['Biscuiterie de Chambord'],,,,,,,,,,,,,,
