,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,brand,labels,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,markets,traceability_code,brand_owner,additives,allergens,nova_score,packaging,generic_name,manufacturing,ingredients_origins,link,palm_ingredients
103,Roti de porc cuit sup aux herbes 4 tranches,0281457024010,['France'],[],[],?,170,"3,2","1,4",22,,,711 kj(170 kcal),"3,2",0,"1,6","0,64",E,"['Viandes', 'Porc', 'Rôtis de porc']",3.2 g,en quantité modérée,3.2 g,en quantité modérée,0 g,en faible quantité,1.6 g,en quantité élevée,,+18%,+19%,-36%,+53%,+71%,-100%,-2%,-7%,-7%,12,+68%,D,+68%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,,,,,,,,,,,
104,Macarons chocolat - 200g,3280750200180,['France'],[],[],?,431,19,51,"11,3",,,1803 kj(431 kcal),"6,3",48,"0,014","0,006",D,"['Desserts', 'Biscuits et gâteaux', 'Pâtisseries', 'Macarons']",19 g,en quantité modérée,6.3 g,en quantité élevée,48 g,en quantité élevée,0.014 g,en faible quantité,,+1%,+1%,+7%,+39%,-8%,-5%,+32%,-90%,-90%,21,+19%,E,+19%,88.9%,5.7%,2.0%,2.2%,1.2%,0.0%,37,200 g,,,,,,,,,,,,
105,Tarte fine aux pomme 6 parts - Carrefour,0201496032807,['France'],[],[],?,?,?,?,?,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,,,,,,,
106,"Origan, pot",3352394000867,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Tokyo banana,4534315000029,['France'],[],[],?,99,"2,4","15,9",0,,,414 kj(99 kcal),0,"15,9","0,07","0,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Pâte de fruits,3367800000515,['France'],[],[],?,259,"0,066","63,14","0,17",,,1084 kj(259 kcal),"0,012","60,6","0,17","0,068",C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Aliments à base de fruits et de légumes', 'Snacks sucrés', 'Confiseries', 'Fruits et produits dérivés', 'Pâtes de fruits']",0.066 g,en faible quantité,0.012 g,en faible quantité,60.6 g,en quantité élevée,0.17 g,en faible quantité,,-18%,-18%,-81%,-90%,-17%,-9%,-74%,+42%,+42%,8,-3%,C,-3%,82.2%,8.9%,4.6%,3.2%,1.0%,0.0%,58,,,,,,,,,,,,,
109,Pistache,3327417206816,['France'],[],[],?,604,49,11,25,,,2527 kj(604 kcal),"6,4","6,4","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Tournedos dans le filet - Charal,0292451075502,['France'],[],[],?,113,"2,3",0,23,['Charal'],"['Viande Française', 'Viande-bovine-francaise']",473 kj(113 kcal),"0,8",0,"0,17","0,068",,"['Viandes', 'Bœuf', 'Tournedos de boeuf']",2.3 g,en faible quantité,0.8 g,en faible quantité,0 g,en faible quantité,0.17 g,en faible quantité,,-37%,-37%,-76%,-80%,-100%,-100%,+14%,-85%,-85%,-4,-176%,A,-176%,,,,,,,,,,"['FR 72.264.005 CE', 'Sablé-sur-Sarthe (Sarthe, France)']",,,,,,,,,,
111,Confirure traditionnelle à la goyave - La Cour d'Orgères,3760194180182,['France'],[],[],?,233,"0,5","57,9","0,3","[""La Cour d'Orgères""]",,975 kj(233 kcal),0,"57,9","0,1","0,04",D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits tropicaux', 'Confitures de goyaves']",0.5 g,en faible quantité,0 g,en faible quantité,57.9 g,en quantité élevée,0.1 g,en faible quantité,,+4%,+4%,+67%,-100%,+7%,+11%,-17%,+48%,+48%,11,+12%,D,+12%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,,
112,Biscuits Avoine et Epeautre 3 chocolats - natwins,8435351499272,"['France', 'Espagne']",[],[],?,485,22,61,"9,1",['Natwins'],,2029 kj(485 kcal),"4,1",27,"0,23","0,092",,['Biscuits et gâteaux'],22 g,en quantité élevée,4.1 g,en quantité modérée,27 g,en quantité élevée,0.23 g,en faible quantité,,+13%,+13%,+15%,-52%,+7%,-7%,+54%,-59%,-59%,16,-14%,D,-14%,,,,,,,,,,,,,,,,,,,,
113,Pizza orientale -,0208836045268,['France'],[],[],?,?,?,?,?,,,,,,,,,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Princessa Hazelnut,5900862019309,['France'],[],[],?,552,"33,1","57,4",0,,,2310 kj(552 kcal),"16,5","42,5","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Délice de canard a l'orange,3496960001398,['France'],[],[],?,271,21,"2,5","17,7",,,1134 kj(271 kcal),"8,1","0,79","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Viande séchée d'épaule - Migros,2148726007007,['France'],[],[],?,178,2,1,"0,5",['Migros'],['Fabriqué en Suisse'],745 kj(178 kcal),1,1,"4,7","1,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Migros'],,,,,,,,,,,
117,Polente aux cèpes,3700140802003,['France'],[],[],?,349,"1,6",74,"7,5",,,1460 kj(349 kcal),"0,4","1,4","0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Quadratoni blanc-vert avec ricotta et épinards - 1000g,8010521011449,['France'],[],[],?,245,"4,3",39,11,,,1025 kj(245 kcal),"2,8",3,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000 g,,,,,,,,,,,,
119,Vegabe elisen lebkuchen,4058172295232,['France'],[],"['Végétalien', 'Végétarien']",?,445,23,47,"9,3",,"['Végétarien', 'Végétalien']",1862 kj(445 kcal),"4,1",37,"0,4","0,16",B,"['Biscuits et gâteaux', ""Pains d'épices""]",23 g,en quantité élevée,4.1 g,en quantité modérée,37 g,en quantité élevée,0.4 g,en quantité modérée,,+32%,+31%,+559%,+231%,-34%,-9%,+114%,-8%,-8%,18,+28%,D,+28%,61.5%,18.9%,9.5%,5.0%,5.0%,0.0%,90,,,,,,,,,,,,,
120,Rennais tranche 500gr,0206530007155,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Salade de Betteraves aux échalottes,3701349501049,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Rock'n'regliss,3588400259558,['France'],[],[],?,365,"3,2",81,"2,4",,,1527 kj(365 kcal),"1,8",59,"0,17","0,068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Anaelle,9788024715148,['France'],[],[],?,?,?,?,?,,,,,,,,,['Non alimentaire'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Huile vierge de colza,3760220190437,['France'],[],[],?,?,?,?,?,,['Bio'],,,,,,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de colza', 'Huile vierge de Colza']",,,,,,,,,,,,,,,,,,,,,,,89.1%,2.2%,4.4%,2.1%,2.2%,0.0%,55,,,,,,,,,,,,,
125,Comté,2481231026508,['France'],[],[],?,418,35,0,27,,,1749 kj(418 kcal),23,0,"0,9","0,36",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",35 g,en quantité élevée,23 g,en quantité élevée,0 g,en faible quantité,0.9 g,en quantité modérée,,-0%,-0%,+1%,+1%,-100%,-100%,+0%,+7%,+7%,13,0%,D,0%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,"['FR 39.434.001 CE', 'Poligny (Jura, France)']",,,,,,,,,,
126,Punch fruit de la passion,3290940005259,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Aachi Sambar Powder 200 G,8906021122634,['France'],[],[],?,350,10,51,13,,,1464 kj(350 kcal),1,0,4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Marmelade Orange amère,3290190104191,['France'],[],[],?,244,"0,5",60,"0,5",,,1021 kj(244 kcal),"0,1",60,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Margherite alla mandorla,8000373063017,['France'],[],[],?,3,13,23,40,,,13 kj(3 kcal),11,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Sacha Inchi,7752612000741,['France'],[],[],?,126,21,0,0,,,527 kj(126 kcal),"4,5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Magret de canard - 358g,2601136045798,['France'],[],[],?,?,?,?,?,,,,,,,,E,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",,,,,,,,,,,,,,,,,,,,,,,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,358 g,,,,,,,,,,,,
132,Onglet de bœuf - 188g,2494593038188,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188 g,,,,,,,['Tranche'],,,,,
133,"Poelee sarrasin, pomme et algue kombu royal",0779998754010,['France'],[],[],?,159,"3,8",23,"5,8",,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",665 kj(159 kcal),"1,4","3,8","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Salade andalouse,3760270250341,['France'],[],[],?,238,"5,6",27,15,,,996 kj(238 kcal),2,"1,7","0,64","0,256",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Salade de carottes à l'orientale,3701349501018,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Barazek,5060302258856,['France'],[],[],?,70,5,5,5,,,293 kj(70 kcal),3,5,"0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Coq au vin de Bergerac,3462649000068,['France'],[],[],?,135,"8,9","3,1","10,1",,,565 kj(135 kcal),"2,7","0,6","1,29","0,516",D,"['Conserves', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats préparés en conserve', 'Coq au vin']",8.9 g,en quantité modérée,2.7 g,en quantité modérée,0.6 g,en faible quantité,1.29 g,en quantité modérée,,+1%,+1%,+72%,+84%,-22%,-29%,-5%,+35%,+35%,3,+110%,C,+110%,80.7%,12.7%,1.9%,2.8%,1.1%,0.8%,36,,,"['FR 24.034.001 CE', 'Beleymas (Dordogne, France)']",,,,,,,,,,
138,Olives vertes à la sauce pistou,2609867017589,['France'],[],[],?,220,22,"4,4","1,5",,['Fabriqué en France'],920 kj(220 kcal),"2,8","0,5","3,44","1,376",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Lübecker Marzipan Kartoffeln - 5g,4003754118812,['France'],[],[],?,467,26,43,11,,,1954 kj(467 kcal),"2,1",43,"0,001",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 g,,,,,,,,,,,,
140,Raclette frotté au vin d'Arbois,0211874023358,['France'],[],[],?,349,28,"0,9","23,4",,,1460 kj(349 kcal),19,"0,5","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 38.293.001 CE', 'Panissage (Isère, France)']",,,,,,,,,,
141,Riewele Supp,3760149750620,['France'],[],[],?,364,"11,49","52,83","11,16",,,1523 kj(364 kcal),"3,11","3,29","4,4","1,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Olives cuisinées au cumin,2609804017382,['France'],[],[],?,192,"19,8","2,2","1,2",,['Fabriqué en France'],803 kj(192 kcal),"2,8","0,5","4,7","1,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Lardons fumés,2408456030639,['France'],[],[],?,288,22,0,0,,,1205 kj(288 kcal),"8,8",0,"3,5","1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Parqueoliva Evoo,8423397141583,['France'],[],[],?,888,100,0,0,,,3715 kj(888 kcal),15,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Chateau tartifume,3438910874683,['France'],[],[],?,?,?,?,?,,,,,,,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Demi-baguette T. Francaise,0200946002629,['France'],[],[],?,258,"1,25","52,4","8,51",,,1079 kj(258 kcal),"0,23","1,48","1,25","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Bière artisanale,3664602100413,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Bande flan,0208416016404,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Miel des Alpes - 250g,3770001983066,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250 g,,,,,,,,,,,,
150,Club complet - 210g,3760238020054,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210 g,,"['FR 76.540.123 CE', 'Rouen (Seine-Maritime, France)']",,,,,,,,,,
151,Muffins au cacao - 360g,0260165022303,['France'],[],[],?,438,"23,9","48,6","5,8",,['Fabriqué en France'],1833 kj(438 kcal),"3,6","34,6","0,82","0,328",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360 g,,,,,,,,,,,,
152,Noir Kirsch - Villars - 100g,7610036011500,['France'],[],[],?,475,26,52,4,['Villars'],,1987 kj(475 kcal),15,50,"0,035","0,014",E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', 'Chocolats à la liqueur']",26 g,en quantité élevée,15 g,en quantité élevée,50 g,en quantité élevée,0.035 g,en faible quantité,,+1%,+2%,+11%,+4%,-6%,-1%,-9%,-46%,-46%,25,+2%,E,+2%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,100 g,,,,,,,,,,,,
153,Ravioles Chèvre et fines herbes,3760288490159,['France'],[],[],?,268,11,28,13,,,1121 kj(268 kcal),"6,8","1,5","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Filets poulet fermier - Monoprix Bio,0206968043695,['France'],[],[],?,?,?,?,?,['Monoprix Bio'],['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Monoprix'],,,,,,,,,,,
155,Terrine de canard au poivre vert - 190g,3348800032874,['France'],[],[],?,390,"52,68","0,52","10,2",,,1632 kj(390 kcal),"12,67","0,17","0,23","0,092",E,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de volailles', 'Terrines de canard', 'Terrine de canard au poivre vert']",52.7 g,en quantité élevée,12.7 g,en quantité élevée,0.17 g,en faible quantité,0.23 g,en faible quantité,,+27%,+28%,+100%,+33%,-70%,-73%,-28%,-85%,-85%,15,-16%,D,-16%,77.8%,15.8%,3.0%,2.2%,1.0%,0.3%,33,190 g,,,,,,,,,,,,
156,Fougassette bleu-noix,0201019016406,['France'],[],[],?,418,24,34,15,,,1749 kj(418 kcal),13,"3,4","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Jambon Supérieur sel réduit,0202644022831,['France'],[],[],?,122,4,"0,6",21,,"['Viande Française', 'Viande Porcine Française']",510 kj(122 kcal),"1,6","0,6","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Noix de joue de porc confite au Banyuls,3348800030962,['France'],[],[],?,205,"7,55","3,56","7,52",,,858 kj(205 kcal),"2,85","0,59","0,69","0,276",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Mahony Orange - Frey,7616500665347,['France'],[],[],?,541,32,54,"7,7",['Frey'],,2264 kj(541 kcal),18,50,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Cookies chunk,0208688022967,['France'],[],[],?,560,26,67,"6,8",,,2343 kj(560 kcal),15,42,"0,95","0,38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Thé vert bio genmaicha,3760249072226,['France'],[],[],?,?,?,?,?,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Maïs grillé salé,3760204460112,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Civet de sanglier aux trois poivres,3348800030580,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Pechuguitas de codorniz,8423729000281,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Saucisson sec de porc et ane,3426620015601,['France'],[],[],?,388,"31,2","2,23","24,8",,,1623 kj(388 kcal),"12,67","2,23","4,9","1,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 42.059.001 CE', 'Chazelles-sur-Lyon (Loire, France)']",,,,,,,,,,
166,Dahl Indien,3770014149022,['France'],[],[],?,251,"13,79","20,33","8,11",,"['Sans additifs', 'Sans conservateurs']",1050 kj(251 kcal),"1,82","2,49","1,18","0,472",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Real Whey 100 % Whey Protein - Prozis,5600826207215,['France'],[],[],?,378,"6,4",5,75,['Prozis'],,1582 kj(378 kcal),"4,2","2,8","0,34","0,136",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Joue de boeuf en daube,3348800033932,['France'],[],[],?,131,"5,18","2,19","14,48",,,548 kj(131 kcal),"2,51","0,35","0,35","0,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Saucisson a cuire,2435903059363,['France'],[],[],?,304,"26,5","0,59","15,8",,['Sans colorants'],1272 kj(304 kcal),"10,76","0,59","2,19","0,876",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Saucisson sec,2225881044419,['France'],[],[],?,371,"26,2",3,30,,,1552 kj(371 kcal),"10,5","0,7","4,5","1,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Chili con Carne,3770014149015,['France'],[],[],?,126,"4,26","6,55","13,67",,"['Sans additifs', 'Sans conservateurs']",527 kj(126 kcal),"1,47","1,44","0,62","0,248",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,Nature&Bienfaits Crackers Olives et Herbes de Provence - Bio Soleil,3423720031012,['France'],[],[],?,408,"17,2",50,"9,4",['Bio Soleil'],"['Bio', 'Sans huile de palme']",1707 kj(408 kcal),"2,6","1,7","0,67","0,268",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Vistaforme pain spécial - Auchan,0200009017386,['France'],[],[],?,?,?,?,?,['Auchan'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,,,,,,,,
174,"Le Hot dog revisité saucisse de volaille, béchamel, moutarde - Paso - 170g",3760298510403,['France'],[],[],?,259,15,20,11,['Paso'],,1084 kj(259 kcal),"7,5",5,"0,92","0,368",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170 g,,,,,,,,,,,,
175,beurre doux Chantoiseau - 250g,,['France'],[],[],?,?,?,?,?,['Chantoiseau'],,,,,,,E,"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres']",,,,,,,,,,,,,,,,,,,,,,,91.6%,4.9%,1.3%,1.2%,0.8%,0.2%,27,250 g,,"['FR 44.026.001 CE', 'Carquefou (Loire-Atlantique, France)']",,,,,['Plastique'],beurre doux,,,,
176,BCAA 8.1.1 zero,3525722022552,['France'],[],"['Végétalien', 'Végétarien']",?,0,0,0,0,,"['Végétarien', 'en:gluten-free', 'Végétalien', 'Sans lactose']",0 kj(0 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,COTES DE PORC ÉCHINE CONGELÉES - 1kg,3662669000592,['France'],[],[],?,158,"11,35","1,5","12,44",,,661 kj(158 kcal),"4,13","0,9","1,48","0,592",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 kg,,,,,,,,,,,,
178,Gumka Syntetyczna W Kartonowej Os?once Milan 4024,8414034640248,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Caramel & Fleur de Camargue - 100g,3760050698059,['France'],[],[],?,534,29,60,6,,['Sans colorants'],2234 kj(534 kcal),"8,7",26,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 g,,,,,,,,,,,,
180,Suisse longue aux pépites de chocolat,0205155018379,['France'],[],[],?,353,16,45,"6,1",,,1477 kj(353 kcal),10,19,"0,87","0,348",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Snacking Collation,0837246003560,['France'],[],[],?,550,35,55,5,,['en:gluten-free'],2301 kj(550 kcal),"12,5",45,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Cookie Dough,01804218,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Caramel au beurre salé,3770000271201,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,Hierbas provenzales tarro - El Corte Ingles - 12g,8433329069199,['France'],[],[],?,?,?,?,?,['El Corte Ingles'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12 g,,,,,,,,,,,,
185,Epinards en branches,3263850444807,['France'],[],[],?,?,?,?,?,,,,,,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Légumes-feuilles', 'Épinards', 'Epinards en branches']",,,,,,,,,,,,,,,,,,,,,,,45.1%,0.0%,0.0%,22.1%,31.7%,1.1%,99,,,,,,,,,,,,,
186,Ginebra,8480000288394,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,SFM12-Rochers coco & chocolat,3760250161575,['France'],[],[],?,436,"20,2","57,6","3,4",,['Fabriqué en France'],1824 kj(436 kcal),"17,6","45,3","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Praline con fave di cacao guscio dak 85% cacao,8008342010208,['France'],[],[],?,573,43,"33,4","8,8",,['Fabriqué en Italie'],2397 kj(573 kcal),24,"28,5","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Bravo Lino - 360g,3391992409894,['France'],[],[],?,408,2,13,"6,6",,,1707 kj(408 kcal),"1,3","12,4","0,09","0,036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360 g,,"['EMB 50579', 'Sottevast (Manche, France)']",,,,,,,,,,
190,Feed Apple & Cranberry,3665069001381,['France'],[],[],?,376,10,49,20,['Feed'],,1573 kj(376 kcal),"1,5",30,"0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,Chiemgauer Honig,,"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Ocres du Ventoux,3142804202376,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,Dattes Medjool - Brousse Vergez - 250g,3191220016920,['France'],[],[],1712,?,0,63,"2,7",['Brousse Vergez'],"['Bio', 'Bio européen', 'Agriculture non UE', 'en:PF-BIO-149', 'AB Agriculture Biologique']",1712 kj(409 kcal),0,59,"0,05","0,02",C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Fruits', 'Aliments à base de plantes séchées', 'Fruits secs', 'Dattes', 'Dattes Medjool']",0 g,en faible quantité,0 g,en faible quantité,59 g,en quantité élevée,0.05 g,en faible quantité,,,+43%,-100%,-100%,-11%,-9%,+26%,+288%,+288%,4,+1%,C,+1%,88.3%,0.0%,4.7%,3.6%,3.3%,0.0%,57,250 g,,,,,,,,,,,,
194,Mozarella piccolina - Galbani,8000430900330,['France'],[],[],?,204,14,"1,5",18,['Galbani'],['Fabriqué en Italie'],854 kj(204 kcal),"9,7",1,"0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Émincés de poulet extra tendres,2447180029267,['France'],[],[],?,109,"1,8","0,8",22,,,456 kj(109 kcal),"0,5","0,8","0,88","0,352",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
