,name,bar_code,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,traceability_code,eco_score,brand,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,packaging,markets,allergens,nova_score,brand_owner,additives,ingredients_origins,manufacturing,generic_name,link,palm_ingredients
1791,"Echalotes RONDES, en filet deja pese de 250 gr",3250390832072,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1792,Hebridean sea salted caramel fudge,2101471001577,,['France'],[],[],?,337,1410 kj(337 kcal),"3,7","2,1",75,64,"1,6","0,98","0,392",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1793,Barbapapa à la pomme,0200030183005,,['France'],[],[],?,399,1669 kj(399 kcal),0,0,100,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1794,Caramels au beurre sale au sel de guerande,3374605214856,,['France'],[],[],?,427,1787 kj(427 kcal),"12,4","7,34",76,44,"2,9","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1795,Petits pous et jeunes carottes,3112940834076,,['France'],[],[],?,63,264 kj(63 kcal),"0,6","0,2","8,8","3,7","3,4","0,57","0,228",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1796,Escalope de dinde,0212700012409,"['Viande Française', 'Volaille-francaise']",['France'],[],[],?,?,,?,,?,,?,,,,D,,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,,,,,,,,,,,,,,,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,,,
1797,Poulet Gaillard pack ls,2644005061338,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1798,Cranberries séchées en moitiés,2600298026300,,['France'],[],[],?,355,1485 kj(355 kcal),"0,5","0,5","83,2",65,"0,1","0,01","0,004",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Canneberges séchées']",0.5 g,en faible quantité,0.5 g,en faible quantité,65 g,en quantité élevée,0.01 g,en faible quantité,,+5%,+5%,-29%,+102%,+5%,-2%,-64%,-56%,-56%,9,+25%,C,+25%,,,,,,,,,,,,,,,,,,,
1799,2 pavés tendres & savoureux - Charal,0292473053595,"['Viande Française', 'Viande-bovine-francaise']",['France'],[],[],?,113,473 kj(113 kcal),"2,3","0,8",0,0,23,"0,17","0,068",,,['Charal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,Les petits financiers,42520986,,['France'],[],[],?,427,1787 kj(427 kcal),24,13,44,34,"8,7","0,37","0,148",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801,Tiger Beer,0086428230007,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1802,Oeufs bio - oeuf du vieux pressoir - 6gros,3298623060014,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-09', 'Fabriqué en France']",['France'],['œufs frais 100%'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,?,,?,,?,,?,,,"['FR 27.378.001 CE', 'Madeleine-de-Nonancourt (Eure, France)']",B,['oeuf du vieux pressoir'],"[""Produits d'élevages"", 'Œufs', 'Œufs de poules', 'Oeufs-labellises-biologiques']",,,,,,,,,,,,,,,,,,,,,,,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,6 gros,"['boîte', 'Carton']",['Carrefour market'],['Œufs'],1,,,"['France', 'Normandie']",['Normandie'],oeufs frais,http://www.oeufduvieuxpressoir.com/index.html,
1803,Vin 2018,3461730000017,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1804,Tom Yum Sauce - Healthy boy brand - 50g,8850206901159,,['France'],[],[],?,190,795 kj(190 kcal),"9,7","2,8","22,8","22,8","2,8","15,98","6,392",,,['Healthy boy brand'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50 g,,,,,,,,,,,
1805,Vegone - 4x 100g,5741200317646,,['France'],[],[],?,168,703 kj(168 kcal),6,"0,5",23,"1,9",4,"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 x 100 g,,,,,,,,,,,
1806,Batteries Haddock - Birds Eye - 480g,5000116102877,"['Pêche durable', 'Pêche durable MSC']",['France'],[],[],?,234,979 kj(234 kcal),13,"1,2",17,"0,6",12,1,"0,4",,,['Birds Eye'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480 g,,,,,,,,,,,
1807,Supă de roşii cu paste,8712566240890,,['France'],[],[],?,31,130 kj(31 kcal),"0,5","0,1","6,4","3,3","0,7","0,68","0,272",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1808,1kg,3760058542958,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 kg,,,,,,,,,,,
1809,Confitures de figue bio,0634438941705,['Bio'],['France'],[],[],?,288,1205 kj(288 kcal),"0,19","0,03","70,09","68,92","0,81","0,01","0,004",,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de figues']",0.19 g,en faible quantité,0.03 g,en faible quantité,68.9 g,en quantité élevée,0.01 g,en faible quantité,,+24%,+24%,-58%,-55%,+27%,+30%,+10%,-46%,-46%,12,+27%,D,+27%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,
1810,Cappuccino,5900629080047,,['France'],[],[],?,441,1845 kj(441 kcal),11,"9,1",80,55,"5,3","0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,Sobieski Gold 70CL Agrémentée De Paillettes D'or - 70cL,5902738884592,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70 cL,,,,,,,,,,,
1812,Nata liquida para cocinar especial para pasta - Kaiku,8432425033240,['en:FSC'],['France'],[],[],?,147,615 kj(147 kcal),12,"8,5","6,1","4,3",0,"0,11","0,044",['FSC-C014047'],,['Kaiku'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,Thé,4897031513267,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1814,Jambon - 10x 45g,3240650045069,,['France'],[],[],?,?,,?,,?,,?,,,"['FR 70.093.001 CE', 'Breuches (Haute-Saône, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 x 45 g,,,,,,,,,,,
1815,Miel de gleirs du Sud Ouest,3429960025170,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1816,Strawberry Jam - Simply M&S,00881944,,['France'],[],[],?,239,1000 kj(239 kcal),"0,1","0,05","58,5","51,5","0,4","0,1","0,04",,D,['Simply M&S'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",0.1 g,en faible quantité,0.05 g,en faible quantité,51.5 g,en quantité élevée,0.1 g,en faible quantité,,+10%,+10%,-59%,+11%,+10%,+2%,-10%,+341%,+341%,7,-20%,C,-20%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,
1817,Rôti de filet de porc,2220960005626,,['France'],[],[],?,124,519 kj(124 kcal),"3,5","1,3",0,0,23,"0,15","0,06","['FR 14.762.106 CE', 'Vire (Calvados, France)']",E,,"['Viandes', 'Porc', 'Rôtis de porc']",3.5 g,en quantité modérée,1.3 g,en faible quantité,0 g,en faible quantité,0.15 g,en faible quantité,,-14%,-13%,-30%,-38%,-100%,-100%,+3%,-91%,-91%,-3,-142%,A,-142%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,,,,,,,,,,
1818,Pommes de terre,3364310010362,,['France'],[],[],?,75,314 kj(75 kcal),0,0,"15,8",0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819,Chiken bbq griddlers - Birds Eye,5000116112241,,['France'],[],[],?,184,770 kj(184 kcal),10,"2,5",3,"1,3",14,"0,71","0,284",,,['Birds Eye'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820,Confit au foie de canard,3274760825648,,['France'],[],[],?,371,1552 kj(371 kcal),33,12,"1,6","0,5",17,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821,Didi,8426963937153,,['France'],[],[],?,?,,?,,?,,?,,,,,['Didi'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1822,Pistaches,2600160024014,,['France'],[],[],?,621,2598 kj(621 kcal),"44,8","5,5","28,7","7,7","20,9","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1823,Vinagre Balsámico Módena Bio - Amobio,8005140001780,['Bio'],['France'],[],[],?,127,531 kj(127 kcal),0,0,25,25,"0,06","0,05","0,02",,,['Amobio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824,Yogur natural azucarado sin lactosa - El Corte Ingles,8433329094153,,['France'],[],[],?,86,360 kj(86 kcal),3,"2,1",12,12,"2,8","0,1","0,04",,,['El Corte Ingles'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1825,Fruit Snacks - Paskesz,0025675125339,"['en:gluten-free', 'Sans conservateurs']",['France'],[],[],?,70,293 kj(70 kcal),0,0,16,10,1,0,0,,,['Paskesz'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1826,Noix de cajou,2600159045136,,['France'],[],[],?,625,2615 kj(625 kcal),"47,8","8,5","30,2",5,"16,8",1,"0,4",,E,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",47.8 g,en quantité élevée,8.5 g,en quantité élevée,5 g,en quantité modérée,1 g,en quantité modérée,,+4%,+5%,+4%,0%,+18%,-23%,-10%,+59%,+59%,10,+32%,C,+32%,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,,,,,,,,,,
1827,Persil plat - 20g,8715459236765,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20 g,,,,,,,,,,,
1828,Béné Blonde,3760272860012,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1829,Escalope de dinde extra fine - Carrefour,2418304008727,,['France'],[],[],?,?,,?,,?,,?,,,,D,['Carrefour'],"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,,,,,,,,,,,,,,,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,['Carrefour'],,,,,,,,,
1830,Lentilles vertes du puy AOP cuisinées au vin blanc - Le Père Jean,3357149638166,,['France'],[],[],?,117,490 kj(117 kcal),"2,4","0,7",14,"0,5","6,9","0,94","0,376",,B,['Le Père Jean'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Lentilles', 'Lentilles vertes', 'Lentille verte du Puy']",2.4 g,en faible quantité,0.7 g,en faible quantité,0.5 g,en faible quantité,0.94 g,en quantité modérée,,-60%,-60%,+95%,+212%,-64%,-61%,-70%,+506%,+506%,1,,B,,57.6%,0.0%,16.2%,14.1%,4.5%,7.6%,99,,,,,,,,,,,,
1831,Jambon blanc,2238078034117,['Sans colorants'],['France'],[],[],?,116,485 kj(116 kcal),"2,9",1,"0,5","0,5",22,"1,9","0,76","['FR 28.027.005 CE', 'Bazoche-Gouet (Eure-et-Loir, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1832,Petits pains x6,2020000448556,,['France'],[],[],?,945,3954 kj(945 kcal),1,"0,6",44,1,"7,2","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833,Whey protein,5999100012936,,['France'],[],[],?,371,1552 kj(371 kcal),"6,7","2,3","4,7","4,7",73,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834,Poitrine porc farcie,2448676025398,,['France'],[],[],?,1304,5456 kj(1304 kcal),27,10,"1,3","0,5",16,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835,Cervelas obernois,2280533029527,"['Viande Française', 'Viande Porcine Française']",['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1836,La belle du boucher,2288474022836,,['France'],[],[],?,108,452 kj(108 kcal),"3,4","1,4","0,8",0,"18,3","0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837,Proteinissimo prime - Scitec Nutrition - 50g,5999100007024,,['France'],[],[],?,371,1552 kj(371 kcal),17,11,28,"3,4",32,"0,45","0,18",,,['Scitec Nutrition'],"['Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Barres protéinées']",17 g,en quantité modérée,11 g,en quantité élevée,3.4 g,en faible quantité,0.45 g,en quantité modérée,,0%,+0%,+31%,+86%,-14%,-74%,+9%,-8%,-8%,10,-3%,C,-3%,,,,,,,,50 g,['Plastique'],,,,,,,,,,
1838,Port Askaig 100 Proof,5060188981602,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1839,2 Filets de poulet rôtis,0215779028739,,['France'],[],[],?,148,619 kj(148 kcal),"5,8","1,4",0,0,24,"1,4","0,56",,D,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet', 'Filets de poulet rotis']",5.8 g,en quantité modérée,1.4 g,en faible quantité,0 g,en faible quantité,1.4 g,en quantité modérée,,+2%,+2%,+8%,+3%,-100%,-100%,+2%,+4%,+4%,3,+17%,C,+17%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,
1840,Yaourt Chèvre nature,2005003000956,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841,Souris d'agneau,0206076055108,,['France'],[],[],?,150,628 kj(150 kcal),"7,1","3,1","1,1","0,6",21,"0,85","0,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842,Pêche blanche,3760271450306,,['France'],[],[],?,52,218 kj(52 kcal),"0,1",0,12,12,"0,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1843,0611508570607,0611508570607,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1844,Panier Feuilleté Chèvre,3512036003001,,['France'],[],[],?,271,1134 kj(271 kcal),"16,7","10,2","22,6","2,9","7,3","1,07","0,428",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1845,Cacau cru,5600317470630,"['Végétarien', 'en:gluten-free', 'Végétalien']",['France'],[],"['Végétalien', 'Végétarien']",?,350,1464 kj(350 kcal),"10,6","6,8","22,5","2,9","26,4","0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1846,Terrine de foies de volailles confits,3332276671149,,['France'],[],[],?,225,941 kj(225 kcal),17,"6,3","1,5","0,6",14,"1,5","0,6","['FR 40.282.002 CE', 'Saint-Sever (Landes, France)']",,,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de foie', 'Terrines de foie de volaille']",17 g,en quantité modérée,6.3 g,en quantité élevée,0.6 g,en faible quantité,1.5 g,en quantité modérée,,-26%,-26%,-37%,-39%,+1%,+9%,+1%,0%,0%,14,-23%,D,-23%,,,,,,,,,,,,,,,,,,,
1847,Rillettes,0212345014431,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1848,Saucisses de volaille - Carrefour Bio,2273729030766,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],[],[],?,136,569 kj(136 kcal),"6,2","1,7","0,7","0,7","1,8","0,5","0,2","['FR 79.195.001 CE', 'Nueil-les-Aubiers (Deux-Sèvres, France)']",E,['Carrefour Bio'],"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses de volaille']",6.2 g,en quantité modérée,1.7 g,en quantité modérée,0.7 g,en faible quantité,0.5 g,en quantité modérée,,-24%,-25%,-47%,-53%,-44%,+34%,-89%,-72%,-72%,3,-69%,C,-69%,88.4%,6.6%,1.6%,0.9%,0.5%,2.0%,17,,,['Carrefour'],,,,,,,,,
1849,Saucisson sec - Casino,3222477366282,"['Viande Française', 'Viande Porcine Française']",['France'],[],[],?,443,1854 kj(443 kcal),35,13,2,1,30,"4,8","1,92",,D,['Casino'],"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs']",35 g,en quantité élevée,13 g,en quantité élevée,1 g,en faible quantité,4.8 g,en quantité élevée,,+10%,+10%,+11%,+6%,-10%,-27%,+9%,+3%,+3%,25,+4%,E,+4%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,,['Casino'],,,,,,,,,
1850,Trauben-nuss-müsli - Korrekt - 1kg,4304218719461,,['France'],[],[],?,381,1594 kj(381 kcal),11,"2,7",54,11,11,"0,07","0,028",,B,['Korrekt'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis']",11 g,en quantité modérée,2.7 g,en quantité modérée,11 g,en quantité modérée,0.07 g,en faible quantité,,-8%,-8%,-16%,-19%,-11%,-35%,+12%,-60%,-60%,3,-39%,C,-39%,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,1 kg,,,,,,,,,,,
1851,Crème de châtaigne,3760170552903,,['France'],[],[],?,205,858 kj(205 kcal),"0,6","0,15",45,30,"1,6","0,07","0,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1852,Cook'in Jar - Fleury Michon,0205856018326,,['France'],[],[],?,174,728 kj(174 kcal),"8,2","1,6",19,"1,9","5,4","0,83","0,332",,,['Fleury Michon'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1853,Cioccolato di Modica cocco - Antica Dolceria Rizza - 100g,8026101000123,['en:gluten-free'],['France'],[],[],?,499,2088 kj(499 kcal),31,"20,7","47,7","42,6","6,4",0,0,,,['Antica Dolceria Rizza'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats']",31 g,en quantité élevée,20.7 g,en quantité élevée,42.6 g,en quantité élevée,0 g,en faible quantité,,-10%,-9%,-15%,-2%,+3%,+4%,-12%,-100%,-100%,25,+6%,E,+6%,,,,,,,,100 g,,,,,,,,,,,
1854,Bananes -,2600480009586,"['Bio', 'Bio européen', 'FR-BIO-10']",['France'],[],[],?,?,,?,,?,,?,,,,A,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Bananes']",,,,,,,,,,,,,,,,,,,,,,,63.7%,0.0%,0.0%,23.1%,9.9%,3.2%,95,,['Sachet'],,,,,,,,,,
1855,Galettes bretones,0654479010062,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1856,Gelée de piments,3770006162039,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857,Vin blanc Côtes de cascogne,3543971377018,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858,Pralines er chocolats,3760070240429,,['France'],[],[],?,308,1289 kj(308 kcal),"18,9","6,5","25,4","24,9","5,8","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,Fruit de la passion,8938526878013,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860,Agneau filet,0280236070323,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861,Conte 8/11 - Carrefour,2460610052352,,['France'],[],[],?,?,,?,,?,,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,,,,,
1862,Aiguillettes poulet,0213048041199,,['France'],[],[],?,?,,?,,?,,?,,,,D,,"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']",,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,
1863,Relax,20494827,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864,Pomme mangue - Auchan - 4x 100g,3596710472840,,['France'],[],[],?,56,234 kj(56 kcal),"0,6","0,2",12,11,"0,5","0,01","0,004",,B,['Auchan'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes mangue']",0.6 g,en faible quantité,0.2 g,en faible quantité,11 g,en quantité modérée,0.01 g,en faible quantité,,-8%,-10%,+78%,+82%,-12%,-11%,+28%,+69%,+69%,-3,,A,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,4 x 100 g,,['Auchan'],,,,,,,,,
1865,GLACE CHOCOLATE & COCONUT - Kalise,8413200002590,['en:gluten-free'],['France'],[],[],?,241,1008 kj(241 kcal),12,"9,6",29,23,"3,5","0,22","0,088",,,['Kalise'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866,Tortellini alla Carne,8003100916037,,['France'],[],[],?,320,1339 kj(320 kcal),"6,3","1,9",55,"2,1","9,7","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867,Fougasse Fromage,0205120016409,,['France'],[],[],?,286,1197 kj(286 kcal),"6,7","3,8",43,"1,1",12,"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868,Crema de calabaza - Paraisin,8412464185209,,['France'],[],[],?,179,749 kj(179 kcal),2,"0,3","3,5","0,8","3,1","0,75","0,3",,,['Paraisin'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,Nestlé,7613033487002,,['France'],[],[],?,?,,?,,?,,?,,,,,['Nestlé'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870,Matscontin,9782377611713,,['France'],[],[],?,?,,?,,?,,?,,,,,,['Non alimentaire'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,Juraflore,2671327026639,,['France'],[],[],?,418,1749 kj(418 kcal),35,23,0,0,27,"0,9","0,36","['FR 39.434.001 CE', 'Poligny (Jura, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872,Endives au jambon,0208170024073,,['France'],[],[],?,?,,?,,?,,?,,,,C,,"['Plats préparés', 'Endives au jambon']",,,,,,,,,,,,,,,,,,,,,,,71.8%,15.1%,6.0%,3.7%,2.0%,1.4%,57,,,,,,,,,,,,
1873,Chateau FRANC COUPLET Bordeaux,3660989219007,,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874,Vin Gamla,7290014466869,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,Protein rice puding - MyProtein,5055936868670,['en:gluten-free'],['France'],[],[],?,371,1552 kj(371 kcal),"5,9","0,8",41,"9,2",39,0,0,,,['MyProtein'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876,Croissant,0205653015092,,['France'],[],[],?,?,,?,,?,,?,,,,B,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Croissants']",,,,,,,,,,,,,,,,,,,,,,,69.2%,17.2%,8.1%,4.9%,0.6%,0.0%,86,,,,,,,,,,,,
1877,Sel fin de noirmoutier,3770003763185,,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,So free chocolate negro ecológico cacao con naranja,5013092000532,['Bio'],['France'],[],[],?,562,2351 kj(562 kcal),"38,5",24,"42,3","39,1","6,8","0,07","0,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879,Riz long parfumé Premium du Viêt-Nam,8847100981851,,['France'],[],[],?,345,1443 kj(345 kcal),"0,5",0,"79,5",0,"6,8",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
