,name,bar_code,quantity,brand,categories,labels,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,packaging,ingredients_origins,manufacturing,nova_score,additives,allergens,markets,traceability_code,palm_ingredients,link,origin_detail,producer_info
459,Secret Chaï - Romon Nature,3554740100379,,['Romon Nature'],,"['Bio', 'Bio européen', 'Agriculture non UE', 'ES-ECO-020-CV', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
460,Gingembre Citron Punchy - Romon Nature,3554740100423,,['Romon Nature'],,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'ES-ECO-020-CV', 'Agriculture UE/Non UE', 'FR-BIO-01']",['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
461,Romon Nature - Infusion Bouillon Légumes -,3554749674260,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Bouillons', 'Bouillons de légumes']","['Bio', 'Bio européen', 'Agriculture non UE', 'ES-ECO-020-CV', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.05 g,en faible quantité,?,,1,-99%,4 kj(1 kcal),-99%,0,-100%,0,-100%,"0,2",-99%,0,-100%,"0,1",-97%,"0,05",-100%,"0,02",-100%,0,-100%,B,-100%,,,,,,,,,,,,,,,,,,,,,
462,Jus Pamplemousse Rose - Alain Milliat,3556001010571,,['Alain Milliat'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de pamplemousse', 'Jus de fruits pur jus', 'Jus de pamplemousse rose', 'en:pure-grapefruit-juice']",,['France'],['JUS DE PAMPLEMOUSSE Ingrédient : jus de pamplemousse 100% 155ml'],[],0 g,en faible quantité,0 g,en faible quantité,8 g,en quantité élevée,0 g,en faible quantité,?,,39,0%,163 kj(39 kcal),+1%,0,-100%,0,-100%,8,-8%,8,-3%,"0,5",+1%,0,-100%,0,-100%,2,+5%,C,+5%,D,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,,,
463,Farine T55 Melbio -,3556355011736,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de blé']",,['France'],[],[],0.8 g,en faible quantité,0.2 g,en faible quantité,1.9 g,en faible quantité,0.01 g,en faible quantité,1438,-2%,339,-1%,1438 kj(339 kcal),-0%,"0,8",-40%,"0,2",-15%,69,-1%,"1,9",+24%,12,+10%,"< 0,01",-58%,"0,004",-58%,-5,,A,,B,77.8%,3.5%,0.0%,10.3%,8.3%,0.0%,97,,,,,,,,,,,,,
464,Filet Bleu - sablés caramel,3556940811703,,['Filet Bleu'],,,['France'],[],[],,,,,,,,,?,,494,,2067 kj(494 kcal),,22,,14,,69,,28,,"4,5",,"0,64",,"0,256",,,,,,,,,,,,,,,,,,,,,,,,,,
465,Canelés de Bordeau - Aquitaine Specialités - 204g (12 * 17g),3557001712991,204 g (12 * 17 g),['Aquitaine Specialités'],"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Pâtisseries', 'Canelés']",['Fabriqué en France'],['France'],"['Eau', 'sucre', 'farine de blé', 'rhum', 'préparation lactée ', 'lactosérum', 'matière grasse végétale ', 'coprah', 'protéines de lait', 'lait écrémé', ""poudre d'œufs entiers"", 'arôme vanille']",['Non végétalien'],2.4 g,en faible quantité,1.7 g,en quantité modérée,46 g,en quantité élevée,0.1 g,en faible quantité,1272,+2%,300,+6%,1272 kj(300 kcal),+7%,"2,4",-15%,"1,7",+34%,66,+11%,46,+10%,"3,6",-18%,"0,1",-20%,"0,04",-20%,14,+11%,D,+11%,B,70.8%,15.1%,6.9%,3.5%,3.7%,0.0%,81,12 Canelés,"['boîte', 'Carton', 'Barquette', 'Film', 'Plastique']",,['France'],4,,"['Œufs', 'Gluten', 'Lait']",,"['EMB 33433D', 'Saint-Loubès (Gironde, France)']",,,,
466,The vert au jasmin - Palais Imperial,3558825417680,,['Palais Imperial'],,,['France'],"['Thé vert de Chine', 'fleurs de jasmin ', '3%', ""arôme Ihporté de C'- Ae par Palais Impérial"", '3 rue Olympe de gouges']",[],,,,,,,,,?,,363,,1519 kj(363 kcal),,"2,29",,"0,63",,"66,8",,"18,24",,"18,7",,"0,001",,"0,001",,,,,,,,,,,,,,,,,,,,,,,,,,
467,Pain de seigle - Boulangerie Gauthier,3558851201352,,['Boulangerie Gauthier'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de seigle']","['Bio', 'Bio européen', 'FR-BIO-01']",['France'],[],[],1.4 g,en faible quantité,0.3 g,en faible quantité,2.2 g,en faible quantité,1.2 g,en quantité modérée,?,,235,+2%,983 kj(235 kcal),+2%,"1,4",-29%,"0,3",-12%,45,+8%,"2,2",-25%,"6,9",-0%,"1,2",+5%,"0,48",+5%,3,+173%,C,+173%,B,51.1%,24.1%,13.7%,10.1%,1.0%,0.0%,94,,,,,,,,,,,,,
468,Cake aux fruits Bio - Boulangerie Gauthier (Garchy 58150) - 450g,3558851201475,450g,['Boulangerie Gauthier (Garchy 58150)'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Cakes aux fruits']","['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",['France'],"[""Cit ot cf or ange — 4% Poids net : 450g *produits Issus de l'agricult ure Certifié Ecocert FR-BiO 01 / Deut contet»rdes traces et a coque""]",[],19 g,en quantité modérée,8.5 g,en quantité élevée,21 g,en quantité élevée,7 g,en quantité élevée,?,,395,+2%,1653 kj(395 kcal),+1%,19,+23%,"8,5",+92%,55,-2%,21,-37%,7,+45%,7,+1093%,"2,8",+1093%,26,+56%,E,+56%,B,76.8%,12.1%,5.7%,2.8%,2.6%,0.0%,65,,,['UE non UE'],['58150'],,,,['le citronnier'],,,,,
469,Haricot Rouges,3559502000096,,,,,['France'],[],[],,,,,,,,,?,,54,,226 kj(54 kcal),,0,,0,,"9,8",,0,,4,,"0,7",,"0,28",,,,,,,,,,,,,,,,,,,,,,,,,,
470,P Te De Piment Rouge Citron 90G Royal Bourbon,3559503000125,,['Royal Bourbon'],,,['France'],"['Piments rouges citrons gingembre', 'sel', 'vinaigrB huile', 'combava', ' conservateur : acide sorbique']",[],,,,,,,,,?,,73,,305 kj(73 kcal),,"2,3",,"0,1",,14,,1,,"2,6",,"3,5",,"1,4",,,,,,,,,,,,,,,,,,,"['E200 - Acide sorbique', '', 'Risque élevé de sur-exposition']",,,,,,,
471,Kayamba - Nou La Fé,3559509130031,,['Nou La Fé'],"['Boissons', 'Boissons avec sucre ajouté']",['Entrepreneurs + Engagés'],['France'],"['Eau', ' jus à base de concentrés et de purées de : pomme ', '13%', 'orange ', '6%', ' ', 'citron ', '4%', 'ananas ', '1%', 'raisin ', '0,5%', ' ', 'banane ', '0,3%', 'fruits de la passion ', '0,1%', 'citron vert ', '0,1%', ' sucre', ' acidfiant : acide citrique', ' stabilisants : gomme de xanthane', 'gomme de cellulose', ' arômes', ' Vltamines : A', 'C', 'E']",[],0 g,en faible quantité,0 g,en faible quantité,13 g,en quantité élevée,0 g,en faible quantité,?,,52,-39%,218 kj(52 kcal),-41%,0,-100%,0,-100%,13,-34%,13,-29%,0,-100%,0,-100%,0,-100%,17,+43%,E,+43%,,,,,,,,,,,,,4,"['E330 - Acide citrique', 'E415 - Gomme xanthane', 'E466 - Carboxyméthylcellulose']",,,,,,,
472,Epicerie / Epicerie Sucrée / Confitures Bio - Biolo'Klock - 300g,3560000430117,300 g,"[""Biolo'Klock""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de pastèque']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,55.8 g,en quantité élevée,0 g,en faible quantité,?,,230,,962 kj(230 kcal),+6%,0,-100%,0,-100%,"56,2",-1%,"55,8",-1%,"0,3",+31%,0,,0,,10,,C,,C,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,,
473,PECHES AU SIROP - BIOLO'KLOCK - 220g,3560000720126,220g,"[""BIOLO'KLOCK""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Desserts', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Fruits et produits dérivés', 'Fruits en conserve', 'Fruits au sirop', 'Pêches au sirop']",['Bio'],['France'],"['Pêches', 'sucre de canne blond équitable', "" Ingrédients issus de l'agriculture biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",0.1 g,en faible quantité,0 g,en faible quantité,14.1 g,en quantité élevée,0 g,en faible quantité,?,,195.5,+188%,818 kj(195 kcal),+197%,"0,1",-12%,0,-100%,15,-1%,"14,1",+3%,"0,5",+23%,0,-100%,0,-100%,-1,,A,,B,67.0%,17.7%,7.3%,4.5%,3.5%,0.0%,77,,"['Bocal', 'Bocal en verre', 'Couvercle en métal']",,['France'],3,,,"['halles de Cernay', 'Biocoop Caluire']",,,,,
474,Crunchy Muesli 3 Chocolats - Carrefour - 500g,3560070328529,500 g,['Carrefour'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Flocons', 'Mueslis', 'Flocons de céréales', 'Céréales extrudées', 'Flocons extrudés', 'Céréales au chocolat', 'Mueslis au chocolat', 'Pétales multicéréales']",,['France'],"[""Céréales 65 % [flocons d'avoine 46,7 %"", ""farine d'avoine"", 'céréales extrudées ', 'farine de riz 4 %', 'farine de blé 2 %', 'sucre', 'farine de malt de blé', 'sel', 'sucre caramélisé en poudre', ']', 'sucre', 'huile de tournesol ', 'huile de tournesol', 'antioxydant : extrait riche en tocophérols', 'copeaux de chocolat noir et blanc 7,5 % ', 'sucre', 'beurre de cacao', 'pâte de cacao', 'lait entier en poudre', 'matière grasse laitière anhydre', 'cacao en poudre', ""émulsifiant : phosphatides d'ammonium"", 'chocolat au lait 7,5 % ', 'sucre', 'lait entier en poudre', 'beurre de cacao', 'pâte de cacao', 'lactosérum en poudre', 'lait écrémé en poudre', 'émulsifiant : lécithine de soja', 'arôme', 'miel', 'cacao maigre en poudre', 'maltodextrine de blé', 'sel', 'arôme']",['Non végétalien'],19 g,en quantité modérée,4.5 g,en quantité modérée,24 g,en quantité élevée,0.457 g,en quantité modérée,1993,+7%,475,+7%,1993 kj(475 kcal),+8%,19,+19%,"4,5",-13%,66,+7%,24,+26%,"7,7",-17%,"0,457",+87%,"0,183",+87%,12,+32%,D,+32%,B,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,Muesli,"['Carton', 'Boite', 'Plastique', 'Sachet']",,,4,"['E306 - Extrait riche en tocophérols', ""E442 - Phosphatides d'ammonium"", 'E322i - Lécithine']","['Gluten', 'Lait', 'Avoine', 'Soja']",['Carrefour'],,,,,
475,Verrines saumon fume et mousse fromagere ciboulette - Carrefour,3560070354955,,['Carrefour'],,,['France'],"[""n rédients : FìPMAGE à l'éct1910te et à la cibo lette 5126 âOMAGE 46 ech lote 1 s m"", ',almo salar', 'selli fume ', 'stabilisan%: carraghenaoesè', 'pointes 4 asperge verte 6,5% echalote* 0,6%', 'ciboulette O', '0%', 'epaississants : farine de graines de caroube et omme xanthane', 'ingrédients decQngelés', ' Le fromage provient ae France', ' Le saumon est elevé en Norvege', "" Les asperges,ne proviennent pas de l'UE"", ' Peut contenir des traces de soja', 'blet œufs', 'fruits a coque', 'raines 4e sesame crustaces', 'céleri', 'mollusques', 'sulfites', ' Pabrique EMBé9233B pour Interdis', ' Services •onsommateurs arrefour - Interdis 91431 - 91343 MASS\\YCedex - France N Cristal: 09 69 39 7000 APPEL NON SURTAXE A consommer maximum 24 heures']","['Non végétalien', 'Non végétarien']",,,,,,,,,?,,217,,908 kj(217 kcal),,"18,2",,"5,7",,"1,6",,"1,2",,"11,4",,"1,975",,"0,79",,,,,,,,,,,,,,,,,,4,['E410 - Gomme de caroube'],,['Carrefour'],"['EMB 29233B', 'Quimperlé (Finistère, France)']",,,,
476,Carrefour Chinotto,3560070365562,,['Carrefour'],,['en:gluten-free'],['France'],[],[],,,,,,,,,?,,24,,100 kj(24 kcal),,0,,0,,"5,7",,"5,7",,0,,0,,0,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,
477,Cookies 2 Chocolats - Carrefour - 200g,3560070411917,200 g,['Carrefour'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,['France'],"['Farine de blé', 'chocolat au lait 18,7% [sucre', 'poudre de lait entier', 'beurre de cacao', 'pâte de cacao', 'sirop de glucose', 'poudre de lait écrémé', 'émulsifiant: lécithines ', 'tournesol', 'arôme naturel]', 'chocolat noir 18,5 % [pâte de cacao', 'sucre', 'sirop de glucose', 'émulsifiant: lécithines ', 'tournesol', ']', 'sucre', 'préparation au caramel ', 'sirop de glucose', 'sucre', 'graisse de palme', 'poudre de lait entier', ""blanc d'_œufs_en poudre"", 'arôme naturel', 'colorant: caramel ordinaire', 'graisse de palme', 'beurre', ""farine d'avoine"", 'huile de tournesol', 'œufs entier en poudre', 'sirop de glucose-fructose', 'poudre à lever: carbonates de sodium et diphosphates', 'sel', 'arôme naturel', 'colorant: caramel ordinaire', ' Peut contenir des traces de fruits à coque']","['Huile de palme', 'Non végétalien']",26 g,en quantité élevée,14 g,en quantité élevée,38 g,en quantité élevée,0.59 g,en quantité modérée,2083,+4%,498,+5%,2083 kj(498 kcal),+5%,26,+25%,14,+39%,59,-8%,38,+29%,"6,2",-5%,"0,59",+0%,"0,236",+0%,23,+16%,E,+16%,C,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,Biscuits aux deux chocolats.,['Plastique'],['Pays-Bas'],,4,"['E322i - Lécithine', 'E150a - Caramel E150a', 'E500 - Carbonates de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition']","['Œufs', 'Gluten', 'Lait', 'Avoine']",['Carrefour'],,['Huile de palme'],,,Fabriqué au Pays-Bas par Banketbakkerij Merba B.V. pour Interdis.
478,Déco Dessert - Carrefour,3560070609727,,['Carrefour'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'abricot""]",['Fabriqué en Espagne'],['France'],[],[],1 g,en faible quantité,0 g,en faible quantité,89 g,en quantité élevée,0 g,en faible quantité,?,,396,+81%,1657 kj(396 kcal),+81%,1,+342%,0,-100%,"96,6",+82%,89,+76%,0,-100%,0,-100%,0,-100%,9,+0%,C,+0%,B,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,,,,,,,['Carrefour'],,,,,
479,Ketchup épicé - Carrefour - 560g,3560070810598,560 g,['Carrefour'],"['Epicerie', 'Sauces', 'Sauces tomate', 'Ketchup']",,"['Belgique', 'France']","['Eau', 'purée de tomates double concentré 22%', 'sucre', ""vinaigre d'alcool"", 'amidon modifié de maïs et de pomme de terre', 'sel', 'extrait de piment', 'poudre de piment 0,35%', 'épices ', 'contient moutarde', ""poudre d'ail""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,22 g,en quantité élevée,2.4 g,en quantité élevée,474,+10%,112,+6%,474 kj(112 kcal),+8%,?,,,,26,+15%,22,+12%,"1,1",-15%,"2,4",+21%,"0,96",+21%,,,,,B,37.2%,25.2%,17.2%,12.9%,5.9%,1.6%,94,Tomato Ketchup épicé,,,,4,['E14XX - Amidons modifiés'],['Moutarde'],['Carrefour'],,,,Ce ketchup est fabriqué en Belgique avec des tomates originaires d'Italie et/ou du Portugal et des épices de diverses origines.,Fabriqué en Belgique par EMB B-01341 pour Interdis.
480,Natillas - Carrefour - 500g (4x 125g),3560071017668,500 g (4 x 125 g),['Carrefour'],"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Crèmes dessert']",['Point Vert'],"['France', 'Espagne']","['Leche entera 83%', 'azúcar', 'almidón modificado de maíz', 'lactosa y proteínas de la leche', 'gelificante: carragenanos', 'aroma', 'colorante: caramelo natural']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",2.9 g,en faible quantité,2 g,en quantité modérée,16 g,en quantité élevée,0.13 g,en faible quantité,470,-13%,111,-15%,470 kj(111 kcal),-13%,"2,9",-35%,2,-28%,18,-1%,16,+5%,"2,9",-14%,"0,13",-16%,"0,052",-16%,4,-16%,C,-16%,,,,,,,,,Postre lácteo sabor galleta.,,,,4,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E150a - Caramel E150a']",['Lait'],['Carrefour'],"['FR 14.630.010 CE', 'Saint-Martin-des-Entrées (Calvados, France)']",,,,Fabricado en Francia por LNUF Bayeux - EMB 14630 - para Interdis.
481,Madeleines coquilles - Carrefour - 600g,3560071073787,600 g,['Carrefour'],"['Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",['en:produced-in-bretagne'],['France'],[],[],21 g,en quantité élevée,2.1 g,en quantité modérée,30 g,en quantité élevée,1 g,en quantité modérée,?,,431,-2%,1803 kj(431 kcal),-2%,21,-8%,"2,1",-70%,56,+6%,30,+9%,"4,7",-17%,1,+23%,"0,4",+23%,17,-8%,D,-8%,B,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,,,,,,,,['Carrefour'],"['EMB 29281A', 'Tourch (Finistère, France)']",,,,
482,2 véritable andouillettes de troyes - Reflets De France,3560071154035,,['Reflets De France'],"['Viandes', 'Charcuteries', 'Charcuteries cuites', 'Andouillettes', 'Andouillettes de Troyes']",,['France'],"['Véritables andouillettes de Tro}cs', ' dc de nitrite a rojna! igltlcs O', 'boy Jiattttcl dc pots Otis Ces ct']",[],18 g,en quantité modérée,8.5 g,en quantité élevée,1 g,en faible quantité,1.9 g,en quantité élevée,?,,237,+0%,992 kj(237 kcal),+2%,18,+2%,"8,5",+4%,1,+131%,1,+188%,19,+3%,"1,9",+6%,"0,76",+6%,18,+3%,D,+3%,E,82.4%,13.2%,3.1%,0.8%,0.4%,0.1%,11,,,,,,,,,"['FR 10.297.001 CE', 'Pont-Sainte-Marie (Aube, France)']",,,,
483,Coffret degustation tisanes festives,3560467791295,,,,"['Bio', 'Bio européen', 'CZ-BIO-002']",['France'],[],[],,,,,,,,,?,,1,,4 kj(1 kcal),,0,,0,,"0,2",,0,,"0,1",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Café Vert Menthe à Infuser - 20 Sachets - Aromandise,3560468797029,,,,"['Bio', 'Bio européen', 'CZ-BIO-002', 'AB Agriculture Biologique']",['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
485,"Epicerie / Condiments, Aides Culinaires / Epices - Aromandise",3560468797067,,['Aromandise'],,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'AT-BIO-301']",['France'],"['curcuma* ', '53%', 'cannelle ', '15%', 'gingembre* de Ceylan* ', 'muscade"" cardamome* ', 'poivre noir* safran*', "" *Produit issu de l'agriculture biologique""]",[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
486,Miso blanc crémeux - Aromandise,3560468797555,,['Aromandise'],,"['Bio', 'Végétarien', 'Bio européen', 'Sans gluten', 'Végétalien', 'en:JP-BIO-154']",['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,195,,816 kj(195 kcal),,"6,2",,"1,7",,26,,19,,"8,2",,"5,1",,"2,04",,,,,,,,,,,,,,,,,,,,,,,,,,
487,Caramels tendres au beurre salé - La Maison d'Armorine - 150g,3561770000838,150 g,"[""La Maison d'Armorine""]","['Snacks', 'Snacks sucrés', 'Confiseries', 'Caramels', 'Caramels au beurre salé']",,['France'],[],[],12.5 g,en quantité modérée,7 g,en quantité élevée,47.4 g,en quantité élevée,1.07 g,en quantité modérée,?,,418,+2%,1749 kj(418 kcal),+2%,"12,5",-9%,7,-21%,72,+6%,"47,4",-6%,"4,3",+83%,"1,07",+11%,"0,428",+11%,25,+1%,E,+1%,,,,,,,,,,,,,,,,,,,,,
488,Caramels beurre salè - La Maison d'Armorine,3561770001309,,"[""La Maison d'Armorine""]","['Snacks', 'Snacks sucrés', 'Confiseries', 'Caramels', 'Caramels au beurre salé']",,['France'],[],[],12.5 g,en quantité modérée,7 g,en quantité élevée,47.4 g,en quantité élevée,1.08 g,en quantité modérée,?,,418,+2%,1749 kj(418 kcal),+2%,"12,5",-9%,7,-21%,72,+6%,"47,4",-6%,"4,3",+83%,"1,08",+12%,"0,432",+12%,25,+1%,E,+1%,,,,,,,,,,,,,,,,,,,,,
489,Caramels au beurre salé - Ty Délice,3561770003433,,['Ty Délice'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Caramels', 'Caramels au beurre salé']",,['France'],"['CARAMELS BEURRE SALÉ Mini boite fer Ingrédlenb : sirop de lucose', 'sucre', 'lait concentré sucré', 'beurre ', 'Inlt', ' als ', '10%', ' poudre de lait', 'sel de Guérande ', '0', '8%', 'fleur de sel de Guérande ', '0', '3%']",['Non végétalien'],12.5 g,en quantité modérée,7 g,en quantité élevée,47.4 g,en quantité élevée,0.05 g,en faible quantité,?,,418,+2%,1749 kj(418 kcal),+2%,"12,5",-9%,7,-21%,"72,11",+6%,"47,4",-6%,"4,3",+83%,"0,05",-95%,"0,02",-95%,21,-15%,E,-15%,,,,,,,,,,,,,3,,['Lait'],,,,,,
490,Coeur de beurre - La Maison d'Armorine - 34g,3561770007059,34 g,"[""La Maison d'Armorine""]","['Tartes', 'Tartelettes', 'Tartelettes au caramel']",,['France'],[],[],29 g,en quantité élevée,15.6 g,en quantité élevée,25 g,en quantité élevée,0.86 g,en quantité modérée,?,,520,+9%,2176 kj(520 kcal),+10%,29,+23%,"15,6",+11%,58,+0%,25,-27%,"6,7",+19%,"0,86",+49%,"0,344",+49%,24,+1%,E,+1%,,,,,,,,,,"['Carton', 'boîte', 'Plastique']",,,,,,,,,,,
491,Caramel au beurre salé la maison d'Armonie -,3561770011070,,,,,['France'],[],[],,,,,,,,,?,,418,,1749 kj(418 kcal),,"12,5",,7,,72,,"47,4",,"4,3",,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,,
492,Saumon fumé Bio - Olsen Cie - 200g,3562250000218,200 g,['Olsen Cie'],"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']","['Bio', 'Bio européen', 'Agriculture UE', 'FR-BIO-01']",['France'],"['SAUMON: Atlantique ', 'salmo salar', 'sel Origine: Aquaculture Biologique Ecosse et Irlande']","['Non végétalien', 'Non végétarien']",9.2 g,en quantité modérée,2.5 g,en quantité modérée,0 g,en faible quantité,2.6 g,en quantité élevée,?,,171,-8%,715 kj(171 kcal),-8%,"9,2",-12%,"2,5",+21%,0,-100%,0,-100%,22,-0%,"2,6",-8%,"1,04",-8%,14,+7%,D,+7%,D,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,['emballage plastique'],"['Aquaculture biologique Ecosse et Irlande', 'Ecosse']",['Archeres'],3,,['Poisson'],['bio bulle'],"['FR 78.005.001 CE', 'Achères (Yvelines, France)']",,,,
493,Saumon - Bio & naturel,3562250000232,,['Bio & naturel'],"['Produits de la mer', 'Poissons', 'Saumons']","['Bio', 'Bio européen', 'FR-BIO-01', 'Sans additifs', 'Sans colorants', 'AB Agriculture Biologique']",['France'],"['SAUMON* Atlantique ', 'salmo salar', 'sel']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",9.2 g,en quantité modérée,2.5 g,en quantité modérée,0 g,en faible quantité,2.6 g,en quantité élevée,?,,171,-7%,715 kj(171 kcal),-7%,"9,2",-12%,"2,5",+23%,0,-100%,0,-100%,22,+1%,"2,6",+7%,"1,04",+7%,14,+27%,D,+27%,D,96.3%,0.0%,1.4%,1.4%,0.7%,0.2%,24,,,['Irlande'],,3,,['Poisson'],,"['FR 78.005.001 CE', 'Achères (Yvelines, France)']",,,,
