,name,bar_code,eco_score,brand,categories,markets,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,labels,traceability_code,packaging,ingredients_origins,additives,allergens,nova_score,generic_name,manufacturing,link,palm_ingredients
308,Décor aigle,6111250901154,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
309,Maran Almnd BTR RSTD Crncy NST - Maranatha,0051651093460,,['Maranatha'],,,['France'],[],[],,,,,,,,,?,,666.66666666667,,2789 kj(666 kcal),,"53,333",,"6,667",,"26,667",,"6,667",,20,,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,,
310,Moulage chocolat noir bio - Le Chocolatier Sablais - 180g,3760059939771,,['Le Chocolatier Sablais'],,,['France'],[],[],,,,,,,,,?,,538,,2251 kj(538 kcal),,35,,21,,44,,41,,6,,,,,,,,,,,,,,,,,180 g,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-09']",,,,,,,,,,
311,500g,4260056470172,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,500 g,,,,,,,,,,,
312,Lindt Fondente S / Zucc S / G,8003340079080,,"['Lindt', 'Lindt & Sprüngli']",,,['France'],[],[],,,,,,,,,?,,490,,2050 kj(490 kcal),,38,,22,,45,,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,Canelés bordelais à l'armagnac - Comtesse du Barry - 270g,3660806510140,B,['Comtesse du Barry'],"['Biscuits et gâteaux', 'Gâteaux', 'Pâtisseries', 'Canelés']",,['France'],[],[],0.9 g,en faible quantité,0.6 g,en faible quantité,46 g,en quantité élevée,,,?,,248,-13%,1038 kj(248 kcal),-13%,"0,9",-68%,"0,6",-53%,59,-1%,46,+10%,"1,4",-68%,,,,,,,,,70.8%,15.1%,6.9%,3.5%,3.7%,0.0%,81,270 g,,,,,,,,,,,
314,Pain maïs,0201031010505,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,Brassé pomme de Provence fleur d'oranger - Babybio - 4x 85g,3288131540887,,"['Babybio', 'Vitabio']",,,['France'],[],[],,,,,,,,,?,,77,,322 kj(77 kcal),,2,,"1,4",,"11,3",,"6,3",,"2,9",,,,,,,,,,,,,,,,,4 x 85 g,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Fabriqué en France', 'Sans sucre ajouté']",,,,,,,,,,
316,Thon germon fumé à froid tranché - La Fe,03333634,E,['La Fe'],"['Produits de la mer', 'Poissons', 'Thons', 'Thons blancs']",,['France'],[],[],1.49 g,en faible quantité,0.507 g,en faible quantité,0.006 g,en faible quantité,1.95 g,en quantité élevée,?,,123,-43%,515 kj(123 kcal),-43%,"1,488",-89%,"0,507",-80%,"0,726",+80%,"0,006",-97%,"26,595",+13%,"1,951",+112%,"0,78",+112%,4,-8%,C,-8%,93.6%,0.0%,1.2%,4.4%,0.6%,0.2%,21,,"['Sans additifs', 'Sans conservateurs']",,,,,,,,,,
317,Bière blonde sans gluten,3770005715335,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,0,,?,,,,?,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,
318,Chia pudding framboise coco,0204328022632,,,,['Biocoop'],['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,Bière,3760274360268,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,
320,Pufuletti - 255g,4260073358408,,,,,['France'],[],['Sans huile de palme'],,,,,,,,,?,,450,,1883 kj(450 kcal),,16,,"1,3",,69,,"1,5",,"6,7",,"1,5",,"0,6",,,,,,,,,,,,,255 g,['en:palm-oil-free'],,,,,,,,,,
321,Miel de fleurs,3760268010094,B,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,
322,Yaourt à boire,3770009083119,E,,"['Boissons', 'Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Boissons lactées', 'Boissons fermentées', 'Boissons lactées fermentées', 'Yaourts', 'Yaourts à boire']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,67.5%,13.2%,8.7%,6.1%,3.6%,1.0%,32,,,,,,,,,,,,
323,Lapin en chocolat,3367270017624,,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Moulages en chocolat', 'Aliments de Pâques', 'Lapins en chocolat']",,['France'],[],[],,,,,,,0 g,en faible quantité,?,,?,,,,?,,,,?,,,,?,,0,-100%,0,-100%,,,,,,,,,,,,,,,,,,,,,,,
324,Moelleux chocolat,3700462031464,,,,,['France'],[],[],,,,,,,,,?,,450,,1883 kj(450 kcal),,27,,17,,44,,34,,"6,3",,"0,46",,"0,184",,,,,,,,,,,,,,,,,,,,,,,,
325,Lapin Couche chocolat au lait,3367270000527,,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Moulages en chocolat', 'Aliments de Pâques', 'Lapins en chocolat']",,['France'],[],[],37.4 g,en quantité élevée,22.9 g,en quantité élevée,49.5 g,en quantité élevée,0.2 g,en faible quantité,?,,564,+2%,2360 kj(564 kcal),+2%,"37,4",+9%,"22,9",+10%,"50,4",-6%,"49,5",-5%,"6,6",+1%,"0,2",+3%,"0,08",+3%,27,+3%,E,+3%,,,,,,,,,,,,,,,,,,,
326,Mon cordon,2208633048484,D,,"['Viandes', 'Préparations de viande', 'Produits panés', 'Cordons bleus']",,['France'],[],['Sans huile de palme'],1.6 g,en faible quantité,0.7 g,en faible quantité,1.5 g,en faible quantité,1.2 g,en quantité modérée,?,,137,-38%,573 kj(137 kcal),-38%,"1,6",-87%,"0,7",-78%,"8,7",-37%,"1,5",-5%,20,+52%,"1,2",-8%,"0,48",-8%,1,-86%,B,-86%,76.4%,12.7%,2.3%,2.9%,1.2%,4.4%,39,,"['Nutriscore', 'Nutriscore A', 'en:palm-oil-free']",,,,,,,,,,
327,Orangen,4388860410204,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Agrumes', 'Oranges']",,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,['Netz'],,,,,,,,
328,BN Pocket - Vale,30174061,,['Vale'],,,['France'],[],[],,,,,,,,,?,,465,,1946 kj(465 kcal),,"15,9",,8,,"73,9",,"35,3",,"5,4",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
329,Sirop de Fraise,3331941801584,B,,"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de fraise']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,,,,,,,,,,
330,Flamingo fresca tea - 86g,0803809036061,,,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,1,,1,,0,,"0,1",,"0,04",,,,,,,,,,,,,86 g,,,,,,,,,,,
331,Beignet à la frambroise,0200056022968,,,,,['France'],[],[],,,,,,,,,?,,282,,1180 kj(282 kcal),,"8,7",,"1,2",,42,,13,,"6,1",,"0,69",,"0,276",,,,,,,,,,,,,,,,,,,,,,,,
332,Äpfel,4337256040037,,,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,['pack.'],,,,,,,,
333,Uova di quaglia,4740133000053,,,,,"['France', 'Italie']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,Escalope de dinde,2614154022832,D,,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,['France'],[],[],1.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.15 g,en faible quantité,?,,108,-11%,452 kj(108 kcal),-10%,"1,3",-2%,"0,4",-1%,0,-100%,0,-100%,24,+5%,"0,15",-73%,"0,06",-73%,-4,,A,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,
335,Vegan protein blend,5056307388933,,,,,['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,360,,1506 kj(360 kcal),,"1,1",,"0,1",,"7,2",,"0,3",,75,,"1,9",,"0,76",,,,,,,,,,,,,,"['Végétarien', 'Végétalien']",,,,,,,,,,
336,Fraicheur du Caly,3760094260038,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,lait entier valco - Maîtres Laitiers en Normandie,3265776903420,,['Maîtres Laitiers en Normandie'],,,['France'],[],[],,,,,,,,,?,,64,,268 kj(64 kcal),,"3,6",,"2,3",,"4,8",,"4,8",,"3,2",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,
338,Sorbet fruit de la passion - Pedone,3760092341852,C,['Pedone'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets', 'Sorbets au fruit de la passion']",,['France'],[],[],0.1 g,en faible quantité,0.03 g,en faible quantité,25 g,en quantité élevée,0.02 g,en faible quantité,?,,120,-2%,502 kj(120 kcal),-3%,"0,1",-60%,"0,03",-64%,29,-5%,25,-4%,"2,3",+272%,"0,02",-44%,"0,008",-44%,5,-12%,C,-12%,79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,,,,,,,,,,,,
339,Mélange corsé - Auchan - 125g,3596710480241,,['Auchan'],['Salades'],['Auchan'],['France'],[],[],0.5 g,en faible quantité,0.1 g,en faible quantité,0.5 g,en faible quantité,0.14 g,en faible quantité,71,-87%,17,-88%,71 kj(17 kcal),-88%,"< 0,5",-94%,"< 0,1",-92%,"0,6",-94%,"< 0,5",-77%,"1,4",-72%,"0,14",-83%,"0,056",-83%,-2,-329%,A,-329%,,,,,,,,125 g,"['Sans conservateurs', 'Nutriscore', 'Nutriscore A']","['EMB 45082C', 'Châteauneuf-sur-Loire (Loiret, France)']","['Sachet', 'Plastique']",,,,,,,,
340,Sucre glace - Philia - 300g,3520832230040,,['Philia'],,,['France'],[],[],,,,,,,,,?,,400,,1674 kj(400 kcal),,"0,003",,"0,001",,100,,97,,"0,003",,0,,0,,,,,,,,,,,,,300 g,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,
341,Œufs fourrés - 500g,3275179321232,,,,,['France'],[],[],,,,,,,,,?,,510,,2134 kj(510 kcal),,29,,18,,57,,51,,"5,2",,"0,18",,"0,072",,,,,,,,,,,,,500 g,,,,,,,,,,,
342,Vinaigre de cidre au miel,3760046375438,B,,"['Vinaigres', 'Vinaigres de cidre']",,['France'],[],[],,,0 g,en faible quantité,,,,,?,,?,,,,?,,0,-100%,?,,,,?,,,,,,,,,,35.5%,6.3%,42.6%,12.0%,3.6%,0.0%,96,,,,,,,,,,,,
343,Filet de lieu noir,0200665026838,,,"['Produits de la mer', 'Poissons', 'Lieu noir', 'Filets de lieu noir']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,Filet mignon de porc,2209250005607,,,,,['France'],[],[],,,,,,,,,?,,512,,2142 kj(512 kcal),,"4,2",,"1,7",,"0,5",,"0,5",,21,,"0,15",,"0,06",,,,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,,,,
345,Crème de marrons,3250329512358,C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', 'Crèmes de marrons']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,66.1%,22.5%,5.7%,3.0%,2.6%,0.0%,66,,,,,,,,,,,,
346,Grillé au pomme,0207513012463,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,Mini poule Noir praliné,3662376037737,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,Lunette,0376023421673,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,0,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,Saucisses de Montbéliard cuites,2942610018601,E,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses de Montbéliard']",,['France'],[],[],28 g,en quantité élevée,11.2 g,en quantité élevée,0.5 g,en faible quantité,2.6 g,en quantité élevée,?,,320,-2%,1339 kj(320 kcal),-2%,28,-1%,"11,2",0%,1,+15%,"0,5",-29%,16,-1%,"2,6",+18%,"1,04",+18%,23,+3%,E,+3%,72.4%,18.3%,4.1%,1.4%,0.8%,3.0%,28,,,"['EMB 70093A', 'Breuches (Haute-Saône, France)', 'FR 70.093.001 CE', 'Breuches (Haute-Saône, France)']",,,,,,,,,
350,Pâte en croûte - Rapelli,7610200294432,,['Rapelli'],,,"['France', 'Suisse']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,['Portion'],,,,,,,,
351,Riz Gluant,,C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz gluant']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,,,,,,,,,
352,Vignaigrette - Melfor,4100840000201,C,['Melfor'],"['Epicerie', 'Sauces', 'Sauces salades', 'Vinaigrettes']",,['France'],[],[],49.8 g,en quantité élevée,10.3 g,en quantité élevée,0 g,en faible quantité,1.69 g,en quantité élevée,?,,455,+26%,1904 kj(455 kcal),+27%,"49,8",+35%,"10,34",+174%,"0,1",-98%,0,-100%,"0,5",-15%,"1,69",-12%,"0,676",-12%,22,+48%,E,+48%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,
353,Le filet de canard et polme de terre a la forestiere - Maison Rivière,3375644008536,,['Maison Rivière'],,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,Pinot Blanc - Jean victor Schutz,3760039905215,,['Jean victor Schutz'],"['Boissons', 'Boissons alcoolisées', 'Vins']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,0,-100%,?,,,,?,,,,,,,,,,,,,,,,,,['AOP'],,,,,,,,,,
355,Pulco agrumes à diluer,7373363935634,,,,,['France'],[],[],,,,,,,,,?,,162,,678 kj(162 kcal),,"0,1",,0,,"35,6",,"34,4",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,Marrons Confits à L'ancienne,3331380002818,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,Haricots noirs -  - 500g,3276550480853,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Haricots', 'Haricots noirs']",,['France'],['Haricots noirs'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1.4 g,en faible quantité,0.4 g,en faible quantité,2.1 g,en faible quantité,,,?,,376,+122%,1573 kj(376 kcal),+120%,"1,4",+54%,"0,4",+138%,48,+118%,"2,1",+84%,"21,6",+93%,,,,,,,,,,,,,,,,500 g,,"['EMB 33063D', 'Bordeaux (Gironde, France)']",,['Chine'],,,1,,,,
358,Tomme noire des Pyrénées IGP,0204726023811,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Produits de montagne', 'Fromages de montagne', 'Tommes', 'Tomme des Pyrénées']",,['France'],[],[],28 g,en quantité élevée,20 g,en quantité élevée,0 g,en faible quantité,1.8 g,en quantité élevée,?,,346,-0%,1448 kj(346 kcal),-0%,28,-1%,20,+1%,"1,5",+17%,0,-100%,22,+2%,"1,8",+1%,"0,72",+1%,16,-1%,D,-1%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,
359,Aiguillettes de canard,0283064029266,D,,"['Viandes', 'Volailles', 'Canards']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,,,,,,,,,
360,Nouille seche,3683080220949,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Nouilles']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,Escalope de poulet,2447040027426,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,Méga box - Winston - 210g,4032800053685,D,['Winston'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Abondance']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,210g,,,,,,,,,,,
363,Peperoncini farciti,8020454006238,,,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,"12,8",,9,,"3,4",,"2,9",,"8,9",,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,,,,,
364,Clear Whey Isolate - Myprotein,5056281177783,,['Myprotein'],,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,Cantal Entre Deux,0219127027221,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,Didier Barbe Aperitif a base de vin rouge,3760007400018,D,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges']",,['France'],[],[],,,,,,,,,?,,0,-100%,0 kj(0 kcal),-100%,?,,,,?,,,,?,,,,,,,,,,38.9%,16.2%,33.0%,8.1%,2.4%,1.3%,43,,,,,,,,,,,,
367,Apéro Granola,3770005222451,,,,,['France'],[],[],,,,,,,,,?,,344,,1439 kj(344 kcal),,49,,"1,8",,32,,"1,5",,"8,1",,"0,62",,"0,248",,,,,,,,,,,,,,['Bio'],,,,,,,,,,
368,Groot Menthe,3329122027304,,,,,['France'],[],[],,,,,,,,,?,,160,,669 kj(160 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
369,Son de blé Bio,9999990001610,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,
370,Truffled réd sauce,8031403000498,,,,,['France'],[],[],,,,,,,,,?,,139,,582 kj(139 kcal),,12,,"1,8",,"6,6",,"6,3",,"1,5",,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,,
371,Gusto Multifrutta - Carrefour,8012666041039,,['Carrefour'],,['Carrefour'],['France'],[],[],,,,,,,,,?,,68,,285 kj(68 kcal),,"1,2",,"0,9",,12,,12,,"2,3",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,
372,Maple syrup,0834686001590,,,"['Édulcorants', 'Sirops', 'Sirops simples', ""Sirops d'érable""]",,['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,48 g,en quantité élevée,1 g,en quantité modérée,?,,220,-19%,920 kj(220 kcal),-19%,0,-100%,0,-100%,54,-21%,48,-21%,0,-100%,1,+549%,"0,4",+549%,16,+21%,D,+21%,,,,,,,,,,,,,,,,,,,
373,Terre Dei Portalli Aglianico Vulture -,8019873924612,,,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,?,,0,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,Mentos sucre de canne,0073390036256,,['Mentos'],,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,Creme de foie de volaille au moscato - 180g,3324321284893,,,,,['France'],[],[],,,,,,,,,?,,177,,741 kj(177 kcal),,12,,"3,66",,5,,2,,"16,33",,"0,42",,"0,168",,,,,,,,,,,,,180 g,,,,,,,,,,,
376,Bouton de chevre,3322830000133,,,,,['France'],[],[],,,,,,,,,?,,204,,854 kj(204 kcal),,"15,5",,"10,4",,"4,2",,"2,7",,"11,9",,"0,7",,"0,28",,,,,,,,,,,,,,,"['FR 69.238.003 CE', 'Saint-Symphorien-sur-Coise (Rhône, France)']",,,,,,,,,
377,Saucisson sec,0209357025586,,,,,['France'],[],[],,,,,,,,,?,,428,,1791 kj(428 kcal),,33,,13,,"2,7",,"1,8",,29,,"4,7",,"1,88",,,,,,,,,,,,,,,,,,,,,,,,
378,Compote de pomme allégées en sucres - Les vergers d'Adrien - 4250g,3566612003107,B,"[""Les vergers d'Adrien""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme']",,['France'],[],[],0.2 g,en faible quantité,0.1 g,en faible quantité,13 g,en quantité élevée,0 g,en faible quantité,?,,63,-3%,264 kj(63 kcal),-3%,"0,2",-39%,"0,1",+15%,14,-2%,13,0%,"0,3",-20%,0,-100%,0,-100%,-3,,A,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,4250 g,,,,,,,,,,,
379,Chocolat petillant,3760059939641,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,Saucisses aux herbes,2861952029321,,,,,['France'],[],[],,,,,,,,,?,,289,,1209 kj(289 kcal),,25,,10,,1,,1,,15,,"1,6",,"0,64",,,,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française', 'Sans colorants']",,,,,,,,,,
381,Amandes enrobees de xhocolat - La Mère Poulard,3472860008767,,['La Mère Poulard'],,,['France'],[],[],,,,,,,,,?,,574,,2402 kj(574 kcal),,40,,16,,38,,37,,12,,"0,11",,"0,044",,,,,,,,,,,,,,,,,,,,,,,,
382,Nuit tranquille - 38g,35465843,,,,,['France'],[],[],,,,,,,,,?,,4,,17 kj(4 kcal),,0,,0,,"0,5",,"0,5",,"0,5",,0,,0,,,,,,,,,,,,,38 g,,,,,,,,,,,
383,Mayonnaise a la moutarde de dijon,3036850373510,D,,"['Epicerie', 'Sauces', 'Mayonnaises']",,['France'],[],[],73 g,en quantité élevée,6.1 g,en quantité élevée,1.3 g,en faible quantité,1.6 g,en quantité élevée,?,,672,+10%,2812 kj(672 kcal),+10%,73,+10%,"6,1",-1%,"2,2",-18%,"1,3",-11%,"1,6",+30%,"1,6",+20%,"0,64",+20%,21,+17%,E,+17%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,,,,,,,
384,L'escalope cordon bleu,2276738022302,D,,"['Viandes', 'Préparations de viande', 'Produits panés', 'Cordons bleus']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,76.4%,12.7%,2.3%,2.9%,1.2%,4.4%,39,,,,,,,,,,,,
385,Ravioli boeuf - Ben's - 800g,3760307450416,E,"[""Ben's""]","['Plats préparés', 'Produits à la viande', 'Plats à base de pâtes', 'Plats préparés à la viande', 'Pâtes farcies', 'Plats au bœuf', 'Pates farcies à la viande', 'Ravioli', 'Ravioli à la viande', 'Raviolis au bœuf']",,['France'],[],[],1.5 g,en faible quantité,0.2 g,en faible quantité,2.2 g,en faible quantité,1.4 g,en quantité modérée,?,,342,+151%,1431 kj(342 kcal),+154%,"1,5",-57%,"0,2",-83%,14,-25%,"2,2",-13%,"2,5",-55%,"1,4",+57%,"0,56",+57%,9,+315%,C,+315%,92.9%,3.7%,1.3%,1.1%,0.6%,0.4%,19,800 g,['Halal'],,,,,,,,,,
386,Banane,0208634016149,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,Ravioli,0028037329093,,,,,['France'],[],[],,,,,,,,,?,,93,,389 kj(93 kcal),,"2,2",,"0,5",,14,,"2,6",,"3,5",,"0,75",,"0,3",,,,,,,,,,,,,,,,,,,,,,,,
388,L'escalope cordon bleu,2276738024078,D,,"['Viandes', 'Préparations de viande', 'Produits panés', 'Cordons bleus']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,76.4%,12.7%,2.3%,2.9%,1.2%,4.4%,39,,,,,,,,,,,,
389,Ondine,56561050,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,63,,"25,2",,,,,,,,,,,,,,,,,,,,,,,,
390,Farine de ble T65 - Bio agricola - 1kg,3760235210045,B,['Bio agricola'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de blé', 'Farines de froment', 'Farines de blé type T65']",,['France'],[],[],2 g,en faible quantité,0.26 g,en faible quantité,1.89 g,en faible quantité,0 g,en faible quantité,?,,322,-6%,1347 kj(322 kcal),-6%,2,+69%,"0,26",+31%,64,-9%,"1,89",+9%,12,+7%,0,-100%,0,-100%,-1,,A,,77.8%,3.5%,0.0%,10.3%,8.3%,0.0%,97,1 kg,"['Bio', 'Bio européen', 'FR-BIO-10']",,,,,,,,,,
391,Saucisson lyonnais individuel,4200973029169,,,,,['France'],[],[],,,,,,,,,?,,310,,1297 kj(310 kcal),,"25,3",,"9,9",,"3,2",,"1,1",,"17,3",,"1,9",,"0,76",,,,,,,,,,,,,,,"['FR 93.079.001 CE', 'Villetaneuse (Seine-Saint-Denis, France)']",,,,,,,,,
