,name,bar_code,generic_name,quantity,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,allergens,categories,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,additives,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,markets,packaging,manufacturing,traceability_code,ingredients_origins,link,palm_ingredients
1228,Vrac 500g bio orange - Jeannette - 500g,3701005302775,Vrac 500g bio orange,500 g,['Jeannette'],['France'],[],[],1968,470.4,1968 kj(470 kcal),28,19,48,26,"7,2","0,63","0,252","['Œufs', 'Gluten']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
1229,vrac 1000G bio orange - Jeannette - 1000g,3701005302768,vrac 1000G bio orange,1000 g,['Jeannette'],['France'],[],[],1968,470.4,1968 kj(470 kcal),28,19,48,26,"7,2","0,63","0,252","['Œufs', 'Gluten']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
1230,Vrac 1000g noisette - Jeannette - 1000g,3701005302751,Vrac 1000g noisette,1000 g,['Jeannette'],['France'],[],[],1902,454.6,1902 kj(454 kcal),25,17,51,25,"6,7","1,3","0,52","['Œufs', 'Gluten']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,Boite de 10 madeleines BIO CANNELLE - Jeannette - 250g,3701005302744,Boite de 10 madeleines BIO CANNELLE 250G,250 g,['Jeannette'],['France'],[],[],1968,470.4,1968 kj(470 kcal),28,19,48,26,"7,2","0,63","0,252","['Œufs', 'Gluten']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
1232,CARTON DE 12 BOITES ROSE 200g - Jeannette - 2.4kg,3701005302959,CARTON DE 12 BOITES ROSE 200g,2.4 kg,['Jeannette'],['France'],[],[],"1945,6",465,"1945,6 kj(465 kcal)",27,22,49,24,"6,7","1,3","0,52","['Œufs', 'Gluten']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,CARTON DE 12 BOITES RHUM-AMANDE 200g - Jeannette - 2.4kg,3701005302966,CARTON DE 12 BOITES RHUM-AMANDE 200g,2.4 kg,['Jeannette'],['France'],[],[],1892,452.2,1892 kj(452 kcal),26,18,49,25,"6,2","1,3","0,52","['Œufs', 'Gluten', 'Fruits à coque']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,CARTON DE 12 BOITES CANNELLE 200g - SAS Jeannette 1850 - 2.4kg,3701005302942,CARTON DE 12 BOITES CANNELLE 200g,2.4 kg,['SAS Jeannette 1850'],['France'],[],[],1875,448.1,1875 kj(448 kcal),26,16,52,26,"6,6","1,4","0,56","['Œufs', 'Gluten', 'Lait']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,CARTON DE 12 BOITES PAIN D'ÉPICES 200g - SAS Jeannette 1850 - 2.4kg,3701005302935,CARTON DE 12 BOITES PAIN D'ÉPICES 200g,2.4 kg,['SAS Jeannette 1850'],['France'],[],[],1875,448.1,1875 kj(448 kcal),24,16,52,26,"6,6","1,4","0,56","['Œufs', 'Gluten']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,CARTON 12 BOITES CALVADOS 200g - SAS Jeannette 1850 - 2.4kg,3701005302928,CARTON DE 12 BOITES CALVADOS 200g,2.4 kg,['SAS Jeannette 1850'],['France'],[],[],1916,457.9,1916 kj(457 kcal),27,17,48,24,"6,3","1,3","0,52","['Œufs', 'Gluten']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237,CARTON DE 12 BOITES CAFÉ 200g - SAS Jeannette 1850 - 2.4kg,3701005302911,Carton de 12 boites café 200g,2.4 kg,['SAS Jeannette 1850'],['France'],[],[],1914,457.5,1914 kj(457 kcal),26,16,50,25,"6,8","1,4","0,56","['Œufs', 'Gluten']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,PALETTE de 48 CARTONS DE 12 boites pistache - Jeannette - 115kg,3701005302881,PALETTE de 48 CARTONS DE 12 boites pistache,115 kg,['Jeannette'],['France'],[],[],2018,482.3,2018 kj(482 kcal),30,19,48,21,"6,6","1,5","0,6","['Œufs', 'Gluten', 'Fruits à coque']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,Palette 48 cartons de 12 boites vanille 200g - Jeannette - 108kg,3701005302874,Palette 48 cartons de 12 boites vanille 200g,108 kg,['Jeannette'],['France'],[],[],1907,455.8,1907 kj(455 kcal),27,17,48,25,"6,2","1,3","0,52","['Œufs', 'Gluten']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240,Carton de 5 boites nature 500g - Jeannette - 2.5kg,3701005302867,Carton de 5 boites nature 500g,2.5 kg,['Jeannette'],['France'],[],[],"1874,4",448,"1874,4 kj(448 kcal)",24,16,52,26,"6,6","1,4","0,56","['Œufs', 'Gluten']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241,Palette de 36 cartons de 12 boites bio - Jeannette - 108kg,3701005302850,Palette de 36 cartons de boites nature bio 250g,108 kg,['Jeannette'],['France'],[],[],"1970,7",471,"1970,7 kj(471 kcal)",28,19,48,26,"7,2","0,63","0,252","['Œufs', 'Gluten']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
1242,Carton de 12 boites nature bio 250g - Jeannette - 3pièces,3701005302843,Carton de 12 boites nature bio 250g,3 pièces,['Jeannette'],['France'],[],[],"1970,7",471,"1970,7 kj(471 kcal)",28,19,48,26,"7,2","0,63","0,252","['Œufs', 'Gluten']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
1243,PALETTE 36 cartons de 12 boites nature 250g - Jeannette - 108kg,3701005302836,PALETTE 36 cartons de 12 boites nature 250g,108 kg,['Jeannette'],['France'],[],[],1875,448.1,1875 kj(448 kcal),26,16,52,26,"6,6","1,4","0,56","['Œufs', 'Gluten']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1244,CARTON DE 15 BOITES NATURE 500g - Jeannette - 7.5kg,3701005303031,CARTON DE 15 BOITES NATURE 500g,7.5 kg,['Jeannette'],['France'],[],[],1875,448.1,1875 kj(448 kcal),24,16,52,26,"6,6","1,4","0,56","['Œufs', 'Gluten']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1245,Métal bleue ass paques - 12 madeleines - Jeannette - 300g,3701005303093,Métal bleue ass paques - 12 madeleines,300 g,['Jeannette'],['France'],[],[],1907,455.8,1907 kj(455 kcal),28,18,48,23,7,"1,3","0,52","['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Soja']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246,Métal rose ass paques - 12 madeleines - Jeannette - 300g,3701005303109,Métal rose ass paques - 12 madeleines,300 g,['Jeannette'],['France'],[],[],1907,455.8,1907 kj(455 kcal),28,18,48,23,7,"1,3","0,52","['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Soja']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,Carton de 28 boites nature GMS - Jeannette - 200g,3701005301747,Carton de 12 boites nature beurre de normandie 200g,200 g,['Jeannette'],['France'],[],[],1875,448.1,1875 kj(448 kcal),24,16,52,26,"6,6","1,4","0,56","['Œufs', 'Gluten']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1248,PALETTE 24 CARTONS nature GMS 200g - Jeannette - 115.2kg,3701005301785,PALETTE 48 CARTONS BIO BN 200g,115.2 kg,['Jeannette'],['France'],[],[],1875,448.1,1875 kj(448 kcal),24,16,52,26,"6,6","1,4","0,56","['Œufs', 'Gluten']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,CARTON DE 20 BOITES NATURE 250g - Jeannette - 5kg,3701005303000,CARTON DE 20 BOITES NATURE 250g,5 kg,['Jeannette'],['France'],[],[],1875,448.1,1875 kj(448 kcal),24,16,52,26,"6,6","1,4","0,56","['Œufs', 'Gluten']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,CARTON DE 20 BOITES BIO NATURE 250g - Jeannette - 5kg,3701005303017,CARTON DE 20 BOITES BIO NATURE 250g,5 kg,['Jeannette'],['France'],[],[],1945,464.9,1945 kj(464 kcal),28,22,47,27,"7,3","0,62","0,248","['Œufs', 'Gluten']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
1251,CARTON DE 28 BOITES NATURE 200g - Jeannette - 5.6kg,3701005303024,CARTON DE 28 BOITES NATURE 200g,5.6 kg,['Jeannette'],['France'],[],[],1875,448.1,1875 kj(448 kcal),24,16,52,26,"6,6","1,4","0,56","['Œufs', 'Gluten']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252,PALETTE de 24 CARTONS de 20 boites nature 250g - Jeannette - 120kg,3701005303055,PALETTE de 24 CARTONS de 20 boites nature 250g,120 kg,['Jeannette'],['France'],[],[],1875,448.1,1875 kj(448 kcal),24,16,52,26,"6,6","1,4","0,56","['Œufs', 'Gluten']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1253,Carton de 6 bourriches nature - Jeannette - 3kg,3701005302898,Carton de 6 bourriches nature,3 kg,['Jeannette'],['France'],[],[],1875,448.1,1875 kj(448 kcal),24,16,52,26,"6,6","1,4","0,56","['Œufs', 'Gluten']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,PALETTE 216 bourriches nature - Jeannette - 108kg,3701005302904,Palette 216 Bourriches nature,108 kg,['Jeannette'],['France'],[],[],1875,448.1,1875 kj(448 kcal),24,16,52,26,"6,6","1,4","0,56","['Œufs', 'Gluten']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255,CARTON DE 12 BOITES CHOCO-NATURE 200g - SAS Jeannette 1850 - 2.4kg,3701005302980,CARTON DE 12 BOITES CHOCO-NATURE 200g,2.4 kg,['SAS Jeannette 1850'],['France'],[],[],1959,468.2,1959 kj(468 kcal),28,18,43,23,7,"1,3","0,52","['Œufs', 'Gluten', 'Lait']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256,CARTON DE 12 BOITES FINANCIERS 200g - Jeannette - 2.4kg,3701005302973,CARTON DE 12 BOITES FINANCIERS 200g,2.4 kg,['Jeannette'],['France'],[],[],1964,469.4,1964 kj(469 kcal),26,14,51,32,8,"0,54","0,216","['Œufs', 'Gluten', 'Fruits à coque']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,Financier - Boîte de 12 financiers découvertes - Jeannette - 300g,3701005303192,Financier - Boîte de 12 financiers découvertes,300 g,['Jeannette'],['France'],[],[],1428,341.3,1428 kj(341 kcal),13,"6,5",44,31,"6,7","0,5","0,2","['Œufs', 'Gluten', 'Lait', 'Fruits à coque']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258,Choco/Nature - Boîte de 10 Madeleines - Jeannette - 250g,3701005303185,Choco/Nature - Boîte de 10 Madeleines,250 g,['Jeannette'],['France'],[],[],"1962,3",469,"1962,3 kj(469 kcal)",28,18,48,23,7,"1,3","0,52","['Œufs', 'Lait']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259,Amande - Boîte de 10 Madeleines - Jeannette - 250g,3701005303178,Amande - Boîte de 10 Madeleines,250 g,['Jeannette'],['France'],[],[],"1903,7",455,"1903,7 kj(455 kcal)",25,17,51,23,"6,7","1,3","0,52","['Œufs', 'Gluten', 'Lait']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1260,Chocolat - Boîte de 10 Madeleines - Jeannette - 250g,3701005303161,Chocolat - Boîte de 10 Madeleines,250 g,['Jeannette'],['France'],[],[],"1962,3",469,"1962,3 kj(469 kcal)",28,18,48,23,7,"1,3","0,52","['Œufs', 'Lait']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1261,Pomme - Boîte de 10 Madeleines - Jeannette - 250g,3701005303154,Pomme - Boîte de 10 Madeleines,250 g,['Jeannette'],['France'],[],[],"1811,7",433,"1811,7 kj(433 kcal)",24,20,49,24,"6,5","1,4","0,56","['Œufs', 'Lait']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262,Agrumes - Boîte de 10 Madeleines - Jeannette - 250g,3701005303116,Agrumes - Boîte de 10 Madeleines,250 g,['Jeannette'],['France'],[],[],2024,483.7,2024 kj(483 kcal),29,20,48,22,"6,5","1,3","0,52","['Œufs', 'Gluten', 'Lait']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263,Citron - Boîte de 10 Madeleines - Jeannette - 250g,3701005303147,Citron - Boîte de 10 Madeleines,250 g,['Jeannette'],['France'],[],[],2024,483.7,2024 kj(483 kcal),29,20,48,22,"6,5","1,3","0,52","['Œufs', 'Gluten', 'Lait']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264,Framboise - Boîte de 10 Madeleines - Jeannette - 250g,3701005303130,Framboise - Boite de 10 Madeleines,250 g,['Jeannette'],['France'],[],[],2004,479,2004 kj(479 kcal),29,18,49,23,"6,5","1,3","0,52","['Œufs', 'Gluten', 'Lait']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265,Fraise - Boîte de 10 Madeleines - Jeannette - 250g,3701005303123,Fraise - Boîte de 10 Madeleines,250 g,['Jeannette'],['France'],[],[],2004,479,2004 kj(479 kcal),29,18,49,23,"6,5","1,3","0,52","['Œufs', 'Gluten', 'Lait']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266,Calvados - Boîte de 10 Madeleines - Jeannette - 250g,3701005303079,Calvados 250g,250 g,['Jeannette'],['France'],[],[],1892,452.2,1892 kj(452 kcal),26,18,48,24,"6,3","1,4","0,56","['Œufs', 'Gluten']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267,Rhum/amande - Boîte de 10 madeleines - Jeannette - 250g,3701005303062,Rhum amande 250g,250 g,['Jeannette'],['France'],[],[],1893,452.4,1893 kj(452 kcal),26,16,49,25,"6,2","1,3","0,52","['Œufs', 'Gluten']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268,PALETTE 24 CARTONS de 20 boites BIO nature - Jeannette - 120kg,3701005303048,PALETTE 24 CARTONS de 20 boites BIO nature,120 kg,['Jeannette'],['France'],[],[],1945,464.9,1945 kj(464 kcal),28,22,47,27,"7,3","0,62","0,248","['Œufs', 'Gluten']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
1269,"Boite de 8 madeleines, 4 nature + 4 chocolat - Jeannette - 200g",3701005302997,"Boite de 8 madeleines, 4 nature + 4 chocolat 200g",200 g,['Jeannette'],['France'],[],[],1875,448.1,1875 kj(448 kcal),24,16,52,26,"6,6","1,4","0,56","['Œufs', 'Gluten']","['Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat', 'Madeleines', 'Madeleines au chocolat', 'Madeleines natures']",,24 g,en quantité élevée,16 g,en quantité élevée,26 g,en quantité élevée,1.4 g,en quantité modérée,+7%,+3%,+5%,+3%,+151%,+0%,+1%,+16%,+75%,+75%,26,+52%,E,+52%,,D,82.9%,9.8%,3.5%,1.9%,1.9%,0.0%,51,,,,['France'],,,,
1270,Kellogg's Tresor Choco Noisette Bag - 450g,5050083483172,"Céréales fourrées au goût chocolat noisettes, enrichies en vitamines et en fer.",450 g,"[""Kellogg's""]",['France'],"['Farines de céréales', '53%', 'BLÉ', 'BLÉ complet', 'Maïs', 'Fourrage goût chocolat NOISETTES ', 'Sucre', 'Huiles végétales ', 'Palme', 'Tournesol', 'Colza', ' en proportions variables', 'Chocolat ', '3', '5%', 'Sucre', 'Pâte de cacao', 'Sirop de glucose', 'Maltodextrine', 'Cacao maigre en poudre', 'Petit-LAIT en poudre', 'LAIT écrémé en poudre', 'Purée de NOISETTES ', '0', '5%', 'Emulsifiant', 'Lécithine de tournesol', 'Arôme naturel', 'Sucre', 'Sel', 'Colorants', 'Caroténoïdes', 'Rocou', 'Antioxydants', ""Palmitate d'ascorbyle"", 'Alpha-tocophérol', ' Vitamines et Minéraux: Vitamines ', 'Niacine', 'B6', 'B2', 'B1', 'Acide folique', 'B12', ' et Fer']","['Huile de palme', 'Non végétalien']",1838,437,1838 kj(437 kcal),14,"3,5",69,26,7,"1,1","0,44","['Gluten', 'Lait', 'Fruits à coque']",,4,,,,,,,,,,,,,,,,,,,,,,,"['E322i - Lécithine', 'E160 - Caroténoïdes', 'E160b - Rocou', ""E304i - Palmitate d'ascorbyle"", 'E307 - Alphatocophérol']",,,,,,,,,,,,,,,,"['Huile de palme', ""E304 - Palmitate d'ascorbyle""]"
1271,Kellogg's Frosties Bagpack - 500g,5053827203135,"Pétales de maïs glacés au sucre, enrichis en vitamines et en fer.",500 g,"[""Kellogg's""]",['France'],"['Maïs', 'Sucre', ""Arôme de malt d'ORGE"", 'Sel', ' Vitamines et Minéraux: Vitamines ', 'Niacine', 'B6', 'B2', 'B1', 'Acide folique', 'D', 'B12', ' et Fer']",['Sans huile de palme'],1594,375,1594 kj(375 kcal),"0,6","0,1",87,37,"4,5","0,83","0,332",['Gluten'],,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272,Kellogg's Corn Flakes Bagpack - 500g,5050083520389,Pétales de maïs dorés au four enrichis en vitamines et en fer.,500 g,"[""Kellogg's""]",['France'],"['Maïs', 'Sucre', ""Arôme de malt d'ORGE"", 'Sel', ' Vitamines et Minéraux: Vitamines ', 'Niacine', 'B6', 'B2', 'B1', 'Acide folique', 'D', 'B12', ' et Fer']",['Sans huile de palme'],1604,378,1604 kj(378 kcal),"0,9","0,2",84,8,7,"1,12","0,448",['Gluten'],,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1273,Kellogg's Special K Bagpack - 500g,5050083731815,"Pétales de riz, blé complet et orge enrichis en vitamines et en minéraux",500 g,"[""Kellogg's""]",['France'],"['Riz', '46%', 'BLÉ complet', '37%', 'Sucre', 'ORGE', '5%', ""Farine d'ORGE maltée"", '3', '5%', ""Arôme de malt d'ORGE"", 'Sel', ' Vitamines et Minéraux: Vitamines ', 'Niacine', 'B2', 'B1', 'B6', 'Acide folique', 'D', 'B12', 'Fer et Zinc']",['Sans huile de palme'],1588,375,1588 kj(375 kcal),"1,5","0,3",79,15,9,1,"0,4",['Gluten'],,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1274,Kellogg's Coco Pops Bag Pack - 500g,5053827203128,"Grains de riz soufflés au goût chocolat, enrichis en vitamines et en fer.",500 g,"[""Kellogg's""]",['France'],"['Riz', 'Sirop de glucose', 'Sucre', 'Cacao maigre en poudre', 'Pâte de cacao', 'Sel', ""Extrait de malt d'ORGE"", 'Arômes', ' Vitamines et Minéraux: Vitamines ', 'Niacine', 'B6', 'B2', 'B1', 'Acide folique', 'D', 'B12', ' et Fer']",['Sans huile de palme'],1621,382,1621 kj(382 kcal),"1,9","0,9",84,17,"6,3","0,65","0,26",['Gluten'],,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275,Perou bio - Bibal - 1pièce,3760214401266,Perou Bio,1 pièce,['Bibal'],['France'],[],[],0,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
1276,Thé vert - fruits rouges - aromatik - étui 25 sachets - Tenso - 50g,3760214401020,Thé vert - fruits rouges - aromatik - étui 25 sachets,50 g,['Tenso'],['France'],[],[],0,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
1277,Thé noir - earl grey - aromatik - carton 8 étuis - Tenso,3760214401136,Thé noir - earl grey - aromatik - carton 8 étuis,8,['Tenso'],['France'],[],[],0,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
1278,Guatemala Bio - Bibal - 1pièce,3760214400917,Guatemala Bio,1 pièce,['Bibal'],['France'],[],[],"4,2",1,"4,2 kj(1 kcal)",0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
1279,Thé noir - earl grey - aromatik - étui 25 sachets - Tenso - 50g,3760214400962,Thé noir - earl grey - aromatik - étui 25 sachets,50 g,['Tenso'],['France'],[],[],0,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
1280,Verveine - infusion - carton 8 étuis - Tenso,3760214401198,Verveine - infusion - carton 8 étuis,8,['Tenso'],['France'],[],[],0,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
1281,Menthe tilleul verveine - infusion - carton 8 étuis - Tenso,3760214401204,Menthe tilleul verveine - infusion - carton 8 étuis,8,['Tenso'],['France'],[],[],0,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
1282,Thé vert - menthe - aromatik - carton 8 étuis - Tenso,3760214401167,Thé vert - menthe - aromatik - carton 8 étuis,8,['Tenso'],['France'],[],[],0,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
1283,Café Décaféiné Grain 1KG - CARTON de 6 - Bibal - 6kg,3760214401693,Café Décaféiné Grain 1KG - CARTON de 6,6 kg,['Bibal'],['France'],[],[],0,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284,Potage Cap Traiteur Velouté Potiron 1KG - CARTON - 1kg,3760214402140,Potage Cap Traiteur Velouté Potiron 1KG - CARTON,1 kg,['CAP Traiteur'],['France'],[],[],0,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285,The fruits rouges red berries bibal 1x25 - carton - 25pièces,3760214402577,The fruits rouges red berries bibal 1x25 - carton,25 pièces,['Bibal'],['France'],[],[],0,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286,The darjeeling grand arome bibal 1x25 - carton - 25pièces,3760214402553,The darjeeling grand arome bibal 1x25 - carton,25 pièces,['Bibal'],['France'],[],[],0,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287,Infusion verveine bibal 1x 25 - carton - 25pièces,3760214402607,Infusion verveine bibal 1x 25 - carton,25 pièces,['Bibal'],['France'],[],[],0,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1288,Lait en poudre PROLAIT écrémé 500G - CARTON de 20 - 20pièces,3760214402010,Lait en poudre PROLAIT écrémé 500G - CARTON de 20,20 pièces,['Prolait'],['France'],[],[],0,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1289,Capsules FAP GUATEMALA 1x40 - Bibal - 40pièces,3760214401389,Capsules FAP GUATEMALA 1x40,40 pièces,['Bibal'],['France'],[],[],0,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1290,Café COSTA RICA 1 KG - CARTON DE 6 - Bibal - 6kg,3760214401679,Café COSTA RICA 1 KG - CARTON DE 6,6 kg,['Bibal'],['France'],[],[],0,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291,Capsule FAP Café Colombie 1x40 - Bibal - 40pièces,3760214401358,Capsule FAP Café Colombie 1x40,40 pièces,['Bibal'],['France'],[],[],0,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292,Confiture de Pêches Bonne Maman 30GR 1x60 - 30g,3760214401341,Confiture de Pêches Bonne Maman 30GR 1x60,30 g,['Bonne maman'],['France'],[],[],0,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293,Café MARAGOGYPE NICARAGUA - Bibal - 1kg,3760214401457,Café MARAGOGYPE NICARAGUA 1KG,1 kg,['Bibal'],['France'],[],[],0,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1294,Nougaccino Bibal Amande 1.7KG 400 pièces - 1.7g,3760214401297,Nougaccino Bibal Amande 1.7KG 400 pièces,1.7 g,['Bibal'],['France'],[],[],0,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1295,Café HONDURAS - Bibal - 1kg,3760214401440,Café HONDURAS 1 kg,1 kg,['Bibal'],['France'],[],[],0,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1296,Café Spécial Collectivité Moulu - Bibal - 1kg,3760214401532,Café Spécial Collectivité Moulu 1KG,1 kg,['Bibal'],['France'],[],[],0,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1297,Napolitains Mini Bibal 3G 1x500 - 3g,3760214401273,Napolitains Mini Bibal 3G 1x500,3 g,['Bibal'],['France'],[],[],0,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
