,name,bar_code,eco_score,generic_name,quantity,packaging,brand,categories,link,markets,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,manufacturing,palm_ingredients,traceability_code,ingredients_origins,brand_owner
1085,American Sandwich-toast - Korrekt,4304218419217,B,,,,['Korrekt'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de mie']",,,['France'],[],,,[],,3 g,en quantité modérée,0.5 g,en faible quantité,3.5 g,en faible quantité,1.4 g,en quantité modérée,?,,257,-3%,1075 kj(257 kcal),-4%,3,-33%,"0,5",-23%,52,+14%,"3,5",-33%,0,-100%,"1,4",+23%,"0,56",+23%,9,+521%,C,+521%,64.5%,20.4%,9.9%,4.5%,0.7%,0.0%,88,,,,,,
1086,Dattes de Tunisie - Lyna - 1kg,8420063015995,C,,1 kg,,['Lyna'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Dattes', 'Dattes de Tunisie']",,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,88.3%,0.0%,4.7%,3.6%,3.3%,0.0%,57,,,,,,
1087,Coffret Découverte Bio - Dardenne,3258590005463,,Assortiment de bonbons de chocolat.,,['Plastique'],['Dardenne'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Assortiments de bonbons de chocolat']",,,['France'],"['Palet chocolat blanc orange : masse de cacao*', 'sucre de canne*', 'noisette*', 'orange confite*', 'beurre de cacao*', 'huile de tournesol*', 'lait entier*', ""huile essentielle d'orange douce"", '\r Crunchy chocolat lait : sucre de canne blond*', 'noisette*', 'beurre de', 'cacao*', 'lait entier*', 'bille de marron* ', 'riz complet*', 'farine de châtaigne*', 'crème de châtaigne*', 'huile de tournesol*', 'masse de cacao*', 'lait écrémé', 'vanille en poudre*', ""\r Lingot caramel coco chocolat noir : poudre d'agave*"", 'beurre de cacao*', 'lait entier*', 'eau', 'beurre de coco*', 'masse de cacao*', 'sucre de canne blond*', 'noisette*', 'sucre inverti*', '\r Palet fondant noir gingembre : masse de cacao*', 'noisette*', 'sucre de canne blond*', 'gingembre confit*', 'beurre de cacao*', 'huile de tournesol*', '\r Chocolat blanc : 42 % cacao mini noir : cacao 71% mini', "" *issus de l'agriculture biologique""]",,"['Lait', 'Fruits à coque']",['Non végétalien'],4,44 g,en quantité élevée,21 g,en quantité élevée,36 g,en quantité élevée,0.11 g,en faible quantité,?,,586,+9%,2452 kj(586 kcal),+8%,44,+31%,21,+19%,38,-26%,36,-23%,8,+32%,"0,11",-24%,"0,044",-24%,24,-4%,E,-4%,,,,,,,,"['Bio', 'Bio européen', 'Commerce équitable', 'en:gluten-free', 'Fabriqué en France', 'AB Agriculture Biologique']",['France'],,,,
1088,Escalope extra fine de dinde - Monoprix,2201275019485,D,,,,['Monoprix'],"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,['Monoprix'],['France'],[],,,[],,2 g,en faible quantité,0.7 g,en faible quantité,0 g,en faible quantité,0.1 g,en faible quantité,?,,114,-6%,477 kj(114 kcal),-5%,2,+52%,"0,7",+74%,0,-100%,0,-100%,25,+9%,"0,1",-82%,"0,04",-82%,-4,,A,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,
1089,Noix de cajou,2600159045396,E,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",,,['France'],[],,,[],,47.8 g,en quantité élevée,8.5 g,en quantité élevée,5 g,en quantité modérée,1 g,en quantité modérée,?,,625,+4%,2615 kj(625 kcal),+5%,"47,8",+4%,"8,5",0%,"30,2",+18%,5,-23%,"16,8",-10%,1,+59%,"0,4",+59%,10,+32%,C,+32%,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,,,,
1090,Haut de cuisse de poulet,2208446029915,D,,,,,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,
1091,Reblochon de savoie fruitier,0233417045009,D,,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Reblochons', 'en:aoc-cheeses', 'en:labeled-cheeses']",,,['France'],[],,,[],,27 g,en quantité élevée,18 g,en quantité élevée,0 g,en faible quantité,1.2 g,en quantité modérée,?,,323,-0%,1351 kj(323 kcal),+0%,27,+1%,18,-4%,0,-100%,0,-100%,20,0%,"1,2",-10%,"0,48",-10%,14,-2%,D,-2%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,
1092,Bouchées de saucisson aux noix - maison calixte - 130g,3449865296291,D,,130 g,['Plastique'],['maison calixte'],"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs', 'Saucisson sec pur porc qualité supérieure']",,,['France'],"['SAUCISSON SEC AUX NOIX épices et s: Viande de porc ', 'UE', 'noix ', '14%', 'sel', 'lactose', 'dextrose', 'épices', 'plantes aromatiques', ' Conservateur: nitrite de sodium', 'ferments']","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['Lait', 'Fruits à coque']","['Non végétalien', 'Non végétarien']",4,47 g,en quantité élevée,19 g,en quantité élevée,3.1 g,en faible quantité,4.2 g,en quantité élevée,?,,539,+34%,2255 kj(539 kcal),+33%,47,+49%,19,+54%,4,+79%,"3,1",+126%,25,-9%,"4,2",-10%,"1,68",-10%,26,+8%,E,+8%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,['France'],,"['FR 42.129.001 CE', 'Maclas (Loire, France)']",,
1093,Ve-Tsin,6922254602981,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,"18,9",,"7,56",,,,,,,,,,,,,,,,,,
1094,Miel de châtaigner,3770001125114,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,
1095,Fruit Juice Triple Carrot Formula - Tipco,8851013749491,,,,,['Tipco'],,,,['France'],[],,,[],,,,,,,,,,?,,100,,418 kj(100 kcal),,0,,0,,25,,16,,1,,"0,75",,"0,3",,,,,,,,,,,,,,,,,,
1096,Menthe poivree,3481890100228,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,
1097,Specialite du moulin demi complète - Moulin des moines,3347439011007,,,,,['Moulin des moines'],,,,['France'],[],,,[],,,,,,,,,,?,,337,,1410 kj(337 kcal),,"1,73",,"0,35",,"65,68",,"2,31",,"11,7",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,
1098,Saint nectaire fermier AOP,2619008010003,D,,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Saint-nectaire']",,,['France'],[],,,[],,29.8 g,en quantité élevée,19.8 g,en quantité élevée,0.5 g,en faible quantité,1.1 g,en quantité modérée,?,,360,+6%,1506 kj(360 kcal),+6%,"29,8",+8%,"19,8",+5%,"1,2",+18%,"0,5",+71%,"21,8",-0%,"1,1",-26%,"0,44",-26%,13,-13%,D,-13%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,
1099,Lard paysan d'Alsace,0252873032279,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,512,,2142 kj(512 kcal),,40,,13,,"1,9",,"0,5",,35,,"7,6",,"3,04",,,,,,,,,,,,,,,,,,
1100,Véritable saucisse de Toulouse,2435967023812,,,,,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises']",,,['France'],[],,,[],,10 g,en quantité modérée,4.1 g,en quantité modérée,0.8 g,en faible quantité,1.8 g,en quantité élevée,?,,167,-37%,699 kj(167 kcal),-38%,10,-55%,"4,1",-51%,"2,1",+67%,"0,8",+9%,16,+3%,"1,8",-10%,"0,72",-10%,13,-29%,D,-29%,,,,,,,,"['Viande Française', 'Viande Porcine Française', 'Sans colorants']",,,,,
1101,Bio Schalotten - 50g,4388858204006,,,50 g,['Pack'],,,,,"['France', 'Allemagne']",[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Bio'],,,,,
1102,Banane chips,68506513,E,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Bananes séchées']",,,['France'],[],,,[],,26 g,en quantité élevée,23 g,en quantité élevée,51 g,en quantité élevée,0.01 g,en faible quantité,?,,487,+0%,2038 kj(487 kcal),+0%,26,+3%,23,+19%,58,-4%,51,+145%,"2,3",+24%,"0,01",-92%,"0,004",-92%,20,+69%,E,+69%,59.6%,25.6%,2.0%,11.4%,1.4%,0.0%,29,,,,,,
1103,Reblochon de Savoie - 0.251kg,2225657023488,D,,0.251 kg,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Reblochons', 'en:aoc-cheeses', 'en:labeled-cheeses']",,,['France'],[],,,[],,26 g,en quantité élevée,16 g,en quantité élevée,0 g,en faible quantité,2 g,en quantité élevée,?,,318,-2%,1331 kj(318 kcal),-1%,26,-3%,16,-15%,4,+987%,0,-100%,19,-5%,2,+49%,"0,8",+49%,16,+12%,D,+12%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,"['FR 63.113.081 CE', 'Clermont-Ferrand (Puy-de-Dôme, France)']",,
1104,Pileje Hepatobiane Fonctions Hepatique / Biliaire Poudre,3401576639859,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,
1105,Viande Bœuf,0207152020140,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,
1106,l'esprit des plantes,3481890100259,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Bio'],,,,,
1107,Saucisse seche plie grand feu,2693985041397,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,349,,1460 kj(349 kcal),,"26,6",,"10,7",,"2,4",,2,,"25,1",,"4,7",,"1,88",,,,,,,,,,,,,,,,,,
1108,Minis Poivrons Farcis au Thon,8033803490602,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,435,,1820 kj(435 kcal),,"34,3",,"3,7",,"28,2",,"0,2",,"3,2",,"1,4",,"0,56",,,,,,,,,,,,,,,,,,
1109,Lokoum Rose - Bahadourian,3500680025012,,,,,['Bahadourian'],,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,
1110,Lentilles - Delhaize - 500g,5400113610922,B,,500 g,,['Delhaize'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Lentilles']",,['Delhaize'],"['Belgique', 'France']",['Lentilles beluga'],,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,1.4 g,en faible quantité,0.3 g,en faible quantité,0.8 g,en faible quantité,0.01 g,en faible quantité,?,,313,+29%,1310 kj(313 kcal),+28%,"1,4",-5%,"0,3",+15%,40,+22%,"0,8",-35%,24,+35%,"0,01",-97%,"0,004",-97%,-2,,A,,57.6%,0.0%,16.2%,14.1%,4.5%,7.6%,99,['Nutriscore'],,,,,
1111,Comté 12 mois au lait cru,2600423024607,D,,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",,,['France'],[],,,[],,34.6 g,en quantité élevée,22.5 g,en quantité élevée,0.01 g,en faible quantité,0.82 g,en quantité modérée,?,,418,+5%,1749 kj(418 kcal),+6%,"34,6",+6%,"22,5",+4%,"0,01",-98%,"0,01",-96%,"26,7",+6%,"0,82",-16%,"0,328",-16%,13,-3%,D,-3%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,
1112,Pain au chocolat,0206660019684,D,,,,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au chocolat']",,,['France'],[],,,[],,22 g,en quantité élevée,12 g,en quantité élevée,14 g,en quantité élevée,1.4 g,en quantité modérée,?,,458,+16%,1916 kj(458 kcal),+15%,22,+0%,12,-10%,56,+32%,14,+17%,"7,4",+3%,"1,4",+55%,"0,56",+55%,24,+22%,E,+22%,81.1%,12.4%,3.5%,2.7%,0.3%,0.0%,50,['Point Vert'],,,,,
1113,Haricot plat bio -,3276554629562,B,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Légumes et dérivés', 'Frais', 'Aliments à base de plantes frais', 'Haricots verts', 'Légumineuses frais', 'Légumes frais', 'Haricots verts frais', 'Haricots verts plats frais']",,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,71.3%,0.0%,0.0%,9.8%,14.0%,4.9%,95,"['Bio', 'Bio européen']",,,,,
1114,Champignons à la grecque -,3399130020499,B,,,,,"['Plats préparés', 'Légumes préparés', 'Champignons à la grecque']",,,['France'],[],,,[],,1.3 g,en faible quantité,0.9 g,en faible quantité,1.7 g,en faible quantité,0.8 g,en quantité modérée,?,,39,-43%,163 kj(39 kcal),-42%,"1,3",-69%,"0,9",+167%,"3,8",-20%,"1,7",-44%,"2,4",+40%,"0,8",-32%,"0,32",-32%,2,-36%,B,-36%,64.9%,4.7%,11.1%,12.1%,5.6%,1.5%,93,['Sans conservateurs'],,,"['FR 60.139.011 CE', 'Chambly (Oise, France)', 'EMB 60139A', 'Chambly (Oise, France)']",,
1115,Quinoa con verduras - Gerble,3175681195332,,,,,['Gerble'],,,,['France'],[],,,[],,,,,,,,,,?,,194,,812 kj(194 kcal),,"6,9",,1,,25,,"2,3",,"4,1",,"1,1",,"0,44",,,,,,,,,,,,,"['Bio', 'Bio européen', 'ES-ECO-019-CT', 'Point Vert', 'Sans colorants', 'Sans conservateurs']",,,,,
1116,Bananes Ghana bio cat1 cavendish,2250100001034,B,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Bananes']",,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,63.7%,0.0%,0.0%,23.1%,9.9%,3.2%,95,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,
1117,Farine maïs en vrac,0290264006300,B,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de maïs']",,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,70.6%,1.8%,11.3%,11.7%,4.5%,0.0%,93,,,,,,
1118,Vinaigre miel,3760096290002,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Sans conservateurs'],,,,,
1119,Mozzarella - Galbani,8000430060874,,,,,['Galbani'],,,,['France'],[],,,[],,,,,,,,,,?,,238,,996 kj(238 kcal),,18,,"12,5",,2,,1,,17,,"0,7",,"0,28",,,,,,,,,,,,,,,,,,
1120,Auguillettes de poulet - Auchan,2600240022503,,,,,['Auchan'],,,['Auchan'],['France'],[],,,[],,,,,,,,,,?,,99,,414 kj(99 kcal),,"0,5",,"0,5",,"0,5",,"0,5",,23,,"0,11",,"0,044",,,,,,,,,,,,,['Point Vert'],,,,,
1121,Saucisse ficelée,3350520007827,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,312,,1305 kj(312 kcal),,27,,11,,"0,8",,"0,8",,15,,"2,1",,"0,84",,,,,,,,,,,,,,,,,,
1122,100G Luzerne-alfalfa a Germer - Lima,5411788039758,,,,,['Lima'],,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'BE-BIO-01', 'Agriculture UE']",,,,,
1123,farine de blé T 110 - bio agricola - 5kg,3760235210144,,,5kg,['sac en papier'],['bio agricola'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Farines']",,['magasin de producteurs'],['France'],['Farine de blé'],,['Gluten'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0.85 g,en faible quantité,0.166 g,en faible quantité,1.82 g,en faible quantité,,,?,,343,-9%,1435 kj(343 kcal),-9%,"0,85",-88%,"0,166",-79%,"69,3",+15%,"1,82",-18%,"11,7",-1%,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-10']",['Bougarber'],,,['Sud ouest'],
1124,Tortellini Ricotta et Épinards,7901645704595,B,,,,,"['Plats préparés', 'Plats à base de pâtes', 'Pâtes farcies', 'Tortellini', 'Tortellini ricotta & épinards']",,,['France'],[],,,[],,11 g,en quantité modérée,5.8 g,en quantité élevée,4.1 g,en faible quantité,1.4 g,en quantité modérée,?,,274,+8%,1146 kj(274 kcal),+8%,11,+59%,"5,8",+99%,33,-11%,"4,1",+18%,9,-1%,"1,4",+36%,"0,56",+36%,14,+168%,D,+168%,66.1%,18.2%,5.2%,5.7%,2.9%,2.1%,75,['Sans conservateurs'],,,,,
1125,Lammsteaks Keule Lidl - 183g,2258330004191,,,183 g,,,,,['Lidl'],"['France', 'Allemagne']",[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,
1126,VIANDE BOVINE BIO - AUCHAN - 0.151g,0206799014826,,STEAK A GRILLER,0.151 g,['sous vide'],['AUCHAN'],"['Viandes', 'Bœuf', 'Préparations de viande', 'Préparations de viande bovine']",,['Auchan'],['France'],['VIANDE BOVINE VACHE RACE LIMOUSINE'],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Bio'],['LE MANS'],,,['France'],
1127,Croutons croustillants,3178200007376,D,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Croûtons']",,,['France'],[],,,[],,3.5 g,en quantité modérée,3.5 g,en quantité modérée,1.3 g,en faible quantité,1.6 g,en quantité élevée,?,,572,+21%,2393 kj(572 kcal),+21%,"3,5",-83%,"3,5",+16%,"1,3",-98%,"1,3",-65%,"6,9",-27%,"1,6",-18%,"0,64",-18%,17,+16%,D,+16%,87.8%,8.3%,1.9%,1.8%,0.2%,0.0%,35,,,,,,
1128,Brugge,57241111,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,397,,1661 kj(397 kcal),,"32,5",,"19,7",,0,,0,,26,,"2,1",,"0,84",,,,,,,,,,,,,,,,,,
1129,Pettiz,7896058503777,,,,,,,,,"['Brésil', 'France']",[],,,[],,,,,,,,,,?,,498,,2084 kj(498 kcal),,28,,"5,13",,"43,2",,8,,"17,4",,"0,6",,"0,24",,,,,,,,,,,,,,,,,,
1130,Fromage de tête,2444765018630,D,,,,,"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté', 'Pâtés de tête']",,,['France'],[],,,[],,15.8 g,en quantité modérée,0.9 g,en faible quantité,0.06 g,en faible quantité,0.2 g,en faible quantité,?,,212,+9%,887 kj(212 kcal),+13%,"15,8",+15%,"0,9",-83%,"0,2",-74%,"0,06",-83%,"17,08",+12%,"0,2",-88%,"0,08",-88%,-3,-125%,A,-125%,76.6%,14.8%,4.7%,2.2%,1.3%,0.4%,42,,,,"['FR 43.177.003 CE', 'Saint-Didier-en-Velay (Haute-Loire, France)']",,
1131,Bar-b-q Steak Cooking 250ML (BBQ Sosse),8850206227136,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,177,,741 kj(177 kcal),,"0,5",,"0,2",,41,,39,,"2,3",,"3,7",,"1,48",,,,,,,,,,,,,,,,,,
1132,Tarte normande aux pommes,3355710809359,,,,,,"['Tartes', 'Tartes sucrées', 'Tartes normandes']",,,['France'],[],,,[],,11.3 g,en quantité modérée,6.9 g,en quantité élevée,18.4 g,en quantité élevée,0.35 g,en quantité modérée,?,,264,-2%,1105 kj(264 kcal),-2%,"11,3",-5%,"6,9",-6%,"35,4",+1%,"18,4",-9%,"4,4",+22%,"0,35",+74%,"0,14",+74%,14,+2%,D,+2%,,,,,,,,,,,,,
1133,Molho yogurte,5608771401177,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,320,,1339 kj(320 kcal),,31,,"3,6",,"7,4",,"6,5",,"3,2",,"0,84",,"0,336",,,,,,,,,,,,,,,,,,
1134,Banane chips,8806107650627,E,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Bananes séchées']",,,['France'],[],,,[],,26.7 g,en quantité élevée,0 g,en faible quantité,16.7 g,en quantité élevée,0.01 g,en faible quantité,?,,500,+3%,2092 kj(500 kcal),+3%,"26,7",+6%,0,-100%,"66,7",+10%,"16,7",-20%,"3,33",+79%,"0,01",-92%,"0,004",-92%,2,-83%,B,-83%,59.6%,25.6%,2.0%,11.4%,1.4%,0.0%,29,,,,,,
1135,Cantal AOP Entre-Deux - Monoprix Gourmet,2200901028273,D,,,,['Monoprix Gourmet'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Cantal', 'Cantal entre-deux']",,,['France'],[],,,[],,30 g,en quantité élevée,19 g,en quantité élevée,0 g,en faible quantité,2.1 g,en quantité élevée,?,,368,-0%,1540 kj(368 kcal),0%,30,+2%,19,-6%,"0,5",-58%,0,-100%,25,0%,"2,1",+3%,"0,84",+3%,18,+5%,D,+5%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,"['FR 63.113.081 CE', 'Clermont-Ferrand (Puy-de-Dôme, France)', 'EMB 63113', 'Clermont-Ferrand (Puy-de-Dôme, France)']",,
1136,Stax - Sabritas - 153g,7501011121973,,Hojuelas de papa con sal,153 g,['Tubo de plastico'],['Sabritas'],"['Snacks', 'Snacks salés']",,"['Chedraoui', 'Superama', 'Walmart', 'Sams Club', 'Soriana', 'Bodega Aurrera', 'La Comer', 'Oxxo']","['France', 'Mexique']","['HOJUELAS DE PAPA DESHIDRATADAS', 'ACEITE VEGETAL', 'ALMIDON', 'HARINA DE ARROZ', 'MONO Y DIGLICÉRIDOS', 'SAL', 'AZUCAR', 'DEXTROSA', 'LECITINA DE SOYA']",,['Soja'],"[""Pourrait contenir de l'huile de palme""]",4,26.7 g,en quantité élevée,8.33 g,en quantité élevée,3.33 g,en faible quantité,1.27 g,en quantité modérée,2060,+5%,?,,2060 kj(492 kcal),+7%,"26,7",+10%,"8,33",+97%,"56,7",+19%,"3,33",+2%,"6,67",-22%,"1,27",-18%,"0,508",-18%,16,+31%,D,+31%,,,,,,,,,['México'],,,['Mexique'],
1137,Tamara au crabe,3760281472152,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,518,,2167 kj(518 kcal),,54,,"7,3",,"2,2",,"0,5",,"7,8",,"1,9",,"0,76",,,,,,,,,,,,,,,,"['FR 78.439.004 CE', 'Mulcent (Yvelines, France)']",,
1138,Oeufs De Truite - Kaviari - 100g,3700189540058,,,100 g,,['Kaviari'],"['en:Trout eggs', 'Oeufs de truite']",,,['France'],[],,,[],,1.7 g,en faible quantité,0.5 g,en faible quantité,0 g,en faible quantité,3 g,en quantité élevée,?,,168,-9%,703 kj(168 kcal),-9%,"1,7",-79%,"0,5",-62%,"10,2",+347%,0,-100%,28,+4%,3,+10%,"1,2",+10%,12,-6%,D,-6%,,,,,,,,,,,,,
1139,Ravioli aux légumes,3386750002288,B,,,,,"['Plats préparés', 'Plats à base de pâtes', 'Pâtes farcies', 'Pates farcies aux légumes', 'Ravioli', 'Raviolis aux légumes']",,,['France'],[],,,[],,4 g,en quantité modérée,1 g,en faible quantité,1 g,en faible quantité,0.24 g,en faible quantité,?,,259,+66%,1084 kj(259 kcal),+72%,4,-5%,1,+2%,50,+130%,1,-65%,9,+86%,"0,24",-75%,"0,096",-75%,-1,-151%,A,-151%,69.0%,12.8%,6.9%,6.1%,3.0%,2.2%,77,,,,,,
1140,Coeur croustillant chocolat au lait - Suchard - 400g,3664346309837,,,400 g,,['Suchard'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']",,,['France'],"['Sucre', 'huile de palme', 'pâte de cacao', 'lait écrémé en poudre', 'beurre de cacao', 'lactosérum en poudre ', 'de lait', 'beurre concentré', 'farine de blé', 'cacao en poudre ', '1 %', ""pâte d'amande"", 'émulsifiants ', 'lécithine de soja', 'E476', 'lécithine de tournesol', 'cacao fortement dégraissé en poudre', 'lactose ', 'de lait', ',sel', 'arômes', ' 7% de lait écrémé en poudre dans le fourrage crème confiseur au lait', ' Peut contenir autres fruits à coque et oeuf']","['E322i - Lécithine', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin""]","['Gluten', 'Lait', 'Soja']","['Huile de palme', 'Non végétalien']",4,34 g,en quantité élevée,19 g,en quantité élevée,51 g,en quantité élevée,0.27 g,en faible quantité,?,,551,+4%,2305 kj(551 kcal),+4%,34,+6%,19,+9%,54,+3%,51,+7%,6,+2%,"0,27",+76%,"0,108",+76%,27,+11%,E,+11%,,,,,,,,,,['Huile de palme'],,,
1141,Sud-ouest fois gras de canard entier - Delpeyrat,3067162278507,,,,,['Delpeyrat'],,,,['France'],[],,,[],,,,,,,,,,?,,550,,2301 kj(550 kcal),,57,,25,,"2,7",,"1,5",,"7,1",,"0,93",,"0,372",,,,,,,,,,,,,,,,,,
