,name,bar_code,quantity,brand,categories,labels,markets,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,manufacturing,generic_name,ingredients_origins,traceability_code,link,palm_ingredients,producer_info,brand_owner,origin_detail
375,Pass. rustica Il Corposo Petti,8003496094029,,['Petti'],,,,"['France', 'Italie']","['tomato ', '99,75%', 'iodized sait', ' Sastojci: rajèica ', '99,759%', 'jodirana sol', ' Sktadniki: pomidory ', '9915%', 'séljodowana', '700 ge Peso Netto/Net Weight[ï:', ' Neto Koliòina/Masa Netto Oa consumarsi preferibilmente entro fine: vedi capsula/Best Before end: lid/Najbolje upotrijebiti do kraja?', ' otisnuto na poklopcu/Najlepiej sp02yc Przed koricem: data na Wieczw', "" l'apertura"", 'conservarei', 'n']",,,[],,,,,,,,,,?,,27,,113 kj(27 kcal),,"0,2",,0,,"4,3",,"4,3",,"1,5",,"0,42",,"0,168",,,,,,,,,,,,,,,,,,,,,,,
376,Mutti - 420g,8005110170324,420 g,['Mutti'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Tomates et dérivés', 'Aliments à base de plantes frais', 'Tomates', 'Légumes frais', 'Pulpes de tomates']","['Sans additifs', 'Sans conservateurs']",['Despar'],"['France', 'Italie', 'Pays-Bas']","['A PASSION ITALIENNE DE LA TOMATE DEPUIS PLUS E 115 ANS! a 1899', ""au ceur de l'Emilie-Romagne"", ""dans le haut lieu de la gastrono - ie italienne qu'est Parme"", ""naissait l'entreprise Mutti"", ""aujourd'hui 1 de la tomate en conserve en Italie*"", 'PULPE DE TOMATES - Ingrédients: tomate 99,8%', ""sel - Après ouverture FR à conserver au réfrigérateur et consommer dans les 5 jours-A consommer de préférence avant le: voir dessous - Produits d'Italie Energie - Matières - dont ac Glucides - - dont so Protéines Sel-Zout: NL TOMATENPULP-Ingrediënten: tomaat 99,8%"", 'zout - Na opening in de koelkast bewaren en binnen 5 dagen gebruiken-Ten minste houdbaar tot: zie onder - Producten uit Italië Mutti S,p,A', 'Via Traversetolo', '28-43022 Montechiarugolo', 'Parma', 'Italia-ltaly', 'www,mutti-parma,com/fr - service,consommateurs@mutti,eu ource: IRI Infoscan Census Y,E,2016 volume et parts de marché pour omates hachées', 'purée de omate', 'tomates peiées', 'oncentré de tomates', ' 2x210g,420g e 005110"" 172106"" %3D']",,,[],,0.2 g,en faible quantité,0.1 g,en faible quantité,2.8 g,en faible quantité,0.3 g,en quantité modérée,110,+4%,110,+307%,110 kj(110 kcal),0%,"0,2",-17%,"0,1",+138%,"3,9",-6%,"2,8",-21%,"1,2",+1%,"0,3",+47%,"0,12",+47%,-4,,A,,B,67.0%,0.0%,0.0%,15.7%,13.1%,4.3%,97,['Conserva/lattina'],"['Montechiarugolo', 'Parma', 'Italia']",,"['Italie', 'en:UE']",,,,,,
377,Polpa Rustica Tomates Pelées Concassées Italiennes Mutti - 690g,8005110171215,690g,['Mutti'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Tomates et dérivés', 'Tomates', 'Tomates en conserve']",,,['France'],['Tomate'],,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0.2 g,en faible quantité,0.1 g,en faible quantité,2.8 g,en faible quantité,0.02 g,en faible quantité,204,+61%,25,-19%,204 kj(25 kcal),+66%,"0,2",-34%,"< 0,1",+115%,"3,9",-11%,"2,8",-24%,"1,2",-10%,"0,02",-92%,"0,008",-92%,-5,,A,,A,67.0%,0.0%,0.0%,15.7%,13.1%,4.3%,97,['Conserve en verre'],,,,,,,,,
378,MuttIGPomodorini Cherrytomaten - Mutti - 400g,8005110550508,400g,['Mutti'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Tomates et dérivés', 'Tomates', 'Tomates en conserve']",,,"['Australie', 'France', 'Allemagne', 'Espagne']",[],,,[],,0.5 g,en faible quantité,0.1 g,en faible quantité,3.4 g,en faible quantité,10 g,en quantité élevée,?,,28,-10%,117 kj(28 kcal),-5%,"0,5",+64%,"0,1",+115%,"4,4",+1%,"3,4",-8%,"1,2",-10%,10,+3868%,4,+3868%,5,,C,,A,67.0%,0.0%,0.0%,15.7%,13.1%,4.3%,97,"['Dose', 'tetrapack']",,,,,,,,,
379,Tortellini con tres quesos - Pagani,8005180060235,,['Pagani'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Plats préparés', 'Plats à base de pâtes', 'Pâtes alimentaires', 'Pâtes farcies', 'Pâtes sèches', 'Pâtes de blé dur', ""Pâtes de blé dur à l'œuf""]",,,"['France', 'Espagne']","['Pasta al huevo rellena ', '72%', ': sémola de trigo duro', 'huevos ', '19,4% sobre la pasta', ' Relleno ', '28%', ': mezcla de quesos fundidos en polvo ', '39% sobre el relleno', ' [', 'Cheddar', 'Danbo y Gouda', ' ', 'leche', 'suero de leche', 'en polvo', 'sal', 'enzimas', ']', 'pan rallado ', 'harina de trigo tierno tipo ""O""', 'sal', 'margarina vegetal ', 'aceite de coco', 'aceite de girasol', 'agua', 'sal', 'aromas y especias']",,"['Œufs', 'Gluten', 'Lait']",['Non végétalien'],4,10 g,en quantité modérée,6 g,en quantité élevée,3.5 g,en faible quantité,2.45 g,en quantité élevée,?,,396,+23%,1657 kj(396 kcal),+24%,10,+151%,6,+372%,"61,5",+8%,"3,5",+44%,"13,5",+7%,"2,45",+784%,"0,98",+784%,16,,D,,C,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,,,,,,,,,,
380,Perles au jambon cru - L italie des pates - 250g,8005658008745,250 g,"['L italie des pates', ""L'Italie des pâtes""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Plats préparés', 'Plats à base de pâtes', 'Pâtes alimentaires', 'Pâtes farcies', 'Pâtes fraîches']",,['Carrefour'],['France'],"['farine de blé tendre 24%', 'semoule de blé dur 18%', 'viande de bœuf 15%', 'jambon cru 14% ', 'cuisse de porc', 'sel', 'conservateur : nitrate de potassium', 'œuf 14%', 'eau', 'fromage râpé ', 'lait', 'sel', 'présure', ""conservateur : lysozyme d'œuf"", 'chapelure ', 'farine de blé', 'levure', 'sel', 'légumes en proportions variables ', 'oignon', 'carotte et céleri', 'Grana Padano Dop ', 'lait', 'sel', 'présure', ""conservateur : lysozyme d'oeuf"", 'sel', 'vin rouge ', 'contient sulfites', ""huile d'olive extra vierge"", 'épices', 'plantes aromatiques', 'conservateur : acide sorbique', 'farine de riz']","['E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition', 'E1105 - Lysozyme', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition']","['Céleri', 'Œufs', 'Gluten', 'Lait', 'Anhydride sulfureux et sulfites', 'Chapelure', 'Présure']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,7.1 g,en quantité modérée,2.7 g,en quantité modérée,0.9 g,en faible quantité,1.6 g,en quantité élevée,?,,250,-2%,1046 kj(250 kcal),-2%,"7,1",+23%,"2,7",+11%,31,-20%,"0,9",-62%,15,+53%,"1,6",+79%,"0,64",+79%,12,+185%,D,+185%,,,,,,,,,"['Barquette', 'Film', 'Plastique', 'Sous atmosphère protectrice']",,"Pâtes fraîches aux oeufs, à la farine de blé tendre et à la semoule de blé dur, farcies au jambon cru",,['IT L8Z85 CE'],,,,,
381,Sauce bolognaise - Rummo - 190g,8008343279987,190g,['Rummo'],"['Epicerie', 'Sauces', 'Sauces Pesto', 'Sauces Pesto Rosso']",,,"['France', 'Pays-Bas']",[],,,[],,9.5 g,en quantité modérée,2.6 g,en quantité modérée,2.8 g,en faible quantité,1 g,en quantité modérée,?,,130,-64%,544 kj(130 kcal),-64%,"9,5",-71%,"2,6",-47%,3,-64%,"2,8",-50%,7,+74%,1,-51%,"0,4",-51%,3,-81%,C,-81%,C,77.0%,10.9%,4.6%,4.2%,2.0%,1.4%,56,['Packet'],,,,,,,,,
382,Fusili n°48 Integrale - Rummo - 500g,8008343700481,500g,['Rummo'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Pâtes de blé dur', 'Torsades']","['Bio', 'Bio européen', 'IT-BIO-009']",['Monoprix'],"['France', 'Italie']","['Semoule complète de blé dur de production biologique', ' Peut contenir traces de soja']",,['Gluten'],[],,1.9 g,en faible quantité,0.4 g,en faible quantité,2.8 g,en faible quantité,0.01 g,en faible quantité,?,,348,-1%,1456 kj(348 kcal),-2%,"1,9",-3%,"0,4",-4%,"65,8",-4%,"2,8",+0%,14,+14%,"0,01",-62%,"0,004",-62%,-6,,A,,B,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,['Carton'],['Italie'],,['Italie'],,,,,,
383,Senza glutine penne rigate n°66 - Rummo - 400g e,8008343880664,400 g e,['Rummo'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Produits sans gluten', 'Pâtes sèches', 'Pâtes alimentaires sans gluten', 'Penne', 'Penne rigate', 'en:Penne Rigate sans gluten']","['en:gluten-free', 'Fabriqué en Italie']",,"['France', 'Pays-Bas', 'Suisse']","['Riz complet ', '36 %', 'maïs jaune ', '32,5 %', 'maïs blanc ', '20 %', 'riz ', '8%', 'fécule de pommes de terre ', '3 %', 'émulsifiant : E471,']","[""E471 - Mono- et diglycérides d'acides gras alimentaires""]",,"[""Pourrait contenir de l'huile de palme"", 'Peut-être végétalien', 'Peut-être végétarien']",4,2 g,en faible quantité,0.7 g,en faible quantité,0.3 g,en faible quantité,0.003 g,en faible quantité,?,,341,-3%,1427 kj(341 kcal),-3%,2,+23%,"0,7",+47%,"73,2",+2%,"0,3",-61%,6,-34%,"0,003",-43%,"0,001",-43%,-2,,A,,C,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,"['Sachet', 'Plastique']",['Italie'],,,,,,,,
384,Pan blanco - Schär,8008698024065,,['Schär'],,"['en:gluten-free', 'Sans lactose']",,['France'],"['arabia', 'c,p', '45235', 'zapopan', 'jalisco', 'gluten free soft white sliced read', 'specifically formulated for people intolerant to gluten', 'ngredients: water', 'maize starch', 'rice flour', 'vegetable fibre', 'psyllium', 'nickener: hydroxypropylmethyl-cellulose', 'sunflower oil', 'soya prótein', 'east', 'salt', 'súgar', 'ćitrus fiber may contain traceș of lupin', 'lactse-free', 'atmornhoro storo in a cool dn']",['E460 - Cellulose'],,[],4,,,,,,,,,?,,347,,1452 kj(347 kcal),,"1,4",,"0,3",,"75,9",,"0,5",,"6,8",,10,,4,,,,,,,,,,,,,,,,,,,,,,,
385,Crackers 8 sachets fraicheur,8008910044307,,,,,,"['France', 'Guadeloupe', 'Martinique']",[],,,[],,,,,,,,,,?,,434,,1816 kj(434 kcal),,"12,2",,"5,8",,"69,9",,"2,1",,10,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,
386,Thon au naturel - Rio Mare - 160g,80040446,160 g,['Rio Mare'],"['Produits de la mer', 'Poissons', 'Thons', 'Thons au naturel']",,['Delhaize'],"['Belgique', 'France', 'Pays-Bas', 'Suisse']","['thon', 'eau', 'sel', 'arôme naturel de céleri et oignon']",,,[],,0.5 g,en faible quantité,0.2 g,en faible quantité,0 g,en faible quantité,1.3 g,en quantité modérée,?,,97,-16%,406 kj(97 kcal),-16%,"0,5",-67%,"0,2",-57%,0,-100%,0,-100%,23,-8%,"1,3",+25%,"0,52",+25%,1,+269%,B,+269%,E,68.8%,7.5%,16.1%,6.6%,0.5%,0.5%,28,['Bouteille'],,,,,,,,,
387,Olio Extra Vergine Di Oliva - Pietra d'olio - 750ml,8013025090798,750 ml,"[""Pietra d'olio""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,"['France', 'Italie']","[""RISTR D'OLIO HUILE D'OLIVE EXTRA VIERGE Huile d'olive de catégorie supérieure obtenue directement des olives et uniquement par des procédés mècanique"", "" Coupage d'huile d'olive originaires de L'Union Europèenne L'HUILE D'OLIVE EXTRA VIERGE EST OBTENUE PAR SIMPLE PRESSION DES OLIVES"", ' ELLE CONSERVE LA SAVEUR', "" LA FRAICHEUR ET LE PARFUM DU FRUIT DE L'OLIVIER"", "" L'HUILE D'OLIVE EXTRA VIERGE EST UN DES INGRÉDIENTS ESSENTIELS DE LA CUISINE TRADITIONNELLE MEDITERRANÉENNE"", ' CONSEILLÉE POUR ASSAISONNER LES POISSONS', 'LES VIANDES', 'LES SALADES', 'LES LEGUMES ET LES TOASTS EN CUISSON', 'ELLE EXALTE LA SAVEUR DES SAUCES À BASE DE TOMATE ET DES LÉGUMES CUITS']",,,"['Non végétalien', 'Non végétarien']",,91.6 g,en quantité élevée,13.8 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,824,-4%,3448 kj(824 kcal),-4%,"91,6",-4%,"13,8",-1%,0,,0,,0,,0,-100%,0,-100%,6,-2%,C,-2%,C,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,['bouteille verre teintée'],,,['Union européenne'],,,,,,
388,Tomates concassées biologiques - Campo largo - 400g,8017356604082,400 g,['Campo largo'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Tomates et dérivés', 'Pulpes de tomates']","['Bio', 'Bio européen', 'IT-BIO-004', 'IT-BIO-006', 'Fabriqué en Italie', 'AB Agriculture Biologique']",['Biocoop Caluire'],"['France', 'Italie']","['Tomates biologiques pelées et concassées', 'jus de tomate biologique', ""correcteur d'acidité: acide citrique""]",['E330 - Acide citrique'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0.5 g,en faible quantité,0.2 g,en faible quantité,3 g,en faible quantité,0.02 g,en faible quantité,81,-24%,19,-30%,81 kj(19 kcal),-26%,"0,5",+108%,"0,2",+375%,3,-28%,3,-15%,"1,2",+1%,"0,02",-90%,"0,008",-90%,-6,,A,,A,22.3%,36.4%,17.3%,10.4%,8.3%,5.3%,94,"['Conserve', 'Métal', 'Bocal en verre']",,,,,,,,,
389,Delizie Sole Ketchup Senza Conservanti -,8017596019790,,,"['Epicerie', 'Sauces']",['Sans conservateurs'],,"['France', 'Italie']","['concentrato di pomodoro 50%', 'acqua', 'sciroppo di glucosio', 'aceto di barbabietola 5,9%', 'zucchero 5,5%', 'sale', 'cipolla', 'spezie ', '0', '1%']",,,[],4,0 g,en faible quantité,0 g,en faible quantité,20 g,en quantité élevée,2.65 g,en quantité élevée,?,,92,-61%,385 kj(92 kcal),-61%,0,-100%,0,-100%,20,+102%,20,+210%,2,-26%,"2,65",+10%,"1,06",+10%,14,+21%,D,+21%,,,,,,,,,,,,,,,,,,
390,Chiffonade bresaola NEGRONI,8028257013354,,['Negroni'],"['Viandes', 'Bœuf', 'Préparations de viande', 'Préparations de viande bovine', 'Viandes séchées', 'Bresaola']",,,['France'],[],,,[],,2.7 g,en faible quantité,1.6 g,en quantité modérée,0 g,en faible quantité,4.2 g,en quantité élevée,?,,160,-1%,669 kj(160 kcal),-1%,"2,7",-15%,"1,6",+22%,0,-100%,0,-100%,34,+4%,"4,2",+7%,"1,68",+7%,12,-2%,D,-2%,E,81.5%,16.7%,0.3%,0.9%,0.5%,0.1%,13,,,,,,,,,,
391,Pesto alla genovese - Bio Naturae - 190g e,8034063246022,190 g e,['Bio Naturae'],"['Epicerie', 'Sauces', 'Sauces pour pâtes', 'Sauces Pesto', 'Pestos au basilic']","['Bio', 'Bio européen', 'en:gluten-free', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'IT-BIO-014', 'Fabriqué en Italie']",,['France'],"['Basilic* 51 %', 'huile de tournesol*', 'eau', 'sel', 'flocons de pommes de terre*', 'sucre de canne*', 'noix de cajou*', 'fromage* ', 'LAIT*', 'Pecorino Romano DOP*', ""arôme naturel de basilic avec d'autres arômes naturels"", ""régulateur d'acidité : acide lactique"", 'amidon de maïs', ""poudre d'ail *"", 'pignons de pin*', ""huile d'olive vierge extra*"", "" *Issu de l'Agriculture biologique""]",['E270 - Acide lactique'],"['Lait', 'Fruits à coque', 'Pecorino Romano DOP']",['Non végétalien'],4,29 g,en quantité élevée,3.6 g,en quantité modérée,1.6 g,en faible quantité,2.5 g,en quantité élevée,?,,284,-37%,1188 kj(284 kcal),-36%,29,-34%,"3,6",-45%,"3,2",-46%,"1,6",-30%,"1,6",-66%,"2,5",+1%,1,+1%,15,-23%,D,-23%,C,77.0%,10.9%,4.6%,4.2%,2.0%,1.4%,56,"['Bocal', 'Verre', 'métal']",['Italie'],Pesto au basilic,,,,,,,
392,"Gnocchi, freschi di patate - Rana - 500g",80608349,500 g,['Rana'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes fraîches', 'Gnocchi', 'Gnocchi de pommes de terre']",,"['Auchan', 'Magasins U']","['France', 'Allemagne', 'Italie', 'Luxembourg', 'Espagne', 'Suisse']","['Purée de pommes de terre 90%', 'eau,flocons de pommes de terre', 'amidon de maïs', 'semoule de blé dur', 'sel', ""correcteur d'acidité : acide citrique"", 'conservateur : acide sorbique', 'arôme naturel', 'épices']","['E330 - Acide citrique', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition']",,"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,0.45 g,en faible quantité,0.2 g,en faible quantité,0.6 g,en faible quantité,0.9 g,en quantité modérée,?,,133,-20%,556 kj(133 kcal),-21%,"0,45",-67%,"0,2",-46%,29,-12%,"0,6",-50%,"2,5",-40%,"0,9",-20%,"0,36",-20%,3,-16%,C,-16%,A,46.0%,1.2%,22.2%,18.3%,9.7%,2.6%,97,['Sachet'],,gnocchi de pomme de terre,['Italie'],,,,,,
393,Barilla Pesto Genovese - 190g,8076809513340,190g,['Barilla'],"['Epicerie', 'Sauces', 'Sauces Pesto', 'Pestos au basilic']",,['Woolworths'],"['Australie', 'France', 'Italie']",[],,,[],,46 g,en quantité élevée,5.3 g,en quantité élevée,5.5 g,en quantité modérée,3.25 g,en quantité élevée,?,,482,+7%,2017 kj(482 kcal),+8%,46,+4%,"5,3",-19%,"9,8",+66%,"5,5",+140%,"4,7",-1%,"3,25",+32%,"1,3",+32%,17,-13%,D,-13%,C,77.0%,10.9%,4.6%,4.2%,2.0%,1.4%,56,,,,,,,,,,
394,Mulino B. fette Armonie Cereali - Mulino bianco - 315g,8076809519984,315 g,['Mulino bianco'],,['Sans huile de palme'],,"['France', 'Italie']","['farina di frumento', 'cereali 9,2% ', 'riso', 'orzo', 'zucchero', 'avena', 'frumento', 'segale', ""estratto di malto d'orzo"", 'sale', 'lievito', 'olio di semi di girasole', 'zucchero', 'fiocchi di avena 2,2%', 'estratto di malto ', 'orzo', 'mais', 'acqua', 'sale', 'farina di frumento maltato', ' \rPuò contenere tracce di: frutta a guscio', 'latte', 'sesamo', 'soia e uova']",,"['Œufs', 'Gluten', 'Lait', 'Graines de sésame']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",,,,,,,,,,?,,398,,1665 kj(398 kcal),,"6,5",,"0,8",,"70,2",,5,,"11,5",,"1,25",,"0,5",,,,,,,,,,,,,,,,Fette Biscottate ai Cereali,,,,,,,
395,Croccante con riso - Gran Cereale - 230g,8076809540162,230 g,['Gran Cereale'],,,,"['France', 'Suisse']",[],,,[],,,,,,,,,,?,,447,,1870 kj(447 kcal),,16,,2,,"65,3",,"16,3",,7,,"0,75",,"0,3",,,,,,,,,,,,,,['230gr'],,,,,,,,,
396,Mulino B. cereali Classici GR. 330 - Barilla - 330g,8076809568975,330g,['Barilla'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis']",,['il Gigante'],"['France', 'Italie']",[],,,[],,7.2 g,en quantité modérée,0.8 g,en faible quantité,20 g,en quantité élevée,0.63 g,en quantité modérée,?,,393,-6%,1644 kj(393 kcal),-6%,"7,2",-45%,"0,8",-76%,68,+12%,20,+18%,9,-9%,"0,63",+262%,"0,252",+262%,0,-100%,B,-100%,B,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,['Carta'],['San Bassano (cr)'],,,,,,,,
397,Plumcake - Mulino bianco - 155g,8076809574303,155 g,['Mulino bianco'],"['Biscuits et gâteaux', 'Gâteaux', 'Quatre-quarts']","['Sans sucre ajouté', 'Sans huile de palme']",['Esselunga'],"['France', 'Italie', 'Espagne']","['Ingredienti: farina di frumento 28,9%', 'edulcoranti ', 'maltitolo', 'sciroppo di maltitolo', 'uova fresche', 'olio di girasole', 'yogurt ', 'latte', ' 6,5%', 'fecola di patate', 'aromi', 'agenti lievitanti ', 'difosfato disodico', 'carbonato acido di sodio', 'sale', 'emulsionanti: mono e digliceridi degli acidi grassi']",,,[],,19.8 g,en quantité modérée,2.3 g,en quantité modérée,0.4 g,en faible quantité,1.1 g,en quantité modérée,1507,-16%,362,-15%,1507 kj(362 kcal),-15%,"19,8",-13%,"2,3",-81%,"46,8",-4%,"0,4",-99%,"5,6",-3%,"1,1",+8%,"0,44",+8%,2,-91%,B,-91%,D,83.1%,9.9%,3.4%,1.8%,1.8%,0.0%,50,"['Plastica', 'Carta', 'Indifferenziata']",,,,,,,,,
398,"Chewing-gum avec édulcorants, parfum menthe douce - Mentos - 150g",80737636,150 g,"['Mentos', 'Perfetti']","['Snacks', 'Snacks sucrés', 'Confiseries', 'Chewing-gum', 'Chewing-gum sans sucres']","['Peu ou pas de sucre', 'Sans sucre']",['Magasins U'],['France'],"['édulcorants ', 'xylitol ', '34%', 'sorbitol', 'mannitol', 'sirop de maltitol', 'aspartame', 'acésulfame K', 'sucralose', 'gomme base', 'arômes', 'fécule', 'maltodextrine', 'émulsifiants ', 'lécithines ', 'soja', ""sucroesters d'acides gras"", 'stabilisant ', 'glycérol', 'épaississants ', 'gomme de cellulose', 'gomme arabique', ""correcteur d'acidité "", 'carbonate acide de sodium', 'antioxydant ', 'E321', ""agent d'enrobage "", 'cire de carnauba']","['E967 - Xylitol', 'E420 - Sorbitol', 'E421 - Mannitol', 'E965ii - Sirop de maltitol', 'E951 - Aspartame', 'E950 - Acésulfame K', 'E955 - Sucralose', 'E322 - Lécithines', 'E473 - Sucroester', '', 'Risque élevé de sur-exposition', 'E422 - Glycérol', 'E466 - Carboxyméthylcellulose', ""E414 - Gomme d'acacia"", 'E500ii - Carbonate acide de sodium', 'E321 - Butylhydroxytoluène', 'E903 - Cire de carnauba']",['Soja'],['Sans huile de palme'],4,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.02 g,en faible quantité,?,,171,+7%,715 kj(171 kcal),+7%,0,-100%,0,-100%,70,+11%,0,-100%,0,-100%,"0,02",-7%,"0,008",-7%,,,,,,,,,,,,,"['pot plastique', 'j']",,"Chewing-gum avec édulcorants, parfum menthe douce",,,,,,,
399,La Buena Maria integral soja - Fontaneda,8410000828511,,['Fontaneda'],['Biscuits et gâteaux'],['Sans colorants'],,"['France', 'Espagne']",[],,,[],,11.5 g,en quantité modérée,2.2 g,en quantité modérée,23 g,en quantité élevée,0.8 g,en quantité modérée,?,,445,+3%,1862 kj(445 kcal),+3%,"11,5",-40%,"2,2",-74%,"74,5",+30%,23,-21%,"8,8",+49%,"0,8",+42%,"0,32",+42%,15,-19%,D,-19%,,,,,,,,,,,,,,,,,,
400,Sazonador para fajitas - Old el paso - 30g,8410076491831,30 g,['Old el paso'],['es:Ultraprocesado'],,,"['France', 'Espagne']","['Protéines de soja', 'acétate de sodium', 'acide citrique', 'levure', 'colorant caramel naturel']","['E330 - Acide citrique', 'E150a - Caramel E150a']",['Soja'],"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,1.3 g,en faible quantité,0.2 g,en faible quantité,60 g,en quantité élevée,17.5 g,en quantité élevée,?,,313,,1310 kj(313 kcal),,"1,3",,"0,2",,"67,2",,60,,"6,3",,"17,5",,7,,19,,E,,,,,,,,,,,,,,,,,,,
