,name,bar_code,brand,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,quantity,packaging,labels,traceability_code,allergens,nova_score,eco_score,link,markets,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,ingredients_origins,manufacturing,generic_name,palm_ingredients
1769,Hnas clarisas nevaditos,8437005764132,,,['France'],[],[],,,,,,,,,?,,516,,2159 kj(516 kcal),,"26,4",,"8,7",,"62,7",,"20,4",,"7,2",,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,,,,,,,,
1770,Irish cheddar,4088600223094,,,['France'],[],[],,,,,,,,,?,,399,,1669 kj(399 kcal),,33,,21,,"0,2",,"0,2",,25,,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,,,,
1771,Palets nature - 200g,3700195100840,,,['France'],[],[],,,,,,,,,?,,439,,1837 kj(439 kcal),,16,,11,,63,,20,,"9,2",,"0,73",,"0,292",,,,,,200 g,,"['Bio', 'Bio européen', 'FR-BIO-10', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,
1772,Galette et palet,3613640175747,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,Pain campagnard,0206154008408,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774,8436040902943,8436040902943,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775,Juvamine,3160920645280,['Juvamine'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776,Miel d’Acacia,3560001115655,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'acacia""]",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,B,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,
1777,Next level burger,4056489182511,,,['France'],[],[],,,,,,,,,?,,233,,975 kj(233 kcal),,"9,3",,"5,2",,"25,2",,"5,8",,"10,8",,"1,47",,"0,588",,,,,,,,,,,,,,,,,,,,,,,,,,
1778,Anamamy Sy Angivy Codal,3760153581814,,,['France'],[],[],,,,,,,,,?,,16,,67 kj(16 kcal),,0,,0,,"0,5",,0,,"1,7",,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,,
1779,Noix du Brésil,5010093,,,['France'],[],[],,,,,,,,,?,,705,,2950 kj(705 kcal),,"68,2",,0,,"2,7",,2,,"14,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780,Piccolo,3770008444775,,,['France'],[],[],,,,,,,,,?,,216,,904 kj(216 kcal),,"11,5",,"7,3",,"19,7",,"14,1",,"8,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781,Brioche Suisse Raisin,2030000020300,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782,Cake chocolat,0201843022963,,,['France'],[],[],,,,,,,,,?,,466,,1950 kj(466 kcal),,29,,17,,45,,36,,"5,8",,"0,11",,"0,044",,,,,,,,,,,,,,,,,,,,,,,,,,
1783,Bretzel crème amandes,0204622008530,,,['France'],[],[],,,,,,,,,?,,365,,1527 kj(365 kcal),,16,,"5,9",,49,,23,,"6,3",,"0,63",,"0,252",,,,,,,,,,,,,,,,,,,,,,,,,,
1784,The gainer - Myprotein,5056185748607,['Myprotein'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,0,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1785,Oriental Kitchen Beef Balls Chinese Style 500G,3447573606227,,,['France'],[],[],,,,,,,,,?,,121,,506 kj(121 kcal),,"3,9",,"1,6",,"6,9",,"2,2",,15,,"2,3",,"0,92",,,,,,,,,,,,,,,,,,,,,,,,,,
1786,Coffret 4 minis tablette C&L,5060270123552,,,['France'],[],[],,,,,,,,,?,,598,,2502 kj(598 kcal),,48,,29,,25,,19,,10,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1787,Eismann,4059699053282,['Eismann'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788,Dragée au chocoat,3266055326596,,,['France'],[],[],,,,,,,,,?,,457,,1912 kj(457 kcal),,15,,9,,76,,72,,"3,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789,Gel douche,3700937901261,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790,Coton tige,7850053487753,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1791,Mac'n green,5010482761080,,,['France'],[],[],,,,,,,,,?,,69,,289 kj(69 kcal),,"0,4",,"0,1",,"11,5",,"1,5",,"3,9",,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,,,,,,,,
1792,Chocolatine,0230011017050,,,['France'],[],[],,,,,,,,,?,,328,,1372 kj(328 kcal),,19,,12,,33,,10,,"6,3",,"0,73",,"0,292",,,,,,,,,,,,,,,,,,,,,,,,,,
1793,Herbes de Provence,3237580165585,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1794,Crunch peanut butter,29051731,,,['France'],[],[],,,,,,,,,?,,547,,2289 kj(547 kcal),,"36,4",,"9,8",,"25,3",,25,,"25,5",,"0,28",,"0,112",,,,,,,,,,,,,,,,,,,,,,,,,,
1795,Energy balls,8646200008952,,,['France'],[],[],,,,,,,,,?,,92,,385 kj(92 kcal),,"1,3",,"0,2",,"4,2",,"3,8",,"0,6",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1796,Essential BCAA 2:1:1 - Myprotein,5056281162192,['Myprotein'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1797,Echinacea,8699580003963,,,['France'],[],[],,,,,,,,,?,,1,,4 kj(1 kcal),,0,,0,,"0,2",,0,,"0,1",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1798,Jalousie pommes x4,0212207014432,,,['France'],[],[],,,,,,,,,?,,517,,2163 kj(517 kcal),,12,,8,,45,,17,,"6,1",,"0,99",,"0,396",,,,,,,,,,,,,,,,,,,,,,,,,,
1799,Huile de coco,8906002661374,,,['France'],[],[],,,,,,,,,?,,900,,3766 kj(900 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,Steak haché façon bouchère,3265980122853,,"['Viandes', 'Bœuf', 'Steaks', 'Steaks de bœuf', 'Steaks hachés', 'Steaks de bœuf hachés']",['France'],[],[],5 g,en quantité modérée,1.8 g,en quantité modérée,0 g,en faible quantité,0.22 g,en faible quantité,?,,133,-29%,556 kj(133 kcal),-29%,5,-60%,"1,8",-66%,0,-100%,0,-100%,22,+15%,"0,22",+0%,"0,088",+0%,-3,-209%,A,-209%,,"['Etui en carton', 'Barquette', 'Film en plastique']","['Bio', 'Viande Française', 'Viande-bovine-francaise']",,,,E,,,98.0%,0.5%,0.6%,0.6%,0.3%,0.1%,3,,,,,
1801,Granola pomme cannelle,3770016639064,,,['France'],[],[],,,,,,,,,?,,384,,1607 kj(384 kcal),,"13,5",,"1,6",,"55,4",,"25,2",,"11,1",,"0,17",,"0,068",,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Sans sucre ajouté']",,,,,,,,,,,,,,,,,,
1802,Fleur de yahourt,2954671664897,,,['France'],[],[],,,,,,,,,?,,85,,356 kj(85 kcal),,"2,7",,"1,7",,"11,6",,"10,7",,"3,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1803,Moelleux,3115681174357,,,['France'],[],['Sans huile de palme'],,,,,,,,,?,,406,,1699 kj(406 kcal),,18,,4,,52,,14,,"8,1",,"0,55",,"0,22",,,,,,,,['en:palm-oil-free'],,,,,,,,,,,,,,,,,,
1804,Delice de truffe blanche,3017386022479,,,['France'],[],[],,,,,,,,,?,,268,,1121 kj(268 kcal),,28,,"3,2",,"0,9",,"0,6",,"1,9",,"1,08",,"0,432",,,,,,,,,,,,,,,,,,,,,,,,,,
1805,Crème de marrons,03564333,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,
1806,"Eis Hörnchen 110 ML, Bomistery Schoko-minze - Bofrost",0771869110079,['Bofrost'],,['France'],[],[],,,,,,,,,?,,323,,1351 kj(323 kcal),,"18,1",,"14,5",,"34,7",,"24,3",,4,,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,,,,
1807,Pingo Doce,0055270842294,,,['France'],[],[],,,,,,,,,?,,0.11,,0 kj(0 kcal),,7,,"3,5",,18,,9,,1,,"0,1",,"0,04",,,,,,,['Bottle'],,,,,,,,,,,,,,,,,,,
1808,Concombre,3419190124293,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1809,Fromage de chèvre affinés,3760191710016,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810,Levure chimique,4335896110318,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,Noix,3700056703807,,,['France'],[],[],,,,,,,,,?,,714,,2987 kj(714 kcal),,"68,1",,"6,1",,"5,4",,"2,9",,"15,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1812,Terrine de foie de porc aux pommes caramel,3760198111007,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,2219790002363,2219790002363,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1814,Mélange Sambahia,2600223005714,,,['France'],[],[],,,,,,,,,?,,465,,1946 kj(465 kcal),,18,,"6,6",,"65,9",,"12,7",,8,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,,
1815,Cashew Nuts,5025042022921,,,['France'],[],[],,,,,,,,,?,,553,,2314 kj(553 kcal),,"43,8",,3,,"32,7",,"5,9",,"18,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1816,Dr Stuart's Extraordinarily Good Teas,0811639000046,,,['France'],[],[],,,,,,,,,?,,17,,71 kj(17 kcal),,0,,0,,"0,5",,"0,5",,"0,5",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1817,Saucisse de veau au curry,2443995025128,,"['Viandes', 'Charcuteries', 'Saucisses', 'Viandes de veau', 'Saucisses de veau']",['France'],[],[],11.1 g,en quantité modérée,5.1 g,en quantité élevée,5.2 g,en quantité modérée,0.752 g,en quantité modérée,?,,164,-31%,686 kj(164 kcal),-31%,"11,1",-43%,"5,1",-36%,"5,99",+310%,"5,2",+940%,10,-25%,"0,752",-57%,"0,301",-57%,11,-33%,D,-33%,,,,,,,,,,,,,,,,,,,,,
1818,Galette bretonnes,3259426041051,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,['Point Vert'],,,,,,,,,,,,,,,,,,
1819,Sauce Napolitaine,8016874005500,,,['France'],[],[],,,,,,,,,?,,47.919998168945,,200 kj(47 kcal),,"3,1",,"0,37",,"2,9",,"2,9",,"1,67",,"0,32",,"0,128",,,,,,,,,,,,,,,,,,,,,,,,,,
1820,Poivre noir,08554574,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821,Rillettes porc fromage frais et ciboulette,3760141321880,,,['France'],[],[],,,,,,,,,?,,377,,1577 kj(377 kcal),,"34,8",,"14,6",,"2,4",,"0,72",,"13,4",,"0,57",,"0,228",,,,,,,,,,,,,,,,,,,,,,,,,,
1822,Baies de goji,3760092221178,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,1,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1823,Klare Hühner Brühe - Le Gusto,4061458068673,['Le Gusto'],,['France'],[],[],,,,,,,,,?,,5,,21 kj(5 kcal),,"0,5",,"0,2",,"0,6",,"0,5",,"0,5",,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,
1824,Pizza,0218954039360,,,['France'],[],[],,,,,,,,,?,,196,,820 kj(196 kcal),,"6,3",,"3,7",,22,,2,,12,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1825,Fourme D'YSSINGEAUX 50%,0243901036734,,,['France'],[],[],,,,,,,,,?,,50,,209 kj(50 kcal),,25,,2,,2,,0,,10,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,
1826,Merguez Boeuf Mouton,3485310014119,,"['Viandes', 'Charcuteries', 'Saucisses', 'Merguez']",['France'],[],[],28 g,en quantité élevée,11 g,en quantité élevée,1.4 g,en faible quantité,2.3 g,en quantité élevée,?,,314,+19%,1314 kj(314 kcal),+19%,28,+30%,11,+20%,"1,8",-15%,"1,4",+22%,13,-9%,"2,3",+20%,"0,92",+20%,23,+22%,E,+22%,,,,,,,E,,,92.9%,4.8%,1.4%,0.6%,0.3%,0.1%,4,,,,,
1827,Venta petruso,8420335826021,,,['France'],[],[],,,,,,,,,?,,443,,1854 kj(443 kcal),,14,,6,,69,,0,,"8,1",,"2,5",,1,,,,,,,,,,,,,,,,,,,,,,,,,,
1828,Filets de poulet,0212548018564,,['en:Filets de Poulet'],['France'],[],[],2.3 g,en faible quantité,0.7 g,en faible quantité,0.1 g,en faible quantité,0.1 g,en faible quantité,?,,113,-4%,473 kj(113 kcal),-4%,"2,3",-14%,"0,7",-2%,"0,1",-85%,"0,1",-67%,23,+1%,"0,1",-85%,"0,04",-85%,-4,,A,,,"['Barquette', 'Film en plastique']","['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,,,,,,
1829,Le tendre riz du bonheur,4260237454076,,,['France'],[],[],,,,,,,,,?,,359,,1502 kj(359 kcal),,0,,0,,81,,1,,"6,8",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1830,Risotto aux tomates,8018370006050,,,['France'],[],[],,,,,,,,,?,,402,,1682 kj(402 kcal),,"0,7",,"0,1",,89,,"1,2",,"8,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1831,Bo bun crevettes - Agis,3366760045178,['Agis'],,['France'],[],[],,,,,,,,,?,,87,,364 kj(87 kcal),,"1,8",,"0,2",,"14,5",,"3,8",,"2,6",,"1,66",,"0,664",,,,,,,,,,,,,,,,,,,,,,,,,,
1832,Pâté au taureau - Le Père Jean,3357149639293,['Le Père Jean'],,['France'],[],[],,,,,,,,,?,,331,,1385 kj(331 kcal),,30,,"9,3",,12,,0,,14,,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,,,,,,,
1833,Saucisse italienne à griller,2853282032607,,,['France'],[],[],,,,,,,,,?,,198,,828 kj(198 kcal),,13,,"3,8",,"1,3",,0,,19,,"2,2",,"0,88",,,,,,,,,,,,,,,,,,,,,,,,,,
1834,Pomme,0208172041191,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835,Taralli au fenouil,47369078,,,['France'],[],[],,,,,,,,,?,,446,,1866 kj(446 kcal),,14,,"2,1",,69,,"1,2",,"9,5",,"2,6",,"1,04",,,,,,,,,,,,,,,,,,,,,,,,,,
1836,Pain burger,9206015013122,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837,Le poulet nourri aux graines de lin,0215703034706,,,['France'],[],[],,,,,,,,,?,,114,,477 kj(114 kcal),,2,,"0,2",,0,,0,,24,,"0,15",,"0,06",,,,,,,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,,,,,,
1838,Souris d'agneau confite,2224658070781,,,['France'],[],[],,,,,,,,,?,,125,,523 kj(125 kcal),,5,,"1,9",,"1,9",,"0,7",,18,,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,,
1839,La punta di cornetto,8711327382039,,,['France'],[],[],,,,,,,,,?,,522,,2184 kj(522 kcal),,30,,26,,56,,41,,"4,8",,"0,24",,"0,096",,,,,,,,,,,,,,,,,,,,,,,,,,
1840,Les belles d antan oceane tagliatelle a l encre de Seiche,3760183650207,,,['France'],[],[],,,,,,,,,?,,378,,1582 kj(378 kcal),,"1,9",,"0,4",,"77,4",,"3,7",,"13,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841,Domaine des Terres Rouges,3760146555051,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1842,Gazpacho,4031802131582,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Soupes de légumes', 'Soupes froides', 'Gaspacho']",['France'],[],[],2.1 g,en faible quantité,0.3 g,en faible quantité,2.9 g,en faible quantité,0.4 g,en quantité modérée,?,,34,-17%,142 kj(34 kcal),-18%,"2,1",-14%,"0,3",-22%,"2,9",-14%,"2,9",+14%,"0,5",-36%,"0,4",-40%,"0,16",-40%,1,-16%,B,-16%,,,,,,,B,,,8.9%,40.5%,20.0%,12.5%,12.7%,5.4%,98,,,,,
1843,Mini croustillants cachuète & riz soufflé,2600442005908,,,['France'],[],[],,,,,,,,,?,,530,,2218 kj(530 kcal),,32,,7,,44,,27,,14,,"0,95",,"0,38",,,,,,,,,,,,,,,,,,,,,,,,,,
1844,Tome du sud ouest,2486048015684,,,['France'],[],[],,,,,,,,,?,,370,,1548 kj(370 kcal),,31,,21,,"1,2",,"0,5",,21,,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,
1845,Saucisse sèche,0237029018437,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1846,Bonbon au dextrose,3491955559991,,,['France'],[],[],,,,,,,,,?,,370,,1548 kj(370 kcal),,1,,"0,9",,97,,96,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1847,JaffaCakes,5000168203249,,,['France'],[],[],,,,,,,,,?,,379,,1586 kj(379 kcal),,"7,9",,4,,"70,9",,"52,6",,"4,9",,"0,25",,"0,1",,,,,,,,,,,,,,,,,,,,,,,,,,
1848,Olives casses aux herbes de provence,2609828017658,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1849,Sucre dr fleur de coco,3176800019126,,,['France'],[],[],,,,,,,,,?,,382,,1598 kj(382 kcal),,"0,5",,"0,1",,94,,89,,"0,01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850,Canard a foie grasdu sud ouest,3700509200617,,,['France'],[],[],,,,,,,,,?,,535,,2238 kj(535 kcal),,55,,23,,"0,5",,"0,5",,"7,6",,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,,,,,,,
1851,Merguez,2232547023299,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1852,Éclaire vanille chocolat,2836765016400,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1853,"Tartine orge, tomate, zeste d'orange",3760153932289,,,['France'],[],[],,,,,,,,,?,,99,,414 kj(99 kcal),,"5,7",,"0,7",,"9,3",,"2,8",,"1,6",,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,
1854,Poulet aux queues d’ecrevisses - Valette,3598960025562,['Valette'],,['France'],[],[],,,,,,,,,?,,139,,582 kj(139 kcal),,"7,7",,"3,5",,"2,3",,"1,3",,"14,9",,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,
1855,Butter tub - Morrisons,5010251759478,['Morrisons'],,['France'],[],[],,,,,,,,,?,,281,,1176 kj(281 kcal),,"1,3",,"0,3",,"56,5",,"3,2",,9,,"1,09",,"0,436",,,,,,,"['packet', 'ldpe-packet']",,,,,,,,,,,,,,,,,,,
1856,Pain,2030000025183,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857,Zomerfruit - Gwoon,8710624233761,['Gwoon'],,"['France', 'Pays-Bas']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,['Product'],,,,,,,,,,,,,,,,,,,
1858,Le petit maizieron,1000000004984,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,Yaki sushi nori,8809171520766,,,['France'],[],[],,,,,,,,,?,,350,,1464 kj(350 kcal),,0,,0,,40,,0,,40,,20,,8,,,,,,,,,,,,,,,,,,,,,,,,,,
1860,Preparation culinaire olive Picholine et romarin,3770014008053,,,['France'],[],[],,,,,,,,,?,,900,,3766 kj(900 kcal),,100,,14,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1861,Volaille aile de poulet spécial barbecue,0208142035229,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862,Olives vertes avec pâte de amandes - Suntat,8690804359149,['Suntat'],,['France'],[],[],,,,,,,,,?,,107,,448 kj(107 kcal),,10,,2,,1,,0,,"0,8",,"5,7",,"2,28",,,,,,,,,,,,,,,,,,,,,,,,,,
1863,Queijo Fresco,5601098111996,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",['France'],[],[],12 g,en quantité modérée,9 g,en quantité élevée,2.1 g,en faible quantité,0.58 g,en quantité modérée,?,,162,-51%,678 kj(162 kcal),-51%,12,-55%,9,-49%,"3,3",+173%,"2,1",+183%,10,-51%,"0,58",-55%,"0,232",-55%,7,-49%,C,-49%,,,,,,,D,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,
1864,Sauer kirschen - Edeka,4311501621370,['Edeka'],,"['France', 'Allemagne']",[],[],,,,,,,,,?,,346,,1448 kj(346 kcal),,"0,5",,"0,1",,"80,7",,69,,"2,8",,,,,,,,,,,['Portionen'],,,,,,,,,,,,,,,,,,,
1865,TENDERS® - KFC - 5filets de poulet,,['KFC'],"['Viandes', 'Volailles', 'Produits panés', 'Poulets', 'Volailles cuites', 'Poulets cuisinés']",['France'],"['Filets de poulet', 'panure']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",8 g,en quantité modérée,1 g,en faible quantité,0.1 g,en faible quantité,2 g,en quantité élevée,841,+4%,200,+8%,841 kj(200 kcal),+8%,8,-12%,1,-55%,13,+44%,"0,1",-91%,18,+15%,2,+85%,"0,8",+85%,5,+40%,C,+40%,5 filets de poulet,,,,"['Céleri', 'Gluten', 'Lait', 'Soja', 'SO2']",1,D,https://www.kfc.fr/tenders.html,['KFC'],83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,
1866,8411395534711,8411395534711,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867,Jumilia,8436005761202,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868,Regen Bogen - Mccormick,7610071012166,['Mccormick'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,BUCKET TENDERS® - KFC,,['KFC'],"['Viandes', 'Volailles', 'Produits panés']",['France'],"['Filets de poulet', 'panure']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",8 g,en quantité modérée,1 g,en faible quantité,0.1 g,en faible quantité,2 g,en quantité élevée,841,-6%,200,-7%,841 kj(200 kcal),-6%,8,-25%,1,-54%,13,-16%,"0,1",-93%,18,+42%,2,+77%,"0,8",+77%,5,+22%,C,+22%,,,,,"['Céleri', 'Gluten', 'Lait', 'Soja', 'SO2']",1,,https://www.kfc.fr/bucket-tenders.html,['KFC'],,,,,,,,,,,,
1870,turini à la napolitaine,2564756576359,,,['France'],[],[],,,,,,,,,?,,52,,218 kj(52 kcal),,"1,7",,"0,3",,"6,4",,"5,2",,"1,4",,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,
1871,Madeleines - Nature Bio,3257986798613,['Nature Bio'],"['Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",['France'],[],[],26 g,en quantité élevée,2.5 g,en quantité modérée,27 g,en quantité élevée,0.38 g,en quantité modérée,?,,465,+5%,1946 kj(465 kcal),+6%,26,+14%,"2,5",-64%,51,-3%,27,-2%,"6,1",+7%,"0,38",-53%,"0,152",-53%,13,-29%,D,-29%,,,"['Bio', 'Bio européen', 'Nutriscore', 'Nutriscore D']",,,,B,,,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,,,,,
1872,Madeleine st michel,16395879,,,['France'],[],[],,,,,,,,,?,,441,,1845 kj(441 kcal),,22,,"2,3",,55,,23,,"5,8",,"0,72",,"0,288",,,,,,,,,,,,,,,,,,,,,,,,,,
1873,Pita Bites (ail Et Ciboulette),0829515301309,,,['France'],[],[],,,,,,,,,?,,400,,1674 kj(400 kcal),,15,,"1,667",,60,,"3,333",,10,,"1,333",,"0,533",,,,,,,,,,,,,,,,,,,,,,,,,,
1874,Figue et noix,3425475307053,,,['France'],[],[],,,,,,,,,?,,252,,1054 kj(252 kcal),,"2,6",,"0,3",,56,,52,,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,Steack haché - Bigard,3273230251291,['Bigard'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,"['EMB 29233B', 'Quimperlé (Finistère, France)']",,,,,,,,,,,,,,,,,
