,name,bar_code,generic_name,quantity,packaging,brand,categories,labels,ingredients_origins,manufacturing,traceability_code,markets,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,nova_score,allergens,palm_ingredients,link
1465,"Taillefine aux fruits, abricot-fraise-citron-cerise-ananas-pêche - Danone - 2kg (16pots de 125g)",3033490958589,"Spécialité laitière aux fruits, avec édulcorants, enrichie en vitamine D",2 kg (16 pots de 125 g),"['Frais', 'Emballage carton', 'Pots plastique', 'Opercules papier aluminé']",['Danone'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourt aromatisé avec édulcorants', 'Spécialités laitières']","['Peu ou pas de matière grasse', 'Point Vert', 'Sans sucre ajouté', 'Sans matière grasse']",,"['Gers', 'France']","['FR 32.464.040 CE', 'Villecomtal-sur-Arros (Gers, France)']","['Auchan', 'Super U']",['France'],"['Lait écrémé', 'abricot ', '8,5%', 'pêche ', '8,2%', 'cerise ', '8,0%', 'fraise ', '7,5%', 'ananas ', '6,6%', 'citron ', '2%', 'lait écrémé concentré ou en poudre', ""jus d'ananas à base de concentré "", 'dans la variété ananas', 'amidon', 'épaississants : E1422', 'E440', 'E407', 'E415', 'jus de citron concentré ', 'dans les variétés citron et abricot', ""correcteurs d'acidité : E331"", 'E330', 'E270', 'jus de carotte pourpre concentré ', 'dans les variétés cerise et fraise', 'jus de carotte et de citrouille concentré ', 'dans la variété abricot', 'arômes', 'édulcorants : E950', 'E955', 'E960 ', 'dans la variété ananas', 'ferments lactiques ', 'lait', 'vitamine D', ' Contien : lait']",['Non végétalien'],0.1 g,en faible quantité,0.04 g,en faible quantité,5.5 g,en quantité modérée,0.16 g,en faible quantité,?,,42,-58%,176 kj(42 kcal),-58%,"0,1",-97%,"0,04",-98%,"6,3",-53%,"5,5",-56%,"3,8",+4%,"0,16",+40%,"0,064",+40%,-2,-172%,A,-172%,C,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,"['E1422 - Adipate de diamidon acétylé', 'E440 - Pectines', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane', 'E331 - Citrates de sodium', 'E330 - Acide citrique', 'E270 - Acide lactique', 'E950 - Acésulfame K', 'E955 - Sucralose', 'E960 - Glucosides de stéviol', '', 'Risque modéré de sur-exposition']",4,['Lait'],,http://dan-on.com
1466,Danonino de Gervais Paille - Danone - 600g (6x 100g),3033490960094,,600 g (6 x 100 g),"['Carton', 'Pot en plastique']",['Danone'],"['Boissons', 'Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Boissons lactées', 'Boissons fermentées', 'Boissons lactées fermentées', 'Yaourts', 'Yaourts à boire', 'Boissons avec sucre ajouté']",['Sans conservateurs'],,,,,['France'],"['Lait demi-écrémé', 'sucre ', 'en moyenne 8,4%', 'fruits 6% : pêche-abricot', 'fruits rouges ', 'fraise', 'cerise', 'citrate de calcium', 'crème ', 'lait', 'épaississant : amidon transformé', 'gomme guar', ""correcteur d'acidité: acide citrique"", 'arômes', 'lait écrémé en poudre', 'ferments lactiques ', 'lait', 'jus concentré de carotte pourpre', 'vitamine D', 'jus concentré de framboise']",['Non végétalien'],1.7 g,en quantité modérée,1.1 g,en quantité modérée,12.5 g,en quantité élevée,0.11 g,en faible quantité,329,+8%,?,,329 kj(79 kcal),+8%,"1,7",+13%,"1,1",+17%,"12,7",+12%,"12,5",+17%,"2,9",0%,"0,11",+4%,"0,044",+4%,20,+25%,E,+25%,E,67.5%,13.2%,8.7%,6.1%,3.6%,1.0%,32,"['E14XX - Amidons modifiés', 'E412 - Gomme de guar', 'E330 - Acide citrique']",4,['Lait'],,
1467,Danette (le Liégeois Chocolat) 4 pots - Danone - 400g (4x 100g),3033490968120,Dessert lacté au chocolat sous mousse fouettée au cacao,400 g (4 x 100 g),"['Frais', 'Pot', 'Plastique', 'Opercule']","['Danone', 'Danette']","['Produits laitiers', 'Desserts', 'Frais', 'Desserts lactés', 'Crèmes dessert', 'Desserts au chocolat', 'Crèmes dessert rayon frais', 'Desserts lactés au chocolat', 'Liégeois', 'Crèmes dessert chocolat']",['Nouveau'],,"['Danone Produits Frais France (DPFF) - 60 Impasse du Pan Perdu - Les Verchères - 38540 Saint-Just-Chaleyssin', 'Isère', 'Rhône-Alpes', 'France']","['FR 38.408.002 CE', 'Saint-Just-Chaleyssin (Isère, France)']","['Cora', 'Magasins U']",['France'],"['Lait entier ', '54,8 %', 'eau', 'sucre', 'crème ', 'lait', 'perméat de petit lait ', 'lactosérum', ' en poudre', 'cacao maigre ', '2,4 % dont 0,7 % dans la mousse fouettée', 'chocolat 2,1 % ', 'sucre', 'pâte de cacao', 'cacao maigre en poudre', 'émulsifiant : lécithine de soja', 'arôme', 'épaississants : amidon transformé', 'carraghénanes', 'amidon', 'gélatine ', 'non porcine', ""émulsifiant : esters lactiques des mono- et diglycérides d'acides gras"", 'sel']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",5.9 g,en quantité modérée,4.1 g,en quantité modérée,17.9 g,en quantité élevée,0.2 g,en faible quantité,?,,148,-7%,619 kj(148 kcal),-4%,"5,9",-17%,"4,1",-14%,"19,9",+8%,"17,9",+10%,"3,1",+14%,"0,2",+43%,"0,08",+43%,7,-11%,C,-11%,B,72.7%,12.5%,5.4%,5.5%,3.0%,0.8%,77,"['E322i - Lécithine', 'E14XX - Amidons modifiés', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E428 - Gélatine', ""E472b - Ester diacétyl-lactique de mono- et diglycérides d'acides gras""]",4,"['Lait', 'Soja']",,http://www.danoneetvous.com/Mes-Marques/DANETTE/Le-Liegeois/Le-Liegeois-Chocolat-mousse-au-Cacao
1468,Activia brassé les duos Myrtille-Açaï - Danone - 4X125g,3033490968557,Activia brassé,4X125g,['Frais'],"['Danone', 'Activia']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts']",,,,,['Leclerc'],['France'],"['lait entier', 'lait écrémé concentré ou en poudre ', '8,6%', ' : myrtille', 'açai', 'sucre ', '7,8%', 'crème ', 'lait', 'épaississants : E1442', 'E407', 'fructo-oligosaccharides', 'ferments lactiques dont bifidobacterium ', 'bifidus ActiRegularis', 'lait', 'arôme naturel', ""correcteurs d'acidité : E331"", 'E330']",['Non végétalien'],3.5 g,en quantité modérée,2.3 g,en quantité modérée,12.8 g,en quantité élevée,0.381 g,en quantité modérée,422,+14%,?,,422 kj(101 kcal),+10%,"3,5",+7%,"2,3",+12%,"13,3",+21%,"12,8",+27%,"3,5",-7%,"0,381",+231%,"0,152",+231%,4,+31%,C,+31%,,,,,,,,,"['E1442 - Phosphate de diamidon hydroxypropyle', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E331 - Citrates de sodium', 'E330 - Acide citrique']",4,['Lait'],,http://www.danoneetvous.com/Mes-Marques/ACTIVIA/Brasses/Brasse-Lit-de-Myrtille-Acai
1469,Taillefine Plus Cerise (0 % MG) - Danone - 145g,3033491008467,Spécialité laitière sur lit de cerises avec sucre et édulcorants,145 g,"['Frais', 'Pot', 'Plastique', 'Opercule']","['Danone', 'Taillefine']","['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Frais', 'Yaourts', 'Yaourts aux fruits', 'Yaourts à la cerise', 'Yaourts sur lit de fruits', 'Yaourts avec édulcorants']","['Peu ou pas de matière grasse', 'Riche en protéines', 'Sans matière grasse']",,"['Danone Produits Frais France (DPFF) - Route de Savignies - 76220 Ferrières-en-Bray', 'Seine-Maritime', 'Haute-Normandie', 'France']","['FR 76.260.001 CE', 'Ferrières-en-Bray (Seine-Maritime, France)']",['Carrefour'],['France'],"['Lait écrémé', 'cerise ', '11,4 %', 'fructose ', '2,3 %', 'épaississants : amidon transformé', 'farine de graines de caroube', 'jus de sureau concentré', ""correcteurs d'acidité : citrate de sodium"", 'acide citrique', 'arôme', 'ferments lactiques ', 'lait', 'édulcorants : acésulfame-K', 'sucralose']","['Sans huile de palme', 'Non végétalien']",0.1 g,en faible quantité,0.07 g,en faible quantité,6.3 g,en quantité modérée,0.19 g,en faible quantité,?,,62,-39%,259 kj(62 kcal),-39%,"0,1",-97%,"0,07",-97%,"6,9",-51%,"6,3",-51%,"8,2",+125%,"0,19",+62%,"0,076",+62%,-4,-236%,A,-236%,C,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,"['E14XX - Amidons modifiés', 'E410 - Gomme de caroube', 'E331 - Citrates de sodium', 'E330 - Acide citrique', 'E950 - Acésulfame K', 'E955 - Sucralose']",4,['Lait'],,https://www.dan-on.com/fr-fr/retrouver-tous-les-produits-danone/taillefine/plus/taillefine-plus-cerise
1470,Taillefine Plus Framboise - 145g,3033491008481,,145 g,,"['Taillefine', 'Danone']",,,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,
1471,Danio Kiwi - Danone - 150g,3033491008887,Spécialité laitière sur lit de kiwis sucré,150 g,"['Pot', 'Plastique']",['Danone'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts au kiwi', 'Yaourts sucrés', 'Yaourts sur lit de fruits']",['Riche en protéines'],,,"['FR 76.260.001 CE', 'Ferrières-en-Bray (Seine-Maritime, France)']",,['France'],"['lait écrémé', 'kiwi ', '10 %', 'crème ', 'lait', 'sucre ', '5,6 %', 'sucre liquide ', '1 %', 'épaississants : amidon transformé', 'carraghénanes', 'gomme guar', 'arôme naturel', 'concentré des minéraux du lait', 'ferments lactiques ', 'lait', 'colorant : chlorophylle cuivrique', ""correcteurs d'acidité : acide citrique"", 'citrate de sodium']","['Sans huile de palme', 'Non végétalien']",2.4 g,en faible quantité,1.6 g,en quantité modérée,9.9 g,en quantité modérée,0.08 g,en faible quantité,390,-9%,?,,390 kj(93 kcal),-10%,"2,4",-25%,"1,6",-22%,"10,3",-23%,"9,9",-21%,"7,3",+48%,"0,08",-27%,"0,032",-27%,0,-100%,B,-100%,C,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,"['E14XX - Amidons modifiés', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar', 'E141i - Complexes cuivriques de chlorophylles', 'E330 - Acide citrique', 'E331 - Citrates de sodium']",4,['Lait'],,
1472,Activa - Danone,3033491012778,,,"['Barquette', 'Pot']",['Danone'],,,,,,,['France'],"['LAIT FERMENTÉ SUCRÉ', 'ET AU BIFIDUS INGRÉDIENTS entier ', ' 73,6 %', 'fruits : figue ', '8%', 'poire ', '8%', 'abricot ', '8%', 'cerise ', '8%', 'sucre ', '7,6 % en moyenne', 'bit écrémé concentré ou en poudre', 'crème ', 'bit', 'épaississants : amidons transformés', 'pectine', 'gomme xanthane', 'jus de carotte et de raisin concentrés ', 'dans la variété cerise', 'concentré de carotte et de citrouille ', 'dans la variété abricot', 'jus concentré de sureau ', 'dans la vanete figue', ""correcteurs d'acidité: citrate de sodium"", 'acide citrique', 'ferments lactiques dont bifidobacterium']",['Non végétalien'],,,,,,,,,?,,95,,397 kj(95 kcal),,"3,3",,"2,3",,13,,"12,7",,"3,3",,"0,13",,"0,052",,,,,,,,,,,,,,"['E14XX - Amidons modifiés', 'E440 - Pectines', 'E415 - Gomme xanthane', 'E331 - Citrates de sodium', 'E330 - Acide citrique']",4,['Lait'],,
1473,Gervais Maxi saveur Fraise - Danone - 6 * 100g (600g),3033491012808,Fromage blanc sucré aromatisé,6 * 100 g (600 g),"['Carton', 'Plastique']",['Danone'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aromatisés', 'Yaourts sucrés']","['Sans arômes artificiels', 'Sans colorants']",,,"['FR 76.260.001 CE', 'Ferrières-en-Bray (Seine-Maritime, France)']",['INtermarché'],['France'],"['Lait écrémé pasteurisé', 'crème pasteurisée ', 'lait', 'sucre ', '5,8 %', 'fructose ', '2,7 %', 'épaississants : amidon transformé', 'gomme guar', 'citrate de calcium', 'jus concentrés de carotte pourpre et de carotte', 'arôme naturel', ""correcteurs d'acidité : acide citrique"", 'citrate de sodium', 'ferments lactiques ', 'lait', 'vitamine D']","['Sans huile de palme', 'Non végétalien']",2.1 g,en faible quantité,1.5 g,en quantité modérée,11.9 g,en quantité modérée,0.08 g,en faible quantité,394,+6%,?,,394 kj(94 kcal),+4%,"2,1",-24%,"1,5",-14%,"12,3",-1%,"11,9",+1%,"6,3",+77%,"0,08",-30%,"0,032",-30%,1,-70%,B,-70%,B,58.5%,18.6%,8.7%,7.9%,5.0%,1.4%,92,"['E14XX - Amidons modifiés', 'E412 - Gomme de guar', 'E330 - Acide citrique', 'E331 - Citrates de sodium']",4,['Lait'],,
1474,Danonino de gervais à boire - Danone - 600g,3033491013218,Yaourt à boire,600g,['6x100g'],['Danone'],"['Boissons', 'Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Boissons lactées', 'Boissons fermentées', 'Boissons lactées fermentées', 'Yaourts', 'Yaourts à boire', 'Boissons avec sucre ajouté']",['Sans colorants'],,,,,['France'],"['Lait de écrémé  ', '85,1%', 'sucre ', '9,8%', 'concentré des minéraux du lait', 'lait écrémé concentré', 'arômes naturels ', 'lait', 'ferments lactique ', 'lait', 'vitamine D']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",1.5 g,en quantité modérée,0.9 g,en quantité modérée,13 g,en quantité élevée,0.1 g,en faible quantité,?,,77,+7%,322 kj(77 kcal),+6%,"1,5",-1%,"0,9",-5%,13,+15%,13,+21%,"2,9",0%,"0,1",-6%,"0,04",-6%,1,-94%,B,-94%,E,67.5%,13.2%,8.7%,6.1%,3.6%,1.0%,32,,4,['Lait'],,
1475,Danio Vanille - Danone - 150g,3033491027680,Spécialité laitière sucrée à la vanille,150 g,"['Pot', 'Plastique', 'Pot']",['Danone'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Réfrigérés', 'Yaourts', 'Yaourts sucrés', 'Yaourts vanille']","['Point Vert', 'Riche en protéines']",,,"['FR 76.260.001 CE', 'Ferrières-en-Bray (Seine-Maritime, France)']",['Cora'],['France'],"['Lait écrémé', 'crème ', 'lait', 'sucre ', '6,5 %', 'sucre liquide ', '0,7 %', 'épaississants : amidon transformé', 'gomme guar', 'arôme naturel de vanille', 'jus de citron concentré', 'concentré des minéraux du lait', 'ferments lactiques ', 'lait', 'concentré de carotte', 'graines de vanille épuisées', ""correcteur d'acidité: citrate de sodium"", ' Décor : écorce de vanille']","['Sans huile de palme', 'Non végétalien']",2.5 g,en faible quantité,1.8 g,en quantité modérée,10 g,en quantité modérée,0.09 g,en faible quantité,406,+8%,?,,406 kj(97 kcal),+0%,"2,5",-29%,"1,8",-20%,"10,6",-11%,10,-10%,"7,8",+104%,"0,09",-17%,"0,036",-17%,0,-100%,B,-100%,,,,,,,,,"['E14XX - Amidons modifiés', 'E412 - Gomme de guar', 'E331 - Citrates de sodium']",4,['Lait'],,
1476,"Velouté fruix, fraise - Danone - 500g (4pots de 125g)",3033491046070,Spécialité laitière au fruits & enrichie en vitamine D,500 g (4 pots de 125 g),"['Frais', 'Pots plastiques', 'Opercules papier alu', 'Pot']",['Danone'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts à la fraise', 'Yaourts aux fruits mixtés']","['Point Vert', 'Enrichi en vitamine D']",,,,['Super U'],['France'],"['LAIT entier ', '80,3%', ' sucre ', '8,2%', ' fraise ', '5%', ' LAIT écrémé concentré ou enpoudre épaississants : E1422', 'E1442 ', 'amidons transformés', ' concentré des minéraux du LAIT colorants: E160a ', 'caroténoïdes', 'E163 ', 'anthocyanes', ' arôme ferments lactiques ', 'LAIT', "" correcteurs d'acidité: acide citrique "", 'E330', 'citrate de sodium ', 'E331', ' vitamine D']",['Non végétalien'],2.9 g,en faible quantité,2 g,en quantité modérée,12.4 g,en quantité modérée,0.1 g,en faible quantité,?,,92,-6%,385 kj(92 kcal),-5%,"2,9",-3%,2,+5%,"13,4",+2%,"12,4",0%,3,-18%,"0,1",-7%,"0,04",-7%,3,+12%,C,+12%,C,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,"['E1422 - Adipate de diamidon acétylé', 'E1442 - Phosphate de diamidon hydroxypropyle', 'E14XX - Amidons modifiés', 'E160a - Carotènes mélangés', 'E160 - Caroténoïdes', 'E163 - Anthocyanes', 'E330 - Acide citrique', 'E331 - Citrates de sodium']",4,['Lait'],,
1477,Velouté Fruix Fraise - Framboise - Pêche - Abricot - Danone - 2kg (16 * 125g),3033491046278,Yaourt brassé aux fruits enrichi en vitamine D.,2 kg (16 * 125 g),"['Frais', 'Plastique', 'Carton', 'Pots']",['Danone'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts brassés', 'Yaourts brassés aux fruits']","['Source de calcium', 'Point Vert']",,['France'],"['FR 38.408.002 CE', 'Saint-Just-Chaleyssin (Isère, France)']",['Super U'],['France'],"['Lait entier ', '80,3%', 'sucre ', '8,2% en moyenne', 'fruits ', '5%', ' : abricot', 'framboise,', 'fraise', 'pêche', 'lait écrémé concentré ou en poudre', 'épaississants : E1422', 'E1442', 'concentré des minéraux du lait', 'colorants : E160a', 'E163', ""correcteurs d'acidité : E330"", 'E331', 'arômes', 'ferments lactiques ', 'lait', 'vitamine D']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",2.9 g,en faible quantité,2 g,en quantité modérée,12.5 g,en quantité modérée,0.11 g,en faible quantité,389,-4%,?,,389 kj(93 kcal),-5%,"2,9",-5%,2,+3%,"13,5",-1%,"12,5",-2%,3,-13%,"0,11",-4%,"0,044",-4%,3,+1%,C,+1%,C,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,"['E1422 - Adipate de diamidon acétylé', 'E1442 - Phosphate de diamidon hydroxypropyle', 'E160a - Carotènes mélangés', 'E163 - Anthocyanes', 'E330 - Acide citrique', 'E331 - Citrates de sodium']",4,['Lait'],,
1478,Le yaourt sur lit de poires - Gervais - 230g (2x115g),3033491066917,,230 g (2x115g),,['Gervais'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts au lait de vache', 'Yaourts à la poire', 'Yaourts sur lit de fruits']",,,['Allemagne'],['DE BY-601 EG'],,['France'],"['lait entier ', '53,4%', 'crème ', 'lait', 'sucre ', '12,5%', 'poire ', '9%', 'sucre liquide ', '0,9%', 'lait écrémé concentré', 'épaississants: amidon transformé', 'carraghénanes', 'gomme guar', 'protéines de lait', ""correcteurs d'acidité: acide citrique"", 'citrate de sodium', 'concentré des minéraux du lait', 'arôme naturel', 'ferments lactiques ', 'lait']","['Sans huile de palme', 'Non végétalien']",8.2 g,en quantité modérée,5.3 g,en quantité élevée,17 g,en quantité élevée,0.14 g,en faible quantité,653,,?,,653 kj(156 kcal),+61%,"8,2",+160%,"5,3",+157%,"17,6",+33%,17,+36%,"2,8",-15%,"0,14",+26%,"0,056",+26%,8,+173%,C,+173%,C,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,"['E14XX - Amidons modifiés', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar', 'E330 - Acide citrique', 'E331 - Citrates de sodium']",4,['Lait'],,
1479,Activia mangue - Danone,3033491097867,"LAIT FERMENTÉ SUCRÉ, AUX FRUITS ET AU BIFIDUS",,,"['Danone', 'Activia']",,"['Kascher', 'en:Orthodox Union Kosher']",,,,,['France'],"['lait entier ', 'Origine : France', 'mangue ', '8,3%', 'sucre \r', '7', '6%', 'lait écrémé concentré ou en poudre ', 'Origine:UE', 'crème ', 'lait', ' \rOrigine: France', 'épaississants: amidon transformé', 'carraghénanes', '\rconcentré de carotte et de citrouille', 'arôme ', 'lait', 'ferments lactiques dont\rbifidobaterium ', 'Bifidus ActiRegularis', ' ', 'lait', ""correcteurs d'acidité: citrate \rde sodium"", 'acide citrique']",['Non végétalien'],,,,,,,,,?,,97,,406 kj(97 kcal),,"3,4",,"2,3",,"13,1",,13,,"3,3",,"0,13",,"0,052",,,,,,,,,,,,,,"['E14XX - Amidons modifiés', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E331 - Citrates de sodium', 'E330 - Acide citrique']",4,['Lait'],,
1480,Activia Les Inédits Multifruits - Danone - 4 * 125g,3033491107979,,4 * 125 g,"['Pots', 'Plastique']","['Danone', 'Activia']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts au Bifidus', 'Yaourts aux fruits', 'Yaourts sucrés']",,,,,,['France'],"['Lait entier', 'fruits : mangue ', '3%', 'ananas ', '3%', 'pêche ', '2,8%', 'sucre ', '7,5%', 'lait écrémé concentré ou en poudre', 'crème ', 'lait', 'épaississants : E1422', 'E440', 'concentré de carotte et de citrouille', 'ferments lactiques dont bifidobacterium ', 'Bifidus ActiRegularis', ' ', 'lait', 'arôme naturel', ""correcteurs d'acidité : E330"", 'E331']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",3.3 g,en quantité modérée,2.3 g,en quantité modérée,12.8 g,en quantité élevée,0.12 g,en faible quantité,401,+13%,?,,401 kj(96 kcal),+15%,"3,3",+15%,"2,3",+25%,13,+25%,"12,8",+27%,"3,3",-11%,"0,12",-2%,"0,048",-2%,3,+96%,C,+96%,C,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,"['E1422 - Adipate de diamidon acétylé', 'E440 - Pectines', 'E330 - Acide citrique', 'E331 - Citrates de sodium']",4,['Lait'],,
1481,Actimel goût Noix de Coco - Danone - 600g / (6x94.4ml) = 566.4ml,3033491119734,"Lait fermenté à boire, sucré, aromatisé et enrichi en vitmichi en vitamines B6 et D",600 g / (6x94.4ml) = 566.4ml,"['Frais', 'Plastique', 'Carton', 'opercule métal']","['Danone', 'Actimel']","['Boissons', 'Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Boissons lactées', 'Boissons fermentées', 'Boissons lactées fermentées', 'Yaourts', 'Yaourts à boire']","['Source de calcium', 'Point Vert']",,"['Belgique', 'Espagne']","['BE M.319 EC-EG', 'ES 15.00181/V CE']",['Auchan'],['France'],"['Lait partiellement écrémé', 'lait écrémé reconstitué', 'sucre ou sucre liquide ', 'saccharose: 8,9%', 'crème de coco ', '1,5%', 'dextrose ', '0,6%', 'concentré de minéraux du lait', 'épaississants: amidon transformé ', 'E 1442', 'pectine ', 'E 440', 'arôme naturel', ""correcteurs d'acidité: acide citrique "", 'E 330', 'citrate de calcium ', 'E 333', 'ferments lactiques dont Lactobacillus casei ', 'lait', 'vitamine B6', 'vitamine D']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",1.9 g,en quantité modérée,1.3 g,en quantité modérée,12 g,en quantité élevée,0.1 g,en faible quantité,341,+11%,?,,341 kj(82 kcal),+12%,"1,9",+26%,"1,3",+38%,"12,2",+8%,12,+12%,"2,7",-7%,"0,1",-6%,"0,04",-6%,19,+19%,E,+19%,E,67.5%,13.2%,8.7%,6.1%,3.6%,1.0%,32,"['E14XX - Amidons modifiés', 'E1442 - Phosphate de diamidon hydroxypropyle', 'E440 - Pectines', 'E330 - Acide citrique', 'E333 - Citrates de calcium']",4,"['Lait', 'Coco']",,http://www.actimel.fr/produits/goutnoixdecoco
1482,Actimel Goût Myrtille - Danone - 1kg (10 * 100g) / 944ml (10 * 94.4ml),3033491119767,"Lait fermenté a boire, sucré, aromatisé et enrichi en vitmichi en vitamines B6 et D",1 kg (10 * 100 g) / 944 ml (10 * 94.4 ml),"['Frais', 'Plastique', 'Bouteille', 'Opercule métal', 'Carton', 'Pot']","['Danone', 'Actimel']","['Boissons', 'Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Boissons lactées', 'Boissons fermentées', 'Boissons lactées fermentées', 'Yaourts', 'Yaourts à boire', 'Alicaments', 'Laits fermentés']",['Point Vert'],,,"['ES 10.00181/V CE', 'PL 24141601 EC-EG', 'BE M319 EC-EG']",,['France'],"['Lait partiellement écrémé', 'lait écrémé reconstitué', 'sucre ou sucre liquide ', 'saccharose: 8,4%', 'mûre ', '1,2%', 'myrtille ', '1,1%', 'dextrose ', '0,6%', 'épaississant: amidon transformé ', 'E 1442', 'concentré de minéraux du lait', 'arôme', 'ferments lactiques dont Lactobacillus casei ', 'lait', 'vitamine B6', 'vitamine D']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",1.5 g,en quantité modérée,1 g,en quantité modérée,11.6 g,en quantité élevée,0.1 g,en faible quantité,315,+75%,?,,315 kj(75 kcal),+65%,"1,5",+6%,1,+42%,"11,8",+139%,"11,6",+157%,"2,6",-18%,"0,1",-4%,"0,04",-4%,18,+1329%,E,+1329%,E,67.5%,13.2%,8.7%,6.1%,3.6%,1.0%,32,"['E14XX - Amidons modifiés', 'E1442 - Phosphate de diamidon hydroxypropyle']",4,['Lait'],,http://www.actimel.fr/produits/goutmyrtille
1483,La Reine des Neiges Vanille - Danone - 4 * 100g (400g),3033491128981,"Spécialité laitière sucrée, à la vanille, enrichie en vitamine D",4 * 100 g (400g),"['Pot', 'Plastique', 'Carton']",['Danone'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aromatisés', 'Yaourts sucrés', 'Yaourts entiers']","['Sans colorants', 'Sans conservateurs']",,,"['FR 32.464.040 CE', 'Villecomtal-sur-Arros (Gers, France)']",,['France'],"['Lait entier ', '78,1%', 'sucre ', '8,5%', 'lait écrémé concentré ou en poudre', 'eau', 'épaississants : amidon transformé', 'gomme xanthane', 'crème ', 'lait', 'concentré de carotte et de citrouille', 'concentré de minéraux du lait', ""correcteurs d'acidité : acide citrique"", 'citrate de sodium', 'arôme naturel de vanille', 'ferments lactiques ', 'lait', 'concentré de carotte et de pomme', 'vitamine D']","['Sans huile de palme', 'Non végétalien']",2.9 g,en faible quantité,2 g,en quantité modérée,13.2 g,en quantité élevée,0.14 g,en faible quantité,405,+8%,?,,405 kj(97 kcal),+6%,"2,9",-19%,2,-13%,14,+28%,"13,2",+28%,"3,5",0%,"0,14",+26%,"0,056",+26%,2,-20%,B,-20%,B,58.5%,18.6%,8.7%,7.9%,5.0%,1.4%,92,"['E14XX - Amidons modifiés', 'E415 - Gomme xanthane', 'E330 - Acide citrique', 'E331 - Citrates de sodium']",4,['Lait'],,
