,name,bar_code,quantity,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,labels,manufacturing,traceability_code,additives,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,allergens,ingredients_origins,packaging,generic_name,markets,palm_ingredients,link,brand_owner
65,Chocolat de Noël -,8717677073320,,,['France'],"['Sucre', 'beurre de cacao', 'lait écrémé en poudre', 'pâte de cacao', 'beurre concentré ', 'lait', 'poudre de lactosérum ', 'lait', 'lait entier en poudre', 'émulsifiants: lécithine de soja et E476', 'arôme']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,555,2322 kj(555 kcal),33,21,58,57,"6,6","0,28","0,112",,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Aliments et boissons de Noël', 'Chocolats', 'Chocolats de Noël']","['Agriculture durable', 'en:UTZ Certified', 'en:utz-certified-cacao']",,,"['E322i - Lécithine', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin""]",4,33 g,en quantité élevée,21 g,en quantité élevée,57 g,en quantité élevée,0.28 g,en faible quantité,,+2%,+2%,+4%,+8%,+3%,+5%,+2%,+44%,+44%,27,+3%,E,+3%,,,,,,,,"['Lait', 'Soja']",,,,,,,
66,Abs,8717677074167,,,['France'],[],[],?,555,2322 kj(555 kcal),33,21,58,57,"6,6","0,28","0,112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Tony's Chocolonely Melk Hazelnoot 50 Gram,8717677334230,,"[""Tony's Chocolonely""]",['France'],[],[],?,560,2343 kj(560 kcal),"36,3","18,5","47,8","46,4","8,4","0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,melk noga - Tony's Chocolonely,8717677334469,,"[""Tony's Chocolonely""]","['France', 'Pays-Bas']","['suiker*', 'volle melkpoeder', 'cacaoboter* ', 'cacaomassa*', 'noga* ', 'suiker*', 'glucosestroop', 'amandelen 20%', 'honing* ', 'cacaoboter*', 'aardappelzetmeel', 'eiwit', 'natuurlijke vanille aroma*', ' ', 'emulgator: sojalecithine']","['Sans huile de palme', 'Non végétalien']",?,537,2247 kj(537 kcal),"31,5","18,2","53,7",51,"7,8","0,19","0,076",E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']",,,,,4,31.5 g,en quantité élevée,18.2 g,en quantité élevée,51 g,en quantité élevée,0.19 g,en faible quantité,,-3%,-3%,-9%,-7%,+3%,+4%,+9%,-18%,-18%,21,-18%,E,-18%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,['Fruits à coque'],,,Belgische melkchocolade met noga,['Spar'],,,
69,Chocolade letter p,8717677334506,,,['France'],[],[],?,645,2699 kj(645 kcal),"33,2",20,"51,9","50,7","7,7","0,21","0,084",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Puur Meringue Kers - Tony's Chocolonely - 180g,8717677335015,180 g,"[""Tony's Chocolonely""]","['France', 'Pays-Bas']","['cacaomassa', 'suiker', 'cacaoboter', 'pecannoot 6,7%', 'kokosrasp 4,4%', 'emulgator: sojalecithine', ' Kan pinda bevatten en sporen van ei', 'gluten', 'melk en andere noten', ' Ten minste 51% cacao - bestanddelen', ' Koel', 'droog en donker bewaren', 'maar niet in de koelkast!']",[],?,549,2297 kj(549 kcal),"39,9","20,5","43,8","41,4","5,6","0,05","0,02",E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",,,,,4,39.9 g,en quantité élevée,20.5 g,en quantité élevée,41.4 g,en quantité élevée,0.05 g,en faible quantité,,-1%,-1%,+1%,-11%,+13%,+31%,-27%,+7%,+7%,25,+18%,E,+18%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,"['Œufs', 'Fruits à coque']",,,,,,,
71,Tony's Chocolonely Wit 180 Gram - 180g,8717677337842,180 g,"[""Tony's Chocolonely""]","['France', 'Pays-Bas']",[],[],?,570,2385 kj(570 kcal),"36,2","21,8","54,9","54,4","6,1","0,21","0,084",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Dirk'],,,
72,Pilons de poulet,8717677500369,,,['France'],[],[],?,?,,?,,?,,?,,,D,"['Viandes', 'Volailles', 'Poulets', 'Volailles cuites', 'Poulets cuisinés', 'Manchons de poulet']",,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,,,,,
73,Fortune Cookies -,8717677860203,,,['France'],[],[],?,404,1690 kj(404 kcal),"2,6","1,4",89,49,"5,2","0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Oignons Frits 400GR Royal Thai,8717677860500,,['Royal thai'],['France'],['Fat / Fett / vetten / Graisses / Grassi Of which saturates / Davon gesàttigte Fettsâuren / Waarvan verzadigdo vetzuren /'],['Non végétalien'],?,599,2506 kj(599 kcal),44,21,42,8,6,"1,5","0,6",,['Matières grasses'],,,,,,44 g,en quantité élevée,21 g,en quantité élevée,8 g,en quantité modérée,1.5 g,en quantité modérée,,-25%,-25%,-50%,-8%,+18650%,+4838%,+3290%,+669%,+669%,21,+86%,E,+86%,,,,,,,,,,,,,,,
75,Pousses de bambou,8717677862658,,,['France'],[],[],?,19,79 kj(19 kcal),0,0,"3,1",0,"0,7","0,25","0,1",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pousses', 'Pousses de bambou']",,,,,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.25 g,en faible quantité,,-30%,-27%,-100%,-100%,+27%,-100%,-52%,-7%,-7%,1,+156%,B,+156%,87.9%,0.0%,0.0%,4.8%,5.7%,1.5%,80,,,,,,,,
76,Hot Wasabi Rice Crackers,8717677862894,,,['France'],[],[],?,462,1933 kj(462 kcal),17,9,73,"9,1","5,7","2,5",1,B,"['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs', 'en:Wasabi crackers']",,,,,,17 g,en quantité modérée,9 g,en quantité élevée,9.1 g,en quantité modérée,2.5 g,en quantité élevée,,-0%,-1%,-15%,+66%,+23%,+132%,-42%,+25%,+25%,25,+62%,E,+62%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,,,,,,,,
77,Nems,8717677864249,,,['France'],[],[],?,375,1569 kj(375 kcal),15,0,50,35,10,"0,06","0,024",C,"['Plats préparés', 'Nems']",,,,,,15 g,en quantité modérée,0 g,en faible quantité,35 g,en quantité élevée,0.06 g,en faible quantité,,+86%,+86%,+68%,-100%,+121%,+1146%,+45%,-95%,-95%,11,+109%,D,+109%,62.8%,18.1%,4.7%,5.0%,2.0%,7.4%,57,,,,,,,,
78,Royal Kokosnusscreme - Royal Thai,8717677867110,,['Royal Thai'],['France'],"['Kokos-Extrakt 70%', 'Wasser']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,215,900 kj(215 kcal),21,19,"4,8","1,9","1,6","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Psyllium Bio - Mattisson,8717677964505,,['Mattisson'],['France'],['Psyllium biologique 100%'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,194,812 kj(194 kcal),"0,2","0,1","2,5",0,"1,4","0,3","0,12",,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Aiguillette de Poulet Enrobage Multigrains - Sadia - 8kg (8 * 1kg e),8717701002470,8 kg (8 * 1 kg e),['Sadia'],['France'],"['57 % viande de poulet ', '100 % blanc de poulet', 'farine de blé', 'eau', '4 % graines ', 'graines de tournesol', 'graines de lin', 'graines de potiron', 'graines de millet', 'huile de palme', 'sel', 'amidon', 'dextrose', 'farine de riz', 'levure', 'sirop de glucose', 'épices', 'épaississant: gomme xanthane']","['Huile de palme', 'Non végétalien', 'Non végétarien']",821,?,821 kj(196 kcal),6,"1,6",16,"0,5",17,"1,2","0,48",E,"['Viandes', 'Surgelés', 'Plats préparés', 'Préparations de viande', 'Volailles', 'Produits panés', 'Poulets', 'Volailles cuites', 'Préparations au poulet', 'Poulets cuisinés', 'Plats préparés surgelés', 'Poulets panés']","['Halal', 'Produits destinés aux professionnels']",['Thaïlande'],,['E415 - Gomme xanthane'],4,6 g,en quantité modérée,1.6 g,en quantité modérée,0.5 g,en faible quantité,1.2 g,en quantité modérée,-11%,,-11%,-46%,-23%,+1%,-61%,+25%,+2%,+2%,3,-21%,C,-21%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,['Gluten'],['Thaïlande'],"['Carton', 'surgelé', 'Plastique', 'boîte']",Aiguillette de Poulet Enrobage Multigrains,,['Huile de palme'],,
81,10 Glückkskekse HS - Heuschen Schrouff,8717703610086,,['Heuschen Schrouff'],['France'],"[""l'eau"", 'farine de BLE', 'sucre', 'émulsifiant: lecithine de SOJA', 'huile de colza', 'sel', 'poudre à lever: carbonate de sodium', 'arôme de vanille', 'colorant: riboflavine']",[],?,405,1695 kj(405 kcal),"4,8","0,6",83,43,"6,5","0,46","0,184",,,,,,"['E322i - Lécithine', 'E500i - Carbonate de sodium', 'E101i - Riboflavine']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Gluten', 'Soja']",,,,,,,
82,Rice Noodles,8717703611144,,,['France'],[],[],?,360,1506 kj(360 kcal),1,"0,3",80,0,"6,5","10,5","4,2",,['en:Rice Noodles'],,,,,,1 g,en faible quantité,0.3 g,en faible quantité,0 g,en faible quantité,10.5 g,en quantité élevée,,,,,,,,,,,14,,D,,,,,,,,,,,,,,,,
83,Yamato Mix - Goldent Turtle Brand - 300g e,8717703616880,300 g e,['Goldent Turtle Brand'],['France'],"['Riz gluant 92 %', 'sauce de SOJA ', 'SOJA', 'BLÉ', 'sel', 'eau', 'sucre', 'maltodextrine', ' varech', 'poivron', 'sel', 'piment en poudre']","['Sans huile de palme', 'Végétalien', 'Végétarien']",1564,?,1564 kj(374 kcal),0,0,85,2,7,"1,12","0,448",B,"['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs']",,,,,3,0 g,en faible quantité,0 g,en faible quantité,2 g,en faible quantité,1.12 g,en quantité modérée,-22%,,-20%,-100%,-100%,+43%,-49%,-29%,-44%,-44%,4,-74%,C,-74%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,"['Gluten', 'Soja']",,"['Sachet', 'Plastique']",Rice crackers - Yamato Mix,,,,
84,Nouilles de Riz - Golden Turtle Brand - 6kg (60 * 75g),8717703617276,6 kg (60 * 75 g),"['Golden Turtle Brand', ""C'hef""]",['France'],"['Riz', 'sel']","['Sans huile de palme', 'Végétalien', 'Végétarien']",730,?,730 kj(174 kcal),0,,82,,"4,5",,,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Nouilles de riz']","['Végétarien', 'en:gluten-free', 'Halal', '100% naturel']",['Thaïlande'],,,3,0 g,en faible quantité,,,,,,,,,-36%,-100%,,+34%,,-13%,,,,,,,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,,,"['Carton', 'boîte', 'Plastique']",,,,,
85,Vermicelle de Riz Thaï - Golden Turtle Brand - 6kg (120 * 50g),8717703617290,6 kg (120 * 50 g),"['Golden Turtle Brand', ""C'hef""]",['France'],['Riz'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1570,?,1570 kj(375 kcal),1,"0,5",84,0,"7,5",0,0,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Nouilles', 'Vermicelle de riz']","['Végétarien', 'en:gluten-free', 'Halal', '100% naturel']",['Thaïlande'],,,1,1 g,en faible quantité,0.5 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,+29%,,+13%,+56%,+95%,+22%,-100%,+54%,-100%,-100%,-1,-151%,A,-151%,,,,,,,,,,"['Carton', 'boîte', 'Plastique']",,,,,
86,Sauce aigre-douce,8717703617856,,,['France'],[],[],?,200,837 kj(200 kcal),1,"0,5",47,40,"0,5","3,8","1,52",B,"['Epicerie', 'Sauces', 'Sauces aigre-douces']",,,,,,1 g,en faible quantité,0.5 g,en faible quantité,40 g,en quantité élevée,3.8 g,en quantité élevée,,+61%,+63%,+196%,+803%,+78%,+82%,+0%,+225%,+225%,20,+101%,E,+101%,42.4%,22.5%,16.3%,10.1%,5.1%,3.6%,92,,,,,,,,
87,Huile De Sésame - Golden turtle,8717703618495,,['Golden turtle'],['France'],"['No added MSG No added preservatlves', ' No artificial colouring', 'No added flavour enhancers']",[],?,810,3389 kj(810 kcal),90,13,"0,5",0,0,0,0,,['Matières grasses'],,,,,,90 g,en quantité élevée,13 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+1%,+1%,+2%,-43%,+123%,-100%,-100%,-100%,-100%,11,-3%,D,-3%,,,,,,,,,,,,,,,
88,Quick Cooking Egg Noodles - Spring Happiness,8717703620726,,['Spring Happiness'],"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Nouilles', 'Pâtes alimentaires', 'Pâtes aux œufs', 'Nouilles chinoises', 'Nouilles chinoises aux oeufs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Tüte'],Nudeln mit Ei,,,,
89,Black Bean Sauce - Golden Turtle Brand,8717703621419,,['Golden Turtle Brand'],['France'],"['Sauce de soja ', 'eau', 'fèves de soja', 'sel', 'sucre', 'blé', 'ail', 'eau', 'haricots noirs fermentés 12 % ', 'haricots noirs', 'sel', 'huile de soja', 'sauce', 'oignon', 'piment', 'sel', 'huile de sésame', 'amidon de mais', 'poivre noir en poudre']",[],?,210,879 kj(210 kcal),"13,5",5,19,2,"4,5",1,"0,4",,"['Epicerie', 'Sauces']","['100% naturel', 'Sans colorants artificiels', 'Sans colorants', 'Sans exhausteur de goût', 'Sans glutamate', 'Sans conservateurs']",['Thaïlande'],,,3,13.5 g,en quantité modérée,5 g,en quantité modérée,2 g,en faible quantité,1 g,en quantité modérée,,-12%,-11%,-25%,+131%,+92%,-69%,+67%,-59%,-59%,8,-31%,C,-31%,,,,,,,,"['Gluten', 'Graines de sésame', 'Soja']",,,Sauce aux haricots noirs,,,,
90,8717703622850,8717703622850,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Spice paste,8717703626957,,,['France'],[],[],?,430,1799 kj(430 kcal),40,7,13,2,6,"0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Litchis Au Sirop - Sans marque - 567g (230g égoutté),8717703629576,567 g (230 g égoutté),"['Sans marque', 'Heuschen & Schrouff']",['France'],"['Eau', 'litchis', ""correcteur d'acidité : E330"", 'sucre', 'conservateur : E509']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,80,335 kj(80 kcal),"0,5",0,19,16,"0,5",0,0,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Desserts', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Fruits et produits dérivés', 'Fruits en conserve', 'Fruits au sirop', 'Lychees au sirop']",,,,"['E330 - Acide citrique', 'E509 - Chlorure de calcium', '', 'Risque modéré de sur-exposition']",3,0.5 g,en faible quantité,0 g,en faible quantité,16 g,en quantité élevée,0 g,en faible quantité,,+5%,+6%,+159%,-100%,+12%,+1%,-23%,-100%,-100%,-2,,A,,,,,,,,,,['Chine'],['Conserve'],,['Noz'],,,
93,"Glace figue - Le Gapençais - 500ml, 450g",8717729581698,"500 ml, 450 g",['Le Gapençais'],['France'],"['lait entier', 'sucre', 'glucose', 'dextrose', 'figues 15%', ""jaune d'oeuf"", 'crème', 'protéines du lait', 'farine de graines de caroube']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,?,,?,,?,,?,,,B,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces']","['Sans colorants', 'Sans conservateurs']","['133 les fauvins', '05000', 'Gap', 'France']","['FR 05.061.035 CE', 'Gap (Hautes-Alpes, France)']",['E410 - Gomme de caroube'],4,,,,,,,,,,,,,,,,,,,,,,,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,"['Œufs', 'Lait']",,"['Barquette plastique', 'Food safe', 'Congelé']",,,,,
94,Glace au beurre de cacahuètes - Glace de la Ferme,8717729581797,,['Glace de la Ferme'],['France'],[],[],?,227,950 kj(227 kcal),"11,9","4,2",23,"19,7",7,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Glace à la menthe avec grains de stacciatella - Glace de la Ferme,8717729586754,,['Glace de la Ferme'],['France'],[],[],?,266,1113 kj(266 kcal),"13,4","7,5","31,7","27,6","4,8","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Sorbet à la fraise et à la framboise - Les 3 Givrées,8717729589885,,"['Les 3 Givrées', 'Glace de la Ferme']",['France'],[],[],?,148,619 kj(148 kcal),"0,2",0,"35,1","27,4",6,,,C,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets', 'Sorbets multifruits']",,,,,,0.2 g,en faible quantité,0 g,en faible quantité,27.4 g,en quantité élevée,,,,+26%,+26%,-47%,-100%,+29%,+23%,+947%,,,,,,,79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,,,,,,,,
97,Crevettes grises,8717729631942,,,['France'],[],[],?,90,377 kj(90 kcal),"1,9","0,5",0,0,"18,3","0,57","0,228",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Wrap caprese,8717774622018,,,['France'],[],[],?,292,1222 kj(292 kcal),15,4,24,2,12,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Tonijn & sweet chili,8717774622292,,,['France'],[],[],?,249,1042 kj(249 kcal),11,1,26,2,10,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Yoghurt with muesli - Bracamonte,8717774622384,,['Bracamonte'],['France'],"['Boeren yo?hurt & muesll InhiCont : 250 Ingredlenten: {ELK', 'yoghurt CUItUUt', ' GERST', 'ROGOEBLOEM', 'HAVERKORREL8', 'blankB TAFIWE GLUC08ESTROOP', 'rietgulker', 'TARWE', 'TARWEZEMELEN', 'Ingredlttlts: LAIT', 'culture de yaourt', ""DE L'ORGE"", ""FARINE DE D'AVOINE"", 'LE BLEIIe sucre de canne', 'DE BLE', 'de cnnneberge', 'FARINE DE BUE', 'LE BON DE BLE,']",['Non végétalien'],?,157,657 kj(157 kcal),"7,9","3,6","15,6","6,4","5,6","0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Gluten', 'Lait', 'Avoine']",,,,,,,
101,Apple Cranberry Bircher - Starbucks,8717774628461,,['Starbucks'],['France'],[],[],?,142,594 kj(142 kcal),6,3,17,10,4,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Forest fruit & nuts - Starbucks,8717774629635,,['Starbucks'],['France'],"['Yaourt ', '77%', ' [lait', 'culture]', 'mélange de fruits et de noix ', '15%', ' [raisins ', 'raisins', 'huile végétale', 'noix', 'canneberges ', 'sucre', 'canneberge', 'huile de tournesol', 'graines de tournesol', 'pistaches', 'graines de citrouille]', 'coulis de fruit forestier ', '9%', ' [mures', 'baies rouges', 'myrtilles', 'framboises', 'sucre]']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,155,649 kj(155 kcal),8,3,13,5,"6,3","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Lait', 'Fruits à coque']",,,,,,,
103,Vegan Berry Bircher - Starbucks,8717774629642,,['Starbucks'],['France'],"['Yaourt végétal ', '90%', ' [lait de coco ', 'extrait de coco', 'eau', 'flocons d’avoine', 'raisins ', 'raisins', 'huile végétale', 'groseilles bleus', 'eau', 'sirop d’érable', 'quinoa ', 'quinoa', 'sel', 'eau', 'jus de citron ', 'eau', 'jus de citron', 'huile de citron', 'sel]', 'canneberges ', '5%', ' [sucre', 'canneberges', 'huile de tournesol]', 'graines de citrouille ', '5%']","[""Pourrait contenir de l'huile de palme""]",?,213,891 kj(213 kcal),9,6,28,16,4,"0,199","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Walden,8717775540366,,['Walden'],['France'],"['eau', 'sucre', ""jus de pomme concentré'"", 'jus de citron concentré extrait de thé vert ', '0,12%', '*', 'arôme naturel de citronnelle arômes naturels', 'antioxydant acide ascorbique', 'sirop de caramel sucre', 'acidifiant: acide citrique', ' Biologique', ' Meilleur avant: voir bouchon']",[],?,32,134 kj(32 kcal),0,0,"7,7","7,6",0,0,0,,"['Boissons', 'Boissons avec sucre ajouté']",['Bio'],,,"['E300 - Acide ascorbique', 'E330 - Acide citrique']",3,0 g,en faible quantité,0 g,en faible quantité,7.6 g,en quantité élevée,0 g,en faible quantité,,-62%,-64%,-100%,-100%,-61%,-58%,-100%,-100%,-100%,11,-8%,E,-8%,,,,,,,,,,,,,,,
105,Pastasaus Pot 500 Gram (euroshopper) - Euro Shopper,8717775813736,,['Euro Shopper'],['France'],"['Tomatoes ', '82%', 'sugar', 'tomato paste ', '3', '6%', 'onion', 'modified starch', 'salt', 'rapeseed oil', 'basil', 'herbs extract', 'flavouring', 'antioxidant: ascorbic acid', 'onion concentrate', 'garlic powder', 'spice', 'carrot concentrate', 'acid: citric acid', 'mushroom concentrate']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,65,272 kj(65 kcal),"1,2","0,1",12,8,1,"1,6","0,64",,,,,,"['E14XX - Amidons modifiés', 'E300 - Acide ascorbique', 'E330 - Acide citrique']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Fried onions,8717775816379,,,['France'],[],[],?,600,2510 kj(600 kcal),44,21,42,8,6,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Hazelnut SpreadDuo,8717775817994,,,['France'],[],[],?,575,2406 kj(575 kcal),36,"9,5",61,61,"0,7",,,,,"['Agriculture durable', 'en:UTZ Certified']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Crunchy Muesli,8717775818137,,,['France'],[],[],?,442,1849 kj(442 kcal),14,"6,6",66,24,"9,5","0,34","0,136",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Java Wafels,8717813005192,,,['France'],[],[],?,501,2096 kj(501 kcal),26,15,"62,7","37,4","4,1","0,33","0,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Gaufres Sucrées - Vos Banket - 550g,8717813006199,550 g,['Vos Banket'],"['France', 'Pays-Bas']","['Farine de blé', 'sucre ', '25 %', 'margarine ', 'huiles végétales ', 'palme', 'colza', 'eau', 'sel', 'émulsifiants ', ""mono-et diglycérides d'acides gras"", 'lécithine de soja', 'acidifiant acide citrique', 'conservateur : sorbate de potassium', 'colorant béta-carotène', 'arôme', 'œufs', 'eau', 'sirop de sucre inverti', 'levure', 'farine de soja', 'sel', 'conservateur propionate de calcium', 'arôme']","['Huile de palme', 'Non végétalien']",?,432,1807 kj(432 kcal),22,9,52,23,7,1,"0,4",C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Gaufres', 'Gaufres liégeoises']",['Point Vert'],,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E322i - Lécithine', 'E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E160ai - Bêta-carotène', 'E282 - Propionate de calcium']",4,22 g,en quantité élevée,9 g,en quantité élevée,23 g,en quantité élevée,1 g,en quantité modérée,,-5%,-5%,-7%,-26%,-3%,-17%,+17%,+32%,+32%,22,-4%,E,-4%,77.1%,12.7%,5.0%,2.6%,2.6%,0.0%,66,"['Œufs', 'Gluten', 'Soja']",,"['Sachet', 'Plastique']",,,['Huile de palme'],,
111,Tortilla's - Itza,8717853272226,,['Itza'],['France'],"['Farine de blé ', '56%', 'eau', ""l'huile de colza"", 'stabilisants ', 'E422', 'E412', 'farine de seigle ', '2%', 'son de blé brut', 'graines de lin brun', 'sel de cuisine', 'germes de blé grillés', 'graines de lin blond', 'poudres à lever ', 'E500', 'E450', 'sucre émulsifiants ', 'E471', 'E472e', 'acidifiants ', 'E296', 'E330', 'conservateurs ', 'E282', 'E202']","[""Pourrait contenir de l'huile de palme""]",?,314,1314 kj(314 kcal),"6,4","1,3",52,"1,2","9,1","1,4","0,56",,,,,,"['E422 - Glycérol', 'E412 - Gomme de guar', 'E500 - Carbonates de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", 'E296 - Acide malique', 'E330 - Acide citrique', 'E282 - Propionate de calcium', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Gluten'],,,,,,,
