,name,bar_code,eco_score,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,labels,additives,palm_ingredients,allergens,nova_score,quantity,generic_name,packaging,traceability_code,markets,ingredients_origins,manufacturing,link,producer_info
1740,Crème fleurette entière - 30% mat.gr - Netto - 400ml,3250392486280,B,"['Produits laitiers', 'Crèmes', 'Crèmes fleurettes', 'Crèmes liquides']",['France'],"['Crème stérilisée ', 'origine France', "" - Emulsifiants : Esters lactiques des mono et diglycérides d'acides gras - Epaississants : Gomme de Xanthane"", 'Carraghénanes']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",31 g,en quantité élevée,20.9 g,en quantité élevée,3.3 g,en faible quantité,0.11 g,en faible quantité,1243,,?,,1243 kj(297 kcal),+13%,31,+17%,"20,9",+14%,"3,3",-5%,"3,3",+1%,"2,3",-6%,"0,11",+10%,"0,044",+10%,13,+5%,D,+5%,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,['Netto'],,"[""E472b - Ester diacétyl-lactique de mono- et diglycérides d'acides gras"", 'E415 - Gomme xanthane', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",,"['Gluten', 'Lait']",4,400 ml,,,,['Netto'],,,,
1741,Oeufs au plat tendres - Netto,3250392492656,,,['France'],[],[],,,,,,,,,?,,345,,1443 kj(345 kcal),,"0,5",,"0,1",,"79,6",,"60,3",,"6,1",,"0,01",,"0,004",,,,,,,,,,,,,['Netto'],,,,,,,,,,,,,,
1742,Infusion gourmande façon crème caramel - Cotterley,3250392493264,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,['Cotterley'],,,,,,,,,,,,,,
1743,Mélange 3 coques - Paquito,3250392493998,,,['France'],[],[],,,,,,,,,?,,666,,2787 kj(666 kcal),,"62,4",,"5,9",,6,,"3,6",,"16,2",,"0,02",,"0,008",,,,,,,,,,,,,['Paquito'],,,,,,,,,,,,,,
1744,Riz au Lait Saveur Vanille (6+2 Gratuits) - Paturages - 920g - 8*115g,3250392498795,B,"['Produits laitiers', 'Desserts', 'Frais', 'Desserts lactés', 'Puddings', 'Riz au lait', 'Riz au lait saveur vanille', 'Desserts lactés à la vanille']",['France'],"['Lait entier 69%', 'sucre', 'riz 9', '2%', 'eau', 'crème 2', '4%', 'poudre de lait écrémé', 'arôme vanille', 'gélifiant : gomme xanthane', 'sel', 'colorant : rocou']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",3.3 g,en quantité modérée,2.2 g,en quantité modérée,13.8 g,en quantité élevée,0.1 g,en faible quantité,?,,129,-2%,540 kj(129 kcal),-2%,"3,3",-10%,"2,2",-4%,"21,2",+2%,"13,8",+10%,"3,6",+10%,"0,1",-22%,"0,04",-22%,4,+11%,C,+11%,63.9%,15.4%,7.4%,8.1%,4.1%,1.1%,87,['Paturages'],"['Labels de distributeurs', 'Point Vert', 'Fabriqué en France', 'Sélection Intermarché', 'Triman', 'en:lait-francais-french-milk']","['E415 - Gomme xanthane', 'E160b - Rocou']",,['Lait'],4,920 g - 8*115 g,,"['Carton', 'Frais', 'Pot', 'Plastique']","['FR 44.187.001 CE', 'Saint-Père-en-Retz (Loire-Atlantique, France)']",['Intermarché'],,"['Loire Atlantique', 'Pays de la Loire', 'France', 'St Père en Retz', '44']",,
1745,Nounours chocolat - Elodie,3250392534653,,,['France'],"['Sirop de glucose de blé', 'chocolat au lait de couverture 30% ', 'sucre', 'beurre de cacao', 'poudre de lait entier', 'pâte de cacao', 'lactosérum ', 'dont lait', 'émulsifiant : lécithine de soja', 'arôme naturel de vanille', 'sucre', 'dextrose de maïs', 'sucre glace', 'gélatine de porc', 'arôme vanille', 'protéines de lait', ' Cacao : 30% minimum dans le chocolat au lait', ' Traces éventuelles de : gluten', 'arachides', 'fruits à coque', ' INFORMATIONS :']","['Non végétalien', 'Non végétarien']",,,,,,,,,?,,368,,1540 kj(368 kcal),,"9,3",,0,,"68,1",,"62,3",,"3,4",,0,,0,,,,,,,,,,,,,['Elodie'],,"['E322i - Lécithine', 'E428 - Gélatine']",,['Lait'],4,,,,"['EMB 59599C', 'Tourcoing (Nord, France)']",,,,,
1746,Baguette Garance -,3250392537401,A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Baguettes']",['France'],[],[],1 g,en faible quantité,0.2 g,en faible quantité,1.9 g,en faible quantité,1.62 g,en quantité élevée,?,,286,+11%,1197 kj(286 kcal),+11%,1,-57%,"0,2",-55%,"58,6",+20%,"1,9",-16%,"9,1",+10%,"1,62",+33%,"0,648",+33%,5,+64%,C,+64%,46.8%,27.9%,16.1%,8.1%,1.1%,0.0%,95,,,,,,,,,['Papier'],,,,,,
1747,"Bouchées Vapeur - 3 Hacao Poulet, 3 Funko Crevette, 3 Xiu Mai Crevette, Sauce Soja et Sauce Aigre Douce - Itinéraire des Saveurs - 235g e",3250392543761,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Plats préparés', 'Frais', 'Produits à la viande', 'Plats à base de pâtes', 'Plats préparés à la viande', 'Pâtes alimentaires', 'Pâtes farcies', 'Plats préparés frais', 'Pâtes fraîches', 'Pates farcies à la viande', 'Plats à la volaille', 'Ravioli', 'Ravioli frais', 'Ravioli à la viande', 'Plats préparés à réchauffer au micro-ondes', 'Ravioli chinois', 'Ravioli à la crevette', 'Ravioli à la volaille']",['France'],[],[],2.1 g,en faible quantité,0.4 g,en faible quantité,5.3 g,en quantité modérée,1.42 g,en quantité modérée,?,,145,+24%,607 kj(145 kcal),+22%,"2,1",-39%,"0,4",-58%,"23,6",+40%,"5,3",+116%,"7,2",+35%,"1,42",+46%,"0,568",+46%,4,+76%,C,+76%,92.9%,3.7%,1.3%,1.1%,0.6%,0.4%,19,"['Itinéraire des Saveurs', 'Intermarché']","['Labels de distributeurs', 'Sélection Intermarché']",,,,,235 g e,"Bouchées Vapeur - 3 Hacao Poulet, 3 Funko Crevette, 3 Xiu Mai Crevette, Sauce Soja et Sauce Aigre Douce","['Frais', 'Plastique']",,['Intermarché'],,,,
1748,Cabillaud sauvage - Intermarché,3250392543884,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Intermarché'],"['Pêche durable', 'Pêche durable MSC']",,,,,,,,['MSC-C-54754'],,,,,
1749,Spaghettis de carottes - saint Eloi - 350g,3250392544805,,,['France'],"['carottes 99,7 %', 'sel']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,51,,213 kj(51 kcal),,"0,5",,"0,1",,"9,8",,"4,8",,"0,9",,"0,3",,"0,12",,,,,,,,,,,,,['saint Eloi'],,,,,,350g,,,,['Intermarché'],,,,
1750,Spaghettis de courgettes - Saint Eloi,3250392544836,,,['France'],[],[],,,,,,,,,?,,107,,448 kj(107 kcal),,"0,5",,"0,1",,"3,9",,"1,7",,"1,7",,"0,5",,"0,2",,,,,,,,,,,,,['Saint Eloi'],,,,,,,,,,,,,,
1751,Cantal jeune - Intermarché,3250392548551,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Cantal', 'Cantal jeune']",['France'],"['Lait pasteurisé', 'sel', 'ferments lactiques', 'présure']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",28 g,en quantité élevée,19 g,en quantité élevée,0.5 g,en faible quantité,2 g,en quantité élevée,?,,354,-4%,1481 kj(354 kcal),-4%,28,-5%,19,-8%,"1,4",-7%,"0,5",+52%,24,0%,2,+7%,"0,8",+7%,17,+2%,D,+2%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,['Intermarché'],,,,['Lait'],3,,,,"['FR 63.380.002 CE', 'Saint-Nectaire (Puy-de-Dôme, France)']",['Intermarché'],,,,
1752,3250392549312,3250392549312,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,Pain sans gluten - Regain,3250392551261,,,['France'],[],[],,,,,,,,,?,,312,,1305 kj(312 kcal),,"7,3",,"0,8",,"53,5",,"6,9",,"1,7",,"1,27",,"0,508",,,,,,,,,,,,,['Regain'],['en:gluten-free'],,,,,,,,,,,,,
1754,Epinards - Saint Eloi - 350g,3250392551803,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Aliments à base de plantes frais', 'Légumes-feuilles', 'Légumes frais', 'Épinards', 'Épinards frais']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,45.1%,0.0%,0.0%,22.1%,31.7%,1.1%,99,"['Saint Eloi', 'Intermarché', 'Les Crudettes']",['Sans conservateurs'],,,,,350 g,,,"['EMB 13018D', 'Cabannes (Bouches-du-Rhône, France)']",,,,,
1755,Saucisses lentilles,3250392551896,,,['France'],[],[],,,,,,,,,?,,115,,481 kj(115 kcal),,"5,8",,"2,1",,"6,1",,"2,2",,"8,6",,"1,23",,"0,492",,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,
1756,Coeurs de scarole - Saint Eloi,3250392552008,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Aliments à base de plantes frais', 'Légumes frais']",['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,0,-100%,0 kj(0 kcal),-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,-5,,A,,,,,,,,,['Saint Eloi'],,,,,,,,,,,,,,
1757,Feuille de chêne en sachet - Saint Eloi,3250392552480,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,['Saint Eloi'],['Sans conservateurs'],,,,,,,,,,,,,
1758,Crevettes Cuites Bio AB 40/60 - Intermarché - 300g,3250392555528,C,"['Produits de la mer', 'Crustacés', 'Crevettes']",['France'],"['Crevettes ', 'Pengeus vannamei', 'élevées en Equateur', ""issues de l'agriculture biologique"", 'sel', 'antioxydant : disulfites de sodium', 'acidifiant : acide citrique', ' Confient : Crustacés', 'sulfites', ' Traces éventuelles de : Poissons', 'mollusques']","['Non végétalien', 'Non végétarien']",0.5 g,en faible quantité,0.1 g,en faible quantité,0.5 g,en faible quantité,1.4 g,en quantité modérée,?,,91,-14%,381 kj(91 kcal),-13%,"< 0,5",-77%,"< 0,1",-78%,"0,6",-45%,"< 0,5",+43%,21,+15%,"1,4",-5%,"0,56",-5%,2,-20%,B,-20%,78.1%,0.0%,4.9%,11.3%,2.5%,3.2%,38,['Intermarché'],"['Bio', 'Bio européen', 'Agriculture non UE', 'AB Agriculture Biologique', 'FR-BIO-10', 'Nutriscore', 'Nutriscore B']","['E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique']",,"['Crustacés', 'Anhydride sulfureux et sulfites']",3,300 g,,,"['FR 56.098.005 CE', 'Lanester (Morbihan, France)', 'FR 56.121.179 CE', 'Lorient (Morbihan, France)']",,['Équateur'],,,
1759,twister goût pizza - Bouton d'Or,3250392558109,,,['France'],[],[],,,,,,,,,?,,448,,1874 kj(448 kcal),,"15,7",,"1,5",,"70,6",,"2,2",,4,,"3,6",,"1,44",,,,,,,,,,,,,"[""Bouton d'Or""]",,,,,,,,,,,,,,
1760,Glace confiture de lait,3250392563028,,,['France'],[],[],,,,,,,,,?,,205,,858 kj(205 kcal),,"6,4",,"4,6",,"34,7",,"27,1",,2,,"0,16",,"0,064",,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,Colosse double coco,3250392563141,,,['France'],[],[],,,,,,,,,?,,347,,1452 kj(347 kcal),,"20,3",,"15,1",,"36,5",,"31,1",,"3,3",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,Saucisse de Toulouse bio,3250392605704,,,['France'],[],[],,,,,,,,,?,,246,,1029 kj(246 kcal),,20,,"7,8",,"1,4",,1,,15,,2,,"0,8",,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,
1763,Hachis parmentier - Monique Ranou,3250392608996,E,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au bœuf', 'Hachis parmentier']",['France'],[],[],4.6 g,en quantité modérée,3 g,en quantité modérée,2.2 g,en faible quantité,0.8 g,en quantité modérée,?,,110,-13%,460 kj(110 kcal),-11%,"4,6",-25%,3,+3%,"9,8",-2%,"2,2",+37%,"6,6",+6%,"0,8",+10%,"0,32",+10%,2,-31%,B,-31%,91.5%,4.4%,1.4%,1.5%,0.8%,0.5%,27,['Monique Ranou'],"['Bio', 'Nutriscore']",,,,,,,,,,,,,
1764,Beurre Doux - Domaine de la Claie - 250g,3250392611699,E,"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres doux']",['France'],"['crème* pasteurisée ', 'origine: UE', 'ferments lactiques*', ' *Dont lait']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",82 g,en quantité élevée,55 g,en quantité élevée,0.8 g,en faible quantité,0.05 g,en faible quantité,?,,744,+2%,3113 kj(744 kcal),+2%,82,+1%,55,-0%,"0,8",+8%,"0,8",+18%,"0,6",-12%,"0,05",-19%,"0,02",-19%,19,+2%,E,+2%,91.6%,4.9%,1.3%,1.2%,0.8%,0.2%,27,['Domaine de la Claie'],,,,['Lait'],2,250 g,,,"['FR 44.187.001 CE', 'Saint-Père-en-Retz (Loire-Atlantique, France)']",,['Union européenne'],,,
1765,Beurre Moulé Demi-Sel - Domaine de la Claie - 250g e,3250392611750,E,"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres demi-sel', 'Beurres moulés']",['France'],[],[],80 g,en quantité élevée,54 g,en quantité élevée,0.7 g,en faible quantité,2.2 g,en quantité élevée,?,,725,-2%,3033 kj(725 kcal),-1%,80,-2%,54,-4%,"0,7",+3%,"0,7",+14%,"0,5",-29%,"2,2",+121%,"0,88",+121%,28,+23%,E,+23%,91.5%,4.9%,1.3%,1.2%,0.8%,0.2%,27,['Domaine de la Claie'],,,,,,250 g e,Beurre Moulé Demi-Sel,"['Frais', 'Plastique']",,,,,,
1766,2 CROQUE-MONSIEUR Poulet Fromage,3250392653972,D,"['Sandwichs', 'Croque-monsieur']",['France'],[],[],9.8 g,en quantité modérée,4.1 g,en quantité modérée,4.5 g,en faible quantité,1.9 g,en quantité élevée,?,,270,+14%,1130 kj(270 kcal),+12%,"9,8",-7%,"4,1",-22%,"32,3",+29%,"4,5",+47%,"12,2",+12%,"1,9",+28%,"0,76",+28%,15,+20%,D,+20%,75.7%,13.8%,5.3%,3.1%,1.7%,0.5%,51,,,,,,,,,,,,,,,
1767,On Off Punch PLANTEUR - 70cl,3250395001572,,['Punch planteur'],['France'],"['Eau', ""rhum:98,87% de l'alcool total "", '94% rhum blanc', '6% de rhum vieux', ' sucre', ""jus d'orange a base de concentré : 10%"", 'acidifiant: acide citrique', ""arôme naturel d'orange"", 'aromes naturels', 'colorants: E102-E110', 'stabilisant: E445']",[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['On off'],,"['E330 - Acide citrique', 'E102 - Tartrazine', 'E110 - Jaune orangé S', 'E445 - Esters glycériques de résine de bois']",,,4,70cl,,,,,,,,
1768,Cannelle moulue - Amora - 33g,3250541008363,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Cannelle', 'Cannelle en poudre', ""Produits vendus avant l'an 2000"", 'Produits vendus dans les années 1980']",['France'],['Cannelle moulue'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",6 g,en quantité modérée,1 g,en faible quantité,5 g,en quantité modérée,21 g,en quantité élevée,?,,155,,649 kj(155 kcal),-48%,6,-64%,1,,5,-81%,5,,15,+157%,21,,"8,4",,,,,,63.0%,0.0%,17.9%,13.1%,5.9%,0.0%,78,['Amora'],,,,,1,33 g,Cannelle moulue,"['Flacon', 'Verre']","['EMB 21355', ""Longvic (Côte-d'Or, France)""]",['Continent'],,,,
1769,"Fromage pour Raclette Cêpes en morceaux - Ermitage - 0,200kg",3250550016618,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée non cuite', 'Fromages pasteurisés', 'Raclettes', 'Fromages en tranches']",['France'],"['Lait pasteurisé', 'sel', 'ferments', 'enzymes coagulantes', 'colorant : rocou', 'conservateur ', 'surface', ' : E325', 'arôme cèpes ', '1,2 % environ', 'cèpes jaunes séchés ', '0,5 % environ']",['Non végétalien'],28 g,en quantité élevée,18 g,en quantité élevée,1 g,en faible quantité,1.5 g,en quantité modérée,1496,+5%,358,+3%,1496 kj(358 kcal),+4%,28,+2%,18,-3%,1,+36%,1,+133%,"25,5",+8%,"1,5",-11%,"0,6",-11%,15,-4%,D,-4%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,['Ermitage'],,"['E160b - Rocou', 'E325 - Lactate de sodium']",,['Lait'],4,"0,200 kg",,"['Barquette', 'Plastique']","['FR 25.531.001 CE', 'Santoche (Doubs, France)']","['U Express', 'Simply']",,"['Franche-Comté', 'France']",,
1770,Raclette Curry 200g - Ermitage - 200g,3250550018698,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Raclettes', 'Fromages en tranches']",['France'],"[""Fromage pour repas raclette au curry à l'indienne Ermitage Fromage en tranches à pâte pressée non cuite Irvedients: tait pasteurisé"", 'ferments', 'enzymes coagulantes', 'colorant ', 'croûte', ': rocou', 'cnnservateur ', 'surface', ': E235 arôme naturel ', '1,1%', "" p antes aromatiques et de cumy' "", '03%', ' Lait origine France']",['Non végétalien'],28 g,en quantité élevée,18 g,en quantité élevée,1 g,en faible quantité,1.5 g,en quantité modérée,?,,360,+4%,1506 kj(360 kcal),+5%,28,+2%,18,-3%,1,+36%,1,+133%,"25,5",+8%,"1,5",-11%,"0,6",-11%,15,-4%,D,-4%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,['Ermitage'],,"['E160b - Rocou', 'E235 - Natamycine']",,,4,200 g,,,,,,,,
1771,Fromage Râpé 50 % Emmental - Plus de saveur Special Restauration - 1kg,3250551905201,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages râpés', 'Emmentals râpés']",['France'],"[""98% de mélange d'emmental et de fromages fondus "", ""50% d'emmental Français - Fromage à pâte pressée cuite"", '49', '2% de fromages fondus', '0,8% de sels de fonte : E331', 'E335', 'E452', ""2% d'antiagglomérant : fécule"", ' Distribué par FTRECAL— BPI 88140 Bulgnéville', ' A conserver entre +2°C et +8°C']",['Non végétalien'],29 g,en quantité élevée,20 g,en quantité élevée,1 g,en faible quantité,1 g,en quantité modérée,?,,384,+3%,1607 kj(384 kcal),+3%,29,+0%,20,+2%,3,+231%,1,+148%,27,-1%,1,+32%,"0,4",+32%,13,+9%,D,+9%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,['Plus de saveur Special Restauration'],,"['E331 - Citrates de sodium', 'E335 - Tartrates de sodium', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition']",,['Lait'],4,1 kg,,,"['FR 88.446.004 CE', 'Saulxures-lès-Bulgnéville (Vosges, France)']",,,,,
1772,Fruit de nos régions - 315g e,3251140001113,A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'abricot""]",['France'],"['Abricots du Roussillon 65 %', 'sucre', 'gélifiant: pectines', 'acidifiant: acide citrique', 'antioxydant: acide ascorbique']",[],0.5 g,en faible quantité,0.5 g,en faible quantité,47.6 g,en quantité élevée,0.03 g,en faible quantité,?,,204,-7%,854 kj(204 kcal),-7%,"< 0,5",+121%,"< 0,5",+1071%,"50,1",-6%,"47,6",-6%,"< 0,5",-0%,"0,03",+36%,"0,012",+36%,10,+11%,C,+11%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,"['Fruit De Nos Regions', 'Fruits de Nos Régions', 'Intermarché']","['Fabriqué en France', 'Fabriqué en Corrèze']","['E440 - Pectines', 'E330 - Acide citrique', 'E300 - Acide ascorbique']",,,4,315 g e,,"['Bocal', 'Pot', 'Verre', 'métal']","['EMB 19123', 'Malemort-sur-Corrèze (Corrèze, France)']",['Intermarché'],"['France', 'Roussilon']",['Corrèze'],,
1773,Confiture Extra d'abricots -,3251140008990,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'abricot""]",['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,56 g,en quantité élevée,0 g,en faible quantité,?,,228,+4%,954 kj(228 kcal),+4%,0,-100%,0,-100%,57,+7%,56,+11%,"0,4",-20%,0,-100%,0,-100%,11,+22%,D,+22%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,,,,,,,,,,,,,,
1774,12 Oeufs De Poules élevées En Plein Air,3251320081348,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775,20 Oeufs bio de poules élevées en plein air,3251320621254,C,"[""Produits d'élevages"", 'Œufs', 'Œufs de poules', 'Œufs de poules élevées en plein air', 'en:Organic eggs']",['France'],[],[],1 g,en faible quantité,1 g,en faible quantité,1 g,en faible quantité,1 g,en quantité modérée,?,,1,-99%,4 kj(1 kcal),-99%,1,-89%,1,-54%,1,+47%,1,+111%,1,-91%,1,+410%,"0,4",+410%,4,,C,,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,,"['Bio', 'Bio européen', 'FR-BIO-09']",,,,,,,,,,,,,
1776,Gaufrette glace vanille - Pilpa - 6,3251510193004,B,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Cônes glacés']",['France'],[],[],14 g,en quantité modérée,11 g,en quantité élevée,25 g,en quantité élevée,0.1 g,en faible quantité,?,,282,+5%,1180 kj(282 kcal),+5%,14,+19%,11,+24%,35,-5%,25,-6%,"2,9",-1%,"0,1",-35%,"0,04",-35%,18,+15%,D,+15%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,['Pilpa'],,,,,,6,,,,,,,,
1777,Mickey - Nestlé - 210g,3251512994005,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Nestlé'],,,,,,210g,,,,,,,,
1778,Sorbet,3251513953001,C,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets']",['France'],[],[],0.5 g,en faible quantité,0.1 g,en faible quantité,23.8 g,en quantité élevée,0.1 g,en faible quantité,?,,107,-12%,448 kj(107 kcal),-12%,"0,5",+75%,"0,1",+8%,"26,4",-7%,"23,8",-2%,"0,5",+10%,"0,1",+233%,"0,04",+233%,6,+14%,C,+14%,79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,,,,,,,,,,,,,,,
1779,Tarte chocolet praliné fabuleuse - Fauchon - 430g,3251515357005,,"['Surgelés', 'Biscuits et gâteaux', 'Tartes', 'Gâteaux', 'Tartes sucrées', 'Tartes au chocolat', 'Gâteaux et pâtisseries surgelés']","['Canada', 'France']","['chocolat au lait et aux noisettes gianduja 19% ', 'sucre ', ' noisettes 4,8% ', ' beurre de cacao', ' poudre de lait entier', ' pâte de cacao', ' émulsifiant : lécithine de soja', ' ', ' farine de blé ', ' crème ', '14%', ' ', ' sucre', ' beurre pâtissier ', '9,3%', ' lait écrémé reconstitué ', ' chocolat noir 6,5% ', 'pâte de cacao ', ' sucre ', ' cacao maigre en poudre ', ' émulsifiant lécithine de soja', ' arôme naturel de vanille', ' sirop de glucose', ' eau', ' praliné 2,9% ', 'noisettes', ' sucre', ' oeufs entiers', ' éclats de noisettes caramélisées ', 'noisettes', ' sucre', ' logo au chocolat blanc coloré ', 'chocolat blanc ', 'sucre ', ' beurre de cacao ', ' poudre de lait entier', ' arôme naturel de vanille', ' beurre de cacao ', ' sucre', ' colorants: dioxyde de titane', 'oxyde et hydroxyde de fer', ' sel', ' dextrose', ' poudre à lever: diphosphates', 'carbonates de sodium ', ' gélifiant: pectine', ' acidifiant: acide citrique']",['Non végétalien'],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Fauchon'],,"['E322i - Lécithine', 'E171 - Oxyde de titane', 'E172 - Oxyde et hydroxyde de fer', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', 'E440 - Pectines', 'E330 - Acide citrique']",,"['Œufs', 'Gluten', 'Lait', 'Fruits à coque']",4,430 g,,"['Surgelé', 'Carton', 'boîte']","['EMB 64134', 'Bonloc (Pyrénées-Atlantiques, France)']",['Metro'],,,https://www.metro.ca/epicerie-en-ligne/allees/aliments-surgeles/boulangerie/tartes-et-patisseries/tarte-chocolat-praline-fabuleuse-surgelee/p/3251515357005,
