,name,bar_code,eco_score,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,brand,quantity,nova_score,markets,packaging,traceability_code,allergens,additives,palm_ingredients,ingredients_origins,brand_owner,generic_name,manufacturing,link,producer_info
1146,Piments turques,8696801001579,,,['France'],[],[],,,,,,,,,?,,23,,96 kj(23 kcal),,"0,37",,"0,35",,"3,1",,"0,25",,"0,76",,"3,22",,"1,288",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,Sachet de croûton - U - 0.400kg,2005051000007,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Croûtons']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.8%,8.3%,1.9%,1.8%,0.2%,0.0%,35,,['U'],0.400kg,,,,,,,,,,,,,
1148,4 éclairs au chocolat -,3760197636747,,"['Biscuits et gâteaux', 'Pâtisseries', 'Éclairs', 'Éclairs au chocolat']",['France'],"['Eau', 'lait entier', 'oeuf', 'fondant ', 'sucre', 'sirop de glucose', 'eau', 'préparation en poudre pour crème pâtissière ', 'sucre', 'amidon modifié', 'crème en poudre', 'dextrose', 'épaississant : alginate de sodium', 'arôme naturel de vanille', 'sel', 'colorant: caroténoides', 'farine de blé', 'beurre concentré', 'cacao maigre en poudre 2,8%*', 'chocolat 2,5%* ', 'pâte de cacao', 'sucre', 'beurre de cacao', 'émulsifiant: lécithines ', 'contient soja', 'arôme vanille', 'stabilisants : sorbitols', 'glycérol', ' amidon', 'sirop de glucose déshydraté', 'épaississants : pectines', 'agar-agar', ' sel', 'pâte de cacao 0,1%*', 'poudres à lever ', 'contient blé', ' : diphosphates', 'carbonates de sodium', ' sucre', 'acidifiant: E334', 'émulsifiant: lécithines ', 'contient soja', "" *Pourcentages exprimés sur L'éclair"", ' Les informations soulignées dans la liste des ingrédients et reprises ci-dessous sont destinées aux personnes allergiques: CONTIENT : lait', 'oeufs', 'céréales contenant du gluten et soja', ' PEUT CONTENIR des traces de : fruits à coque ', 'amandes', 'noix', 'noisettes et pistaches', ' et poissons']","['Non végétalien', 'Non végétarien']",11 g,en quantité modérée,6.7 g,en quantité élevée,21 g,en quantité élevée,0.39 g,en quantité modérée,?,,254,-1%,1063 kj(254 kcal),-1%,11,-11%,"6,7",+16%,33,+4%,21,+4%,0,-100%,"0,39",+2%,"0,156",+2%,14,+9%,D,+9%,,,,,,,,,,,4,,,,"['Œufs', 'Gluten', 'Lait', 'Soja']","['E14XX - Amidons modifiés', 'E401 - Alginate de sodium', 'E160 - Caroténoïdes', 'E322 - Lécithines', 'E420 - Sorbitol', 'E422 - Glycérol', 'E440 - Pectines', 'E406 - Agar-agar', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', 'E334 - Acide L-tartrique']",,,,,,,
1149,Comté - Pâturages - 537g,0209225046774,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",['France'],"['lait cru de vache', 'sel', 'ferments lactiques', 'présure']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",35 g,en quantité élevée,23 g,en quantité élevée,0.5 g,en faible quantité,0.9 g,en quantité modérée,?,,418,+5%,1749 kj(418 kcal),+6%,35,+7%,23,+6%,"0,5",+8%,"0,5",+80%,27,+7%,"0,9",-8%,"0,36",-8%,13,-3%,D,-3%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,['Pâturages'],537 g,3,,['sachet plastique'],,['Lait'],,,,,,,,
1150,Délice d'asperge à la truffe,3443705060653,,,['France'],[],[],,,,,,,,,?,,168,,703 kj(168 kcal),,14,,"8,1",,"6,5",,"1,3",,"2,4",,"0,83",,"0,332",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,Salami Milano,3264056095916,,,['France'],[],[],,,,,,,,,?,,382,,1598 kj(382 kcal),,31,,12,,"0,5",,"0,5",,25,,"4,6",,"1,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,Tradition graines maison,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,Châteauneuf-du-pape,3760098144051,C,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Châteauneuf-du-Pape']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,,,,['France'],,,,,
1154,Poivre Malabar Grains Bio 40G,3456300001006,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,
1155,whiskey Bourbon - fire water - .70,8412449100289,C,"['Boissons', 'Boissons alcoolisées', 'Alcools forts', 'Eaux-de-vie', 'Whiskys']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,0.0%,41.3%,42.0%,11.2%,3.5%,2.0%,57,['Fire water'],['fire water'],.70,,,['Bouteille'],,,,,,,,,,
1156,Croquants aux framboises,3321927353046,,,['France'],[],[],,,,,,,,,?,,398,,1665 kj(398 kcal),,"4,9",,"2,1",,81,,43,,7,,"0,43",,"0,172",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,Nouilles aux légumes,3353820012560,,,['France'],[],[],,,,,,,,,?,,98,,410 kj(98 kcal),,3,,"0,4",,14,,"2,4",,"2,7",,"0,34",,"0,136",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,Extrait de vanille tahitensis,3660152730223,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,Haricots verts en conserve,3770004052325,,,['France'],[],[],,,,,,,,,?,,15,,63 kj(15 kcal),,"0,09",,"0,02",,"1,55",,"0,61",,"1,03",,"0,96",,"0,384",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,Miel de bruyère - Serramel - 500g,5602132656053,A,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de bruyère']",['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,81 g,en quantité élevée,0 g,en faible quantité,?,,304,+6%,1272 kj(304 kcal),+6%,0,,0,,82,+15%,81,+95%,0,-100%,0,,0,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,['Serramel'],500 g,,,['Pot en verre'],,,,,['Portugal'],,,,,
1161,Saumur champigny,3760177962743,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,Frisellini uvetta e cipolla,8021327001602,,,['France'],[],[],,,,,,,,,?,,305,,1276 kj(305 kcal),,"13,08",,"1,71",,"40,93",,"8,3",,"7,58",,"1,53",,"0,612",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,Gouda vieux,0212431019098,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages des Pays-Bas', 'Goudas', 'Goudas vieux']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,,,
1164,Caviar,3558070000361,,,['France'],[],[],,,,,,,,,?,,256,,1071 kj(256 kcal),,16,,"3,7",,"1,5",,"0,7",,28,,"3,3",,"1,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,Poulet mariné petits pois carottes - William Saurin - 760g,3261055937797,D,"['Viandes', 'Volailles', 'Poulets', 'Volailles cuites', 'Poulets cuisinés', 'Manchons de poulet', 'en:Chicken with vegetables', 'en:Marinated chicken']",['France'],"['Légumes : petits pois 21,5%', 'carottes 21,5%', ' Jus cuisiné: eau', 'vin blanc', 'amidon transformé de mais', 'arômes', 'bouillon de poule aromatisé', 'graisse de canard', 'concentré de tomate', 'sel', 'sucre', 'arôme de fumée', 'thym', 'sucre caramélisé', ' Pilons de poulet marinés non désossés précuits 25% ', 'pilons de poulet', 'graisse de canard', 'sel', 'sucre caramélisé', 'thym', 'arôme', 'lardons fumés 4% ', 'poitriné de porc', 'sel', 'sirop de glucose', 'arômes', "" Viande d'Origine Union Européenne""]","['Non végétalien', 'Non végétarien']",2.8 g,en faible quantité,0.9 g,en faible quantité,2 g,en faible quantité,1 g,en quantité modérée,?,,73,-59%,305 kj(73 kcal),-59%,"2,8",-70%,"0,9",-65%,"3,4",+143%,2,+203%,"7,4",-62%,1,+10%,"0,4",+10%,0,-100%,B,-100%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,['William Saurin'],760 g,4,,['Jar'],,,['E14XX - Amidons modifiés'],,,,,,,
1166,Thé versan sud,3760273680060,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen']",,,,,,,,,,,,,,,
1167,Calming,8714100335321,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,Tarte aux pommes,0202668040019,B,"['Tartes', 'Tartes sucrées', 'Tartes aux pommes']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,67.5%,16.8%,7.5%,4.2%,4.0%,0.0%,84,,,,,,,,,,,,,,,,
1169,Chicken cube,5000354907098,,,['France'],[],[],,,,,,,,,?,,283,,1184 kj(283 kcal),,"4,1",,1,,"46,8",,"16,5",,"13,5",,"24,9",,"9,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,Purée de coings - Biolo Klock,3560000630043,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de coing']",['France'],"['Coings* 100%', "" Ingrédients issus de l'agriculture biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",0.16 g,en faible quantité,0.02 g,en faible quantité,10.3 g,en quantité modérée,0.00652 g,en faible quantité,?,,45,-33%,188 kj(45 kcal),-33%,"0,16",-51%,"0,02",-76%,"10,28",-30%,"10,28",-23%,"0,65",+56%,"0,007",-34%,"0,003",-34%,-3,,A,,35.2%,26.4%,14.9%,14.0%,7.5%,2.0%,96,['Bio'],['Biolo Klock'],,1,,,,,,,,,,,,
1171,Scottish shortbread rounds,0190817047227,,,['France'],[],[],,,,,,,,,?,,536,,2243 kj(536 kcal),,"29,9",,"19,8",,"60,5",,"25,4",,"5,2",,"0,61",,"0,244",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,Gewürz ketchup Curry,4100470003825,,,['France'],[],[],,,,,,,,,?,,147,,615 kj(147 kcal),,"0,1",,"0,1",,"34,8",,"30,6",,"0,6",,"2,3",,"0,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,Pizza savoyarde,0209812039035,,,['France'],[],[],,,,,,,,,?,,214,,895 kj(214 kcal),,"9,7",,"5,1",,18,,"1,4",,13,,"0,94",,"0,376",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,Pure ruby,0639738094922,,,['France'],[],[],,,,,,,,,?,,564,,2360 kj(564 kcal),,"35,9",,"21,5",,"49,7",,"48,6",,"9,3",,"0,26",,"0,104",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175,Vin,3454060000741,,"['Boissons', 'Boissons alcoolisées', 'Vins']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,MyB.PURIFY Fluide,3700303307918,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,
1177,Banane,2805379015093,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,mentos pure fresh,69999666,,,['France'],[],[],,,,,,,,,?,,181,,757 kj(181 kcal),,0,,0,,73,,0,,0,,0,,0,,,,,,,,,,,,,,['Mentos'],,,,,,,,,,,,,,
1179,Boisson nutritionnelle Formula 1 vanille,4484488433646,,,['France'],[],[],,,,,,,,,?,,375,,1569 kj(375 kcal),,"8,8",,"1,9",,35,,33,,35,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180,Peppers,8690804344107,,,['France'],[],[],,,,,,,,,?,,50,,209 kj(50 kcal),,"0,5",,0,,"11,7",,"0,5",,"0,7",,"5,3",,"2,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,Fondant Chocolat,3760239753074,,,['France'],[],[],,,,,,,,,?,,426,,1782 kj(426 kcal),,31,,19,,31,,27,,"5,7",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,Yaourt aux abricots,3484380090108,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,Yaourt chèvre au lait entier 4 Argumes,3760014991738,,,['France'],[],[],,,,,,,,,?,,121,,506 kj(121 kcal),,"4,5",,3,,16,,16,,4,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,Semmelknödel,4304218718082,,,['France'],[],[],,,,,,,,,?,,361,,1510 kj(361 kcal),,"3,3",,"1,4",,69,,"4,5",,12,,"3,5",,"1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,Matina Lukullus Rund And Kalkoen - - 6 x 800 g,4260077048176,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,Champagne,3292050131712,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,Loogaroo,3770005825065,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,Choucroute,3416952742634,,,['France'],[],[],,,,,,,,,?,,109,,456 kj(109 kcal),,"8,5",,3,,0,,0,,7,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,Apfel Holler,9002999029674,,,['France'],[],[],,,,,,,,,?,,31,,130 kj(31 kcal),,"0,1",,"0,1",,"7,4",,"7,2",,"0,1",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,Rice Crackers Spicy garlic and chili,5706779063912,,,['France'],[],[],,,,,,,,,?,,550,,2301 kj(550 kcal),,33,,15,,60,,12,,"4,3",,"2,33",,"0,932",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,Jong,8710442451309,,,['France'],[],[],,,,,,,,,?,,375,,1569 kj(375 kcal),,31,,20,,"6,8",,0,,0,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,Chokoladeblok,5707224024373,,,['France'],[],[],,,,,,,,,?,,561,,2347 kj(561 kcal),,41,,24,,37,,34,,"6,6",,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,Comté 16 mois,0278532034248,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",['France'],[],[],34 g,en quantité élevée,22 g,en quantité élevée,0 g,en faible quantité,0.69 g,en quantité modérée,?,,413,+4%,1728 kj(413 kcal),+5%,34,+4%,22,+1%,"0,4",-13%,0,-100%,0,-100%,"0,69",-29%,"0,276",-29%,18,+34%,D,+34%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,,,
1194,Coquille Saint Jacques,3302885444236,,,['France'],[],[],,,,,,,,,?,,124,,519 kj(124 kcal),,"6,3",,"4,5",,"9,6",,"2,3",,"7,3",,"0,86",,"0,344",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,Clairet - Clos lavizon - 750ml,3760046891648,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Clos lavizon'],750ml,,,,,,,,,,,,,
1196,Vin,5281004071158,,"['Boissons', 'Boissons alcoolisées', 'Vins']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,Sorbet Fruit de la Passion - Délices Foréziens,3760109410885,C,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets', 'Sorbets au fruit de la passion']",['France'],[],[],0.2 g,en faible quantité,0 g,en faible quantité,24 g,en quantité élevée,0.02 g,en faible quantité,?,,130,+7%,544 kj(130 kcal),+6%,"0,2",-20%,0,-100%,"30,5",-0%,24,-8%,"0,8",+29%,"0,02",-44%,"0,008",-44%,6,+5%,C,+5%,79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,,['Délices Foréziens'],,,,,"['FR 42.214.004 CE', 'Saint-Cyr-les-Vignes (Loire, France)']",,,,,,,,,
1198,Tariquet Classic Vin Blanc,3760143472146,,"['Boissons', 'Boissons alcoolisées', 'Vins']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,Bourgogne Domaine de la Grangerie,3267680061470,,"['Boissons', 'Boissons alcoolisées', 'Vins']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,Mozart Kugeln,4101730035051,,,['France'],[],[],,,,,,,,,?,,509,,2130 kj(509 kcal),,"28,4",,"10,1",,"54,1",,"48,1",,8,,"0,05",,"0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,Sin correza - Bimbo,8412600027691,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de mie']","['France', 'Espagne']",[],[],2.6 g,en faible quantité,0.7 g,en faible quantité,3.3 g,en faible quantité,0.91 g,en quantité modérée,?,,229,-14%,958 kj(229 kcal),-14%,"2,6",-42%,"0,7",+8%,"3,3",-93%,"3,3",-37%,"9,3",+11%,"0,91",-20%,"0,364",-20%,1,-31%,B,-31%,64.5%,20.4%,9.9%,4.5%,0.7%,0.0%,88,,['Bimbo'],,,,,,,,,,,,,,
1202,Magret de canard fourré au foie gras - Cellier Sarlat,3760190202567,,,['France'],[],[],,,,,,,,,?,,351,,1469 kj(351 kcal),,35,,13,,"0,4",,"0,3",,"8,6",,"1,3",,"0,52",,,,,,,,,,,,,,['Cellier Sarlat'],,,,,,,,,,,,,,
1203,Biscottes Complète,3245390152077,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,Doll Bowl/Noodle,4892333101952,,,['France'],[],[],,,,,,,,,?,,476,,1992 kj(476 kcal),,"17,7",,"8,4",,"68,1",,7,,11,,"3,19",,"1,276",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,Fois gras de canard entier igp sud-ouest - Hediard,3418321224109,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Hediard'],,,,,,,,,,,,,,
1206,Côtes du Rhône Grand Vallon rouge 2016,3217661024239,C,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Côtes du Rhône']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,,,,['France'],,,,,
1207,Breakfast cookie,03075904,,,['France'],[],[],,,,,,,,,?,,360,,1506 kj(360 kcal),,12,,4,,64,,30,,6,,"0,38",,"0,152",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,Colorant Rouge,5410350104153,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,Raclette Ail des Ours,3324440459332,,,['France'],[],[],,,,,,,,,?,,336,,1406 kj(336 kcal),,27,,16,,"0,8",,"0,5",,21,,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,Fleur de sel de Guerande,3661942001097,B,"['Epicerie', 'Condiments', 'Sels', 'Sels français', 'Sels marins', 'Sels non raffinés', 'Fleurs de sel', 'Sels de Guérande', 'Fleurs de sel de Guérande']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,,,,,,,,,,,['France'],,,,,
1211,Wheeliez,8710998383161,,,['France'],[],[],,,,,,,,,?,,450,,1883 kj(450 kcal),,"18,5",,"10,4",,"67,1",,"37,3",,"3,8",,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,0245541086780,0245541086780,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,Confiture allégée,09097094,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,Cerises moelleuses,3452517980110,,,['France'],[],[],,,,,,,,,?,,270,,1130 kj(270 kcal),,"0,3",,0,,65,,57,,"0,5",,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,Fraises moelleuses,3452517580198,,,['France'],[],[],,,,,,,,,?,,313,,1310 kj(313 kcal),,0,,0,,74,,63,,"0,8",,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,Jambonneau a l'os bruni,2949114016607,,,['France'],[],[],,,,,,,,,?,,782,,3272 kj(782 kcal),,"8,2",,"2,9",,0,,0,,27,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,Kaiser - Carrefour - 50cl,3560070095209,C,"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières blondes']",['France'],"['Eau', ""malt d_'orge_"", 'sirop de glucose', 'extrait de houblon', 'Water', '_gerst_emout', 'glucosestroop', 'hopextract']",[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,['Carrefour'],50 cl,4,['Carrefour'],,,['Gluten'],,,,,Bière BIER,,,"Fabriqué aux Pays-Bas par/ Gebrouwen en afgevuld in Holland door : H.West BV NL 3600 BP Maarssen, Holland pour / voor / para/ per: Interdis- TSA 91431 91343 MASSY Cedex- France."
1218,Whey - Eric Favre,3525722022620,,,['France'],[],[],,,,,,,,,?,,120,,502 kj(120 kcal),,2,,"1,4",,3,,2,,23,,"0,15",,"0,06",,,,,,,,,,,,,,['Eric Favre'],,,,,,,,,,,,,,
1219,Vin d alsace,3760039905116,,"['Boissons', 'Boissons alcoolisées', 'Vins']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,Happy hazelnut,4009636135984,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,Pâte sèche artisanale,3683080398259,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,Jus de raisin,3760225390412,,,['France'],[],[],,,,,,,,,?,,68,,285 kj(68 kcal),,"0,5",,"0,1",,16,,16,,"0,5",,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,jus mangoustan - Coco Royal,8855044020284,D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Boissons avec sucre ajouté']",['France'],"['Eau', 'Graine de Basilic', 'Sucre', 'Arome Artificiel Mangoustan', 'Addictif: E330', 'E148', 'E129', 'E133']",[],0 g,en faible quantité,0 g,en faible quantité,35 g,en quantité élevée,6 g,en quantité élevée,?,,150,+226%,628 kj(150 kcal),+227%,0,-100%,0,-100%,38,+258%,35,+261%,0,-100%,6,+60567%,"2,4",+60567%,20,+426%,E,+426%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,['Coco Royal'],,4,,,,,"['E330 - Acide citrique', 'E129 - Rouge allura AC', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition']",,,,,['Thaïland'],,
1224,Confiture De Mure 370 g,3760183970077,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de mûres']",['France'],[],[],0.5 g,en faible quantité,0.1 g,en faible quantité,59 g,en quantité élevée,0.01 g,en faible quantité,?,,245,+6%,1025 kj(245 kcal),+6%,"0,5",+77%,"0,1",+60%,59,+7%,59,+12%,"0,6",+1%,"0,01",-71%,"0,004",-71%,12,+21%,D,+21%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,,,,,
1225,Wahre Worte,4000323105006,,,['France'],[],[],,,,,,,,,?,,572,,2393 kj(572 kcal),,38,,24,,48,,47,,8,,"0,17",,"0,068",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,Crème de calissons - Le Roy René,3102621007455,,,['France'],[],[],,,,,,,,,?,,377,,1577 kj(377 kcal),,12,,1,,59,,52,,4,,"0,03",,"0,012",,,,,,,,,,,,,,['Le Roy René'],,,,,,,,,,,,,,
1227,5478428688677,5478428688677,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,Café moka nekemte,3700809365689,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
