,name,bar_code,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,allergens,quantity,eco_score,categories,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,fats_lipids_quantity,fats_lipids_comment,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,packaging,additives,nova_score,generic_name,manufacturing,markets,palm_ingredients,ingredients_origins,traceability_code,link,origin_detail,producer_info
605,Huile vierge de Coco,3760060582140,['Sans additifs'],['France'],[],[],?,863,3611 kj(863 kcal),100,"86,5",0,0,0,,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits et graines de fruits', 'Huiles de coco', 'Huiles vierges de coco']",86.5 g,en quantité élevée,0 g,en faible quantité,,,,-0%,+0%,+2%,+2%,-100%,-100%,-100%,,,,,,,,,,100 g,en quantité élevée,,,,,,,,,,,,,,,,
606,Raviolis chèvre - miel,3760060588258,['Sans colorants'],['France'],[],[],?,286,1197 kj(286 kcal),"7,8","4,5",41,"5,1",12,"0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,Pizza aux 3 fromages,3760060588357,,['France'],[],[],?,249,1042 kj(249 kcal),"9,2","4,5",38,"2,2",12,"0,62","0,248",,,,C,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas', 'Pizzas au fromage', 'Pizzas aux trois fromages']",4.5 g,en quantité modérée,2.2 g,en faible quantité,0.62 g,en quantité modérée,,+1%,+1%,-3%,-11%,+38%,-12%,+7%,-50%,-50%,73.6%,9.9%,3.3%,4.1%,1.9%,7.1%,56,9.2 g,en quantité modérée,4,-61%,C,-61%,,,,,,,,,,,,
608,3760060588371,3760060588371,['Sans colorants'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,Raviolis a l'ancienne,3760060588395,['Sans colorants'],['France'],[],[],?,289,1209 kj(289 kcal),"9,7","2,8",37,"2,2",12,"0,43","0,172",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,MACA INCAS Pure maca 300 comprimés,3760060620071,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],[],[],?,0,0 kj(0 kcal),0,0,59,0,"10,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,EPITACT HALLUX BESCHERMER M,3760060620682,,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,Sushi box - Monoprix,3760060920324,,['France'],"['Contenu : 4 pièces de california saumon', '6 pièces do sushi saumon ', 'ref casse 521', ' Inurodionts 64 Z rtz vinaigré ', 'grain rond do riz blanc ', 'vartoio Solonio', ' sucro', 'vinaigre']",[],?,172,720 kj(172 kcal),6,"0,2","21,9","0,7","7,8","1,4","0,56",['Monoprix'],,,C,"['Plats préparés', 'Sushis et makis', 'Sushis', 'Assortiments de sushi']",0.2 g,en faible quantité,0.7 g,en faible quantité,1.4 g,en quantité modérée,,+8%,+8%,+50%,-77%,-11%,-89%,+46%,-25%,-25%,83.8%,1.2%,4.6%,6.7%,2.2%,1.6%,62,6 g,en quantité modérée,4,-57%,C,-57%,,,,,,['Monoprix'],,,,,,
613,Pates de fruits d auvergne,3760060973597,,['France'],[],[],?,?,,?,,?,,?,,,,,,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Aliments à base de fruits et de légumes', 'Snacks sucrés', 'Confiseries', 'Fruits et produits dérivés', 'Pâtes de fruits']",,,,,,,,,,,,,,,,,82.2%,8.9%,4.6%,3.2%,1.0%,0.0%,58,,,,,,,,,,,,,,,,,,
614,Asperges - La Casita,3760061020573,,['France'],[],[],?,14,59 kj(14 kcal),0,0,"2,31","2,31","0,66","0,32","0,128",['La Casita'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,Fonds d'artichaut - La Casita - 400g (210g égoutté),3760061020979,,['France'],"[""Fonds d'artichauts"", 'eau', 'sel', 'acidifiant : acide citrique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",142,?,142 kj(34 kcal),"< 0,5","< 0,1","2,5","< 1,5","5,8","0,6","0,24",['La Casita'],,400 g (210 g égoutté),C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Légumes tiges', 'Artichauts', 'Artichauts en conserve', ""Coeurs d'artichauts""]",0.1 g,en faible quantité,1.5 g,en faible quantité,0.6 g,en quantité modérée,-1%,,-16%,-63%,-35%,-46%,+23%,+260%,-30%,-30%,53.3%,26.8%,7.3%,6.0%,4.3%,2.1%,56,0.5 g,en faible quantité,-6,,A,,['Conserve'],['E330 - Acide citrique'],3,,,,,['Pérou'],,,,
616,Quinoa blanc - Terra Verte - 500g,3760061022805,"['Bio', 'Bio européen', 'en:PE-BIO-141', 'Agriculture Pérou']",['France'],[],[],?,370,1548 kj(370 kcal),"3,2",0,70,0,"13,6",,,['Terra Verte'],,500 g,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Quinoa']",0 g,en faible quantité,0 g,en faible quantité,,,,+12%,+12%,-41%,-100%,+27%,-100%,+15%,,,80.5%,0.0%,5.8%,10.4%,3.3%,0.0%,70,3.2 g,en quantité modérée,,,,,,,,,,,,['Pérou'],,,,
617,Coeurs de palmiers Bio - Terra Verte - 400g,3760061027022,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],[],[],?,15,63 kj(15 kcal),0,0,3,1,2,"0,914","0,366",['Terra Verte'],,400 g,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de plantes en conserve', 'Frais', 'Aliments à base de plantes frais', 'Cœurs de palmier', 'Cœurs de palmier en conserve']",,,,,,,,,,,,,,,,,64.1%,17.1%,7.8%,4.1%,4.6%,2.3%,59,,,,,,,"['Conserve', 'Métal']",,,,,,,,,,,
618,Petit Pois - Terra verte,3760061027152,"['Bio', 'Bio européen', 'ES-ECO-001-CM']",['France'],[],[],?,43,180 kj(43 kcal),"0,5",0,"0,6","0,6","3,3","0,1","0,04",['Terra verte'],,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Légumineuses en conserve', 'Petits pois', 'Petits pois en conserve']",0 g,en faible quantité,0.6 g,en faible quantité,0.1 g,en faible quantité,,-43%,-44%,-28%,-100%,-94%,-82%,-32%,-82%,-82%,37.9%,30.3%,14.5%,7.3%,4.0%,5.9%,85,0.5 g,en faible quantité,-7,,A,,,,,,,,,,,,,
619,Olives vertes en rondelles - Terra Verte - 450g,3760061027237,"['Bio', 'Bio européen', 'Point Vert', 'AB Agriculture Biologique']",['France'],"['Olive Bio', 'eau', 'sel', 'acidifiant : acide lactique', 'acide citrique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,151,632 kj(151 kcal),"15,32","2,03","0,54","0,54","1,3","3,1","1,24",['Terra Verte'],,450 g,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives vertes']",2.03 g,en quantité modérée,0.54 g,en faible quantité,3.1 g,en quantité élevée,,-8%,-7%,-5%,-22%,-65%,+151%,+1%,-9%,-9%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,15.3 g,en quantité modérée,12,0%,D,0%,,"['E270 - Acide lactique', 'E330 - Acide citrique']",3,,,,,,,,,
620,Champigons de Paris pieds et morceaux - Terra verte - 355g (égoutté : 185g) 390ml,3760061027305,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],"['Champignons de Paris Bio Pieds et morceaux ', 'Agaricus Bisporus', 'eau', 'sel', 'acidifiant : acide citrique et antioxydant : acide ascorbique']",[],"59,67",?,"59,67 kj(14 kcal)","< 0,5",0,"1,92","< 1,25","1,59",1,"0,4",['Terra verte'],,355 g (égoutté : 185 g) 390 ml,A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Champignons et produits dérivés', 'Champignons', 'Champignons en conserve', 'Champignons de Paris en conserve']",0 g,en faible quantité,1.25 g,en faible quantité,1 g,en quantité modérée,-24%,,-32%,+49%,-100%,+129%,+299%,-29%,+54%,+54%,56.0%,0.0%,0.0%,16.0%,22.9%,5.1%,98,0.5 g,en faible quantité,-2,,A,,"['Conserve', 'Métal']","['E330 - Acide citrique', 'E300 - Acide ascorbique']",3,,,['Bio14'],,,,,,
621,Champignon de paris -,3760061027329,"['Bio', 'Bio européen']",['France'],[],[],?,60,251 kj(60 kcal),"0,5",0,"1,92","1,25","1,59",1,"0,4",,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Frais', 'Champignons et produits dérivés', 'Aliments à base de plantes frais', 'Champignons', 'Champignons en conserve', 'Champignons de Paris', 'Champignons de Paris en conserve']",0 g,en faible quantité,1.25 g,en faible quantité,1 g,en quantité modérée,,+150%,+161%,+24%,-100%,+57%,+220%,-26%,+131%,+131%,56.0%,0.0%,0.0%,16.0%,22.9%,5.1%,98,0.5 g,en faible quantité,-1,,A,,,,,,,,,,,,,
622,Tomates séchées à l'huile d'olive extra vierge -,3760061027404,"['Bio', 'Bio européen']",['France'],"['tomates séchées', ""huile d'olive vierge extra"", 'vinaigre de vin blanc', 'sel', 'sucre', 'origan', 'persil', 'antioxydant : acide ascorbique', 'acidifiant : acide citrique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,476,1992 kj(476 kcal),"44,65","0,27","15,1","11,19","3,06","2,6","1,04",,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Produits déshydratés', 'Tomates et dérivés', 'Aliments à base de plantes séchées', 'Légumes séchés', 'Tomate séchée', ""Tomate séchée à l'huile""]",0.27 g,en faible quantité,11.2 g,en quantité modérée,2.6 g,en quantité élevée,,+120%,+123%,+177%,-85%,+24%,+34%,-15%,-2%,-2%,34.1%,59.8%,3.6%,1.3%,1.0%,0.2%,13,44.6 g,en quantité élevée,11,+125%,D,+125%,['Bocal en verre'],"['E300 - Acide ascorbique', 'E330 - Acide citrique']",3,,,,,,,,,
623,Feuilladou - Gascon Gourmand - 240g,3760061050303,['Fabriqué en France'],['France'],"['Farine de blé', 'beurre concentré 25%', 'eau', 'sucre', 'sel']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",2179,?,2179 kj(521 kcal),"27,3","19,3","63,4","27,6","5,3","0,9","0,36",['Gascon Gourmand'],"['Gluten', 'Lait']",240 g,C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Pâtisseries', 'Biscuits feuilletés', 'Palmiers']",19.3 g,en quantité élevée,27.6 g,en quantité élevée,0.9 g,en quantité modérée,-0%,,+1%,0%,+23%,+5%,+25%,-11%,-11%,-11%,79.4%,12.3%,3.8%,2.3%,2.3%,0.0%,59,27.3 g,en quantité élevée,25,+8%,E,+8%,['Plastique'],,3,Palmiers Géants Feuilletés,['France'],,,,,,,
624,Coco lunes,3760061051034,['Fabriqué en France'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,Crousti orange,3760061051157,,['France'],[],[],?,452,1891 kj(452 kcal),"13,2","6,82","72,8","40,4","6,6","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,Sablés Géants au Beurre - Ecu - 300g,3760061051638,['Fabriqué en France'],['France'],"['Farine de froment', 'sucre', 'beurre concentré : 22 % ', '26,5 % de beurre reconstitué', 'œufs entiers', 'sel', 'caramel', 'poudre à lever ', 'diphosphate disodique', 'carbonate acide de sodium']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,488,2042 kj(488 kcal),19,13,74,28,5,1,"0,4",['Ecu'],"['Œufs', 'Gluten', 'Lait']",300 g,C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés']",13 g,en quantité élevée,28 g,en quantité élevée,1 g,en quantité modérée,,-0%,-1%,-18%,-6%,+17%,+10%,-19%,+46%,+46%,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,19 g,en quantité modérée,26,+19%,E,+19%,['Plastique'],"['E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium']",4,,['France'],,,,,,,
627,Croc'amande,3760061053021,,['France'],[],[],?,378,1582 kj(378 kcal),"9,1",1,"65,8","33,1",8,"0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,Fleurs d Anis,3760061053038,,['France'],[],[],?,375,1569 kj(375 kcal),"11,6","1,3","61,6","19,6","5,9","0,016","0,006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,Blondinettes,3760061057067,['Fabriqué en France'],['France'],[],[],?,546,2284 kj(546 kcal),"29,9","14,9","66,5","41,8","2,7","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,Gaufres fines pur beurre,3760061057128,['Fabriqué en France'],['France'],[],[],?,471,1971 kj(471 kcal),18,12,70,29,"6,7",11,"4,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,Gaufres fines pur beurre,3760061057142,['Fabriqué en France'],['France'],[],[],?,468,1958 kj(468 kcal),19,12,65,27,"7,5","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,Château Bessan - Sauvigon-sémillon - 75cl,3760061350793,,['France'],[],[],?,?,,?,,?,,?,,,['Sauvigon-sémillon'],,75 cl,C,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français']",,,,,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,,,,,,,['France'],,,,
633,Jus de pomme,3760061360051,"['Bio', 'Bio européen', 'FR-BIO-01']",['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de pomme']",0 g,en faible quantité,0 g,en faible quantité,,,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,,,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,0 g,en faible quantité,,,,,,,,,,,,,,,,
634,Axoa de Veau au piment d'Espelette,3760061370302,,['France'],[],[],?,476,1992 kj(476 kcal),"3,2","1,4","6,4","0,1",13,"0,41","0,164",,,,D,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au bœuf', 'Plats au veau', 'Axoa de veau']",1.4 g,en faible quantité,0.1 g,en faible quantité,0.41 g,en quantité modérée,,+263%,+264%,-34%,-35%,+160%,-92%,-13%,-58%,-58%,83.4%,6.0%,2.8%,2.0%,1.2%,4.6%,40,3.2 g,en quantité modérée,2,+15%,B,+15%,,,,,,,,,,,,
635,Rillettes pour canard,3760061370319,,['France'],[],[],?,438,1833 kj(438 kcal),39,14,"0,7",0,20,"1,1","0,44",,,,D,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', 'Rillettes de canard']",14 g,en quantité élevée,0 g,en faible quantité,1.1 g,en quantité modérée,,+9%,+9%,+6%,+12%,+21%,-100%,+23%,-20%,-20%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,39 g,en quantité élevée,19,-2%,E,-2%,,,,,,,,,,,,
636,Grattons de cannard au piment d'espelette,3760061370326,,['France'],[],[],?,438,1833 kj(438 kcal),39,14,"0,7",0,20,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,Tapenade olives vertes au piment d'espelette,3760061370562,,['France'],[],[],?,315,1318 kj(315 kcal),31,4,"9,1","2,2","1,5",2,"0,8",,,,C,"['Produits à tartiner', 'Produits à tartiner salés', 'Tapenades', 'Tapenades vertes']",4 g,en quantité modérée,2.2 g,en faible quantité,2 g,en quantité élevée,,+43%,+43%,+43%,+24%,+312%,+471%,-8%,-30%,-30%,58.6%,12.7%,16.0%,8.1%,2.7%,1.9%,71,31 g,en quantité élevée,14,+3%,D,+3%,,,,,,,,,,,,
638,Foie Gras de Canard Entier - Agerria - 180g,3760061370609,,['France'],[],[],?,534,2234 kj(534 kcal),55,23,"2,3","1,7","7,6","0,22","0,088",['Agerria'],,180 g,B,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers']",23 g,en quantité élevée,1.7 g,en faible quantité,0.22 g,en faible quantité,,+1%,+1%,+1%,-0%,-5%,+26%,+1%,-82%,-82%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,55 g,en quantité élevée,16,-23%,D,-23%,,,,,,,,,,,,
639,Boudin basque au piment d espelette,3760061379916,,['France'],[],[],?,183,766 kj(183 kcal),16,"6,3","0,8",0,"8,5","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,Financiers x12,3760061400139,['Point Vert'],['France'],[],[],?,496,2075 kj(496 kcal),26,13,57,46,"8,2","0,07","0,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,Oreillettes - Miguelgorry,3760061401549,,['France'],[],[],?,441,1845 kj(441 kcal),"21,3","2,5","54,5","27,1",7,"0,28","0,112",['Miguelgorry'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,Pains Burgers - Glutabye,3760061490208,['en:gluten-free'],['France'],"['Fécule de pomme de terre', 'lait', 'levure boulanger', 'sucre', 'glycérol', 'huile de colza', 'huile de tournesol', 'œufs', 'sel', 'graines de sésame', ' Épaississants: gomme de xanthane et de guar', ' Émulsifiants: lécithine de tournesol']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,319,1335 kj(319 kcal),11,"0,6",50,"3,7",5,"1,6","0,64",['Glutabye'],"['Œufs', 'Lait', 'Graines de sésame']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E422 - Glycérol', 'E415 - Gomme xanthane', 'E412 - Gomme de guar', 'E322i - Lécithine']",4,,,,,,,,,
643,PAIN AUX CEREALES TRANCHE SANS GLUTEN - Glutabye,3760061490352,"['en:gluten-free', 'Sans colorants', 'Sans conservateurs', 'en:palm-oil-free']",['France'],[],['Sans huile de palme'],?,254,1063 kj(254 kcal),"9,9","2,8",35,"2,1","5,9","1,35","0,54",['Glutabye'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,Pain De Campagne Sans Gluten,3760061490406,"['Sans colorants', 'Sans conservateurs', 'en:palm-oil-free']",['France'],[],['Sans huile de palme'],?,261,1092 kj(261 kcal),"6,2","0,3",48,2,"3,1","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,Baguettes Aux Cereales - Glutabye,3760061490437,,['France'],[],[],?,254,1063 kj(254 kcal),?,"2,8",?,"2,1","5,9","1,35","0,54",['Glutabye'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,PAIN MONTAGNARD - Glutabye,3760061490505,"['en:gluten-free', 'Sans colorants', 'Sans conservateurs', 'en:palm-oil-free']",['France'],[],['Sans huile de palme'],?,250,1046 kj(250 kcal),"5,3","2,3",47,"1,7","3,2","1,13","0,452",['Glutabye'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,Boule Pain Blanc SG - Glutabye,3760061490918,"['en:gluten-free', 'Sans colorants', 'Sans conservateurs']",['France'],[],[],?,243,1017 kj(243 kcal),"5,7","2,3",45,"2,5","2,4","1,1","0,44",['Glutabye'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,Cookies coco - Glutabye - 115g,3760061492202,"['en:gluten-free', 'Fabriqué en France', 'Sans colorants', 'Sans lactose', 'Sans conservateurs', 'en:palm-oil-free', 'Afdiag']",['France'],"['Amidon de maïs', 'coco râpé 20 %', 'sucre', 'beurre ', 'lait', 'œufs', 'sel', 'épaississant naturel dérivé de cellulose', 'lécithine de tournesol']","['Sans huile de palme', 'Non végétalien']",?,519,2171 kj(519 kcal),30,23,57,23,5,"0,7","0,28",['Glutabye'],"['Œufs', 'Lait']",115 g,C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sans gluten']",23 g,en quantité élevée,23 g,en quantité élevée,0.7 g,en quantité modérée,,+11%,+11%,+51%,+212%,-12%,-5%,-1%,+50%,+50%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,30 g,en quantité élevée,24,+55%,E,+55%,"['Sachet', 'Plastique']",['E322i - Lécithine'],3,,['France'],,,,,http://www.glutabye.com/nos-produits-sans-gluten/biscuits-sans-gluten/cookies-coco-sans-gluten,,
649,Le Chocolatier - Glutabye - 4 * 30g (120g),3760061492226,"['en:gluten-free', 'Sans colorants', 'Sans OGM', 'Sans matière grasse hydrogénée', 'Sans conservateurs']",['France'],"['Oeufs', 'sucre', 'chocolat 17 % ', 'pâte de cacao', 'sucre', 'beurre de cacao', 'lécithine de soja', 'arôme naturel vanille', 'huile de palme non hydrogénée', 'farine de riz', 'huile de colza']","['Huile de palme', 'Non végétalien', 'Végétarien']",1977,?,1977 kj(473 kcal),31,15,42,33,"5,9","0,1","0,04",['Glutabye'],"['Œufs', 'Soja']",4 * 30 g (120 g),E,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat', 'Brownies']",15 g,en quantité élevée,33 g,en quantité élevée,0.1 g,en faible quantité,+4%,,+4%,+21%,+83%,-12%,-4%,-0%,-74%,-74%,84.5%,9.8%,2.3%,2.2%,1.2%,0.0%,37,31 g,en quantité élevée,22,+15%,E,+15%,"['Carton', 'Sachet', 'Plastique']",['E322i - Lécithine'],4,Brownie au chocolat sans gluten,,['Auchan'],['Huile de palme'],,,,,
650,Glutabye Amaretti 100G,3760061492325,"['en:gluten-free', 'Sans colorants', 'Sans conservateurs', 'en:palm-oil-free']",['France'],[],['Sans huile de palme'],?,440,1841 kj(440 kcal),23,0,66,57,13,"0,1","0,04",['Glutabye'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,Pain d'épices au miel - Glutabye,3760061492424,"['en:gluten-free', 'Sans colorants', 'Sans lactose', 'Sans conservateurs', 'en:palm-oil-free']",['France'],[],['Sans huile de palme'],?,291,1218 kj(291 kcal),"1,4","0,6",67,37,3,"0,1","0,04",['Glutabye'],,,B,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', ""Pains d'épices"", ""Pains d'épices au miel""]",0.6 g,en faible quantité,37 g,en quantité élevée,0.1 g,en faible quantité,,-10%,-10%,-26%,+35%,-7%,-14%,-18%,-79%,-79%,61.5%,18.9%,9.5%,5.0%,5.0%,0.0%,90,1.4 g,en faible quantité,11,-21%,D,-21%,,,,,,,,,,,,
652,Financiers - Glutabye,3760061492806,"['en:gluten-free', 'Sans colorants', 'Sans conservateurs', 'en:palm-oil-free']",['France'],"[""Blancs d'oeufs"", 'sucre glace', 'beurre ', '1@1!', ""poudre d'amande"", 'farine de riz', 'fécule de pomme de terre']","['Sans huile de palme', 'Non végétalien']",?,482,2017 kj(482 kcal),30,14,43,29,"8,6","1,6","0,64",['Glutabye'],"['Œufs', 'Lait']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,3760061493506,3760061493506,"['Sans colorants', 'Sans conservateurs', 'en:palm-oil-free']",['France'],[],['Sans huile de palme'],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,Fond de tarte sans lait - Glutabye,3760061493513,"['en:gluten-free', 'Sans colorants', 'Sans conservateurs']",['France'],[],[],?,500,2092 kj(500 kcal),31,0,54,"4,9","0,2","1,6","0,64",['Glutabye'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,Feuilletes Fromage Sans Gluten - Glutabye,3760061493605,['en:gluten-free'],['France'],"['Fécule de pomme de terre', 'beurre ', 'lait', 'emmental rapé 20% ', 'lait de vache', 'ferments lactiques', 'sel', 'enzyme coagulante', 'poudre de lait', 'sucre', 'sel', 'épaississants: gomme de xanthane et de guar', 'émulsifiant: lécithine de tournesol', ' Peut se congeler pour une plus longue conservation']",['Non végétalien'],?,563,2356 kj(563 kcal),39,25,44,"2,7","8,4","1,5","0,6",['Glutabye'],['Lait'],,,"['Plats préparés', 'Feuilleté salé', 'Friands']",25 g,en quantité élevée,2.7 g,en faible quantité,1.5 g,en quantité modérée,,+84%,+84%,+111%,+140%,+68%,+11%,+6%,+23%,+23%,,,,,,,,39 g,en quantité élevée,23,+37%,E,+37%,,"['E415 - Gomme xanthane', 'E412 - Gomme de guar', 'E322i - Lécithine']",4,,,,,,,,,
