,name,bar_code,eco_score,brand,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,quantity,labels,additives,nova_score,allergens,packaging,manufacturing,traceability_code,markets,ingredients_origins,palm_ingredients,generic_name,link,origin_detail,producer_info,brand_owner
993,Carte D'or Collection Buche Glacée Douceur Vanille Pecan 9 parts 900ml - 565g,8722700284178,E,"[""Carte d'Or""]","['Desserts', 'Surgelés', 'Aliments et boissons de Noël', 'Desserts glacés', 'Bûches de Noël', 'Bûches glacées']",['France'],"['LAIT écrémé réhydraté', 'sucre', 'huiles végétales ', 'coco', 'tournesol', 'CRÈME', 'sirop de glucose', 'sirop de glucose-fructose', 'biscuit ', 'farine de BLÉ', 'sucre', 'AVOINE complète', 'huiles végétales ', 'palme', 'colza', 'sel', 'poudre à lever ', 'carbonate acide de sodium', 'sirop de sucre caramélisé ', '2,5%', 'LACTOSE et protéines de LAIT', 'BEURRE concentré', 'cacao maigre en poudre ', '1%', 'NOIX DE PÉCAN ', '0,9%', 'dextrose', 'LAIT', 'copeaux de chocolat noir dorés ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'arôme', 'émulsifiant ', 'lécithine de SOJA', 'colorants ', 'E171', 'E172', 'anti agglomérant ', 'silicate alumino-potassique', ""agent d'enrobage "", 'shellac', 'feuille dorée en chocolat ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'arôme', 'émulsifiant ', 'lécithine de SOJA', 'colorants ', 'E171', 'E172', 'émulsifiants ', ""mono - et diglycérides d'acides gras"", ""phosphatides d'ammonium"", ""esters citriques des mono - et diglycérides d'acides gras"", 'stabilisants ', 'farine de graines de caroube', 'gomme guar', 'carraghénanes', 'colorants ', 'caramel de sulfite caustique', 'caroténoïdes', 'fleur de sel ', '0,1%', 'sucre roux', 'arômes', 'extrait de vanille', 'BEURRE concentré salé', 'sel', 'gousses de vanille épuisées broyées', ' Peut contenir : œuf', 'autres fruits à coque']","['Huile de palme', 'Non végétalien', 'Non végétarien']",11 g,en quantité modérée,7.7 g,en quantité élevée,18 g,en quantité élevée,0.22 g,en faible quantité,797,+1%,190,-5%,797 kj(190 kcal),-4%,11,+36%,"7,7",+42%,21,-27%,18,-27%,"1,5",-35%,"0,22",+77%,"0,088",+77%,79.8%,13.5%,2.6%,2.8%,1.4%,0.0%,41,10,-12%,C,-12%,565 g,"['Point Vert', ""Fabriqué dans l'UE""]","['E500ii - Carbonate acide de sodium', 'E322i - Lécithine', 'E171 - Oxyde de titane', 'E172 - Oxyde et hydroxyde de fer', 'E555 - Silicate alumino-potassique', 'E904 - Gomme-laque', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E442 - Phosphatides d'ammonium"", ""E472c - Ester citrique des mono et diglycérides d'acides gras alimentaires"", 'E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E150b - Caramel de sulfite caustique', 'E160 - Caroténoïdes']",4,"['Gluten', 'Lait', 'Fruits à coque', 'Avoine', 'Soja']",,,,,,['Huile de palme'],"Bûche glacée : crème glacée caramel et fleur de sel, crème glacée vanille avec des morceaux de noix de pécan caramélisées (2%), enrobage au cacao maigre (15%), sauce au caramel (5%), biscuit (3%), copeaux de chocolat noir dorés (0,5%) et feuille dorée en c",,,,
994,Vinaigrette de Vin Rouge Échalotes et Pointe de d'Oignon Rouge - Maille - 36cl e,8722700422952,C,"['Maille', 'Unilever']","['Epicerie', 'Sauces', 'Sauces salades', 'Vinaigrettes', 'Vinaigrettes allégées en matières grasses']",['France'],"['Huile de tournesol 37 %', 'vinaigre de vin rouge 35 % ', 'dont SULFITES', 'eau', 'sucre', ""huile d'olive vierge extra 3 %"", 'sel', 'oignon rouge déshydraté 0,8 %', 'jus de raisin concentré', 'épaississants : gomme xanthane et carraghénanes', 'échalote déshydratée 0,3%', 'paprika', 'jalapeño']",[],40 g,en quantité élevée,5 g,en quantité modérée,4 g,en faible quantité,1.1 g,en quantité modérée,?,,380,+43%,1590 kj(380 kcal),+43%,40,+47%,5,+104%,"4,5",+7%,4,+65%,"< 0,5",-9%,"1,1",-40%,"0,44",-40%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,12,0%,D,0%,36 cl e,"['Peu ou pas de matière grasse', 'Peu de matière grasse', 'Allégé en matière grasse', 'Point Vert']","['E415 - Gomme xanthane', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",4,['Anhydride sulfureux et sulfites'],"['Bouteille', 'Verre']",,,['Monoprix'],,,Vinaigrette,,,,
995,"Thé Citron avec écorces de citron - Lipton - 43,2g",8722700455448,A,['Lipton'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Infusions', 'Thés au citron']",['France'],"['Thé', 'arôme ', '11,2%', 'écorces de citron ', '2,2%']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",,,,,,,,,17,,?,,17 kj(4 kcal),-89%,0,-100%,0,-100%,"0,5",-94%,"0,5",-94%,"0,5",+199%,0,-100%,0,-100%,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,"43,2g","['PEFC', 'Rainforest Alliance']",,4,,"['Carton', 'Sachets']",,"['EMB 13042C', 'Gémenos (Bouches-du-Rhône, France)']",,,,Thé aromatisé Citron,,,,
996,"Pindakaas, stukjes pinda - Calvé - 350g",8722700462989,D,"['Calvé', 'Unilever']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de légumineuses', 'Beurres de fruits à coques', 'Beurres de cacahuètes', 'nl:Broodsmeersels']","['France', 'Pays-Bas']","['pinda 81%', 'plantaardige olie ', 'raapzaad', 'soja', 'volledig geharde palm', 'dextrose', 'zout']","['Huile de palme', 'Végétalien', 'Végétarien']",55 g,en quantité élevée,7.5 g,en quantité élevée,10 g,en quantité modérée,0.55 g,en quantité modérée,2721,+8%,651,+8%,2721 kj(651 kcal),+9%,55,+14%,"7,5",-10%,15,+4%,10,+57%,20,-19%,"0,55",+3%,"0,22",+3%,74.9%,2.4%,8.8%,4.1%,6.0%,3.7%,57,4,-64%,C,-64%,350 g,"['Riche en fibres', 'nl:Glasbak', 'nl:Rijk aan vitamine E']",,4,"['Arachides', 'Soja']","['Glazen pot', 'Plastic deksel', 'Afdekfolie', 'Glasbak']",,,"['Holland at Home', 'AH', 'Jumbo', 'Sligro', 'Dirk']",,,,,,,
997,Herbal Infusion Temptation Fruits - Lipton,8722700472148,B,['Lipton'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Infusions', 'Infusions aux fruits', 'Infusions en sachets', 'Infusions aux fruits en sachets']","['France', 'Espagne']",[],[],0 g,en faible quantité,0 g,en faible quantité,0.5 g,en faible quantité,,,?,,4,+33%,17 kj(4 kcal),+31%,0,-100%,0,-100%,"0,5",-41%,"0,5",-14%,0,-100%,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,,,,,,,,,,,,
998,Calvé - 825G,8722700646228,D,"['Calvé', 'Unilever']","['Epicerie', 'Sauces', 'Mayonnaises']","['Cameroun', 'France']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,825g,,,,,,,,,,,,,,,
999,Cremefine 15% Wie Creme Fraiche - Rama,8722700824947,D,['Rama'],"['Produits laitiers', 'Laits']",['France'],[],[],15 g,en quantité modérée,5 g,en quantité modérée,2.5 g,en faible quantité,0.1 g,en faible quantité,?,,160,+142%,669 kj(160 kcal),+144%,15,+628%,5,+320%,4,-34%,"2,5",-54%,2,-44%,"0,1",-19%,"0,04",-19%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,4,+596%,C,+596%,,,,,,,,,,,,,,,,
1000,Cremefine 15% Wie Creme Fraiche - Rama,8722700824947,D,['Rama'],"['Produits laitiers', 'Laits']",['France'],[],[],15 g,en quantité modérée,5 g,en quantité modérée,2.5 g,en faible quantité,0.1 g,en faible quantité,?,,160,+142%,669 kj(160 kcal),+144%,15,+628%,5,+320%,4,-34%,"2,5",-54%,2,-44%,"0,1",-19%,"0,04",-19%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,4,+596%,C,+596%,,,,,,,,,,,,,,,,
1001,Mentos Berry Mix Jumbo Rolle 8er,8723400773894,,['Mentos'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Caramels']","['France', 'Espagne']","['sucre', 'sirop de glucose', 'jus de fruits ', 'cassis', 'framboise', 'de citrique', 'colorants ', 'anthocyanes', 'carmins', 'épaississants ', 'gomme gellane,gommede cellulose,gomme arabique', 'émulsifiant ', 'sucroesters']","['Non végétalien', 'Non végétarien']",1.9 g,en faible quantité,1.8 g,en quantité modérée,69 g,en quantité élevée,0.1 g,en faible quantité,?,,388,+2%,1623 kj(388 kcal),+1%,"1,9",-80%,"1,8",-71%,92,+26%,69,+35%,0,-100%,"0,1",-85%,"0,04",-85%,,,,,,,,15,-29%,D,-29%,,,"['E163 - Anthocyanes', 'E120 - Acide carminique', 'E418 - Gomme gellane', ""E414 - Gomme d'acacia"", 'E473 - Sucroester', '', 'Risque élevé de sur-exposition']",4,,,,,,,,,,,,
1002,Fruit-tella Sugar Free Fruit Foams 80G,8723400778950,,,,"['Belgique', 'France']",[],[],,,,,,,,,?,,181,,757 kj(181 kcal),,0,,0,,85,,0,,"5,4",,"0,08",,"0,032",,,,,,,,,,,,,,,,,,,,,['Delhaize'],,,,,,,
1003,Cereal Jam Abrikoos,8723700213755,,,,['France'],[],[],,,,,,,,,?,,156,,653 kj(156 kcal),,"0,1",,"0,1",,"60,1",,"4,1",,"0,5",,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,Malt Beverage - 3 Horses - 500ml,8725000639457,C,['3 Horses'],"['Boissons', 'Boissons sans alcool', 'Bières sans alcool']",['France'],"['Eau', ""malt d'orge"", 'houblon', 'extrait de houblon', 'dioxyde de carbone']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0 g,en faible quantité,0 g,en faible quantité,2.8 g,en quantité modérée,0 g,en faible quantité,72,-41%,17,-41%,72 kj(17 kcal),-40%,~ 0,-100%,~ 0,-100%,"3,8",-41%,"2,8",-29%,~ 0,-100%,~ 0,-100%,0,-100%,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,5,-36%,C,-36%,500 ml,,['E290 - Dioxyde de carbone'],4,['Gluten'],"['Canette', 'Aluminium']",['Allemagne'],,['Noz'],,,,,,,
1005,"4 ch'ticanos - Préparation à base de viande de volaille hachée, précuite, surgelée - Bakx Foods - 400g",8725200124616,,['Bakx Foods'],"['Surgelés', 'Plats préparés', 'Plats préparés surgelés']",['France'],"['Viande de poulet séparé mécaniquement ', '70%', 'chapelure ', 'blé', 'eau', 'sel', 'sucre', 'herbes et épices', 'poudre de légumes ', 'oignon', 'ail', 'exhausteur de goût ', 'E621', 'émulsifiant ', 'E450', 'E451', 'hydrolysât de protéine végétale ', 'soja', 'fécule de pommes de terre', 'protéine de blé', 'antioxygène ', 'E316', 'extrait de paprika', 'conservateurs ', 'E211', 'E202']",[],11.1 g,en quantité modérée,3 g,en quantité modérée,1.4 g,en faible quantité,1.9 g,en quantité élevée,814,+34%,195,+31%,814 kj(195 kcal),+30%,"11,1",+58%,3,+15%,"11,8",-10%,"1,4",-33%,"11,9",+76%,"1,9",+149%,"0,76",+149%,,,,,,,,12,+396%,D,+396%,400 g,,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium', 'E160c - Extrait de paprika', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",4,"['Gluten', 'Soja']","['Carton', 'surgelé']",,['NL 175 EG'],"['Leclerc', 'Netto']",,,"Préparation à base de viande de volaille hachée, précuite, surgelée",,,,
1006,Refried beans eingekochte pintobohnen - Old el paso - 435g,8727200500193,,['Old el paso'],"['Plats préparés', 'Légumes préparés', 'Haricots refrits']","['France', 'Allemagne', 'Suisse']","['Haricots Pinto ', '60%', 'eau', 'sel', 'huile de tournesol', 'oignon en poudre']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0.5 g,en faible quantité,0 g,en faible quantité,0.5 g,en faible quantité,1.2 g,en quantité modérée,360,,?,,360 kj(86 kcal),+8%,"0,5",-72%,0,-100%,"12,2",-8%,"0,5",-10%,"5,3",+6%,"1,2",+95%,"0,48",+95%,,,,,,,,-2,,A,,435 g,['Fabriqué en Espagne'],,3,,,,,,,,,,,,
1007,Tropical - Oasis - 50cl,8728500999847,C,['Oasis'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Boissons avec sucre ajouté']","['France', 'Polynésie française', 'La Réunion']","['Eau de source 80%', 'jus de fruits à base de concentrés 12% ', 'orange 6,4%', 'pomme 5,5%', 'fruit de la passion 0,1%', 'mangue 0,07%', 'sucre', 'acidifiant : acide citrique', 'arômes', 'antioxydant : acide ascorbique', ""stabilisant : gomme d'acacia"", 'colorant : extrait de paprika']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",0 g,en faible quantité,0 g,en faible quantité,9.1 g,en quantité élevée,0.01 g,en faible quantité,?,,38,-55%,159 kj(38 kcal),-57%,0,-100%,0,-100%,"9,3",-53%,"9,1",-50%,0,-100%,"0,01",-73%,"0,004",-73%,36.8%,6.4%,25.7%,17.4%,10.7%,2.9%,70,13,+9%,E,+9%,50 cl,,"['E330 - Acide citrique', 'E300 - Acide ascorbique', ""E414 - Gomme d'acacia"", 'E160c - Extrait de paprika']",4,,['Canette'],,,"['CARREFOUR', 'HYPER U', 'LS PROXY', 'TOA SUPERMARCHÉ']",,,OASIS TROPICAL,,,,
1008,Aa Drink Isotone Pet 24X33CL,87222098,,,,['France'],[],[],,,,,,,,,?,,22,,92 kj(22 kcal),,0,,0,,"5,7",,"5,4",,0,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,Nouilles Soba - Sempio,8801005560528,,['Sempio'],,['France'],"['Wheat Flour ', '87,5%', 'Tapioca Starch', 'Buckwheat', 'Salt']",[],,,,,,,,,?,,365,,1527 kj(365 kcal),,0,,0,,76,,0,,12,,"1,5",,"0,6",,,,,,,,,,,,,,,,,['Gluten'],,,,,,,,,,,
1010,Sliced Kimchi - Bibigo,8801007164311,,['Bibigo'],,['France'],"['Glutamate Monosodique I Sauce Assaisonnement ', 'Eau', 'Edulcorant ', 'Sorbitol', 'Extrait De Creyettes', 'Epaissi%qnt ', 'Gl±ate Poivron Rouge En Poudre', 'Ail 15%', 'Agent Epaississant [Eu Sel De Mer', 'Epaississant ', 'Gomme']",[],,,,,,,,,?,,32,,134 kj(32 kcal),,"0,3",,"0,1",,"5,4",,"0,8",,"1,9",,"0,55",,"0,22",,,,,,,,,,,,,,,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E420 - Sorbitol']",4,,,,,,,,,,,,
1011,CJ Cooked White Rice - (hetbahn),8801007310572,,,,['France'],[],[],,,,,,,,,?,,149,,623 kj(149 kcal),,"0,2",,"0,1",,"33,2",,0,,"2,7",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,120g,8801043014830,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,120 g,,,,,['ถุง'],,,,,,,,,,
1013,Vinaigre De Riz - 500ml,8801045203218,,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,40,,167 kj(40 kcal),,0,,0,,5,,4,,0,,0,,0,,,,,,,,,,,,,500ml,,,,,,,,,,,,,,,
1014,"Préparation Pour Beignet ""frying Batter Mix"" - Ottogi",8801045420400,,['Ottogi'],,['France'],[],[],,,,,,,,,?,,345,,1443 kj(345 kcal),,"0,6",,"0,2",,78,,2,,7,,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,Ottogi Mini Sesame Oil,8801045440002,,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,459,,1920 kj(459 kcal),,51,,"8,3",,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,['Bottle'],,,,,,,,,,
1016,Old Soba Noodles 400G - 400g,8801045495415,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires']",['France'],[],[],0.5 g,en faible quantité,0 g,en faible quantité,5 g,en quantité modérée,3.1 g,en quantité élevée,?,,345,+4%,1443 kj(345 kcal),+4%,"0,5",-81%,0,-100%,75,+21%,5,+81%,10,-14%,"3,1",+1362%,"1,24",+1362%,,,,,,,,15,,D,,400 g,,,,,,,,,,,,,,,
1017,Vinegared hot pepper bean paste - Daesang,8801052435596,,['Daesang'],"['Epicerie', 'Sauces']","['Canada', 'France', 'États-Unis']","['Hot pepper paste ', 'corn syrup', 'water', 'red pepper powder', 'wheat', 'wheat flour', 'salt', 'soybean', 'spices', 'glutinous rice', 'calcium phosphate', 'glucose', 'yeast', 'xanthan gum', 'barley cultured with aspergillus oryzae[koji]', 'vinegar', 'sugar', 'water', 'high fructose corn syrup', 'contains 2% or less of salt', 'sesame seed', 'garlic', 'mustard seed powder', 'citric acid', 'red pepper powder', 'glutinous rice', 'glucose']",[],0 g,en faible quantité,0 g,en faible quantité,21.1 g,en quantité élevée,4.74 g,en quantité élevée,?,,211,-11%,883 kj(211 kcal),-10%,0,-100%,0,-100%,"47,37",+378%,"21,05",+226%,"5,26",+96%,"4,738",+96%,"1,895",+96%,,,,,,,,11,-5%,D,-5%,,,"['E415 - Gomme xanthane', 'E330 - Acide citrique']",4,"['Gluten', 'Graines de sésame', 'Soja']",,,,,,,,,,,"DAESANG CO.,LTD."
1018,Samlip Panko Breadcrumbs 200G - 200g,8801068134902,,,,['France'],[],[],,,,,,,,,?,,357,,1494 kj(357 kcal),,"3,1",,"0,9",,70,,4,,11,,"1,1",,"0,44",,,,,,,,,,,,,200 g,,,,,,,,,,,,,,,
1019,Raviolis Légumes 675G - Surgeles - Samlip - 675g,8801068450316,B,['Samlip'],"['Surgelés', 'Plats préparés', 'Plats à base de pâtes', 'Pâtes farcies', 'Pates farcies aux légumes', 'Ravioli', 'Plats préparés surgelés', 'Raviolis aux légumes', 'Ravioli surgelés']",['France'],[],[],4.4 g,en quantité modérée,2 g,en quantité modérée,1.5 g,en faible quantité,1.2 g,en quantité modérée,?,,206,+16%,862 kj(206 kcal),+15%,"4,4",-23%,2,+33%,"32,4",+39%,"1,5",-32%,8,-3%,"1,2",+24%,"0,48",+24%,69.0%,12.8%,6.9%,6.1%,3.0%,2.2%,77,1,-56%,B,-56%,675 g,,,,,['surgelés'],,,,,,Mandu,,,,
1020,Hot chicken flavor ramen,8801073211223,,,"['Plats préparés', 'Soupes']","['France', 'États-Unis']","['noodle', '75,8%', ': wheat flour', '41%', 'tapioca starch', '17%', 'palm oil', '14%', 'wheat gluten', 'salt', 'emulsifier[lecithin', 'e322', ']', 'soybean oil', 'acidity regulator[potassium carbonate', 'e501', 'sodium carbonate', 'e500', 'sodium phosphate dibasic', 'e339', 'sodium polyphosphate', 'e452', 'sodium pyrophosphate', 'e450', 'citric acid', 'e330', ']', 'onion extract', 'thickener[guar gum', 'e412', ']', 'water', 'green tea flavor oil', 'soup', '23,3%', ' : water', 'white sugar', 'artificial chicken flavor powder', 'soy sauce ', 'red pepper powder', 'soybean oil', 'onion powder', 'chilli extract', 'flavour enhancer[monosodium l-glutamate', 'e621', ']', 'garlic powder', 'potato starch', 'yeast extract powder', 'black pepper powder', 'salt', 'curry powder', 'flake', '0,9%', ' : roast sesame', 'roasted laver']",['Huile de palme'],15.7 g,en quantité modérée,7.14 g,en quantité élevée,7.14 g,en quantité modérée,2.29 g,en quantité élevée,?,,421,+639%,1761 kj(421 kcal),+643%,"15,71",+710%,"7,14",+1082%,60,+943%,"7,14",+313%,10,+355%,"2,285",+164%,"0,914",+164%,,,,,,,,22,+1241%,E,+1241%,,,"['E322i - Lécithine', 'E322 - Lécithines', 'E501i - Carbonate de potassium', 'E501 - Carbonates de potassium', 'E500i - Carbonate de sodium', 'E500 - Carbonates de sodium', 'E343ii - Dimagnésium phosphate', 'E339 - Phosphates de sodium', '', 'Risque élevé de sur-exposition', 'E452i - Polyphosphate de sodium', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E412 - Gomme de guar', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition']",4,,,,,,,,,,,,SAMYANG
1021,Soupe Udon Fruit De Mer 212G - Bon Go Jang - 212g,8801085010258,,['Bon Go Jang'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes fraîches', 'Udon']",['France'],"['NOUILLES: FARlNE DE BLE', '  EAU', 'SEL', ' ASSAISONNEMENT: AROME ANCHOIS  SAUCE SOJA EN POUDRE', 'SEL', 'CAROTTE ALGUE', 'AROME MOULE']",[],0.75 g,en faible quantité,0 g,en faible quantité,1.89 g,en faible quantité,1.92 g,en quantité élevée,?,,146,-39%,611 kj(146 kcal),-38%,"0,75",-34%,0,-100%,"29,72",-40%,"1,888",+115%,"5,18",-24%,"1,924",+59%,"0,77",+59%,,,,,,,,6,+44%,C,+44%,212 g,,,3,"['Poisson', 'Gluten', 'Mollusques', 'Soja']",['Plastique'],['Corée du Sud'],,['Paris Store'],['Corée du Sud'],,Udon frais arôme fruits de mer,,,,
1022,Jolly pong,8801111610636,,,,['France'],[],[],,,,,,,,,?,,441,,1845 kj(441 kcal),,"13,2",,"5,9",,"30,8",,"30,8",,"7,7",,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,Woongjin Plum Drink,8801382126539,,,,['France'],[],[],,,,,,,,,?,,100,,418 kj(100 kcal),,0,,0,,14,,11,,0,,20,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,Aloe - Woongjin,8801382127796,,['Woongjin'],"['Boissons', 'Boissons avec sucre ajouté']",['France'],"[""NGRÉDIENT: L'eau purifiée"", 'le sucre blanc', 'faloe vera jus de tranche de gel de 8% ', 'gel dabe de 45%', 'rdoe vera jus de gel de 54,8%', 'de racide cifrique à 0,2%', 'rabe vera poche 9è IW', ' 1 ddoe en poudre 200: 1 50%', 'la dextrine 50%', 'régulateur ', 'E330', ""E331' E327"", ' bye Essense', 'raisin Essense', 'saveur de raisin vert', 'antioxydant ', 'E300', 'E418', 'forrrdabon mute ', 'gardénia couleur bleue', 'carthame jaune', 'alcool éthylique', 'E m']",[],0 g,en faible quantité,0 g,en faible quantité,10 g,en quantité élevée,0 g,en faible quantité,?,,45,-47%,188 kj(45 kcal),-49%,0,-100%,0,-100%,10,-49%,10,-45%,0,-100%,0,-100%,0,-100%,,,,,,,,14,+18%,E,+18%,,,"['E1400 - Dextrines', 'E330 - Acide citrique', 'E331 - Citrates de sodium', 'E300 - Acide ascorbique', 'E418 - Gomme gellane', 'E1510 - Éthanol']",4,,,,,,,,,,,,
1025,Ottogi Honey Citron Tea - 500.0g,8802783200576,B,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés au citron']",['France'],[],[],,,,,,,,,?,,250,+681%,1046 kj(250 kcal),+550%,0,-100%,0,-100%,60,+565%,60,+613%,0,-100%,3,+10929%,"1,2",+10929%,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,30,+362%,E,+362%,500.0 g,,,,,,,,,,,,,,,
1026,Ottogi Samhwa Ginger Tea 500G - Healing Time,8802783620121,,['Healing Time'],,['France'],"['FRUCTOSE', 'GINGEMBRE CONFIT ', '19,5%', 'EAU', 'SUCRE', ""SIROP D'AMIDON"", 'ISOMALTO-OLIGOSACCHARIDES', 'MIEL ', '2%', 'CONCENTRE DE GINGEMBRE', 'EPAISSISSANTS ', 'E466', 'E407', 'E410 ET E327', 'ACIDIFIANT ', 'E330', 'COLORANT', 'E150d', ',']","['Sans huile de palme', 'Non végétalien']",,,,,,,,,?,,275,,1151 kj(275 kcal),,0,,0,,14,,10,,0,,"0,05",,"0,02",,,,,,,,,,,,,,,"['E466 - Carboxyméthylcellulose', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E410 - Gomme de caroube', 'E327 - Lactate de calcium', 'E330 - Acide citrique', ""E150d - Caramel au sulfite d'ammonium""]",4,,,,,,,,,,,,
1027,Gâteau de riz - 송학 - 500g,8803560000143,,['송학'],"['Snacks', 'Produits laitiers', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Desserts lactés', 'Gâteaux de riz']",['France'],"['farine de riz', 'sel', 'eau']",[],0.5 g,en faible quantité,0 g,en faible quantité,2 g,en faible quantité,0.178 g,en faible quantité,?,,235,+62%,983 kj(235 kcal),+60%,"0,5",-84%,0,-100%,?,,2,-88%,3,-10%,"0,178",+71%,"0,071",+71%,,,,,,,,-4,-207%,A,-207%,500 g,,,,,"['Sachet', 'Plastique']",,,,,,,,,,
