,name,bar_code,eco_score,generic_name,quantity,brand,categories,labels,manufacturing,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,nutriment_sugars_tr,markets,packaging,ingredients_origins,traceability_code,allergens,sugar_quantity,sugar_comment,nutriment_sugars_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,additives,nova_score,link,palm_ingredients,brand_owner
1112,Origan,3234750047627,,,,,,"['Bio', 'Bio européen', 'FR-BIO-12', 'AB Agriculture Biologique']",,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,Kartoffel Püree,4000400130716,,,,,,,,['France'],[],[],,,,,,,?,,61,,255 kj(61 kcal),,"1,2",,"0,6",,10,,"2,1",,"0,4",,"0,16",,,,,,,,,"1,7",,,,,,,,,,,,,,,,,
1114,Queues de crevettes sauvages d'argentine,3760114350954,,,,,,,,['France'],[],[],,,,,,,?,,57,,238 kj(57 kcal),,"0,5",,"0,1",,"0,5",,"13,8",,"0,48",,"0,192",,,,,,,,,"0,5",,,,,,,,,,,,,,,,,
1115,Graines de pavot bleu - Franprix - 100g,3263851484918,,,100 g,['Franprix'],,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",,['France'],[],[],,,,,,,?,,541,,2264 kj(541 kcal),,45,,"4,8",,"8,6",,18,,"0,01",,"0,004",,,,,,,,,"7,6",['Franprix'],,,,,,,,,,,,,,,,
1116,Vinaigre balsamique - Critiqua - 500ml,5203817750075,B,,500ml,['Critiqua'],"['Vinaigres', 'Vinaigres balsamiques']",,,['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,113,-23%,473 kj(113 kcal),-22%,0,-100%,0,-100%,23,-25%,0,-100%,0,-100%,0,-100%,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,23,,,,,,23 g,en quantité élevée,-17%,,,,,,,,,
1117,Cocktail fruits de mer - La table des pêcheurs - 800g,3270120604878,,,800 g,['La table des pêcheurs'],,,,['France'],[],[],,,,,,,?,,67,,280 kj(67 kcal),,"1,6",,"0,5",,"1,6",,12,,"0,78",,"0,312",,,,,,,,,0,,,,,,,,,,,,,,,,,
1118,Myrtille biologique -  - 125g,3664641001757,B,,125 g,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits rouges', 'Fruits frais', 'Myrtilles', 'Myrtilles fraîches']","['Bio', 'Bio européen', 'ES-ECO-003-AN', 'FR-BIO-01']",,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,90.0%,0.0%,0.0%,5.0%,4.8%,0.2%,87,,,,,,,,,,,,,,,,,,
1119,Curcuma,3234750047580,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-12']",,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,0211631008796,0211631008796,,,,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,"['FR 26.088.011 CE', 'Chatuzange-le-Goubet (Drôme, France)']",,,,,,,,,,,,,
1121,TRIMOUSSA POULET CARAMEL - 600g,3700844302786,,,600 g,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,Escalopine de poulet,5901687985084,,,,,,,,['France'],[],[],,,,,,,?,,231,,967 kj(231 kcal),,15,,"3,4",,18,,12,,"1,4",,"0,56",,,,,,,,,"0,8",,,,,,,,,,,,,,,,,
1123,Infusion - Clipper,5021991937187,,,,['Clipper'],,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'GB-ORG-05']",,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,Moules néttoyées prêtes à cuire,3593900231010,,,,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,Compotée de rhubarbes - Collines en Limousin - 140g,3517830061257,A,,140 g,['Collines en Limousin'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes rhubarbe']",,,['France'],"['Rhubarbes 70%', 'pommes 30%']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,172,-25%,41,-41%,172 kj(41 kcal),-39%,0,-100%,0,-100%,"8,7",-40%,"0,5",+7%,0,-100%,0,-100%,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,"4,4",,"['Bocal', 'Verre']",,,,4.4 g,en faible quantité,-68%,-5,,A,,,1,,,
