,name,bar_code,quantity,packaging,brand,categories,labels,ingredients_origins,manufacturing,traceability_code,markets,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,additives,nova_score,allergens,generic_name,palm_ingredients,link,producer_info,origin_detail
1612,150G Terrine Tradition - maison papillon - 130g,3306111017508,130 g,,['maison papillon'],,"['Bio', 'en:gluten-free', 'Sans colorants', 'Sans lactose', 'Sans conservateurs']",,,"['FR 12.063.026 CE', 'Cavalerie (Aveyron, France)']",,['France'],[],[],?,,187,,"9,2",,"0,5",,26,,,,,,,,,,,,,,,,,,782 kj(187 kcal),,"2,2",,"0,5",,"1,7",,"0,68",,,,,,,,,,,,,
1613,"Puisseguin Saint Emilion - Vin - 0,75l",3306380117978,"0,75 l",,['Vin'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges', 'Vins français', 'Bordeaux', 'Saint-émilion', 'Puisseguin-saint-émilion']",,['France'],,,,['France'],[],[],?,,?,,?,,?,,?,,C,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1614,Maïs pop-corn - Légum'saveur - 500g,3306540100345,500 g,"['Filet', 'Plastique']","[""Légum'saveur""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Maïs']",,,,"['EMB 82013D', 'Beaumont-de-Lomagne (Tarn-et-Garonne, France)']",['U Express'],['France'],['Maïs pop corn'],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615,Farine de froment Le Rhun Le Moulin de l'Ecluse,3306760000036,,,,,,,,,['Magasins U'],['France'],[],[],?,,339,,"1,5",,"72,2",,"10,8",,,,,,,,,,,,,,,,,,1418 kj(339 kcal),,"0,3",,"0,4",,0,,0,,,,,,,,,,,,,
1616,Farine pour pain de seigle Le Rhun Le Moulin de l'Ecluse - Minoterie De L'ecluse,3306760000234,,,"[""Minoterie De L'ecluse""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales']",['en:produced-in-bretagne'],,,,['Magasins U'],['France'],"['Céréales ', ""l'or:ginp arine de seiqle farine d'o"", 'Contient du']",[],?,,340,-2%,"1,8",+3%,68,-2%,"9,3",-11%,,,,,,,,,1.8 g,en faible quantité,0.3 g,en faible quantité,2.9 g,en faible quantité,0 g,en faible quantité,1423 kj(340 kcal),-2%,"0,3",-3%,"2,9",+104%,0,-100%,0,-100%,-6,,A,,,,,,,,,
1617,Pureée cuisinée carotte et potiron - Toupargel - 750g,3307070065777,750g,['surgelé'],['Toupargel'],"['Plats préparés', 'Légumes préparés', 'Purées', 'Purées de légumes']",,,,['56066C'],,['France'],"['Carottes ', '49%', 'potirons ', '26%', 'pommes de terre ', '13,5%', 'maïs doux', 'crème fraîche pasteurisée ', '2%', 'sel', 'persil ', '0,5%', 'arôme naturel']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,,36,-48%,"0,6",-67%,"5,3",-25%,"0,9",-59%,,,,,,,,,0.6 g,en faible quantité,0.5 g,en faible quantité,3 g,en faible quantité,0.6 g,en quantité modérée,151 kj(36 kcal),-46%,"< 0,5",-48%,3,+27%,"0,6",+32%,"0,24",+32%,-2,,A,,,4,,,,,,
1618,Camomille Matricaire Bio - Jardin Bio - 25g,3307139930800,25 g,,['Jardin Bio'],,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,['France'],[],[],?,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,0 kj(0 kcal),,0,,0,,0,,0,,,,,,,,,,,,,
1619,Rayman Origins [importación Francesa],3307215586389,,,,,,,,,,['France'],[],[],?,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,0 kj(0 kcal),,0,,0,,,,,,,,,,,,,,,,,
1620,Farine de sarrasin - Treblec - 1.150kg,3307350001556,1.150 kg,['Sachet'],['Treblec'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Aides culinaires', 'Aides à la pâtisserie', 'Farines de sarrasin']",,"['France', 'Union européenne']",['Maure-de-Bretagne (Ille et Vilaine).'],,['Auchan'],['France'],['Farine de sarrasin'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,338,-3%,"3,17",+15%,70,+4%,12,+3%,A,68.5%,2.0%,12.1%,12.6%,4.8%,0.0%,94,3.17 g,en quantité modérée,0.7 g,en faible quantité,2.6 g,en faible quantité,0.022 g,en faible quantité,1414 kj(338 kcal),-4%,"0,7",+32%,"2,6",+93%,"0,022",+40%,"0,009",+40%,-6,,A,,,1,"['Gluten', 'Sarrasin']",farine de sarrasin dit de blé noir,,http://www.farine-treblec.com/nos-produits/farine-de-sarrasin-dit-de-ble-noir,,
1621,Chutes de Truite Fumée Décongelée - Moulin de la Marche - 200g,3307570080294,200 g,"['Frais', 'Plastique']",['Moulin de la Marche'],"['Produits de la mer', 'Poissons', 'Poissons fumés', 'Truites', 'Truites fumées', 'Produits décongelés']",['Origine France'],['France'],['France'],"['FR 29.506.502 CE', 'FR 29.026.502 CE', 'Châteaulin (Finistère, France)']",,"['Belgique', 'France']",['Truite'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,,160,-48%,"7,7",-49%,"0,5",-98%,23,+162%,D,92.4%,0.0%,1.3%,5.5%,0.7%,0.2%,23,7.7 g,en quantité modérée,1.7 g,en quantité modérée,0.5 g,en faible quantité,3.8 g,en quantité élevée,669 kj(160 kcal),-49%,"1,7",-71%,"0,5",-96%,"3,8",+228%,"1,52",+228%,12,-17%,D,-17%,,1,['Poisson'],,,,,
1622,Münsterkäse,3307630301970,,,,,,,,,,['France'],[],[],?,,332,,28,,"0,5",,20,,,,,,,,,,,,,,,,,,1389 kj(332 kcal),,19,,"0,5",,"1,8",,"0,72",,,,,,,,,,,,,
1623,Pavé d'Affinois,3307905820083,,,"[""Pavé d'Affinois""]",,,,,,,['France'],[],[],?,,394,,38,,1,,12,,,,,,,,,,,,,,,,,,1648 kj(394 kcal),,26,,1,,"1,2",,"0,48",,,,,,,,,,,,,
1624,Époisses - Berthaut - 250g,3307950010880,250 g,"['Bois', 'Frais']","['Berthaut', 'Savencia']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte molle à croûte lavée', 'Époisses', 'en:Labeled-cheeses', 'Produits labellisés']",['AOP'],['France'],,"['FR 21.247.001 CE', ""Époisses (Côte-d'Or, France)""]",,['France'],"['Lait de vache pasteurisé', 'sel', 'présure', 'ferments', 'Marc de Bourgogne']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",1204,,291,+2%,24,+1%,0,-100%,18,+6%,B,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,24 g,en quantité élevée,17 g,en quantité élevée,0 g,en faible quantité,1.8 g,en quantité élevée,1204 kj(291 kcal),+0%,17,+1%,0,-100%,"1,8",-2%,"0,72",-2%,15,-1%,D,-1%,,3,['Lait'],Époisses,,,,
1625,Aisy Cendré 24 % - Berthaut,3307950040344,,['Frais'],"['Berthaut', 'Savencia']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages pasteurisés']",,,"['Bourgogne', 'France']",,,['France'],[],[],?,,306,-2%,25,-4%,2,+82%,18,-3%,D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,25 g,en quantité élevée,17 g,en quantité élevée,0 g,en faible quantité,1.9 g,en quantité élevée,1280 kj(306 kcal),-2%,17,-4%,0,-100%,"1,9",+32%,"0,76",+32%,16,+12%,D,+12%,,,,,,,,
1626,Languedoc Mythique 09 75CL - Mythique Languedoc - 75cl,3308440039442,75 cl,"['Bouteille', 'Verre']",['Mythique Languedoc'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Vins rosés', 'Languedoc']",['AOC'],['France'],['France'],,['Magasins U'],['France'],"['Vin rosé Languedoc AOC', ' Contient des sulfites']",[],?,,?,,?,,?,,?,,B,46.7%,3.7%,29.6%,13.4%,5.1%,1.4%,45,,,,,,,,,,,,,,,0,-100%,0,-100%,,,,,,,['Anhydride sulfureux et sulfites'],,,,,
1627,Crème liquide - Brake,3308650816536,,,['Brake'],,,,,,,['France'],[],[],?,,335,,35,,"3,1",,2,,,,,,,,,,,,,,,,,,1402 kj(335 kcal),,22,,"3,1",,"0,09",,"0,036",,,,,,,,,,,,,
1628,Sucre blanc - Sucrerie de Bourbon - 1Kg,3308751000315,1 Kg,['Plastique'],"['Sucrerie de Bourbon', 'Eurocanne - La Mare']","['Édulcorants', 'Sucres', 'Sucres de canne', 'Sucres blancs']",,"['France', 'Ile de la Réunion', 'Sainte Marie']",,"['EMB 97407E', 'Port (La Réunion, France)']",['Score'],"['France', 'La Réunion']",['Pure sucre de canne'],[],?,,?,,?,,?,,?,,B,65.2%,10.9%,13.4%,7.2%,3.3%,0.0%,94,,,,,,,,,,,,,,,,,,,,,,,,,,Sucre blanc pur canne,,,,
1629,Sucre Blanc Morceaux 1Kg -  - 1kg,3308751000322,1 kg,,,,,,,,,['France'],"['SUCRE BLANC mrcans Fabrique &fancienne dans le respect des nomes européennes à partir du jus de canne de La Reunion Ne sucre blanc pure canne Sucreies de Bourbn est à la fois authentique et de qualité', ' Particulierement apprécië pour sa blancheur ef sa pureté', ""l est donc le complément idéal de ves pålisseries et de vas confitures Le sucre blanc pur canne est aussi agréable avec les fruits dontil n'alère pas la saveur Alliant richesse du temoir et savai-laire le sucre blanc pure canne Sucreries de Bourben est un produit européen d'exception VIAOIE""]",[],?,,400,,0,,100,,0,,,,,,,,,,,,,,,,,,1674 kj(400 kcal),,0,,100,,,,,,,,,,,,,,,,,
1630,Crêpes bretonnes au froment faites a la main - Bosser - 175g,3308840000066,175 g,,['Bosser'],"['Crêpes et galettes', 'Crêpes', 'Crêpes de froment']",,,,,,['France'],[],[],?,,351,+21%,"6,6",-15%,66,+41%,"7,3",-5%,B,67.6%,15.0%,9.2%,4.1%,4.2%,0.0%,86,6.6 g,en quantité modérée,0 g,en faible quantité,36 g,en quantité élevée,1.2 g,en quantité modérée,1469 kj(351 kcal),+20%,0,-100%,36,+76%,"1,2",+52%,"0,48",+52%,16,+52%,D,+52%,,,,,,,,
1631,Meringues Champignons Cacao - Louvat - 200g,3308960010778,200 g,"['Sachet', 'Plastique']",['Louvat'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Meringues']",,,,,,['France'],"['Sucre', ""blancs d'œufs"", 'poudre de cacao', 'épaississants ', 'gomme guar', 'gomme xanthane', 'arôme', 'farine de blé ', 'gluten']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,,399,+6%,0,-100%,"97,9",+12%,"1,8",-55%,C,75.1%,13.4%,5.0%,3.4%,3.0%,0.0%,72,0 g,en faible quantité,0 g,en faible quantité,97.9 g,en quantité élevée,0 g,en faible quantité,1669 kj(399 kcal),+6%,0,-100%,"97,9",+18%,0,-100%,0,-100%,14,-3%,D,-3%,"['E412 - Gomme de guar', 'E415 - Gomme xanthane']",4,"['Œufs', 'Gluten']",,,,,
1632,Feulles de Vignes Farcies - Martin'S - 300g égoutté - 400g total ou 425ml,3309015604126,300 g égoutté - 400 g total ou 425 ml,"['Boite métal à ouverture facile', 'Etiquettes papier']","[""Martin'S""]","['Conserves', 'Plats préparés', 'Plats préparés en conserve', 'Feuilles de vigne farcies']","['Point Vert', 'Triman']",['Union européenne'],['Union Européenne'],"['EMB 13117H', 'Vitrolles (Bouches-du-Rhône, France)']",['Super U'],['France'],"['Riz', 'feuilles de vigne', 'eau', 'huile de tournesol', 'oignon', 'sel', 'aneth', 'menthe', 'poivre', 'acidifiant : E330']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,154,+6%,8,+7%,"18,4",+14%,"2,1",-5%,,,,,,,,,8 g,en quantité modérée,0 g,en faible quantité,0 g,en faible quantité,1.5 g,en quantité modérée,644 kj(154 kcal),+6%,0,-100%,0,-100%,"1,5",+19%,"0,6",+19%,5,-5%,C,-5%,['E330 - Acide citrique'],3,,Feulles de Vignes Farcies,,,,
1633,L'aligot de l'aubrac - l'aveyronnais - 950g,3321271192810,950g,['Barquette'],"[""l'aveyronnais""]","['Plats préparés', 'Aligots']","['Sans colorants', 'Sans conservateurs']",,,"['FR 12.119.054 CE', 'Laguiole (Aveyron, France)']",,['France'],"['purée de pommes de terre ', 'origine France', ' 59%', "" Tome fraiche de l'Aubrac au lait cru 31% "", 'fromage à pâte pressé', ' non salé', ' Crème de lactoserum', ' Sel', ' Sans colorant ni conservateur']",[],?,,180,-10%,13,+5%,"8,3",-23%,"7,5",-16%,B,73.0%,13.9%,4.3%,4.6%,2.4%,1.7%,67,13 g,en quantité modérée,8.6 g,en quantité élevée,0.5 g,en faible quantité,0.77 g,en quantité modérée,753 kj(180 kcal),-9%,"8,6",+8%,"0,5",-13%,"0,77",-22%,"0,308",-22%,12,-2%,D,-2%,,,,,,,,
1634,"Tome fraîche de l'Aubrac - Jeune Montagne - 0,500kg",3321271221053,"0,500 kg","['Sous-vide', 'Plastique']",['Jeune Montagne'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Produits de montagne', 'Fromages au lait cru', 'Fromages de montagne', 'Tommes', 'Tomme du Massif central']","['Peu ou pas de sel', 'Sans sel']",,['France'],"['FR 12.119.054 CE', 'Laguiole (Aveyron, France)']",['Auchan'],['France'],"['LAIT cru et entier ', 'origine France', 'présure', 'ferments lactiques']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",1410,-5%,?,,27,-8%,"2,2",+86%,22,-3%,C,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,27 g,en quantité élevée,19 g,en quantité élevée,0.5 g,en faible quantité,0.08 g,en faible quantité,1410 kj(337 kcal),-7%,19,-6%,"< 0,5",+64%,"0,08",-95%,"0,032",-95%,9,-42%,C,-42%,,3,['Lait'],Fromage à pâte pressée non salé,,,,
1635,Saumon sauvage du pacifique fumé - Kritsen,3321431010923,,['Frais'],['Kritsen'],"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés', 'Saumons sauvages', 'Saumons fumés sauvages']","['Pêche durable', 'Pêche durable MSC']",,,['MSC-C-54747'],,['France'],[],[],?,,121,-9%,"3,7",-1%,"0,5",+1%,23,-3%,E,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,3.7 g,en quantité modérée,0.7 g,en faible quantité,0.5 g,en faible quantité,3.3 g,en quantité élevée,506 kj(121 kcal),-8%,"0,7",-13%,"0,5",+37%,"3,3",+12%,"1,32",+12%,11,-1%,D,-1%,,,,,,,,
1636,"Le saumon fumé Écosse, 4 tranches - Kritsen - 140g",3321431020250,140 g,"['Plastique', '13g', 'emballage réduit']",['Kritsen'],"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés', ""Saumons fumés d'élevage""]",,['Écosse'],,"['FR 29.105.501 CE', 'Landivisiau (Finistère, France)']",['Carrefour Market'],['France'],"['Saumon Atlantique élevé en Écosse ', '97 %', 'sel 3 %']",[],?,,185,-3%,10,-10%,"0,5",+1%,22,-0%,E,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,10 g,en quantité modérée,2 g,en quantité modérée,0.5 g,en faible quantité,3 g,en quantité élevée,774 kj(185 kcal),-3%,2,-7%,"0,5",+40%,3,+4%,"1,2",+4%,13,-4%,D,-4%,,3,,Saumon fumé,,,,
1637,Bio pure origine saumon fumé - Kritsen - 180g,3321431024753,180 g,,['Kritsen'],"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés', ""Saumons fumés d'élevage""]","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'en:produced-in-bretagne', 'Élevé en Irlande']",,,,,['France'],"['Saumon* ', 'POISSON', ' Atlantique ', 'Salmo salar', ' élevé en Irlande 97%', 'sel 3%', "" * issu de l'agriculture biologique""]","['Non végétalien', 'Non végétarien']",?,,176,-8%,"9,6",-14%,"< 0,5",+1%,22,-0%,D,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,9.6 g,en quantité modérée,1.8 g,en quantité modérée,0.5 g,en faible quantité,3 g,en quantité élevée,736 kj(176 kcal),-7%,"1,8",-16%,"< 0,5",+40%,3,+4%,"1,2",+4%,13,-4%,D,-4%,,3,['Poisson'],,,,,
1638,Dés de Saumon - Kritsen,3321431024852,,,['Kritsen'],"['Produits de la mer', 'Poissons', 'Saumons']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,['France'],[],[],?,,177,-4%,"9,3",-11%,"0,5",-3%,23,+6%,D,96.3%,0.0%,1.4%,1.4%,0.7%,0.2%,24,9.3 g,en quantité modérée,1.9 g,en quantité modérée,0.5 g,en faible quantité,3.5 g,en quantité élevée,741 kj(177 kcal),-4%,"1,9",-7%,"0,5",+57%,"3,5",+45%,"1,4",+45%,13,+18%,D,+18%,,,,,,,,
1639,Délice Saumon à crême fraiche - Kritsen - 250g,3321433002841,250 g,"['Barquette en plastique', 'Film en plastique', 'Etui en carton']",['Kritsen'],"['Terrines', 'Terrines de poisson', 'Terrines de saumon']",,,,"['EMB 29026J', 'Châteaulin (Finistère, France)', 'FR 29.026.501 CE', 'Châteaulin (Finistère, France)']",,['France'],[],[],?,,199,-3%,15,-3%,"3,6",-15%,12,+8%,,,,,,,,,15 g,en quantité modérée,2.4 g,en quantité modérée,1 g,en faible quantité,1.8 g,en quantité élevée,833 kj(199 kcal),-3%,"2,4",-31%,1,-28%,"1,8",+59%,"0,72",+59%,11,+79%,D,+79%,,,,,,,,
1640,Grumbeere knepfle HORVAT,3321690000031,,,,,,,,,,['France'],[],[],?,,205,,5,,40,,8,,,,,,,,,,,,,,,,,,858 kj(205 kcal),,"1,7",,"7,2",,1,,"0,4",,,,,,,,,,,,,
1641,Tarte framboise - L'Alpine - Une tarte,3321927012523,Une tarte,['Plastique'],"[""L'Alpine""]","['Tartes', 'Tartes sucrées', 'Tartes aux fruits', 'Tartelettes', 'Biscuit sec nappé aux fruits', 'Tartes aux framboises']",,,,,,['France'],"['Farine de blé', 'matière grasse végétale ', 'conservateur E200', 'sucre', 'œuf entier en poudre pasteurisé', 'sel', 'fourrage : sucre-fruit ', 'framboise 34 % pomme 11 %', 'sirop de glucose', 'gélifiant : alginate de potassium : acide citrique', ""régulateur d'acidité: citrate de sodium"", 'orthophosphate de calciumn arôme colorant anthocyane', 'conservateur :sorbate de potassium']",['Non végétalien'],?,,408,+55%,"11,9",+39%,"71,2",+77%,"4,1",+24%,C,81.3%,10.4%,3.5%,2.6%,2.1%,0.0%,56,11.9 g,en quantité modérée,4.1 g,en quantité modérée,40.8 g,en quantité élevée,0.175 g,en faible quantité,1707 kj(408 kcal),+55%,"4,1",-12%,"40,8",+86%,"0,175",-23%,"0,07",-23%,18,+78%,D,+78%,"['E200 - Acide sorbique', '', 'Risque élevé de sur-exposition', 'E402 - Alginate de potassium', 'E330 - Acide citrique', 'E331 - Citrates de sodium', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",4,"['Œufs', 'Gluten']",,,,,
1642,Saucisse lentille,3321950012316,,,,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à base de lentilles', 'Saucisses aux lentilles']",,,,,,['France'],[],[],?,,100,-28%,"3,4",-49%,"6,7",-17%,"9,4",+17%,C,64.9%,20.7%,7.0%,3.9%,2.1%,1.5%,59,3.4 g,en quantité modérée,1.2 g,en faible quantité,0.7 g,en faible quantité,1.2 g,en quantité modérée,418 kj(100 kcal),-27%,"1,2",-51%,"0,7",-13%,"1,2",+28%,"0,48",+28%,2,+12%,B,+12%,,,,,,,,
1643,Rillettes pur canard - Mercadier,3321950025255,,,['Mercadier'],"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', 'Rillettes de canard']",,,,,,['France'],[],[],?,,281,-30%,"23,7",-35%,"0,1",-83%,"16,9",+4%,D,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,23.7 g,en quantité élevée,7.7 g,en quantité élevée,0.1 g,en faible quantité,1.49 g,en quantité modérée,1176 kj(281 kcal),-30%,"7,7",-38%,"0,1",-60%,"1,49",+9%,"0,596",+9%,16,-17%,D,-17%,,,,,,,,
1644,Les grillons de Canard - Mercadier,3321950026351,,,['Mercadier'],"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', 'Rillettes de canard', 'Grillons de canard']",,,,,,['France'],"['VIANDE DE CANARD ', '92%', 'SEL', 'GRAISSE DE CANARD', 'AIL', 'SUCRE', 'POIVRE', ""D'ÉPICES "", 'DONT Céleri', ' ', 'Viande DE CANARD ORIGINE : UE']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,,295,-26%,"23,7",-35%,"0,4",-31%,"20,1",+24%,D,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,23.7 g,en quantité élevée,8.2 g,en quantité élevée,0.4 g,en faible quantité,1.23 g,en quantité modérée,1234 kj(295 kcal),-27%,"8,2",-34%,"0,4",+59%,"1,23",-10%,"0,492",-10%,16,-17%,D,-17%,,3,,,,,,
1645,Pâté De Campagne Aux Cèpes - Mercadier,3321950028058,,,['Mercadier'],"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté', 'Pâtés de porc', 'Pâtés de campagne']",,,,,,['France'],[],[],?,,226,-27%,18,-33%,"0,5",-79%,"15,4",+8%,D,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,18 g,en quantité modérée,6.9 g,en quantité élevée,0.1 g,en faible quantité,1.5 g,en quantité modérée,946 kj(226 kcal),-27%,"6,9",-32%,"0,1",-89%,"1,5",-10%,"0,6",-10%,14,-26%,D,-26%,,,,,,,,
1646,Les gésiers de canard confits,3321950034165,,,,"['Poissons et viandes et oeufs', 'Abats', 'Gésiers', 'Gésiers de canard']",,,,,,['France'],[],[],?,,152,-18%,"2,5",-60%,"0,05",-80%,"32,4",+12%,,,,,,,,,2.5 g,en faible quantité,0.9 g,en faible quantité,0.05 g,en faible quantité,1.95 g,en quantité élevée,636 kj(152 kcal),-18%,"0,9",-56%,"0,05",-71%,"1,95",+34%,"0,78",+34%,4,-35%,C,-35%,,,,,,,,
1647,Les manchons,3321950036107,,,,,,,,,,['France'],[],[],?,,284,,"18,9",,"0,1",,"28,6",,,,,,,,,,,,,,,,,,1188 kj(284 kcal),,"6,1",,"0,1",,"1,6",,"0,64",,,,,,,,,,,,,
1648,Lentilles Vertes - Monbio - 500g,3322693000141,500 g,,['Monbio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Lentilles', 'Lentilles vertes']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",['France'],,,,['France'],['Lentilles vertes'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,116,-60%,"0,55",-59%,"16,6",-57%,"8,1",-63%,B,57.6%,0.0%,16.2%,14.1%,4.5%,7.6%,99,0.55 g,en faible quantité,0.053 g,en faible quantité,1.23 g,en faible quantité,0.12 g,en faible quantité,485 kj(116 kcal),-60%,"0,053",-75%,"1,23",-7%,"0,12",-18%,"0,048",-18%,-8,,A,,,1,,,,,,
1649,Haricot Mungo - Monbio,3322693002404,,,['Monbio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Haricots mungo']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],,,,['France'],[],[],?,,347,+42%,"1,2",+5%,63,+99%,24,+44%,,,,,,,,,1.2 g,en faible quantité,0.3 g,en faible quantité,7 g,en quantité modérée,,,1452 kj(347 kcal),+47%,"0,3",+84%,7,+232%,,,,,,,,,,,,,,,,
1650,Saucisse Sèche pu porc - Pujol,3322980039007,,,['Pujol'],"['Viandes', 'Charcuteries', 'Saucissons', 'Saucisses sèches']",,,,,,['France'],"['viande de ', '160g de viande pour de 100g ', 'roaui fini', 'sel', 'dextrose', 'lactose', 'poiv conservateur', ' nitrate de potassium', 'arômes', 'arôme de fumée', 'ferments', 'talc', 'boyau de coche naturel', ' OUVRIR OUELQUES MINUTES AVANT DEGUSTAT\\ON']","['Non végétalien', 'Non végétarien']",?,,451,+10%,28,-13%,"1,7",-24%,"27,3",-6%,D,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,28 g,en quantité élevée,10.9 g,en quantité élevée,1.2 g,en faible quantité,4.7 g,en quantité élevée,1887 kj(451 kcal),+10%,"10,9",-13%,"1,2",-19%,"4,7",+2%,"1,88",+2%,25,+4%,E,+4%,['E553b - Talc'],4,['Lait'],,,,,
1651,Confiture goyave - La Tivolienne - 410g,3323250000314,410 g,,['La Tivolienne'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits tropicaux', 'Confitures de goyaves']",['Sans additifs'],,,,,['France'],"['Goyaves', 'sucre de canne']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,?,,?,,?,,?,,D,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,
