,name,bar_code,brand,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,packaging,eco_score,generic_name,categories,manufacturing,markets,additives,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,link,palm_ingredients,ingredients_origins,traceability_code,brand_owner,origin_detail
879,Fichi lerida - Ventura,8028618000009,['Ventura'],,['France'],"['FICHI SECCHI - ORIGINE TURCHIA CONSERVARE IN LUOGo E ASCIUTTO', 'consumarsi preferibilmente entro fine: vedi bollino', 'Prodotto in Turchia - Distribuito da Madi Ventura S', 'P', 'A', ' Via SI Vincenn2s16121 Genova www', 'madtventll', '$il* NUTRIZIONALI MEDI PER 100 g Dl PRODOTTO']",[],?,297,1243 kj(297 kcal),"0,93","0,14",54,48,"3,3","0,025","0,01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,Datteri di Tunisia in Ramo - Deglet Nour -,8028618001518,,['Sans sucre ajouté'],['France'],[],[],?,297,1243 kj(297 kcal),"0,4",0,67,63,"2,5",0,0,,,C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Fruits', 'Aliments à base de plantes séchées', 'Fruits secs', 'Dattes', 'Dattes Deglet Nour']",,,,,,0.4 g,en faible quantité,0 g,en faible quantité,63 g,en quantité élevée,0 g,en faible quantité,,+1%,+1%,+25%,-100%,-0%,+9%,+9%,-100%,-100%,7,+65%,C,+65%,88.3%,0.0%,4.7%,3.6%,3.3%,0.0%,57,,,['Tunisie'],,,
881,Bb Extra mandorle mela cioccolato fondente zenzero - 150g,8028618015270,,,['France'],[],[],?,471,1971 kj(471 kcal),21,"6,5",60,50,"6,8","0,5","0,2",150 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,Salsa al Basilico - 530g,8029342000051,,,['France'],[],[],?,58,243 kj(58 kcal),"3,8","0,5","3,9","3,9","1,3","1,2","0,48",530 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,Le classiche - Sapori & Piaceri - 125g,8029404006229,['Sapori & Piaceri'],,['France'],"['Farine de BLÉ', 'margarine végétale [huiles et graisses végétales ', 'palme et tournesol', 'eau', 'émulsifiant : E471', 'sel', ""correcteur d'acidité: E330"", 'arômes]', 'glace 25% ', 'sucre', ""blanc d'OEUF"", ""décoration d'abricot "", 'sirop de glucose-fructose', 'sucre', ""purée d'abricot"", 'eau', 'stabilisant: E1422', 'agent gélifiant: E440', ""correcteur d'acidité: E330"", 'arômes', 'LAIT écrémé en poudre', 'sel', 'arômes']","['Huile de palme', 'Non végétalien']",2189,524,2189 kj(524 kcal),29,14,57,20,"7,1","0,7","0,28",125g,['Plastique'],D,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']","[""Capella d'Asolo""]",,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique', 'E1422 - Adipate de diamidon acétylé', 'E440 - Pectines']","['Œufs', 'Gluten', 'Lait']",4,29 g,en quantité élevée,14 g,en quantité élevée,20 g,en quantité élevée,0.7 g,en quantité modérée,+9%,+11%,+10%,+39%,+39%,-11%,-32%,+9%,+19%,+19%,23,+16%,E,+16%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,http://www.fietta..it,,,,,
884,Olives vertes dénoyautées - BIO GUSTIAMO - 680g,8029689022860,['BIO GUSTIAMO'],"['Végétarien', 'Végétalien']",['France'],[],"['Végétalien', 'Végétarien']",?,139,582 kj(139 kcal),13,"2,4","2,1",0,"1,1",4,"1,6",680 g,,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives vertes', 'Olives dénoyautées', 'Olives vertes dénoyautées']",,,,,,13 g,en quantité modérée,2.4 g,en quantité modérée,0 g,en faible quantité,4 g,en quantité élevée,,-14%,-13%,-18%,-4%,+52%,-100%,+2%,+19%,+19%,13,+12%,D,+12%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,,,,,
885,Acqua minerale - Ferrarelle - 0.5l,80252795,['Ferrarelle'],,"['France', 'Italie']",[],[],?,?,,?,,?,,?,,,0.5 l,"['Plastic', 'Bottle']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,Pistacchio -,8032523533248,,"['AOP', 'Pur beurre de cacao', ""À l'huile de tournesol""]","['France', 'Allemagne']","[""'pistacchio Verde di Bronte P"", 'D', 'O', ""'"", '45%', 'sugar', 'milk powder', 'extra-virgin olive oil', 'non-hydrogenated vegetable fats ', 'sunflower oil', 'cocoa butter', 'emulsifier: soy lecithin']",[],?,597,2498 kj(597 kcal),40,12,49,46,"8,17","0,03","0,012",,['Glas'],,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés']",,,,['Soja'],,40 g,en quantité élevée,12 g,en quantité élevée,46 g,en quantité élevée,0.03 g,en faible quantité,,+114%,+115%,+824%,+1054%,-12%,-12%,+554%,-39%,-39%,27,+135%,E,+135%,,,,,,,,,,,,,
887,Pesto alla genovese - Cran Cucina,8032615270396,['Cran Cucina'],,['France'],[],[],?,602,2519 kj(602 kcal),60,9,"8,3",3,"5,8","3,3","1,32",,,C,,"['Epicerie', 'Sauces', 'Sauces Pesto', 'Pestos au basilic']",,,,,,60 g,en quantité élevée,9 g,en quantité élevée,3 g,en faible quantité,3.3 g,en quantité élevée,,+34%,+35%,+36%,+38%,+41%,+31%,+22%,+34%,+34%,25,+28%,E,+28%,77.0%,10.9%,4.6%,4.2%,2.0%,1.4%,56,,,,,,
888,Original Soya Natural,8032625480297,,"['en:gluten-free', 'Sans sucre ajouté', 'Sans lactose']",['France'],[],[],?,31,130 kj(31 kcal),"1,7","0,3","0,9","0,6","3,4","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,Olife Infuso di foglie d'olivo - Evergreenlife,8032668663008,['Evergreenlife'],['Arômes naturels'],['France'],"[""Ingredienteso,'"", 'Extracto acuoso de Hojas de Olivo ', ""Olea ':uropea Lo"", 'Extracto acuoso de Caléndula Flor ', 'Calendula Officinalis Lo', 'Fructosa', 'Glicerina', 'Potasio Sorbato', 'acidificante: acido citrico', 'aromas naturales', 'Consumir antes de y Lote not nirar la apa Distrihl']",[],?,20,84 kj(20 kcal),1,"0,5","0,13","0,1","0,1",0,0,,,,,"['Boissons', 'Boissons sans sucre ajouté']",,,,,,1 g,en faible quantité,0.5 g,en faible quantité,0.1 g,en faible quantité,0 g,en faible quantité,,-55%,-57%,+199%,+427%,-98%,-99%,-80%,-100%,-100%,4,-27%,C,-27%,,,,,,,,,,,,,
890,Il Caratello Balsamic Vinegar 250 ML - Cavedoni,8032706290418,['Cavedoni'],,['France'],"['cooked grape must', 'Mlle sinegar', ' Ingredients: moût de raisin cuit', 'sinaigre de Lutaten: Gekochret Traubenmost,Wemessig', ' Contiene solfiti non aggiunti', ' ü', 'lltains no added sulphites', 'Bestenj0', ""ed dimctlyfrom tbe bottle to enbancea L'Aceto di M"", 'xlena IGP NON HA SCAI', 'ENLI Balsamic of IT DOLS NOT Antiea Acetaia Cavedoni dal 1860 ?edoni', 'it - info@acetaiacavedoni', 'it tn Guerro', '54 Cogezionato']",[],?,118,494 kj(118 kcal),0,0,4,4,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,Grissinotti all olio di oliva,8032732650187,,,['France'],[],[],?,439,1837 kj(439 kcal),13,"1,6",69,3,"9,2","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,Pesto di Pistacchio - Santoro - 180g,8032745330687,['Santoro'],,"['France', 'Italie']","['Pistachio ', 'Pistacia Vera', ' 51%', 'sunflower seed oil', 'Salt', 'black pepper', ' nutritional value 100 g offinishedproduct: I Valoreenergetico/Energy value 3077 kJ -']",[],?,759,3176 kj(759 kcal),"76,8","8,2","3,7","2,1","11,2","0,3","0,12",180 g,,C,,"['Epicerie', 'Sauces', 'Sauces pour pâtes', 'Sauces Pesto']",,,,['Fruits à coque'],,76.8 g,en quantité élevée,8.2 g,en quantité élevée,2.1 g,en faible quantité,0.3 g,en quantité modérée,,+458%,+467%,+733%,+377%,-44%,-55%,+233%,-76%,-76%,18,+256%,D,+256%,77.0%,10.9%,4.6%,4.2%,2.0%,1.4%,56,,,,,,
893,BLUERISELLA - 200g,8032754340639,['Bluerisella'],"['Bio', 'Bio européen', 'IT-BIO-006', 'AB Agriculture Biologique', 'en:Bio', 'en:Bio européen']",['France'],[],[],?,218,912 kj(218 kcal),"19,5","17,5","8,2",0,"0,9","1,325","0,53",200g,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Substituts du fromage']",,,,,,19.5 g,en quantité modérée,17.5 g,en quantité élevée,0 g,en faible quantité,1.32 g,en quantité modérée,,-21%,-21%,-11%,+7%,-51%,-100%,-66%,-23%,-23%,15,-18%,D,-18%,,,,,,,,,,,,,
894,Aceto balsamico di Modena IGP - 500mL,8032754437087,,,['France'],[],[],?,350,1464 kj(350 kcal),0,0,15,"14,1",1,"0,01","0,004",500 mL,,B,,"['Vinaigres', 'Vinaigres balsamiques', 'Vinaigres balsamiques de Modène']",,,,,,0 g,en faible quantité,0 g,en faible quantité,14.1 g,en quantité élevée,0.01 g,en faible quantité,,+138%,+138%,-100%,-100%,-53%,-52%,+50%,-86%,-86%,,,,,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,,,['Italie'],,,
895,Voglia di Confettura di mele 250g,8032755322481,,,['France'],[],[],?,428,1791 kj(428 kcal),"12,4","1,6","73,3",45,5,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,Spaghetti De Arroz Integral Eco Biori 250G - 250g,8032804431348,['Biori'],"['Bio', 'Bio européen', 'Sans gluten', 'IT-BIO-008', 'AB Agriculture Biologique']",['France'],['Farine de riz intégrale 100%'],[],?,350,1464 kj(350 kcal),"2,8","0,7",72,"0,8","7,5",0,0,250 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,Fussili De Multicereals Eco Biori 250G - 250g,8032804431355,['Biori'],"['Bio', 'Bio européen', 'Sans gluten', 'IT-BIO-008', 'AB Agriculture Biologique']",['France'],"['75% Farine de mais*', '10% farine de riz', '10% farine de sarrasin', '5% farine de quinoa*']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,351,1469 kj(351 kcal),"1,6","0,3",75,"0,7","7,8",0,0,250 g,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Produits sans gluten', 'Pâtes alimentaires sans gluten']",,,,['Gluten'],1,1.6 g,en faible quantité,0.3 g,en faible quantité,0.7 g,en faible quantité,0 g,en faible quantité,,+0%,-1%,-23%,-40%,+11%,-33%,-30%,-100%,-100%,-2,,A,,,,,,,,,,,,,,
898,Lasagne maïs riz - Felicia Bio (lasagne sans Gluten),8032804432024,['Felicia Bio (lasagne sans Gluten)'],"['Bio', 'Bio européen', 'en:gluten-free', 'AB Agriculture Biologique', 'IT-BIO-008']",['France'],[],[],?,362,1515 kj(362 kcal),"1,6","0,3",80,"0,5","6,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,Spaghettini Blanc Extra Fin - Alce nero,8032891769096,['Alce nero'],"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'IT-BIO-006']",['France'],"['semoule de blé dur if', 'À conso']",[],?,360,1506 kj(360 kcal),"1,8","0,4","73,1","2,7","11,2","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,Spirale blanche de blé dur biologique - Montebello - 2kg,8032891769164,['Montebello'],"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'IT-BIO-006']",['France'],['semoule de blé dur bio'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,360,1506 kj(360 kcal),"1,8","0,4","73,1","2,7","11,2","0,01","0,004",2 kg,"['Plastique', 'PP05']",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes de blé dur']",['Italie'],['Biocoop'],,,1,1.8 g,en faible quantité,0.4 g,en faible quantité,2.7 g,en faible quantité,0.01 g,en faible quantité,,+2%,+2%,+1%,+6%,+5%,-15%,-10%,-58%,-58%,-4,,A,,,,,,,,,,,,,,
901,Salsa pronta al basilico con scalogno,8033224500027,,,['France'],[],[],?,48,201 kj(48 kcal),"2,4","0,4","4,4","4,2","1,5","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,Olio extra vergine di olivia,8033373570100,,,['France'],[],[],?,824,3448 kj(824 kcal),"91,6","15,2",0,0,0,0,0,,,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,,,,91.6 g,en quantité élevée,15.2 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,-4%,-4%,-4%,+9%,,,,-100%,-100%,7,+14%,C,+14%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,
903,Farina Manitoba Bio,8033447680926,,"['Bio', 'Bio européen', 'IT-BIO-014']",['France'],[],[],?,349,1460 kj(349 kcal),"1,38","0,27","66,41","2,03","16,02",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,Cioccolosa - 300g,8033493766117,,,"['France', 'Italie']",[],[],?,566,2368 kj(566 kcal),"41,5","9,7","38,4","35,3",7,"0,1","0,04",300 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,Pistacchio crema - Scyavuru,8033509328889,['Scyavuru'],,['France'],"['Prodotto e in itaiia da Aziende Agricole Scyavuu sri ner', 'o stablo in C', 'da 92016 Ribeia ', 'Ag', ' Valori nutrizionafi mcd', ' per ICO q di prodotto Encrqa 2495 /']",[],?,596,2494 kj(596 kcal),"43,8","11,4","40,6","40,6","8,7","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,Aceto balsamico di modena - Giuseppe Cremonini - 1l,8033717730177,['Giuseppe Cremonini'],['IGP'],['France'],[],[],?,74,310 kj(74 kcal),0,0,13,13,"0,7","0,1","0,04",1 l,['Bouteille en verre'],A,,"['Vinaigres', 'Vinaigres balsamiques', 'Vinaigres balsamiques de Modène']",,,,,,0 g,en faible quantité,0 g,en faible quantité,13 g,en quantité élevée,0.1 g,en faible quantité,,-50%,-50%,-100%,-100%,-59%,-55%,+5%,+41%,+41%,,,,,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,,,['Italie'],,,
907,Vinaigre balsamique creme - Antiqua,8033971646740,['Antiqua'],,['France'],[],[],?,209,874 kj(209 kcal),0,0,52,34,"0,2","0,06","0,024",,,,,"['Epicerie', 'Condiments', 'Crèmes de vinaigre']",,,,,,0 g,en faible quantité,0 g,en faible quantité,34 g,en quantité élevée,0.06 g,en faible quantité,,-1%,-2%,-100%,-100%,+4%,-19%,-70%,-53%,-53%,9,-17%,C,-17%,,,,,,,,,,,,,
908,Epicerie / Plats Et Produits Cuisinés / Plats Préparés Bio - Bionaturae,8034063243397,['Bionaturae'],['Bio'],['France'],"['iode - de tar de bé tendre ', 'GLUTE sel', 'err de VALEURS MOYENNES POUR DE PRODUIT Energie 308 kJ 1 73 kal Protéines g Matières grasses dont acides gras saurés 0,4 g']",[],?,73,305 kj(73 kcal),"1,9","0,4","11,2","2,6",1,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,Soda aux fruits rouges - Bionaturae - 4x 355ml,8034063243496,['Bionaturae'],"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'IT-BIO-008', 'AB Agriculture Biologique']",['France'],"['Jus de pomme*', 'jus de raisin*', 'eau', 'jus de citron*', 'jus de grenade* ', '2%', 'jus de canneberge rouge* ', '2%', 'jus de myrtille* ', '1%', 'jus de carotte noire*', 'gaz carbonique', 'arômes naturels de fruits rouges*', ' *Ingrédients biologiques']",[],?,44,184 kj(44 kcal),0,0,11,"10,8",0,"0,3","0,12",4 x 355 ml,,,,['Boissons'],,['Biocoop Caluire'],['E290 - Dioxyde de carbone'],,4,0 g,en faible quantité,0 g,en faible quantité,10.8 g,en quantité élevée,0.3 g,en quantité modérée,,-21%,-24%,-100%,-100%,-3%,+14%,-100%,+623%,+623%,16,+109%,E,+109%,,,,,,,,,,,,,
910,Tomates sechées - Bionaturae - 190g,8034063246183,['Bionaturae'],"['Bio', 'en:gluten-free']",['France'],"['Tomates séchées', 'huile tournesol', 'acide lactique', 'acide citrique', 'origan séché', ""huile d'olive"", 'sucre de canne', 'sel', 'ail']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,860,3598 kj(860 kcal),16,"1,8","8,2","7,5","3,9","2,8","1,12",190 g,['Verre'],E,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Produits déshydratés', 'Tomates et dérivés', 'Aliments à base de plantes séchées', 'Légumes séchés', 'Tomate séchée']",,,"['E270 - Acide lactique', 'E330 - Acide citrique']",,3,16 g,en quantité modérée,1.8 g,en quantité modérée,7.5 g,en quantité modérée,2.8 g,en quantité élevée,,+313%,+315%,+39%,+28%,-47%,-31%,+3%,-7%,-7%,10,+83%,C,+83%,34.1%,59.8%,3.6%,1.3%,1.0%,0.2%,13,,,,,,
911,Maestria caramellai,8034076431002,,['Sans colorants'],['France'],[],[],?,398,1665 kj(398 kcal),"0,1","0,1","99,5","99,5","0,1","0,001",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,Pane integrale di segale - Hüber,8034076734417,['Hüber'],,['France'],"['ca50g', ' erme di frurnento', 'sale ioda\\ ra2kal sale', 'iodato di potassio rcruSQ i frumento', 'acidifican : E270 E262e conservanti: E200', 'Conservarellpaneinluo• non troppo asciutto', ' apert0 conservare in frigoriferŒt Questa confezione contiene']",[],?,203,849 kj(203 kcal),"1,3","0,2","36,8","11,6","5,7",0,0,,,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de seigle']",,,"['E270 - Acide lactique', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition']",,,1.3 g,en faible quantité,0.2 g,en faible quantité,11.6 g,en quantité modérée,0 g,en faible quantité,,-12%,-12%,-34%,-41%,-12%,+296%,-18%,-100%,-100%,-4,-464%,A,-464%,51.1%,24.1%,13.7%,10.1%,1.0%,0.0%,94,,,,,,
913,100% da frutta albicocche - Zuegg - 250g,80322702,['Zuegg'],"['Végétarien', 'Sans gluten', 'Végétalien']","['France', 'Italie']","['Ingredienti albicocche 60%', ""zucchero d'uva"", 'gelificante: pectina di frutta']","['Végétalien', 'Végétarien']",?,160,669 kj(160 kcal),0,0,39,37,0,"0,07","0,028",250 g,"['Glaß', 'Vetro']",A,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Marmelades', ""Confitures d'abricot"", 'it:Marmellata', 'it:Preparazione di albicocche']",,,,,4,0 g,en faible quantité,0 g,en faible quantité,37 g,en quantité élevée,0.07 g,en faible quantité,,-33%,-33%,-100%,-100%,-34%,-34%,-100%,+131%,+131%,7,-42%,C,-42%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,http://www.zuegg.com,,,,,
914,Champignons Pizzaiola - Ponti,80324645,['Ponti'],,['France'],[],[],?,83,347 kj(83 kcal),"4,9","0,5","4,8","0,7","3,3","2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,Bibita al caffè,80335412,,,['France'],[],[],?,45,188 kj(45 kcal),0,0,11,11,0,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,Bruschetti San Carlo Olive Nere GR50 - Trattoria,8041790504639,['Trattoria'],,['France'],"['10% „vtrwonali medi per / Average nutritional forpurchschnittliche Nâhrwerte für / Valeurs Jii{onnelles moyennes our / Gemiddelde voedingswaarden voor / ln?ormaci6n nutricional media por / CpeAHflfl nntuenfi geHHOCTb / Energia/Energy/ Energie/ nergie/Energie/ Energia/ 3HepreTHuecKag geHHOCTb / / 47 Grassi/ Fat/ Fette/ Matières grasses/ Vetten / Grasas 2181r dicuiacidi grassi saturi / of which saturates/ datan gesâttigte Fettsâuren / dont les acides gras saturés I waarnn verzadigde vetzuren / de las cuales écidos grasos saturados/H3Koropblx aCblU4eHHblXHMPHblXMC', 'tlOT/ Carboidrati / Carbohydrate / Kohlenhydrate /']","[""Pourrait contenir de l'huile de palme""]",?,478,2000 kj(478 kcal),21,8,62,"2,8",9,"1,775","0,71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,Pizza margherita,8051499210564,,,['France'],[],[],?,217,908 kj(217 kcal),"5,64",2,35,1,"8,8","1,3","0,52",,,B,,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas', 'Pizzas margherita']",,,,,,5.64 g,en quantité modérée,2 g,en quantité modérée,1 g,en faible quantité,1.3 g,en quantité modérée,,-4%,-5%,-25%,-43%,+20%,-63%,-6%,+2%,+2%,3,-58%,C,-58%,52.9%,15.6%,6.3%,7.9%,3.6%,13.7%,84,,,,,,
918,Gran Milano Organic Panettone - Alta Pasticceria Italiana,8051499293932,['Alta Pasticceria Italiana'],"['Bio', 'Bio européen', 'IT-BIO-009', 'Arômes naturels', 'Sans conservateurs', 'Entrepreneurs + Engagés']",['France'],"['Farine de blé*', 'beurre*', 'sucre de canne complet*', 'orange confite* ', ""zeste d'orange*"", 'sirop de maïs*', 'sucre de canne complet*', 'jus de citron*', 'raisins*', 'levain* ', 'farine de blé*', 'eau', ""jaune d'oeuf*"", ""sirop d'agave*"", 'sel de mer', ""huile essentielle d'orange*"", 'arômes naturels*', '\r  *INGRÉDIENTS BIOLOGIQUES']","['Sans huile de palme', 'Non végétalien']",?,401,1678 kj(401 kcal),15,"8,7",58,29,"7,7","0,56","0,224",,,C,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",,,,"['Œufs', 'Gluten', 'Lait']",4,15 g,en quantité modérée,8.7 g,en quantité élevée,29 g,en quantité élevée,0.56 g,en quantité modérée,,+7%,+8%,0%,-3%,+13%,+12%,+13%,+27%,+27%,20,+8%,E,+8%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,,,
919,Pesto di basilica,8051773640186,,,['France'],[],[],?,516,2159 kj(516 kcal),"56,1","8,5","1,8","0,1","3,5","3,2","1,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,Sfolie al parmigiano reggiano - Parmonie - 75g,8052478870007,['Parmonie'],"['Sans lactose', 'Sans conservateurs']",['France'],[],[],?,218,912 kj(218 kcal),14,"6,2",5,"1,1",18,3,"1,2",75g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,Cuor di pistacchio - Il Modicano,8054187804021,['Il Modicano'],['Bio'],['France'],"[""pistazien Creme Pistazienpaste• Irtaten: sonnenblumenbl'"", 'Sojaputver• ', ""Boubon Vanille'"", ""emulgator: 'Ôkoloçi%h Sptren von anderen soJaleclthln Schalenfrüchten enthalLn bei cae 20-23 Grad Durchschnittlichc Hïhrvcrto pro 2372 kJ /""]",[],?,536,2243 kj(536 kcal),"34,9","5,1","48,1",34,7,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,Panettoncino Cioccolato - Filippo Innocenti,8056518150029,['Filippo Innocenti'],,['France'],"['farine de Blé pâte de calaoibqÜtïâle cacao', 'fécithine de SOJA', 'aromes', 'IAO', '""3', ""3ùhed'0ElJE"", 'levure ', 'farine de BLE,eaù', 'sirop de sucré inveài', 'émulsifiants: monoglycerides d’acides gras et diglycerides d’acides gras', ' extrait de arômes traces de N015tTiES Consefveï un et MITSCHOKO?SÏUCKCHEN MANDEIN und HASAN ssEN enthalten', ' Kühl Ündtrocken pASTELERiACOH GOTAS DE CHOCOLATE d - cacad manteauilla']",[],?,326,1364 kj(326 kcal),16,9,39,17,6,"0,41","0,164",,,,,['it:Panettoncino'],,,,"['Gluten', 'Soja']",4,16 g,en quantité modérée,9 g,en quantité élevée,17 g,en quantité élevée,0.41 g,en quantité modérée,,-3%,-4%,+20%,+14%,-16%,-18%,-10%,+28%,+28%,16,+3%,D,+3%,,,,,,,,,,,,,
923,Tarallini al sesamo con olio extravergine di oliva -,8057094340194,,,['France'],"['farine de blé tendre type ""OO""', 'vin blanc', ""huile d'olive"", ""huile d'olive extra vierge "", '5%', 'sel', 'sésame ', '1%', ""extrait naturel d'olives""]",[],?,275,1151 kj(275 kcal),"11,2","2,8","1,2","1,1","4,5","4,7","1,88",,,,,,,,,"['Gluten', 'Graines de sésame', 'Anhydride sulfureux et sulfites']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,Taralli Classici,8057094349128,,"['Fabriqué en Italie', 'en:palm-oil-free']",['France'],[],['Sans huile de palme'],?,324,1356 kj(324 kcal),"12,76","1,76","44,85","0,45","6,78","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
