,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,brand,additives,allergens,nova_score,generic_name,packaging,markets,traceability_code,ingredients_origins,labels,palm_ingredients,manufacturing,link,brand_owner,origin_detail,producer_info
950,Ma 1ère Boisson aux Fruits Pomme-Pruneau - Picot - 260ml (2 * 130ml),3551100266621,['France'],"['Jus à partir de concentré de pommes ', '55%', 'purée de pruneaux ', '25%', 'eau', 'concentré de citron', 'vitamine C']",[],?,57,238 kj(57 kcal),"0,1",0,"12,9","12,2","0,4","0,03","0,012",C,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Aliments pour bébé', 'Boissons aux fruits', 'Jus et nectars', 'Goûters et desserts pour bébé', 'Boissons pour bébé', 'Jus de fruits', 'Jus de fruits à base de concentré', 'Dès 4 mois']",,,,,,,,,,+50%,+50%,-67%,-100%,+59%,+82%,-13%,-7%,-7%,,,,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,260 ml (2 * 130 ml),['Picot'],,,1,,"['Carton', 'Vette']",,,,"['en:gluten-free', 'Sans sucre ajouté', 'Sans colorants', 'Sans conservateurs']",,,,,,
951,Picot Ma Première Boisson Aux Fruits Pomme - 2 x,3551100266638,['France'],"['jus à partir dc concentré de pommes ', '80%', 'eau', 'concentré de citrons', 'vitamine C']",[],?,37,155 kj(37 kcal),"0,1",0,"8,5","8,2","0,6","0,03","0,012",,['Boissons'],0.1 g,en faible quantité,0 g,en faible quantité,8.2 g,en quantité élevée,0.03 g,en faible quantité,,-34%,-36%,-71%,-100%,-25%,-13%,+21%,-28%,-28%,11,+44%,E,+44%,,,,,,,,,['Picot'],,,1,,,,,,,,,,,,
952,Picot Ma 1ère Boisson Aux Fruits Multifruits,3551100266645,['France'],[],[],?,46,192 kj(46 kcal),"0,1",0,"10,5","9,2","0,6","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Picot'],,,,,,,,,"['en:gluten-free', 'Sans sucre ajouté', 'Sans colorants', 'Sans conservateurs']",,,,,,
953,"Mes 1ers Biscuits Orange, Dès 10 Mois, Picot, 200G, 10 Sachets De 2 Biscuits - 200g",3551100266669,['France'],"['Inqrêd', 'znts Farine de blé**', '72%', 'sucre de canne**', 'huile de lait écrémé en poudre** poudres à lever ', ""carbonates d'ammonium"", 'carbonates de potassium', 'tartrates de potassium', 'arôme naturel d orange', 'sel', ""vitamine BI Traces possibles d'œufs"", 'de soja et de sésame', "" **ingrédients issus de l'agriculture biologique""]",[],?,444,1858 kj(444 kcal),11,5,77,25,8,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 g,['Picot'],"['E502 - Carbonates', 'E336 - Tartrates de potassium']",,4,,,,,,['Bio'],,,,,,
954,Delical Nutra'pote Pomme Fraise 4 X,3551100417283,['France'],"['Eau', 'maltodextrine', 'sucre', 'protéines solubles de lait', 'poudre de pomme', 'dextrine de maïs', 'acidifiants ', 'E575', 'E338', 'huile de colza', 'colorant ', 'E163', 'arôme naturel de fraise avec arômes naturels', ' chlorure de magnésium', 'B5', 'E', 'PP', 'B2', 'A', 'B6', 'B1', 'B9', 'K1', 'H', 'D3']",['Non végétalien'],?,152,636 kj(152 kcal),"0,8","0,7",29,9,"5,7","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Delical'],"['E1400 - Dextrines', 'E575 - Glucono-delta-lactone', 'E338 - Acide orthophosphorique', '', 'Risque élevé de sur-exposition', 'E163 - Anthocyanes']",,4,,,,,,['Entrepreneurs + Engagés'],,,,,,
955,Delical Nutra'pote Pomme Saveur Abricot 4 X,3551100417290,['France'],[],[],?,152,636 kj(152 kcal),"0,8","0,1",29,9,"5,7","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Delical'],,,,,,,,,,,,,,,
956,Delical Nutra'pote Pomme Saveur Banane 4 X,3551100417306,['France'],[],[],?,152,636 kj(152 kcal),"0,8","0,1",29,9,"5,7","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Delical'],,,,,,,,,,,,,,,
957,Delical Boisson HP HC Max. 300 Sans Lactose Saveur Vanille,3551100586460,['France'],[],[],?,200,837 kj(200 kcal),8,1,22,"5,3",10,"0,16","0,064",,['Boissons'],8 g,en quantité modérée,1 g,en quantité modérée,5.3 g,en quantité modérée,0.16 g,en quantité modérée,,+257%,+247%,+2205%,+747%,+95%,-44%,+1916%,+286%,+286%,14,+83%,E,+83%,,,,,,,,,['Delical'],,,,Boissons hyper-protéique et hypercalorique,,,,,"['en:gluten-free', 'Riche en protéines', 'Fabriqué en France', 'Sans lactose']",,,,,,
958,Picot Lait Riz 1er âge,3551100624179,['France'],[],[],?,66,276 kj(66 kcal),"3,2","1,4","7,8","0,3","1,6","0,08","0,032",D,"['Produits laitiers', 'Laits']",3.2 g,en quantité modérée,1.4 g,en faible quantité,0.3 g,en faible quantité,0.08 g,en faible quantité,,0%,+1%,+55%,+18%,+30%,-94%,-55%,-35%,-35%,1,+74%,B,+74%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,['Picot'],,,,,,,,,,,,,,,
959,Picot Lait Riz 2ème âge,3551100624186,['France'],[],[],?,489,2046 kj(489 kcal),"23,5","10,4","57,6","2,4","11,8","0,63","0,252",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Picot'],,,,,,,,,['Fabriqué en France'],,,,,,
960,Tartes aux Poireaux Surgelées,3551100750281,['France'],[],[],?,254,1063 kj(254 kcal),11,"6,1",31,"2,7",6,"1,3","0,52",C,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Quiches', 'Quiches au poireau']",11 g,en quantité modérée,6.1 g,en quantité élevée,2.7 g,en faible quantité,1.3 g,en quantité modérée,,+10%,+12%,-16%,-17%,+52%,+12%,+4%,+45%,+45%,14,+26%,D,+26%,69.5%,13.3%,3.6%,3.9%,2.1%,7.7%,59,,,,,,,,,,,"['Bio', 'Bio européen', 'en:gluten-free', 'FR-BIO-01']",,,,,,
961,Taranis,3551100750922,['France'],[],[],?,413,1728 kj(413 kcal),10,"5,6","76,3","5,2",1,"0,06","0,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Taranis'],,,,,,,,,['en:gluten-free'],,,,,,
962,Picot Mes Céréales Sans Lait Cacao 300G,3551100751110,['France'],"['Farine hydrolysée de céréales 8 ', '82%', ' ', 'blé', '59,4%', 'maïs', 'riz', 'avoine', 'orge', 'seigle', 'sorgho', 'millet', 'sucre', 'cacao dégraisse ', '3,6%', 'minéraux ', 'carbonate de calcium', 'fer élémentaire', 'arôme ', 'vanilline', 'maltodextrines', 'vitamines ', 'C', 'E', 'PP', 'A', 'BS', 'D', '86', '81', '82', '812', 'B9', 'H']",[],?,375,1569 kj(375 kcal),"1,7","0,7","78,5","21,6","9,4","0,04","0,016",,"['Aliments pour bébé', 'Céréales pour bébé']",,,,,,,,,,+5%,+19%,-25%,-4%,+24%,+57%,+27%,-26%,-26%,,,,,,,,,,,,300g,['Picot'],,"['Gluten', 'Avoine']",4,Céréales infantiles,"['Carton', 'Plastique']",['Carrefour'],,,"['Sans lactose', 'Sans lait']",,,,,,
963,Tisane d'allaitement Verveine - Picot,3551100751202,['France'],"['fenouil* ', '40%', 'verveine* ', '35%', 'anis* ', '10%', 'carvi* ', '10%', 'réglisse*', "" *Ingrédient issu de l'agriculture biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,1,4 kj(1 kcal),0,0,"0,2","0,1",0,0,0,B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Infusions', 'Boissons sans sucre ajouté', ""Tisane d'allaitement"", ""Tisanes d'allaitement""]",0 g,en faible quantité,0 g,en faible quantité,0.1 g,en faible quantité,0 g,en faible quantité,,,-33%,-100%,-100%,+6%,0%,-100%,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,['Picot'],,,1,,,,,,['Bio'],,,,,,
964,Delical,3551100752131,['France'],"['fit acides gras mono insaturés / waatvan enkelvoudig onverzadigde veftzuren Protéines / Eiwitten / Proteine / Proteins ', '20% AETI', ' cui acidi grassi monoinsaturi/ofwhich mono-unsaturates fattyacids g Sel / Zout / Sale / Salt IET : Apport Energétique Total/ TEI: Totale energie-inname / AET: Apporto Fnergetico Totale / TEI: Total Energy Intake', ' Vitamines / Vitaminen / Vitamine / Vitamins Niacine / Niacina / Niacin 3,2m NE Vitamine A / Vitamina A / Vitamin A 140 RE Vitamine B6 / Vitamina B6 / Vitamin B6 Vitamine D / Vitamina D / Vitamin D Acide folique / Foliumzuur / Acido folico / Folic acid Vitamine E / Vitamina E / Vitamin E ma ', '1- 45 0 ug']",[],?,400,1674 kj(400 kcal),"7,4","0,6",22,"5,5",20,"0,16","0,064",,['Boissons'],7.4 g,en quantité modérée,0.6 g,en faible quantité,5.5 g,en quantité modérée,0.16 g,en quantité modérée,,+614%,+595%,+2033%,+408%,+95%,-42%,+3932%,+286%,+286%,9,+17%,D,+17%,,,,,,,,,['Delical'],,,,,,,,,,,,,,,
965,Delical Nature,3551100752926,['France'],[],[],?,150,628 kj(150 kcal),"4,4","2,8","17,6",5,10,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Delical'],,,,,,,,,['en:gluten-free'],,,,,,
966,Cake Original - Valpiform,3551100780547,['France'],"['colza et graisse de palme non hydrogénée', 'eau', 'émulsifiant ', ""mono - et diglycérides d'acides gras"", ""correcteur d'acidité "", 'acide citrique', 'fécule de pomme de terre', 'farine de riz', 'stabilisant ', 'glycérol', 'sirop de glucose', 'farine de maïs', 'amidon de riz', 'émulsifiant ', 'lécithines de colza', 'poudre à lever ', 'diphosphates', 'carbonates de sodium', 'phosphates de calcium', 'épaississant ', 'gomme guar', 'sel', 'conservateur ', 'propionate de calcium', 'arôme vanille', ' Fabriqué dans un atelier qui utilise du soja', 'du sésame et des fruits à coque']","['Huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,422,1766 kj(422 kcal),21,"8,4",55,27,"4,6","0,97","0,388",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Valpiform'],"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique', 'E422 - Glycérol', 'E322i - Lécithine', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', 'E341 - Phosphates de calcium', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar', 'E282 - Propionate de calcium']",,4,,,,,,"['Bio', 'en:gluten-free', 'Fabriqué en France', 'Sans lactose']",,,,,,
967,CAKE MARBRE,3551100780967,['France'],[],[],?,406,1699 kj(406 kcal),20,10,53,29,"4,5","0,75","0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,
968,PAIN SOLEIL TRANCHE - Valpiform,3551100781445,['France'],"['Eau', 'amidon de maïs', ' amidon modifié de pomme de terre', 'farine de soja', 'amidon modifié de tapioca', 'graines  de tournesol 3,5% ', 'graines de lin 3%', ' levure de boulanger', 'graisse de palme non hydrogénée ', ' sirop de glucose', 'sucre', 'sel', 'épaississants ', 'gomme  xanthane', 'gomme guar', 'graines de pavot 0,6%', 'conservateur ', 'propionate de calcium', 'émulsifiant ', 'Stéaroyl - 2 - lactylate de sodium']",['Huile de palme'],?,284,1188 kj(284 kcal),"8,8","2,2",44,"7,1","5,2","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Valpiform'],"['E14XX - Amidons modifiés', 'E415 - Gomme xanthane', 'E412 - Gomme de guar', 'E282 - Propionate de calcium']",['Soja'],4,,,,,,['en:gluten-free'],['Huile de palme'],,,,,
969,Madeleines saveur citron - Valpiform' - 180g,3551100781667,['France'],"['oeufs 32', '6%', 'sucre', 'margarine végétale ', 'graisse de palme et huile de colza non hydrogénées', 'eau', ""émulsifiant : mono - et diglycérides d'acides gras"", ""correcteur d'acidité : acide citrique"", 'fécule de pomme de terre', 'farine de riz', 'stabilisant ', 'glycérol', 'sirop de glucose', 'farine de maïs', 'amidon de riz', 'émulsifiant ', 'lécithines de colza', 'poudres à lever ', 'diphosphates', 'carbonates de sodium', 'phosphates de calcium', 'épaississant ', 'gomme guar', 'arôme', 'se', 'arôme naturel de citron 0,35%', 'conservateur ', 'propionate de calcium']","['Huile de palme', 'Non végétalien']",1777,?,1777 kj(425 kcal),21,"7,6",55,29,"4,8",1,"0,4",C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",21 g,en quantité élevée,7.6 g,en quantité élevée,29 g,en quantité élevée,1 g,en quantité modérée,-5%,,-3%,-8%,+10%,+4%,+5%,-15%,+23%,+23%,21,+14%,E,+14%,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,180 g,"[""Valpiform'""]","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique', 'E422 - Glycérol', 'E322i - Lécithine', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', 'E341 - Phosphates de calcium', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar', 'E282 - Propionate de calcium']",['Œufs'],4,"Madeleines saveur citron, sans gluten","['Carton', 'Plastique']",['Le grand panier bio'],,,"['en:gluten-free', 'Fabriqué en France', 'Sans lactose', 'Sans lait', 'Afdiag']",['Huile de palme'],['France'],http://www.valpiform.com,,,
970,Mix Brioche - Valpiform - 258g,3551100781797,['France'],"['Mix : amidon de maïs', 'farine de riz', 'sucre', 'épaississants ', 'hydroxypropylméthylcellulose', 'gomme guar', 'sel', '\rLevure : levure de boulanger sèche ', 'Saccharomyces cerevisiae', 'émulsifiant ', 'E491']",[],?,367,1536 kj(367 kcal),0,0,88,23,"1,9","0,73","0,292",,"['Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Préparations pour brioches']",,,,,,,,,,+54%,+52%,-100%,-100%,+148%,+269%,-69%,-88%,-88%,,,,,,,,,,,,258 g,"['Valpiform', 'Nutrition & Santé']","['E464 - Hydroxypropylméthylcellulose', 'E412 - Gomme de guar', 'E491 - Monostéarate de sorbitane', '', 'Risque élevé de sur-exposition']",,4,"Préparation pour brioche, diététique, sans gluten, adaptée aux personnes intolérantes au gluten.","['Carton', 'boîte']",,,,"['en:gluten-free', 'Point Vert', 'Fabriqué en France', 'Sans lactose', 'Sans lait']",,,,,,
971,Mes 1ères Céréales 5 Légumes - Picot - 200g,3551100823480,['France'],"['Céréales 68 % ', 'farine de riz 41 %', 'de maïs 27 %', 'soja', 'flocons de carotte verts 0,5%', 'flocons de poireaux 0,4 %', ""flocons d'épinard 0,3 %"", 'arôme naturel de Poireau', 'arôme naturel Tomate', 'émulsifiant ', 'lécithine de tournesol', 'vitamines C', 'E', 'A', 'PP', 'D', 'B5', 'B1', 'B2', 'B6', 'B12', 'B9', 'H', 'minéraux {sulfate de fer']",[],?,382,1598 kj(382 kcal),1,0,"86,9",0,"5,7","0,04","0,016",,"['Aliments pour bébé', 'Céréales pour bébé']",,,,,,,,,,+7%,+21%,-56%,-100%,+37%,-100%,-23%,-26%,-26%,,,,,,,,,,,,200 g,['Picot'],['E322i - Lécithine'],['Soja'],4,,"['boîte', 'Carton']",,,,"['en:gluten-free', 'Fabriqué en France', 'Sans sucre ajouté', 'Produits retirés du marché lors du scandale Lactalis de décembre 2017']",,['France'],,,,
972,Picot Mes 1ères Céréales Multicéréales,3551100823503,['France'],"['Inqüdtewts Farine de riz ', '44%', 'amidon de maïs', 'malbdexfrines', 'farine de maïs ', '8%', 'saccharose', 'fécule de manioc', 'émulsifiant ', 'lécithine de burnesol', 'vitamines ', 'C', 'E', 'A', 'D', 'PP', '85', '82', 'BI', '86', '89', '812', 'H', 'sulfate ferreux', ' Traces possibles de lait']",[],?,374,1565 kj(374 kcal),"0,5",0,"89,1",6,4,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Picot'],['E322i - Lécithine'],,4,,,,,,"['en:gluten-free', 'Sans colorants', 'Sans conservateurs']",,,,,,
973,Picot Flocons Gourmands Vanille Dès 4 Mois Boite De,3551100823527,['France'],"['Farine de riz ', '60%', 'amidon de maïs', 'maltodextrines', 'saccharose', 'arôme naturel de vanille', 'émulsifiant ', 'lécithine de tournesol', 'vitamines ', 'C', 'E', 'A', 'Pl', 'D', '85', 'BI', '82', '86', '89', '812', 'H', 'pyrophosphate de fer', ' Traces possibles de lait']",[],?,375,1569 kj(375 kcal),"0,5",0,"88,8",6,"4,5","0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Picot'],['E322i - Lécithine'],,4,,,,,,,,,,,,
974,Mes Céréales Cacao - Picot - 400g,3551100823534,['France'],"['Farines partiellement hydrolysées de céréales ', '73,8 %', ' ', 'blé ', '53,9 %', 'maïs ', '9,8 %', 'riz ', '9,8 %', 'avoine ', '0,07 %', 'orge ', '0,07 %', 'sel ', '0,07 %', 'sarrasin ', '0,07 %', 'millet ', '0,07 %', 'sucre', 'poudre de cacao 4 %', 'fibres solubles ', 'fructo-oligosaccharides', 'minéraux ', 'phosphate  tricalcique', 'sulfate ferreux', 'vanilline', 'vitamines ', 'C', 'E', 'PP', 'A', 'D', 'B5', 'B2', 'B6', 'B12,B1,B9', 'B8']",[],?,368,1540 kj(368 kcal),"1,3","0,7","74,3",30,"10,5","0,03","0,012",,"['Aliments pour bébé', 'Céréales pour bébé', 'Dès 6 mois']",,,,,,,,,,+3%,+17%,-43%,-4%,+17%,+117%,+42%,-45%,-45%,,,,,,,,,,,,400 g,['Picot'],,"['Gluten', 'Avoine']",4,,"['Carton', 'boîte']",['Carrefour'],,,"['Point Vert', 'Fabriqué en France', 'Sans colorants', 'Sans conservateurs']",,['France'],,,,
975,Mes Céréales Vanille - Picot - 400g (2 * 200g),3551100823541,['France'],"['Farines partiellement hydrolysées de céréales ', '87,2 %', ' ', 'blé ', '62,2 %', 'maïs ', '10,3 %', 'riz ', '10,3 %', 'avoine ', '1 %', 'orge ', '1 % ', 'seigle ', '1 %', 'sarrasin ', '1 %', 'millet ', '0,4%', 'sucre', 'fibres solubles ', 'fructo-oligosaccharides', 'arôme naturel de vanille', 'minéraux ', 'phosphate tricalcique', 'sulfate ferreux', 'vitamines ', 'C', 'E', 'PP', 'A', 'D', 'B5', 'B2', 'B6', 'B12', 'B1', 'B9', 'B8']",[],?,373,1561 kj(373 kcal),"1,3","0,2","77,9",25,"9,5","0,02","0,008",,"['Aliments pour bébé', 'Céréales pour bébé']",,,,,,,,,,+5%,+18%,-43%,-73%,+23%,+81%,+29%,-63%,-63%,,,,,,,,,,,,400 g (2 * 200 g),"['Picot', 'Laboratoires Picot']",,"['Gluten', 'Avoine']",4,,"['Boîte', 'Carton', 'Plastique']",,,,"['Point Vert', 'Fabriqué en France', 'Sans colorants', 'Sans conservateurs']",,['France'],,,,
976,Picot Mes Céréales Saveur Biscuitée Dès 6 Mois,3551100823558,['France'],"[""Inq'i"", 'dtents Farines patüellement hydrolysées de céréales ', '69,3%', ' ', 'Hé ', '49,9%', 'mais ', '7,9%', 'riz ', '7,9%', '0,83%', 'Ze ', '0,83%', '0,83%', 'sarrasin ', '0,83%', 'millet ', '0,27', 'galleta maria ', '14%', ' ', 'farinede ', 'sucre', 'sirop de glucose etfrucbse', 'maüères grasses végétles ', 'huilede palme', 'sel', 'poudre à lever de sodium', ""d'ammonium"", 'arôme vanilline', 'acide ascorbique', ' sucre', 'fibres solubles ', 'frucb-oligosaccharides', ""minéraux phospl'à fricalcique"", 'sulfau ferreux', 'arôme ', 'vitamines ', 'C', 'E', 'PP', 'A', '85', 'D', '82', 'B6', 'BI', 'BI 2', '89', '88', ' Traces possibles de lit', 'et de']",[],?,380,1590 kj(380 kcal),"2,4","0,8",78,28,"8,5","0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Picot'],,,4,,,,,,"['Sans colorants', 'Sans conservateurs']",,,,,,
977,Picot Mes Céréales Douceur De Miel Dès 6 Mois Boite De,3551100823565,['France'],"[""Inq'idtents Farines parüellement drolysées de céréales 76,9%"", ' ', 'blé 55,9% ', 'seigle ', '0,09%', 'sarrasin ', '0,09%', 'sucre', ""poudre de mi'el fibres solubles "", 'fructo-otigosaccharides', 'minéraux ', 'phosphate fricalcique', 'sulfate ferreux', 'arôme vanille', 'vitamines ', 'C', 'E', 'PP', 'A', 'D', 'B5', '82', '86', 'BI 2', 'BI', '89', 'B8', ' Traces possibles de lait', 'soja et lupin']",[],?,374,1565 kj(374 kcal),"1,3","0,2",79,"27,3",3,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Picot'],,['Gluten'],4,,,,,,,,,,,,
978,Picot Mes Céréales Saveur Briochée Dès 8 Mois Boite De,3551100823572,['France'],[],[],?,373,1561 kj(373 kcal),"1,3","0,2","77,9",25,"9,5","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Picot'],,,,,,,,,,,,,,,
979,"Mes Céréales Douceur De Caramel Picot , 400 G - Dès 8 Mois",3551100823589,['France'],"['InÇid', 'znts Farines de céréales ', '65%', ' ', 'blé ', '46%', 'mais ', '15%', 'riz ', '4%', 'maltodextrine', 'sucre', 'caramel ', '2%', 'minéraux ', 'carbonate de calcium', 'sulfate ferreux', 'vanilline', 'émulsifiant ', 'lécithine de tournesol', 'vitamines ', 'C', 'A', 'BI', 'B12', '86']",[],?,384,1607 kj(384 kcal),"1,2","0,2","84,4",16,7,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Picot'],['E322i - Lécithine'],['Gluten'],4,,,,,,"['Sans colorants', 'Sans conservateurs']",,,,,,
980,Picot Mes 1ères Céréales Carotte Potiron Dès 4 Mois Boite De,3551100825767,['France'],"['*Reconstitution biberon : 20g de céréales dans 210mL de lait Picot NQ2/ **AQR : Apports Quotidiens de Référence Inffidtents Céréales 67% ', 'farine de riz 40%', 'farine de maïs 27%', 'maltodextrine', 'sucre', 'légumes 4,4% ', 'flocons de carotte 2,4% ', 'soja', 'flocons de potiron 2%', 'arôme naturel Potiron', 'arôme naturel de Carotte', 'émulsifiant ', 'lécithine de tournesol', 'vitamines ', 'C', 'E', 'PT', 'D', 'A', '85', 'BI', '82', '812', '86', '89', 'H', 'sulfate de fer', ' Traces possibles de lait']",[],?,383,1602 kj(383 kcal),"0,9",0,"87,1","8,7","5,5","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Picot'],['E322i - Lécithine'],['Soja'],4,,,,,,,,,,,,
981,Delical fruité,3551101034434,['France'],[],[],?,134,561 kj(134 kcal),0,0,"29,5","10,1","4,1","0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Delical'],,,,,,,,,,,,,,,
982,Delical Boisson Fruitée (mélange Glucido-protidique) Orange,3551101034441,['France'],[],[],?,134,561 kj(134 kcal),0,0,"29,5","10,2","4,1","0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Delical'],,,,,,,,,,,,,,,
983,Delical fruité,3551101034458,['France'],[],[],?,134,561 kj(134 kcal),0,0,"29,5","10,7","8,2","0,04","0,016",,['Boissons'],0 g,en faible quantité,0 g,en faible quantité,10.7 g,en quantité élevée,0.04 g,en faible quantité,,+139%,+133%,-100%,-100%,+161%,+13%,+1553%,-4%,-4%,18,+135%,E,+135%,,,,,,,,,['Delical'],,,,,,,,,,,,,,,
984,Action Coliques 1 - Picot - 900GR,3551101090898,['France'],[],[],?,492,2059 kj(492 kcal),?,"6,8",?,"27,2","11,1","0,45","0,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900GR,['Picot'],,,,,,,,,,,,,,,
985,PICOT ACTION TRANSIT LAIT 1ER AGE,3551101090911,['France'],"['INFORMATIONS NUTRITIONNELLES Ou NOURRISSON DE MOINS DE 6 MOIS', 'EN CAS DE RALENTI', ' Ingrédients du produit reconsüüié : lactosérum déminéplisé soja', 'coprah', 'lait écrémé', 'lactose ', 'lait', 'minéraux ', 'chlorure de phosphate de magnésium', 'chlorure de sodium', 'hydroxyde de de sodium', 'iodure de potassium', 'sulfate de cuivrer sulfate ', 'pal%taoline', 'C', 'E', 'PB B5', 'A', 'K', 'BI', 'B6', 'D', 'B9', 'H', 'B12', 'taurine', 'antioxydants de L-carnitine', 'ferments lactiques ', 'Bifidobacterium lactis', 'inositol', 'chlorure']",['Non végétalien'],?,288,1205 kj(288 kcal),"3,6","1,6","7,6","7,6","1,5","0,05","0,02",D,"['Produits laitiers', 'Aliments pour bébé', 'Laits', 'Laits pour bébé', 'Laits 1er âge']",,,,,,,,,,+31%,+16%,-67%,-58%,-73%,-63%,-69%,-75%,-75%,,,,,71.8%,1.0%,10.1%,9.4%,6.0%,1.7%,51,,['Picot'],['E524 - Hydroxyde de sodium'],['Lait'],4,,,,,,['Entrepreneurs + Engagés'],,,,,,
986,Premium 1 - Picot - 900g,3551101090959,['France'],"['matières grasses végétales ', ' palme', 'colza', 'soja', ' ', 'lactose', 'sérum']","['Huile de palme', 'Non végétalien']",67,?,67 kj(16 kcal),"3,5","1,2","6,9","4,3","1,6","0,058","0,023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900g,['Picot'],,"['Lait', 'Soja']",4,,,,,,,,,,,,
