,name,bar_code,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,packaging,eco_score,quantity,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,traceability_code,additives,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,generic_name,manufacturing,markets,palm_ingredients,allergens,ingredients_origins,link,brand_owner
721,Passover chocolate syrup - glicks - 624g,0840762042913,"['Kascher', 'Kascher pareve', 'Kascher pessah']",['France'],"['Canne à Sucre', 'Eau', 'Cacao', 'Gomee Cellulose', 'Sel', 'Vanilline ', 'Aromé Artificiel', 'Sorbate de Potassium ', 'Conservateur', ' et Benzoate de Sodium ', 'Conservateur']",[],?,282,1180 kj(282 kcal),0,0,"66,7","61,5","2,56","0,261","0,104",['Bouteille'],,624 g,['Sirop de chocolat'],,,,,,,,,,,,,['Glicks'],,"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition']",4,0 g,en faible quantité,0 g,en faible quantité,61.5 g,en quantité élevée,0.261 g,en faible quantité,,,,,,14,,D,,,['Usa'],,,,,,
722,Authentique terrine de Campagne - Les Bories,3416952626248,,['France'],[],[],?,304,1272 kj(304 kcal),26,"8,9","2,6",0,15,"1,5","0,6",,,,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de campagne']",,-6%,-8%,+14%,+7%,,,,,,,,['Les Bories'],,,,26 g,en quantité élevée,8.9 g,en quantité élevée,0 g,en faible quantité,1.5 g,en quantité modérée,-6%,-18%,-100%,-6%,-6%,17,-12%,D,-12%,,,,,,,,
723,72042397,72042397,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,"['FR 16.015.650 CE', 'Angoulême (Charente, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,
724,Kaki bio,3760074478958,"['Bio', 'Bio européen', 'FR-BIO-01']",['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,"['EMB 84035U', 'Cavaillon (Vaucluse, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,
725,Galettes,44449490,['Fabriqué en France'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,Sandwich cheese and onion - Tesco,03022177,,"['France', 'Royaume-Uni']",[],[],?,272,1138 kj(272 kcal),"15,1","5,9","22,2",2,"10,9","0,9","0,36",,,,,,,,,,,,,,,,,['Tesco'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,Football ninjas,8411192887713,,['France'],[],[],?,488,2042 kj(488 kcal),24,"20,3","61,1","29,6","5,5","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,Délice - Milkana,6191585700257,,['France'],"['Beurre', 'fromage', 'poudre de lait', 'lactosérum', 'protéines laitières', 'sels de fonte ', 'E331', 'E339', 'E450', 'E452', 'sel', 'arôme', ""correcteur d'acidité "", 'E330', 'G/S 50%']",['Non végétalien'],?,?,,?,,?,,?,,,['Fresh'],D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages fondus']",,,,,,79.5%,12.0%,2.9%,3.6%,1.6%,0.4%,49,"['Milkana', 'Savencia']",,"['E331 - Citrates de sodium', 'E339 - Phosphates de sodium', '', 'Risque élevé de sur-exposition', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique']",4,,,,,,,,,,,,,,,,,,,,,,['Lait'],,,
729,Boisson avoine au cacao,5411778454837,"['Bio', 'Végétarien', 'Végétalien']",['France'],[],"['Végétalien', 'Végétarien']",?,68,285 kj(68 kcal),"1,3","0,2","12,8","9,8","0,9","0,08","0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,Weihenstephaner - 0.5litres,4105120003200,,['France'],[],[],?,?,,?,,?,,?,,,,,0.5 litres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,Galettes extra-fines de maïs - Bjorg,3229820651064,"['Bio', 'en:gluten-free']",['France'],[],[],?,381,1594 kj(381 kcal),"0,7",0,84,"0,6","8,4","0,27","0,108",,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Galettes de céréales soufflées', 'Galettes de maïs soufflé']",,-4%,-83%,+6%,+9%,57.0%,19.3%,12.5%,10.4%,0.8%,0.0%,92,['Bjorg'],,,,0.7 g,en faible quantité,0 g,en faible quantité,0.6 g,en faible quantité,0.27 g,en faible quantité,-4%,-100%,-65%,-37%,-37%,0,-100%,B,-100%,,,,,,,,
732,Brisure cerneaux noix,3760104220700,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,Euro cake,8850425002941,,['France'],[],[],?,410,1715 kj(410 kcal),20,9,50,30,7,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,201901221728027400208177,201901221728027400208177,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,Perle de lait - Yoplait,3291330001417,['Lait Français'],['France'],[],[],?,157,657 kj(157 kcal),"9,1","5,8",14,13,"3,2","0,1","0,04","['Carton', 'Pot']",B,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits']",,+57%,+191%,+4%,-12%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,['Yoplait'],"['FR 72.181.001 CE', 'Mans (Sarthe, France)']",,,9.1 g,en quantité modérée,5.8 g,en quantité élevée,13 g,en quantité élevée,0.1 g,en faible quantité,+58%,+193%,+5%,-12%,-12%,7,+151%,C,+151%,,['France'],,,,,,
736,Sélection équinoxe,3502490222001,,['France'],[],[],?,511,2138 kj(511 kcal),"29,1",13,"51,6","45,2","8,6","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,peach naturally brewed tea,9315596004938,,['France'],[],[],?,24,100 kj(24 kcal),0,0,"5,4","5,2","0,5","0,007","0,003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,2433411029786,2433411029786,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,Arki Kermajuustoviipale - Valio - 400g,6408430339327,"['Sans lactose', 'Sans conservateurs', 'fi:Hyvää Suomesta']","['Finlande', 'France']","['pastöroitu maito', 'suola ja hapate']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",1424,343,1424 kj(343 kcal),27,15,0,0,25,"1,6","0,64",['07'],C,400g,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à la crème']",+102%,+132%,+155%,-100%,+271%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,['Valio'],['FI 60137 EY'],,3,27 g,en quantité élevée,15 g,en quantité élevée,0 g,en faible quantité,1.6 g,en quantité élevée,+127%,+116%,-100%,+379%,+379%,16,+290%,D,+290%,I-luokkainen suomalainen kermajuusto viipaleina,['Finland'],,,['Lait'],['Finlande'],,
740,Fairtrade organic drinking chocolate - Coles,9300601021086,,['France'],[],[],?,386,1615 kj(386 kcal),"5,3","3,3","67,3","46,7","11,3","1,3","0,52",,,,,,,,,,,,,,,,,['Coles'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,Envie de soja,2155252208648,['en:gluten-free'],['France'],[],[],?,45,188 kj(45 kcal),"1,9","0,3","3,5","3,5","3,5","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,Basis Musli,4061458007078,"['Bio', 'Bio européen', 'DE-ÖKO-005']","['Belgique', 'France']",[],[],?,366,1531 kj(366 kcal),8,1,57,2,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,pouvez noir de malabar - amora - 28g,2240440758262,,['France'],[],[],?,?,,?,,?,,?,,,['épice'],,28g,,,,,,,,,,,,,,['Amora'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,Car cadet nuit d'été,1974450000004,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,Huile d'olive et basilic - Fan & Jicé - 50cl,0319110413922,,['France'],"[""huile d'olive vierge extra"", 'basilic frais', 'ail']",[],?,?,,?,,?,,?,,,['Bouteille en métal'],C,50cl,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive""]",,,,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,['Fan & Jicé'],,,2,,,,,,,,,,,,,,,,,,,['France'],['www.fanjicé.com'],,,['France'],http://www.fanjicé.com/51-huile-d-olive-et-basilic.html,
746,Assortiment charcuterie hallal,8423759056265,['Halal'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,"Café moulu Le Menez Bré Equilibre, 100% arabica",3328043331163,,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,7322540851984,7322540851984,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,Miel d'acacia,3770011978045,['Fabriqué en France'],['France'],[],[],?,?,,?,,?,,?,,,,B,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'acacia""]",,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,Spray propolis verts,3760115092754,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,lentilles préparées - Saint Eloi,3250390006879,,['France'],[],[],?,82,343 kj(82 kcal),"0,5","0,1",12,"0,5","6,1","0,69","0,276",,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Plats préparés', 'Légumes secs', 'Lentilles', 'Lentilles préparées']",,-14%,-70%,+2%,-6%,57.6%,0.0%,16.2%,14.1%,4.5%,7.6%,99,['Saint Eloi'],,,,0.5 g,en faible quantité,0.1 g,en faible quantité,0.5 g,en faible quantité,0.69 g,en quantité modérée,-15%,-68%,-41%,-7%,-7%,1,,B,,,,,,,,,
752,Caramels mous au beurre salé - DV SAS,3663350025245,['Fabriqué en France'],['France'],[],[],?,398,1665 kj(398 kcal),"8,5",6,78,64,"2,5","1,1","0,44",,,,,,,,,,,,,,,,,['DV SAS'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,Panettone Cuor Caffe,8003115852351,['Fabriqué en Italie'],['France'],[],[],?,378,1582 kj(378 kcal),"16,1","8,7",51,"26,8","6,7","0,43","0,172",,C,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",,+1%,+7%,-1%,-2%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,,16.1 g,en quantité modérée,8.7 g,en quantité élevée,26.8 g,en quantité élevée,0.43 g,en quantité modérée,+1%,-3%,+3%,-2%,-2%,18,-3%,D,-3%,,,,,,,,
754,Chausson aux pomme,0297988018374,,['France'],[],[],?,?,,?,,?,,?,,,,B,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Chaussons aux pommes']",,,,,,75.3%,14.7%,6.1%,3.4%,0.5%,0.0%,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,Fraises bio,3024499993077,"['Bio', 'Bio européen']",['France'],[],[],?,183,766 kj(183 kcal),0,0,45,45,"0,6","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,Folsan,9088880713983,,"['Autriche', 'France']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,Poulet fermier blanc élevé en plein air,2209341006704,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,Nouilles chinoises aux scampi,5400501954867,,['France'],[],[],?,131,548 kj(131 kcal),"6,6","0,6",12,"2,9","5,4","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,Viii Rouge,5060549320125,,['France'],[],[],?,28,117 kj(28 kcal),"0,2","0,1",6,"5,8","0,4","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,barbecue ketchup,7350088101285,,['France'],[],[],?,10,42 kj(10 kcal),0,0,"1,93","0,48","0,32","2,7","1,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,Croissants - Carrefour,0201199007874,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,
762,Sports breakfast,8718774009434,,['France'],[],[],?,389,1628 kj(389 kcal),"6,9","1,4","53,4","9,4","25,8","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,Olio extra Vergine di olive Basilico,8010835002225,,['France'],[],[],?,824,3448 kj(824 kcal),92,13,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,Corn flakes - €co+,3450979001053,,['France'],[],[],?,383,1602 kj(383 kcal),"0,9","0,4",84,"6,8","8,1","1,6","0,64",,C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Flocons', 'Flocons de céréales', 'Céréales extrudées', 'Flocons extrudés', 'Corn-flakes']",,+2%,-17%,+2%,+12%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,['€co+'],,,,0.9 g,en faible quantité,0.4 g,en faible quantité,6.8 g,en quantité modérée,1.6 g,en quantité élevée,+1%,+40%,-36%,+32%,+32%,12,+61%,D,+61%,,,,,,,,
765,"Couronne Des Rois, Fleur D'oranger",3700462032034,,['France'],[],[],?,302,1264 kj(302 kcal),"9,6","5,7",44,11,"8,6","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,Maria,7602786414762,,['France'],[],[],?,431,1803 kj(431 kcal),10,"4,4",77,22,8,"0,75","0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,Strawberry yoghourt,9310354980936,,"['Australie', 'France']",[],[],?,125,523 kj(125 kcal),"6,7","4,6","13,5","9,1","3,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Woolworths'],,,,,
768,Jardin d asie,3770001358871,['Bio'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,Pad Thai Sauce,8850058006644,,['France'],[],[],?,341,1427 kj(341 kcal),0,0,"84,1","69,4",1,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,Pain tradi figues,0233375007224,['Point Vert'],['France'],[],[],?,364,1523 kj(364 kcal),"1,9","0,6",75,"9,5",11,"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,condiment au Gingembre,3760032923001,['Bio'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,Huile d'Olive Extra Vierge,3770003145189,,['France'],[],[],?,823,3443 kj(823 kcal),"91,5","12,6",0,0,0,0,0,,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,-4%,-4%,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,91.5 g,en quantité élevée,12.6 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,-4%,-10%,,-100%,-100%,6,-2%,C,-2%,,,,,,,,
773,Choux farcis au canard,3300468441870,,['France'],[],[],?,166,695 kj(166 kcal),13,"4,9","3,6","1,2","8,5","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,Granola,3770006003233,['Bio'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,Crêpe bretonne de froment,3307621317898,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,Purée de poire 210g -,3700723802079,['Sans sucre ajouté'],['France'],[],[],?,51,213 kj(51 kcal),"0,1","0,01","12,5","12,5","0,01","0,01","0,004",,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de poire']",,-20%,-58%,-14%,-98%,35.2%,26.4%,14.9%,14.0%,7.5%,2.0%,96,,,,,0.1 g,en faible quantité,0.01 g,en faible quantité,12.5 g,en quantité modérée,0.01 g,en faible quantité,-20%,-70%,-3%,-2%,-2%,-3,,A,,,,,,,,,
777,Mandarines bio,8437004922823,"['Bio', 'Bio européen', 'ES-ECO-020-CV', 'FR-BIO-10', 'AB Agriculture Biologique']",['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,4 pilons de poulet blanc,0253077022769,,['France'],[],[],?,134,561 kj(134 kcal),"6,9","1,8",0,0,18,"0,25","0,1",,D,,"['Viandes', 'Volailles', 'Poulets', 'Volailles cuites', 'Poulets cuisinés', 'Manchons de poulet']",,-25%,-26%,-100%,-7%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,,6.9 g,en quantité modérée,1.8 g,en quantité modérée,0 g,en faible quantité,0.25 g,en faible quantité,-25%,-31%,-100%,-72%,-72%,-2,-159%,A,-159%,,,,,,,,
779,Cuisses de poulet provencale - Le Gaulois,2255110030708,,['France'],[],[],?,179,749 kj(179 kcal),12,"3,3","0,5","0,5",17,"0,8","0,32",,D,,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",,-6%,-3%,+57%,-8%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,['Le Gaulois'],,,,12 g,en quantité modérée,3.3 g,en quantité modérée,0.5 g,en faible quantité,0.8 g,en quantité modérée,-6%,-1%,+223%,+5%,+5%,3,-15%,C,-15%,,,,,,,,
780,4 paniers de saumon et noix de saint_jacques - Toupargel,01634733,,['France'],[],[],?,237,992 kj(237 kcal),13,"7,8",22,"2,7","7,3","0,9","0,36",,,,"['Plats préparés', 'Plats préparés au poisson']",,+33%,+25%,+164%,-22%,,,,,,,,['Toupargel'],,,,13 g,en quantité modérée,7.8 g,en quantité élevée,2.7 g,en faible quantité,0.9 g,en quantité modérée,+37%,+188%,+80%,-13%,-13%,12,+154%,D,+154%,,,,,,,,
781,Soupette apéritive petits pois et reblochon - Les Cols Rouges,3760252750142,,['France'],"['Eau', 'pois frais ', '36,5%', 'oignon', 'Reblochon Fermier AOP ', '4,7%', 'crème', 'pois cassé', 'sel de mer']",['Non végétalien'],?,54,226 kj(54 kcal),"2,6","1,7","3,3","2,5","3,4","1,1","0,44",,,,"['Plats préparés', 'Soupes']",,-5%,+34%,-43%,+55%,,,,,,,,['Les Cols Rouges'],,,3,2.6 g,en faible quantité,1.7 g,en quantité modérée,2.5 g,en faible quantité,1.1 g,en quantité modérée,-5%,+181%,+45%,+27%,+27%,3,+83%,C,+83%,,,,,['Lait'],,,
782,2609927053205,2609927053205,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,Flans caramel,3608580750277,,['France'],[],[],?,328,1372 kj(328 kcal),"0,5","0,1",77,61,"4,5","0,023","0,009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,Auchan,3596710166404,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,['Auchan'],,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,,
785,Parmigiano reggiano dop,3963056760076,,['France'],[],[],?,?,,?,,?,,?,,,,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Parmigiano Reggiano']",,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,Thes blanc corse,3770007547071,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,Craquilles - Bouton d'Or,3250392728564,,['France'],[],[],?,498,2084 kj(498 kcal),"24,7","5,4","59,7","6,6",8,"2,39","0,956",,,,,,,,,,,,,,,,,"[""Bouton d'Or""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,Cuisses de poulet roti - Le Gaulois,0217637029711,,['France'],[],[],?,168,703 kj(168 kcal),10,"2,6",0,0,19,"1,4","0,56",,D,,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",,-12%,-19%,-100%,+3%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,['Le Gaulois'],,,,10 g,en quantité modérée,2.6 g,en quantité modérée,0 g,en faible quantité,1.4 g,en quantité modérée,-12%,-22%,-100%,+84%,+84%,5,+42%,C,+42%,,,,,,,,
789,Lapin entier pré découpé - LOEUL & PIRIOT - 1.359kG,2297835057929,"['Viande Française', 'Lapin Français']",['France'],[],[],?,138,577 kj(138 kcal),"5,7","1,7","0,6","0,2",21,"0,15","0,06",['barquette polystyrène rouge'],D,1.359kG,"['Viandes', 'Viande de lapin']",,-10%,-28%,-14%,+7%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,['LOEUL & PIRIOT'],"['FR 79.329.004 CE', 'Thouars (Deux-Sèvres, France)']",,,5.7 g,en quantité modérée,1.7 g,en quantité modérée,0.2 g,en faible quantité,0.15 g,en faible quantité,-13%,-29%,-53%,-70%,-70%,-3,-592%,A,-592%,,['79100 THOUARS'],,,,,,
790,Yaourt brassé lait entier fruits rouges,3375654444645,"['Bio', 'Sans conservateurs']",['France'],[],[],?,85,356 kj(85 kcal),3,"1,8","10,5","10,5","3,5","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,8591504551508,8591504551508,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,Pruneaux,2481056444587,,['France'],[],[],?,234,979 kj(234 kcal),"0,3","0,101",54,35,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,Dés de mimolette vieille - Affinage 12 mois minimum - Casino - 150g,3222477136052,,['France'],"['lait de vache pasteurisé ', 'origine france', ' - sel - colorant : rocou - ferments lactiques ', 'contient lait', ' - présure bovine - conservateur : nitrate de potassium']",['Non végétalien'],1600,385,1600 kj(385 kcal),29,21,0,0,31,3,"1,2",,C,150 g,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Mimolettes', 'Mimolettes vieilles', 'Fromages-du-nord-pas-de-calais']",,-1%,+1%,-100%,-2%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,['Casino'],"['FR 44.023.001 CE', 'Bouvron (Loire-Atlantique, France)']","['E160b - Rocou', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']",4,29 g,en quantité élevée,21 g,en quantité élevée,0 g,en faible quantité,3 g,en quantité élevée,-1%,+7%,-100%,+1%,+1%,19,0%,E,0%,Dés de mimolette - Fromage au lait pasteurisé à pâte pressée non cuite,,['Casino'],,['Lait'],,,
794,Morue aux coquillages rôtis,3770000648614,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,Filet mignon,2209256004796,,['France'],[],[],?,128,536 kj(128 kcal),4,"1,3",0,0,23,"0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,Club Saveur Rosette Beurre,3505340030146,,['France'],[],[],?,316,1322 kj(316 kcal),19,"9,9",25,"3,4",11,"2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,Véritable jambon à  l'ancienne,2602656025529,,['France'],[],[],?,123,515 kj(123 kcal),"3,1","1,4","0,5","0,5",23,2,"0,8",,E,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', ""Jambons cuits à l'ancienne""]",,-19%,-50%,+1%,+3%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,3.1 g,en quantité modérée,1.4 g,en faible quantité,0.5 g,en faible quantité,2 g,en quantité élevée,-19%,-42%,+3%,+3%,+3%,5,-49%,C,-49%,,,,,,,,
