,name,bar_code,eco_score,generic_name,quantity,packaging,brand,categories,labels,markets,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,ingredients_origins,producer_info,manufacturing,traceability_code,allergens,link,origin_detail,palm_ingredients,brand_owner
71,Le Moelleux - Fleury Michon - 288g,3302747990024,B,Préparation à base de chair de poisson.,288 g,"['Frais', 'Barquette et film plastique à jeter', 'Nouveau couvercle', 'boîte', 'Barquette', 'Film en plastique']",['Fleury Michon'],"['Produits de la mer', 'Poissons', 'Préparations de poisson', 'Surimi']","['Sans arômes artificiels', 'Sans polyphosphates', 'Point Vert', 'Arômes naturels', 'Sans conservateurs', 'Nutriscore', 'Nutriscore B', 'Pêche durable', '-25\xa0% de plastique']","['Simply Market', 'Bi1', 'Magasins U']",['France'],"['Chair de poisson* 43%', 'eau', 'amidons ', 'dont blé', 'huile de colza', 'sucre', 'sel', 'arômes naturels ', 'contient crustacés', 'mollusques', 'poissons', 'colorant : extrait de paprika', ""\xa0* Colin d'Alaska et Merlu blanc pêchés en Pacifique Nord-Est"", 'Lieu noir pêché en Atlantique Nord-Est']",['E160c - Extrait de paprika'],"['Non végétalien', 'Non végétarien']",4,4.5 g,en quantité modérée,0.4 g,en faible quantité,2.8 g,en faible quantité,1.5 g,en quantité modérée,466,-7%,?,,466 kj(111 kcal),-6%,"4,5",-4%,"0,4",-38%,10,-12%,"2,8",-2%,"8,1",+8%,"1,5",-13%,"0,6",-13%,2,-55%,B,-55%,52.0%,22.5%,10.3%,8.6%,5.2%,1.4%,92,"['Océan Pacifique', 'Océan Pacifique Nord-Est', ""Colin d'Alaska et Merlu blanc pêchés en Pacifique Nord-Est""]",,"[""Fleury Michon Traiteur - FMT (Filiale Fleury Michon Solution Repas) - Parc d'Activité Polaris - 85110 Chantonnay"", 'Vendée', 'Pays de la Loire', 'France']","['FR 85.051.005 CE', 'Chantonnay (Vendée, France)']","['Crustacés', 'Poisson', 'Gluten', 'Lait', 'Mollusques']",Pas de lien direct demande faite au fournisseur (26/12/2017),,,
72,Sauce tomate Provencale aux fines herbes - Jardin Bio - 200g,3307130605004,A,,200 g,"['bocal verre', 'Bocal en verre']","['Jardin Bio', 'Léa Nature']","['Epicerie', 'Sauces', 'Sauces pour pâtes', 'Sauces provençales']","['Bio', 'Bio européen', 'Agriculture UE', 'FR-BIO-01', 'Point Vert', 'AB Agriculture Biologique', ""Saveurs de l'Année"", ""Saveurs de l'Année 2015"", 'en:Saveurs-de-l-annee-france']","['Carrefour', 'Magasins U']",['France'],"['tomates* 81 % ', 'purée de tomates* mi-réduice', 'tomates* concassées', 'oignons* en morceaux', 'sel marin', 'plantes aromatiques* 0,5 % ', 'basilic*', 'persil*', 'herbes de Provence* ', 'romarin* ', 'origan*', ""huile d'olive* vierge extra"", ""purée d'ail*"", 'sucre brut* de canne', 'huile de tournesol*', 'poivre noir*', ""*Produits issus de l'agriculture biologique,""]",,[],3,1.1 g,en faible quantité,0.2 g,en faible quantité,5.9 g,en quantité modérée,1.1 g,en quantité modérée,?,,47,-22%,197 kj(47 kcal),-20%,"1,1",-47%,"0,2",-28%,"6,3",-10%,"5,9",+15%,"1,6",+13%,"1,1",+17%,"0,44",+17%,-2,-792%,A,-792%,48.3%,19.8%,11.8%,11.5%,5.0%,3.5%,91,,,,,,,,,
73,Krounchy chocolat - Grillon d'or - 1kg,3421557110313,B,,1 kg,"['Sachet', 'Plastique']","[""Grillon d'or""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Céréales au chocolat', 'Pépites de céréales croustillantes', 'Pépites de céréales au chocolat']","['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Fabriqué en France', 'Sans huile de palme', 'AB Agriculture Biologique']",['Bio14'],['France'],"[""Flocons d'avoine complets"", ' sucre de canne complet 13%', 'huile de tournesol', 'soufflettes de céréales au cacao 5,9% ', 'farine de riz', 'sucre de canne', 'poudre de cacao dégraissé 0,3%', 'blé', 'avoine', 'orge', 'pépites de chocolat 0,1% [pâte de cacao', 'sucre de canne', 'beurre de cacao', 'extrait de vanille]', ""sirop de malt d'orge déshydraté"", 'poudre de cacao 0,07%', 'vanille', 'sirop de riz', 'farine de blé', 'flocons de blé complets', 'flocons de seigle complets', ""flocons d'orge complets"", 'morceaux de chocolat noir 3,4% ', 'masse de cacao', 'sucre de canne', 'beurre de cacao', 'amandes', 'pétales de maïs']",,[],3,15 g,en quantité modérée,2.4 g,en quantité modérée,18 g,en quantité élevée,0.01 g,en faible quantité,?,,442,-4%,1849 kj(442 kcal),-4%,15,-19%,"2,4",-58%,65,+6%,18,-14%,9,+14%,"0,01",-97%,"0,004",-97%,0,-100%,B,-100%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,['France'],,"['Gluten', 'Fruits à coque', 'Avoine', 'Soja']",,,,
74,"Cola - Breizh Cola - 1,5L",3484702000006,,Boisson gazéifiée à l'arôme naturel de cola & autres arômes naturels,"1,5 L","['Bouteille', 'Plastique']",['Breizh Cola'],"['Boissons', 'Boissons gazeuses', 'Sodas', 'Sodas au cola', 'Boissons avec sucre ajouté']","['Fabriqué en France', 'de:hergestellt-in-breizh']","['Carrefour', 'Intermarche', 'Carrefour Contact']",['France'],"['eau gazéifiée', 'sucre', 'colorant: caramel E150d', 'acidifiant : acide phosphorique', 'caféine', 'arôme naturel de cola avec autres arômes naturels']","[""E150d - Caramel au sulfite d'ammonium"", 'E338 - Acide orthophosphorique', '', 'Risque élevé de sur-exposition']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,0.5 g,en faible quantité,0.5 g,en faible quantité,9.3 g,en quantité élevée,0 g,en faible quantité,?,,37.7,+80%,158 kj(37 kcal),+78%,"0,5",+1892%,"0,5",+7749%,"9,4",+75%,"9,3",+77%,"0,5",+1534%,0,-100%,0,-100%,13,+76%,E,+76%,,,,,,,,,,"['France', 'Bretagne', 'Morbihan', 'Le Roc Saint André']",,,http://www.breizhcola.fr/breizh-cola-original/,,,
75,Chips de pommes de terre à l'Ancienne au sel de Guérande - Bret's - 250g e,3497911219251,B,Chips de pommes de terre à l'Ancienne au sel de Guérande,250 g e,"['Sachet', 'Plastique']","[""Bret's""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre', ""Chips à l'ancienne"", ""Chips de pommes de terre à l'huile de tournesol""]","['Végétarien', 'Sans gluten', 'Fabriqué en France', 'Nutriscore', 'Nutriscore C', 'en:produced-in-bretagne', 'Entrepreneurs + Engagés']","['Auchan', 'Leclerc', 'Intermarché', 'Carrefour', 'Magasins U']",['France'],"['Pommes de terre ', 'France', ' 61,7%', 'huile de tournesol 37%', 'sel de Guérande 1,3%']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,37 g,en quantité élevée,3.4 g,en quantité modérée,0.7 g,en faible quantité,1.3 g,en quantité modérée,?,,566,+1%,2368 kj(566 kcal),+2%,37,0%,"3,4",+3%,50,+2%,"0,7",-0%,"6,1",+8%,"1,3",-2%,"0,52",-2%,15,+29%,D,+29%,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,"['France', 'Bretagne']",,"['Saint-Gérand', 'Bretagne', 'France']","['EMB 56213D', 'Saint-Gérand (Morbihan, France)']",,http://www.brets.fr/a-lancienne-brets/,,,
76,"7UP saveur mojito 1,5 L - 1500ml",3502110006271,,"Boisson gazeuse non alcoolisée goût citron vert et menthe, avec sucre et édulcorant d'origine naturelle.",1500 ml,"['Bouteille', 'Plastique']","['7UP', 'Pepsico', 'Seven Up']","['Boissons', 'Boissons gazeuses', 'Boissons édulcorées', 'Sodas', 'Boissons sans alcool', 'Limonades', 'Boissons avec sucre ajouté']",['Point Vert'],['Magasins U'],['France'],"['Eau gazéifiée,sucre,acidifiants ', 'acides citrique', 'acide malique', "",arômes,correcteur d'acidité "", 'citrate de sodium', ',conservateurs ', 'sorbate de potassium', 'benzoate de sodium', ',édulcorant ', 'glycosides de steviol', ',stabilisant ', 'gomme arabique', 'esters glycériques de résine de bois']","['E330 - Acide citrique', 'E296 - Acide malique', 'E331 - Citrates de sodium', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E960 - Glucosides de stéviol', '', 'Risque modéré de sur-exposition', ""E414 - Gomme d'acacia"", 'E445 - Esters glycériques de résine de bois']",['Sans huile de palme'],4,0 g,en faible quantité,0 g,en faible quantité,7 g,en quantité élevée,0.05 g,en faible quantité,122,+11%,29,-6%,122 kj(29 kcal),-3%,0,-100%,0,-100%,7,-6%,7,-4%,0,-100%,"0,05",+276%,"0,02",+276%,10,-2%,E,-2%,,,,,,,,,,,,,,,,
77,Concombres - Carrefour - 300g,3560070446384,C,"Concombres en sauce condimentaire (12,4%), au fromage blanc et à la ciboulette.",300 g,"['Frais', 'Barquette', 'Plastique 05', 'Opercule', 'Couvercle', 'Plastique', 'Sous atmosphère protectrice']","['Carrefour', 'CMI (Carrefour Marchandises Internationales)', 'Groupe Carrefour']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Légumes et dérivés', 'Frais', 'Salades', 'Salades composées', 'Plats préparés frais', 'Légumes préparés', 'Entrées', 'Entrées froides', 'Salades de concombres', 'Concombres', 'Crudités']","['Labels de distributeurs', 'Qualité Carrefour', 'Point Vert', 'Fabriqué en France', 'Testé par le panel test Carrefour', 'Eco-Emballages']","['Banque alimentaire', 'Carrefour']",['France'],"['Concombres 80%', 'huile de colza', 'fromage blanc 6,5 %', 'eau', ""vinaigre d'alcool"", 'ciboulette 0,8%', ""jaune d'œuf"", 'moutarde de Dijon ', 'eau', 'graines de moutarde', ""vinaigre d'alcool"", 'sel', 'ail', 'sel', 'épaississant : gomme xanthane', 'poivre blanc', 'amidon modifié de pomme de terre', 'jus de citron concentré']","['E415 - Gomme xanthane', 'E14XX - Amidons modifiés']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,9.3 g,en quantité modérée,0.7 g,en faible quantité,1.3 g,en faible quantité,0.8 g,en quantité modérée,405,+22%,98,+7%,405 kj(98 kcal),+8%,"9,3",+20%,"0,7",-34%,"1,9",-30%,"1,3",-40%,"1,2",+19%,"0,8",-15%,"0,32",-15%,1,-63%,B,-63%,92.6%,0.0%,0.0%,3.4%,3.0%,1.0%,60,,Fabriqué en France par EMB 56075D pour Interdis,"[""Mix'Buffet - ZA du Val Coric - 56380 Guer"", 'Morbihan', 'Bretagne', 'France']","['EMB 56075D', 'Guer (Morbihan, France)']","['Œufs', 'Lait', 'Moutarde']",,"Ce produit est fabriqué en France à partir de concombres cultivés dans l'UE et au Maroc, et de fromage blanc et ciboulette origine France.",,
78,Galettes De Riz Complet et quinoa 100g - Carrefour Bio - 100g e,3560070600915,B,,100 g e,"['Sous-vide', 'Plastique', 'packet']","['Carrefour Bio', 'Carrefour']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Galettes de céréales soufflées', 'Galettes de riz soufflé']","['Bio', 'Bio européen', 'Agriculture non UE', 'BE-BIO-02', 'Agriculture UE', 'Agriculture UE/Non UE', 'Point Vert', 'AB Agriculture Biologique']",['Carrefour'],"['Belgique', 'France']","['Riz complet bio 91,75%', 'quinoa bio 8%', 'sel de mer']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,3.1 g,en quantité modérée,0.6 g,en faible quantité,0.6 g,en faible quantité,0.3 g,en quantité modérée,?,,393,-9%,1644 kj(393 kcal),-9%,"3,1",-74%,"0,6",-91%,81,+14%,"0,6",-95%,"8,6",+17%,"0,3",+65%,"0,12",+65%,-3,-136%,A,-136%,57.0%,19.3%,12.5%,10.4%,0.8%,0.0%,92,"['Bolivie', 'Italie', 'Paraguay']",,"['Belgique', 'PIETERCIL INTERCO SA']",,,,,,
79,Le pain aux Céréales - Carrefour - 500g,3560071010058,,Pain tranché multicéréales (49%) incrusté de graines (11%) et de céréales concassées (6%).,500 g,['sachet plastique'],['Carrefour'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains multicéréales']","['Riche en fibres', 'Nutriscore', 'Nutriscore A']",['Carrefour'],['France'],"['Farine de céréales 40% ', 'farine de blé 24%', 'farine complète de blé 9,3%', 'farine de seigle 6%', ""farine complète d'avoine"", 'eau', 'levain de seigle ', 'farine de seigle 7%', 'eau', 'graines de lin', 'graines de tournesol', 'graines de sésame', 'seigle complet concassé 2%', ""flocons da'voine"", 'orge complet concassé', 'avoine complet concassé', 'sel', 'graines de millet', 'blé complet concassé 1%', 'huile de colza', 'levure', ""correcteur d'acidité: acétates de sodium"", ""émulsifiant: mono - et diglycérides d'acides gras"", 'gluten de blé', 'agent de traitement de la farine: acide ascorbique']","['E262 - Acétates de sodium', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E300 - Acide ascorbique']","[""Pourrait contenir de l'huile de palme""]",4,6.9 g,en quantité modérée,0.8 g,en faible quantité,2.3 g,en faible quantité,1.2 g,en quantité modérée,1064,,253,-7%,1064 kj(253 kcal),-6%,"6,9",+28%,"0,8",+9%,36,-19%,"2,3",+5%,"8,2",-1%,"1,2",0%,"0,48",0%,-2,-1100%,A,-1100%,,,,,,,,,Fabriqué en Allemagne pour EMB 75109Z pour Interdis.,,"['EMB 75109Z', 'Paris 9e  Arrondissement (Paris, France)']","['Gluten', 'Avoine', 'Graines de sésame', 'Voine', 'Voine']",,,,
80,Fusilli depois cassés100% légumineuse - Carrefour Veggie - 250g,3560071081362,B,Spécialité de farine de pois cassés.,250 g,"['Carton', 'boîte', 'Plastique']",['Carrefour Veggie'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Produits sans gluten', 'Pâtes sèches', 'Pâtes de blé dur', 'Pâtes alimentaires sans gluten', 'Torsades']","['Végétarien', 'Sans arômes artificiels', 'Sans gluten', 'Végétalien', 'Union Végétarienne Européenne', 'Point Vert', 'Riche en fibres', 'Riche en protéines', 'Fabriqué en Italie', 'Sans colorants artificiels', 'Nutriscore', 'Nutriscore A', 'Tidy man']",['Carrefour'],"['France', 'Espagne']",['Farine de pois cassés 100%'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,2.2 g,en faible quantité,0.5 g,en faible quantité,2.4 g,en faible quantité,0.14 g,en faible quantité,1450,-3%,?,,1450 kj(347 kcal),-2%,"2,2",+6%,"0,5",-0%,55,-19%,"2,4",+131%,22,+96%,"0,14",+522%,"0,056",+522%,-11,,A,,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,"['États-Unis', 'Canada']",Fabriqué en Italie pour EMB 91377B pour Interdis.,['Italie'],"['EMB 91377B', 'Massy (Essonne, France)']",,,,,
81,Moutarde de Dijon - Rustica - 440g,3564700010563,B,Moutarde de Dijon,440 g,"['Bocal', 'Verre', 'Couvercle', 'Métal', 'Conserve', 'Film plastique autour du couvercle', 'Film en plastique', 'Bocal en verre', 'Couvercle en métal']","['Rustica', 'Marque Repère', 'Scamark (Filiale E. Leclerc)']","['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes de Dijon', 'Moutardes fines']","['Point Vert', 'Eco-Emballages']",['Leclerc'],['France'],"['Eau', 'graines de moutarde', ""vinaigre d'alcool"", 'sel', 'acidifiant : acide citrique', 'conservateur : disulfite de potassium']","['E330 - Acide citrique', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition']","['Sans huile de palme', 'Végétalien', 'Végétarien']",3,11 g,en quantité modérée,0.7 g,en faible quantité,1.8 g,en faible quantité,6 g,en quantité élevée,626,-3%,?,,626 kj(150 kcal),-3%,11,-4%,"0,7",+1%,"2,5",-34%,"1,8",-30%,"7,2",+2%,6,+12%,"2,4",+12%,7,-31%,C,-31%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,['Moutarde'],"http://www.e-leclerc.com/catalogue/marques-distributeurs/marque-repere/alimentaire/epicerie/epicerie-salee/condiments/moutarde-de-dijon---440-g,794",,,
82,Tartines croustillantes au Seigle - Épi d'Or - 250g,3564700582664,B,,250 g,"['Carton', 'boîte', 'Plastique']","[""Épi d'Or"", 'Marque Repère']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Tartines craquantes']","['Riche en fibres', 'Nutriscore', 'Nutriscore A']",['Leclerc'],['France'],"['Farine complète de seigle 113 g*', 'sel', ' Traces de lait', 'autres céréales contenant du gluten et graines de sésame']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,1.6 g,en faible quantité,0.4 g,en faible quantité,2.1 g,en faible quantité,1.3 g,en quantité modérée,1469,-9%,348,-9%,1469 kj(348 kcal),-8%,"1,6",-65%,"0,4",-61%,66,-7%,"2,1",-62%,"9,4",-5%,"1,3",+47%,"0,52",+47%,-1,-133%,A,-133%,65.1%,19.7%,8.5%,5.9%,0.7%,0.0%,90,,,,,,,,,
83,Gâche Tranchée Pur Beurre A La Crème Fraiche - Nos Régions Ont du Talent - 450g,3564709052014,B,Gâche tranchée,450 g,"['Plastique', 'Sachet']","['Nos Régions Ont du Talent', 'Brioches Fonteneau']","['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Brioches tranchées', 'Brioches Vendéennes']","['Point Vert', 'Nutriscore', 'Nutriscore D', 'Pur beurre', 'A-la-creme-fraiche']",['Leclerc'],['France'],"['Farine de blé 41 % ', 'dont gluten de blé', 'sucre', 'beurre concentré 12 % ', 'soit 15 % en beurre reconstitué', 'œufs frais 11 %', 'levain ', 'farine de blé 7 % ', 'dont gluten de blé', 'eau', 'sel', 'crème fraîche 5,5%', 'levure', 'sel', 'lait entier', 'arôme naturel ', 'contient alcool', 'arôme naturel de vanille ', 'contient blé', ',']",,"['Sans huile de palme', 'Non végétalien']",4,15 g,en quantité modérée,9.8 g,en quantité élevée,14 g,en quantité élevée,0.8 g,en quantité modérée,1559,+1%,372,-1%,1559 kj(372 kcal),-1%,15,-1%,"9,8",-4%,50,+1%,14,-3%,"7,9",-6%,"0,8",-15%,"0,32",-15%,17,-11%,D,-11%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,['France'],,"['Brioches Fonteneau', '85600 Montaigu', 'Vendée', 'Pays de la Loire', 'France', '85600 boufféré']",,"['Œufs', 'Gluten', 'Lait']",356470905201402,,,
84,Pâte à tartiner aux noisettes et au lait écrémé - Auchan - 750g,3596710422890,D,,750 g,"['Pot', 'Plastique', 'pas à recycler']",['Auchan'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner aux noisettes', 'Pâtes à tartiner au chocolat', 'Pâtes à tartiner aux noisettes et au cacao']","['Produit en braille', 'en:palm-oil-free']",['Auchan'],['France'],"['Sucre', 'huile de tournesol', 'pâte de noisettes ', 'fruit à coque', ' 13 %', 'cacao maigre en poudre 7,4 %', 'poudre de lait écrémé 6,6 %', 'beurre de cacao', 'huile de coco', 'lactosérum en poudre ', 'lait', 'émulsifiant : lécithines ', 'tournesol', 'arôme']",['E322i - Lécithine'],"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,30.7 g,en quantité élevée,5.7 g,en quantité élevée,55.3 g,en quantité élevée,0.1 g,en faible quantité,?,,536,-2%,2243 kj(536 kcal),-2%,"30,7",-10%,"5,7",-26%,"57,3",+11%,"55,3",+16%,"5,7",-17%,"0,1",-3%,"0,04",-3%,17,-18%,D,-18%,82.7%,11.5%,2.8%,2.4%,0.6%,0.0%,40,,,,,"['Lait', 'Fruits à coque']",,,,
85,Celebrations - 312g,5000159500753,,"Assortissement de chocolats au lait, et de biscuit et gauffrette",312 g,"['Kunststoff', 'Folie', '01-PET', 'Flasche', '07-SAN', 'Deckel']",['Celebrations'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Assortiments de bonbons de chocolat', 'en:Assortiments de bonbons de chocolat', 'en:Bonbons de chocolat', 'en:Confiseries', 'en:Confiseries chocolatées', 'en:Snacks sucrés']",['Point Vert'],,"['France', 'Allemagne', 'Suisse']","['sucre', 'sirop de glucose', 'beurre de cacao', 'lait écrémé en poudre', 'pâte de cacao', 'matière grasse du lait', 'lactose', 'farine de blé', 'matière grasse de palme', 'cacahuètes', 'noix de coco séchée', 'petit-lait en poudre', 'huile de palme', 'lait entier en poudre', 'huile de tournesol', 'émulsifiants ', 'lécithine de soja', 'E471', ""extrait de malt d'orge"", 'cacao maigre', 'sel', 'humectant ', 'glycérol', ""blanc d'œuf en poudre"", 'extrait naturel de vanille', 'poudres à lever ', 'E341 ', 'E500', 'E501', 'gluten de blé', 'protéine de lait']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E422 - Glycérol', 'E341 - Phosphates de calcium', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', 'E501 - Carbonates de potassium']","['Huile de palme', 'Non végétalien']",4,25.1 g,en quantité élevée,15.3 g,en quantité élevée,54.2 g,en quantité élevée,0.37 g,en quantité modérée,2088,,499,+1%,2088 kj(499 kcal),+1%,"25,1",+5%,"15,3",+21%,"61,6",+0%,"54,2",-2%,"5,7",+29%,"0,37",+155%,"0,148",+155%,27,+11%,E,+11%,,,,,,,,,,,,"['Œufs', 'Gluten', 'Lait', 'Arachides', 'Soja', 'de:Hühnerei-Trockeneiweiss', 'de:Milcheiweiss']",,,,
86,Chocolat au lait - Côte d'Or - 100g,5410081201220,E,Chocolat au lait extra-fin,100 g,"['Papier', 'Aluminium', 'Packet']","[""Côte d'Or""]","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']",,,['France'],"['Sucre', 'pâte de cacao', 'poudre de lait entier', 'beurre de cacao', 'lactosérum en poudre', 'émulsifiant ', 'lécithine de soja', 'cacao en poudre maigre', 'arômes', 'beurre concentré']",['E322i - Lécithine'],"[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,29 g,en quantité élevée,18 g,en quantité élevée,55 g,en quantité élevée,0.3 g,en quantité modérée,?,,527,-5%,2205 kj(527 kcal),-5%,29,-16%,18,-8%,56,+8%,55,+12%,"7,8",+9%,"0,3",+29%,"0,12",+29%,24,-6%,E,-6%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,,['Belgique'],,"['Lait', 'Soja']",,,,
87,Jus d'orange avec pulpe - Tropicana - 1L,5410188029529,C,Jus d'orange 100% pur fruit pressé avec pulpe,1 L,"['Brique', 'Carton', 'Pure-Pak', 'Brique en carton']",['Tropicana'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange"", 'Jus de fruits pur jus', ""Jus d'orange pur jus""]","['Peu ou pas de sucre', 'en:FSC', 'Sans sucre ajouté', 'Sans colorants', 'Sans conservateurs']","['Franprix', 'Magasins U', 'Monoprix']",['France'],"[""Jus d'orange avec pulpe""]",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0 g,en faible quantité,0 g,en faible quantité,8.6 g,en quantité élevée,0 g,en faible quantité,?,,42,-2%,176 kj(42 kcal),-3%,0,-100%,0,-100%,"8,6",-11%,"8,6",-6%,"0,8",+27%,0,-100%,0,-100%,2,-33%,C,-33%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,['FSC-C081801'],,,,,
88,Pavé fromage soja et blé - Herta - 2x90g,7613036337342,,,2x90g,"['Barquette plastique', 'Sous atmosphère protectrice']",['Herta'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Substituts de viande', 'Steaks végétaux']","['Végétarien', 'Nutriscore', 'Nutriscore C']","['Super U', 'Magasins U']",['France'],"['Proteine de soja* réhydratée ', 'soja 7,9%', 'eau 19,7%', 'Chapelure ', 'farine et amidon de blé', 'levure', 'sel', 'huile de colza', 'protéine de blé', 'épices ', 'paprika', 'curcuma', 'sucre', 'extrait de paprika', 'Gouda végétarien 14% ', 'colorant : béta carotène', 'Eau', 'Protéines de blé réhydratees ', 'blé 3,2%', 'eau 5,8%', 'Farine de blé', 'Huiles végétales ', 'colza et tournesol', ""Blanc d'ceuf oignon"", 'Extrait de levure', ""Fibres d'agrume"", 'Arômes', ' ""Soja sans OGM', '**Poules élevées au sol', ' Peut contenir: Céleri', 'moutarde', 'sésame', ' SO en poudre', 'Vinaigre', 'Sel', 'Poudre']","['E160c - Extrait de paprika', 'E160ai - Bêta-carotène']","[""Pourrait contenir de l'huile de palme"", 'Végétarien']",4,11 g,en quantité modérée,3.9 g,en quantité modérée,0.8 g,en faible quantité,1.4 g,en quantité modérée,?,,235,+15%,983 kj(235 kcal),+16%,11,+23%,"3,9",+167%,15,-11%,"0,8",-66%,17,+62%,"1,4",+33%,"0,56",+33%,7,+5009%,C,+5009%,,,,,,,,,,,,"['Œufs', 'Gluten', 'Soja']",,,,
