,name,bar_code,generic_name,quantity,packaging,brand,categories,labels,sales_countries,ingredients_list,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,markets,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,ingredients_origins,manufacturing,link,traceability_code,brand_owner,palm_ingredients,producer_info,origin_detail
42,Crostatina - Giovanni Cova & C. - 40g,8001043300432,,40g,,['Giovanni Cova & C.'],,,"['France', 'Italie']","['forest fruits filling 45% ', 'glucose-fructose syrup', 'forest fruits puree 35% ', 'blackberries', 'strawberries', 'currant', 'sugar', 'thickeners: pectin', 'acidifying: citric acid', 'preservative: potassium sorbate', 'flavourings', 'WHEAT flour', 'sugar', 'BUTTER', 'margarine ', 'vegetable oils and fats ', 'sunflower and coconut', 'water', 'emulsifiers: mono and diglycerides of fatty acids', 'salt', 'flavouring', 'acidity regulator: citric acid', 'EGGS', 'glucose syrup', 'leavening agents ', 'disodium diphosphate', 'sodium bicarbonate', 'WHEAT starch', 'flavourings']","['Œufs', 'Gluten', 'Lait']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,,,,,,,,,?,,432,,1807 kj(432 kcal),,16,,11,,68,,42,,"3,5",,"0,07",,"0,028",,,,,,,,,,,,,,,"['E440 - Pectines', 'E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium']",,"['via Cà Mignola Nuova', '1577/A', 'Badia P. (RO)', 'Italia']",,,,,,
43,Croissant con farcitura di crema al cioccolato - Giovanni Cova & C.,8001043300913,,,,['Giovanni Cova & C.'],,"['100% naturel', 'Pur beurre de cacao']",['France'],"['Wheat flour', 'chocolate cream 22% [glucose syrup', 'water', 'dextrose', 'chocolate 11% ', 'sugar', 'skimmed cocoa powder 36%', 'cocoa butter', 'vegetable fats ', 'palm', 'skimmed MILK powder', 'salt', 'gelling agent', ' pectin', 'preservative: potassium sorbate', 'flavourings]', 'vegetable margarine ', 'non hydrogenoted vegetable — oils and fats - palm and sunflower', 'water', 'salt', 'emulsifiers: mono-diglycerides of fatty acids', 'acidity — regulator: citric acid', 'flavourings', 'EGGS', 'sugar', 'BUTTER ', 'glucose syrup', 'granuloted sugar 3%', 'natural — yeast2% ', 'WHEAT', 'emulsifier: mono-diglycerides of fatty acids', 'salt', 'skimmed MILK powder', 'EGG yolk', 'flavourings']","['Œufs', 'Gluten', 'Lait']","['Huile de palme', 'Non végétalien']",4,,,,,,,,,?,,423,,1770 kj(423 kcal),,20,,13,,54,,27,,"6,1",,"0,64",,"0,256",,,,,,,,,,,,,,,"['E440 - Pectines', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E570 - Acide stéarique', 'E330 - Acide citrique']",,,,,,,,
44,Acetelli insalatina - Sacla,8001060001749,,,,['Sacla'],"['Epicerie', 'Sauces', 'Sauces pour pâtes', 'Sauces tomate', 'Sauces Arrabiata']",,['France'],[],,[],,26.6 g,en quantité élevée,3 g,en quantité modérée,6.7 g,en quantité modérée,2 g,en quantité élevée,?,,284,+165%,1188 kj(284 kcal),+180%,"26,6",+307%,3,+265%,"7,1",+11%,"6,7",+26%,"2,2",+38%,2,+83%,"0,8",+83%,14,+255%,D,+255%,B,,48.3%,19.8%,11.8%,11.5%,5.0%,3.5%,91,,,,,,,,,
45,Pesto alla genovese - Sacla,8001060001787,,,,['Sacla'],"['Epicerie', 'Sauces', 'Sauces Pesto', 'Pestos au basilic']",,['France'],[],,[],,48.2 g,en quantité élevée,6.8 g,en quantité élevée,3.2 g,en faible quantité,3.3 g,en quantité élevée,?,,477,+6%,1996 kj(477 kcal),+7%,"48,2",+9%,"6,8",+4%,"4,6",-22%,"3,2",+40%,"4,7",-1%,"3,3",+34%,"1,32",+34%,21,+8%,E,+8%,C,,77.0%,10.9%,4.6%,4.2%,2.0%,1.4%,56,,,,,,,,,
46,Pesto alla genovese - Sacla Bio,8001060026759,,,,['Sacla Bio'],"['Epicerie', 'Sauces', 'Sauces Pesto', 'Pestos au basilic']","['Bio', 'Bio européen', 'Sans gluten']",['France'],['Basilic 51% huile de tournesol eau sel flocons de pommes de terre sucre de canne noix de cajou fromage arôme naturel de basilic arômes naturels acide lactique amidon de maïs ail en poudre pignon huile d olive'],,[],,29 g,en quantité élevée,3.6 g,en quantité modérée,1.6 g,en faible quantité,2.5 g,en quantité élevée,?,,284,-37%,1188 kj(284 kcal),-36%,29,-34%,"3,6",-45%,"3,2",-46%,"1,6",-30%,"1,6",-66%,"2,5",+1%,1,+1%,16,-18%,D,-18%,C,,77.0%,10.9%,4.6%,4.2%,2.0%,1.4%,56,,,,,,,,,
47,Brodo granulare classico - Knorr - 150g,8001080019441,Brodo granulare,150 g,,['Knorr'],,"['en:gluten-free', 'Sans matière grasse hydrogénée']","['France', 'Italie']","['Sale', 'maltodestrine', 'esaltori di sapidità: glutammato monosodico', 'inosinato disodico', 'guanilato disodico', ' zicchero', 'estratto di lievito', 'aromi', 'cipolla in polvere', 'lattosio ', 'spezie ', ' aglio', 'semi di sedano in polvere', 'curcuma', 'pepe', 'olio di oliva', 'erbe aromatiche ', 'prezzemolo disidratato', 'alloro', 'succo di limone disidratato', 'carote disidratate']","['Céleri', 'Lait']",['Non végétalien'],4,,,,,,,,,?,,5,,21 kj(5 kcal),,0,,0,,"0,9",,"0,2",,"0,3",,"1,1",,"0,44",,,,,,,,,,,,,,,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E631 - Inosinate disodique']","['Italie', 'it:Roma']","['Roma', 'Italia']",,,,,,
48,Quinoa flakes - GerminalBIO - 200g,8001091001831,,200 g,,['GerminalBIO'],['it:Prodotti dolciari'],['en:gluten-free'],['France'],"['farina di mais', 'quinoa 26% ', 'farina di quinoa', 'semi di quinoa', 'miele', 'sciroppo di glucosio', 'mais', 'sale']",,['Non végétalien'],4,2.6 g,en faible quantité,0.2 g,en faible quantité,7.7 g,en quantité modérée,2.4 g,en quantité élevée,?,,393,,1644 kj(393 kcal),,"2,6",,"0,2",,81,,"7,7",,"9,7",,"2,4",,"0,96",,15,,D,,,,,,,,,,,,,,,,,,,
49,Biscotti con crema al cacao,8001091002401,,,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",['en:gluten-free'],['France'],[],,[],,22 g,en quantité élevée,4 g,en quantité modérée,34 g,en quantité élevée,0.75 g,en quantité modérée,?,,477,+1%,1996 kj(477 kcal),+0%,22,+6%,4,-60%,63,-2%,34,+15%,5,-23%,"0,75",+27%,"0,3",+27%,18,-9%,D,-9%,C,,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,,,,
50,Panettone - Balocco,8001100050546,,,,['Balocco'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Aides culinaires', 'Gâteaux', 'Préparations pour desserts', 'Aides à la pâtisserie', 'Viennoiseries', 'Brioches', 'Préparations pour gâteaux', 'Panettone']",['Fabriqué en Italie'],"['France', 'États-Unis']","['Wheat flour - raisins 19% - butter - egg yolk - candied orange peels 8% ', 'orange peels - glucose syrup - fructose - sugar - acidity corrector: citric acid', ' - sugar - natural yeast ', 'wheat', ' - emulsifiers: mono and diglycerides of fatty acids - inverted sugar - salt - dried skimmed milk - flavourings']","['Œufs', 'Gluten', 'Lait']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,,,,,,,,,?,,370,-1%,1548 kj(370 kcal),-0%,14,+36%,"7,5",+74%,53,-10%,29,-4%,"6,7",+12%,"0,425",-32%,"0,17",-32%,,,,,C,,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,"['E330 - Acide citrique', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]",,,,,Balocco S.p.A.,,,
51,La Mandorlata - Balocco - 1000g,8001100050768,Produit de four au levain naturel,1000 g,"['Carton', 'Plastique']",['Balocco'],"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux']","['Sans OGM', 'Energia Pulita']",['France'],"[""Farine de blé - écorces d'orange confites 13% "", ""écorces d'orange - sirop de glucose-fructose - sucre - correcteur d'acidité : acide citrique"", ' - glace aux noisettes 10,2% ', ""sucre - blanc d'oeuf - noisettes 7% correspondant au 0,7% du total des ingrédients - farine de riz - huile d'arachide - amandes de noyaux d'abricots - arômes"", "" - beurre - sucre - jaune d'oeuf - levure naturelle "", 'blé', "" - raisin sec 3,8% - sucre en grains 3,3% - amandes 2,5% - émulsifiants : mono et diglycérides d'acides gras - sucre inverti - lait - sel - arômes""]","['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Arachides']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,15 g,en quantité modérée,7 g,en quantité élevée,32 g,en quantité élevée,0.41 g,en quantité modérée,1649,-3%,382,-5%,1649 kj(382 kcal),-2%,15,-23%,7,-8%,54,+9%,32,+15%,"6,6",+21%,"0,41",-33%,"0,164",-33%,18,+1%,D,+1%,,,,,,,,,,"['E330 - Acide citrique', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]",,['Italie'],,,,,,
52,BALOCCO Panettone - 750g,8001100062518,,750 g,,['Balocco'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",['Fabriqué en Italie'],"['France', 'Suisse']","['farine de blé - raisin sec 19% beurre', ""jaune d'œuf frais - écorces d'orange confites 8% "", ""écorces d'orange - sirop de glucose-fructose - sucre - correcteur d'acidité: acide citrique"", ' - levure naturelle ', 'blé', "" - sucre - lait frais pasteurisé 4% - sucre inverti - émulsifiants: mono et diglycérides d'acides gras - sel - arômes"", ' Peut contenir des fruits secs à coque', 'arachides et soja']","['Gluten', 'Lait']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,14 g,en quantité modérée,7.5 g,en quantité élevée,29 g,en quantité élevée,0.425 g,en quantité modérée,1554,+0%,370,-1%,1554 kj(370 kcal),-0%,14,-7%,"7,5",-17%,53,+3%,29,+12%,"6,7",-2%,"0,425",-4%,"0,17",-4%,18,-3%,D,-3%,C,,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,"['E330 - Acide citrique', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]",,,,,,,,
53,Torte in festa - Balocco,8001100063942,,,,['Balocco'],,['Fabriqué en Italie'],['France'],[],,[],,,,,,,,,,?,,394,,1648 kj(394 kcal),,18,,8,,48,,26,,7,,"0,48",,"0,192",,,,,,,,,,,,,,,,,,,,,,,
54,Panettone & Chocolate - Balocco - 500g,8001100064185,,500 g,"['Carton', 'boîte', 'Plastique']",['Balocco'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Viennoiseries', 'Brioches', 'Gâteaux au chocolat', 'Brioches au chocolat', 'Panettone', 'Panettone au chocolat']","['Point Vert', 'Fabriqué en Italie']","['France', 'Hongrie']","['Farine de blé - pépites de chocolat 20,4 % ', 'sucre - pâte de cacao - cacao maigre - beurre de cacao - émulsifiant: lécithine de soia', ' - beurre - sucre - levure naturelle ', 'blé', "" - jaune d'œuf frais - lait frais pasteurisé 4,5 % - sucre inverti - émulsifiants: mono et diglycérides d'acides gras - sel - arômes""]","['Œufs', 'Gluten', 'Lait', 'Soja']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,21.7 g,en quantité élevée,12 g,en quantité élevée,20.5 g,en quantité élevée,0.41 g,en quantité modérée,?,,422,+18%,1766 kj(422 kcal),+18%,"21,7",+63%,12,+106%,47,-7%,"20,5",+15%,"8,43",+9%,"0,41",-52%,"0,164",-52%,18,+20%,D,+20%,C,,77.5%,13.5%,5.4%,3.2%,0.4%,0.0%,63,"['E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]",,['Italie'],,,,,,
55,Spinaci surgelati - Coop - 1000g,8001120015396,,1000 g,"['Plastica', 'LDPE-4']",['Coop'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Surgelés', 'Légumes et dérivés', 'Aliments à base de plantes surgelés', 'Légumes surgelés', 'Légumes-feuilles', 'Épinards', 'Épinards surgelés']",,"['France', 'Italie']",['SPINACI IN FOGLIA surgelati'],,[],,0.7 g,en faible quantité,0 g,en faible quantité,0.2 g,en faible quantité,0.25 g,en faible quantité,148,+19%,35,-8%,148 kj(35 kcal),-5%,"0,7",-52%,0,-100%,"2,9",+46%,"0,2",-71%,"3,4",+25%,"0,25",-24%,"0,1",-24%,-7,,A,,A,['Coop'],45.1%,0.0%,0.0%,22.1%,31.7%,1.1%,99,,['Italie'],"['Fruttagel via Baldini', '26 - Alfonsine (RA) Italia']",http://www e-coop.it,,,,,
56,Mezze pene regate 67 - Coop,8001120790842,,,['Kunststoff'],['Coop'],,,"['France', 'Italie']",[],,[],,,,,,,,,,1473,,354,,1473 kj(354 kcal),,"1,2",,"0,3",,71,,"3,2",,13,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
57,Miele di bosco di Lombardia Piemonte e Sicilia - Fiorfiore coop,8001120874146,,,,['Fiorfiore coop'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",,"['France', 'Italie']",[],,[],,0 g,en faible quantité,0 g,en faible quantité,82.5 g,en quantité élevée,0.03 g,en faible quantité,?,,331,+14%,1385 kj(331 kcal),+14%,0,-100%,0,-100%,"82,5",+7%,"82,5",+19%,"0,3",-8%,"0,03",+85%,"0,012",+85%,,,,,B,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,
58,Linguine 121 - Coop - 500g,8001120890368,,500 g,,['Coop'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Pâtes de blé dur', 'Linguine']",['Fabriqué en Italie'],"['France', 'Italie']","['semoule de blé dur', 'eau']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,1.2 g,en faible quantité,0.3 g,en faible quantité,3.1 g,en faible quantité,0 g,en faible quantité,?,,365,+6%,1527 kj(365 kcal),+6%,"1,2",-29%,"0,3",-18%,73,+8%,"3,1",+12%,"14,1",+13%,0,-100%,0,-100%,-4,,A,,C,,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,,,,,,,,,
59,Acqua lievemente frizzante - Kinder,8001120900326,,,['Plastique'],"['Kinder', 'Ferrero']","['Snacks', 'Snacks sucrés']",,['France'],[],,[],,27.9 g,en quantité élevée,16.6 g,en quantité élevée,29.5 g,en quantité élevée,0.61 g,en quantité modérée,?,,422,-6%,1766 kj(422 kcal),-6%,"27,9",+37%,"16,6",+67%,34,-41%,"29,5",-17%,"7,9",+32%,"0,61",+60%,"0,244",+60%,23,+21%,E,+21%,,,,,,,,,,,,,,,,,,
60,Carciofi con gambo - Coop,8001120919021,,,,['Coop'],,['Sans gluten'],['France'],"['artichauts 52 huile de tournesol 35%', ':vinaigre de vin ', 'contient sulfites', 'huile dlolive vierge extra 3,9%', 'sel', ':persil', 'ail 0,06%', 'menthe 0,04%', '! acidifiant', ""' acide lactique"", 'antioxydant: iacide ascorbique', 'poivre moulu', 'arÔrne citron', 'SANS GLUTEN']","['Gluten', 'Anhydride sulfureux et sulfites']",[],,,,,,,,,,?,,130,,544 kj(130 kcal),,12,,"1,3",,"1,9",,0,,"1,5",,"2,55",,"1,02",,,,,,,,,,,,,,,,,,,,,,,
61,Tortilla,8001120936707,,,['Plastique'],,,"['en:gluten-free', 'en:palm-oil-free']","['France', 'Italie']",[],,['Sans huile de palme'],,,,,,,,,,?,,485,,2029 kj(485 kcal),,21,,"1,6",,66,,0,,"6,8",,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,
62,Patè di pomodori secchi - Coop - 130g,8001120982568,,130 g,,['Coop'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Conserves', 'Condiments', 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Pâtes à tartiner végétales', 'Tomates et dérivés', 'Sauces', 'Tomates', 'Tomates en conserve', 'Sauces tomate', 'Purées de tomates', 'Pâtés végétaux']",['en:gluten-free'],"['France', 'Italie', 'Suisse']","['Tomates séchées', '65% réhydratées', 'huile de tournesol', 'sel', 'sucre', ""huile d'olive extra vierge"", 'vinaigre de vin ', 'contient des sulfites', ""régulateur de l'acidité: acide citrique"", 'antioxydant: acide L-ascorbique']",['Anhydride sulfureux et sulfites'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,28 g,en quantité élevée,3.9 g,en quantité modérée,3.9 g,en faible quantité,1.4 g,en quantité modérée,1177,+865%,286,+450%,1177 kj(286 kcal),+477%,28,+2469%,"3,9",+2726%,4,-31%,"3,9",-13%,"2,1",+33%,"1,4",+215%,"0,56",+215%,3,,C,,B,,22.8%,37.1%,17.7%,10.6%,8.4%,3.3%,96,"['E330 - Acide citrique', 'E300 - Acide ascorbique']",,,,,,,,
63,Biscotti.novell.coop L / M.bio G 330,8001120983787,,,,['Coop'],,"['Bio', 'Bio européen', 'IT-BIO-009']","['France', 'Italie']",[],,[],,,,,,,,,,?,,455,,1904 kj(455 kcal),,"14,2",,"1,6",,"71,5",,25,,"9,3",,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,
64,Polenta - Bonomelli - 375g,8001160000871,,375 g,,['Bonomelli'],,['en:gluten-free'],"['Belgique', 'France']",[],,[],,,,,,,,,,?,,355,,1485 kj(355 kcal),,"1,2",,"1,2",,"0,4",,"0,4",,"7,2",,0,,0,,,,,,,['Delhaize'],,,,,,,,,,,,,,,,
65,Parmigiano reggiano cuor di forma,8001230050560,,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Parmigiano Reggiano']",,['France'],[],,[],,30 g,en quantité élevée,20 g,en quantité élevée,0 g,en faible quantité,1.6 g,en quantité élevée,?,,402,+0%,1682 kj(402 kcal),+1%,30,+1%,20,+1%,0,-100%,0,,32,-1%,"1,6",0%,"0,64",0%,17,+2%,D,+2%,D,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,
66,Linguine Piccole n°8 - DeCecco - 500gr,8001250120083,Pâtes alimentaires de semoule de blé dur,500gr,['Plastique'],['DeCecco'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Pâtes de blé dur', 'Linguine', 'Pâtes italiennes']","['Fabriqué en Italie', 'Qualité supérieure', 'DNV']","['Autriche', 'France']","['800-8b110b Pasta di semola', 'di grano duro puo cortenere soia / Durum wheat semolina pasta - may contain soy / Pätes alimentaires de semoule de blé dur peut contenir du soja Teigwaren aus Hartweizengrieß - kann Soja enthalten/ Pasta alimenticia de calidad superior de sémola de trigo duro - puede contener soja/ Massa de sêmcla de trigo duro - pode conter soja / Deegwaren Van griesmeel van harde tarwe kan bevatten soja / Pasta af semulje af durumhvede - kan indeholde soja /Pasta N durumvetegryn - kan innehălla soja fonservare lontano da fonti di calore', 'dalla luce']",,[],,1.5 g,en faible quantité,0.3 g,en faible quantité,3.4 g,en faible quantité,0.01 g,en faible quantité,?,,352,+2%,1473 kj(352 kcal),+2%,"1,5",-11%,"0,3",-18%,"69,2",+3%,"3,4",+23%,14,+12%,"0,01",-55%,"0,004",-55%,-1,,A,,C,,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,,,['Italie'],,,,,,
67,Capellini n°9 - De Cecco,8001250120090,,,['boîte'],['De Cecco'],,,"['Belgique', 'France']",['SEMOULE DE _blé_DUR'],['Gluten'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,,?,,351,,1469 kj(351 kcal),,"1,5",,"0,3",,69,,"3,4",,14,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
68,"Alfabeto N 173, - De Cecco - 500g",8001250121738,,500g,['Sachet plastique'],['De Cecco'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Pâtes de blé dur']",['Fabriqué en Italie'],['France'],['Pâtes alimentaires de semoule de blé dur de qualité supérieure'],['Gluten'],['Sans huile de palme'],1,1.5 g,en faible quantité,0.3 g,en faible quantité,3.4 g,en faible quantité,0.01 g,en faible quantité,?,,25,-93%,105 kj(25 kcal),-93%,"1,5",-16%,"0,3",-21%,"70,2",+1%,"3,4",+8%,13,+5%,"0,01",-58%,"0,004",-58%,-8,,A,,C,,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,,,['Italie'],,,,,,
69,Spaghettini N11 - De Cecco,8001250160119,,,,['De Cecco'],,['Fabriqué en Italie'],['France'],[],,[],,,,,,,,,,?,,351,,1469 kj(351 kcal),,"1,5",,"0,3",,69,,"3,4",,14,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
70,De Cecco Tortiglioni No23,8001250160232,,,,['De Cecco'],,,['France'],[],,[],,,,,,,,,,?,,352,,1473 kj(352 kcal),,"1,5",,"0,3",,"69,2",,"3,4",,14,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
71,Aceite De Oliva Virgen Italiano 750ML. (De Cecco),8001250270016,,,,['De cecco'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,['France'],[],,[],,91.6 g,en quantité élevée,14 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,824,-4%,3448 kj(824 kcal),-4%,"91,6",-4%,14,0%,0,,0,,0,,0,-100%,0,-100%,6,-2%,C,-2%,C,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,['Italie'],,,,,,,
72,De Cecco Fusilli N°34 500 Gr. - DeCecco - 500g,8001250410344,Pâtes alimentaires de semoule de blé dur de qualité supérieure aux épinards.,500 g,['Carton'],['DeCecco'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Pâtes de blé dur']","['Fabriqué en Italie', 'Tréfilage au bronze']",['France'],"['Semoule de blé dur de qualité supérieure', 'épinards ', '10%']",['Gluten'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,1.8 g,en faible quantité,0.3 g,en faible quantité,2.4 g,en faible quantité,0 g,en faible quantité,1489,-1%,355,+1%,1489 kj(355 kcal),+1%,"1,8",+1%,"0,3",-21%,70,+0%,"2,4",-24%,13,+5%,0,-100%,0,-100%,-4,,A,,B,,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,,['Campanie'],['Italie'],https://www.dececco.com/fr_fr/product/fusilli-n-34-con-spinaci/,,,,,
73,Spaghetti - De Cecco,8001250485120,,,,['De Cecco'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Spaghetti']",,['France'],[],,[],,1.5 g,en faible quantité,0.3 g,en faible quantité,3.4 g,en faible quantité,0.01 g,en faible quantité,?,,352,+0%,1473 kj(352 kcal),-0%,"1,5",-14%,"0,3",-19%,69,-0%,"3,4",+15%,14,+19%,"0,01",-59%,"0,004",-59%,-1,,A,,,,,,,,,,,,,,,,,,,
74,Ice tea pesca - Despar,8001300124221,,,,['Despar'],,"['en:gluten-free', 'Fabriqué en Italie']","['France', 'Italie']",[],,[],,,,,,,,,,?,,34,,142 kj(34 kcal),,0,,0,,"8,3",,"8,3",,0,,0,,0,,,,,,,['Despar'],,,,,,,,,,,,,,,,
75,Bran sticks - Despar - 375g,8001300802532,,375g,['Cartone'],['Despar'],['it:Crusca di frumento'],,"['France', 'Italie']","['Crusca di frumento', '78%', ',zucchero,estratto di malto d’orzo', 'glutine di frumento', 'farina d’orzo maltata', 'sale']",,[],,4 g,en quantité modérée,0.6 g,en faible quantité,17 g,en quantité élevée,0.59 g,en quantité modérée,?,,314,,1314 kj(314 kcal),,4,,"0,6",,34,,17,,17,,"0,59",,"0,236",,-2,,A,,,['Despar'],,,,,,,,,,,,,,,,
76,Miel d'Acacia - Carrefour Bio - 400g e,8001350020931,Miele di Acacia,400 g e,"['Verre', 'Bocal', 'métal']","['Carrefour Bio', 'Carrefour']","['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'acacia"", 'Miels liquides']","['Bio', 'Bio européen', 'Agriculture UE', 'IT-BIO-009']","['France', 'Italie']","[""Miel d'acacia""]",,[],,0 g,en faible quantité,0 g,en faible quantité,80 g,en quantité élevée,0.1 g,en faible quantité,1370,+1%,?,,1370 kj(327 kcal),+3%,0,-100%,0,-100%,80,-0%,80,+5%,"0,6",+97%,"0,1",+590%,"0,04",+590%,,,,,B,['Carrefour'],87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,"['it:Hongrie', 'it:Roumanie']",,,,,,,
