,name,bar_code,quantity,packaging,brand,categories,labels,link,markets,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,generic_name,manufacturing,palm_ingredients,eco_score,traceability_code,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,ingredients_origins
1873,Foie gras de Canard - Excellence - 300g,26067551,300 g,"['Bocal', 'Verre', 'Plastique', 'métal', 'Frais']",['Excellence'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers']","['Point Vert', 'Fabriqué en France', 'Origine France', 'Triman']",,,['France'],"['Foie gras de canard entier ', 'Origine : France', 'Coteaux-du-Layon', 'sel', 'poivre', 'conservateur : nitrite de sodium', 'antioxydant : ascorbate de sodium']","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium']",,"['Non végétalien', 'Non végétarien']",3,56.1 g,en quantité élevée,23.6 g,en quantité élevée,0.9 g,en faible quantité,1.3 g,en quantité modérée,?,,544,+3%,2276 kj(544 kcal),+3%,"56,1",+3%,"23,6",+2%,"2,2",-9%,"0,9",-33%,"7,5",-1%,"1,3",+8%,"0,52",+8%,21,+1%,E,+1%,,['France'],,B,"['FR 40.281.001 CE', 'Saint-Pierre-du-Mont (Landes, France)', 'FR 56.109.001 CE', 'Lauzach (Morbihan, France)']",70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,['France']
1874,6 chipolatas 6 merguez - Corril - 180g,26067629,180 g,"['Frais', 'Barquette', 'Plastique', 'Opercule', 'Film plastique', 'Sous atmosphère protectrice']","['Corril', 'Aldi']","['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Merguez', 'Chipolatas']","['Point Vert', 'Eco-Emballages', 'Moins de 2\xa0% MG']",,['Aldi'],['France'],[],,,[],,24 g,en quantité élevée,10 g,en quantité élevée,1.3 g,en faible quantité,1.6 g,en quantité élevée,?,,282,+7%,1180 kj(282 kcal),+7%,24,+12%,10,+9%,"1,5",-29%,"1,3",+13%,15,+5%,"1,6",-16%,"0,64",-16%,19,+1%,E,+1%,,"['La Lampaulaise de Salaisons - 1 Rue Galilée - ZA de Kerourvois Sud - 29500 Ergué-Gabéric', 'Finistère', 'Bretagne', 'France']",,E,"['FR 29.051.020 CE', 'Ergué-Gabéric (Finistère, France)', 'EMB 29051', 'Ergué-Gabéric (Finistère, France)', 'EMB 38341', 'Rochetoirin (Isère, France)']",86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,
1875,Blanc de Poulet Supérieur (Doré au Four) 4 Tranches - Corril - 180g,26067926,180 g,"['Frais', 'Barquette et opercule plastique à jeter', 'Sous atmosphère protectrice']","['Corril', 'Aldi']","['Viandes', 'Charcuteries', 'Frais', 'Volailles', 'Poulets', 'Charcuteries cuites', 'Blancs de volaille en tranches', 'Blancs de poulet en tranches']","['Fabriqué en France', 'Doré au Four', 'Info-Tri Point Vert']",,['Aldi'],['France'],"['Viande de filet de poulet 91 %', 'eau', 'sel', 'dextrose', 'gélifiant : carraghénanes', 'arôme naturel', 'antioxydant : ascorbate de sodium', 'conservateur : nitrite de sodium', 'colorant de surface : caramel ordinaire']","['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E150a - Caramel E150a']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,2.1 g,en faible quantité,0.7 g,en faible quantité,0.5 g,en faible quantité,1.8 g,en quantité élevée,451,+2%,107,0%,451 kj(107 kcal),+1%,"2,1",+2%,"0,7",+16%,"< 0,5",-54%,"< 0,5",-41%,21,+1%,"1,8",-3%,"0,72",-3%,3,-33%,C,-33%,"Blanc de poulet cuit et traité en salaison, bruni et doré au four, de qualité supérieure","[""Les Salaisons de l'Arrée - Parc d'Entreprises - 29690 Brennilis"", 'Finistère', 'Bretagne', 'France']",,D,"['FR 29.018.020 CE', 'Brennilis (Finistère, France)', 'EMB 29018A', 'Brennilis (Finistère, France)', 'EMB 29051', 'Ergué-Gabéric (Finistère, France)', 'EMB 29018', 'Brennilis (Finistère, France)']",84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,
1876,"Galette Fourrée Chèvre, lardons  - Pays Gourmand - 190g",26068837,190g,,['Pays Gourmand'],"['Plats préparés', 'Crêpes et galettes', 'Galettes fourrées', 'Galettes fourrées salées', 'Galettes', 'Galettes au chèvre et aux lardons']",,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,
1877,L'angelot de Seguin -,26069166,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,
1878,30 Mini-feuilletés apéritif - 400g,26069203,400 g,,,,,,,['France'],[],,,[],,,,,,,,,,?,,275,,1151 kj(275 kcal),,16,,"7,7",,26,,3,,"6,1",,"1,2",,"0,48",,,,,,,,,,,,,,,,,,
1879,Cidre biologique,26069562,,,,,"['Bio', 'Point Vert']",,,['France'],[],,,[],,,,,,,,,,?,,0,,0 kj(0 kcal),,23,,16,,"2,3",,"0,6",,25,,"1,6",,"0,64",,,,,,,,,,,,,,,,,,
1880,Mini-Tartelettes - Lodge Farms - 700g 12eggs,26069777,700g 12 eggs,['Carton'],"['Lodge Farms', 'Aldi']","[""Produits d'élevages"", 'Œufs']","['en:Heart Foundation Tick', 'en:Product of Australia']",,['Aldi'],"['Australie', 'France']",['Free Range Eggs'],,,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",1,17 g,en quantité modérée,6 g,en quantité élevée,3 g,en faible quantité,1.03 g,en quantité modérée,?,,316,+139%,1322 kj(316 kcal),+137%,17,+81%,6,+150%,33,+4760%,3,+517%,7,-43%,"1,03",+292%,"0,412",+292%,12,,D,,,['Australia'],,C,,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,['Australie']
1881,Chipotles - Lodge Farms - 700g 12eggs,26069845,700g 12 eggs,['Carton'],"['Lodge Farms', 'Aldi']","[""Produits d'élevages"", 'Œufs']","['en:Heart Foundation Tick', 'en:Product of Australia']",,['Aldi'],"['Australie', 'France']",['Barn Laid Eggs'],,,[],,0.6 g,en faible quantité,0.1 g,en faible quantité,6.5 g,en quantité modérée,2.8 g,en quantité élevée,?,,47,-64%,197 kj(47 kcal),-65%,"0,6",-94%,"0,1",-96%,"6,8",+901%,"6,5",+1237%,"1,1",-91%,"2,8",+965%,"1,12",+965%,11,,D,,,['Australia'],,C,,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,['Australie']
1882,Civet de sanglier OU Civet de cerf -,26070100,,,,,,,['Aldi'],['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,
1883,Baguette - Pain bio précuite à base de maïs sans gluten et sans lactose - Simplement Bon Et Bio - 180g,26070360,180 g,,['Simplement Bon Et Bio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Baguettes']","['Bio', 'Bio européen', 'en:gluten-free', 'Sans lactose', 'AB Agriculture Biologique']",,,['France'],"['eau', '28 % amidon de maïs*', 'levain naturel à base de riz* ', 'farine de riz*', 'eau', 'flocons de millet*', 'farine de graines de lin*', 'huile de tournesol*', '3 % farine de maïs*', 'farine de riz* ', 'enveloppes de psyllium*', 'protéines de pois', 'dextrose*', 'sel marin', 'levure*', 'épaississants : gomme guar* gomme xanthane', 'épices*', "" *Issus de l'agriculture b"", 'ologique contrôlée']",['E412 - Gomme de guar'],,[],4,3.6 g,en quantité modérée,1.1 g,en faible quantité,0.7 g,en faible quantité,1.5 g,en quantité modérée,?,,215,-17%,900 kj(215 kcal),-17%,"3,6",+54%,"1,1",+145%,40,-18%,"0,7",-69%,"3,2",-61%,"1,5",+23%,"0,6",+23%,8,+162%,C,+162%,,,,B,,46.8%,27.9%,16.1%,8.1%,1.1%,0.0%,95,
1884,Allumettes Longues 350 pcd,26070759,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,85,,356 kj(85 kcal),,9,,7,,6,,4,,8,,"0,8",,"0,32",,,,,,,,,,['FSC-C102799'],,,,,,,,
1885,Oeufs coque lait,26070896,,,,,"['Agriculture durable', 'en:UTZ Certified']",,,['France'],[],,,[],,,,,,,,,,?,,576,,2410 kj(576 kcal),,38,,20,,52,,52,,"6,5",,"0,32",,"0,128",,,,,,,,,,,,,,,,,,
1886,Raviolis Chinois au porc - Asia Green Garden - 210g,26071183,210 g,,['Asia Green Garden'],"['Plats préparés', 'Produits à la viande', 'Plats à base de pâtes', 'Plats préparés à la viande', 'Pâtes farcies', 'Plats au porc', 'Ravioli', 'Ravioli chinois']",,,,['France'],"['Raviolis au porc ', '6 x 30 g', ' : eau', 'farine de blé', 'gorge de porc 12% ', 'origine: UE', 'champignon de Paris ', 'champignon', 'eau', 'sel', 'acidifiant : acide citrique', 'antioxydant : acide ascorbique', 'huile de tournesol', 'morceau de tête de porc 5,5% ', 'origine : UE', 'gras de porc 5,5%', 'carotte', 'sucre', 'sel', 'ciboule', 'fibre de blé', 'ail', 'antioxydant : extraits de romarin', 'persil', 'poivre', 'arômes naturels', ' Pourcentages exprimés sur le ravioli', ' Sauce nuoc-mâm ', '1 x 30g ', ' : eau', 'sucre', ""vinaigre d'alcool"", 'sel', 'nuoc-mâm 1,6% ', 'poisson', 'sel', 'eau', 'sauce soja ', 'eau', 'graines de soja', 'sel', 'farine de blé']","['E330 - Acide citrique', 'E300 - Acide ascorbique', 'E392 - Extrait de romarin']","['Poisson', 'Gluten', 'Soja']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,18 g,en quantité modérée,4.5 g,en quantité modérée,3.8 g,en faible quantité,2.4 g,en quantité élevée,?,,289,+54%,1209 kj(289 kcal),+55%,18,+172%,"4,5",+162%,23,+1%,"3,8",+83%,"6,8",-17%,"2,4",+131%,"0,96",+131%,17,+425%,D,+425%,,,,,,,,,,,,,
1887,Mes p'tits secrets biscuit chocolat au lait - Aldi Sans Gluten,26071848,,,['Aldi Sans Gluten'],['Biscuits et gâteaux'],['en:gluten-free'],,,['France'],"['chocolat au lait 56% ', 'sucre', 'beurre de cacao', 'lait entier en poudre', 'pâte de cacao', 'émulsifiant : lécithine de soja', 'arôme naturel de vanille', 'amidon de mais', ""farine de ma'is"", 'sucre', 'huile de tournesol', 'amidon de riz', 'œufs', 'lait entier en poudre', 'miel', 'farine de riz', 'émulsifiant : lécithine de soja', 'poudres lever ', 'diphosphates', 'carbonates de sodium', 'sel', 'arôme naturel', ' Traces éventuelles de fruits à coque ', 'amandes', 'noisettes', ' et graines de sésame']","['E322i - Lécithine', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition']",['Œufs'],['Non végétalien'],4,28 g,en quantité élevée,14 g,en quantité élevée,37 g,en quantité élevée,0.4 g,en quantité modérée,?,,524,+22%,2192 kj(524 kcal),+22%,28,+47%,14,+64%,62,+9%,37,+27%,"5,5",-7%,"0,4",-29%,"0,16",-29%,25,+35%,E,+35%,,,,,,,,,,,,,
1888,préparation galette pommes de terre,26072227,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,84,,351 kj(84 kcal),,"0,1",,"0,05",,18,,"0,7",,"1,3",,"0,86",,"0,344",,,,,,,,,,,,,,,,,,
1889,Petits Pois - Bon Et Bio,26072562,,,['Bon Et Bio'],,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",,,['France'],"[""Carottes en rondelles isues de l'agriculture biologique : carottes en rondelles'"", 'eau de mer', 'sucre de canne\\ ents issus de Izagriculture biologique', ' consommateurs : C', 'G', 'C', ' 56509 LOCMINE cedex - France PENSEZ AUTRI!']",,,[],,,,,,,,,,?,,85,,356 kj(85 kcal),,"0,7",,"0,2",,12,,"2,8",,"5,4",,"0,57",,"0,228",,,,,,,,,,"['EMB 56251E', 'Theix (Morbihan, France)']",,,,,,,,
1890,9 Mini Muffins - Tante Odile - 215g e,26072920,215 g e,"['Sachet', 'Plastique']","['Tante Odile', 'Aldi']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Muffins', 'Gâteaux au chocolat', 'Muffins au chocolat']",,,['Aldi'],['France'],"['Sucre', 'œuf ', 'plein air', 'farine de blé', 'huiles végétales ', 'palme', 'navette', 'noix de coco', 'eau', 'stabilisant glycérol ', ' sirop de glucose', '4 % cacao maigre en poudre beurre concentré ', 'lait', 'lait écrémé en poudre', 'amidon de blé', 'lactose ', 'lait', 'dextrose', 'amidon modifié de pomme de terre', 'sel', 'arômes naturels', 'poudre à lever : qlucono-delta-lactone', "" poudre de blanc d'œufs de plein air"", ""fibre d'agrumes"", 'proteines du lait', 'colorant caroténoides']","['E422 - Glycérol', 'E14XX - Amidons modifiés', 'E160 - Caroténoïdes']","['Œufs', 'Gluten', 'Lait']","['Huile de palme', 'Non végétalien']",4,20 g,en quantité modérée,10 g,en quantité élevée,32 g,en quantité élevée,0.5 g,en quantité modérée,?,,404,-3%,1690 kj(404 kcal),-3%,20,-9%,10,+136%,50,+2%,32,+14%,"5,2",-1%,"0,5",-36%,"0,2",-36%,23,+39%,E,+39%,Muffins - 9 Mini Muffins,['Pays-Bas'],['Huile de palme'],E,,82.4%,11.4%,2.3%,2.6%,1.2%,0.0%,38,
1891,Gaufrettes chocolat & noisettes - Mes p'tits secrets,26072999,,,"[""Mes p'tits secrets""]","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux']",['en:gluten-free'],,,['France'],"['chocolat au lait 46% ', 'sucre', 'beurre de cacao', 'lait entier en poudre', 'pâte de cacao', 'émulsifiant : lécithine de soja', 'arôme naturel de vanille', 'fécule de pomme de terre', 'huile de coco', 'chocolat 6% ', ' pâte de cacao', 'sucre', 'beurre de cacao', 'émulsifiant : lécithine de soja', 'arôme naturel de vanille', 'sirop de glucose', 'sucre', 'lactosérum ', 'lait', ' en poudre', 'noisettes 2,5%,amidon de riz', 'amidon de maïs', 'cacao maigre en poudre', 'émulsifiant : lécithine de soja', 'sel', 'poudre à lever : carbonates de sodium', ""colorant : caramel au sulfite d'ammonium"", 'arôme']","['E322i - Lécithine', 'E500 - Carbonates de sodium', ""E150d - Caramel au sulfite d'ammonium""]","['Lait', 'Fruits à coque']",['Non végétalien'],4,33 g,en quantité élevée,23 g,en quantité élevée,37 g,en quantité élevée,0.22 g,en faible quantité,?,,541,+34%,2264 kj(541 kcal),+35%,33,+69%,23,+201%,57,+15%,37,+33%,"4,8",-12%,"0,22",-64%,"0,088",-64%,24,+34%,E,+34%,,,,,,,,,,,,,
1892,Madeleines parfum framboise - Tante Odile - 250g,26073187,250 g,,"['Tante Odile', 'Aldi']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",,,['Aldi'],['France'],[],,,[],,25 g,en quantité élevée,12 g,en quantité élevée,27 g,en quantité élevée,0.91 g,en quantité modérée,?,,459,+4%,1920 kj(459 kcal),+4%,25,+10%,12,+73%,52,-2%,27,-2%,"5,5",-3%,"0,91",+12%,"0,364",+12%,24,+30%,E,+30%,,,,B,,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,
1893,Madeleines parfum pistache - Tante Odile,26073514,,,['Tante Odile'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Madeleines', 'Madeleines aromatisées']",,,,['France'],"['farine de blé', 'sucre', 'œufs entiers 24,40+6 beurre pâtissier 16,5"" ', 'soit 2093 en beurre reconstitué', 'huile végétale de colza', 'stabilisant : glycérol', 'arôme naturel', ""émulsifiant : mono- et diglycérides d'acides gras "", 'origine végétale', 'sel', 'poudre à lever : diphosphates', 'carbonates de sodium', 'colorant : complexes cuivre-chlorophylles et cuivre-chlorophyllines', ' Traces éventuelles de fruits à coque', 'soja et de gluten ', 'autres céréales']","['E422 - Glycérol', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', 'E141i - Complexes cuivriques de chlorophylles', 'E141ii - Sels de sodium et de potassium de complexes cupriques de chlorophyllines']",['Gluten'],"[""Pourrait contenir de l'huile de palme""]",4,25 g,en quantité élevée,12 g,en quantité élevée,27 g,en quantité élevée,0.9 g,en quantité modérée,?,,454,+3%,1900 kj(454 kcal),+3%,25,+10%,12,+73%,51,-3%,27,-2%,"5,5",-3%,"0,9",+11%,"0,36",+11%,23,+25%,E,+25%,,,,B,,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,
1894,8 Brioches fourrées goût chocolat - Les Pâtissades - 310g,26073965,310 g,['Sac plastique'],['Les Pâtissades'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches']",,,['Aldi'],['France'],"['Pâte 72% : farine de blé 52%', 'matière grasse végétale ', 'palme', 'sucre', 'oeufs', 'sirop de fructose-glucose', 'levure', 'sel', 'épaississant : E466', 'émulsifiant : E471', 'arôme', 'protéines de lait', '\rFourrage goût chocolat 28% : sirop de glucose', 'eau', 'stabilisant : sorbitol', 'matière grasse végétale ', 'palme', ' poudre de cacao maigre', 'amidon modifié', 'lait écrémé condensé sucré', 'sucre', 'arômes', 'acidifiant : acide tartrique', 'émulsifiant : E473']","['E466 - Carboxyméthylcellulose', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E420 - Sorbitol', 'E14XX - Amidons modifiés', 'E334 - Acide L-tartrique', 'E473 - Sucroester', '', 'Risque élevé de sur-exposition']","['Œufs', 'Gluten', 'Lait']","['Huile de palme', 'Non végétalien']",4,10.8 g,en quantité modérée,5.2 g,en quantité élevée,22 g,en quantité élevée,1.04 g,en quantité modérée,1430,-4%,340,-7%,1430 kj(340 kcal),-6%,"10,8",-22%,"5,2",-32%,53,+4%,22,+12%,6,-20%,"1,041",+44%,"0,417",+44%,14,-18%,D,-18%,Brioche fourrée goût chocolat,,,D,,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,
1895,Duos de Saumons et Tzatziki - Excellence - 270g,26074283,270 g,['Verre'],['Excellence'],,,,['Aldi'],['France'],[],,,[],,,,,,,,,,?,,207,,866 kj(207 kcal),,18,,"2,7",,"1,3",,"0,9",,"10,5",,"1,1",,"0,44",,,,,,6 verrines apéritives,,,,,,,,,,,,
1896,figues sèches -  - 500g,26075372,500 g,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Figues sèches']",,,,['France'],[],,,[],,2.3 g,en faible quantité,0.4 g,en faible quantité,51 g,en quantité élevée,0.51 g,en quantité modérée,?,,292,+6%,1222 kj(292 kcal),+6%,"2,3",+51%,"0,4",+41%,59,+3%,51,+9%,"3,3",+1%,"0,51",+272%,"0,204",+272%,8,+169%,C,+169%,,,,D,,69.5%,21.7%,2.7%,4.1%,1.9%,0.0%,38,['Turquie']
1897,Tartinable de poivrons rouges - Delicato - 200g,26076195,200 g,,['Delicato'],,['Fabriqué en Belgique'],,,['France'],"['roug3 eau', 'crème—qt sel', 'acidifiant ', 'acide ', 'itrique', 'Ot Ùomëtiques ', 'origan', 'thym', 'ail en poudre', 'oignon en poud de avant le/ IE de lot : soir sur le couvercle', ' Avant ouverture,']",,,[],,,,,,,,,,?,,108,,452 kj(108 kcal),,6,,2,,12,,"6,5",,"1,5",,"0,9",,"0,36",,,,,,,,,,,,,,,,,,
1898,Vinaigre de cidre - Bourg - 75cl,26076355,75cl,,['Bourg'],"['Vinaigres', 'Vinaigres de cidre']",,,,['France'],[],,,[],,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,,?,,0,-100%,0 kj(0 kcal),-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,,,,,,,,,,,,B,,35.5%,6.3%,42.6%,12.0%,3.6%,0.0%,96,
1899,Pur jus d'orange - Gilbert,26077710,,,['Gilbert'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange"", 'Jus de fruits pur jus', ""Jus d'orange pur jus""]",,,,['France'],[],,,[],,0 g,en faible quantité,0 g,en faible quantité,9.3 g,en quantité élevée,0 g,en faible quantité,?,,45,+5%,188 kj(45 kcal),+3%,0,-100%,0,-100%,"9,3",-4%,"9,3",+2%,"0,7",+11%,0,-100%,0,-100%,4,+34%,C,+34%,,,,D,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,
1900,Poire Doyenne du Comice - T&B Vergers - 4fruits,26077987,4 fruits,"['Barquette', 'Plastique']",['T&B Vergers'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits frais', 'Poires', 'Poires fraîches']",['Catégorie I'],,['Aldi'],['France'],['Poires'],,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,['Afrique du Sud']
1901,Saumon Atlantique fumé - La table d'Adrien Delbos - 80g,26078007,80 g,['Carton'],"[""La table d'Adrien Delbos""]","['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés', ""Saumons fumés d'élevage""]","['Certifié par Certipaq', 'Élevé en Ecosse', 'Label Rouge']",,['Aldi'],['France'],"['Saumon Atlantique ', 'Salmo Salar', ' ', 'poisson', ' élevé en Ecosse ', 'Royaume-Uni', ' 97,5%', 'sel 2,5%']",,['Poisson'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,10.8 g,en quantité modérée,2.5 g,en quantité modérée,0.3 g,en faible quantité,2.24 g,en quantité élevée,818,+4%,196,+3%,818 kj(196 kcal),+3%,"10,8",-3%,"2,5",+16%,"0,9",+82%,"0,3",-16%,"23,7",+7%,"2,24",-22%,"0,896",-22%,13,-4%,D,-4%,,,,E,"['FR 29.232.500 CE', 'Quimper (Finistère, France)']",96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,['Ecosse']
1902,Broyé du poitou - Pays gourmand,26078731,,,['Pays gourmand'],['Broyés poitevins'],,,,['France'],[],,,[],,27 g,en quantité élevée,18 g,en quantité élevée,27 g,en quantité élevée,0.42 g,en quantité modérée,?,,522,+2%,2184 kj(522 kcal),+3%,27,+8%,18,+11%,63,-1%,27,+6%,"5,6",-6%,"0,42",-3%,"0,168",-3%,22,0%,E,0%,,,,,,,,,,,,,
1903,Cassoulet au Confit de Canard  et Saucisse de Toulouse - Les Légendaires - 350g,26078939,350 g,"['Plastique', 'Carton']","['Les Légendaires', 'Aldi']","['Viandes', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Volailles', 'Plats à la volaille', 'Plats à base de haricots', 'Plats au canard', 'Canards', 'Plats préparés à réchauffer au micro-ondes', 'Cassoulets', 'Cassoulets au confit de canard', 'Confits de canard']","['Point Vert', 'Tidy man']",,['Aldi'],['France'],"['Haricots lingots cuits 37%', 'eau', 'saucisse de Toulouse 18% ', 'viande de porc', ' origne France', 'gras de porc', 'sel', 'sirop de glucose', 'épices et plantes aromatiques', 'lactose', 'dextrose', 'antioxydant E300', 'arômes', 'boyau naturel de porc', 'manchon confit de canard 14%', 'manchon de canard ', 'origine : France', 'sel', 'poivre', 'conservateur', 'nitrite de sodium', 'carotte', 'oignon', 'arômes naturels', 'graisse de canard', 'purée d’ail', 'sel', 'amidon modifié de maïs', 'concentré de tomate sucre', 'poivre']","['E300 - Acide ascorbique', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés']",['Lait'],"['Non végétalien', 'Non végétarien']",4,6.9 g,en quantité modérée,2.6 g,en quantité modérée,1.9 g,en faible quantité,1.2 g,en quantité modérée,?,,146,-49%,611 kj(146 kcal),-48%,"6,9",-67%,"2,6",-64%,"8,8",+763%,"1,9",+617%,11,-50%,"1,2",-20%,"0,48",-20%,3,-80%,C,-80%,,,,D,"['FR 40.281.001 CE', 'Saint-Pierre-du-Mont (Landes, France)']",79.0%,12.3%,1.9%,2.6%,1.0%,3.3%,27,['France']
1904,Galettes normandes au beurre d'Isigny,26079394,,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Galettes normandes']",,,,['France'],[],,,[],,13 g,en quantité modérée,8 g,en quantité élevée,31 g,en quantité élevée,1 g,en quantité modérée,?,,445,+4%,1862 kj(445 kcal),+5%,13,-9%,8,-11%,74,+11%,31,+8%,7,+11%,1,+37%,"0,4",+37%,22,+8%,E,+8%,,,,C,,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,
1905,8minis packs de céréales - Swing - 35g,26079905,35 g,,['Swing'],,"['Agriculture durable', 'Fabriqué en France', 'en:UTZ Certified']",,,['France'],"['Semoule de riz', 'sucre', 'lait entier en poudre ', '16%', 'chocolat en pourpre ', 'sucre,cacao en poudre', ' ', '11%', 'farine complète de blé', 'farine de blé', 'huile de tournesol', 'farine d’avoine', 'huile de coco', 'lait écrémé en poudre ', '2%', 'lactosérum en poudre', 'sel', 'émulsifiant : lécithine de tournesol']",['E322i - Lécithine'],"['Gluten', 'Avoine']",['Non végétalien'],4,,,,,,,,,?,,443,,1854 kj(443 kcal),,15,,"7,7",,65,,32,,10,,"0,75",,"0,3",,,,,,,,,,,,,,,,,,
