,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,brand,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,markets,traceability_code,packaging,generic_name,ingredients_origins,manufacturing,allergens,nova_score,link,brand_owner,additives
1270,Foie gras - Delpeyrat,3067163645452,['France'],[],[],?,550,2301 kj(550 kcal),57,25,"2,7","1,5","7,1","0,93","0,372",['Sans conservateurs'],['Delpeyrat'],B,"['Poissons et viandes et oeufs', 'Foies gras']",57 g,en quantité élevée,25 g,en quantité élevée,1.5 g,en faible quantité,0.93 g,en quantité modérée,,+8%,+8%,+9%,+12%,+16%,+11%,+2%,-23%,-23%,20,-3%,E,-3%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,,,,,,,
1271,Bowl falafel sauce blanche,3760291421294,['France'],[],[],?,143,598 kj(143 kcal),"7,1","1,7",15,"1,7","4,6","0,26","0,104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272,Caramels au beurre salé - 125g,,['France'],[],[],?,397,1661 kj(397 kcal),"8,8","5,8",78,54,"1,6","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125 g,,,,,,,,,,,
1273,"Le Parfum, Suskind",9782253044901,['France'],[],[],?,?,,?,,?,,?,,,,,,['Non alimentaire'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1274,Bûche de brebis,0241141097157,['France'],[],[],?,422,1766 kj(422 kcal),36,26,"1,6",0,23,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275,Souris d'Agneau dorée au four,0211937051304,['France'],[],[],?,159,665 kj(159 kcal),"8,8",4,"0,5","0,5",20,"0,94","0,376","['Nutriscore', 'Nutriscore C']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276,Insalata,8719323277618,"['France', 'Pays-Bas']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Container'],,,,,,,,
1277,Pedras,2950680509684,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278,Wheat crisp,4771218200969,"['France', 'Pays-Bas']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279,Dark chocolate cranberries,0075062260310,['France'],[],[],?,399,1669 kj(399 kcal),"16,5","9,99","73,26","59,94","3,33","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280,Tranches de bambou,8853662002309,['France'],[],[],?,11,46 kj(11 kcal),"0,5",0,"0,5",0,2,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281,"Dr. Pepper  0,33L",8435185944245,['France'],[],[],?,117,490 kj(117 kcal),0,0,"6,9","6,8",0,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1282,Bananes - €co+,2860194010043,['France'],[],[],?,?,,?,,?,,?,,,,['€co+'],B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Bananes']",,,,,,,,,,,,,,,,,,,,,,,63.7%,0.0%,0.0%,23.1%,9.9%,3.2%,95,,,,,,,,,,,,
1283,Donut's sucre x6,2806364020665,['France'],[],[],?,438,1833 kj(438 kcal),26,12,44,16,"6,2",1,"0,4",,,B,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",26 g,en quantité élevée,12 g,en quantité élevée,16 g,en quantité élevée,1 g,en quantité modérée,,+7%,+7%,+14%,+13%,-2%,-5%,+5%,+5%,+5%,22,+13%,E,+13%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,,,,,,,,
1284,FirstChopSyl Black IPA (Gluten Free),0721802181529,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285,La meridienne,2020005863279,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286,Bière Oatmeal pale ale,3770001905259,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287,Confit de canard 4 cuisse,2499037058517,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1288,Cake aux cerises confites - Fossier - 370g,3435079011355,['France'],[],[],?,418,1749 kj(418 kcal),19,11,57,30,"4,3","0,42","0,168",,['Fossier'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370 g,,,,,,,,,,,
1289,Corazones de alcachofas,8411916089119,['France'],[],[],?,37,155 kj(37 kcal),"0,5",0,"1,2","1,2","2,9","0,9","0,36",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Légumes tiges', 'Artichauts', ""Coeurs d'artichauts""]",0.5 g,en faible quantité,0 g,en faible quantité,1.2 g,en faible quantité,0.9 g,en quantité modérée,,-26%,-25%,-71%,-100%,-74%,-2%,+67%,+5%,+5%,-3,,A,,,,,,,,,,,,,,,,,,,,
1290,Luxury Belgian Biscuits - Desobry,5410413520012,['France'],[],[],?,532,2226 kj(532 kcal),"29,1","17,4","61,3","46,5","5,2","0,23","0,092",,['Desobry'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291,Rend mico,5900469635537,['France'],[],[],?,500,2092 kj(500 kcal),2,1,1,0,14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292,Boudin Blanc,2215312017198,['France'],[],[],?,182,761 kj(182 kcal),14,6,"2,1","1,4",11,"2,2","0,88",,,D,"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins blancs', 'Boudins noirs', 'Boudin noir sauté']",14 g,en quantité modérée,6 g,en quantité élevée,1.4 g,en faible quantité,2.2 g,en quantité élevée,,-25%,-25%,-31%,-23%,-51%,-29%,+7%,+48%,+48%,16,0%,D,0%,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,,,,,,,,,,,,
1293,Hipp,4062300357068,['France'],[],[],?,?,,?,,?,,?,,,"['Bio', 'Bio européen', 'en:gluten-free', 'AT-BIO-301', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Sans sucre ajouté']",['Hipp'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1294,Speciale Steinoffenpizza - Edeka - 330g,4311501647158,"['France', 'Suisse']",[],[],?,?,,?,,?,,?,,,,['Edeka'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330 g,,,['Karton'],,,,,,,,
1295,Azúcar Blanco,8410946000132,['France'],[],[],?,400,1674 kj(400 kcal),0,0,100,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1296,Tarte au citron meringué,3004110582521,['France'],[],[],?,378,1582 kj(378 kcal),17,11,49,37,"5,7","0,2","0,08",,,C,"['Tartes', 'Tartes sucrées', 'Tartes aux fruits', 'Tartelettes', 'Tartes au citron', 'Biscuit sec nappé aux fruits', 'Tartes au citron meringuées']",17 g,en quantité modérée,11 g,en quantité élevée,37 g,en quantité élevée,0.2 g,en faible quantité,,+9%,+9%,+16%,+22%,+4%,+10%,+12%,-7%,-7%,22,+15%,E,+15%,81.3%,10.4%,3.5%,2.6%,2.1%,0.0%,56,,,,,,,,,,,,
1297,Saucisse sèche porc Aveyron,2693082035039,['France'],[],[],?,382,1598 kj(382 kcal),30,12,"1,7","1,7",27,"4,2","1,68",,,,"['Viandes', 'Porc', 'Porc français', ""Porc de l'Aveyron""]",30 g,en quantité élevée,12 g,en quantité élevée,1.7 g,en faible quantité,4.2 g,en quantité élevée,,+82%,+82%,+131%,+178%,+129%,+132%,+31%,+70%,+70%,24,+83%,E,+83%,,,,,,,,,,"['FR 12.301.002 CE', 'Villeneuve (Aveyron, France)']",,,['France'],,,,,,
1298,Kartoffeln mehligkochend - 2000g,4019066380144,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 g,,,"['Kg', 'Netz']",,,,,,,,
1299,Noisette original - Alpro,5411188110644,['France'],[],[],?,29,121 kj(29 kcal),"1,6","0,2","3,2","3,2","0,4","0,14","0,056",['Nutriscore'],['Alpro'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,Noisette original - Alpro,5411188110644,['France'],[],[],?,29,121 kj(29 kcal),"1,6","0,2","3,2","3,2","0,4","0,14","0,056",['Nutriscore'],['Alpro'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301,Turron amande - Artisans du Monde,3413880120688,['France'],[],[],?,486,2033 kj(486 kcal),25,2,50,49,11,"0,01","0,004","['Bio', 'Bio européen', 'ES-ECO-020-CV']",['Artisans du Monde'],D,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron', 'Tourons aux amandes', 'Tourons crémeux aux amandes']",25 g,en quantité élevée,2 g,en quantité modérée,49 g,en quantité élevée,0.01 g,en faible quantité,,-11%,-11%,-30%,-31%,+28%,+44%,-28%,-71%,-71%,17,+24%,D,+24%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,,,,,,
1302,Tuiles amandes,3770012586089,['France'],[],[],?,240,1004 kj(240 kcal),4,1,45,23,5,0,0,"['Bio', 'Bio européen', 'Agriculture UE/Non UE']",,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Croquants aux amandes']",4 g,en quantité modérée,1 g,en faible quantité,23 g,en quantité élevée,0 g,en faible quantité,,-47%,-47%,-78%,-80%,-26%,-37%,-41%,-100%,-100%,4,-76%,C,-76%,,,,,,,,,,,,,,,,,,,
1303,Perles marines à l'aneth,2802079021973,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1304,Cantal Doux Bio,0299194036548,['France'],[],[],?,384,1607 kj(384 kcal),28,20,"1,7",0,24,"1,7","0,68","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AOP']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1305,Weißwein Riesling Rheinhessen 2018 - 0.25g,4022075015167,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25 g,,,"['Produkt', 'Flasche']",,,,,,,,
1306,Bizcocho pequeño - Curro Jimenez,8411128000025,['France'],[],[],?,352,1473 kj(352 kcal),"12,52","2,54","45,19","22,51","9,59","0,62","0,248",,['Curro Jimenez'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1307,Jambon cru - Naturaplan,2111823008505,['France'],[],[],?,263,1100 kj(263 kcal),17,7,"0,5","0,5",27,5,2,,['Naturaplan'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1308,Moutarde miel 3 poivres,3577490001000,['France'],[],[],?,230,962 kj(230 kcal),"14,1",1,"16,67","10,93","9,22","3,6","1,44",,,B,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes au miel']",14.1 g,en quantité modérée,1 g,en faible quantité,10.9 g,en quantité modérée,3.6 g,en quantité élevée,,+7%,+8%,+40%,+37%,-4%,-25%,+64%,-0%,-0%,14,-1%,D,-1%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,,,,,,,,
1309,Barre protéine arome citron enrobage chocolat blanc,3760215892537,['France'],[],[],?,365,1527 kj(365 kcal),"10,6","5,1","41,7","21,3",25,"0,78","0,312",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310,Apfelschorle,4010281030814,['France'],[],[],?,23,96 kj(23 kcal),0,0,"5,4","5,2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311,Broas,5602974001035,['France'],[],[],?,440,1841 kj(440 kcal),"16,7","6,17","66,5","31,4","5,9","0,08","0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1312,Kikonazo - Churruca,8412126222624,['France'],[],[],?,464,1941 kj(464 kcal),"15,1",3,72,"0,79",8,2,"0,8",,['Churruca'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1313,Beignets chocolat,,['France'],[],['Sans huile de palme'],?,?,,?,,?,,?,,,['en:palm-oil-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1314,Kornnikar Thewie Coffee Mix - 225g,8859297802307,['France'],[],[],?,467,1954 kj(467 kcal),"22,8","21,2","56,6","3,93","5,08","0,74","0,296",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225 g,,,,,,,,,,,
1315,Skinny water pomme grenate,5034839006341,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1316,Pagos Del Rey Rioja Arnegui Joven 2018,8410702013062,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317,Viande de boeuf séchée - Casa Ramon,8424863756867,['France'],[],[],?,182,761 kj(182 kcal),"4,3","2,2","1,2","0,5","34,5","5,5","2,2",,['Casa Ramon'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1318,Pains au chocolat LECLERC,0256176028861,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1319,La Belle escalope de Dinde - Le Gaulois - 207g,0217638022179,['France'],['Escalope de Dinde'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,?,,?,,?,,?,,,"['Viande Française', 'Volaille-francaise', 'La viande du quotidien la moins calorique']",['Le Gaulois'],,"['Viandes', 'Volailles']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207 g,['Carrefour'],"['FR 72.264.002 CE', 'Sablé-sur-Sarthe (Sarthe, France)']","['Barquette polystyrène', 'Film plastique']",,['France'],['France'],,1,,,
1320,Muffin au Fruit du dragon,0216278011819,['France'],[],[],?,360,1506 kj(360 kcal),17,"2,1",45,22,6,"0,35","0,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321,Hermitage - Cave De Tain 2003,3234784103900,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322,Awadama,4902435000333,['France'],[],[],?,372,1556 kj(372 kcal),0,0,94,94,0,"1,06","0,424",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1323,Graves,3760087342215,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1324,Mini magdalenas rellenas de chocolate - Biscuits Galicia,8436042462216,['France'],[],[],?,381,1594 kj(381 kcal),"13,3","3,6","60,1","37,8","4,3","0,6","0,24",,['Biscuits Galicia'],D,"['Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat', 'Madeleines', 'Madeleines au chocolat']",13.3 g,en quantité modérée,3.6 g,en quantité modérée,37.8 g,en quantité élevée,0.6 g,en quantité modérée,,-15%,-15%,-43%,-46%,+15%,+33%,-25%,-21%,-21%,17,-8%,D,-8%,82.9%,10.9%,2.4%,2.5%,1.3%,0.0%,39,,,,,,,,,,,,
1325,Mousse de Homard au Cognac,3660088160873,['France'],[],[],?,186,778 kj(186 kcal),"14,8","2,66",4,"0,5",9,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Conserve'],,,,,,,,
1326,Huevos ecológicos clase xl - Sole Bio,8437012272019,['France'],[],[],?,?,,?,,?,,?,,,"['Bio', 'Bio européen', 'ES-ECO-019-CT']",['Sole Bio'],C,"[""Produits d'élevages"", 'Œufs']",,,,,,,,,,,,,,,,,,,,,,,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,,,,,,,,,,,,
1327,Rom cel dublu - 4x 60g,5941047818140,['France'],[],[],?,485,2029 kj(485 kcal),23,"7,7",62,57,"2,9","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 x 60 g,,,,,,,,,,,
1328,Pâté végétal,3770008198043,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1329,Poulet fermier jaune  élevé en pleine air,0215317047628,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1330,La manufacture du thé,3259920098988,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,Croissants margarine,2645002011814,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1332,Miel de Ronces -,70200126,['France'],[],[],?,?,,?,,?,,?,,,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de ronce']",,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,
1333,Pavé Meunier,0210322006561,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334,Pommes de terre - Auchan - 660g,3596710463589,['France'],[],[],?,62,259 kj(62 kcal),"0,5","0,1",13,"0,5","1,4","0,62","0,248",['Fabriqué en Belgique'],['Auchan'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660 g,['Auchan'],,,,,,,,,,
1335,Mes mini tab,074119,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,Miel de fleurs,90011016,['France'],[],[],?,?,,?,,?,,?,,,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,
1337,Lardon nature - 2x 100g,20244446,['France'],[],[],?,261,1092 kj(261 kcal),22,"8,5","0,7","0,5",15,"2,7","1,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 x 100 g,,,['Barquette'],,,,,,,,
1338,Compote avoine,7310100690708,['France'],[],[],?,81,339 kj(81 kcal),2,"0,1",14,"7,3",0,"0,08","0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339,Caviar de oricios lata 70 g - Agromar,8414947000054,['France'],[],[],?,98,410 kj(98 kcal),"3,4","1,7","3,9","3,9","12,2","1,4","0,56",,['Agromar'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1340,Tomatensauce salsiccia - Cucina - 350g,4061458138192,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,['Cucina'],A,"['Epicerie', 'Sauces', 'Sauces tomate']",,,,,,,,,,,,,,,,,,,,,,,48.3%,19.8%,11.8%,11.5%,5.0%,3.5%,91,350 g,,,['Glas'],,,,,,,,
1341,Tomatensoße mit Speck - Cucina - 350g,4061458138178,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,['Cucina'],A,"['Epicerie', 'Sauces', 'Sauces tomate']",,,,,,,,,,,,,,,,,,,,,,,48.3%,19.8%,11.8%,11.5%,5.0%,3.5%,91,350 g,,,['Glas'],,,,,,,,
1342,Mops Miel - 2kg,3421557920585,['France'],[],[],?,366,1531 kj(366 kcal),"0,8","0,2",84,26,5,"0,01","0,004","['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 kg,,,,,,,,,,,
1343,Filet mignon de porc,0285425051497,['France'],[],[],?,257,1075 kj(257 kcal),"7,1","3,4","2,5","0,1",46,"6,7","2,68",,,,"['Viandes', 'Porc', 'Filets mignons de porc']",7.1 g,en quantité modérée,3.4 g,en quantité modérée,0.1 g,en faible quantité,6.7 g,en quantité élevée,,+104%,+104%,+90%,+127%,+823%,-44%,+112%,+1631%,+1631%,16,,D,,,,,,,,,,,"['FR 73.065.717 CE', 'Chambéry (Savoie, France)']",,,,,,,,,
1344,Pago arancia rossa-lime - Blood orange-lime,9002515422484,['France'],[],[],?,43,180 kj(43 kcal),"0,5","0,1","9,9","9,8","0,5",0,0,,['Pago'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345,Selección regañás artesanas natural - Bertin Osborne,8427841248200,['France'],[],[],?,358,1498 kj(358 kcal),"0,46","0,1","76,01","2,22","12,54","0,99","0,396",,['Bertin Osborne'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346,Kartoffel lauch,4005967002445,['France'],[],"['Végétalien', 'Végétarien']",?,434,1816 kj(434 kcal),"14,4","9,3","61,4","2,8",12,3,"1,2","['Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1347,Paté aux Piquillos,3476341210632,['France'],[],[],?,463,1937 kj(463 kcal),46,"16,6","2,1","1,5","9,7","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348,Aviva Pink Gold Sin Sparkling Wine Do NV 75 CL,8410744110477,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1349,Boudins noirs antillais,2678202020799,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1350,Chateau Puech Haut,3521211001305,['France'],[],[],?,?,,?,,?,,?,,,,,C,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français']",,,,,,,,,,,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,['France'],,,,,,
1351,Emmental Français,3060922622008,['France'],[],[],?,380,1590 kj(380 kcal),30,21,"0,5","0,5",27,"0,64","0,256",,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français']",30 g,en quantité élevée,21 g,en quantité élevée,0.5 g,en faible quantité,0.64 g,en quantité modérée,,+0%,+1%,+2%,+6%,-18%,+6%,-3%,+9%,+9%,11,-2%,D,-2%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,
1352,Alphabet,1273528027487,['France'],[],[],?,353,1477 kj(353 kcal),"1,3","0,3",73,"3,2",11,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1353,Spaghetti semi-complètes Bio - Carrefour Bio,3270190156444,['France'],[],[],?,343,1435 kj(343 kcal),"1,8","0,1",67,"3,5",13,"0,03","0,012",['Bio'],['Carrefour Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,,,,,,
1354,Rillettes de poissons,3770011163304,['France'],[],[],?,178,745 kj(178 kcal),12,8,"1,85","1,2",11,"0,4","0,16",,,D,"['Produits de la mer', 'Produits à tartiner', 'Poissons', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Rillettes de poissons']",12 g,en quantité modérée,8 g,en quantité élevée,1.2 g,en faible quantité,0.4 g,en quantité modérée,,-19%,-19%,-29%,+41%,-18%,+20%,-20%,-63%,-63%,5,-48%,C,-48%,74.4%,12.5%,3.8%,7.2%,1.7%,0.5%,51,,,"['FR 22.287.013 CE', ""Saint-Donan (Côtes-d'Armor, France)""]",,,,,,,,,
1355,Sauce Bolognaisr,,['France'],[],[],?,125,523 kj(125 kcal),"8,9","3,6","2,6","2,6","8,06","0,73","0,292",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356,Recovery XS - MyProtein,5056104518809,['France'],[],[],?,313,1310 kj(313 kcal),"0,3","0,1",50,"5,4",28,"0,4","0,16",['en:gluten-free'],['MyProtein'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1357,Fèves tendres au naturel - Zalea,8436549520907,['France'],[],[],?,41,172 kj(41 kcal),0,0,"8,59","5,4","1,12","0,5","0,2",,['Zalea'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1358,French biscuit yuzu,3770014182067,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359,Brandade de morue à la truffe,3498976002208,['France'],[],[],?,?,,?,,?,,?,,,,,E,"['Plats préparés', 'Plats préparés au poisson', 'Brandades de morue']",,,,,,,,,,,,,,,,,,,,,,,90.1%,2.6%,1.1%,5.1%,0.6%,0.4%,21,,,,,,,,,,,,
1360,Haut de cuisse poulet halal,2444127023685,['France'],[],[],?,?,,?,,?,,?,,,['Halal'],,D,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,
