,name,bar_code,packaging,brand,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,ingredients_origins,manufacturing,traceability_code,labels,markets,generic_name,brand_owner,palm_ingredients,link
1484,Tarte au fromages Chimay,3424740444745,,,['France'],[],,,[],,?,231,967 kj(231 kcal),"10,4","6,5","21,2",3,"12,1",1,"0,4",C,"['Plats préparés', 'Tartes', 'Pizzas tartes salées et quiches', 'Tartes salées', 'Tartes au fromage']",10.4 g,en quantité modérée,6.5 g,en quantité élevée,3 g,en faible quantité,1 g,en quantité modérée,,-10%,-10%,-32%,-22%,+7%,+28%,+38%,+8%,+8%,12,-8%,D,-8%,70.7%,13.4%,3.3%,3.6%,1.9%,7.2%,56,,,,"['FR 59.502.030 CE', 'Rieux-en-Cambrésis (Nord, France)']",,,,,,
1485,Poivre noir de Sarawak - Terre exotique,3760063335743,,['Terre exotique'],['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1486,Champignons de Paris -,3760130212328,,,['France'],[],,,[],,?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Champignons et produits dérivés', 'Aliments à base de plantes frais', 'Champignons', 'Légumes frais', 'Champignons de Paris', 'Champignons frais', 'Champignons de Paris entiers']",,,,,,,,,,,,,,,,,,,,,,,56.0%,0.0%,0.0%,16.0%,22.9%,5.1%,98,,,,,"['Bio', 'Bio européen', 'FR-BIO-16']",,,,,
1487,Lentilles vertes du Berry,3491794446216,,,['France'],[],,,[],,?,313,1310 kj(313 kcal),"1,3","0,2",41,"1,3",24,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Label Rouge'],,,,,
1488,Sauce pimentee - Colona,5410803850286,,['Colona'],['France'],[],,,[],,?,?,,?,,?,,?,,,,"['Epicerie', 'Sauces', 'Sauces pimentées']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1489,3701304900085,3701304900085,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490,Infusion Jardin Anglais - Palais des Thés,2700963001004,,['Palais des Thés'],['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1491,Chicken stock cubes,5000354405150,,,['France'],[],,,[],,?,283,1184 kj(283 kcal),"4,1",1,"46,8","16,5","13,5","24,9","9,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492,Mimolette,2480087022962,,,['France'],[],,,[],,?,336,1406 kj(336 kcal),24,"16,3","1,5","1,5",29,"2,5",1,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Mimolettes', 'Fromages-du-nord-pas-de-calais']",24 g,en quantité élevée,16.3 g,en quantité élevée,1.5 g,en faible quantité,2.5 g,en quantité élevée,,-3%,-3%,-7%,-9%,+155%,+199%,+4%,-1%,-1%,19,+4%,E,+4%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,
1493,Pain de la Toussaint -,2089970001093,"['Plastique', 'Sachet']",,['France'],"['Farine de BLÉ', 'eau', 'farine de SEIGLE', 'noix', 'raisins', 'noisettes', 'sel', 'levure', 'GLUTEN de BLE', 'farine de BLÉ malté']",,"['Gluten', 'Fruits à coque']","['Sans huile de palme', 'Végétalien', 'Végétarien']",4,?,?,,?,,?,,?,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains spéciaux']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pain spécial - Pain de la Toussaint,,,
1494,3760139610149,3760139610149,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1495,Pate pour brunsli - Migros,7613269525721,,['Migros'],['France'],[],,,[],,?,448,1874 kj(448 kcal),23,2,49,43,9,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1496,huile d’olive,3280160000257,,,['France'],[],,,[],,?,?,,?,,?,,?,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive""]",,,,,,,,,,,,,,,,,,,,,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,
1497,L'instant soupes,3492590880754,,,['France'],[],,,[],,?,43,180 kj(43 kcal),"3,2","0,6","2,3","2,3","0,7","0,58","0,232",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498,Tebsima,6132012900345,,,['France'],[],,,[],,?,0,0 kj(0 kcal),28,"3,5","39,5",39,26,6,"2,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1499,Tranche fines de porc,2692407025199,,,['France'],[],,,[],,?,163,682 kj(163 kcal),"8,6","2,7","3,3","1,9",18,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 49.323.032 CE', ""Saint-Sylvain-d'Anjou (Maine-et-Loire, France)""]",,,,,,
1500,Crème brûlée,3528161506683,,,['France'],[],,,[],,?,188,787 kj(188 kcal),6,"4,5",32,28,"1,4","0,23","0,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1501,Beaufort - Reflets de France,64686363,,['Reflets de France'],['France'],[],,,[],,?,393,1644 kj(393 kcal),30,20,0,0,27,"1,3","0,52",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Beaufort']",30 g,en quantité élevée,20 g,en quantité élevée,0 g,en faible quantité,1.3 g,en quantité modérée,,-2%,-2%,-7%,-3%,-100%,-100%,+2%,+14%,+14%,14,+1%,D,+1%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,['AOP'],,,,,
1502,Ail biologique 3 têtes,3760074474615,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'ES-ECO-001-AN', 'FR-BIO-01']",,,,,
1503,Château les reuille - Bordeaux - Bon,3429671642635,,['Bordeaux'],['France'],[],,,[],,?,?,,?,,?,,?,,,C,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Bordeaux']",,,,,,,,,,,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,Bon,['France'],,,,,,,,
1504,Novalac riz 0-36 mois - 800gr,0021348117472,,['Novalac'],['France'],"['Maltodextrines', 'huiles végétales ', 'palme', 'colza', 'tournesol', 'coprah', 'hydrolysat de protéines de riz', 'amidon de maïs', 'émulsifiant ', 'esters citriques de mono et diglycérides', 'phosphate\xa0dipotassique', 'hydroxyde de clacium', 'chlorure de magnésium', 'huile extraite de la microalgue Schizochytrium sp', ' ', 'DHA', 'phosphate disodique', 'phosphate tricalcique', 'chlorure de calcium', 'chlorure de choline', 'L-lysine,\xa0 citrate tripotassique', 'vitamines ', 'A', 'B1', 'B12', 'B2', 'B6', 'C', 'D3', 'E', 'K1', 'acide folique', 'acide pantothénique', 'biotine', 'niacine', 'citrate tricalcique', 'L-tryptophane', 'pyrophosphate de fer', 'L-isoleucine', 'huile de Mortierella alpina ', 'ARA', 'L-Leucine', 'L-cystine', 'taurine', 'inositol', 'nucléotides ', 'CMP', 'UMP', 'AMP', 'IMP', 'GMP', 'sulfate de zinc', 'L-carnitine', 'antioxydants ', 'extrait riche en tocophérols', 'sulfate de cuivre', 'iodure de potassium', 'sélénite de sodium', 'sulfate de manganèse']","['E340ii - Phosphate dipotassique', 'E641 - L-leucine', 'E452i - Polyphosphate de sodium', 'E306 - Extrait riche en tocophérols']",,"['Huile de palme', 'Non végétalien']",4,?,504,2109 kj(504 kcal),"25,5","11,7",55,0,"13,4","0,5","0,2",,['Preparation-commerciale-infantile'],25.5 g,en quantité élevée,11.7 g,en quantité élevée,0 g,en faible quantité,0.5 g,en quantité modérée,,,,,,,,,,,18,,D,,,,,,,,,800 gr,,,,,,,,['Huile de palme'],
1505,Anillas a la romana,5411658300018,,,['France'],[],,,[],,?,193,808 kj(193 kcal),"8,4",1,22,"2,8","6,2","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506,Pâté pur porc,3760028510192,,,['France'],[],,,[],,?,338,1414 kj(338 kcal),30,"11,3","1,2",1,"15,9","2,4","0,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1507,Piedmont Héritage - Venchi,8002996303297,,['Venchi'],['France'],[],,,[],,?,603,2523 kj(603 kcal),"45,5","17,4","34,4","31,1",9,"0,09","0,036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1508,The Blanc Etoiles De Cerisiers - Destination,3700112058353,,['Destination'],['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,
1509,Chocolat blanc eclats de caramel,3760130065450,,,['France'],[],,,[],,?,560,2343 kj(560 kcal),"34,3","20,7","56,7","56,7","6,1","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1510,Etorki,0285536017979,,,['France'],[],,,[],,?,393,1644 kj(393 kcal),33,23,"0,5","0,5",24,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1511,Beaufort,2225666022373,,,['France'],[],,,[],,?,390,1632 kj(390 kcal),32,20,1,0,27,1,"0,4",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Beaufort']",32 g,en quantité élevée,20 g,en quantité élevée,0 g,en faible quantité,1 g,en quantité modérée,,-3%,-3%,-0%,-3%,+9%,-100%,+2%,-12%,-12%,13,-6%,D,-6%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,
1512,Suppengemüse - Elbtal - 450g,9007972071657,['Karton'],['Elbtal'],"['France', 'Allemagne']",[],,,[],,?,?,,?,,?,,?,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Aliments à base de plantes frais', 'Légumes frais', 'Mélanges de légumes frais', 'Mélanges de légumes pour bouillon']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450 g,,,,,,,,,
1513,Smoked Apple mustard - 260ml,0884892610123,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260 ml,,,,,,,,,
1514,Terrine de canard au monbazillac,3416360008681,,,['France'],[],,,[],,?,311,1301 kj(311 kcal),"25,4","9,8","0,9","0,6","19,1","2,18","0,872",E,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de volailles', 'Terrines de canard']",25.4 g,en quantité élevée,9.8 g,en quantité élevée,0.6 g,en faible quantité,2.18 g,en quantité élevée,,+2%,+2%,-3%,+3%,-48%,-3%,+35%,+42%,+42%,21,+17%,E,+17%,77.8%,15.8%,3.0%,2.2%,1.0%,0.3%,33,,,,,,,,,,
1515,Turrón yema tostada - Lidl,20048167,,"['Lidl', 'Dor']",['France'],[],,,[],,?,463,1937 kj(463 kcal),"25,5",3,47,45,10,0,0,E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron', ""Tourons au jaune d'œuf grillé""]",25.5 g,en quantité élevée,3 g,en quantité modérée,45 g,en quantité élevée,0 g,en faible quantité,,+1%,+1%,+5%,+15%,-3%,+11%,-5%,-100%,-100%,16,+15%,D,+15%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,['Sans gluten'],,,,,
1516,Phoenix egg roll with seaweed and pork floss,9588800660248,,,"['Australie', 'France']",[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517,Tis'up,3760086429245,,,['France'],[],,,[],,?,42,176 kj(42 kcal),"0,08",0,"10,1",10,"0,12",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518,Tofu Pressé Saveur Cinq Parfum,3760271390084,,,['France'],[],,,[],,?,208,870 kj(208 kcal),"13,2","2,32","1,5","0,8","20,3","1,02","0,408",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Fabriqué en France', 'Sans conservateurs']",,,,,
1519,Bile de chocolat lait,3266052569927,,,['France'],[],,,[],,?,532,2226 kj(532 kcal),30,18,57,42,"6,4","0,27","0,108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,
1520,COMTE AOP - 6 MOIS - MINI RIVOIRE,2480184024739,,,['France'],[],,,[],,?,418,1749 kj(418 kcal),"34,6","22,5",0,0,"26,7","0,82","0,328",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",34.6 g,en quantité élevée,22.5 g,en quantité élevée,0 g,en faible quantité,0.82 g,en quantité modérée,,+5%,+6%,+6%,+4%,-100%,-100%,+6%,-16%,-16%,13,-3%,D,-3%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,
1521,Mazavarou - Terre exotique,3760063336115,,['Terre exotique'],['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522,Génépi des Alpes - saveur des regions - 75ml,20713546,['Bouleille'],['saveur des regions'],['France'],[],,,[],,?,?,,?,,?,,?,,,,"['Boissons', 'Boissons alcoolisées']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75ml,,,,,,,,,
1523,buzet - 75cl,3231230220549,['Boureille'],['Buzet'],['France'],[],,,[],,?,?,,?,,?,,?,,,C,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges', 'Vins français', 'Buzet']",,,,,,,,,,,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,75cl,['France'],,,,,,,,
1524,Escalope de dinde - Extra tendre - Le Gaulois,2431638028148,,['Le Gaulois'],['France'],[],,,[],,?,97,406 kj(97 kcal),"0,1","0,1",1,0,23,"1,1","0,44",D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",0.1 g,en faible quantité,0.1 g,en faible quantité,0 g,en faible quantité,1.1 g,en quantité modérée,,-20%,-19%,-92%,-75%,-67%,-100%,+0%,+99%,+99%,0,,B,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,
1525,Pruneau,3595120012547,,,['France'],[],,,[],,?,238,996 kj(238 kcal),"0,5","0,1",54,37,"1,8","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526,Brie de meaux AOP au lait cru,0219741020141,,,['France'],[],,,[],,?,271,1134 kj(271 kcal),21,16,"0,5","0,5",20,2,"0,8",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Fromages de France', 'Bries', 'Brie de Meaux']",21 g,en quantité élevée,16 g,en quantité élevée,0.5 g,en faible quantité,2 g,en quantité élevée,,-3%,-3%,-3%,+5%,+5%,+98%,-3%,+12%,+12%,16,+5%,D,+5%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,"['EMB 35068J', 'Châteaubourg (Ille-et-Vilaine, France)']",,,,,,
1527,3760098270064,3760098270064,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-07']",,,,,
1528,Paté de campagne - Les recettes de mamie,3760195330036,,['Les recettes de mamie'],['France'],[],,,[],,?,350,1464 kj(350 kcal),"32,2","13,6","0,5","0,2","14,6","1,92","0,768",D,"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté', 'Pâtés de porc', 'Pâtés de campagne']",32.2 g,en quantité élevée,13.6 g,en quantité élevée,0.2 g,en faible quantité,1.92 g,en quantité élevée,,+13%,+13%,+19%,+35%,-79%,-78%,+3%,+16%,+16%,22,+16%,E,+16%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,,,
1529,Habanero,7506224200071,,,['France'],[],,,[],,?,4,17 kj(4 kcal),0,0,0,0,0,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530,Sablés coco,3760202510765,,,['France'],[],,,[],,?,534,2234 kj(534 kcal),"30,2","20,7","55,2","21,4","8,1","0,01","0,004",C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés', 'Sablés à la noix de coco', 'en:Sablés à la noix de coco']",30.2 g,en quantité élevée,20.7 g,en quantité élevée,21.4 g,en quantité élevée,0.01 g,en faible quantité,,+6%,+5%,+16%,+33%,-6%,-6%,+30%,-98%,-98%,20,+3%,E,+3%,78.6%,11.5%,4.0%,3.5%,2.4%,0.0%,62,,,,,,,,,,
1531,Terrine de pintade aux pruneaux - Rostain - 180g,3507170120332,"['Bocal', 'Verre']",['Rostain'],['France'],"['viande de pintade ', '27 % origine France', 'foie de volaille ', '18 % origine France', 'gras de porc ', 'origine France', 'couenne de porc ', 'origine France', 'viande de porc ', '8 % origine France', 'pruneaux ', '6 %', 'lait', 'œuf', 'Cognac ', 'contient des sulfites', 'échalote', 'sel de Camargue', 'ail', 'poivre', 'muscade']",,"['Œufs', 'Lait', 'Anhydride sulfureux et sulfites']","['Non végétalien', 'Non végétarien']",3,?,225,941 kj(225 kcal),16,"5,6","3,3","2,7",17,"1,1","0,44",,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de volailles', 'Terrines de pintade']",16 g,en quantité modérée,5.6 g,en quantité élevée,2.7 g,en faible quantité,1.1 g,en quantité modérée,,-26%,-25%,-38%,-40%,+85%,+315%,+19%,-29%,-29%,8,-55%,C,-55%,,,,,,,,180 g,['France'],['France'],"['FR 05.092.001 CE', 'Neffes (Hautes-Alpes, France)']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01', 'Sans additifs', 'Clean Label']",,,,,
1532,3334660554670,3334660554670,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533,Pate foie volaille 150 g,3348700025846,,,['France'],[],,,[],,?,143,598 kj(143 kcal),"3,1","1,2",6,"3,5","4,6","3,21","1,284",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1534,Reblochon,2689137027685,,,['France'],[],,,[],,?,299,1251 kj(299 kcal),25,20,"0,49","0,49",18,"1,4","0,56",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Reblochons', 'en:aoc-cheeses', 'en:labeled-cheeses']",25 g,en quantité élevée,20 g,en quantité élevée,0.49 g,en faible quantité,1.4 g,en quantité modérée,,-8%,-7%,-7%,+6%,+33%,+117%,-10%,+4%,+4%,14,-2%,D,-2%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,
1535,Emmental français Est- Central,0212224019090,,,['France'],[],,,[],,?,407,1703 kj(407 kcal),"31,5","18,8",1,1,29,"0,4","0,16",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français', 'Emmentals français est-central']",31.5 g,en quantité élevée,18.8 g,en quantité élevée,1 g,en faible quantité,0.4 g,en quantité modérée,,+1%,+1%,-0%,-2%,+30%,+41%,+1%,-10%,-10%,11,+1%,D,+1%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,
1536,Mousse de volaille - Rostain,3507170120134,,['Rostain'],['France'],[],,,[],,?,286,1197 kj(286 kcal),26,12,"2,2","1,1",11,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen']",,,,,
1537,Tarte au Citron Meringuée - Boncolac - 500g,3251512838002,"['Carton', 'Plastique', 'surgelé']",['Boncolac'],"['France', 'Allemagne', 'Suisse']","['Sucre', ' farine de blé ', ' œufs entiers', ' jus de citron reconstitué ', '10 %', ' eau', ' beurre pâtissier ', '7,1 %', ' ', "" blanc d'œuf"", 'amidon modifié de pomme de terre ', "" poudre de blanc d'œuf"", ' amidon de blé', 'arôme naturel de citron', ' poudre à lever : E450', 'E500', ' sel', ' acidifiant: acide citrique']","['E14XX - Amidons modifiés', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', 'E330 - Acide citrique']","['Œufs', 'Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,?,311,1301 kj(311 kcal),"8,5","5,7","53,8","38,5","4,9","0,3","0,12",C,"['Surgelés', 'Biscuits et gâteaux', 'Tartes', 'Gâteaux', 'Tartes sucrées', 'Tartes aux fruits', 'Tartelettes', 'Tartes au citron', 'Biscuit sec nappé aux fruits', 'Gâteaux et pâtisseries surgelés', 'Tartes au citron meringuées']",8.5 g,en quantité modérée,5.7 g,en quantité élevée,38.5 g,en quantité élevée,0.3 g,en quantité modérée,,-10%,-10%,-42%,-37%,+14%,+15%,-3%,+40%,+40%,17,-11%,D,-11%,81.3%,10.4%,3.5%,2.6%,2.1%,0.0%,56,500 g,,['France'],"['EMB 64134', 'Bonloc (Pyrénées-Atlantiques, France)']",['Fabriqué en France'],,Tarte au citron meringuée surgelée - Tarte au Citron Meringuée,,,https://www.boncolac.fr/produit/tarte-citron-meringuee/
1538,Nougat de Montélimar,3760129542061,,,['France'],[],,,[],,?,?,,?,,?,,?,,,E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Confiseries de France', 'Nougats', 'Nougats de Montélimar']",,,,,,,,,,,,,,,,,,,,,,,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,,,,
1539,Beignets à la framboise -,0200030016402,,,['France'],[],,,[],,?,288,1205 kj(288 kcal),"9,9","1,4",43,12,"6,3","0,7","0,28",,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Donuts', 'Beignet fourré aux fruits', 'Beignets sucrés', 'Beignets fourrés à la framboise']",9.9 g,en quantité modérée,1.4 g,en faible quantité,12 g,en quantité modérée,0.7 g,en quantité modérée,,-3%,-3%,-3%,-26%,-1%,-15%,+5%,-1%,-1%,6,-26%,C,-26%,,,,,,,,,,,,,,Beignets fourrés à la purée de framboise,,,
1540,Pumpkin Spice Quick Bread Mix - Archer Farms,0085239032428,,['Archer Farms'],"['France', 'États-Unis']","['Enriched bleached flour ', 'wheat flour', 'malted barley flour', 'niacin', 'reduced iron', 'thiamin mononitrate', 'riboflavin', 'folic acid', 'sugar', 'brown sugar', 'dried pumpkin flakes ', 'pumpkin', 'maltodextrin', 'corn flour', 'food starch-modified', 'soybean oil', 'less than 2% of: leavening ', 'sodium acid pyrophosphate', 'baking soda', 'molasses powder ', 'molasses', 'maltodextrin', 'salt', 'spices']","['E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium']",['Gluten'],[],4,?,394,1648 kj(394 kcal),"4,55",0,"84,85","48,48","3,03","2,045","0,818",,['Aides culinaires'],4.55 g,en quantité modérée,0 g,en faible quantité,48.5 g,en quantité élevée,2.04 g,en quantité élevée,,+20%,+19%,-39%,-100%,+53%,+43%,-33%,+275%,+275%,23,+87%,E,+87%,,,,,,,,,,,,,,,Target Stores,,
1541,Terrine au piment d'espelette - Orocbat,3254637002440,,['Orocbat'],['France'],[],,,[],,?,342,1431 kj(342 kcal),30,"11,4","1,2",1,"15,9","2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1542,Infusion menthe thym,3760042683179,,,['France'],[],,,[],,?,4,17 kj(4 kcal),0,0,"0,4",0,"0,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,
1543,Boisson Energie,3700790000705,,,['France'],[],,,[],,?,366,1531 kj(366 kcal),0,0,"91,5","58,1",0,"0,932","0,373",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1544,Beignets à la pomme -,0000191013124,,,['France'],[],,,[],,?,301,1259 kj(301 kcal),10,"1,4",46,16,"6,2","0,68","0,272",,"['Snacks', 'Snacks sucrés', 'Beignets sucrés']",10 g,en quantité modérée,1.4 g,en faible quantité,16 g,en quantité élevée,0.68 g,en quantité modérée,,-15%,-16%,-37%,-60%,+2%,-2%,-2%,-8%,-8%,7,-42%,C,-42%,,,,,,,,,,,,,,Beignets fourrés à la purée de pomme,,,
1545,Boudin noir,2428308033854,,,['France'],[],,,[],,?,234,979 kj(234 kcal),17,"6,3",4,3,20,11,"4,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 33.550.010 CE', ""Villenave-d'Ornon (Gironde, France)""]",,,,,,
1546,Sirop Bio pamplemousse - Bigallet,3336770004021,,['Bigallet'],['France'],[],,,[],,?,319,1335 kj(319 kcal),"0,001","0,001","76,9","76,5",0,"0,02","0,008",B,"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de pamplemousse']",,,,,,,,,,+22%,+21%,-99%,-95%,+17%,+20%,-100%,-3%,-3%,,,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,,,['Bio'],,,,,
