,name,bar_code,brand,categories,labels,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,quantity,traceability_code,eco_score,nova_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,packaging,markets,additives,allergens,manufacturing,palm_ingredients,ingredients_origins,link
996,Saumon fumé 4 grandes tranches Norvège Fauchon - 140g,3362763120027,['Fauchon'],"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés', ""Saumons fumés d'élevage""]",,['France'],"['Saumon Atlantique ', 'Salmo salar', 'sel sec']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",13.4 g,en quantité modérée,2.7 g,en quantité modérée,0.14 g,en faible quantité,2.8 g,en quantité élevée,?,,206,+8%,862 kj(206 kcal),+9%,"13,4",+21%,"2,7",+26%,"0,5",+1%,"0,14",-61%,"22,4",+1%,"2,8",-3%,"1,12",-3%,14,+4%,D,+4%,140 g,"['FR 69.264.004 CE', 'Villefranche-sur-Saône (Rhône, France)']",D,3,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,Saumon fumé 4 grandes tranches Norvège,"['Carton', 'Plastique', 'Sous-vide', 'Frais']",['Monoprix'],,,['France'],,['Norvège'],
997,Saumon fumé Norvège Le Monde du Saumon,3362764000014,,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",,['France'],[],[],13.4 g,en quantité modérée,2.7 g,en quantité modérée,0.1 g,en faible quantité,2.8 g,en quantité élevée,?,,206,+11%,862 kj(206 kcal),+12%,"13,4",+28%,"2,7",+31%,"0,5",+1%,"0,1",-70%,"23,8",+8%,"2,8",-1%,"1,12",-1%,14,+7%,D,+7%,,,E,,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,,,
998,Haricots verts - Produit d'Aquitaine - 1000g,3363190134113,"[""Produit d'Aquitaine""]",,,['France'],['Haricots verts extra fins Origine : France'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,51,,213 kj(51 kcal),,1,,0,,"6,6",,"1,4",,2,,0,,0,,,,,,1000 g,"['EMB 24037M', 'Bergerac (Dordogne, France)']",,,,,,,,,,,,,,,,,,
999,"Trio de lentlles corail,blonde et verte - le geste saveur - 500g",3363295479829,['le geste saveur'],,,"['France', 'Suisse']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,500g,,,,,,,,,,,,,,,,,,,
1000,Herbes de Provence - Jardins du Midi - 250g,3363296110011,['Jardins du Midi'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Plantes aromatiques', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Plantes aromatiques sèches moulues', 'Mélanges de plantes aromatiques', 'Herbes de Provence']",,['France'],"['Romarin', 'basilic', 'thym', 'sarriette']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,250 g,,B,1,43.6%,0.0%,30.6%,8.2%,17.6%,0.0%,93,,['Plastique'],['Carrefour'],,,,,,
1001,Haricots lingot secs,3363296490083,,,,['France'],[],[],,,,,,,,,?,,373,,1561 kj(373 kcal),,"0,9",,"0,02",,"60,7",,2,,23,,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,,,,,,
1002,Haricot rouge,3363296520100,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Haricots', 'Haricots rouges']","['Sans additifs', 'Sans conservateurs']",['France'],[],[],0.9 g,en faible quantité,0 g,en faible quantité,2 g,en faible quantité,0.03 g,en faible quantité,?,,373,+139%,1561 kj(373 kcal),+133%,"0,9",+7%,0,-100%,"60,7",+182%,2,+39%,23,+102%,"0,03",-92%,"0,012",-92%,-1,,A,,,,B,,21.5%,38.3%,18.4%,8.4%,5.2%,8.2%,92,,,,,,,,,
1003,Fevette - Le geste  saveur,3363296520407,['Le geste  saveur'],,['Sans additifs'],['France'],"['*Apports Journaliers Recommand Source : Ciqual et USDA Sans additif ni conservateur', "" Peut contenir des traces d'arachides ou fruits à coques""]",[],,,,,,,,,?,,345,,1443 kj(345 kcal),,"2,9",,"0,01",,47,,8,,"23,8",,"0,06",,"0,024",,,,,,,,,,,,,,,,,,,,,,,,,
1004,Bio Lentilles blondes - Jardins Du Midi - 500g,3363296617145,['Jardins Du Midi'],,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],[],[],,,,,,,,,?,,384,,1607 kj(384 kcal),,"1,5",,"0,2",,63,,2,,"24,2",,"0,01",,"0,004",,,,,,500g,,,,,,,,,,,,,,,,['Gers et Tarn-et-Garonne'],,['Gers et Tarn-et-Garonne'],
1005,Pois chiches,3363296650074,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Pois chiches']","['Sans additifs', 'Sans conservateurs']",['France'],[],[],2.9 g,en faible quantité,0 g,en faible quantité,8 g,en quantité modérée,0.06 g,en faible quantité,?,,345,+82%,1443 kj(345 kcal),+84%,"2,9",-4%,0,-100%,47,+99%,8,+388%,"23,8",+133%,"0,06",-87%,"0,024",-87%,0,,B,,,,B,,56.9%,0.0%,16.0%,22.6%,4.5%,0.0%,96,,,,,,,,,
1006,Ail noir - Jardins Du Midi,3363297437247,['Jardins Du Midi'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Aliments à base de fruits et de légumes', 'Plantes condimentaires', 'Légumes et dérivés', 'Ail et dérivés']",,['France'],"['Ail noir ', '70%', 'eau', 'huile de tournesol', 'acide ', 'acide lactique']",[],0 g,en faible quantité,0 g,en faible quantité,14 g,en quantité élevée,0.16 g,en faible quantité,?,,0,-100%,0 kj(0 kcal),-100%,0,-100%,0,-100%,"28,7",+124%,14,+447%,"9,9",+154%,"0,16",-85%,"0,064",-85%,-12,,A,,,,,3,,,,,,,,,,,['E270 - Acide lactique'],,,,,
1007,Ciboulette,3363298443162,,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,Persil Prêt à Cuisiner Jardin Du Midi 90g,3363298443223,,,,['France'],[],[],,,,,,,,,?,,324,,1356 kj(324 kcal),,36,,2,,0,,0,,0,,4,,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,
1009,"Thym, Laurier - Le geste saveur - 15g",3363299235544,['Le geste saveur'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Plantes aromatiques', 'Herbes aromatiques']",,['France'],"['Thym', ""Laurier Conseils d'utilisation Pratique! 6 mini-bouquets prêts à lemploi: Ajouter un bouquet en début de cuisson puis le retirer en fin de préparation"", ' Idéal pour les boullons', ' les soupes', 'les viandes en sauce', 'pot-au-feu et tous les plats lonquement']",[],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,,?,,0,-100%,0 kj(0 kcal),-100%,0,-100%,0,-100%,"0,5",-92%,0,-100%,0,-100%,,,,,,,,,15 g,,,,,,,,,,,,['Sachet'],['Carrefour'],,,,,,
1010,Ail pret a cuisiner - Le Geste Saveur,3363299470266,['Le Geste Saveur'],,,['France'],"['nden Ste ""knoblòuch le 1 Kaffeelòffel von Ants : ail ', '72%', 'huile de t Édifiant E330', 'stabilisants E412', 'E4iS $ Ingrediënten : knoflook ', '72%', 'zonneb E330', 'stabilisator E412', ""s'aoerungsmittel 830"", 'Stabilisatoren']",[],,,,,,,,,?,,285,,1192 kj(285 kcal),,"20,4",,"2,5",,"23,4",,"0,7",,"4,5",,"2,7",,"1,08",,,,,,,,,4,,,,,,,,,,,['E412 - Gomme de guar'],,,,,
1011,ailEn Morceaux 90g - le geste saveur - 90g,3363299687015,['le geste saveur'],['Aides culinaires'],,['France'],"['ail 68%', 'huile de tournesol', 'sel', 'antioxygène E330']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,90 g,,,3,,,,,,,,,['90 g'],,['E330 - Acide citrique'],,,,,
1012,Échalote - Le Geste Saveur,3363299687084,['Le Geste Saveur'],,,['France'],"['stabilisantsE41Z 415', 'conservateursE202', '81,596', 'Wasser', 'Salz', 'Sonnenblumenbl Antioxidationsmittel E415', 'Sjalot ', '81,5%', 'Water Zout', 'Zonnebtoemotie', ' Antioxidant E300', '630', 'Stabilisator E41Z E41S', 'Conserveermiddel E20Z E223 ', 'Natriumdisulfiet', ' VorstetIungsanregung/SctvecrtÏp']",[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1013,Confiture Pomme Poire Cannelle,3363470216225,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de poires']",,['France'],[],[],0.1 g,en faible quantité,0 g,en faible quantité,60 g,en quantité élevée,0.03 g,en faible quantité,?,,234,+6%,979 kj(234 kcal),+7%,"0,1",-69%,0,-100%,61,+15%,60,+17%,"0,1",-70%,"0,03",-20%,"0,012",-20%,7,-23%,C,-23%,,,B,,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,,,,,,,,
1014,Abricot au cumin - Les Folies Fromages,3363476134318,['Les Folies Fromages'],,,['France'],"['preparaton a base de fruits ', ' abricot ', '60%', 'sucre', "" zestes d'orange "", '3,5%', 'gélifiant pectine ', 'cumin en grain ', '0,08%', 'cumin moulu ', '0,06%', ' peut contenir des traces de fruits a coques']",[],,,,,,,,,?,,191,,799 kj(191 kcal),,"0,3",,"0,1",,48,,46,,"0,4",,"0,03",,"0,012",,,,,,,,,4,,,,,,,,,,,['E440 - Pectines'],,,,,
1015,Cerise noire à la réglisse,3363476137319,,,,['France'],[],[],,,,,,,,,?,,189,,791 kj(189 kcal),,"0,2",,0,,48,,46,,"0,5",,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,,,,,,
1016,Mousse Chocolat - Laiterie Bernard - 100ml,3363578501032,['Laiterie Bernard'],"['Desserts', 'Desserts au chocolat', 'Mousses au chocolat']","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'AB Agriculture Biologique']",['France'],[],[],16.9 g,en quantité modérée,9.7 g,en quantité élevée,17.3 g,en quantité élevée,0.26 g,en faible quantité,1112,+6%,?,,1112 kj(266 kcal),-2%,"16,9",+2%,"9,7",-4%,"18,2",-17%,"17,3",-13%,"9,5",+61%,"0,26",+19%,"0,104",+19%,14,+6%,D,+6%,100 ml,"['FR 71.488.001 CE', 'Saint-Vincent-des-Prés (Saône-et-Loire, France)']",D,,86.6%,6.7%,1.9%,3.5%,1.0%,0.3%,35,,,,,,,,,
1017,"9 paupiettes de porc - Sans marque - 1,125kg",3363710000089,['Sans marque'],"['Viandes', 'Porc']","['Viande-francaise', 'Viande-porcine-francaise']",['France'],"['Chair 60 % ', 'viande de porc 72 %', 'gras de porc', 'eau', 'farine', 'épices', 'aromates', 'sel', 'lactose', 'arômes', 'acidifiant : E262', 'antioxygène : E316', 'arômes naturels', '24 % viande reconstituée ', 'poitrine de porc', 'eau', 'fibre de blé', 'lactose', 'stabilisants : E450', 'E516', 'E451', 'gélifiant : E401', 'poitrine fumée 16 % ', 'poitrine de porc', 'eau', 'sel', 'dextrose', 'antioxygène E316', 'arômes naturels']","['Non végétalien', 'Non végétarien']",21.3 g,en quantité élevée,8.5 g,en quantité élevée,1.6 g,en faible quantité,1.4 g,en quantité modérée,1064,+37%,?,,1064 kj(254 kcal),+35%,"21,3",+90%,"8,5",+98%,"4,3",+383%,"1,6",+161%,"14,3",-28%,"1,4",-27%,"0,56",-27%,17,+53%,D,+53%,"1,125 kg","['FR 35.152.002 CE', 'Liffré (Ille-et-Vilaine, France)']",,4,,,,,,,,9 paupiettes de porc bardées de poitrines fumées et d'une escalope de viande reconstituée,"['Barquette', 'Plastique', 'Frais']",['Carrefour'],"['E262 - Acétates de sodium', 'E316 - Érythorbate de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E516 - Sulfate de calcium', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E401 - Alginate de sodium']","['Gluten', 'Lait']",['France'],,['France'],
1018,Palets fromagers - Clermont - 2,3363710000959,['Clermont'],,,['France'],[],[],,,,,,,,,?,,248,,1038 kj(248 kcal),,"18,4",,"8,1",,"9,2",,"1,2",,"11,1",,"1,4",,"0,56",,,,,,2,,,,,,,,,,,,,,,,,,,
1019,"Clermont, 4 Paupiettes de porc - 500g",3363710002205,['Clermont'],,['Fumé au bois de hêtre'],['France'],"['Chair 60% ', 'viande de porc 72%', 'gras de porc', 'eau', 'farine ', 'BLE', 'épices', 'aromates', 'sel', 'lactose ', 'LAIT', ' arômes', 'acidifiants: E262', 'E325', 'antioxygène: E316', 'arômes naturels', ' viande de porc 24%', 'poitrine fumée 16% ', 'poitrine de porc 83%', 'eau', 'sel', 'dextrose', 'antioxygène:E316', 'arômes naturels', 'fumé au bois de hêtre']","['Non végétalien', 'Non végétarien']",,,,,,,,,?,,265,,1109 kj(265 kcal),,"22,1",,"8,8",,"4,1",,"1,6",,"14,9",,"1,4",,"0,56",,,,,,500 g,,,4,,,,,,,,,,,"['E262 - Acétates de sodium', 'E325 - Lactate de sodium', 'E316 - Érythorbate de sodium']","['Gluten', 'Lait']",,,,
1020,"Saucisses au sel de Guerande sans colorant, 4 pieces - Clermont - 440g",3363710004148,['Clermont'],,"['Point Vert', 'Sans colorants']",['France'],[],[],,,,,,,,,?,,264,,1105 kj(264 kcal),,"22,1",,"8,8",,"0,9",,"0,5",,"15,4",,"1,5",,"0,6",,,,,,440 g,,,,,,,,,,,,,,,,,,,
1021,10 Chipolatas sans colorant - Clermont,3363710004490,['Clermont'],"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas']",['Sans colorants'],['France'],[],[],22.1 g,en quantité élevée,8.8 g,en quantité élevée,0.5 g,en faible quantité,1.5 g,en quantité modérée,?,,264,+10%,1105 kj(264 kcal),+10%,"22,1",+17%,"8,8",+22%,"0,9",-23%,"0,5",-21%,"15,4",0%,"1,5",-17%,"0,6",-17%,17,+2%,D,+2%,,,E,,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,,,,,,,,
1022,6 merguez clermont,3363710004629,['Clermont'],,,['France'],[],[],,,,,,,,,?,,287,,1201 kj(287 kcal),,"25,2",,"10,1",,"1,7",,"1,4",,"13,3",,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,,,,,,
1023,Rôti de Porc Cuit - Clermont,3363710005237,['Clermont'],"['Viandes', 'Porc', 'Rôtis de porc']",,['France'],[],[],7.1 g,en quantité modérée,2.8 g,en quantité modérée,0.8 g,en faible quantité,2 g,en quantité élevée,?,,152,+6%,636 kj(152 kcal),+7%,"7,1",+41%,"2,8",+34%,"1,2",+47%,"0,8",+28%,21,-6%,2,+16%,"0,8",+16%,11,+54%,D,+54%,,,E,,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,,,,,,,
1024,Chipos Aux Herbes Sans Colorant Et Au Sel De Guerande - Clermont,3363710005459,['Clermont'],,['Sans colorants'],['France'],[],[],,,,,,,,,?,,170,,711 kj(170 kcal),,"11,5",,"4,6",,"1,2",,"1,1",,"15,6",,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,,,,,
1025,Cervelas - Clermont,3363710007002,['Clermont'],"['Viandes', 'Charcuteries', 'Saucisses', 'Cervelas']",['en:produced-in-bretagne'],['France'],[],[],13.3 g,en quantité modérée,5.4 g,en quantité élevée,0.5 g,en faible quantité,1.7 g,en quantité élevée,?,,278,+3%,1163 kj(278 kcal),+3%,"13,3",-44%,"5,4",-36%,"0,8",-37%,"0,5",-41%,"13,3",+6%,"1,7",-19%,"0,68",-19%,15,-23%,D,-23%,,"['FR 35.152.002 CE', 'Liffré (Ille-et-Vilaine, France)']",E,,84.8%,9.7%,1.8%,1.2%,0.7%,1.9%,15,,,,,,,,,
1026,brandade parmentière gourmande 42% morue - Flavourin - 600g,3363730031148,['Flavourin'],"['Plats préparés', 'Plats préparés au poisson', 'Brandades de morue', 'Brandades de morue parmentière', 'en:preparations-made-from-fish-meat']",,['France'],"['pommes de terre et pommes de terre flocons ', 'SULFITES', 'morue ', '42%', 'jus de cuisson-crème-lait poudre ', 'SOJA', 'huile de tournesol', 'huile o|ive', 'persil', 'huile de foie de morue', 'ail-sel~poivre']","['Non végétalien', 'Non végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,600 g,"['FR 81.297.001 CE', 'Terssac (Tarn, France)']",E,3,90.1%,2.6%,1.1%,5.1%,0.6%,0.4%,21,brandade de morue,['Plastique'],['Boucheries André'],,"['Poisson', 'Soja', 'Anhydride sulfureux et sulfites']",,,,
1027,Thé noir Yunnan - Thés de la Pagode - 110g,3363790511970,['Thés de la Pagode'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Infusions', 'Thés noirs', 'Boissons sans sucre ajouté']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],['Thé Yunnan bio'],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,110 g,,A,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,Thé noir,['Sachet'],['La Superette bio'],,,,,"['Chine', 'Yunnan']",http://www.thesdelapagode.com
1028,The Vert Mate Guarana Minceur - 45g,3363790808018,,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,45 g,,,,,,,,,,,,,,,,,,,
1029,Sou Tsian Bio -  - 90g,3363790808032,,,"['Bio', 'Bio européen', 'en:CN-BIO-154']",['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,90 g,,,,,,,,,,,,,,,,,,,
1030,The ROOIBOS CITRON GINGEMBRE 20 SACHETS -,3363792000045,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Infusions', 'Rooibos']",,['France'],[],[],,,,,,,,,?,,0,-100%,0 kj(0 kcal),-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,,,,,,,,,,,B,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,
1031,Coffret Découverte Grands Thés des gourmets,3363792000076,,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1032,3363796367250,3363796367250,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,édition Prestige - Thé Vert Fruit Du Dragon 100 g - Thé De La Pagode - Thès De La Pagode,3363796367670,['Thès De La Pagode'],['Boissons'],['Bio'],['France'],"['Composition : Thé vert Sencha Bio', 'Thé vert Chun Mee Bio', 'arôme naturel de fruit du dragon', 'pétales de souci Bio']",[],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,0,-100%,0 kj(0 kcal),-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,B,-100%,,,,,,,,,,,,,,,,,,,,
1034,The Rooibos Gourmand Vanille Amande - Thes de la Pagode,3363796367694,['Thes de la Pagode'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Infusions', 'Rooibos']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01']",['France'],[],[],,,,,,,,,?,,0,-100%,0 kj(0 kcal),-100%,?,,,,?,,,,?,,0,-100%,0,-100%,,,,,,,B,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,
1035,canistrelli,3363970000010,,,,['France'],[],[],,,,,,,,,?,,20,,84 kj(20 kcal),,"0,3",,"0,2",,5,,3,,"0,1",,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,
1036,Olives vertes lucques - Huilerie Confiserie,3364460000152,['Huilerie Confiserie'],,,['France'],"['olives vertes lucques', 'eau', 'sel', 'arôme ail et thym', 'acidifiant t acide citrique']",[],,,,,,,,,?,,134,,561 kj(134 kcal),,13,,"2,5",,"0,5",,"0,2",,"1,2",,"3,4",,"1,36",,,,,,,,,4,,,,,,,,,,,,,,,,
1037,Bouillie d'Avoine - 300g,3364650000016,,,,['France'],[],[],,,,,,,,,?,,72,,301 kj(72 kcal),,"1,8",,"0,3",,11,,0,,"2,1",,"0,62",,"0,248",,,,,,300 g,,,,,,,,,,,,,,,,,,,
1038,The vert matcha,3364691074274,,,,['France'],[],[],,,,,,,,,?,,400,,1674 kj(400 kcal),,"0,8",,"0,1",,96,,89,,"2,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,Sauce nems - Tang freres - 80ml,3364692063802,"['Tang freres', 'Tang Gourmet']","['Epicerie', 'Sauces', 'Sauces pour nems']",,['France'],"['eau', 'sucre', ""vinaigre d'alcool"", ""extrait d'anchois"", 'sel', 'piment', 'ail', 'disulfite de potassium']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1 g,en faible quantité,0 g,en faible quantité,31 g,en quantité élevée,2.4 g,en quantité élevée,?,,126,-16%,527 kj(126 kcal),-16%,1,+282%,0,-100%,31,-9%,31,+1%,"0,9",-13%,"2,4",-37%,"0,96",-37%,17,+2%,D,+2%,80ml,"['FR 94.028.056 CE', 'Créteil (Val-de-Marne, France)']",,3,,,,,,,,,['Plastique'],['Tang Frères'],"['E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition']",['Poisson'],,,,
1040,Nems au Poulet - Tang freres - 350g,3364693137021,['Tang freres'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats au poulet', 'Nems', 'Nems au poulet']","['Point Vert', 'Fabriqué en France']",['France'],"['viande de poulet ', 'origine UE', ' galette de riz réhydratée ', 'farine de riz', 'eau', 'sel', ' oignon', 'vermicelle de soja ', 'pois', 'amidon de mais', 'eau', 'carotte', 'champignon noir réhydraté', ""châtaigne d'eau"", 'taro', 'sauce de poisson ', ""extrait d'anchois"", 'sel', 'sucre', ' sucre', 'bouillon de poulet en poudre ', 'sel', 'exhausteur de goût : E621 et E635', 'maltodextrine', 'fécule de pomme de terre', 'poudre de poulet déshydratée 6%', ' lactose à partir de lait', 'sucre', 'graisse de poulet 1,6%', 'sauce de soja ', ' fèves de soja ', 'blé', 'maltodextrine', 'sel', 'extrait de levure', 'arômes', 'poivre blanc', 'gingembre en poudre', 'sel ', ' sont antiagglomérant : E535', ' poivre blanc', 'huile de tournesol  ', 'Oleisol', 'antimoussant : E900', 'exhausteur de goût E621']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",5 g,en quantité modérée,1.3 g,en faible quantité,1.8 g,en faible quantité,1.2 g,en quantité modérée,?,,176,-12%,736 kj(176 kcal),-11%,5,-37%,"1,3",+2%,"26,1",+14%,"1,8",-32%,8,+12%,"1,2",-5%,"0,48",-5%,2,-53%,B,-53%,350 g,,C,4,62.8%,18.1%,4.7%,5.0%,2.0%,7.4%,57,,,['Tang Frères'],"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', ""E635 - 5'-ribonucléotide disodique"", 'E535 - Ferrocyanure de sodium', 'E900 - E900 food additive']","['Poisson', 'Gluten']",,,,
1041,Lotus seed paste,3364698365023,,,,['France'],[],[],,,,,,,,,?,,416,,1741 kj(416 kcal),,19,,"7,6",,55,,37,,"5,8",,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,,,,
1042,Gateau de lune aux graines de lotus - Wing Wah,3364698365382,['Wing Wah'],,,['France'],"['SUCRE', 'GRAINES DE LOTUS 30,5%', ""HUILE D'ARACHIDE FARINE DE BLE TENDRE"", 'EAU', ""JAUNE D'?u"", 'E CORRECTEUR DIACIDITE ', 'E501']",[],,,,,,,,,?,,400,,1674 kj(400 kcal),,14,,"4,3",,64,,37,,"5,1",,"0,05",,"0,02",,,,,,,,,,,,,,,,,,,,['E501 - Carbonates de potassium'],"['Gluten', 'Arachides']",,,,
1043,Riz parfumé de Thailande - Pathumthani - 5kg,3364699010519,['Pathumthani'],['Riz thailandait'],,['France'],[],[],1 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,348,,1456 kj(348 kcal),,1,,"0,4",,77,,0,,7,,0,,0,,-1,,A,,5 kg,,,,,,,,,,,,['Sachet plastique'],,,,,,['Thaïlande'],
1044,Millet - Coq - 500g,3364699010625,['Coq'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Millet']",,['France'],['Millet'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",2.5 g,en faible quantité,1 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,1521,,364,+3%,1521 kj(364 kcal),+2%,"2,5",-32%,1,+44%,"73,6",+13%,0,-100%,"10,4",+1%,0,-100%,0,-100%,-2,,A,,500 g,,,1,,,,,,,,,"['Sachet', 'Plastique']",['Supermarché Asie'],,,,,['Chine'],
1045,Riz Parfumé de Thaïlande - Tang Frères,3364699014166,['Tang Frères'],,,['France'],[],[],,,,,,,,,?,,338,,1414 kj(338 kcal),,"0,9",,"0,4",,76,,0,,"6,6",,0,,0,,,,,,,,,,,,,,,,,,,['Tang Frères'],,,,,,
1046,Riz imperial extra parfume - Oiseaux Celestes - 5g,3364699014173,['Oiseaux Celestes'],,,['France'],['RIZ PARFUME DE THAILANDE'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,343,,1435 kj(343 kcal),,"0,9",,"0,4",,76,,0,,"6,6",,0,,0,,,,,,5 g,,,,,,,,,,,,,,,,,,,
