,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,quantity,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,brand,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,traceability_code,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,packaging,manufacturing,link,markets,allergens,nova_score,additives,palm_ingredients,ingredients_origins
1259,Haribo worms,3103220044155,['France'],[],[],?,343,"0,5",78,"5,9",,1435 kj(343 kcal),"0,1",53,,,,['Haribo'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1260,RHUM,3107460005624,['France'],[],[],?,?,?,?,?,,,,,,,,,"['Boissons', 'Boissons alcoolisées', 'Alcools forts', 'Eaux-de-vie', 'Rhums']",,,,,,,,,,,,,,,,,,,,,,,,C,0.0%,41.3%,42.0%,11.2%,3.5%,2.0%,57,,,,,,,,,,
1261,Kassler Fumé,2450725043475,['France'],[],[],?,134,"4,9","0,6","21,8",,561 kj(134 kcal),"2,3","0,4","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262,Nutty mik,3760279580272,['France'],[],[],?,658,58,"7,6","19,6",,2753 kj(658 kcal),"3,2",3,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263,Poulet haut cuisse mariné,162314400192,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264,lou paraïs,3334861004059,['France'],[],[],?,?,?,?,?,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265,Gros Sel piment fou,3760058542231,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266,Gelatine aux pistaches,5400501722930,['France'],[],[],?,171,"12,1",1,15,,715 kj(171 kcal),"4,6","0,8","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267,Mont Blanc -,8719558846566,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268,Sirop à la cerise - Monin,3052911422829,['France'],[],[],?,38,0,"82,9","0,15",,159 kj(38 kcal),0,"82,8",,,,['Monin'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,Wiener Würstchen x3,2531843004378,['France'],[],[],?,251,"21,8","0,5","15,6",,1050 kj(251 kcal),"8,8","0,5","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1270,Miso soup,0886518000615,"['Canada', 'France']",[],[],?,368.42105263158,"10,526","42,105","21,053",,1541 kj(368 kcal),0,"21,053","17,895","7,158",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sachet'],,,,,,,,
1271,Punch au rhum,3683080096728,['France'],[],[],?,?,?,?,?,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272,olives noires - Casino Bio - 110g,3222477383784,['France'],[],[],?,400,38,"7,7","2,3",110 g,1674 kj(400 kcal),"6,7","0,5","4,1","1,64","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01']","['Casino Bio', 'Casino']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Casino'],,,,,
1273,SALADE PIEMONTAISE JAMBON,0202921014504,['France'],[],[],?,149,1,11,3,,623 kj(149 kcal),"0,9","0,6",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1274,Mélange grillé salé,2460100027556,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275,La Turlutte Ambrée - Brasserie artisanale du Matou - 50cl,3770008108042,['France'],[],[],?,?,?,?,?,50 cl,,0,,,,,['Brasserie artisanale du Matou'],"['Boissons', 'Boissons alcoolisées', 'Produits artisanaux', 'Bières', 'Alcools artisanaux', 'Bières françaises', 'Bières ambrées', 'Bières artisanales']",,,,,,,,,,,,,-100%,,,,,,,,,,,C,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,"['Bouteille', 'Verre']",,,,,,,,
1276,Flocons d'avoine complet,37920203,['France'],[],[],?,371,7,60,12,,1552 kj(371 kcal),"1,3",1,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Flocons', 'Flocons de céréales', 'Flocons laminés', ""Flocons d'avoine""]",7 g,en quantité modérée,1.3 g,en faible quantité,1 g,en faible quantité,,,,+1%,+0%,-1%,+4%,+1%,-39%,-2%,,,,,,,,B,82.4%,1.1%,6.8%,7.0%,2.7%,0.0%,79,,,,,,,,,,
1277,Complete mixed fruit bar,080005507692001,['France'],[],[],?,395,12,30,27,,1653 kj(395 kcal),"1,7",19,"0,85","0,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278,Çiğköftem -,,['France'],[],"['Végétalien', 'Végétarien']",?,?,?,?,?,,,,,,,"['Végétarien', 'Végétalien', 'Halal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Boîte', 'Carton']",,,,,,,,
1279,FORESTIÈRE,5413835390317,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280,All Ryez on Me - Brasserie du Grand Paris - 33cl,3770003469704,['France'],"['Eau', ""malt d'orge"", 'malt de seigle', 'houblons', 'levure']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,?,?,?,33 cl,,,,,,['Déconseillé aux femmes enceintes'],['Brasserie du Grand Paris'],"['Boissons', 'Boissons alcoolisées', 'Produits artisanaux', 'Bières', 'Alcools artisanaux', 'Bières françaises', 'Bières artisanales', 'en:India Pale Ale']",,,,,,,,,,,,,,,,,,,,,,,,C,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,"['Bouteille', 'Verre']",,,['AFKraft'],['Gluten'],3,,,
1281,Montebello Vieux Hors D Age,3327420000265,['France'],[],[],?,0,?,?,?,,0 kj(0 kcal),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1282,Imperial Saison Abricot Laurier - Brasserie Iron - 33cl,3770012745400,['France'],"['Eau', 'abricot', ""malt d'orge"", ""flocon d'avoine"", 'laurier', 'houblon', 'levure']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,?,?,?,33 cl,,,,,,['Déconseillé aux femmes enceintes'],['Brasserie Iron'],"['Boissons', 'Boissons alcoolisées', 'Produits artisanaux', 'Bières', 'Alcools artisanaux', 'Bières françaises', 'Bières artisanales', 'Imperial Saison']",,,,,,,,,,,,,,,,,,,,,,,,C,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,"['Bouteille', 'Verre']",,,['AFKraft'],"['Gluten', 'Avoine']",3,,,
1283,Gens de la Lune - Brasserie Pleine Lune - 33cl,3760234121861,['France'],"['Eau', 'malts ', 'contient gluten', 'houblons ', 'Warrior', 'Mosaic', 'Citra', 'levure']",[],?,?,?,?,?,33 cl,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-15', 'Déconseillé aux femmes enceintes']",['Brasserie Pleine Lune'],"['Boissons', 'Boissons alcoolisées', 'Produits artisanaux', 'Bières', 'Alcools artisanaux', 'Bières françaises', 'Bières artisanales', 'Bières blondes']",,,,,,,,,,,,,,,,,,,,,,,,B,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,"['Bouteille', 'Verre']","['Drôme', 'France']",,['AFKraft'],['Gluten'],3,,,
1284,La Rioule East Kent Golding - Brasserie de la Vallée du Giffre - 33cl,3760290890572,['France'],"['Eau', 'malts', 'houblons ', 'East Kent Golding', 'sucre', 'levure']",[],?,?,?,?,?,33 cl,,,,,,['Déconseillé aux femmes enceintes'],['Brasserie de la Vallée du Giffre'],"['Boissons', 'Boissons alcoolisées', 'Produits artisanaux', 'Bières', 'Alcools artisanaux', 'Bières françaises', 'Bières artisanales', 'en:India Pale Ale']",,,,,,,,,,,,,,,,,,,,,,,,C,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,"['Bouteille', 'Verre']",['France'],,,['Gluten'],3,,,
1285,verse eieren . 30 Oeufs frais,5412671112992,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286,Fromage 45 %,3700999200142,['France'],[],[],?,248,"19,6","0,9","16,9",,1038 kj(248 kcal),"13,5","0,9",3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287,"Le savoureux, pâté au foie de canard",3468521209079,['France'],[],[],?,397,"29,69","0,5","15,12",,1661 kj(397 kcal),"12,22","0,13","1,83","0,732",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1288,Moutarde Mi-Forte,3350344343965,['France'],[],[],?,128,"8,9","4,9","6,8",,536 kj(128 kcal),"0,5","2,4","4,2","1,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1289,Pate a tartiner,3770014600080,['France'],[],[],?,563,36,50,"8,4",,2356 kj(563 kcal),"2,7","42,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1290,Grissotto,8024555010507,['France'],[],[],?,430,12,70,10,,1799 kj(430 kcal),"2,1","2,5",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291,Mini rectangle en pain d'épices avec sujet sucre,3279130103111,['France'],[],[],?,356,"0,5",80,"6,7",,1490 kj(356 kcal),"0,2","31,4","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292,Chicorée liquide,2067134036303,['France'],[],[],?,0,?,?,?,,0 kj(0 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293,Coulis Abricot - La Grange aux Fruits,3760175590221,['France'],[],[],?,487,"0,5",28,"0,5",,2038 kj(487 kcal),"0,1",26,"0,1","0,04",,['La Grange aux Fruits'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Sauces', 'Sauces dessert', 'Coulis de fruits', ""Coulis d'abricot""]",0.5 g,en faible quantité,0.1 g,en faible quantité,26 g,en quantité élevée,0.1 g,en faible quantité,,+287%,+285%,+175%,+196%,-5%,-9%,-27%,+376%,+376%,6,+41%,C,+41%,,,,,,,,,,,,,,,,,,,
1294,Morbier NRT,0265085021382,['France'],[],[],?,363,29,0,23,,1519 kj(363 kcal),20,0,"1,3","0,52",,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Morbiers']",29 g,en quantité élevée,20 g,en quantité élevée,0 g,en faible quantité,1.3 g,en quantité modérée,,+3%,+3%,+1%,+3%,-100%,-100%,+2%,-9%,-9%,14,-6%,D,-6%,,D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,
1295,Mimolette jeune Royal Hollandia,0212442009385,['France'],[],[],?,?,?,?,?,,,,,,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Mimolettes', 'Mimolettes jeunes']",,,,,,,,,,,,,,,,,,,,,,,,D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,
1296,Biscuit feuilleté d'amande - 300g,5608653006773,['France'],[],[],?,371,14,"56,4","2,9",300 g,1552 kj(371 kcal),"8,36","37,3","1,05","0,42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1297,Jambon supérieur cuit à l'étouffée - Tradilège,990530101006462007,['France'],[],[],?,113,"2,9","0,4",21,,473 kj(113 kcal),1,"0,4",2,"0,8",,['Tradilège'],"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",2.9 g,en faible quantité,1 g,en faible quantité,0.4 g,en faible quantité,2 g,en quantité élevée,,-14%,-14%,-40%,-46%,-40%,-33%,-0%,+7%,+7%,4,-43%,C,-43%,,E,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,,,,,,
1298,Delice de Tomates - 1kg,3473650100074,['France'],[],[],?,376,37,"6,2","3,4",1 kg,1573 kj(376 kcal),"5,8","3,9","2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 84036D', 'Châteauneuf-de-Gadagne (Vaucluse, France)']",,,,,,,,,,,,,,,,,,
1299,So soja banane passion,0002000000677,['France'],[],[],?,57,"2,2",5,"4,1",,238 kj(57 kcal),"0,3","4,5","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,Miel de Lavande,3760139810648,['France'],[],[],?,?,?,?,?,,,,,,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de lavande']",,,,,,,,,,,,,,,,,,,,,,,,B,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,
1301,Detox drainage,3398984212272,['France'],[],[],?,1,0,"0,2","0,1",,4 kj(1 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1302,Confit de foie de porc,3330180047210,['France'],[],[],?,329,"29,8","1,8","13,4",,1377 kj(329 kcal),"8,3","0,1",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1303,Huile d'olive vierge extra aromatisé à la truffe blanche - Le Comptoir d'Alba - 200ml,3770009372220,['France'],"[""Huile d'olive vierge extra origine Italie"", ""truffe blanche d'Alba séchée "", 'tuber magnatum pico', ' 0,05%', 'arôme naturel']",[],3481,832,"91,7",0,0,200 ml,3481 kj(832 kcal),"13,6",0,0,0,,"[""Le Comptoir d'Alba""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",91.7 g,en quantité élevée,13.6 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,-1%,-3%,-3%,-4%,-3%,,,,-100%,-100%,6,-2%,C,-2%,,C,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,"['Bouteille', 'Verre']",['Italie'],,,,4,,,['Italie']
1304,Protifast crêpe aux pommes,4724918,['France'],[],[],?,395,10,14,62,,1653 kj(395 kcal),0,0,"1,235","0,494",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1305,Spicy cinamon,90000390,['France'],[],[],?,5,0,0,0,,21 kj(5 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1306,Émincés thon fumé,990530101014757822,['France'],[],[],?,102,"0,5","0,5",25,,427 kj(102 kcal),"0,3","0,5","3,3","1,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1307,Grenadine,75241599,['France'],[],[],?,66,5,13,5,,276 kj(66 kcal),1,5,3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1308,Chia pudding Banana,4260439665034,['France'],[],[],?,150,"7,4","12,1","5,2",,628 kj(150 kcal),"3,9","7,7","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309,Pâte aux olives,2411290024405,['France'],[],[],?,309,"29,5","0,3","9,8",,1293 kj(309 kcal),"10,9","0,3","2,17","0,868",,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 66.172.001 CE', 'Saint-Estève (Pyrénées-Orientales, France)']",,,,,,,,,,,,,,,,,,
1310,Houmous extra,3292010609428,['France'],[],[],?,?,?,?,?,,,,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Houmous']",,,,,,,,,,,,,,,,,,,,,,,,B,51.0%,18.6%,11.1%,13.1%,4.9%,1.3%,91,,,,,,,,,,
1311,Purée de fruits surgelée cassis,3276181105002,['France'],[],[],?,28,0,7,0,,117 kj(28 kcal),0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1312,Fritos original,0060410039687,['France'],[],[],?,560,36,54,6,,2343 kj(560 kcal),5,0,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1313,Peanut Butter,5060614800576,['France'],[],[],?,582,46,13,26,,2435 kj(582 kcal),"8,2","6,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1314,Miel de Printemps ou Miel du Jura,3760250040016,['France'],[],[],?,?,?,?,?,,,0,,,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de Printemps']",,,0 g,en faible quantité,,,,,,,,,-100%,,,,,,,,,,,B,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,
1315,Confiture Mirabelles de Lorraine - La Cour d'Orgères,3760194183718,['France'],[],[],?,224,"0,5","55,2","0,6",,937 kj(224 kcal),0,"55,2","0,1","0,04",,"[""La Cour d'Orgères""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1316,ITCHEBAI AU LAIT CHEVRE ET BREBIS,0202747020000,['France'],[],[],?,380,32,1,22,,1590 kj(380 kcal),23,"0,5","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,,
1317,Brie,0205073018437,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1318,Sirop menthe glaciale - Giffard,318029350142,['France'],[],[],?,100,0,76,0,,418 kj(100 kcal),0,76,0,0,,['Giffard'],"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de menthe']",,,,,,,,,,-58%,-59%,-100%,-100%,+24%,+28%,-100%,-100%,-100%,,,,,,B,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,,,,,,,,
1319,Échalote Longue Traditionnelle,3521230003885,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320,Douceur du verger,03174033,['France'],[],[],?,162,5,40,5,,678 kj(162 kcal),1,39,2,"0,8",,['Douceur du Verger'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321,Miel du Bocage Mayennais - Les Ruchers de Saint Martin - 500g,3770007897015,['France'],['Miel'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,?,?,?,?,500 g,,,,,,,['Les Ruchers de Saint Martin'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",,,,,,,,,,,,,,,,,,,,,,,,B,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,['Bocal en verre'],,,,,2,,,
1322,Abbaye N-D De L Annonciation - Confiture De Kiwi Et Banane,3700191005194,['France'],[],[],?,240,"0,32","59,2","0,8",,1004 kj(240 kcal),"0,01","52,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1323,Brioche a l'épautre - Le fournil de Gazergne,3534102050504,['France'],[],[],?,?,?,?,?,,,,,,,,['Le fournil de Gazergne'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches']",,,,,,,,,,,,,,,,,,,,,,,,C,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,,,,,,,
1324,China green tea special gunpowder,6971588950039,['France'],[],[],?,1,0,"0,2","0,1",,4 kj(1 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325,Poivrons rouges et verts,3662444003558,['France'],[],[],?,24,1,"2,2","0,8",,100 kj(24 kcal),"0,3","2,2","0,86","0,344",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1326,Poulet rôti,0206090045598,['France'],[],[],?,0,?,?,?,,0 kj(0 kcal),,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1327,Fraise de Landrethun Lez Ardres - Barquette 250 gr,3435530000058,['France'],[],[],?,0,?,?,?,,0 kj(0 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1328,Encornet,2416850019488,['France'],[],[],?,38,"0,5","0,5",9,,159 kj(38 kcal),"0,1","0,5","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1329,Miel de lavande - 1kg,3770002130087,['France'],[],[],?,?,?,?,?,1 kg,,0,,,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de lavande']",,,0 g,en faible quantité,,,,,,,,,-100%,,,,,,,,,,,B,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,
1330,Velouté de 9 légumes,2958859295277,['France'],[],[],?,48,"1,9","6,7","0,7",,201 kj(48 kcal),"0,2","2,1","0,66","0,264",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,Organic coffee,5425018449231,['France'],[],[],?,0,0,0,0,,0 kj(0 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1332,2000000115793,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333,Sirop d'erable,3700799300196,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334,Tartelettes - 2x 150g,,['France'],[],[],?,234,"9,3",33,"3,2",2 x 150 g,979 kj(234 kcal),"5,2",30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335,Saucisses de Strasbourg,0211185019293,['France'],[],[],?,297,"27,1",11,"12,3",,1243 kj(297 kcal),11,1,"1,96","0,784",,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses de Strasbourg']",27.1 g,en quantité élevée,11 g,en quantité élevée,1 g,en faible quantité,1.96 g,en quantité élevée,,+8%,+8%,+12%,+19%,+669%,-12%,-2%,+1%,+1%,21,+10%,E,+10%,"['FR 56.246.008 CE', 'Sourn (Morbihan, France)']",E,87.6%,6.5%,1.9%,1.1%,0.6%,2.4%,22,,['Barquette en plastique'],,,,,,,,
1336,Poulet Cuit fumé au bois de hêtre et de chêne,2410750032219,['France'],[],[],?,166,"9,5","1,1",19,,695 kj(166 kcal),"2,8","0,8","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337,gorgonzola doux aop,2480967023881,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1338,Amendoas lisas cores - 180g,5604260277636,['France'],[],[],?,420,"6,9",85,"3,6",180 g,1757 kj(420 kcal),"0,7","83,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339,Tablette dor,00566964,['France'],"['Sucre', 'lait en poudre entier', 'beurre de cacao', 'lactosérum en poudre', 'arôme naturel de vanille', 'émulsifiant : lécithines ', 'tournesol', 'Traces de gluten', 'eufs et fruits à coque,']",['Non végétalien'],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"['E322 - Lécithines', 'E100 - Curcumine']",,
1340,Sablés orange pepites chocolat,3592930013429,['France'],[],[],?,435,16,72,"6,4",,1820 kj(435 kcal),"2,1",0,"0,22","0,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341,Blanc de Blancs,3436520124112,['France'],[],[],?,?,?,?,?,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342,Rillettes pur porc,0206600005647,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1343,Des de bacon,2264716023298,['France'],[],[],?,128,"2,9","0,5",25,,536 kj(128 kcal),"1,1","0,5","2,4","0,96",,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 28.027.005 CE', 'Bazoche-Gouet (Eure-et-Loir, France)']",,,,,,,,,,,,,,,,,,
1344,SAUSSICE TOULOUSE SURGELEE X4 SV,3307078000008,['France'],[],[],?,214,16,"0,2","17,4",,895 kj(214 kcal),"6,7","0,001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345,Pavés marinés à l'échalotte,0211108024076,['France'],[],[],?,401,"1,3","0,7",20,,1678 kj(401 kcal),"0,6","0,5",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 35.360.005 CE', 'Vitré (Ille-et-Vilaine, France)']",,,,,,,,,,,,,,,,,,
1346,Gateau bretons - 600g,3328070023987,['France'],[],[],?,492,"24,6",69,"6,7",600 g,2059 kj(492 kcal),"14,4","27,5","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1347,Jus aux 5 herbes,5400706103336,['France'],[],[],?,333,"5,4",39,32,,1393 kj(333 kcal),"1,1",18,"2,3","0,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
