,name,bar_code,quantity,packaging,brand,traceability_code,markets,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,eco_score,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,generic_name,manufacturing,allergens,ingredients_origins,brand_owner,palm_ingredients,link,producer_info
62,Olio extra vergine di oliva originale - Zeta - 250ml,7350002405208,250 ml,,['Zeta'],,,['France'],[],,[],,?,823,3443 kj(823 kcal),92,13,0,0,0,0,0,['sv:Nyckelhål'],D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,-4%,-4%,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,92 g,en quantité élevée,13 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,-4%,-7%,,-100%,-100%,6,-2%,C,-2%,,,,,,,,
63,Chia seeds - 12oz,0039978008442,12 oz,,,,,"['France', 'États-Unis']",['Organic whole chia seeds'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,?,500,2092 kj(500 kcal),"26,92","1,92","38,46",0,"23,08",0,0,"['Bio', 'en:gluten-free']",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Graines']",,+64%,+301%,-4%,+92%,,,,,,,,26.9 g,en quantité élevée,1.92 g,en quantité modérée,0 g,en faible quantité,0 g,en faible quantité,+66%,+121%,-100%,-100%,-100%,-3,,A,,,,,,"Bob's Red Mill Natural Foods, Inc.",,,
64,Bouillon granulé,3760149750040,,,,,,['France'],[],,[],,?,153,640 kj(153 kcal),3,0,28,3,4,59,"23,6",['Halal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Veggine Amande Noisette,4700000001828,,,,,,['France'],[],,[],,?,323,1351 kj(323 kcal),"21,04","10,36","24,95","18,44","2,28","0,05","0,02",['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Confiseur FM chocolatier,3110845350103,,,,,,['France'],[],,[],,?,512,2142 kj(512 kcal),28,14,60,58,"4,3","0,06","0,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Peppermint verbal infusion - Whittard,5022032124450,,,['Whittard'],,,['France'],[],,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Chocolat blanc au yuzu - Valrhona,3395328247877,,,['Valrhona'],,,['France'],[],,[],,?,587,2456 kj(587 kcal),38,23,61,55,0,"0,01","0,004",,E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats blancs']",,+4%,+5%,+14%,-100%,91.5%,4.7%,1.2%,2.1%,0.4%,0.0%,24,38 g,en quantité élevée,23 g,en quantité élevée,55 g,en quantité élevée,0.01 g,en faible quantité,+4%,+6%,+9%,-96%,-96%,27,+1%,E,+1%,,,,,,,,
69,Capsule compatible nespresso lungo - Delhaize,5400113593645,,,['Delhaize'],,['Delhaize'],"['Belgique', 'France']",[],,[],,?,?,,?,,?,,?,,,,,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons chaudes', 'Cafés', 'Dosettes', 'Cafés en dosettes', 'Cafés en dosettes compatible Nespresso']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Contry soft snak - Coop,7613379127266,,,['Coop'],,,['France'],[],,[],,?,471,1971 kj(471 kcal),21,12,59,39,9,"0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,RUST Crispy hazelnuts,5407003840094,,,,,,['France'],[],,[],,?,471,1971 kj(471 kcal),19,"2,3",63,20,"9,6","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,sucre vanillé bio - alsa,11201843,,,['Alsa'],,,['France'],[],,[],,?,?,,?,,?,,?,,,"['Bio', 'Bio européen', 'Commerce équitable', 'AB Agriculture Biologique', 'Max Havelaar']",B,"['Édulcorants', 'Sucres', 'Sucres vanillés']",,,,,,65.2%,10.9%,13.4%,7.2%,3.3%,0.0%,94,,,,,,,,,,,,,,,,,,,,,,,,,
73,Moutarde aux brisures de truffes blanches d'été - Reine de Dijon - 100g e,3563490016922,100 g e,"['Bocal', 'Verre']",['Reine de Dijon'],,,['France'],[],,[],,?,180,753 kj(180 kcal),12,"1,3","5,9","5,7","7,1","5,3","2,12",,B,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",,+6%,+11%,-14%,+8%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,12 g,en quantité modérée,1.3 g,en faible quantité,5.7 g,en quantité modérée,5.3 g,en quantité élevée,+6%,+59%,+48%,+13%,+13%,14,+21%,D,+21%,,,,,,,,
74,Chips de Coco Torréfiées et sucrées au Muscovado - Biosagesse - 90g,3760087360646,90 g,['Sachets'],['Biosagesse'],,,['France'],"['Chair de coco séchée 80 %', 'sucre de canne complet type muscovado 20 %', 'sel']",,[],,?,658,2753 kj(658 kcal),58,55,23,21,"6,2","0,14","0,056",['Bio'],,['Fruits apéritifs'],,,,,,,,,,,,,58 g,en quantité élevée,55 g,en quantité élevée,21 g,en quantité élevée,0.14 g,en faible quantité,,,,,,17,,D,,,['67250'],,"['Philippines', 'Sri Lanka']",,,,
75,Pain d'épices spécial foie gras aux figues séchées - Casino - 150g,3222476445063,150 g,,['Casino'],,['Casino'],['France'],"['Sirop de glucose-fructose - farine de seigle - figues séchées 9,6% - poudres à lever : carbonates de sodium', 'diphosphates - farine de riz - colorant : e150c - cannelle', 'traces de fruits à coque et de lait']","['E500 - Carbonates de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition']","['Sans huile de palme', 'Végétalien', 'Végétarien']",4,1291,304,1291 kj(304 kcal),1,"0,1",69,41,"3,1","0,57","0,228",,B,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', ""Pains d'épices""]",-12%,-10%,-71%,-3%,-29%,61.5%,18.9%,9.5%,5.0%,5.0%,0.0%,90,1 g,en faible quantité,0.1 g,en faible quantité,41 g,en quantité élevée,0.57 g,en quantité modérée,-9%,-92%,+1%,+31%,+31%,11,-22%,D,-22%,Pain d'épices aux figues séchées prétranché,,['Gluten'],,,,,
76,NaturNes Bio - Nestlé,7613035866911,,,"['Nestlé', 'Naturnes']",,,['France'],[],,[],,?,72,301 kj(72 kcal),"0,2","0,1",16,"14,6","0,7","0,003","0,001",['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Winter dreams - Lord Nelson - 44g,20422837,44 g,,['Lord Nelson'],,,"['France', 'Espagne', 'Suisse']",[],,[],,?,0,0 kj(0 kcal),"0,5","0,1","0,5","0,5","0,5",0,0,,,"['Boissons', 'Boissons chaudes']",,-100%,+44%,-90%,-12%,,,,,,,,0.5 g,en faible quantité,0.1 g,en faible quantité,0.5 g,en faible quantité,0 g,en faible quantité,-100%,-37%,-83%,-100%,-100%,1,-78%,B,-78%,Infusión de frutas con naranja y canela,,,,,,,
78,Anchoas del cantábrico - Consorcio,8410628080100,,,['Consorcio'],,,['France'],[],,[],,?,213,891 kj(213 kcal),11,"2,2","0,6",0,28,13,"5,2",,B,"['Produits de la mer', 'Poissons', 'Anchois']",,+5%,-10%,-52%,+33%,64.2%,0.0%,6.1%,25.8%,3.1%,0.8%,78,11 g,en quantité modérée,2.2 g,en quantité modérée,0 g,en faible quantité,13 g,en quantité élevée,+4%,-7%,-100%,+94%,+94%,14,+16%,D,+16%,,,,,,,,
79,Entrecote X 1 250G,3760251770011,,,,"['FR 32.013.021 CE', 'Auch (Gers, France)']",,['France'],[],,[],,?,227,950 kj(227 kcal),17,"8,1",0,0,"18,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,100% Whey Prime - Prozis,5600380896597,,,['Prozis'],,,['France'],[],,[],,?,409,1711 kj(409 kcal),6,"3,6","4,8",4,84,"0,32","0,128",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Suppen Snack - Knorr - 49g,8711200340521,49 g,"['Stück', 'Stück', 'Stück']",['Knorr'],,,"['Autriche', 'France', 'Pays-Bas']",[],,[],,?,50,209 kj(50 kcal),"0,5","0,1",10,"3,8","1,7","0,95","0,38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Risotto poulet champignon - Casino - 300g,3222477075535,300 g,"['Barquette', 'Plastique', 'Carton']",['Casino'],,['Casino'],['France'],"['Eau - viande de poulet rôtie cuite traitée en salaison 17% [viande de poulet ', 'origine : france', ' - eau - saumure ', 'amidon de manioc - sel - dextrose', ' - sirop de sucre caramélisé́] - champignons de paris 17% - crème fraîche - riz long étuvé́ de qualité́ supérieure 13% - vin blanc - échalotes - grana padano ', 'contient_lait_', 'œuf', ' - lactose et protéines de lait - arômes - crème - sel - persil 0,3% - épaississant : gomme xanthane - poivre blanc', ' contient des sulfites', ' traces de gluten', 'soja', 'céleri']",['E415 - Gomme xanthane'],"['Non végétalien', 'Non végétarien']",4,573,137,573 kj(137 kcal),"5,6","3,6",14,"2,1","7,1","1,1","0,44",,B,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à base de riz', 'Plats à la volaille', 'Risottos', 'Plats au poulet', 'Plats préparés à réchauffer au micro-ondes', 'Risottos aux légumes', 'Risottos au poulet', 'Risottos aux champignons']",,+8%,+5%,+9%,+15%,38.0%,25.7%,12.0%,12.8%,6.7%,4.8%,95,5.6 g,en quantité modérée,3.6 g,en quantité modérée,2.1 g,en faible quantité,1.1 g,en quantité modérée,+8%,+30%,+69%,+49%,+49%,4,+54%,C,+54%,"Plat préparé à base de viande de poulet rôtie cuite traitée en salaison, de champignons et de riz.",,"['Œufs', 'Lait', 'Anhydride sulfureux et sulfites']",,,,,
83,Tortilla pomme de terre et poivron rouge,8437007259803,,,,,,['France'],[],,[],,?,140,586 kj(140 kcal),8,"1,6","11,8","1,9","4,6","1,2","0,48",['en:gluten-free'],B,"['Plats préparés', 'Omelettes de pommes de terre']",,-12%,-15%,0%,-12%,70.9%,11.4%,6.8%,5.8%,3.0%,2.1%,76,8 g,en quantité modérée,1.6 g,en quantité modérée,1.9 g,en faible quantité,1.2 g,en quantité modérée,-11%,-9%,+102%,+12%,+12%,5,+33%,C,+33%,,,,,,,,
84,Tomates concassées à l'ail - Heinz,8715700422237,,,['Heinz'],,,['France'],[],,[],,?,26,109 kj(26 kcal),0,0,"4,5",4,"1,5","0,08","0,032","['en:gluten-free', 'Sans arômes ajoutés', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Tartiflette - Toupargel - 400g,3270120541463,400 g,,['Toupargel'],,,['France'],[],,[],,?,174,728 kj(174 kcal),12,"7,7",9,"1,4","6,6","0,68","0,272",,C,"['Surgelés', 'Plats préparés', 'Gratins', 'Gratins de pomme de terre', 'Plats préparés surgelés', 'Tartiflettes']",,+18%,+46%,-15%,+20%,68.3%,16.4%,4.8%,5.7%,2.8%,2.0%,73,12 g,en quantité modérée,7.7 g,en quantité élevée,1.4 g,en faible quantité,0.68 g,en quantité modérée,+22%,+67%,+39%,-7%,-7%,12,+118%,D,+118%,,,,,,,,
86,Nouilles de riz moyennes,0776703268992,,,,,,['France'],[],,[],,?,400,1674 kj(400 kcal),1,0,92,0,8,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Limonade myrtille - l'Auvergne autrement - 75cl,3663911000087,75 cl,"['Bouteille', 'verre']","[""l'Auvergne autrement""]",,,['France'],"['eau gazeuse', 'sucre', 'acide citrique', 'extrait naturel de citron et de myrtille']",['E330 - Acide citrique'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,?,?,,?,,?,,?,,,['Origine France'],,"['Boissons', 'Boissons gazeuses', 'Sodas', 'Limonades', 'Boissons avec sucre ajouté']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Aurillac'],,,,,,
88,Gâteau Basque Crème -,3760022003577,,,,,,['France'],[],,[],,?,?,,?,,?,,?,,,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Siglo Tempranillo rioja - 75cl,8410015026223,75 cl,"['Bouteille', 'Verre', 'Toile']",['Siglo'],,,"['France', 'Espagne']",[],,[],,?,?,,?,,?,,?,,,,D,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges']",,,,,,38.9%,16.2%,33.0%,8.1%,2.4%,1.3%,43,,,,,,,,,,,,,,,,,,,"['Espagne', 'vallée de la Rioja']",,,,,,
90,Muesli floconneux Fruits secs - Bio Village,3564707098663,,,"['Bio Village', 'Marque Repère']",,['Leclerc'],['France'],[],,[],,?,379,1586 kj(379 kcal),"9,4","3,5",60,19,"9,2","0,01","0,004","['Bio', 'Sans sucre ajouté']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Francesco - Ready To Eat - 300g,4000876978812,300g,['Plastikschale'],['Ready To Eat'],,,['France'],"['Salatmischung ', 'Endivien', 'Gemüse in veränderlichen Gewichtsanteilen ', 'Frisée', 'Möhren', 'Lollo Bionda', 'Lollo Rosso', 'Radicchio', '28% Caesar Dressing ', 'Wasser', 'MAGERMILCHJOGHURT 0,1% Fett', 'Rapsöl', 'Zucker', '0,8% Hartkäse 44% Fett i', ' Tr', ' ', 'pasteurisierte KUHMILCH', 'Speisesalz', 'Starterkulturen', 'mikrobielles Lab', 'Branntweinessig', 'pasteurisiertes Eigelb ', 'EIGELB', 'Speisesalz', 'Speisesalz', 'Senf ', 'Was ser', 'SENFKÖRNER', 'Branntweinessig', 'Speisesalz', 'Gewürze', 'Gewürze', 'Verdickungs mittel: Guarkernmehl', 'Xanthan', '6% Edamer 40% Fett i', ' Tr', ' ', 'pasteurisierte MILCH', 'Speises alz', 'Reifungskulturen', 'mikrobielles Lab', 'Calciumchlorid', '6% Kochhinterschinkenstreifen - gepökelt', 'gegart ', 'Schweinefleisch', 'Kochsalz', 'Dextrose', 'Gewürzextrakte', 'Stabilisatoren: Triphosphate', 'Diphosphate', ' Antioxidationsmittel: Natrium-L-Ascorbat', ' Konservierungsstoff: Natriumnitrit']","['E412 - Gomme de guar', 'E415 - Gomme xanthane', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['Non végétalien', 'Non végétarien']",4,?,152,636 kj(152 kcal),11,"2,1","9,2","4,3","4,3","0,8","0,32",['Pur porc'],,"['Plats préparés', 'Salades', 'Salades composées']",,0%,+23%,-9%,-22%,,,,,,,,11 g,en quantité modérée,2.1 g,en quantité modérée,4.3 g,en faible quantité,0.8 g,en quantité modérée,+1%,+56%,+90%,-9%,-9%,4,+163%,C,+163%,,,"['Œufs', 'Lait', 'Moutarde']",,,,,
92,Tomaten soupe - REWE,4388860186789,,,['REWE'],,,['France'],[],,[],,?,42,176 kj(42 kcal),"0,8","0,5","6,5","5,6","1,3","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Lauch kase - REWE - 430g,4388860219791,430 g,"['Kunststoff', 'Pappe']",['REWE'],,,['France'],[],,[],,?,106,444 kj(106 kcal),"7,9","4,5","4,1","1,73","4,2","0,8","0,32",,,"['Plats préparés', 'Soupes']",,+86%,+307%,-29%,+91%,,,,,,,,7.9 g,en quantité modérée,4.5 g,en quantité modérée,1.73 g,en faible quantité,0.8 g,en quantité modérée,+87%,+645%,0%,-8%,-8%,6,+266%,C,+266%,,,,,,,,
94,Édulcorant de table à base d'aspartame,5412503100074,,,,,,['France'],[],,[],,?,358,1498 kj(358 kcal),0,0,"78,6","72,9","9,6","0,1","0,04",,,"['Édulcorants', 'Additifs alimentaires', 'Succédanés du sucre', 'Édulcorants de table']",,+75%,-100%,+27%,+806%,,,,,,,,0 g,en faible quantité,0 g,en faible quantité,72.9 g,en quantité élevée,0.1 g,en faible quantité,+67%,-100%,+204%,-96%,-96%,,,,,,,,,,,,
95,Organic french truffles - Truffettes De France,3472710015198,,,['Truffettes De France'],,,['France'],[],,[],,?,643,2690 kj(643 kcal),54,44,31,29,"4,3","0,03","0,012","['Bio', 'Bio européen', 'Agriculture durable', 'FR-BIO-01', 'Fabriqué en France', 'en:UTZ Certified']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Ananas,8718868968098,,,,,,['France'],[],,[],,?,50,209 kj(50 kcal),0,0,13,10,"0,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Tisane aux canneberges - erabliere du moulin,0058089005041,,['paquet carton et sachet individuel papier'],['erabliere du moulin'],,['Casino'],['France'],"[""TISANE AUX CANNEBERGES Inerédients: Fleurs d'hibiscus"", 'herbe de citronnelle', 'feuilles de bouleau', 'saveurs naturelles', ""baies d'églantier"", 'baies de genévrier', 'acide citrique', 'écorce de cannelle', ""fruits d'anis étoilé"", 'racine de réglisse', 'clous de girofle', 'fruits de canneberge']",['E330 - Acide citrique'],[],,?,?,,?,,?,,?,,,,,"['Boissons', 'Boissons sans alcool', 'Tisanes infusées']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Bio tea fruits rouges et herbes,7640107817700,,,,,,['France'],[],,[],,?,19,79 kj(19 kcal),"0,5","0,1","4,9","4,9","0,5","0,01","0,004",['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Sauce bearnaise - Gastromer,3269660003807,,,['Gastromer'],,,['France'],[],,[],,?,138,577 kj(138 kcal),10,"6,3","8,8","3,8","1,6","0,78","0,312",,D,"['Epicerie', 'Sauces', 'Sauces béarnaises']",,-69%,-77%,+82%,+37%,82.5%,9.1%,4.3%,2.2%,1.2%,0.8%,39,10 g,en quantité modérée,6.3 g,en quantité élevée,3.8 g,en faible quantité,0.78 g,en quantité modérée,-68%,+12%,+59%,-52%,-52%,10,-39%,C,-39%,,,,,,,,
100,Gelée Extra Ananas,3328382531323,,,,,,['France'],[],,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Hershey's Cookie Layer Crunch,0034000343270,,,"[""Hershey's""]",,,['France'],[],,[],,?,200,837 kj(200 kcal),12,7,19,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Klet's sandia - Fini,8410525209277,,,['Fini'],,,"['France', 'Espagne']",[],,[],,?,161,674 kj(161 kcal),0,0,67,0,0,0,0,,E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,-55%,-100%,-20%,-100%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,-55%,-100%,-100%,-100%,-100%,2,-86%,B,-86%,,,,,,,,
103,Palets a la menthe - Deluxe,20344450,,,['Deluxe'],,,['France'],[],,[],,?,437,1828 kj(437 kcal),14,"8,9",75,68,"2,3","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Nustikao - 600g,3281040500218,600 g,,,,,['France'],[],,[],,?,525,2197 kj(525 kcal),29,10,59,58,"5,5","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Breakfast Tea - Conad,8003170007871,,,['Conad'],,['Conad'],"['France', 'Italie']",[],,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Baguette Quinoa 250g - 250g,2030503851463,250 g,,,,,['France'],[],,[],,?,0,0 kj(0 kcal),?,,?,,?,0,0,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Baguettes', 'Baguettes au quinoa']",,-100%,,,,46.8%,27.9%,16.1%,8.1%,1.1%,0.0%,95,,,,,,,0 g,en faible quantité,-100%,,,-100%,-100%,,,,,,,,,,,,
107,Protein whey,3760103006732,,,,,,['France'],[],,[],,?,442,1849 kj(442 kcal),"9,7","0,1",11,"0,5",77,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Foie gras de canard entier des Landes - Monoprix - 110g,3350030200619,110 g,,"['Monoprix', 'Monoprix Gourmet']","['FR 40.281.001 CE', 'Saint-Pierre-du-Mont (Landes, France)']",['Monoprix'],['France'],['foie gras de canard des Landes - sel - poivre - sucre'],,[],3,?,543,2272 kj(543 kcal),56,24,"2,2","0,9","7,5","1,3","0,52","['Sans nitrite de sodium', 'Label Rouge']",B,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras de canard entiers']",,+3%,+3%,-8%,-0%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,56 g,en quantité élevée,24 g,en quantité élevée,0.9 g,en faible quantité,1.3 g,en quantité modérée,+3%,+3%,-32%,+8%,+8%,21,+1%,E,+1%,,,,,,,,
109,Nat & Form Ail Bio 200 Gélules,3535400014564,,,['Nat & Form'],,,['France'],[],,[],,?,?,,?,,?,,?,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Pastilles au miel liquide - 270g,3301080002623,270 g,,,,,['France'],[],,[],,?,?,,?,,?,,?,,,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Crème dessert chocolat BIO - Auchan - 380g,3596710457830,380 g,,['Auchan'],"['FR 76.329.001 CE', 'Gruchet-le-Valasse (Seine-Maritime, France)']",['Auchan'],['France'],[],,[],,?,152,636 kj(152 kcal),55,"3,2",22,20,"4,2","0,1","0,04","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Fabriqué en France', 'Nutriscore']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Porridge,4002809018367,,,,,,['France'],[],,[],,?,142,594 kj(142 kcal),3,"1,6",19,7,"8,7","0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Beaujolais Nouveau -,3660989120549,,,,,,['France'],[],,[],,?,?,,?,,?,,?,,,,C,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Beaujolais', 'Beaujolais nouveau']",,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,,,,,,,,,,,,,,['France'],,,,
114,Pacoquinha Tablete Yoki,7891095016686,,,['Yoki'],,,"['Brésil', 'France']",[],,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Skyr fraise - Arla - 450g,4016241030580,450 g,"['pp-pot', 'card-sleeve']",['Arla'],,,['France'],[],,[],,?,73,305 kj(73 kcal),"0,5","0,1","7,7","7,2","9,2","0,12","0,048",,C,"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Desserts lactés', 'Fromages à la crème', 'Skyr']",,+7%,+36%,+19%,-1%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,0.5 g,en faible quantité,0.1 g,en faible quantité,7.2 g,en quantité modérée,0.12 g,en faible quantité,+7%,-45%,+23%,+13%,+13%,-4,,A,,,,,,,,,
116,Dairy Milk Silk Chocolate,8901233028859,,,,,,['France'],[],,[],,?,534,2234 kj(534 kcal),"31,1",19,"58,5","55,5","7,8",15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Financier - Carrefour - 150gr,3523680266810,150gr,,['Carrefour'],,['Carrefour'],['France'],[],,[],,?,?,,?,,?,,?,,,,D,"['Biscuits et gâteaux', 'Gâteaux', 'Financiers']",,,,,,88.7%,6.4%,2.2%,1.6%,1.1%,0.0%,35,,,,,,,,,,,,,,,,,,,,,,,,,
118,Thé pur ceylan - 50g,3516840097225,50 g,,,,,['France'],[],,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Toblerone White Tiny 200G,7622210413901,,,['Toblerone'],,,['France'],[],,[],,?,535,2238 kj(535 kcal),"29,5",18,62,62,"6,1","0,23","0,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Ruffles sweet & spicy,0060410032862,,,['Ruffles'],,,['France'],[],,[],,?,540,2259 kj(540 kcal),32,3,54,4,6,"0,66","0,264",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Gateau a la creme de coco,3760196420040,,,,,,['France'],[],,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Patanjali doodh biscuits,8902351222389,,,,,,['France'],[],,[],,?,470,1966 kj(470 kcal),"17,8",0,"70,4","20,4","0,1","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Pâte à tartiner Cacahuète,3258590007078,,,,,,['France'],[],,"['Végétalien', 'Végétarien']",,?,554,2318 kj(554 kcal),43,"8,9",32,28,8,"0,14","0,056","['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Fraises,5411683221043,,,,,,['France'],[],,[],,?,33,138 kj(33 kcal),"0,5",0,6,2,"0,8","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Skyr rhubarbe vanille,5690527728003,,,,,,['France'],[],,[],,?,78,326 kj(78 kcal),"0,2","0,1","8,9","8,9",10,"0,08","0,032",,D,"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Desserts lactés', 'Fromages à la crème', 'Skyr']",,+15%,-46%,+38%,+7%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,0.2 g,en faible quantité,0.1 g,en faible quantité,8.9 g,en quantité modérée,0.08 g,en faible quantité,+14%,-45%,+52%,-25%,-25%,-4,,A,,,,,,,,,
