,name,bar_code,packaging,brand,markets,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,categories,labels,ingredients_origins,traceability_code,additives,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,palm_ingredients,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,manufacturing,link,producer_info,brand_owner,origin_detail
28,Milka Nuss Nougat - 300g,7622200004515,,['Milka'],,"['Autriche', 'France']","['Sucre', 'beurre de cacao', 'lactosérum en poudre ', 'de lait', 'huile de palme', 'noisettes entières', 'poudre de lait écrémé', ""pâte d'amandes "", '5,5%', 'pâte de cacao', 'beurre concentré', 'pâte de noisettes ', '2 %', 'cacao en poudre', 'émulsifiants ', 'lécithine de soja', 'lécithine de tournesol', 'arômes', ' Peut contenir blé']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,563,2356 kj(563 kcal),36,17,51,49,7,"0,33","0,132",300 g,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait', 'Chocolats fourrés', 'Chocolats au lait fourrés']",,,,['E322i - Lécithine'],"['Lait', 'Soja']",4,36 g,en quantité élevée,17 g,en quantité élevée,49 g,en quantité élevée,0.33 g,en quantité modérée,,+2%,+2%,+5%,-6%,-3%,-1%,+8%,+69%,+69%,28,+10%,E,+10%,['Huile de palme'],E,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,,,,,
29,Pim's Jaffa cake - LU - 147g,7622210187062,"['Sachet', 'Plastique', 'PP', '♷']","['LU', 'Mondelez']",,"['France', 'Roumanie']","['sirop de glucoză-fructoză', 'zahăr', 'ciocolată 15% [zahăr', 'masă de cacao', 'unt de cacao', 'emulsificatori ', 'lecitină din soia', 'E476', 'aromă]', 'făină de grâu', 'ouă', 'amidon din cartofi', 'suc concentrat de vișine ', '1,5%', 'agent de umezire ', 'glicerină', 'ulei de rapiță', 'agenți de gelificare ', 'pectine', 'corectori de aciditate ', 'acid citric', 'acid malic', 'citrați de sodiu', 'coloranți ', 'carmin', 'caroteni', 'arome', 'sare', 'agenți de afânare ', 'carbonați de amoniu', 'emulsificator ', 'E471']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",?,367,1536 kj(367 kcal),"7,4","3,6","70,5","49,5","3,3","0,2","0,08",147 g,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,,,"[""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", 'E422 - Glycérol', 'E330 - Acide citrique', 'E296 - Acide malique', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]","['Œufs', 'Gluten', 'Soja']",4,7.4 g,en quantité modérée,3.6 g,en quantité modérée,49.5 g,en quantité élevée,0.2 g,en faible quantité,,-23%,-23%,-64%,-64%,+10%,+68%,-49%,-66%,-66%,16,-19%,D,-19%,,C,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,Biscuits avec gelée (52%) au goût de cerises couvert avec chocolat (15%),,,,,
30,Goût Cheese (lot de 4) - Tuc - 4 * 100g,7622210191359,"['Sachet', 'Plastique']",['Tuc'],,['France'],[],[],?,484,2025 kj(484 kcal),23,"9,9",60,"6,9",8,"2,7","1,08",4 * 100 g,"['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs']",,,,,,,23 g,en quantité élevée,9.9 g,en quantité élevée,6.9 g,en quantité modérée,2.7 g,en quantité élevée,,+4%,+3%,+16%,+83%,+1%,+76%,-19%,+35%,+35%,24,+56%,E,+56%,,B,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,,,,,,
31,Biscuits Tuc Bacon - Lu,7622210191366,,['Lu'],,['France'],"['Farine de blé', 'graisse de palme', 'sirop de glucose', ""extrait de malt d'orge"", 'poudre à lever ', ""carbonate acide d'ammonium"", 'carbonate acide de sodium', 'œufs', 'sel', 'arômes ', 'contient lait', 'arôme bacon', 'arôme de fumée', 'exhausteurs de goût ', 'glutamate monosodique', 'inosinate disodique', 'guanylate disodique', 'agent de traitement de la farine ', 'sulfite de sodium', 'concentré de carotte noire', 'colorants ', 'E120', 'E160c', 'émulsifiant ', 'lécithine de tournesol']","['Huile de palme', 'Non végétalien', 'Non végétarien']",?,480,2008 kj(480 kcal),22,"9,9",61,7,"7,9","2,63","1,052",,"['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs']",,,,"[""E503ii - Carbonate acide d'ammonium"", 'E500ii - Carbonate acide de sodium', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E631 - Inosinate disodique', 'E627 - Guanylate disodique', 'E221 - Sulfite de sodium', '', 'Risque élevé de sur-exposition', 'E120 - Acide carminique', 'E160c - Extrait de paprika', 'E322i - Lécithine']","['Œufs', 'Gluten', 'Lait']",4,22 g,en quantité élevée,9.9 g,en quantité élevée,7 g,en quantité modérée,2.63 g,en quantité élevée,,+3%,+2%,+11%,+83%,+3%,+79%,-20%,+31%,+31%,22,+43%,E,+43%,['Huile de palme'],C,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,Crackers goût bacon,,,,,
32,Milka - Tassimo - 240g,7622210288738,"['Plastique', 'Capsules']",['Tassimo'],,['France'],"['Sucre', 'lait écrémé en poudre ', '22 %', 'lait entier en poudre', 'cacao maigre en poudre ', '9 %', 'sirop de glucose en poudre ', 'de lait', 'graisse de noix de coco totalement hydrogénée', 'sel', 'arômes', 'protéines de lait', 'stabilisant ', 'E340', 'anti-agglomérant ', 'E551', 'émulsifiants ', 'E471', 'E433', 'lécithine de soja']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",267,?,267 kj(64 kcal),"1,2",1,"10,5","9,7",2,"0,19","0,076",240 g,['Chocolats chauds'],,,,"['E340 - Orthophosphates de potassium', '', 'Risque élevé de sur-exposition', 'E551 - Dioxyde de silicium', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E433 - Monooléate de polyoxyéthylène de sorbitane', '', 'Risque modéré de sur-exposition', 'E322i - Lécithine']","['Lait', 'Soja']",4,1.2 g,en faible quantité,1 g,en faible quantité,9.7 g,en quantité modérée,0.19 g,en faible quantité,,,,,,,,,,,1,,B,,,,,,,,,,,Préparation pour boisson sucrée au cacao avec lait écrémé en poudre,,,,,
33,Oeufs Tendre au lait - Milka - 200g,7622210316813,"['Sachet', 'Plastique', 'Aluminium']",['Milka'],"['Cora', 'Delhaize']","['Belgique', 'France']","['Sucre', 'beurre de cacao', 'poudre de lait écrémé', 'lactosérum en poudre ', 'de lait', 'pâte de cacao', 'beurre concentré', 'graisses végétales ', 'palme', 'noix de coco', 'pâte de noisettes', 'émulsifiant ', 'lécithine de soja', 'arôme']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",2270,545,2270 kj(545 kcal),"31,5","19,5",58,"57,5","5,8","0,4","0,16",200 g,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Aliments de Pâques', 'Œufs de Pâques', 'Œufs en chocolat fourrés']",,,,['E322i - Lécithine'],"['Lait', 'Fruits à coque', 'Soja']",4,31.5 g,en quantité élevée,19.5 g,en quantité élevée,57.5 g,en quantité élevée,0.4 g,en quantité modérée,-2%,-1%,-1%,-7%,+5%,+8%,+12%,-7%,+122%,+122%,26,+2%,E,+2%,,,,,,,,,,Chocolat au lays du pays Alpin fourré crème confiseur (33%) au lait,,,,,
34,Biscuits goût chocolat/lait choco au blé complet Prince,7622210450340,,['Prince'],,['France'],"['@BISCUITS FOURRÉS PARFUM LAIT ET CHOCOLAT ', '35%', ' 6', ' Farine de blé 34,1 %', 'sucre', 'huiles végétales ', 'palme', 'colza', 'farine complète de blé 15,1 %', 'sirop de glucose', 'cacao maigre en poudre 0%', 'lactose et protéines de lait', 'amidon de blé', 'lait entier en poudre 0,8 0% ', 'équivalent lait entier 6,4 9%', 'poudre à lever ', ""carbonate acide d'ammonium"", 'carbonate acide de sodium', 'diphosphate disodique', 'émulsifiants ', 'lécithine de soja', 'lécithine de tournesol', 'sel', 'lait écrémé en poudre 0,25 ', 'équivalent lait écrémé 2,6 0%', 'arômes', ' Peut contenir oeuf']","['Huile de palme', 'Non végétalien']",?,475,1987 kj(475 kcal),19,"6,2",69,34,"5,9","0,52","0,208",,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Biscuits fourrés']",['Goût choco'],,,"[""E503ii - Carbonate acide d'ammonium"", 'E500ii - Carbonate acide de sodium', 'E450i - Pyrophosphate de sodium acide', 'E322i - Lécithine']","['Lait', 'Soja']",4,19 g,en quantité modérée,6.2 g,en quantité élevée,34 g,en quantité élevée,0.52 g,en quantité modérée,,+1%,+1%,-1%,-27%,+3%,+3%,+2%,-6%,-6%,16,-19%,D,-19%,['Huile de palme'],D,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,,,,,,
35,Bubbly - Milka - 90g,7622210476838,['Plastic'],['Milka'],['Mas'],"['France', 'Espagne']","['Azúcar', 'manteca de cacao', 'leche desnatada en polvo', 'pasta de cacao', 'suero de leche en polvo', 'grasa de leche', 'avellanas molidas', 'emulgentes ', 'lecitina de soja', 'E476', 'aroma natural', ' Cacao: 30% mínimo', ' Puede contener otros frutos de cáscara y trigo']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,534,2234 kj(534 kcal),30,18,58,57,"6,3","0,36","0,144",90 g,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']",,,,"[""E476 - Esters polyglycériques d'acides gras d'huile de ricin""]",['Soja'],4,30 g,en quantité élevée,18 g,en quantité élevée,57 g,en quantité élevée,0.36 g,en quantité modérée,,-3%,-3%,-13%,-8%,+12%,+16%,-12%,+55%,+55%,26,+2%,E,+2%,,E,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,,,,,
36,Toblerone White Chocolate Large Bar,7622210496669,"['360 g', 'paper-bag', 'card-box']",['Toblerone'],,['France'],"['Sucre', 'lait entier en poudre', 'beurre de cacao', 'miel ', '3,0%', 'amandes ', '1,6%', 'émulsifiant ', ' lécithine de soja', ""blanc d'œuf"", 'arôme,']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,537,2247 kj(537 kcal),29,18,62,62,"6,1","0,2","0,08",,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Chocolats', 'Chocolats blancs']",['Fabriqué en Suisse'],,,['E322i - Lécithine'],"['Œufs', 'Fruits à coque', 'Soja']",4,29 g,en quantité élevée,18 g,en quantité élevée,62 g,en quantité élevée,0.2 g,en faible quantité,,-5%,-5%,-20%,-17%,+16%,+23%,-9%,-22%,-22%,26,-3%,E,-3%,,E,91.5%,4.7%,1.2%,2.1%,0.4%,0.0%,24,,,,,,
37,Cracotte - Tartines craquantes au froment enrichies en fer - Lu,7622210503435,,['Lu'],,['France'],"['Céréales 97,8 % ', 'farine de blé 97,2 %', 'farine de seigle', 'sucre', 'lait écrémé en poudre', 'sel', 'huile de palme', 'minéral ', 'diphosphate ferrique', 'émulsifiant ', 'lécithine de tournesol']","['Huile de palme', 'Non végétalien']",?,387,1619 kj(387 kcal),"2,7",1,78,"7,8",11,"1,69","0,676",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Tartines craquantes']",,,,['E322i - Lécithine'],"['Gluten', 'Lait']",4,2.7 g,en faible quantité,1 g,en faible quantité,7.8 g,en quantité modérée,1.69 g,en quantité élevée,,+2%,+1%,-41%,-3%,+10%,+40%,+11%,+91%,+91%,9,+195%,C,+195%,['Huile de palme'],B,65.1%,19.7%,8.5%,5.9%,0.7%,0.0%,90,,,,,,
38,Chocolat au lait - Milka,7622210720528,"['Pot', 'Tablette']",['Milka'],,['France'],[],[],?,530,2218 kj(530 kcal),29,18,59,58,"6,3","0,37","0,148",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Pépito chocolat au lait - Lu - 192g e,7622210746047,"['Boite', 'Carton', 'étui', 'Plastique', 'Sachet']","['Lu', 'Pépito', 'Mondelez', 'Kraft Food', 'Unilever']",,['France'],"['Farine de blé 51 %', 'chocolat au lait 27 % [sucre', 'pâte de cacao', 'beurre de cacao', 'lactosérum en poudre ', 'de lait', 'lait écrémé en poudre', 'graisses végétales ', 'palme et karité en proportions variables', 'beurre pâtissier', 'émulsifiants ', 'lécithine de soja', 'E476', 'lactose ', 'de lait', 'arôme]', 'huile de palme', 'sucre', 'lactosérum en poudre ', 'de lait', 'noix de coco', 'sirop de glucose-fructose', 'sel', 'poudre à lever ', 'carbonate acide de sodium', ""carbonate acide d'ammonium"", ""correcteur d'acidité "", 'orthophosphate monocalcique', 'arômes']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,491,2054 kj(491 kcal),22,12,65,30,"7,3","0,69","0,276",192 g e,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Biscuits sablés', 'Sablés nappés de chocolat', 'Biscuits au chocolat au lait']",,,,"['E322i - Lécithine', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", 'E500ii - Carbonate acide de sodium', ""E503ii - Carbonate acide d'ammonium"", 'E341i - Phosphate monocalcique']","['Gluten', 'Lait', 'Soja']",4,22 g,en quantité élevée,12 g,en quantité élevée,30 g,en quantité élevée,0.69 g,en quantité modérée,,-2%,-2%,-8%,0%,+4%,+10%,+5%,-8%,-8%,22,+2%,E,+2%,['Huile de palme'],D,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,,,,,,
40,Bolacha Triunfo Digestive Go - Mondelez,7622300324216,,['Mondelez'],,['France'],[],[],?,495,2071 kj(495 kcal),21,"4,7",69,56,"6,7","1,68","0,672",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Philadelphia ail et fines herbes - 150g,7622300441951,"['Frais', 'Barquette', 'Couvercle', 'Plastique']","['Philadelphia', 'Kraft', 'Kraft Foods', 'Mondelèz International']",['Carrefour'],"['Belgique', 'France']","['Lait entier', 'crème', 'préparation de protéines de lait', 'crème', 'perméat de lactosérum concentré', 'ail', 'sel', 'persil', 'basilic', 'stabilisants ', 'farine de graines de caroube', 'carraghénanes', 'acidifiant ', 'acide citrique', 'Au lait pasteurisé']",['Non végétalien'],?,220,920 kj(220 kcal),20,"6,7","4,6","4,4","5,4","1,1","0,44",150 g,"['Produits laitiers', 'Produits fermentés', 'Produits à tartiner', 'Produits laitiers fermentés', 'Produits à tartiner salés', 'Fromages', 'Frais', 'Fromages de vache', 'Fromages pasteurisés', 'Fromages à tartiner', 'Fromages à la crème', 'en:uncured-soft-cheese-spreadable-around-30-40-fat-flavoured']",,,['DE NI 12060 EG'],"['E410 - Gomme de caroube', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique']","['Céleri', 'Lait', 'Moutarde']",4,20 g,en quantité modérée,6.7 g,en quantité élevée,4.4 g,en faible quantité,1.1 g,en quantité modérée,,-20%,-19%,-21%,-61%,+51%,+71%,-35%,-8%,-8%,9,-31%,C,-31%,,D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,Spécialité fromagère pasteurisée à l'ail et aux fines herbes,"['Kraft Foods Deutschland Production GmbH & Co. KG - Deiler Weg 3', '29683 Bad Fallingbostel', 'Basse-Saxe', 'Allemagne']","https://www.philadelphia-france.fr/gamme-produit-Philadelphia/Philadelphia%20Ail%20,-a-,%20Fines%20herbes?depth=1&categoryId=2838&provider={031ACA54-1573-43D9-9196-71AA1B8E3384}",,,
42,Biscuits Barni With Cocoa Creme - Barnier,7622300509606,,['Barnier'],,['France'],"['Farine de blé', 'sirop de glucose-fructose', 'oeuf 12,3%', 'sucre', 'huile de colza', 'chocolat 6% [pâte de cacao', 'sucre', 'cacao maigre en poudre', 'émulsifiant ', 'lecithine de soja', ']', 'stabilisant ', 'glycérol', 'poudre de lait écrémé 3,4%', 'poudre de_ lait_ entier 2,2%', 'amidon de blé', 'poudres à lever ', 'diphosphates', 'carbonates de sodium', 'émulsifiants ', ""esters lactiques des mono - et diglycérides d'acides gras"", ""esters polyglycériques d'acides gras"", 'lécithine de soja', 'sel', 'cacao maigre en poudre', 'arôme', '\r Chocolat contient: cacao 55% minimum,']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",?,402,1682 kj(402 kcal),16,"3,1",58,29,6,"0,8","0,32",,,"['Sans conservateurs', 'Entrepreneurs + Engagés']",,,"['E322i - Lécithine', 'E422 - Glycérol', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', ""E472b - Ester diacétyl-lactique de mono- et diglycérides d'acides gras"", ""E475 - Esters polyglycériques d'acides gras""]","['Œufs', 'Gluten', 'Lait', 'Soja']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Coice Cannabis Ice Tea -  - 250ml,7640114940187,,,,"['France', 'Suisse']",[],[],132,32,132 kj(32 kcal),"0,1",0,"7,9","7,5","0,1","0,01","0,004",250ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Chiefs Vanilla Drive Milk Protein - 330ml,7640151710033,['Bouteille'],['Chiefs'],,"['France', 'Suisse']","['43% lait partiellement écrémé', 'eau', '7% concentré de protéines lactiques', '0', '1% extrait de vanille Bourbon', 'agent de charge: polydextrose', ' stabilisant: cellulose microcristalline', ' amidon modifié', 'arôme', 'aliment colorant: concentré de carotte', ' édulcorants: sucralose', 'acésulfame K', ' acidifiant: acide lactique', ' sel comestible']",['Non végétalien'],223,?,223 kj(53 kcal),"1,1","0,7","2,8","2,5","7,9","0,13","0,052",330 ml,"['Boissons', 'Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Boissons lactées', 'Boissons fermentées', 'Boissons lactées fermentées', 'Yaourts', 'Yaourts à boire', 'Yaourts à boire sans sucres']","['Sans sucre ajouté', 'Sans colorants', 'Sans lactose']",,,"['E1200 - Polydextrose', 'E460i - Cellulose microcristalline', 'E14XX - Amidons modifiés', 'E955 - Sucralose', 'E950 - Acésulfame K', 'E270 - Acide lactique']",,4,1.1 g,en faible quantité,0.7 g,en faible quantité,2.5 g,en quantité modérée,0.13 g,en faible quantité,,,+77%,+162%,+560%,-30%,-13%,+221%,-11%,-11%,2,-67%,C,-67%,,E,67.5%,13.2%,8.7%,6.1%,3.6%,1.0%,32,,,,,,
45,Protein pudding caramel city - Chiefs - 1,7640151711221,['Pot'],['Chiefs'],['Coop'],"['France', 'Suisse']","['mit SüBungsmitteln', 'ohne Zuckerzusatz cellose Caramel-Geschmack Zutaten: Milch ', '1,65% Fett', 'pasteurisiert', '8,5%Milchprtenkonzentrat', 'Stabilisatoren: sodique dulorante c sucralose', 'arômes naturels', ' catra㎡ Carrageen', 'Natrium-Carboxymethylcellulose SüBungsmittel: Acesulfam K', 'Sucralose']",[],?,72,301 kj(72 kcal),"1,5","1,1","4,6","4,6",10,"0,22","0,088",1,['ProtéinesPetit-déjeuner'],"['Contient du lait', 'Sans sucre ajouté', 'Sans lactose']",,,['E955 - Sucralose'],,4,1.5 g,en faible quantité,1.1 g,en faible quantité,4.6 g,en faible quantité,0.22 g,en faible quantité,,,,,,,,,,,-3,,A,,,,,,,,,,,,['Allemagne'],https://www.chiefs.ch/fr/produits/protein-pudding.html,,,
46,Multigrano,7803480001078,,,,"['Chili', 'France']",[],[],?,270,1130 kj(270 kcal),"6,8","1,3",42,"5,1",10,"0,4","0,16",,,['Sans colorants'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,"Kaktus 4 Friends, Erdbeer - Nestlé - 86g, 90ml",8000300312546,"['Plastik', 'Stück', 'PAP']",['Nestlé'],,"['Autriche', 'France', 'Allemagne']",[],[],?,297,1243 kj(297 kcal),19,14,32,30,"< 0,5","< 0,01","0,004","86 g, 90 ml","['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Bâtonnets glacés']",,,,,,,19 g,en quantité modérée,14 g,en quantité élevée,30 g,en quantité élevée,0.01 g,en faible quantité,,+7%,+6%,+17%,+26%,+10%,+17%,-83%,-93%,-93%,19,+16%,E,+16%,,B,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,,,,,
48,Arancia rossa - Zuegg - 1l,8000340478332,,"['Zuegg', 'Skipper']",,"['France', 'Italie', 'Espagne']",[],[],?,49,205 kj(49 kcal),0,0,12,11,"0,2","0,02","0,008",1 l,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits']",['Sans gluten'],,,,,,0 g,en faible quantité,0 g,en faible quantité,11 g,en quantité élevée,0.02 g,en faible quantité,,+9%,+10%,-100%,-100%,+15%,+14%,-41%,+90%,+90%,15,+122%,E,+122%,,C,36.8%,6.4%,25.7%,17.4%,10.7%,2.9%,70,Bevanda al gusto arancia rossa e arancia bionda,,,,,
49,Loacker Wafer Cremkakao GR. 45X4,8000380000562,,['Loacker'],,"['France', 'Italie']","['farina di frumento', 'olio di cocco', 'sciroppo di glucosio', 'zucchero', 'cacao magro 9% nella crema', 'destrosio', 'siero di latte in polvere', 'cioccolato 5% nella crema ', 'zucchero', 'massa di cacao', 'farina di scia', 'latte scremato in polvere', ""estratto di malto d'orzo"", 'nocciole', 'agenti lievitanti ', 'carbonato acido di sodio', 'difosfato disodico', 'sale', 'emulsionante lecitine di soia', 'bacche di vaniglia Bourbon', 'spezie', ' Pub contenere mandorle', ' Senza coloranti né conservanti', ' Conservare in luogo fresco ed asciuttoe']",['Non végétalien'],?,511,2138 kj(511 kcal),26,22,59,28,"7,7","0,3","0,12",,['it:Wafer biscotti'],,,,"['E500ii - Carbonate acide de sodium', 'E450i - Pyrophosphate de sodium acide']","['Gluten', 'Fruits à coque']",4,26 g,en quantité élevée,22 g,en quantité élevée,28 g,en quantité élevée,0.3 g,en quantité modérée,,,,,,,,,,,23,,E,,,,,,,,,,,,,,,,
50,Krumiri Classiques - Bistefani - 10.58oz,8000520101241,,['Bistefani'],,"['France', 'Italie']","['1% msg sol 300 g e oz BISCOTTI ""KRUMIRV\'', ' farina ZUCChero', 'olio di palma', 'uova', 'burro', 'mie\\e', 'saxe', 'Pub contenere frutta a guscio e soia', ' COnservare in luogo asctutto e Iontano da ca\\ore', ' PRODOTTO FABBRICATO IN ITAUA', ' Da consumarsi preferibilmente entro retro ""KRUMIRI"" COOKIES', ' oil', 'butter', ' honey', 'salti flavourings', ' MAY CONTAIN AND soy', ' Store ln ad ', 'lace', ' far from heat PRODUCT Best before: see back of pack BISCUIT de oeufs,', ' beurre miel', 'sel ccn:eaf fruits ac ue et so le voir au dos']","['Huile de palme', 'Non végétalien']",?,51,213 kj(51 kcal),22,10,65,25,"7,5","0,21","0,084",10.58 oz,,['Fabriqué en Italie'],,,,"['Œufs', 'Lait', 'Soja']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
