,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,quantity,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,packaging,allergens,nova_score,ingredients_origins,manufacturing,markets,additives,traceability_code,palm_ingredients,link
1098,Fonds d'Artichauts - Bien Vu - 210g,3660992060146,['Bien Vu'],['France'],"[""Fonds d'artichauts"", 'eau', 'sel', 'acidifiant : acide citrique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",119,?,119 kj(28 kcal),0,0,4,1,2,"0,8","0,32",,210 g,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Légumes tiges', 'Artichauts', 'Artichauts en conserve', ""Coeurs d'artichauts""]",0 g,en faible quantité,0 g,en faible quantité,1 g,en faible quantité,0.8 g,en quantité modérée,-17%,,-30%,-100%,-100%,-13%,-18%,+24%,-6%,-6%,-5,,A,,53.3%,26.8%,7.3%,6.0%,4.3%,2.1%,56,Fonds d'Artichauts en conserve,['Conserve'],,3,,['Espagne'],['Super U'],['E330 - Acide citrique'],,,
1099,"Champignons De Paris Pieds Et Morceaux Bien Vu,",3660992060177,['Bien vu'],['France'],[],[],?,24,100 kj(24 kcal),0,0,3,"0,3","2,1",,,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Champignons et produits dérivés', 'Champignons', 'Champignons en conserve', 'Champignons de Paris en conserve']",0 g,en faible quantité,0 g,en faible quantité,0.3 g,en faible quantité,,,,+9%,+14%,-100%,-100%,+257%,-4%,-7%,,,,,,,56.0%,0.0%,0.0%,16.0%,22.9%,5.1%,98,,,,,,,,,,,
1100,Champignons de Paris pieds et morceaux - Bien vu - 800g,3660992060184,['Bien vu'],['France'],"['Champignons de Paris', 'eau', 'sel', 'acidifiant : acide citrique', 'antioxygène : acide ascorbique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",102,?,102 kj(24 kcal),"0,4",,3,,"2,1",,,,800 g,A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Champignons et produits dérivés', 'Champignons', 'Champignons en conserve', 'Champignons de Paris en conserve']",0.4 g,en faible quantité,,,,,,,+29%,,+16%,+19%,,+257%,,-7%,,,,,,,56.0%,0.0%,0.0%,16.0%,22.9%,5.1%,98,Champignons de Paris pieds et morceaux,['Conserve'],,3,,,,"['E330 - Acide citrique', 'E300 - Acide ascorbique']",,,
1101,Tomates entières pelées au jus - Bien vu ! - 765g,3660992060207,['Bien vu !'],['France'],"['Tomates entières 60%', 'jus de tomates', ""correcteur d'acidité : acide citrique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",103,?,103 kj(25 kcal),"0,1",,"3,5",,"1,7",,,"['Point Vert', 'Eco-Emballages']",765 g,A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Tomates et dérivés', 'Tomates', 'Tomates en conserve', 'Tomates pelées']",0.1 g,en faible quantité,,,,,,,-1%,,+1%,-65%,,-6%,,+47%,,,,,,,67.0%,0.0%,0.0%,15.7%,13.1%,4.3%,97,Tomates pelées,"['Boîte', 'Conserve', 'Métal']",,1,,,,['E330 - Acide citrique'],,,
1102,Cassoulet Bien Vu 4 / 4,3660992065004,['Bien Vu'],['France'],"['Cassoulet Ingrédients Sauce ', 'eau', 'concentré de tomate', 'farine de blé', 'sel', 'haricots blancs précuits 33%', 'charcuterie et viande [saucisses fumees et saucisson ', 'viande de porc ', 'Union Européenne', 'gras de porc et viande de dinde ', 'Union Européenne', 'eau', 'viande séparée mécaniquement de porc ', 'Union Européenne', 'farine de blé', 'couenne de porc', 'sel', 'protéines de soja', 'conservateurs : E250 - E316', 'stabilisants : E450 - E452', 'plasma de porc', 'protéines de lait', 'fibres de pois', 'épices et aromate', 'viande de porc taitée en salaison ', 'viande de porc ', 'Union Européenne', ' ', ' eau ', ' sel ', ' conservateur : E250 ', ' stabi!isants : E451 ', 'E452', 'l', '% exprimés sur le poids net total']","['Non végétalien', 'Non végétarien']",?,117,490 kj(117 kcal),"4,8","1,6","9,5",1,"7,4","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Gluten', 'Lait']",4,,,,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition']",,,
1103,Gratin Dauphinois - Bien Vu! - 850g,3660992065073,['Bien Vu!'],['France'],"['Rondelles de pommes de terre 60% ', 'antioxydant : E300', 'conservateur : disulfite de sodium', 'eau', 'crème fraîche 4,5%', 'amidon modifié de maïs', 'sel', 'fromage fondu 0,3% [fromage dont emmental', 'eau', 'beurre', 'poudre de lactosérum', 'eau', 'sels émulsifiants : E331', 'sel', 'arôme naturel de fromage ', 'dont lait', ']', 'protéines de lait', 'épices et aromates', 'arôme naturel']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",248,?,248 kj(59 kcal),"1,2","0,8",10,"0,5","1,3","0,73","0,292",,850 g,B,"['Conserves', 'Plats préparés', 'Gratins', 'Gratins de pomme de terre', 'Plats préparés en conserve', 'Gratins dauphinois']",1.2 g,en faible quantité,0.8 g,en faible quantité,0.5 g,en faible quantité,0.73 g,en quantité modérée,-42%,,-49%,-79%,-78%,-11%,-69%,-62%,+3%,+3%,2,-57%,B,-57%,54.5%,21.7%,7.8%,8.5%,4.4%,3.1%,89,,"['Conserve', 'Métal']","['Lait', 'Anhydride sulfureux et sulfites']",4,,,,"['E300 - Acide ascorbique', 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E331 - Citrates de sodium']","['FR 56.117.002 CE', 'Locminé (Morbihan, France)']",,
1104,"Pâté De Campagne Bien Vu,",3660992065110,['Bien vu'],['France'],[],[],?,338,1414 kj(338 kcal),31,13,"3,6",1,11,"1,7","0,68",,,D,"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté', 'Pâtés de porc', 'Pâtés de campagne']",31 g,en quantité élevée,13 g,en quantité élevée,1 g,en faible quantité,1.7 g,en quantité élevée,,+9%,+9%,+15%,+29%,+49%,+9%,-23%,+2%,+2%,21,+11%,E,+11%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,,,,
1105,"Purée Nature Bien Vu,",3660992075003,['Bien vu'],['France'],"['Versez dans une casserole 400 ml dleau et 400 ml de lait demi-écrémé et salez à votre convenance', ' Chauffez jusqulà ébullition', ' Versez le liquide dans le plat à purée', ' Versez les flocons en les répartissant dans le liquide', ' Attendez que les flocons aient absorbé tout le liquide', ' Tournez doucement sans battre', ' Ajoutez selon votre goût : beurre', 'crème fraîche', ""jaune d'œuf"", 'etc', ' Votre purée est alors prête à être servie']",['Non végétalien'],?,336,1406 kj(336 kcal),"0,2","0,1","71,6","1,8","7,2","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Œufs', 'Lait']",,,,,,,,
1106,Chips - Bien vu! - 200g,3660992075010,['Bien vu!'],['France'],"['Pommes de terre 64%', 'huile de tournesol 34%', 'sel']","['Sans huile de palme', 'Végétalien', 'Végétarien']",2266,?,2266 kj(542 kcal),34,"3,1",51,"0,5",6,"1,3","0,52",,200 g,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre', ""Chips de pommes de terre à l'huile de tournesol""]",34 g,en quantité élevée,3.1 g,en quantité modérée,0.5 g,en faible quantité,1.3 g,en quantité modérée,+2%,,+1%,+2%,+4%,+0%,-61%,+2%,-2%,-2%,9,-17%,C,-17%,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,Chips de pommes de terre,"['Sachet', 'Plastique']",,3,,,['Super U'],,,,
1107,Riz long thaï - U - 1kg,3660992080038,"['U', 'Bien vu!']",['France'],['Riz long thaï'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,352,1473 kj(352 kcal),"1,1","0,3","77,3","0,1","7,6",0,0,['Point Vert'],1 kg,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz parfumés', 'Riz de variété indica', 'Riz long grain']",1.1 g,en faible quantité,0.3 g,en faible quantité,0.1 g,en faible quantité,0 g,en faible quantité,,+5%,+4%,+5%,+22%,+7%,-60%,+1%,-100%,-100%,-1,,A,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,Riz long thaï,['sachet plastique'],,1,['Thaïlande'],,['Super U'],,,,
1108,Riz Basmati - Bien Vu - 1kg,3660992080045,"['Bien Vu', 'U']",['France'],['Riz Iong Basmati'],[],?,353,1477 kj(353 kcal),"1,1","0,3","76,6",1,"8,1",0,0,['Point Vert'],1 kg,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz parfumés', 'Riz de variété indica', 'Riz long grain', 'Riz blanc', 'Riz Basmati', 'Riz Basmati blancs']",1.1 g,en faible quantité,0.3 g,en faible quantité,1 g,en faible quantité,0 g,en faible quantité,,+11%,+9%,+15%,+49%,+13%,+365%,+6%,-100%,-100%,-3,,A,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,Riz log,['Sachet plastique'],,,,,['Super U'],,,,
1109,"Huile De Tournesol Bien Vu,",3660992115013,['Bien vu'],['France'],"['pouf Vit Conseils de conservation Consommer de pteterence avant tin : voir sut la bouteille', ' Volume e 3Le']",[],?,900,3766 kj(900 kcal),100,11,0,0,0,0,0,,,,['Matières grasses'],100 g,en quantité élevée,11 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+12%,+12%,+13%,-52%,-100%,-100%,-100%,-100%,-100%,11,-3%,D,-3%,,,,,,,,,,,,,,,,,,
1110,Mayonnaise à l'huile de colza - Bien vu,3660992120000,['Bien vu'],['France'],"['ln rédients : p', 're 57""', 'vragre dalcml', 'de Dîicn ', 'eau', 'de moutarde', ' da!cccl', 'sel', 'mfsant : acide : disulfite de Wassium', ': ondcn tnlŒmé de pxnme eçassants', ' gomme de • xar,ztw', 'ret arôme', 'cûTants : • çonseils de conservat on']",[],?,641,2682 kj(641 kcal),70,"5,9",2,"1,7","0,7","1,2","0,48",,,D,"['Epicerie', 'Sauces', 'Mayonnaises']",70 g,en quantité élevée,5.9 g,en quantité élevée,1.7 g,en faible quantité,1.2 g,en quantité modérée,,+5%,+5%,+6%,-5%,-26%,+16%,-43%,-10%,-10%,18,+1%,D,+1%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,['Moutarde'],,,,,,,,
1111,"Moutarde Forte Bien Vu, - 370g",3660992120017,['Bien vu'],['France'],"['Eau', 'graines de moutarde', ""vinaigre d'alcool"", 'sel', 'antioxydant : disulfite de potassium', 'acidifiant : acide citrique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,149,623 kj(149 kcal),"11,5","0,8","3,2","2,7","7,2","6,5","2,6",,370g,B,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",11.5 g,en quantité modérée,0.8 g,en faible quantité,2.7 g,en faible quantité,6.5 g,en quantité élevée,,-12%,-12%,+6%,-2%,-54%,-30%,+10%,+38%,+38%,9,-22%,C,-22%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,"['Moutarde', 'Anhydride sulfureux et sulfites']",3,,,,"['E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique']",,,
1112,"Cornichons Fins Au Vinaigre Bien Vu,",3660992120048,,['France'],[],[],?,15,63 kj(15 kcal),"0,4","0,09","2,3","0,63","1,4",,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons', 'Cornichons au vinaigre']",0.4 g,en faible quantité,0.09 g,en faible quantité,0.63 g,en faible quantité,,,,-25%,-20%,+36%,+60%,+17%,-49%,+28%,,,,,,,,,,,,,,,,,,,,,,,,
1113,"Vinaigrette Nature Allégée Bien Vu,",3660992120109,['Bien vu'],['France'],"['Ingrédients Eau', ' huile de colza 25%', 'vinaigre de vin blanc ', 'contient des sulfites', "" et vinaigre d'alcool"", 'moutarde de Dijon ', 'eau', 'graine de moutarde', 'sel', 'conservateur', ' acidifiant El', 'sucre', 'é de de citron concentré', 'coloran caroténoïdes ar&ne']",[],?,240,1004 kj(240 kcal),25,"1,7","2,9","1,7","0,7","1,8","0,72",,,D,"['Epicerie', 'Sauces', 'Sauces salades', 'Vinaigrettes', 'Vinaigrettes allégées en matières grasses']",25 g,en quantité élevée,1.7 g,en quantité modérée,1.7 g,en faible quantité,1.8 g,en quantité élevée,,-10%,-10%,-8%,-31%,-31%,-30%,+28%,-1%,-1%,10,-17%,C,-17%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,"['Moutarde', 'Anhydride sulfureux et sulfites']",3,,,,,,,
1114,Poivre blanc moulu - Bien vu! - 100g,3660992120123,['Bien vu!'],['France'],['Poivre blanc moulu'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,308,1289 kj(308 kcal),2,"0,47",59,0,"12,5",0,0,['Fabriqué en Allemagne'],100 g,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Poivres', 'Poivres blancs']",2 g,en faible quantité,0.47 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,+1041%,+409%,+155%,+178%,+532%,-100%,+372%,-100%,-100%,,,,,41.9%,0.0%,34.8%,11.8%,11.5%,0.0%,94,Poivre blanc moulu,['Pot'],,1,,,,,"['EMB 84031M', 'Carpentras (Vaucluse, France)']",,
1115,Concentre de tomate BIEN VU,3660992125005,['Bien vu'],['France'],['Tomates'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,100,418 kj(100 kcal),"0,5","0,15","17,3",16,"4,3","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,Panache,3660992140022,,['France'],[],[],?,43,180 kj(43 kcal),"5,12",0,"5,12","1,41","0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,Jus D'orange Bien Vu 1L,3660992160037,['Bien vu'],['France'],[],[],?,40,167 kj(40 kcal),"0,03","0,01",9,9,"0,7","0,02","0,008",,,,['Boissons'],0.03 g,en faible quantité,0.01 g,en faible quantité,9 g,en quantité élevée,0.02 g,en faible quantité,,-29%,-31%,-91%,-92%,-20%,-5%,+41%,-52%,-52%,2,-74%,C,-74%,,,,,,,,,,,,,,,,,,
1118,Gruyère - Eco+,3660992310029,['Eco+'],['France'],"['EMMENTAL RAPE FROMAGE À PÂTE PRESSÉE CUITE Ingrédients Emmental 98% ', 'lait pasteurisé de vache ', 'Origine : France', 'sel', 'dont lait', 'enzyme coagu- lante', 'fécule de pomme de terre']",['Non végétalien'],?,388,1623 kj(388 kcal),30,21,"2,5","0,5",27,"0,64","0,256",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lait'],,,,,,,,
1119,"Camembert Au Lait Pasteurisé Bien Vu, 20%MG, - 250g",3660992310043,['Bien vu'],['France'],"['Camembert ln rédients LaÌde vache pasturisé ', 'origine France', 'sel', 'ferments ', 'dont lait', ' FR 51', '145', '001 CE - FR 50', '453', '001 CE La lettre située à côté de la DLUO indique le lieu de conditionnement']",['Non végétalien'],?,265,1109 kj(265 kcal),21,15,~ 0,~ 0,19,"1,4","0,56",,250 g,C,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Camemberts', 'Fromages pasteurisés', 'Camemberts pasteurisés']",21 g,en quantité élevée,15 g,en quantité élevée,0 g,en faible quantité,1.4 g,en quantité modérée,,-3%,-3%,-2%,-1%,-100%,-100%,-2%,-2%,-2%,14,0%,D,0%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,3,,,,,"['FR 51.145.001 CE', 'Chenay (Marne, France)', 'FR 50.453.001 CE', 'Sainte-Cécile (Manche, France)']",,
1120,"Mozzarella (18,5% MG) - 220 g - Bien Vu (U) - 220g (125g net égoutté)",3660992310128,"['Bien vu', 'U']",['France'],"['Lait de vache pasteurisé', 'sel', ""correcteur d'acidité : acide citrique"", 'coagulant microbien', 'ferments']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",1016,?,1016 kj(243 kcal),"18,5",,"1,5",,18,,,"['Point Vert', 'Eco-Emballages']",220 g (125 g net égoutté),D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Frais', 'Fromages de vache', 'Fromages italiens', 'Fromages à pâte filée', 'Mozzarella', 'Fromages pasteurisés', 'Fromages industriels']",18.5 g,en quantité modérée,,,,,,,-21%,,-21%,-29%,,+5%,,+3%,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,Fromage à pâte filée italien au lait de vache pasteurisé,"['Sachet plastique', 'Frais']",,3,,['Allemagne'],['Super U'],['E330 - Acide citrique'],['DE ST 201 EG'],,
1121,"Fromage fondu (19,5% MG) - Bien vu - 400g",3660992310173,"['Bien vu', 'Bien Vu!']",['France'],"['Lait écrémé reconstitué', 'fromages', 'beurre', 'lactosérum', 'sels de fonte : E452', 'E331', 'E450', 'E339', 'épaississants : E407', 'E415', 'E410']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,240,1004 kj(240 kcal),"19,5",14,7,7,9,"1,8","0,72",,400 g,C,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages fondus']",19.5 g,en quantité modérée,14 g,en quantité élevée,7 g,en quantité modérée,1.8 g,en quantité élevée,,-6%,-5%,-3%,+4%,+29%,+74%,-23%,-10%,-10%,15,-3%,D,-3%,79.5%,12.0%,2.9%,3.6%,1.6%,0.4%,49,,['Carton'],['Lait'],4,,,['Hyper U'],"['E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E331 - Citrates de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E339 - Phosphates de sodium', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane', 'E410 - Gomme de caroube']",,,
1122,Bûche de chevvre - Bien Vu - 180gr,3660992310180,['Bien Vu'],['France'],[],[],?,?,,?,,?,,?,,,,180gr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,Pate Feuilletee Bien Vu 230G - 230g,3660992315031,['Bien vu'],['France'],"['Pâte feuilletée prête à dérouler ln rédients Fqripe de blé', 'eau', 'préparation de matières grasses alcool étkyfpisse de palme', 'huile de tournesol', "" de traitemenqtU{'e ageni Traces éventuelles de lait tNSeiWdœconsorvation""]",[],?,345,1443 kj(345 kcal),15,"6,8",41,"0,9","6,6","1,1","0,44",,230 g,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes à tarte', 'Pâtes feuilletées']",15 g,en quantité modérée,6.8 g,en quantité élevée,0.9 g,en faible quantité,1.1 g,en quantité modérée,,-9%,-9%,-31%,-40%,+6%,-40%,+13%,+9%,+9%,13,-21%,D,-21%,75.8%,9.6%,3.8%,2.8%,1.7%,6.3%,51,Pâte Feuilletée avec de la matière grasse végétale,,,,,,,,,,
1124,Lardons nature - Bien Vu ! - 200g,3660992320059,['Bien Vu !'],['France'],"['Poitrine de porc ', 'origine UE', 'eau', 'sel', 'sirop de glucose', 'dextrose', 'antioxydant : érythorbate de sodium', 'conservateur : nitrite de sodium']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1199,?,1199 kj(287 kcal),"26,2","10,7","1,3","1,1","12,2","3,7","1,48","['Point Vert', 'Eco-Emballages']",200 g,E,"['Viandes', 'Charcuteries', 'Frais', 'Charcuteries diverses', 'Porc', 'Allumettes de porc', 'Lardons de porc', 'Lardons de porc natures', 'Poitrine de porc', 'Charcuteries à cuire']",26.2 g,en quantité élevée,10.7 g,en quantité élevée,1.1 g,en faible quantité,3.7 g,en quantité élevée,+12%,,+12%,+25%,+38%,+50%,+50%,-24%,+48%,+48%,23,+17%,E,+17%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,Lardons nature crus,"['Frais', 'Barquette', 'Plastique', 'Opercule', 'Film plastique', 'Sous atmosphère protectrice']",,4,['Union européenne'],"[""Société Aubret (Filiale Groupe d'aucy) - ZI Route de Maumusson - 44540 Saint-Mars-la-Jaille"", 'Loire-Atlantique', 'Pays de la Loire', 'France']",['U Express'],"['E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['FR 44.180.004 CE', 'Saint-Mars-la-Jaille (Loire-Atlantique, France)', 'EMB 44180C', 'Saint-Mars-la-Jaille (Loire-Atlantique, France)']",,
1125,Salami danois - Continental foods,3660992320080,['Continental foods'],['France'],[],[],?,499,2088 kj(499 kcal),?,17,?,"0,5",16,"3,4","1,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,Saucisson à l'ail nature - Bien vu! - 400g,3660992320097,['Bien vu!'],['France'],"['Viande de porc ', 'origine UE', ' 35%', 'viande de porc séparée mécaniquement ', 'origine UE', 'eau', 'plasma de porc', 'sel', 'stabilisants : diphosphates et triphosphates', 'lactose', 'dextrose', 'levures lactiques', 'fibre végétales ', 'blé', 'ail 0,2%', 'protéines de lait', 'arômes', 'protéines de sang', 'antioxydant : érythorbate de sodium', 'conservateur : nitrite de sodium', 'colorant : carmin de cochenille']","['Non végétalien', 'Non végétarien']",1305,?,1305 kj(312 kcal),29,"11,3","1,3","1,2",12,"2,5",1,,400 g,E,"['Viandes', 'Charcuteries', 'Saucissons', ""Saucissons à l'ail""]",29 g,en quantité élevée,11.3 g,en quantité élevée,1.2 g,en faible quantité,2.5 g,en quantité élevée,+15%,,+13%,+30%,+32%,+18%,+68%,-25%,+18%,+18%,23,+19%,E,+19%,80.5%,12.7%,2.9%,1.1%,0.6%,2.3%,21,Saucisson à l'ail nature,"['Plastique', 'Sous-vide']","['Gluten', 'Lait']",4,['Union européenne'],,['U Express'],"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E120 - Acide carminique']","['FR 44.180.004 CE', 'Saint-Mars-la-Jaille (Loire-Atlantique, France)', 'EMB 44180C', 'Saint-Mars-la-Jaille (Loire-Atlantique, France)']",,
1127,Jambon cuit supérieur avec couenne - Bien Vu! - 180g,3660992320103,['Bien Vu!'],['France'],"['Jambon de porc ', 'origine France', 'couenne et gras de porc', 'eau', 'sel', 'dextrose', 'sirop de glucose', 'antioxydant : érythorbate de sodium', 'arôme', 'conservateur : nitrite de sodium']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",653,?,653 kj(156 kcal),8,"3,5",1,"0,6",20,"2,25","0,9",['Qualité supérieure'],180 g,C,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",8 g,en quantité modérée,3.5 g,en quantité modérée,0.6 g,en faible quantité,2.25 g,en quantité élevée,+29%,,+19%,+67%,+90%,+49%,+1%,-5%,+20%,+20%,13,+84%,D,+84%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,"['Barquette', 'Plastique']",,4,['France'],['France'],['Super U'],"['E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['EMB 14752B', 'Villers-Bocage (Calvados, France)']",,
