,name,bar_code,eco_score,generic_name,quantity,packaging,brand,categories,labels,ingredients_origins,link,markets,sales_countries,ingredients_list,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,manufacturing,additives,palm_ingredients,origin_detail,producer_info,brand_owner
0,Lait d'Amande Chocolat - La Mandorle - 400g,3760030721319,C,Préparation Instantanée pour Lait d'Amande au Chocolat,400g,"['Boîte', 'Métal']",['La Mandorle'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Boissons végétales de fruits à coque', ""Laits d'amande""]","['Bio', 'Végétarien', 'Ecocert', 'Bio européen', 'en:gluten-free', 'Végétalien', 'Source de calcium', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Sans lactose', 'Sans soja', 'Source de fer', 'en:Source-de-magnesium']","['Italie', 'Espagne', 'Sicile']",http://lamandorle.com/fr/les-poudres/11-lait-d-amande-au-chocolat.html,['www.cnola.eu'],['France'],"['amandes instantanée 35% ', ""composée d'amandes déshuilées partiellement"", 'sirop de riz déshydraté', ""fibre d'acacia"", 'chocolat 20% ', 'cacao 32%', 'sucre', 'cacao maigre 10%', 'fécule de riz', 'extrait de vanille', ""arôme naturel d'amande""]",['Fruits à coque'],"['Végétalien', 'Végétarien']",4,7 g,en quantité modérée,2 g,en quantité modérée,23 g,en quantité élevée,0.03 g,en faible quantité,?,,95,+150%,397 kj(95 kcal),+150%,7,+229%,2,+706%,62,+1567%,23,+733%,15,+1640%,"0,03",-66%,"0,012",-66%,2,+1261%,B,+1261%,82.5%,2.9%,5.0%,5.8%,2.9%,0.8%,27,,,,,,,
1,Châtaignes cuites et pelées bio - INOVFRUIT - 200g,3760032460117,C,Châtaignes,200g,"['Sous-Vide', 'Carton', 'Plastique']",['INOVFRUIT'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Châtaignes']","['Bio', 'Bio européen', 'Sans gluten', 'en:EG-Öko-Verordnung', 'FR-BIO-16', 'Point Vert', 'Sans colorants', 'Sans conservateurs', 'Nutriscore', 'Pretes-a-servir']",,,"['Biocoop', 'Biocoop Caluire']","['France', 'Allemagne']",['100% CHÂTAIGNES bio'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,1 g,en faible quantité,0.25 g,en faible quantité,7.2 g,en quantité modérée,0.007 g,en faible quantité,953,+42%,225,+35%,953 kj(225 kcal),+40%,1,-25%,"0,25",-5%,"48,8",+56%,"7,2",+4%,"2,7",+4%,"0,007",-93%,"0,003",-93%,-8,,A,,93.6%,0.0%,0.0%,2.6%,3.4%,0.4%,58,,,,,,,
2,Protifoie - Foie de morue sans sel - De Bardo - 120g,3760036481811,E,,120 g,['Conserve'],['De Bardo'],"['Produits de la mer', 'Poissons', 'Morues', 'Foies de poissons', 'Foies de morue']","['Peu ou pas de sel', 'Sans sel']",['Islande'],,,['France'],"['Foie de morue ', 'huile exsudée', ' ', '100%']",['Poisson'],"['Non végétalien', 'Non végétarien']",1,52 g,en quantité élevée,8.5 g,en quantité élevée,0 g,en faible quantité,0.09 g,en faible quantité,2253,+15%,545,+23%,2253 kj(545 kcal),+22%,52,+7%,"8,5",+2%,14,+491%,0,-100%,"4,9",-19%,"0,09",-90%,"0,036",-90%,14,-14%,D,-14%,93.2%,0.0%,0.9%,5.2%,0.5%,0.1%,14,['IS 516 EFTA'],,,,,,
3,Confiture corse extra Orange Amère bio - JEAN PAUL VINCENSINI ET FILS - 360g,3760036843626,C,,360 g,"['Bocal', 'Verre', 'métal']",['JEAN PAUL VINCENSINI ET FILS'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'agrumes"", ""Confitures d'oranges amères""]","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01']","['France', 'Corse']",,,['France'],"['Orange amère de Corse', 'sucre de canne roux', 'pectine de fruit si nécessaire', "" *Issu de l'agriculture biologique""]",,[],4,0.3 g,en faible quantité,0 g,en faible quantité,48.8 g,en quantité élevée,0 g,en faible quantité,?,,235,+1%,983 kj(235 kcal),+1%,"0,3",+34%,0,-100%,"54,5",-2%,"48,8",-9%,"0,4",-8%,0,-100%,0,-100%,11,+10%,D,+10%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,"['France', 'Corse']",['E440 - Pectines'],,,,
4,Sandwich B'up Panini - La Boulangère - 260g e,3760049797091,B,,260 g e,"['Sachet', 'Plastique']",['La Boulangère'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains spéciaux', 'Pains panini', 'Pains aux graines']","['Point Vert', 'Fabriqué en France', 'Agri-Éthique France']",,,,['France'],"['Farine de blé', 'eau', 'graines de lin 6,3 %', 'levure', ""farine d'orge maltée torréfiée"", 'huile de colza', 'gluten de blé', 'sucre', 'arôme ', 'contient alcool', 'épaississant gomme de guar', ""émulsifiant : mono - et diglycérides d'acides gras"", 'conservateur : propionate de calcium', ' Traces éventuelles de sésame et de soja']",['Gluten'],"[""Pourrait contenir de l'huile de palme"", 'Peut-être végétalien', 'Peut-être végétarien']",4,5.1 g,en quantité modérée,0.7 g,en faible quantité,2.7 g,en faible quantité,1.3 g,en quantité modérée,?,,280,+5%,1172 kj(280 kcal),+4%,"5,1",+68%,"0,7",+55%,48,-4%,"2,7",-10%,"8,7",+5%,"1,3",-3%,"0,52",-3%,0,-100%,B,-100%,56.7%,22.9%,13.4%,6.1%,0.9%,0.0%,93,,['France'],"['E412 - Gomme de guar', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E282 - Propionate de calcium']",,,,
5,"Un bol de riz à Ceylan - risotto mijoté aux légumes, pois chiches et lait de coco - Karine & Jeff - 380g",3760052230615,,,380 g,"['Pot', 'Verre', 'Couvercle', 'Métal']","['Karine & Jeff', 'Le bonheur est dans le pot']",['Plats-prepares-vegetariens'],"['Bio', 'Végétarien', 'Bio européen', 'Sans gluten', 'Agriculture non UE', 'Végétalien', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,['Biocoop Caluire'],['France'],"['Eau pure du parc régional du Haut - Languedoc', 'courgettes* ', '16%', 'céleri* ', '11 %', 'lait de coco* ', '11 %: extrait de noix de coco*', 'eau', 'navets* ', '11% France', 'oignons* ', '5,3%', 'poivrons rouges* ', '5', '3 %', 'poivrons verts* ', '5,3%', 'tomates* ', '5,3 % France', 'riz rond complet* ', '4,8%', 'raisins secs*', 'pois chiches* ', '1,1% Sud-Ouest', 'sel de Guérande garanti Nature & Progrès', 'huile de tournesol première pression à froid* ', 'Sud-Ouest', 'coriandre*', 'cumin*', 'fenugrec*', 'fenouil*', 'poivre*', 'cannelle*', 'cardamome*', 'curcuma*', "" *Ingrédients issus de l'agriculture biologique""]",['Céleri'],"['Végétalien', 'Végétarien']",3,2.8 g,en faible quantité,1.9 g,en quantité modérée,2.9 g,en faible quantité,0.8 g,en quantité modérée,?,,66,,276 kj(66 kcal),,"2,8",,"1,9",,"7,6",,"2,9",,"1,5",,"0,8",,"0,32",,2,,B,,,,,,,,,,['France'],,,,,
6,"Fondant Patate Douce, Tofu, Ricotta - Karine & Jeff - 380g",3760052231827,,,380 g,"['Pot', 'Verre', 'Couvercle', 'Métal']","['Karine & Jeff', 'Le bonheur est dans le pot']","['Conserves', 'Plats préparés', 'Plats préparés en conserve']","['Bio', 'en:gluten-free', 'Point Vert', 'Fabriqué en France']","['France', 'Sud-Ouest de la France']",,,['France'],"['Patates douces* ', '41 %', 'oignons*', 'tofu* ', 'eau', 'soja* ', 'origine France', ' ', '18 %', 'tomates*', 'fromage ricotta* ', 'lait*', ' ', '3 %', 'huile de tournesol vierge première pression à froid* ', 'origine Sud-Ouest', 'crème de soja* ', 'eau', 'soja décortiqué* ', 'origine France', 'persil*', 'sel marin non raffiné', 'ciboulette*', 'poivre*', ""\r*Ingrédients issus de l'agriculture biologique""]","['Lait', 'Soja']",['Non végétalien'],3,4.1 g,en quantité modérée,0.6 g,en faible quantité,4.1 g,en faible quantité,1 g,en quantité modérée,?,,94,-12%,393 kj(94 kcal),-12%,"4,1",-12%,"0,6",-60%,"9,4",+21%,"4,1",+159%,"3,9",-36%,1,+11%,"0,4",+11%,1,-12%,B,-12%,,,,,,,,,['France'],,,,,
7,Galettes biologiques - Crêperie de Guerlédan - 280g (x 4),3760080260035,B,,280 g (x 4),"['Sachet', 'Plastique']",['Crêperie de Guerlédan'],"['Crêpes et galettes', 'Galettes', 'Galettes de blé noir']","['Bio', 'Bio européen', 'FR-BIO-01', 'en:produced-in-bretagne', 'Farine de sarrasin français']",,,['Magasins U'],['France'],"['Eau', 'farine de blé noir français biologique ', '51%', 'sel de Guérande']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,1.4 g,en faible quantité,0.3 g,en faible quantité,0.6 g,en faible quantité,1.2 g,en quantité modérée,?,,181,+2%,757 kj(181 kcal),+2%,"1,4",-64%,"0,3",-81%,"34,3",+26%,"0,6",-16%,"6,7",-2%,"1,2",-9%,"0,48",-9%,3,-42%,C,-42%,31.3%,30.2%,19.0%,10.8%,8.7%,0.0%,96,"['FR 22.158.002 CE', ""Mûr-de-Bretagne (Côtes-d'Armor, France)""]","['France', 'Bretagne', ""Côtes d'Armor"", 'Mûr de Bretagne']",,,,,
8,Souchet épluchés - Biosagesse - 200g,3760087361964,,,200 g,,['Biosagesse'],,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,['France'],"[""Tubercules de souchet entier* *Produit issu de l'agriculture biologique""]",,[],,,,,,,,,,?,,459,,1920 kj(459 kcal),,"24,3",,"5,22",,"61,7",,"16,2",,"4,07",,"0,06",,"0,024",,,,,,,,,,,,,,,,,,,
9,Café Pérou Moulu Bio & équitable - Ethiquable - 250g,3760091720061,E,,250 g,"['Sachet', 'Plastique']",['Ethiquable'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés', 'Cafés moulus']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Producteurs-paysans']",['Pérou'],,,['France'],['Café moulu'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,96.9%,0.9%,0.7%,1.3%,0.2%,0.0%,10,,,,,,,
10,Chocolat lait rhubarbe quinoa - Ethiquable - 100g,3760091729040,D,"Chocolat au lait à la rhubarbe, au quinoa et aux céréales issu du commerce équitable et de l'agriculture biologique",100 g,"['Cartonnage', 'Aluminium (feuille)']","['Ethiquable', 'SCOP Ethiquable']","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']","['Bio', 'Bio européen', 'Commerce équitable', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'Point Vert', 'IT-BIO-014', 'AB Agriculture Biologique', 'en:Symbole des Producteurs Paysans (SPP)']",['Pérou (cacao)'],,['Franprix'],['France'],"['Sucre de canne°*', 'lait entier en poudre°', 'beurre de cacao°*', 'pâte de cacao°* du Pérou 18 %', 'rhubarbe° 2 %', 'billettes de quinoa soufflé°* 1 %', 'billettes de céréales soufflées° ', 'quinoa°', 'riz°', 'avoine°', 'sucre de canne°', 'miel°', 'caramel°', 'extrait de vanille°*', ' Cacao : 42% minimum dans le chocolat', "" °Issus de l'agriculture biologique "", '100 %', ' *Issus du commerce équitable ', '73%']","['Lait', 'Avoine']",['Non végétalien'],3,39.2 g,en quantité élevée,23.6 g,en quantité élevée,40.2 g,en quantité élevée,0.25 g,en faible quantité,?,,573,+4%,2397 kj(573 kcal),+4%,"39,2",+14%,"23,6",+20%,"43,7",-16%,"40,2",-18%,"9,5",+32%,"0,25",+7%,"0,1",+7%,24,-6%,E,-6%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,"['Alpes italiennes', 'Italie']",,,,,
11,Gnocchi - Les Artisans Du Bio,3760098459506,B,,,,['Les Artisans Du Bio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Gnocchi', 'Gnocchi de pommes de terre']","['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,['France'],[],,[],,0.3 g,en faible quantité,0.2 g,en faible quantité,0 g,en faible quantité,0.79 g,en quantité modérée,?,,141,-16%,590 kj(141 kcal),-16%,"0,3",-78%,"0,2",-46%,31,-6%,0,-100%,"2,6",-38%,"0,79",-30%,"0,316",-30%,2,-44%,B,-44%,46.0%,1.2%,22.2%,18.3%,9.7%,2.6%,97,,,,,,,
12,Panés de pois chiches et brocolis - Pronatura Végétal Gourmand,3760099537302,,,,,['Pronatura Végétal Gourmand'],,['Bio'],,,,['France'],[],,[],,,,,,,,,,?,,245,,1025 kj(245 kcal),,12,,"1,5",,25,,"2,2",,"6,8",,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,
13,Mangues séchées - Pronatura,3760099537760,,,,,['Pronatura'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Mangues séchées']","['Bio', 'Bio européen', 'Agriculture non UE', 'AB Agriculture Biologique', 'FR-BIO-01']","[""Côte d'Ivoire""]",,,['France'],[],,[],,0.3 g,en faible quantité,0.08 g,en faible quantité,25 g,en quantité élevée,0.01 g,en faible quantité,?,,347,+5%,1452 kj(347 kcal),+5%,"0,3",-54%,"0,08",-55%,81,+8%,25,-57%,"5,7",+202%,"0,01",-95%,"0,004",-95%,1,-85%,B,-85%,,,,,,,,,,,,,,
14,LINGUINE n°121 - Tradizioni d italia - 500g,3760113767746,C,Pâtes alimentaires de semoule de blé dur,500 g,['Plastique'],"['Tradizioni d italia', ""Tradizioni d'italia"", 'Leclerc']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Linguine']",['IGP'],,,['Leclerc'],['France'],"['Semoule de blé dur', 'eau']",['Gluten'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,1.2 g,en faible quantité,0.3 g,en faible quantité,3.1 g,en faible quantité,0 g,en faible quantité,1547,+6%,365,+6%,1547 kj(365 kcal),+7%,"1,2",-29%,"0,3",-18%,73,+8%,"3,1",+12%,14,+12%,0,-100%,0,-100%,-4,,A,,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,,['Italie'],,,,,
15,Nonnettes myrtille - Auger,3760129920104,,,,,['Auger'],"['Snacks', 'en:Biscuits et gâteaux', 'en:Gâteaux', 'en:Gâteaux fourrés', 'en:Nonnettes', 'en:Snacks sucrés']",,,,,['France'],[],,[],,1.7 g,en faible quantité,0.4 g,en faible quantité,42 g,en quantité élevée,0.4 g,en quantité modérée,?,,360,-10%,1506 kj(360 kcal),-12%,"1,7",-91%,"0,4",-94%,81,+52%,42,+39%,4,-20%,"0,4",-35%,"0,16",-35%,14,-21%,D,-21%,,,,,,,,,,,,,,
16,Betterave rouges - Rouge Tonic - 500g,3760147731003,B,,500 g,"['Plastique', 'Sachet']","['Rouge Tonic', 'Domaine des Terres Rouges']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Betteraves']","['Point Vert', 'Fabriqué en France', 'Sans conservateurs']",,,,['France'],"['Betteraves rouges épluchées', 'cuites à la vapeur et stérilisées sous vide']",,[],,0.1 g,en faible quantité,0 g,en faible quantité,6.7 g,en quantité modérée,0.1 g,en faible quantité,?,,43,-4%,180 kj(43 kcal),-4%,"0,1",-69%,0,-100%,"7,2",-5%,"6,7",-1%,"2,3",+39%,"0,1",-63%,"0,04",-63%,-7,,A,,65.8%,0.0%,0.0%,19.7%,13.6%,0.9%,99,"['EMB 01249E', 'Miribel (Ain, France)']",['France'],,,,,
17,Gomme De Guar - Nature & Cie - 30g,3760154261920,,Gomme De Guar,30 g,['Sachet'],['Nature & Cie'],"['Aides culinaires', 'Additifs alimentaires', 'Aides à la pâtisserie']","['Bio', 'Bio européen', 'en:gluten-free', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Point Vert', 'AB Agriculture Biologique', 'FR-044-064']",,,['Biocoop'],['France'],"[""gomme de guar issue de l'agriculture biologique"", ' La gomme de guar est extraite de la graine de la légumineuse Cyamopsis tetragonolobus']",,[],4,0.5 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,26,-93%,109 kj(26 kcal),-93%,"0,5",-95%,0,-100%,0,-100%,0,-100%,"4,9",+2%,0,-100%,0,-100%,,,,,,,,,,,,,,['E412 - Gomme de guar'],,,,
18,Amandes décortiquées de la vanille de Pinoso Espagne - DIRECT PRODUCTEURS FRUITS SECS - 600g,3760159011551,D,Amandes décortiquées,600g,['Sachet'],['DIRECT PRODUCTEURS FRUITS SECS'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits à coques et dérivés', 'Produits déshydratés', 'Fruits à coques', 'Aliments à base de plantes séchées', 'Fruits à coques décortiqués', 'Amandes', 'Fruits secs', 'Amandes décortiquées']","['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",['Espagne'],http://www.directproducteursfruitssecs.com/fruitsec/?produit=amandes&id=5,['Magasin Bio'],['France'],['amandes*'],['Fruits à coque'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,53.4 g,en quantité élevée,4.2 g,en quantité modérée,4.4 g,en faible quantité,0.01 g,en faible quantité,2620,+2%,634,+1%,2620 kj(634 kcal),0%,"53,4",+3%,"4,2",+4%,"7,8",-40%,"4,4",+13%,"20,9",-7%,"0,01",-57%,"0,004",-57%,-4,,A,,96.4%,0.5%,1.0%,1.5%,0.7%,0.0%,11,,['Espagne'],,,,,
19,Pruneaux moelleux bio - Natur Attitud,3760159375639,D,,,"['Film en plastique', 'Etui en carton']",['Natur Attitud'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Pruneaux']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Sans sucre ajouté']",,,,['France'],"['Pruneaux réhydratés pasteurisés* humidité maximum : 32%', "" * Ingrédients issus de l'Agriculture Biologique"", ' Peut contenir des traces de fruits à coques']",,[],,0.5 g,en faible quantité,0.1 g,en faible quantité,37 g,en quantité élevée,0 g,en faible quantité,?,,238,-0%,996 kj(238 kcal),-0%,"0,5",+35%,"0,1",-19%,54,+2%,37,+2%,"1,8",-4%,0,-100%,0,-100%,-1,-145%,A,-145%,73.8%,22.6%,1.7%,0.7%,1.2%,0.0%,24,,,,,,,
20,Gressins Romarin - Le Père Gourmand,3760168450020,B,,,,['Le Père Gourmand'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Gressins']",['Sans colorants'],,,,['France'],[],,[],,10 g,en quantité modérée,2 g,en quantité modérée,2.5 g,en faible quantité,2 g,en quantité élevée,?,,425,+1%,1778 kj(425 kcal),+1%,10,-7%,2,-12%,67,+0%,"2,5",0%,11,-4%,2,+5%,"0,8",+5%,10,-22%,C,-22%,58.5%,23.6%,10.3%,6.6%,0.9%,0.0%,93,,,,,,,
21,Jambon Serrano Bio - Frais Devant - 70g,3760187538044,D,,70 g,"['Barquette', 'Plastique']",['Frais Devant'],"['Viandes', 'Charcuteries', 'Produits à la viande', 'Jambons', 'Jambons crus', 'Jambons secs', 'Produits carnés espagnols', 'Jambons Serrano', 'en:raw-cured-ham']","['Bio', 'Bio européen', 'FR-BIO-09', 'Sans conservateurs']",['Espagne'],,['Carrefour'],['France'],"['Jambon de porc* ', 'Origine: Espagne', ' sel de mer', "" * produits issus de L'agriculture biologique""]",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,21.7 g,en quantité élevée,7 g,en quantité élevée,0.8 g,en faible quantité,5 g,en quantité élevée,?,,330,+38%,1381 kj(330 kcal),+38%,"21,7",+72%,7,+50%,"0,8",+11%,"0,8",+79%,34,+12%,5,+7%,2,+7%,20,+22%,E,+22%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,"['FR 77.053.006 CE', 'Brie-Comte-Robert (Seine-et-Marne, France)']",,,,,,
22,Avocats Hass - Mehadrin - 2unités,3760187781181,C,Avocats,2 unités,['Plastique'],['Mehadrin'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Avocats']",['Mur à point'],['Israël'],,['Carrefour Market'],['France'],['avocats'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,18 g,en quantité modérée,2 g,en quantité modérée,1 g,en faible quantité,0 g,en faible quantité,?,,180,+14%,753 kj(180 kcal),+12%,18,+29%,2,-22%,4,+44%,1,+35%,0,-100%,0,-100%,0,-100%,-2,,A,,84.4%,0.0%,0.0%,8.7%,3.8%,3.1%,50,"['EMB 13027AA', 'Châteaurenard (Bouches-du-Rhône, France)']",,,,,,
23,Gâche tranchée Pur beurre - Sans marque - 500g e,3760194500034,C,,500 g e,"['Sachet', 'Plastique']","['Sans marque', 'Biscuits Délices SARL']","['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Gâches', 'Brioches pur beurre', 'Brioches tranchées', 'Brioches tranchées pur beurre']",['Pur beurre'],,,['Netto'],['France'],"['Farine de blé', ' Beurre concentré reconstitué 11,5%', ' Sucre', ' Œufs entiers frais', ' Eau', ' Crème fraîche', ' Sel', ' levure', ' Arômes naturels ', 'contient alcool', ' ', ' Gluten de blé', ' Émulsifiants ', 'E471', 'E472e', ' Arôme', ' Protéines de lait', ' Levure désactivée', ' Colorant ', 'Bêta carotène']","['Œufs', 'Gluten', 'Lait']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,13 g,en quantité modérée,8.5 g,en quantité élevée,11.5 g,en quantité modérée,0.4 g,en quantité modérée,?,,344,-4%,1439 kj(344 kcal),-5%,13,-2%,"8,5",-1%,"49,2",-4%,"11,5",-14%,"7,7",-6%,"0,4",-58%,"0,16",-58%,13,-25%,D,-25%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,"['Saintes', 'BISCUITS DELICES SARL', 'France', 'Charente-Maritime', 'Poitou-Charente', '17100']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", 'E160ai - Bêta-carotène']",,,,
24,Le plaisir Framboises-Nougatine - Lenôtre - 410g,3760197630189,,"Macarons moelleux (49%), crème onctueuse (35%), éclats de Nougatine (4,3%) et Framboises entières, surgelés",410 g,"['Carton', 'Surgelé']",['Lenôtre'],"['Surgelés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux et pâtisseries surgelés']",,['France'],,['Simply Market'],['France'],"['Macarons', 'Crème', 'Framboises', 'Nougatine ', '99,6%', ' : Sucre', 'eau', 'lait entier', 'beurre', 'framboises entières 10%*', 'amandes 9,3%*', 'éclats de nougatine 4,4%* ', 'sirop de glucose', 'Sucre', 'amandes', 'noisettes', ""jaune d'œuf sucré "", ""jaune d'œuf"", 'sucre', 'farine de mais', ""blanc d'œuf en poudre "", ""blanc d'oeuf"", ""correcteur d'acidité : acide citrique"", 'agent moussant : E1505', 'farine de blé', 'amidon', 'colorant: carmins', 'arôme naturel de vanille', ' *Pourcentages exprimés sur les macarons garnis', ' Décor en chocolat blanc imprimé ', '0,4%', ' : chocolat blanc ', 'sucre', 'beurre de cacao', 'lait entier en poudre', 'arôme naturel de vanille', 'beurre de cacao', 'sucre', 'cacao maigre en poudre', 'pâte de cacao', ' CONTIENT: Céréales contenant du gluten', 'OEufs', 'Lait et Fruits à coque ', 'amandes et noisettes', ' PEUT CONTENIR DES TRACES DE: Soja et Autres fruits à coque ', 'noix et pistaches']","['Œufs', 'Gluten', 'Lait', 'Fruits à coque']","['Non végétalien', 'Non végétarien']",4,19 g,en quantité modérée,1.7 g,en quantité modérée,28 g,en quantité élevée,0.15 g,en faible quantité,?,,369,+10%,1544 kj(369 kcal),+10%,19,+10%,"1,7",-81%,41,+6%,28,+10%,"7,5",+49%,"0,15",-45%,"0,06",-45%,11,-30%,D,-30%,,,,,,,,"['FR 82.033.006 CE', 'Castelsarrasin (Tarn-et-Garonne, France)']",['France'],"['E330 - Acide citrique', 'E1505 - Citrate de triéthyle', 'E120 - Acide carminique']",,,,
25,Crème brûlée Sur lit de caramel au beurre salé - Les Saveurs De La  Drome - 120g,3760207711112,,,120g,['X2'],['Les Saveurs De La  Drome'],,['Fabriqué en France'],['France'],,['grand frais'],['France'],"[' Crème fraiche pasteurisée', ' caram au beurre salé 1596 ', 'sucre', ' crème beurre demi-sel', "" jaune d'œuf pasteurisé"", 'sucre', 'çxtrait de vanill 240g ', '2x129 P id net']",,['Non végétalien'],,,,,,,,,,?,,319,,1335 kj(319 kcal),,"27,4",,"17,9",,"15,7",,"14,6",,3,,"0,1",,"0,04",,,,,,,,,,,,,"['FR26.362.206', 'Valence (Drôme, France)', 'FR 26.362.206 CE', 'Valence (Drôme, France)']",['Valence'],,,,,
