,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,packaging,brand,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,labels,traceability_code,eco_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,additives,allergens,nova_score,markets,ingredients_origins,manufacturing,link,palm_ingredients,brand_owner,origin_detail
1148,Alcachofas Mini Baby Ferrer,8411026040222,['France'],[],[],?,34,142 kj(34 kcal),"0,5",0,"3,5",1,"3,2",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,17445612,17445612,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,6 mini tropéziennes,3999991403808,['France'],[],[],?,287,1201 kj(287 kcal),12,"7,5",41,22,"3,8","0,53","0,212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,Quiche lorraine,2274905021653,['France'],[],[],?,226.8,949 kj(226 kcal),"12,9","6,9","16,9","3,6","10,8","1,1","0,44",,,,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Quiches', 'Quiches lorraines']",,-14%,-21%,-12%,+16%,,,D,12.9 g,en quantité modérée,6.9 g,en quantité élevée,3.6 g,en faible quantité,1.1 g,en quantité modérée,-14%,-21%,+56%,+6%,+6%,12,-15%,D,-15%,75.2%,13.0%,2.5%,2.6%,1.4%,5.3%,45,,,,,,,,,,,
1152,3116764032359,3116764032359,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,3228857060276,3228857060276,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,La bûche de chèvre cendrée,13621780,['France'],[],[],?,247,1033 kj(247 kcal),19,12,2,2,17,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,Bugnes,0201004038703,['France'],[],[],?,553,2314 kj(553 kcal),35,20,50,46,"5,59","4,01","1,604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,baume - aesop - 100ml,9319944022551,['France'],[],[],?,?,,?,,?,,?,,,100ml,['Alu'],['Aesop'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,Confiture framboise rhubarbe,3760252710382,['France'],[],[],?,241,1008 kj(241 kcal),"0,2",0,"56,1","56,1","0,8",0,0,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de rhubarbe']",,+9%,-10%,+4%,+73%,,,D,0.2 g,en faible quantité,0 g,en faible quantité,56.1 g,en quantité élevée,0 g,en faible quantité,+9%,-100%,+7%,-100%,-100%,12,+29%,D,+29%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,
1158,Tarte au fraise,,['France'],[],[],?,175,732 kj(175 kcal),"6,6",4,25,13,3,"0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,galette des rois - 400gr,3760196880011,['France'],"[""Farine de blé - eufs - beurre - sel levure fraîche - parfums sucre fleur d'oranger Poids net : 400grs 米""]",['Non végétalien'],?,?,,?,,?,,?,,,400gr,['Plastique'],,['Épicerie sucré'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Gluten', 'Lait']",,['inter marchés'],"[""Beurre sel sucre levure fraîche parfum fleur d'oranger"", 'Farine de blé', 'Œufs']","[""monsieur l'aborde à Ozourt""]",,,,
1160,filets de poulet monoprix,2201260052671,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,D,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,
1161,Gogo squeeze yogurt peach,0848860045614,['France'],[],[],?,90,377 kj(90 kcal),"1,5",1,15,14,4,"0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,Saucisse fumée,09999990010400018222203,['France'],[],[],?,276,1155 kj(276 kcal),24,"9,8","0,6","0,6",15,"2,9","1,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,Almonds and hazelnuts in chocolate,5601055006235,['France'],[],[],?,516,2159 kj(516 kcal),30,15,53,47,7,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,Jambon Cuit Supérieur Découenné Dégraissé,3346650275076,['France'],[],[],?,136,569 kj(136 kcal),"4,3","1,5","0,5","0,5",25,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,moutarde de Dijon - Kania - 440gr,3047872883888,['France'],"['eau', 'graines de moutarde', ""vinaigre d'alcool,sel"", 'antioxydants :disulfite de potassium', ' acide citrique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,"11,5",,"3,2","2,7","7,2","6,5","2,6",440gr,['Verre'],['Kania'],"['Epicerie', 'Condiments']",,,+94%,-76%,+70%,,,,11.5 g,en quantité modérée,,,2.7 g,en faible quantité,6.5 g,en quantité élevée,,,-60%,+16%,+16%,,,,,,,,,,,,,"['E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique']",['Moutarde'],3,,,,,,,
1166,"Tortiglioni au chèvre, champignons & épinards - Seazon",3701456303338,['France'],[],[],?,177,741 kj(177 kcal),11,8,12,1,6,1,"0,4",,,['Seazon'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,Ananas/Myrtilles/Framboises,2868730024660,['France'],[],[],?,41.59,174 kj(41 kcal),"0,38","0,02","8,04","6,35","0,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,Miel de Lavande,3976656754840,['France'],[],[],?,?,,?,0,?,0,?,,,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de lavande']",,,,,,,,B,,,0 g,en faible quantité,0 g,en faible quantité,,,,-100%,-100%,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,
1169,Escaloppe de poulet,0253073012207,['France'],[],[],?,440,1841 kj(440 kcal),"1,3","0,4",0,0,23,"0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,Pasta sauce olives piments,3662444002308,['France'],[],[],?,73,305 kj(73 kcal),"5,7","0,6","3,7","2,4","1,24","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,Seasoning Powder for rice,4904561012204,['France'],[],[],?,306,1280 kj(306 kcal),"12,6",0,"29,6","18,3","12,6",8,"3,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,Couronne des rois,0205135029524,['France'],[],[],?,297,1243 kj(297 kcal),"8,8","5,2",45,15,15,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,Tomme des Pyrénées,3222477662308,['France'],[],[],?,346,1448 kj(346 kcal),28,20,"1,5","0,5",22,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,Compote de pomme,87343250,['France'],[],[],?,52,218 kj(52 kcal),0,0,12,12,"0,3",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175,ravioli boeuf,3240930116137,['France'],[],[],?,259,1084 kj(259 kcal),"6,8","2,3",38,"3,6",10,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,MORTADELLA AL TARTUFO,8008706623501,['France'],[],[],?,259,1084 kj(259 kcal),21,"7,8","0,6","0,6",17,"2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,Quenelles sauce financière,3375644006587,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,Petites gambas compotee de tomates,3166352963251,['France'],[],[],?,131,548 kj(131 kcal),"4,6","0,9",15,"1,7","6,8","0,83","0,332",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,Filets de poulet,0213311078525,['France'],[],[],?,109,456 kj(109 kcal),"1,3","0,4",0,0,23,"0,11","0,044",,,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,-17%,-55%,-100%,+1%,,,D,1.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.11 g,en faible quantité,-16%,-46%,-100%,-85%,-85%,-4,,A,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,
1180,Petits pains grilles,3730031913570,['France'],[],[],?,393,1644 kj(393 kcal),"6,5","0,6",68,"2,4",12,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,Infusé bio the vert menthe,3760195902608,['France'],[],[],?,14,59 kj(14 kcal),0,0,"3,5","3,5",0,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,Piemonte nougatine,8002996322618,['France'],[],[],?,557,2330 kj(557 kcal),"35,5","16,7","49,8","45,7","6,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,Fromage,2488000023225,['France'],[],[],?,346,1448 kj(346 kcal),31,22,"1,5","0,5",23,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,Banane,2402334008864,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,Hair Skin & Nails,0049479000494,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,Sugar-free syrup red velvet,9010128031603,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,Thé noir,3564884022611,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,Chocolats assortis - Coffret Noël,3714300000000,['France'],[],[],?,536,2243 kj(536 kcal),33,"17,6",52,48,"6,2","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,Petits Filous,3329770063105,['France'],[],[],?,63,264 kj(63 kcal),"0,8","0,5","9,9","9,9",3,"0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,Chewing Gum Chlorophylle Hollywood,3014680004477,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,Raisins au sauternes,3760052698507,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,Andouille de Viande,2409932032543,['France'],[],[],?,230,962 kj(230 kcal),19,"7,1","0,5","0,05",14,"2,4","0,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,Filet de poulet,5413458918578,['France'],[],[],?,106,444 kj(106 kcal),"1,7","0,6","0,5","0,5",23,,,,,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,-19%,-41%,+4%,+1%,,,D,1.7 g,en faible quantité,0.6 g,en faible quantité,0.5 g,en faible quantité,,,-18%,-20%,+106%,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,
1194,Jambon fumé,2629709028016,['France'],[],[],?,255,1067 kj(255 kcal),14,"5,6","2,1","0,4",31,"4,8","1,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,Datte Medjoul,2600131029710,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,AperoChic Comté Morilles,3760023341821,['France'],[],[],?,413,1728 kj(413 kcal),23,15,41,"5,7","9,5","2,3","0,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,Multivitamin Fruit Juice,5011032580762,['France'],[],[],?,45,188 kj(45 kcal),0,0,11,11,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,Galettes pur beurre à la pomme,3335440269500,['France'],[],[],?,432,1807 kj(432 kcal),19,13,57,25,6,"0,58","0,232",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,Feta,6111242190542,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,Pave cereales bio,2024000016975,['France'],[],[],?,241,1008 kj(241 kcal),"1,9","0,4",45,"1,7","7,8","1,7","0,68",,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,Pizza schiacciata,0121921192367,['France'],[],[],?,221,925 kj(221 kcal),10,"4,9",23,"2,4","8,5","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,Assortiment de chocolats,4750001953855,['France'],[],[],?,508,2125 kj(508 kcal),30,16,53,51,"4,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,Biover Glucosamine Xtra,5412141215444,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,Ecorces d’orange,2601481017587,['France'],[],[],?,310,1297 kj(310 kcal),"0,3","0,2",76,55,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,Livre de guitare,9790707053003,['France'],[],[],?,999,4180 kj(999 kcal),35,34,10,9,50,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,Mocitos,8410810232119,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,Saucisson sec,3298087105665,['France'],[],[],?,13,54 kj(13 kcal),32,13,"1,5","1,5","4,1","4,1","1,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,Salade piémontaise,0202073016203,['France'],[],[],?,118,494 kj(118 kcal),"8,3","1,2","7,6","1,3","2,7","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,Bonbons de chocolat au lait intérieur nougatine,3595179140093,['France'],[],[],?,521,2180 kj(521 kcal),27,12,62,61,"0,01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,Acérola Bio - Vitamine C 100% BIO,3165830015369,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,Pain complet,0202086009841,['France'],[],[],?,197,824 kj(197 kcal),"1,6","0,4",37,"3,1","8,7",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,D-mannose onatera,0076280104806,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,Gingembre citron bio,3760162131772,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,Miel,3760211821746,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,Amandes RAW,3758299020953,['France'],[],[],?,610,2552 kj(610 kcal),"51,8","4,3",6,"3,9","25,8",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,Gaufrettes chocolat,8412181418314,['France'],[],[],?,471,1971 kj(471 kcal),27,14,11,"3,5",40,"0,28","0,112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,Couscous complet,0201005002307,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,Quiche savoyarde,0270283034119,['France'],[],[],?,276,1155 kj(276 kcal),18,11,18,"1,7","9,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,Confit de canard,0745125040196,['France'],[],[],?,177,741 kj(177 kcal),"10,7","3,7","7,5","0,3",12,"0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,alkytone 500 - biothalassol - 120capsules,3578070172318,['France'],[],[],?,?,,?,,?,,?,,,120 capsules,['boîte en carton'],['Biothalassol'],['Parafarmacie'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,The complete cookie,1230000066570,['France'],[],[],?,238,996 kj(238 kcal),9,"3,5",27,12,"0,48",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,Escalope de Dinde,2231097021588,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,,,,D,,,,,,,,,,,,,,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,,
1223,1 cuisse de canard bio,2448435039628,['France'],[],[],?,180,753 kj(180 kcal),11,3,0,0,20,"1,4","0,56",,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,Go bites coconut,5060625710062,['France'],[],[],?,338,1414 kj(338 kcal),"7,8","6,4",59,"51,4",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,Pois chiches aux oignons rouges et persil,3700477661984,['France'],[],[],?,183,766 kj(183 kcal),11,"1,4",13,"0,9","5,4","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,Huile d'olive extra vierge,8032539230025,['France'],[],[],?,824,3448 kj(824 kcal),"91,7",15,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,Noodles curry,5600961127713,['France'],[],[],?,92.562,387 kj(92 kcal),"6,198","0,083","12,81","3,719","8,264","0,579","0,231",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,Galettes de blé noir,3760105825294,['France'],[],[],?,168,703 kj(168 kcal),"1,6","0,3",31,"0,5","5,9","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,Mélange energique,0745125040172,['France'],[],[],?,466,1950 kj(466 kcal),"21,4","1,9","58,7","39,5","6,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,Pizza espagnol prete a cuire,0204189032801,['France'],[],[],?,186,778 kj(186 kcal),"9,6","3,9",17,"2,7","7,1","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,5060511000062,5060511000062,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,Chips banane - artisans du monde - 100g,3413880074059,['France'],"['Bananes', ' huile de COCO', 'Sucre de canne', 'arôme naturel']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,?,,30,,"56,7","19,2","1,7",0,0,100g,['Plastique'],['artisans du monde'],"['Snacks', 'Snacks salés', 'Apéritif']",,,+24%,+10%,-78%,['Commerce équitable'],,,30 g,en quantité élevée,,,19.2 g,en quantité élevée,0 g,en faible quantité,,,+517%,-100%,-100%,,,,,,,,,,,,,,,4,['artisans du Monde'],['Philippines'],['Philippines'],https://www.boutique-artisans-du-monde.com/chips-banane-gout-sucre-100-g.html,,,
1233,Swiss Cho,7611466001215,['France'],[],[],?,519,2171 kj(519 kcal),28,15,60,59,6,"0,17","0,068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,96195192,96195192,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,Aiguillettes de poulet - Loué,2245335030904,['France'],[],[],?,138,577 kj(138 kcal),"5,7","1,8","1,1",0,20,"0,16","0,064",,"['Frais', 'Sous vide']",['Loué'],"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']",,+10%,+208%,+22%,-12%,"['Viande Française', 'Volaille Française']","['FR 72.168.001 CE', 'Loué (Sarthe, France)']",C,5.7 g,en quantité modérée,1.8 g,en quantité modérée,0 g,en faible quantité,0.16 g,en faible quantité,+10%,+278%,-100%,-63%,-63%,-3,,A,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,['France'],['France'],,,,
1236,Galette feuilletee pomme 4p,0204353039292,['France'],[],[],?,295,1234 kj(295 kcal),17,17,31,12,"3,6","0,67","0,268",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237,Bananes Cavendish,2860194009450,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,Petits corsés parmesan piment d'espelette,3770013269202,['France'],[],[],?,509,2130 kj(509 kcal),"32,9",20,"39,1","1,5","14,2","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,Tropicana multifruits,0210010010047,['France'],[],[],?,47,197 kj(47 kcal),0,0,17,11,"0,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240,Cochonou,3449865340369,['France'],[],[],?,0,0 kj(0 kcal),36,14,"3,4","2,9",25,4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241,La laiterie familiale,2600177012202,['France'],[],[],?,93,389 kj(93 kcal),"6,4","4,5","2,9","2,9","5,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242,Tartinables de Poulet - Sauce Pitta,3164060758886,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243,Pois cassés - Graines de Gascogne - 500g,3266191125473,['France'],['pois cassés'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,344,1439 kj(344 kcal),"1,4","0,2",52,"2,8",23,"0,05","0,02",500g,,"['Graines de Gascogne', 'La vie claire']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Pois cassés secs']",,+3%,-8%,+7%,+3%,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,A,1.4 g,en faible quantité,0.2 g,en faible quantité,2.8 g,en faible quantité,0.05 g,en faible quantité,+3%,-12%,-21%,+121%,+121%,-6,,A,,64.4%,0.0%,18.1%,9.3%,5.1%,3.1%,95,,,,1,,"['France', 'Gers']",,,,,
1244,Galettes de mais,3257987101726,['France'],[],[],?,494,2067 kj(494 kcal),24,14,58,21,"7,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1245,3248458849513,3248458849513,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246,Pâte à tartiner praliné,71872117,['France'],[],[],?,578,2418 kj(578 kcal),40,8,47,46,7,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,Galettes blé noir,3488430001915,['France'],[],[],?,502,2100 kj(502 kcal),23,"15,8","66,6","25,9","6,2","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1248,3701274900320,3701274900320,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,Miel de fleurs,3520059918929,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,,,,,,,B,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,
1250,Poulet,0213319028676,['France'],[],[],?,179,749 kj(179 kcal),11,"2,8",0,0,20,"0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,Huile d'olive extra vierge de Crete,5213001022284,['France'],[],[],?,824,3448 kj(824 kcal),"91,6","14,1",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252,Pilons de poulets jaune,2414373027423,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
