,name,bar_code,eco_score,quantity,brand,categories,labels,traceability_code,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,allergens,manufacturing,generic_name,markets,ingredients_origins,link,palm_ingredients,brand_owner,origin_detail,producer_info
44,Compote de pommes bananes - Tous les jours - 400g (4x 100g),3484639103382,B,400 g (4 x 100 g),['Tous les jours'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes banane']",,,['France'],"['Purée de pommes 79,2 % - purée de bananes 18 % - sucre - antioxydant : acide ascorbique']",['E300 - Acide ascorbique'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,64,-3%,268 kj(64 kcal),-3%,0,-100%,0,-100%,15,+3%,0,-100%,0,-100%,0,-100%,0,-100%,-6,,A,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,"['Pot', 'Plastique']",,,,,,,,,,
45,Cervoise - Lancelot - 33cl,3484700000022,C,33 cl,['Lancelot'],"['Boissons', 'Boissons alcoolisées', 'Produits artisanaux', 'Bières', 'Alcools artisanaux', 'Bières françaises', 'Bières ambrées', 'Bières artisanales']","['Déconseillé à certaines catégories de personnes', 'Point Vert', 'Déconseillé aux femmes enceintes']",,['France'],"[""Contient du malt d'orge""]",,[],3,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,"['Bouteille', 'Verre']",['Gluten'],"['Bretagne', 'France']",Bière ambrée,,,,,,,
46,"Lancelot, Biere blonde BIO",3484700000176,C,,['Lancelot'],"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières blondes']","['Bio', 'Bio européen', 'FR-BIO-01']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,['Magasins U'],,,,,,
47,Bière Brune Bio Telenn Du - Bière au Blé Noir - Lancelot - 3*33cl,3484700000527,B,3*33 cl,['Lancelot'],"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières françaises', 'Bières bretonnes', 'Bières bio', 'Bières brunes', 'Bières au blé noir']","['Bio', 'Bio européen', 'Point Vert', 'en:produced-in-bretagne', 'AB Agriculture Biologique', 'Déconseillé aux femmes enceintes']",,['France'],"['Orge malté bio*', 'Sarassin bio*', "" *Ingrédients issus de l'Agriculture Biologique"", ' Certaines bières peuvent présenter un dépôt naturel']",,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,"['Bouteille', 'Verre', 'Carton']",['Gluten'],"['56460', 'Le Roc Saint André', 'Brasserie Lancelot', 'Morbihan', 'France', 'Bretagne']",,"['Leclerc', 'E.Leclerc', 'Magasins U']",,http://brasserie-lancelot.bzh/nos-bieres/bieres-bio/telenn-du/,,,,
48,lancelot  -  - 25cl,3484700000602,,25cl,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Breizh cola,3484700002002,,,['Breizh Cola'],"['Boissons', 'Boissons avec sucre ajouté']",['en:produced-in-bretagne'],,['France'],"['gazéifiée', 'sucre', 'colorant : caramel El 50d', 'acidifiant : acide phospnorique', 'caféine', 'arôme naturel de colo avec autres arômes naturels']",['E150 - Caramel'],[],4,0.5 g,en faible quantité,0.5 g,en faible quantité,0.5 g,en faible quantité,0 g,en faible quantité,?,,1,-99%,4 kj(1 kcal),-99%,"0,5",+33%,"0,5",+201%,"0,5",-97%,"0,5",-97%,0,-100%,0,-100%,0,-100%,2,-83%,C,-83%,,,,,,,,,,,,['Magasins U'],,,,,,
50,Lancelot - 99cl (3x 33cl),3484700003504,C,99 cl (3 x 33 cl),['Lancelot'],"['Boissons', 'Boissons alcoolisées', 'Produits artisanaux', 'Bières', 'Alcools artisanaux', 'Bières françaises', 'Bières artisanales', 'Bières blondes']","['en:produced-in-bretagne', 'Pur malt']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,"['Bouteilles', 'Verre', 'Carton']",,"[""Brasserie Lancelot - Site de la Mine d'Or - 56460 Le Roc-Saint-André"", 'Morbihan', 'Bretagne', 'France']",Bière blonde artisanale pur malt,['Magasins U'],,http://www.brasserie-lancelot.com/presentation-de-la-gamme-brasserie-lancelot---1-23--19.html,,,,
51,Les Bretonnes - Lancelot - 99cl (3x 33cl),3484700003528,B,99 cl (3 x 33 cl),['Lancelot'],"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières bio']","['Bio', 'Bio européen', 'en:produced-in-bretagne', 'AB Agriculture Biologique']",,['France'],"['Bières biologiques', "" Contient du malt d'orge et du malt de blé""]",,"['Sans huile de palme', 'Peut-être végétalien', 'Végétarien']",3,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,"['Bouteille', 'Verre', 'Carton']","['Gluten', 'Malt de blé']","['France', 'Bretagne', 'Morbihan', 'Le Roc Saint André']",,,,,,,,
52,"Breizh Cola - 1,5l",3484700007861,,"1,5 l",['Breizh Cola'],"['Boissons', 'Boissons gazeuses', 'Sodas', 'Sodas au cola', 'Boissons avec sucre ajouté']",,,['France'],"['Eau gazéifiée', 'sucre', 'colorant : caramel E150d', 'acidifiant E338', 'caféine', 'arôme naturel de cola avec autres arômes naturels']","[""E150d - Caramel au sulfite d'ammonium"", 'E338 - Acide orthophosphorique', '', 'Risque élevé de sur-exposition']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,0.5 g,en faible quantité,0.5 g,en faible quantité,10.6 g,en quantité élevée,0.01 g,en faible quantité,?,,43,+105%,180 kj(43 kcal),+102%,"0,5",+1892%,"0,5",+7749%,"10,7",+99%,"10,6",+102%,"0,5",+1534%,"0,01",-7%,"0,004",-7%,14,+90%,E,+90%,,,,,,,,"['Bouteille', 'Plastique']",,"['France', 'Bretagne']",Soda au cola,"['Carrefour', 'Intermarché']",,,,,,
53,Breizh Cola - 33cl (x 6),3484700007946,,33 cl (x 6),['Breizh Cola'],"['Boissons', 'Boissons gazeuses', 'Sodas', 'Sodas au cola', 'Boissons avec sucre ajouté']",['en:produced-in-bretagne'],,['France'],"['Eau gazéifiée', 'sucre', 'colorant : caramel E150d', 'acidifiant : acide phosphorique', 'caféine', 'arôme naturel de cola avec autres arômes naturels']","[""E150d - Caramel au sulfite d'ammonium"", 'E338 - Acide orthophosphorique', '', 'Risque élevé de sur-exposition']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,0.5 g,en faible quantité,0.5 g,en faible quantité,10.6 g,en quantité élevée,0.01 g,en faible quantité,182,+119%,?,,182 kj(43 kcal),+104%,"< 0,5",+1892%,"< 0,5",+7749%,"10,7",+99%,"10,6",+102%,"< 0,5",+1534%,"0,01",-7%,"0,004",-7%,15,+103%,E,+103%,,,,,,,,"['Bouteille', 'Plastique']",,"['France', 'Bretagne', 'Morbihan', 'Le Roc Saint André']",Boisson gazéifiée à l'arôme naturel de cola avec autres arômes naturels,"['Carrefour', 'Magasins U']",,,,,,
54,Bière au Froment Biologique - Blanche Hermine - 33cl,3484709999990,C,33 cl,['Blanche Hermine'],"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières blanches']",['Bio'],,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,"['Bouteille', 'Verre']",,,,,,,,,,
55,Pineau des Charentes -,3484960000961,C,,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins mutés', 'Vins français', 'Mistelle', 'Pineau des Charentes']",,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,['France'],,,,,
56,Jambon Sec - Montagne Noire - 500g,3485250001569,E,500 g,['Montagne Noire'],"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs', 'en:raw-cured-ham']",,"['FR 11.262.047 CE', 'Narbonne (Aude, France)']",['France'],"['Jambon de porc ', 'origine UE', 'sel', 'dextrose', 'conservateur : nitrate de potassium']","['E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,15 g,en quantité modérée,5.7 g,en quantité élevée,0.5 g,en faible quantité,5.6 g,en quantité élevée,?,,247,+3%,1033 kj(247 kcal),+3%,15,+11%,"5,7",+10%,1,+54%,"0,5",+15%,27,-6%,"5,6",+14%,"2,24",+14%,18,+6%,D,+6%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,"['Barquette', 'Plastique']",,['France'],,,['Union européenne'],,,,,
57,Andouillettes de canard,3485310002239,,,,['Andouillettes de canard'],,,['France'],[],,[],,20 g,en quantité modérée,8.5 g,en quantité élevée,0.5 g,en faible quantité,1.2 g,en quantité modérée,?,,253,+13%,1059 kj(253 kcal),+14%,20,+24%,"8,5",+38%,"8,5",+919%,"0,5",+6768%,18,+5%,"1,2",-14%,"0,48",-14%,16,+12%,D,+12%,,,,,,,,,,,,,,,,,,
58,MERGUEZ X12,3485310044123,E,,,"['Viandes', 'Charcuteries', 'Saucisses', 'Merguez']",,"['FR 85.082.005 CE', 'Epesses (Vendée, France)']",['France'],[],,[],,17.8 g,en quantité modérée,6.5 g,en quantité élevée,1 g,en faible quantité,1.8 g,en quantité élevée,?,,239,-9%,1000 kj(239 kcal),-9%,"17,8",-17%,"6,5",-29%,6,+184%,1,-13%,"13,3",-7%,"1,8",-6%,"0,72",-6%,15,-20%,D,-20%,92.9%,4.8%,1.4%,0.6%,0.3%,0.1%,4,,,,,,,,,,,
59,Chipolatas,3485310047063,E,,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas']",['Sans colorants'],"['FR 85.082.005 CE', 'Epesses (Vendée, France)']",['France'],[],,[],,19.1 g,en quantité modérée,7.1 g,en quantité élevée,0.1 g,en faible quantité,1.6 g,en quantité élevée,?,,247,+3%,1033 kj(247 kcal),+3%,"19,1",+1%,"7,1",-2%,"4,9",+319%,"0,1",-84%,"13,9",-10%,"1,6",-11%,"0,64",-11%,17,+2%,D,+2%,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,,,,,,,,,,
60,Beurre Cru Demi-Sel - Fontaine des Veuves - 250g,3485690001082,D,250 g,['Fontaine des Veuves'],"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres demi-sel']",,,['France'],"['Crème de lait', 'sel maxi 2 %', 'ferments ', 'lait']",,['Non végétalien'],2,80 g,en quantité élevée,55 g,en quantité élevée,0.5 g,en faible quantité,1.7 g,en quantité élevée,?,,733,+2%,3067 kj(733 kcal),+2%,80,+1%,55,+2%,"< 0,5",-33%,"< 0,5",-19%,"0,6",-12%,"1,7",-17%,"0,68",-17%,26,-2%,E,-2%,91.5%,4.9%,1.3%,1.2%,0.8%,0.2%,27,"['Frais', 'Plastique']",['Lait'],,,,['France'],,,,,
61,Beurre extra-fin - Odéon - 250g,3485690001341,D,250 g,"['Odéon', 'Laiterie Coopérative de Pamplie']","['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres de crème douce', 'Beurres de baratte']","['AOP', 'Point Vert', 'Fabriqué en France']","['FR 79.200.001 CE', 'Pamplie (Deux-Sèvres, France)']",['France'],['Beurre extra-fin'],,[],,83 g,en quantité élevée,55 g,en quantité élevée,0.5 g,en faible quantité,,,?,,751,+2%,3142 kj(751 kcal),+3%,83,+3%,55,+2%,"0,5",-28%,"0,5",-11%,"0,6",-15%,,,,,,,,,91.6%,4.9%,1.3%,1.2%,0.8%,0.2%,27,"['Frais', 'Plastique']",['Lait'],['France'],Beurre,,['France'],,,,,
62,Miel de Guadeloupe - Dosimiel - 400g,3485941004008,B,400 g,['Dosimiel'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels français', 'Miels de Guadeloupe']",,,['France'],['Miel'],,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",2,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,"['Verre', 'Flacon', 'Plastique']",,"['La Guadeloupe', 'France']",,,"['France', 'La Guadeloupe']",,,,,
63,Breizh'Pom,3486060988293,,,,,['en:produced-in-bretagne'],,['France'],[],,[],,,,,,,,,,?,,103,,431 kj(103 kcal),,"0,3",,"0,1",,24,,22,,"0,3",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,
64,Breizh'pom,3486060988378,,,"[""Breizh'pom""]",,,,['France'],"['Purée de pmme 93%', 'sure', 'antlorjdant : aue']",,[],,,,,,,,,,?,,84,,351 kj(84 kcal),,"0,3",,"0,1",,19,,17,,"0,3",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,
65,Ty plaisirs Pomme Caramel - Breizh'Pom - 400g (4x 100g),3486062000061,C,400 g (4 x 100 g),"[""Breizh'Pom""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures']",['en:produced-in-bretagne'],,['France'],"['Purée de pomme 88', '4%', 'caramel au beurre salé au sel de Guérande ', 'sirop de glucose-fructose', 'sucre', 'lait concentré sucré', 'crème', 'beurre doux et sel de Guérande 0', '8% caramélisés', 'eau', 'stabilisant : pectine 11', '5%', 'antioxydant : acide ascorbique']","['E440 - Pectines', 'E300 - Acide ascorbique']",[],4,1.5 g,en faible quantité,0.9 g,en faible quantité,16 g,en quantité élevée,0.01 g,en faible quantité,?,,86,-61%,360 kj(86 kcal),-61%,"1,5",+473%,"0,9",+1711%,17,-68%,16,-69%,"0,5",-3%,"0,01",-57%,"0,004",-57%,2,-78%,B,-78%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,"['Carton', 'Pot individuel']",['Lait'],"['France', 'Bretagne', 'Ille et Vilaine', 'Chateaubourg']",Spécialité de fruits pomme caramel au beurre salé au sel de Guérande,"['Carrefour', 'Magasins U']",,http://www.breizhpom.bzh/#cbp=http://www.breizhpom.bzh/portfolio/specialite-de-fruits-pomme-caramel-au-beurre-sale-au-sel-de-guerande/,,,,
66,Compote pomme poire BREIZH'POM,3486062000085,B,,['Breizh Pom'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes poires']",,,['France'],"['purée de', ' pomme 66 % ,purée de poire Williams 31 %', 'sucre', 'antioxydant : acide ascorbique']",['E300 - Acide ascorbique'],[],3,0.5 g,en faible quantité,0.1 g,en faible quantité,14 g,en quantité élevée,0 g,en faible quantité,?,,69,+11%,289 kj(69 kcal),+11%,"0,5",+53%,"0,1",+17%,16,+17%,14,+13%,"0,5",+42%,0,-100%,0,-100%,-4,,A,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,,,,,['Magasins U'],,,,,,
67,Coquilles saint jacques a la charentzise,3486120000668,,,,,,"['FR 29.039.582 CE', 'Concarneau (Finistère, France)']",['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Nugets de cabillaud panés,3486120000897,,,,,,,['France'],[],,[],,,,,,,,,,?,,168,,703 kj(168 kcal),,"6,56",,"0,7",,"14,59",,"0,6",,"13,75",,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,
69,Filets de cabillaud,3486120001030,E,,,"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Morues', 'Filets de cabillaud']",,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,93.2%,0.0%,0.9%,5.2%,0.5%,0.1%,14,,,,,,,,,,,
70,Boudins Blancs aux Cèpes - Auchan,3486120003102,D,,['Auchan'],"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins blancs', 'Boudins noirs', 'Boudin noir sauté']",,,['France'],"['Noix de Saint - Jacques 40% ', 'mollusque', 'béchamel ', 'amidon modifié de maïs', 'sirop de glucose', ' graisses végétales de coprah et de tournesol', 'protéines de lait', 'poudre de lait entier', 'farine de blé', 'sel', 'gluten de blé', 'épaississant : gomme xanthane', 'eau', 'chapelure ', 'contient du gluten de blé', ""de seigle d'avoine"", 'dépeautre', ""d'orge"", 'champignons', 'oignons', 'carottes', 'vin blanc ', 'sulfites', 'crème UHT ', 'lait', 'fumet de crustacés ', 'lait', 'gluten', 'ail', 'sulfites', 'cognac', 'beurre ', 'lait', 'sel', 'arôme naturel de poivre', 'arôme', 'exhausteur de goût : glutamate monosodique', 'épaississant : gomme guar', 'colorant E15', 'acidifiant : acide citrique']","['E14XX - Amidons modifiés', 'E415 - Gomme xanthane', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar', 'E15x - CI 77266', 'E330 - Acide citrique']","['Non végétalien', 'Non végétarien']",4,22 g,en quantité élevée,7.4 g,en quantité élevée,3.2 g,en faible quantité,1.7 g,en quantité élevée,?,,262,+8%,1096 kj(262 kcal),+7%,22,+9%,"7,4",-5%,"7,9",+84%,"3,2",+62%,"9,1",-12%,"1,7",+14%,"0,68",+14%,17,+6%,D,+6%,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,,"['Gluten', 'Lait', 'Mollusques', 'Anhydride sulfureux et sulfites']",,,['Auchan'],,,,,,
71,Coquilles St-Jacques à la Bretonne - Traiteur de Cornouaille - 900g,3486120004222,,900 g,['Traiteur de Cornouaille'],"['Surgelés', 'Entrées et snacks surgelés', 'Coquilles Saint-Jacques surgelées']",,"['FR 29.039.582 CE', 'Concarneau (Finistère, France)']",['France'],"['Noix de Saint Jacques 40 % ', 'Argopecten irradians origine Canada/USA', 'béchamel ', 'amidon modifié de maïs', 'graisse végétale ', 'palme', 'sirop de glucose', 'protéines de lait', 'poudre de lait entier', 'farine de blé', 'sel', 'protéines végétales ', 'blé', 'épaississant: E415', 'eau', 'chapelure ', 'contient du gluten de blé', 'de seigle', ""d'avoine"", ""d'épeautre"", ""d'orge"", 'champignons', 'oignons', 'vin blanc ', 'dont sulfites', 'crème UHT', 'fumet de crustacés ', 'lactose', 'farine de blé', 'amidon de froment', 'arômes ', 'crustacés', 'sel', 'épices et plantes aromatiques', 'exhausteur de goût :E621', 'matière grasse végétale ', 'coprah', 'épaississant : E412', 'colorant E150c', 'sirop de glucose', 'acidifiant : E330', 'protéines de lait', 'persil', 'ail', 'beurre', 'sel', 'cognac', 'arôme naturel de poivre', ' arôme ', 'dextrose', 'sel', 'exhausteur de goût F621', 'épices', 'arômes naturels']","['E14XX - Amidons modifiés', 'E415 - Gomme xanthane', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar', 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition', 'E330 - Acide citrique']","['Huile de palme', 'Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['Sachet', 'Plastique', 'Carton']","['Crustacés', 'Gluten', 'Lait', 'Mollusques', 'Avoine', 'Anhydride sulfureux et sulfites']",['France'],Surgelés - Coquilles St-Jacques à la Bretonne,,"['États-Unis', 'Canada']",,['Huile de palme'],,,
72,Stick'nez Propolis - 1G - Ladrôme,3486330028414,,,,,['Bio'],,['France'],[],,[],,,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,3486330034651,3486330034651,,,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Gommes Propolis Et Eucalyptus - 45 GR - Ladrôme - Ladrome Laboratoire,3486330044537,,,['Ladrome Laboratoire'],,['en:gluten-free'],,['France'],"['gomme arabique*', 'sucre roux*', 'sirop de glucose de blé* ', 'garanti sans gluten', 'extrait concentré de propolis*', ""huile essentielle d'eucalyptus radié* "", 'Eucalyptus radiata', ' ', '0', '35%']","[""E414 - Gomme d'acacia""]",[],4,,,,,,,,,?,,302,,1264 kj(302 kcal),,"0,1",,"0,1",,"59,3",,"49,6",,"1,2",,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,,,,
75,Gommes Propolis Ravintsara Bio - Ladrôme - 45g,3486330091562,,45g,['Ladrôme'],['Pastilles pour la gorge'],"['Bio', 'Bio européen', 'en:gluten-free']",,['France'],[],,[],,0 g,en faible quantité,0 g,en faible quantité,49.6 g,en quantité élevée,0.03 g,en faible quantité,302,,302,,302 kj(302 kcal),,0,,0,,"59,3",,"49,6",,"1,2",,"0,03",,"0,012",,5,,C,,,,,,,,,,,['26150'],gommes à la propolis,,,,,,,
76,Citruvital Extrait De Pépins De Pamplemousse - 50 ML - Ladrôme,3486330096727,,,['Ladrome'],,"['Bio', 'Bio européen', 'FR-BIO-01']",,['France'],"[""sirop d'agave* "", 'extrait de pépins et pulpe de grapefruit* ', 'Citrus x paradis', ' et de pamplemousse* ', 'Citrus maxima', ' ', '*', "" Ingrédients issus de l'Agriculture Biologique""]",,[],,,,,,,,,,?,,383,,1602 kj(383 kcal),,"0,27",,0,,"92,3",,0,,"2,86",,0,,0,,,,,,,,,,,,,,,,,,,,,,,
77,EXTRAIT PROPOLIS ET PAMPLEMOUSSE - Ladrôme Laboratoire,3486330103388,,,['Ladrôme Laboratoire'],,['Bio'],,['France'],"['• sr-:cE ex-:acto de pipas y pulpa de ', 'Citrus maxima', 'Bcicçiçv-e / van']",,[],,,,,,,,,,?,,375,,1569 kj(375 kcal),,0,,0,,"90,7",,0,,"0,5",,0,,0,,,,,,,,,,,,,,,,,,,,,,,
78,Pâte à Massalé Chaleur Créole,3486411000377,,,['chaleur créole'],,,,['France'],"[""huile - eau-vinaigre d'alcool -épices à Massalé "", 'Epices', 'plante aromatique', 'sel', 'réglisse', ' 11', '5%- ail poudre-gingembre- cumin-fibres de protéines vegétales ', 'Soja', '-poivre']",,"[""Pourrait contenir de l'huile de palme""]",,,,,,,,,,?,,400,,1674 kj(400 kcal),,"34,3",,"3,6",,"18,3",,"0,8",,"4,4",,"2,7",,"1,08",,,,,,,,,,,,,,['Soja'],,,,,,,,,
79,Achard Ail Chaleur Créole,3486411000476,,,['Chaleur Creole'],,,,['France'],"['Ail', 'Huile de tournesol', 'Moutarde ', 'eau', 'graine vinaigre', 'sel', 'sulfites', 'Gingembre', ""Vinaigre d'alcool "", 'Sel', 'Piment fort', 'Curcuma', 'Fenugrec', 'Epaississants : gommes de guar et de xanthane']","['E412 - Gomme de guar', 'E415 - Gomme xanthane']",[],4,,,,,,,,,?,,251,,1050 kj(251 kcal),,"20,4",,"2,1",,"12,4",,"1,8",,"2,9",,"1,1",,"0,44",,,,,,,,,,,,,,"['Moutarde', 'Anhydride sulfureux et sulfites']",,,,,,,,,
80,Pain au lait - Sans marque - 330g,3486630000059,C,330 g,"['Sans marque', 'Neuhauser']","['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au lait']",,,['France'],"['Farine de BLÉ', 'LAIT écrémé reconstitué à partir de poudre de LAIT écrémé 10 %', 'OEUFS frais de poule élevée au sol', 'BEURRE concentré', 'sucre', 'dextrose', 'sirop de sucre inverti', 'levure', 'sel', 'arôme', 'protéine végétale de pois', 'levain de BLÉ dévitalisé', 'émulsifiants ', 'E471', 'E481', 'GLUTEN de BLÉ', 'colorant ', 'E160a', 'agent de traitement de la farine ', 'E300', 'arôme naturel de vanille ', 'contient alcool']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E481 - Stéaroyl-2-lactylate de sodium', '', 'Risque élevé de sur-exposition', 'E160a - Carotènes mélangés', 'E300 - Acide ascorbique']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,10 g,en quantité modérée,6.5 g,en quantité élevée,12 g,en quantité modérée,1.1 g,en quantité modérée,1424,-4%,?,,1424 kj(340 kcal),-3%,10,-12%,"6,5",+55%,54,+2%,12,-10%,8,-7%,"1,1",+8%,"0,44",+8%,16,+20%,D,+20%,78.8%,12.6%,5.3%,2.8%,0.4%,0.0%,69,"['Sachet', 'Plastique']","['Œufs', 'Gluten', 'Lait']",,,['Apriba'],,,,,,
81,Brioche Tressée Pur Beurre - Neuhauser S.A.S - 400g,3486638004875,C,400 g,['Neuhauser S.A.S'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Brioches tressées', 'Brioches pur beurre']",['Pur beurre'],,['France'],"['Farine de BLÉ', 'eau', 'ŒUFS frais', 'sucre', 'BEURRE concentré 8 %', 'sirop de sucre Inverti', 'levure', 'sel', 'GLUTEN de BLÉ', 'émulsifiants ', 'E471 ', 'E481 ', 'agent de traitement de la farine ', 'E300', 'arôme naturel de vanille ', 'contient alcool']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E481 - Stéaroyl-2-lactylate de sodium', '', 'Risque élevé de sur-exposition', 'E300 - Acide ascorbique']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,11 g,en quantité modérée,7 g,en quantité élevée,10 g,en quantité modérée,1.1 g,en quantité modérée,?,,349,-4%,1460 kj(349 kcal),-4%,11,-20%,7,-20%,54,+5%,10,-28%,"7,5",-9%,"1,1",+14%,"0,44",+14%,14,-21%,D,-21%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,"['Sachet', 'Plastique']","['Œufs', 'Gluten', 'Lait']",,,,,,,,,
