,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,eco_score,brand,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,traceability_code,markets,generic_name,packaging,ingredients_origins,nova_score,manufacturing,additives,allergens,brand_owner,link,palm_ingredients
1664,Nata líquida espesa para cocinar ahorro - President - 2x 250ml,3155250350157,['France'],[],[],?,197,824 kj(197 kcal),18,12,6,"4,2","2,8","0,13","0,052",,,['President'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 x 250 ml,,,,,,,,,,,,
1665,Muffins Leclerc,,['France'],[],[],?,360,1506 kj(360 kcal),17,"2,1",45,22,6,"0,35","0,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1666,"Potes de llaneza compango asturiano chorizo,",8427026200078,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667,4300175348041,4300175348041,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668,Baguette farinée 250g casino,3602826452826,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1669,Bananes -,2228463017849,['France'],[],[],?,?,,?,,?,,?,,,"['Bio', 'Commerce équitable', 'Max Havelaar']",A,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Bananes']",,,,,,,,,,,,,,,,,,,,,,,63.7%,0.0%,0.0%,23.1%,9.9%,3.2%,95,,,,,['Sachet'],,,,,,,,
1670,Piment Piri Piri - Fuchs,4027900567576,['France'],[],[],?,?,,?,,?,,?,,,,,['Fuchs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671,Boudin blanc havrais,2696436030520,['France'],[],[],?,266,1113 kj(266 kcal),24,"9,7","5,9","1,1","7,3","1,4","0,56",,D,,"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins blancs', 'Boudins noirs', 'Boudin noir sauté']",24 g,en quantité élevée,9.7 g,en quantité élevée,1.1 g,en faible quantité,1.4 g,en quantité modérée,,+9%,+9%,+19%,+24%,+37%,-44%,-29%,-6%,-6%,18,+12%,D,+12%,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,,,,,,,,,,,,,
1672,Colorant Orange - La pateliere,3278584740156,['France'],[],[],?,?,,?,,?,,?,,,,,['La pateliere'],"['Additifs alimentaires', 'Colorants alimentaires']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1673,Confiture extra d'abricot de Provence,3760097730644,['France'],[],[],?,268,1121 kj(268 kcal),0,0,65,59,"0,5","0,02","0,008","['Fabriqué en France', 'Sans colorants', 'Sans conservateurs']",B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'abricot""]",0 g,en faible quantité,0 g,en faible quantité,59 g,en quantité élevée,0.02 g,en faible quantité,,+22%,+22%,-100%,-100%,+22%,+17%,-0%,-9%,-9%,8,-11%,C,-11%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,,,,,,,,,,,,
1674,Crepe jambon et champignons,3700009270196,['France'],[],[],?,177,741 kj(177 kcal),"8,1","4,6",17,"2,8",8,"0,99","0,396",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675,Magazine,99461958954352,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676,Jambon fumé frais,3760244982155,['France'],[],[],?,123,515 kj(123 kcal),"3,61","1,4","0,5","0,5",22,"1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 19.246.004 CE', 'Saint-Viance (Corrèze, France)']",,,,,,,,,,,
1677,Piperade basquaise - Olabe,3450120000447,['France'],[],[],?,56,234 kj(56 kcal),24,"0,34","5,95","5,1","1,2","0,8","0,32",,,['Olabe'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1678,Jambonneau cuit entier,7124050006263,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679,Tomates séchées,2609861028932,['France'],[],[],?,114,477 kj(114 kcal),0,0,25,21,0,"4,06","1,624",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680,2350521008220,2350521008220,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1681,Céréales blé soufflé,,['France'],[],[],?,379,1586 kj(379 kcal),"1,5","0,1","79,8","32,9","8,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1682,Fruit shoot,3092718620592,['France'],[],[],?,17,71 kj(17 kcal),0,0,"1,2","0,8",0,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1683,Filet de poulet fermier de Normandie,0276575030838,['France'],[],[],?,?,,?,,?,,?,,,['IGP'],D,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,
1684,Saucisson d'Ardèche Debroas,2439593046573,['France'],[],[],?,403,1686 kj(403 kcal),33,13,"1,5","0,5",27,"4,7","1,88","['Viande Française', 'Viande Porcine Française']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,Riz long parfumé Jasmine,1020254934288,['France'],[],[],?,348,1456 kj(348 kcal),0,0,79,0,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686,Croissants tournesol,0210218013123,['France'],[],[],?,389,1628 kj(389 kcal),23,10,38,"5,8","7,4","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687,Sour infernals,8410031966299,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1688,Petits farcis nicois,2203623062457,['France'],[],[],?,146,611 kj(146 kcal),"8,3","3,9","7,4","2,6",11,"0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689,Sel fou,2265960022204,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,Osborne White Port,8410337115032,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1691,Chorizo Tradition Régionale,2204496033650,['France'],[],[],?,486,2033 kj(486 kcal),"47,3","18,5","1,3","0,6","13,9","4,25","1,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692,Saucisse de francfort,2238525026962,['France'],[],[],?,187,782 kj(187 kcal),13,"5,2","0,6","0,6",17,"1,7","0,68",['Sans colorants'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 28.027.005 CE', 'Bazoche-Gouet (Eure-et-Loir, France)']",,,,,,,,,,,
1693,Houmous piquillo & piment d'Espelette - 150g,3770011132102,['France'],[],[],?,228,954 kj(228 kcal),"15,7",2,"12,3","1,3",6,"1,3","0,52",['Bio'],B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Houmous']",15.7 g,en quantité modérée,2 g,en quantité modérée,1.3 g,en faible quantité,1.3 g,en quantité modérée,,-13%,-13%,-22%,-19%,+16%,-3%,-8%,+25%,+25%,5,+0%,C,+0%,51.0%,18.6%,11.1%,13.1%,4.9%,1.3%,91,150 g,,,,,,,,,,,,
1694,Denner Pfeffer Weiss,7610029172768,['France'],[],[],?,?,,?,,?,,?,,,,,['Denner'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1695,Moong Dall Washed - 500g,5031416090854,['France'],[],[],?,291,1218 kj(291 kcal),"1,1","0,3",46,"1,5","26,8",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 g,,,,,,,,,,,,
1696,"Veggie Nuggets patate douce, carottes et petits pois - Soto",4026584143625,['France'],[],"['Végétalien', 'Végétarien']",?,176,736 kj(176 kcal),"3,4","0,4",31,2,"3,9","1,1","0,44","['Bio', 'Végétarien', 'Bio européen', 'Agriculture non UE', 'Végétalien', 'DE-ÖKO-003', 'Agriculture UE', 'Agriculture UE/Non UE', 'en:The Vegan Society']",,['Soto'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Substituts de viande', 'Nuggets végétaux']",3.4 g,en quantité modérée,0.4 g,en faible quantité,2 g,en faible quantité,1.1 g,en quantité modérée,,-28%,-28%,-70%,-68%,+65%,+16%,-72%,-14%,-14%,4,+55%,C,+55%,,,,,,,,,,,,,,,,,,,,
1697,Chutes de rôti à l'ancienne,2440543034243,['France'],[],[],?,190,795 kj(190 kcal),"8,7","3,4","0,9","0,7",27,"0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698,Pizza leclerc,,['France'],[],[],?,320,1339 kj(320 kcal),16,"5,8",30,"2,3",13,"1,2","0,48",,,['Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1699,Les cœurs de pigeon,3370589802782,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,Provolone doux - Auchan,2093974026969,['France'],[],[],?,?,,?,,?,,?,,,,D,['Auchan'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens']",,,,,,,,,,,,,,,,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,['Auchan'],,,,,,,,,,
1701,Mélange bien être,2609927071568,['France'],[],[],?,500,2092 kj(500 kcal),31,"0,8",37,33,13,"0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,Poulet tomate origan - Maître Coq,0215711021910,['France'],[],[],?,107,448 kj(107 kcal),"1,5","0,5","1,1","0,6",22,"0,63","0,252",,,['Maître Coq'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1703,Escalope de dinde extra fine,0209278020660,['France'],[],[],?,?,,?,,?,,?,,,,D,,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,,,,,,,,,,,,,,,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,,,,
1704,"Swiss Miss Milk Chocolate Hot Cocoa Mix, 50 Count,",0070920474915,['France'],[],[],?,90,377 kj(90 kcal),2,0,16,8,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1705,0322475325977,0322475325977,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1706,Grana padano,2265180035497,['France'],[],[],?,398,1665 kj(398 kcal),29,18,0,0,33,"1,5","0,6",,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Grana Padano']",29 g,en quantité élevée,18 g,en quantité élevée,0 g,en faible quantité,1.5 g,en quantité modérée,,+1%,+0%,+0%,0%,-100%,-100%,0%,-1%,-1%,15,-1%,D,-1%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,
1707,Comte 12 mois,2210178032347,['France'],[],[],?,427,1787 kj(427 kcal),35,23,1,0,27,"0,76","0,304",,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",35 g,en quantité élevée,23 g,en quantité élevée,0 g,en faible quantité,0.76 g,en quantité modérée,,+2%,+2%,+1%,+1%,+116%,-100%,+0%,-9%,-9%,13,0%,D,0%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,"['EMB 63113', 'Clermont-Ferrand (Puy-de-Dôme, France)']",,,,,,,,,,,
1708,Limonade bio artisanale,3770013672019,['France'],[],[],?,28,117 kj(28 kcal),0,0,"7,2","7,2",0,0,0,"['Bio', 'Fabriqué en France']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709,MERGUEZ PUR PORC,2240686031624,['France'],[],[],?,195,816 kj(195 kcal),13,"4,8","1,5","1,3",18,"2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,Fortimel Extra 2kcal Arôme Moka - Nutricia - 4x 200ml,8716900576485,['France'],[],[],?,201,841 kj(201 kcal),"8,6","0,85",21,"15,6","10,1","0,25","0,1",,,['Nutricia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 x 200 ml,,,,,,,,,,,,
1711,Biscuits noix de coco,5602974008621,['France'],[],[],?,478,2000 kj(478 kcal),"20,9","8,6","66,4","49,6","6,1","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1712,"creme glace, creme brulee - Carrefour",3245412168468,['France'],[],[],?,760,3180 kj(760 kcal),5,"3,2",32,29,"1,5","0,14","0,056",,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,,,,,,
1713,Eau pétillante,5201261150397,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,"0,733","0,293",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,Escalopes dinde,2447038026448,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,Frais de brebis,5546309032267,['France'],[],[],?,204,854 kj(204 kcal),17,12,"2,3","1,6",11,"0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1716,Merguez,3273625831060,['France'],[],[],?,247,1033 kj(247 kcal),20,"8,1","2,7","0,5",14,"2,3","0,92",['Sans conservateurs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,Spaghettoni (coupés) - 500g,8017145032003,['France'],[],[],?,355,1485 kj(355 kcal),"1,5","0,3","71,5","3,6","12,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 g,,,,,,,,,,,,
1718,Taveners proper sweets,5010511476954,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,Heinz Sliced Beetroot Betterave Tranche 440 GRS,5000256040398,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,Candy Love,8032539930598,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721,Kombucha Maté / Agrumes - LÖKKI Kombucha - 75cl,3770006064241,['France'],[],[],?,?,,?,,?,,?,,,['Biopartenaire'],,['LÖKKI Kombucha'],"['Boissons', 'Boissons sans alcool']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75 cl,,,,,,,,,,,,
1722,Escalivada con aceite de oliva - Casa Mas,8436564910370,['France'],[],[],?,61,255 kj(61 kcal),"0,5","0,1",8,"2,2","3,7","0,2","0,08",['Point Vert'],,['Casa Mas'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723,6111258650092,6111258650092,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1724,Pétillant de Pomme,3760271200048,['France'],[],[],?,?,,?,,?,,?,,,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,Premium sushi Rice ( niigata koshiibuki ) - 450g,4903011400035,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450 g,,,,,,,,,,,,
1726,Rellenito4 bâtons fourrés - Fini,8410525239427,['France'],[],[],?,362,1515 kj(362 kcal),"1,2","0,8",86,69,"1,7","0,3","0,12",,,['Fini'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727,Sel poivre noir et blanc - 290g,3760197503278,['France'],[],[],?,169,707 kj(169 kcal),"0,24","0,07","3,15","0,03","0,97","82,4","32,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290 g,,,,,,,,,,,,
1728,Milo - Nestlé,8888082133753,['France'],[],[],?,48,201 kj(48 kcal),1,"0,5","8,2","6,1","0,5",0,0,,,['Nestlé'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1729,Balsamique blanc au citron,3700662760591,['France'],[],[],?,167,699 kj(167 kcal),0,0,40,40,"0,06","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1730,Lasaña boloñesa - El Corte Ingles,8433329096355,['France'],[],[],?,?,,?,,?,,?,,,,D,['El Corte Ingles'],"['Plats préparés', 'Plats à base de pâtes', 'Lasagnes préparées', 'Lasagnes à la bolognaise']",,,,,,,,,,,,,,,,,,,,,,,79.9%,12.1%,2.7%,2.8%,1.5%,1.1%,47,,,,,,,,,,,,,
1731,1851 Grand Arabica Legal le goût,3227540207462,['France'],[],[],?,?,,?,,?,,?,,,,,['Legal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732,Chevre fromage,0258594032147,['France'],[],[],?,325,1360 kj(325 kcal),30,18,1,"0,5",22,"0,52","0,208",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1733,Tubitos,7896383053312,['France'],[],[],?,81,339 kj(81 kcal),"3,7","0,6",11,5,"2,1",100,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1734,Glace vanille préparée à la ferme - 420g,9902640000000,['France'],[],[],?,?,,?,,?,,?,,,['Sans colorants'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420 g,,,,,,,,,,,,
1735,Mélange de fruits au sirop léger - Marque Coq - 820g,3364699438634,['France'],[],[],?,80,335 kj(80 kcal),0,0,20,16,"0,7","0,09","0,036",,,"['Marque Coq', 'Cock Brand']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820 g,,,,,,,,,,,,
1736,Spanish chicken cooking sauce,20511142,['France'],[],[],?,53,222 kj(53 kcal),"1,4","0,3","8,8","8,8",0,"0,88","0,352",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737,château regaldo Saint-Blancard -,3012993045057,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738,Funghi Champignons - 40g,8019826426910,['France'],[],[],?,104,435 kj(104 kcal),"7,3","0,8","4,5","0,9",4,"1,81","0,724",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40 g,,,,,,,,,,,,
1739,6421766045618,6421766045618,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740,Arachides grillées enrobées de sucre cuit,2600117033397,['France'],[],[],?,?,,?,,?,,?,,,,,,['Pralines aux cacahuètes'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1741,Mild mustard - Hengstenberg,0038274304036,['France'],[],[],?,102,427 kj(102 kcal),"5,7","0,4","3,1","2,9",5,"3,9","1,56",,,['Hengstenberg'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742,Sugar peanuts - Alesto - 350g,20407698,['France'],"['58% cacahuètes 33% sucre huile de navette', "" Sge de glucese epaississant gomme arabique Q4% miel coiorants caramel au d'ammonium"", 'cochenille']","['Non végétalien', 'Non végétarien']",?,?,,?,,?,,?,,,,,['Alesto'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Snacks sucrés', 'Confiseries', 'Fruits à coques et dérivés', 'Confiseries de fruits à coques', 'Cacahuètes caramélisées']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350 g,,['Lidl'],,,,,,,,,,
1743,Mejillones de las rías gallegas fritos escabeche - Viamaris,8436541130456,['France'],[],[],?,159,665 kj(159 kcal),"8,1","1,3","3,4",0,18,"0,88","0,352",,,['Viamaris'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,Cioccolato di Modica,8021022001792,['France'],[],[],?,502,2100 kj(502 kcal),29,17,50,45,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,Sardines in vegetable oil 4 3/8 oz,0650882511714,['France'],[],[],?,124,519 kj(124 kcal),9,9,0,0,0,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1746,Le coeur vendeen,3486070000664,['France'],[],[],?,304,1272 kj(304 kcal),25,19,"0,7",0,19,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1747,Petits suisses au lait entier - 6x 30g,9773279455185,['France'],[],[],?,169,707 kj(169 kcal),12,"8,3","2,3","2,3",13,"0,07","0,028",,C,,"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Petits suisses']",12 g,en quantité modérée,8.3 g,en quantité élevée,2.3 g,en faible quantité,0.07 g,en faible quantité,,+55%,+57%,+128%,+140%,-64%,-61%,+64%,-29%,-29%,5,+1477%,C,+1477%,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,6 x 30 g,"['FR 35.288.001 CE', 'Saint-Malo (Ille-et-Vilaine, France)']",,,,,,,,,,,
1748,Palette de porc à la diable,0211942038642,['France'],[],[],?,?,,?,,?,,?,,,"['Nutriscore', 'Nutriscore C']",,,"['Viandes', 'Porc', 'Palette à la diable']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,Jawbreaker,5011061101204,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,DONUTS FOURRE CHOCOLAT,2011000023539,['France'],[],[],?,?,,?,,?,,?,,,,B,,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts', 'Beignets fourrés au chocolat']",,,,,,,,,,,,,,,,,,,,,,,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,,,,,,,,,
1751,Tartaletas integrales con arándanos ecológicas - Espiga biologica,8423245301169,['France'],[],[],?,393,1644 kj(393 kcal),11,"2,5",66,26,"5,9","0,55","0,22",['Bio'],,['Espiga biologica'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,Biopur active oméga 3 végétaux,3456300007107,['France'],[],"['Végétalien', 'Végétarien']",?,756,3163 kj(756 kcal),84,"7,6",0,0,0,0,0,"['Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,Filet de poulet - Carrefour,0219968031555,['France'],[],[],?,?,,?,,?,,?,,,,D,['Carrefour'],"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,['Carrefour'],,,,,,,,,,
1754,Gicopa,5411951002619,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755,Roti de porc fumé au fromage,0278493015683,['France'],[],[],?,163,682 kj(163 kcal),"8,5","4,5","1,1","0,8",21,"1,82","0,728",,E,,"['Viandes', 'Porc', 'Rôtis de porc']",8.5 g,en quantité modérée,4.5 g,en quantité modérée,0.8 g,en faible quantité,1.82 g,en quantité élevée,,+13%,+14%,+69%,+115%,+35%,+28%,-6%,+6%,+6%,14,+96%,D,+96%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,,,,,,,,,,,
1756,Mozarella Di Bufala Campana,8027480000155,['France'],[],[],?,256,1071 kj(256 kcal),22,16,"0,6","0,6",14,"0,39","0,156",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,Meli Melo,3338140000077,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758,Chocolat,8437015760070,['France'],[],[],?,544,2276 kj(544 kcal),58,37,"0,1",0,11,"0,7","0,28",['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,Salmas horneadas - Sanissimo - 18g,0658480001859,"['France', 'Mexique']",[],[],?,?,,?,,?,,?,,,,,['Sanissimo'],['Snacks'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18g,,,,,,,['Mexico'],,,,,
1760,Fromage cosso vache,0200336028536,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,BLOOM! chewing gum,6130074000034,['France'],[],[],?,403,1686 kj(403 kcal),"6,9",0,0,0,"0,1","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
