,name,bar_code,eco_score,quantity,packaging,brand,categories,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,traceability_code,ingredients_origins,manufacturing,markets,palm_ingredients,brand_owner,origin_detail,producer_info,generic_name,link
1216,Pure sensation Ganache Madagascar Noir 70% - Révillon - 150g,3110844787146,,150 g,"['Point vert', 'Pensez au tri!', 'Triman', 'Étiquette et sachet plastique à jeter', 'Étui carton et emballages individuels métal à recycler', 'Etui en carton', 'Sachet en plastique']",['Révillon'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Aliments de Pâques', 'Œufs de Pâques', 'Œufs en chocolat fourrés']",['France'],"['Chocolat noir à 70% de cacao ', 'pate de cacao', 'sucre', 'cacao maigre en poudre', 'beurre concentré', 'émulsifiant: lécithine de soja', 'chocolat noir 70% cacao origine Madagascar 23% ', 'pâte de cacao de Madagascar', 'sucre', 'beurre de cacao', 'émulsifiant: lécithine de soja', 'beurre concentré', 'eau', 'sirop de sucre inverti', 'humectant: sorbitol', 'sirop de glucose', 'lait concentré écrémé sucré', 'enzyme : invertase']","['E322i - Lécithine', 'E420 - Sorbitol', 'E1103 - Invertase']",['Lait'],"[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,39 g,en quantité élevée,24 g,en quantité élevée,28 g,en quantité élevée,0.02 g,en faible quantité,?,,529,-3%,2213 kj(529 kcal),-3%,39,+15%,24,+30%,32,-40%,28,-46%,7,+12%,"0,02",-89%,"0,008",-89%,22,-14%,E,-14%,,,,,,,,['Sans huile de palme'],,,,['Casino'],,,,,Bonbons de chocolat,
1217,Lipton ice tea peach,8714100868430,,,,['Lipton'],,['France'],"['Eau', 'sucre fructose acidifiants ', 'acide citrique', 'acide malique', 'extrait de the ', '0,12%', "" jus de pêche à partir d'un concentré "", '0,1%', ""correcteur d'acidité "", 'citrate trisodique', 'arômes', 'antioxygène ', 'acide ascorbique', 'édulcorant ', 'glycosides de stéviol']","['E330 - Acide citrique', 'E296 - Acide malique', 'E331iii - Citrate trisodique', 'E300 - Acide ascorbique', 'E960 - Glucosides de stéviol', '', 'Risque modéré de sur-exposition']",,[],4,,,,,,,,,?,,7.6,,"31,6 kj(7 kcal)",,"0,2",,"0,04",,"4,8",,"4,4",,"0,2",,"0,032",,"0,013",,,,,,,,,,,,,,,,,,,,,,,
1218,Tomate frito receta artesana con aceite de oliva - Helios - 300g,8410095007341,B,300g,,['Helios'],"['Epicerie', 'Sauces', 'Sauces tomate', 'Sauces tomates frites']","['France', 'Espagne']","['Tomate', ""huile d'olive"", 'sucre', 'sel', 'épices']",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,15.3 g,en quantité modérée,2.2 g,en quantité modérée,9.2 g,en quantité modérée,1 g,en quantité modérée,?,,187,+115%,782 kj(187 kcal),+121%,"15,3",+282%,"2,2",+353%,11,+19%,"9,2",+33%,"1,1",-13%,1,-10%,"0,4",-10%,8,+53%,C,+53%,48.3%,19.8%,11.8%,11.5%,5.0%,3.5%,91,,,['Espagne'],['Espagne'],['Noz'],,,,,,
1219,Gimber original - 200ml,0710535485264,A,200ml,['Verre'],['Gimber'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Gingembre']",['France'],"[""Gingembre'"", ""sucre de canne'"", 'citron*', 'eau', ""épices'"", '*origine bio']",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,0.2 g,en faible quantité,0.2 g,en faible quantité,33 g,en quantité élevée,0.025 g,en faible quantité,599,-29%,?,,599 kj(143 kcal),-37%,"0,2",-60%,"0,2",+45%,"34,5",-33%,33,-16%,"0,42",-59%,"0,025",-93%,"0,01",-93%,,,,,61.7%,0.0%,0.0%,28.7%,9.6%,0.0%,97,"['Bio', 'Bio européen', 'BE-BIO-01', 'Fabriqué en Belgique']",,,,,,,,,,
1220,Tagliolini,20277314,,,,,,['France'],[],,,[],,,,,,,,,,?,,286,,1197 kj(286 kcal),,3,,"0,9",,53,,"1,6",,0,,"0,05",,"0,02",,,,,,,,,,,,,,,,,,,,,,,
1221,Zwiebel Schmalz -,40309729,B,,,,"['Matières grasses', 'Matières grasses animales', 'Saindoux']","['France', 'Allemagne']",[],,,[],,96 g,en quantité élevée,45 g,en quantité élevée,0.6 g,en faible quantité,1.2 g,en quantité modérée,?,,872,+23%,3648 kj(872 kcal),+23%,96,+22%,45,-12%,"2,5",+233%,"0,6",+1%,"0,5",-23%,"1,2",+34%,"0,48",+34%,22,+3%,E,+3%,71.8%,7.7%,7.7%,6.9%,4.7%,1.2%,89,,,,,,,,,,,
1222,Leite de coco - Koala,5603697270210,,,,['Koala'],['pt:Leite de coco'],['France'],[],,,[],,18 g,en quantité modérée,16 g,en quantité élevée,1.8 g,en faible quantité,0.06 g,en faible quantité,?,,173,,724 kj(173 kcal),,18,,16,,"1,8",,"1,8",,"0,9",,"0,06",,"0,024",,12,,D,,,,,,,,,,,,,,,,,,,
1223,Anti Calc POUDRE détartrant,4006508178582,,,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,Ice Tea Herbes des Alpes Suisses - Sans sucres ajoutés - Migros,7613312224250,,,,['Migros'],,"['France', 'Suisse']",[],,,[],,,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,"0,5",,"0,5",,0,,0,,0,,,,,,,,,,,,,"['Bio', 'Bio européen', 'CH-BIO-006', 'Sans sucre ajouté']",,,,['Migros'],,,,,,
1225,Paprika Frischecreme,4028332320135,,,,,,['France'],[],,,[],,,,,,,,,,?,,219,,916 kj(219 kcal),,20,,10,,5,,3,,3,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,
1226,Galette multi-cereales - Riso Scotti,8001860253072,B,,,['Riso Scotti'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Galettes de céréales soufflées', 'Galettes multicéréales soufflées']","['France', 'Espagne']","['Riz* ', '34,6%', 'riz complet ', '24,6%', 'mais ', '20%', 'sarrasin ', '16%', 'millet ', '2%', 'quinoa"" ', '2%', 'sel', ' Il peut contenir des traces de soja et sésame', "" *Ingrédients d'agriculture biologique""]",,['Soja'],[],3,2.6 g,en faible quantité,0.6 g,en faible quantité,0.3 g,en faible quantité,0.8 g,en quantité modérée,?,,387,+3%,1619 kj(387 kcal),+2%,"2,6",-13%,"0,6",-12%,80,+7%,"0,3",-61%,"9,3",+4%,"0,8",+139%,"0,32",+139%,2,,B,,57.0%,19.3%,12.5%,10.4%,0.8%,0.0%,92,,,,,,,,,,,
1227,Natürliches Pfefferminz,40204253,,,,,,['France'],[],,,[],,,,,,,,,,?,,401,,1678 kj(401 kcal),,"0,4",,"0,4",,"98,6",,"97,8",,"0,9",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,
1228,Schlachtekraut mit Schinkenwürfel - Thüringer Landgarten - 550g,4016435000825,B,550 g,['Glas'],['Thüringer Landgarten'],"['Plats préparés', 'Choucroutes']","['France', 'Allemagne']","['92% Sauerkraut ', 'Weißkohl', 'Speisesalz', '2,3% Griebenschmalz ', 'Schweinespeck', 'Flomen', 'Zucker', 'Aromen ', 'enthält Lactose', 'Soja', 'Stärke', '1,0% geräucherte Schinkenwürfel ', 'Schweinefleisch', 'Speisesalz', 'Glukosesirup', 'Antioxidationsmittel: Natriumascorbat', 'Stabilisator: Diphosphate', 'Konservierungstof: Natriumnitrit', 'Rauch', 'Antioxidationsmittel: Ascorbinsäure', 'Karottenwürfel', 'Gewürze']","['E301 - Ascorbate de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E300 - Acide ascorbique']","['Lait', 'Soja']","['Non végétalien', 'Non végétarien']",4,2.1 g,en faible quantité,1 g,en faible quantité,7.5 g,en quantité modérée,1.5 g,en quantité modérée,?,,60,-36%,251 kj(60 kcal),-36%,"2,1",-69%,1,-60%,"7,7",+236%,"7,5",+979%,"1,5",-66%,"1,5",+15%,"0,6",+15%,0,-100%,B,-100%,59.3%,25.1%,6.2%,5.0%,2.6%,1.9%,70,,,,,,,,,,,
1229,"Semoule De Ble Fine 5 Kg,",3276650050062,,,,,,['France'],[],,,[],,,,,,,,,,?,,0,,0 kj(0 kcal),,"1,5",,"0,1",,70,,2,,"11,2",,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1230,Musli Zapekané Granola Super Nuts 500G Farmers &sunny Bonavit,8595564510512,,,,,,['France'],[],,,[],,,,,,,,,,?,,455,,1904 kj(455 kcal),,18,,"7,9",,62,,19,,"7,2",,"0,42",,"0,168",,,,,,,,,,,,,,,,,,,,,,,
1231,Pâte de dattes,3760093153942,C,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Aliments à base de fruits et de légumes', 'Snacks sucrés', 'Confiseries', 'Fruits et produits dérivés', 'Fruits', 'Pâtes de fruits', 'Dattes', 'Pâtes de dattes']",['France'],[],,,[],,0.5 g,en faible quantité,0.1 g,en faible quantité,62 g,en quantité élevée,0 g,en faible quantité,?,,299,+6%,1251 kj(299 kcal),+5%,"0,5",+9%,"0,1",+27%,68,+4%,62,+45%,"2,3",+0%,0,-100%,0,-100%,7,+94%,C,+94%,88.3%,0.0%,4.7%,3.6%,3.3%,0.0%,57,,,,,,,,,,,
1232,Canadian Maple Syrup - Woolworths,9300633967475,,,,['Woolworths'],"['Édulcorants', 'Sirops', 'Sirops simples', ""Sirops d'érable""]","['Australie', 'France']","['maple syrup ', '100%']",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",2,0 g,en faible quantité,0 g,en faible quantité,85.5 g,en quantité élevée,0 g,en faible quantité,?,,1498,+449%,6268 kj(1498 kcal),+450%,0,-100%,0,-100%,88,+29%,"85,5",+40%,"0,2",+311%,0,-100%,0,-100%,20,+52%,E,+52%,,,,,,,,,,,,['Woolworths'],,,,,,
1233,Rice Nocciola - isola bio,8023678427162,E,,,['isola bio'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Boissons végétales de céréales', 'Boissons au riz']","['France', 'Espagne']",[],,,[],,1.9 g,en quantité modérée,0.2 g,en faible quantité,5.5 g,en quantité modérée,0.08 g,en faible quantité,?,,74,+28%,310 kj(74 kcal),+27%,"1,9",+56%,"0,2",-15%,13,+17%,"5,5",-4%,"0,8",+135%,"0,08",-15%,"0,032",-15%,1,+23%,B,+23%,82.5%,2.9%,5.0%,5.8%,2.9%,0.8%,27,['Bio'],,,,,,,,,,
1234,Italian Style Bruschette Chips Sweet Basil Pesto,3800205874089,,,,,,['France'],[],,,[],,,,,,,,,,?,,456,,1908 kj(456 kcal),,14,,"1,2",,71,,"5,5",,"9,1",,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,
1235,Ding Dong Snack Mix With Chips & Curls -,4800092331732,,,,,"['Snacks', 'Snacks salés', 'Apéritif']","['France', 'Royaume-Uni']","['MAIS', 'POIS', 'ARACHIDES', 'FARINE DE BLÉ', 'HUILE DE PAUME', 'HUILE DE MAÏS', 'HUILE A LA NOIX DE COCO', 'SUCRE', 'PROTEINE DE SOJA HYDROLYSÉE', 'SEL', 'ÉPICES', 'TARTRAZINE', 'LE BLEU BRILLANT FCF', 'GLUTAMATE MONOSODIQUE', 'ET HQTB']","['E102 - Tartrazine', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition']","['Gluten', 'Arachides', 'Soja']",[],4,9 g,en quantité modérée,7 g,en quantité élevée,1 g,en faible quantité,1 g,en quantité modérée,?,,160,-66%,669 kj(160 kcal),-66%,9,-63%,7,+71%,16,-69%,1,-68%,4,-48%,1,-36%,"0,4",-36%,11,-13%,D,-13%,,,,,,,,,,,,,,,,,,
1236,U,3256226386733,,,,['U'],,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237,100% Bio Saft Milder Apfel - Hipp - 200ml,4062300034778,,200ml,['01 pet'],['Hipp'],['Boissons'],"['France', 'Allemagne']",[],,,[],,0.04 g,en faible quantité,0.01 g,en faible quantité,11 g,en quantité élevée,0.05 g,en faible quantité,?,,49,-12%,205 kj(49 kcal),-15%,"0,04",-88%,"0,01",-92%,12,+6%,11,+17%,"0,1",-80%,"0,05",+20%,"0,02",+20%,15,+96%,E,+96%,,,,,,,,['en:gluten-free'],,,,,,,,,,
1238,Condiment doux à base de vinaigre balsamique de Modène - Monari Federzoni,8003185009006,,,,['Monari Federzoni'],,['France'],[],,,[],,,,,,,,,,?,,255,,1067 kj(255 kcal),,0,,0,,60,,55,,"1,2",,"0,25",,"0,1",,,,,,,,,,,,,"['Bio', 'Bio européen', 'en:gluten-free', 'IT-BIO-007']",,,,,,,,,,
1239,Pack de bière 33cl - Heineken,3119780268825,C,,,['Heineken'],"['Boissons', 'Boissons alcoolisées', 'Bières']",['France'],[],,,[],,,,,,,,,,?,,42,-5%,176 kj(42 kcal),-5%,0,-100%,0,-100%,"3,2",-18%,0,-100%,0,-100%,"0,01",-37%,"0,004",-37%,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,,,,,,,
1240,Charbet,6130551001745,,,,,,['France'],[],,,[],,,,,,,,,,?,,48,,201 kj(48 kcal),,"0,5",,0,,11,,0,,"0,5",,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1241,La Goutine,3760152700056,,,,,,['France'],[],,,"['Végétalien', 'Végétarien']",,,,,,,,,,?,,443,,1854 kj(443 kcal),,16,,"9,6",,66,,28,,"5,9",,"0,01",,"0,004",,,,,,,,,,,,,"['Bio', 'Végétarien', 'Bio européen', 'en:gluten-free', 'Végétalien', 'Fabriqué en France']",,,,,,,,,,
1242,Gemüse Pfanne mit Rote Bete & Süsslartoffeln - FRoSTA,4008366013227,,,,['FRoSTA'],,['France'],[],,,[],,,,,,,,,,?,,87,,364 kj(87 kcal),,"2,3",,"0,2",,"13,4",,"5,5",,2,,"0,79",,"0,316",,,,,,,,,,,,,,,,,,,,,,,
1243,Myriam K Hair Vitamin,3760205102264,,,,,,['France'],[],,,"['Végétalien', 'Végétarien']",,,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,"['Végétarien', 'en:gluten-free', 'Sans arômes artificiels', 'Végétalien', 'Halal', 'Fabriqué en France', 'Sans colorants']",,,,,,,,,,
1244,Sandwiches au beurre - Carrefour,5400101030602,,,,['Carrefour'],,['France'],[],,,[],,,,,,,,,,?,,303,,1268 kj(303 kcal),,"7,1",,"2,8",,51,,"8,5",,"8,4",,"1,2",,"0,48",,,,,,,,,,,,,,,,,['Carrefour'],,,,,,
1245,Sauce Béarnaise à chauffer -  - 330gr,27066034,D,330 gr,['Bocal'],,"['Epicerie', 'Sauces', 'Sauces au poivre', 'Sauces béarnaises']",['France'],[],,,[],,15 g,en quantité modérée,2 g,en quantité modérée,0.7 g,en faible quantité,1.2 g,en quantité modérée,?,,155,-65%,649 kj(155 kcal),-64%,15,-66%,2,-64%,"4,8",-1%,"0,7",-71%,1,-15%,"1,2",-26%,"0,48",-26%,7,-57%,C,-57%,82.5%,9.1%,4.3%,2.2%,1.2%,0.8%,39,,,,,,,,,,,
1246,75CL Cotes De Provence Rose - La Cave d'Augustin Florent - 75cL,3245414630611,C,75 cL,,"[""La Cave d'Augustin Florent""]","['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Côtes de Provence']",['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,['France'],,,,,,,,
1247,Rhum arrangé banane flambée -,3560071187170,C,,['Bouteille'],,"['Boissons', 'Boissons alcoolisées', 'Alcools forts', 'Eaux-de-vie', 'Rhums']",['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,0.0%,41.3%,42.0%,11.2%,3.5%,2.0%,57,,"['EMB 67222', 'Ingwiller (Bas-Rhin, France)']",,,,,,,,,
1248,Peanut Butter Crunchy - Spar,8710671149015,C,,,['Spar'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Produits à tartiner', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de légumineuses', 'Beurres de cacahuètes']",['France'],[],,,[],,55 g,en quantité élevée,9.7 g,en quantité élevée,6.5 g,en quantité modérée,0.53 g,en quantité modérée,?,,643,+7%,2690 kj(643 kcal),+8%,55,+14%,"9,7",+17%,"11,6",-19%,"6,5",+2%,"21,8",-11%,"0,53",-1%,"0,212",-1%,20,+82%,E,+82%,74.9%,2.4%,8.8%,4.1%,6.0%,3.7%,57,,,,,,,,,,,
1249,Salade au king Crabe,5413739007250,,,,,,['France'],[],,,[],,,,,,,,,,?,,279,,1167 kj(279 kcal),,25,,"2,2",,"8,3",,"2,9",,"5,3",,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,
1250,Linsenaufstrich -Rote Linse Paprika Mango - Allos,4016249197759,,,['Glas'],['Allos'],,"['France', 'Allemagne']",[],,,[],,,,,,,,,,?,,198,,828 kj(198 kcal),,13,,"2,4",,14,,"6,9",,"4,9",,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,
1251,Clean whey cookies & cream - Powerbar - 45.0g,4029679672383,,45.0 g,['Riegel'],['Powerbar'],,"['France', 'Allemagne']",[],,,[],,,,,,,,,,?,,326,,1364 kj(326 kcal),,10,,2,,22,,15,,33,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,
1252,75CL Champagne Brut Courances - 75cL,3270190166795,,75 cL,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1253,Aoste les fines et fondantes - 0.15kg,3449865278785,,0.15 kg,"['Frais', 'Barquette']","['Aoste', 'Fines & Fondantes']",['Jambon de pays'],['France'],"['Jambon de porc origine U', 'E', 'sel', 'chlorure de potassium', 'conservateurs : nitrate de potassium et nitrite de sodium', 'Présence possible de fruits à coques et de lait']","['E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",['Lait'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,10 g,en quantité modérée,3.8 g,en quantité modérée,0.5 g,en faible quantité,3.5 g,en quantité élevée,889,,212,,889 kj(212 kcal),,10,,"3,8",,"0,5",,"0,5",,30,,"3,5",,"1,4",,15,,D,,,,,,,,,['Réduit en sel'],,,,,,,,,Jambon cru,https://aoste.fr/
1254,Brownies chocolat - St Michel - 8paquets,3178530415841,D,8 paquets,['gateau individuel'],['St Michel'],"['Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat', 'Brownies']",['France'],"['Sucre', 'œufs de poules élevées en plein air 25%', 'farine de blé', 'beurre pâtissier', 'huile de colza', 'sirop de glucose-fructose', 'stabilisants : sorbitols et glycérol', 'pâte de cacao', 'cacao en poudre', 'cacao maigre en poudre', 'sel', 'émulsifiant : lécithine de soja']","['E420 - Sorbitol', 'E422 - Glycérol', 'E322i - Lécithine']","['Œufs', 'Gluten', 'Lait', 'Soja']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,24 g,en quantité élevée,10 g,en quantité élevée,33 g,en quantité élevée,0.18 g,en faible quantité,?,,454,0%,1900 kj(454 kcal),0%,24,-6%,10,+22%,52,+8%,33,-4%,"5,8",-2%,"0,18",-53%,"0,072",-53%,18,-6%,D,-6%,84.5%,9.8%,2.3%,2.2%,1.2%,0.0%,37,"['Plein air', 'Œufs de poules élevées en plein air', 'Fabriqué en France', 'Sans colorants', 'Sans conservateurs', 'en:palm-oil-free', 'Sans colorants ou conservateurs']",,,,,,,,,,
1255,Huile d'olive extra vierge - Bertolli - 1l,8002470025356,D,1 l,['Vetro'],['Bertolli'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",['France'],[],,,[],,91 g,en quantité élevée,14 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,823,-4%,3443 kj(823 kcal),-4%,91,-5%,14,0%,0,,0,,0,,0,-100%,0,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,['Union européenne'],,,,,,,,
1256,Bio Gnocci Vollkorn - Gut Bio - 400g,4061458070386,,400g,,['Gut Bio'],,"['France', 'Allemagne']","['Teigbällchen aus Vollkornweizenmehl ', 'Vollkornweizenmehl""', 'Wasser', 'Weizenkleie ', '7 96', 'Speisesalz', 'Säuerungsmittel ', 'Milchsäure', 'Reismehl aus kontrolliert ökologischem Anbau', 'Trocken und vor wärme geschützt lagern', 'Nach Anbruch der Packung im Kühlschrank aufbewahren und innerhalb von 3 lagen verzehren', 'OO REDMI NOTE 9 PRO CO AI QUAD CAMERA Zubereitung']",['E270 - Acide lactique'],['Gluten'],[],,,,,,,,,,?,,142,,594 kj(142 kcal),,"0,9",,"0,1",,26,,1,,"5,1",,"0,82",,"0,328",,,,,,,,,,,,,"['Bio', 'Bio européen']",,,,,,,,,,
1257,"""70CL Whisky 12 Ans Glen Turner 40 °"" - 70cL",3147697523508,,70 cL,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258,Yaourt brassé aux fruits,3760257930013,,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts brassés', 'Yaourts brassés aux fruits']",['France'],[],,,[],,,,,,,,,,?,,0,-100%,0 kj(0 kcal),-100%,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259,Toni Jogurt myrtille,7610900042913,,,,,,['France'],[],,,[],,,,,,,,,,?,,98,,410 kj(98 kcal),,3,,"1,8",,13,,13,,4,,"0,08",,"0,032",,,,,,,,,,,,,['Fabriqué en Suisse'],,,,,,,,,,
1260,Petits pois - Cassegrain,3083681095326,,,,['Cassegrain'],,['France'],[],,,[],,,,,,,,,,?,,59,,247 kj(59 kcal),,"0,6",,"0,1",,"8,3",,"5,8",,"3,1",,"0,66",,"0,264",,,,,,,,,,,,,,,,,,,,,,,
1261,Salade de nos producteurs - Laitue - Bonduelle - 140g,3083681100327,A,140 g,"['Sachet', 'sous vide']",['Bonduelle'],['Laitues'],"['France', 'Pays-Bas']",['Laitue'],,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0.1 g,en faible quantité,0.1 g,en faible quantité,1.5 g,en faible quantité,0.03 g,en faible quantité,75,+12%,18,-18%,75 kj(18 kcal),-1%,"0,1",-74%,"0,1",-7%,"2,6",+42%,"1,5",+49%,1,+0%,"0,03",-73%,"0,012",-73%,-6,,A,,59.4%,0.0%,0.0%,13.2%,18.9%,8.4%,95,"['Fruits et Légumes de France', 'Sans conservateurs', 'Nutriscore', 'Nutriscore A']","['EMB 44169H', 'Saint-Julien-de-Concelles (Loire-Atlantique, France)', 'EMB 69277C', 'Genas (Rhône, France)', 'EMB 55312A', 'Maizey (Meuse, France)']",['France'],['France'],,,,,,Salade prête à l'emploi,
1262,Pates d'alsace - Carrefour - 250g,3560071151591,,250g,,['Carrefour'],,['France'],[],,,[],,,,,,,,,,?,,363,,1519 kj(363 kcal),,"4,6",,"1,2",,64,,3,,15,,"0,1",,"0,04",,,,,,,,,,,,,,,,,['Carrefour'],,,,,,
1263,Eau de bouleau gingembre et citron vert,4779031611658,,,,,,['France'],"['EAU DE BOULEAU BIOLOGIQUE ', '94,3%', ' SUC BOLOGIQUE ', '4,9%', 'EXTRAIT DE GINGEMBRE BIOLOGIQE ', '0,5%', 'ACIDE CITROQUE ', '0,2%', 'ARÔME NATUREL DE CITRON VERT ', '0,1%', 'BOULEAU CONTIENT DES VITAMINES ET DES MINERA POTASSIUM', 'CALCIUM', 'MAGNÉSIUM', 'MANGANÈSE', 'SOD C FER', 'ZINC', 'PHENOLS', ' SÉDIMENTATION NATURELLE RSS']",,,[],4,,,,,,,,,?,,20,,84 kj(20 kcal),,0,,0,,5,,"4,8",,0,,0,,0,,,,,,,,,,,,,"['en:gluten-free', 'Sans conservateurs']",,,,,,,,,,
1264,Mama Instant Pad Thai Noodles,8851876201303,,,,['Mama'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Nouilles', 'Nouilles instantanées']",['France'],"['rice ', '66,5%', 'sugar', 'palm oil', 'tapioca starch', 'salt', 'shallot', 'flavourings ', 'milk', 'salt', 'flavoung soybeans', 'wheat ', 'contains gluten', 'shrimp powder ', 'shrimp ', 'crustaceans', 'salt', 'coconut cream powder ', 'coconut cream', 'glucose syrup', 'milk protein', 'cream powder ', 'glucose syrup', 'hydrogenated palm kemel il', 'milk protein', 'chilli powder', 'acidity regulator: e330', 'dried leek', 'chilli sauce powder ', 'tapioca startch', 'sugar', 'salt', 'garlic powder', 'soybeans', 'wheat ', 'contains gluten', ' ', 'flavouring', 'tamarind powder', 'soy sauce powder ', 'soybeans', 'salt', 'wheat ', 'contains gluten', 'colour ', 'e160c', 'flavour enhancer ', 'e635', ',']","['E330 - Acide citrique', 'E160c - Extrait de paprika', ""E635 - 5'-ribonucléotide disodique""]","['Crustacés', 'Gluten', 'Lait', 'Soja']","['Huile de palme', 'Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,204,-32%,854 kj(204 kcal),-32%,"5,5",-53%,"2,7",-49%,70,+73%,4,+65%,5,-21%,3,+15%,"1,2",+15%,,,,,,,,,,,,,,,,,,,,,,
1265,chicorée café - grand Jury - 200g,3245390136084,,200 g,,['grand Jury'],,"['France', 'Vanuatu']",['chicorée café'],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
