,name,bar_code,brand,categories,labels,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,traceability_code,packaging,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,markets,brand_owner,nova_score,generic_name,link,additives,allergens,ingredients_origins,manufacturing,origin_detail
967,Fromage de brebis au lait pasteurisé - Leader Price,3036859409517,['Leader Price'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",,['France'],[],[],23 g,en quantité élevée,16 g,en quantité élevée,0.8 g,en faible quantité,2.8 g,en quantité élevée,?,,274,-17%,1146 kj(274 kcal),-16%,23,-14%,16,-10%,"0,8",-34%,"0,8",+8%,16,-22%,"2,8",+115%,"1,12",+115%,18,+31%,D,+31%,,,D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,['Leader Price'],,,,,,,,,
968,Fruit de baobab BOUYE,6044000059983,,,,['France'],[],[],,,,,,,,,?,,143,,598 kj(143 kcal),,"0,6",,0,,"11,8",,0,,"22,5",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
969,Fromage de chevre,0247068014567,,,,['France'],[],[],,,,,,,,,?,,324,,1356 kj(324 kcal),,28,,20,,1,,"0,5",,17,,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,,
970,Pain sportif Carrefour,0202820015411,,,,['France'],[],[],,,,,,,,,?,,293,,1226 kj(293 kcal),,"5,4",,"0,6",,51,,11,,"8,3",,"0,92",,"0,368",,,,,,,,,,,,,,,,,,,,,,,,,,
971,5352206190012,5352206190012,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,"Muffins Mit Schokoladestücke, Schokolade",4002809028168,,,,['France'],[],[],,,,,,,,,?,,379,,1586 kj(379 kcal),,22,,"4,2",,40,,22,,"5,2",,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,,,,,,,
973,Mix italien - Carrefour,5400101013513,['Carrefour'],,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,,,,,
974,Domedia,3664944143314,,,,['France'],[],[],,,,,,,,,?,,10,,42 kj(10 kcal),,12,,10,,12,,10,,15,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,
975,Tablette chocolat gianduja,3662376062548,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,Filet de dinde,2208507040088,,,['Point Vert'],['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,"['FR 26.088.011 CE', 'Chatuzange-le-Goubet (Drôme, France)']",,,,,,,,,,,,,,,,,,,,
977,Saucisson ail,3596810056674,,"['Viandes', 'Charcuteries', 'Saucissons', ""Saucissons à l'ail""]","[""Saucisson à l'ail""]",['France'],[],[],28 g,en quantité élevée,9.6 g,en quantité élevée,1.1 g,en faible quantité,2 g,en quantité élevée,?,,315,+15%,1318 kj(315 kcal),+15%,28,+26%,"9,6",+12%,"2,4",+118%,"1,1",+54%,13,-19%,2,-5%,"0,8",-5%,20,+4%,E,+4%,"['FR 60.009.001 CE', 'Allonne (Oise, France)']",,E,80.5%,12.7%,2.9%,1.1%,0.6%,2.3%,21,,,,,,,,,,,
978,Amande décortiquée nonpareil suprême 20 /22,3760073889601,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Fruits à coques décortiqués', 'Amandes', 'Amandes décortiquées']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,E,96.4%,0.5%,1.0%,1.5%,0.7%,0.0%,11,,,,,,,,,,,
979,Hibissea,3770008292048,,,['Bio'],['France'],[],[],,,,,,,,,?,,37,,155 kj(37 kcal),,"0,5",,"0,5",,"9,3",,"9,3",,"0,5",,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,,
980,Beaufort AOP au lait cru,0219751021121,,,,['France'],[],[],,,,,,,,,?,,393,,1644 kj(393 kcal),,30,,20,,0,,0,,27,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,,
981,Salade de morue,3760022360045,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,Saucisse sèche pur porc,2276763039825,,,,['France'],[],[],,,,,,,,,?,,428,,1791 kj(428 kcal),,33,,13,,"2,7",,"1,8",,29,,"4,7",,"1,88",,,,,,,,,,,,,,,,,,,,,,,,,,
983,Pure pineapple juice from concentrate - Iceland,5010482536169,['Iceland'],,,['France'],[],[],,,,,,,,,?,,51,,213 kj(51 kcal),,0,,0,,"11,9",,"10,7",,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
984,Organic vegan cacao dark chocolate bar,0842638000126,,,,['France'],[],[],,,,,,,,,?,,160,,669 kj(160 kcal),,11,,7,,13,,8,,2,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
985,"Conchiglie au poulet, au basilic & mozzarella - Fleury Michon",29000500,['Fleury Michon'],,,['France'],[],[],,,,,,,,,?,,167,,699 kj(167 kcal),,"6,5",,"1,3",,20,,"2,8",,"6,5",,"0,76",,"0,304",,,,,,,,,,,,,,,,,,,,,,,,,,
986,Auchan Baby Haricot Vert - 2x 120g,3596710474967,['Auchan'],,"['Bio', 'en:gluten-free']",['France'],[],[],,,,,,,,,?,,156,,653 kj(156 kcal),,"0,5",,"0,1",,"6,5",,"1,1",,"1,5",,"0,02",,"0,008",,,,,,,,,,,,,,,,2 x 120 g,['Auchan'],,,,,,,,,
987,Nuggets de fromage fondant,0206233010971,,,,['France'],[],[],,,,,,,,,?,,277,,1159 kj(277 kcal),,17,,"4,1",,21,,"0,5",,"8,6",,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,,
988,Magret de canard,2458674039426,,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,E,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,,,,,,,,,,
989,Tarte caramel noisette decongelee,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,Gateau moka - 360g,3511243137400,,,,['France'],[],[],,,,,,,,,?,,430,,1799 kj(430 kcal),,30,,20,,37,,28,,3,,"0,05",,"0,02",,,,,,,,,,,,,,,,360 g,,,,,,,,,,
991,Fruits des bois - La Confiserie Bressaude,3389682001183,['La Confiserie Bressaude'],,,['France'],[],[],,,,,,,,,?,,400,,1674 kj(400 kcal),,0,,0,,98,,77,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
992,Terrine de campagne 3 poivres,2846155012868,,"['Viandes', 'Charcuteries', 'Terrines', 'Terrines de campagne']",,['France'],[],[],25.4 g,en quantité élevée,9.9 g,en quantité élevée,0.7 g,en faible quantité,1.73 g,en quantité élevée,?,,298,-8%,1247 kj(298 kcal),-8%,"25,4",-10%,"9,9",-8%,"3,2",+40%,"0,7",-19%,"14,1",+1%,"1,73",+8%,"0,692",+8%,19,-2%,E,-2%,,,,,,,,,,,,,,,,,,,,,
993,Baguette gourmandine,0202644008866,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,Mousse chocolat,0200083016862,,,,['France'],[],[],,,,,,,,,?,,390,,1632 kj(390 kcal),,31,,21,,20,,19,,"6,9",,"0,18",,"0,072",,,,,,,,,,,,,,,,,,,,,,,,,,
995,Streussel nature,0257168011151,,,,['France'],[],[],,,,,,,,,?,,368,,1540 kj(368 kcal),,13,,"8,4",,56,,16,,"7,7",,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,,
996,Chocolat noir,3474341100984,,,,['France'],[],[],,,,,,,,,?,,562,,2351 kj(562 kcal),,39,,19,,41,,36,,"7,4",,"0,01",,"0,004",,,,,,,['Film en plastique'],,,,,,,,,,,,,,,,,,,
997,Beaufort AOP au lait cru,0210849036348,,,,['France'],[],[],,,,,,,,,?,,415,,1736 kj(415 kcal),,34,,20,,"1,3",,0,,26,,1,,"0,4",,,,,,,['Film en plastique'],,,,,,,,,,,,,,,,,,,
998,Bleu laqueuille,0200698010361,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,Collection de 9 chocolats - Fauchon,3457041192954,['Fauchon'],,,['France'],[],[],,,,,,,,,?,,536,,2243 kj(536 kcal),,39,,17,,37,,32,,"8,3",,"0,22",,"0,088",,,,,,,,,,,,,,,,,,,,,,,,,,
1000,Aubergines grillées - Baktat,8690804347092,['Baktat'],,,['France'],[],[],,,,,,,,,?,,19,,79 kj(19 kcal),,"0,1",,0,,"2,1",,2,,1,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,
1001,Saucisse fraîche du Couserans,2462761071633,,,['Sans conservateurs'],['France'],[],[],,,,,,,,,?,,194,,812 kj(194 kcal),,"13,9",,"4,5",,"0,9",,"0,4",,"16,8",,"2,1",,"0,84",,,,,,,,,,,,,,,,,,,,,,,,,,
1002,Chaudfontaine Eau minérale naturelle,5449000111685,,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,Ossau iraty,0219067037939,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Fromages de brebis', 'Ossau-Iraty']",,['France'],[],[],,,,,,,0 g,en faible quantité,?,,?,,,,?,,,,?,,,,?,,0,-100%,0,-100%,,,,,,,E,89.1%,5.2%,2.2%,2.3%,1.0%,0.3%,34,,,,,,,,,,,
1004,Pan de Molde rústico con cereales y semillas,8431836264717,,,,['France'],[],[],,,,,,,,,?,,276,,1155 kj(276 kcal),,"3,6",,"0,6",,49,,"3,2",,"9,2",,"0,98",,"0,392",,,,,,,,,,,,,,,,,,,,,,,,,,
1005,Vinaigre Cidre Aromatise Piment Espelette,3452010002494,,,"['Bio', 'Bio européen', 'FR-BIO-01']",['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,Bourgesdis,0252805228930,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,All butter shortbread,5024333218210,,,,['France'],[],[],,,,,,,,,?,,523,,2188 kj(523 kcal),,29,,18,,59,,19,,"5,4",,"0,83",,"0,332",,,,,,,,,,,,,,,,,,,,,,,,,,
1008,Cake citron,2088120071962,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,Beaufort,2215184037393,,,,['France'],[],[],,,,,,,,,?,,393,,1644 kj(393 kcal),,"30,3",,"20,1",,"3,7",,"0,1",,"26,6",,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,,
1010,Creatine mono hydrate - MyProtein - 1kg,5055534365045,['MyProtein'],,"['Végétarien', 'Sans gluten', 'Végétalien', 'en:The Vegan Society']",['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,1 kg,,,,,,,,,,
1011,Saint Nectaire laitier AOP,0239228013183,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Saint-Nectaire laitier']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,
1012,Bio pfeffer - 90g,20220952,,,['Bio'],['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,90 g,,,,,,,,,,
1013,Baguette aux cereales,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,Repas minceur,5425030862841,,,,['France'],[],[],,,,,,,,,?,,350.7,,1467 kj(350 kcal),,"8,5",,"1,7",,"10,55",,"1,2",,"53,45",,"6,4",,"2,56",,,,,,,,,,,,,,,,,,,,,,,,,,
1015,Parisian Fruit Domes,5425002288860,,,['Halal'],['France'],[],[],,,,,,,,,?,,257,,1075 kj(257 kcal),,"0,08",,"0,07",,"61,07",,"42,14",,"3,23",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,Chou frise,3256226087708,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,"['EMB 29148A', 'Mespaul (Finistère, France)']",,,,,,,,,,,,,,,,,,,,
1017,Tomme Pyrénées IGP noire,0208803021127,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,Bière bacchante,3770009157216,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,Véritable andouillette de Troyes,0219217022242,,"['Viandes', 'Charcuteries', 'Charcuteries cuites', 'Andouillettes', 'Andouillettes de Troyes']",,['France'],[],[],18 g,en quantité modérée,8.1 g,en quantité élevée,0.5 g,en faible quantité,1.9 g,en quantité élevée,?,,235,-0%,983 kj(235 kcal),+1%,18,+2%,"8,1",-1%,"0,5",+15%,"0,5",+44%,18,-2%,"1,9",+6%,"0,76",+6%,18,+3%,D,+3%,"['EMB 10297', 'Pont-Sainte-Marie (Aube, France)', 'FR 10.297.001 CE', 'Pont-Sainte-Marie (Aube, France)']",,E,82.4%,13.2%,3.1%,0.8%,0.4%,0.1%,11,,,,,,,,,,,
1020,Eau de rose,5283003211016,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,Nat miel et amandes,7817078379173,,,,['France'],[],[],,,,,,,,,?,,435,,1820 kj(435 kcal),,15,,"1,7",,60,,17,,"11,4",,"0,21",,"0,084",,,,,,,,,,,,,,,,,,,,,,,,,,
1022,Gluten Free Penne Pasta,0076808004014,,,['en:gluten-free'],['France'],[],[],,,,,,,,,?,,352.94117647059,,1477 kj(352 kcal),,"1,765",,"0,353",,"78,824",,0,,"5,882",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,Noix de cajou. Salees - 200g,3700650901159,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,E,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,200 g,,,,,,,,,,
1024,Gingembre confit,2600121023889,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,Thé bleu-vert Oolong tea Fleurs d'Oranger,6111255362592,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,The OriginalDanish ButterCookie - Queen's Biscuits I/S - 454g,0091285030196,"[""Queen's Biscuits I/S""]",['Biscuits et gâteaux'],,['France'],"['Farine de blé', 'beurre ', '26,5%', 'sucre', 'noix de coco', 'sel', 'raisins de Corinthe', 'oeufs', 'vanille', ""poudre à lever : bicarbonate d'ammonium""]","['Sans huile de palme', 'Non végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,454g,,,3,,,"[""E503ii - Carbonate acide d'ammonium""]","['Œufs', 'Gluten', 'Lait']",,,
1027,Bubble Gum fruit - 200g,8005533039253,,,,['France'],[],[],,,,,,,,,?,,336,,1406 kj(336 kcal),,"0,5",,"0,4",,83,,74,,0,,"0,04",,"0,016",,,,,,,,,,,,,,,,200 g,,,,,,,,,,
1028,Test1,9782360983186,,['Non alimentaire'],,['France'],[],[],2 g,en faible quantité,1 g,en faible quantité,3 g,en faible quantité,1 g,en quantité modérée,?,,146,-31%,611 kj(146 kcal),-32%,2,-82%,1,-71%,15,-34%,3,-67%,17,+142%,1,+11%,"0,4",+11%,,,,,,,,,,,,,,,,,,,,,,,,,
1029,Palette a la diable,0290704080884,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,Confiture - Elodie,3250392163624,['Elodie'],,,['France'],[],[],,,,,,,,,?,,108,,452 kj(108 kcal),,"0,5",,"0,1",,"62,8",,"61,3",,"0,5",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,
1031,Heavenly Cinnamon - Terra Sana,8713576142013,['Terra Sana'],,,['France'],[],[],,,,,,,,,?,,560,,2343 kj(560 kcal),,"38,6",,"15,9",,42,,"41,2",,"8,5",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,
1032,Croutons,0202001007877,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,Annie's Homegrown Graham Snacks - Bunny Grahams Honey,0013562000401,"[""Annie's Homegrown"", ""Annie's""]",,"['Bio', 'Biologique Canada', 'Sans colorants']",['France'],[],[],,,,,,,,,?,,400,,1674 kj(400 kcal),,"13,333",,"1,333",,"66,667",,20,,"6,667",,"0,917",,"0,367",,,,,,,,,,,,,,,,,,,,,,,,,,
1034,GO BITES,5060625710086,,,"['Végétarien', 'en:gluten-free', 'Végétalien', 'Sans sucre ajouté']",['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,Pomme Pink Lady,0208172016205,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,Jus multifruits à base de concentrés,3250392702793,,,,['France'],[],[],,,,,,,,,?,,53,,222 kj(53 kcal),,"0,5",,"0,1",,"13,2",,"10,5",,"0,5",,"0,02",,"0,008",,,,,,,['Bouteille en plastique'],,,,,,,,,,,,,,,,,,,
1037,Briochettes nature,2030503750261,,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,Nuts&Cracks,3336971409137,,,,['France'],[],[],,,,,,,,,?,,535,,2238 kj(535 kcal),,33,,"6,1",,48,,"7,8",,10,,"2,025",,"0,81",,,,,,,,,,,,,,,,,,,,,,,,,,
1039,Escalope de Dinde,0202470056154,,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,D,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,['Casino'],,,,,,,,,
1040,Popcorn sucré,8713276001009,,,"['en:gluten-free', 'Sans lactose']",['France'],[],[],,,,,,,,,?,,405,,1695 kj(405 kcal),,9,,"3,2",,71,,"28,7",,"7,5",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,Saucisse sèche de Savoie pur porc - Terre de l'Alpe,3760165980100,"[""Terre de l'Alpe""]",,,['France'],[],[],,,,,,,,,?,,384,,1607 kj(384 kcal),,"29,5",,11,,4,,2,,26,,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,6 macarons gourmands framboise,3760238993150,,"['Desserts', 'Biscuits et gâteaux', 'Pâtisseries', 'Macarons']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,D,88.9%,5.7%,2.0%,2.2%,1.2%,0.0%,37,,,,,,,,,,,
1043,Pot 75G Poivre Noir Entier Epicea,3547400001475,,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,Marrons glacés,3457680012033,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Snacks sucrés', 'Confiseries', 'Fruits à coques et dérivés', 'Confiseries de fruits à coques', 'Marrons glacés']",,['France'],[],[],0.5 g,en faible quantité,0 g,en faible quantité,58 g,en quantité élevée,0 g,en faible quantité,?,,320,+1%,1339 kj(320 kcal),+1%,"0,5",-44%,0,-100%,76,+2%,58,+15%,"2,9",+184%,0,-100%,0,-100%,13,+10%,D,+10%,,,,,,,,,,,,,,,,,,,,,
1045,Sel au poivre - 120g,3760121191649,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,120 g,,,,,,,,,,
1046,Miel d'eucalyptus,3770053551299,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,Pâte  à sucre - 250g,5411866604809,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,250 g,,,,,,,,,,
1048,Fond de pintade,3760190010612,,,"['Sans additifs', 'Sans colorants', 'Sans conservateurs']",['France'],[],[],,,,,,,,,?,,20,,84 kj(20 kcal),,"0,1",,"0,01",,"0,3",,"0,2",,"4,7",,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,,,,
1049,Medaillon de foie de canard,3368000000107,,,,['France'],[],[],,,,,,,,,?,,456,,1908 kj(456 kcal),,"45,5",,"6,4",,"2,6",,0,,"10,6",,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,,
1050,Fond de canette,3760190010605,,,"['Sans additifs', 'Sans colorants', 'Sans conservateurs']",['France'],[],[],,,,,,,,,?,,20,,84 kj(20 kcal),,"0,1",,"0,01",,"0,3",,"0,2",,"4,7",,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,,,,
1051,Vers de Farine - 18g,3770009542029,,,,['France'],[],[],,,,,,,,,?,,513,,2146 kj(513 kcal),,"30,8",,"7,5",,"3,7",,1,,"53,1",,"2,1",,"0,84",,,,,,,,,,,,,,,,18 g,,,,,,,,,,
1052,Pave de saumon,0206100017782,,"['Produits de la mer', 'Poissons', 'Saumons', 'Pavés de saumon']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,E,96.3%,0.0%,1.4%,1.4%,0.7%,0.2%,24,,,,,,,,,,,
1053,"Milk, dark, white",821290042010069900350,,,,['France'],[],[],,,,,,,,,?,,497,,2079 kj(497 kcal),,"25,4",,17,,"62,3",,"50,9",,"4,1",,"0,23",,"0,092",,,,,,,,,,,,,,,,,,,,,,,,,,
1054,Langue de bœuf - Tendre & Plus,2498786043621,['Tendre & Plus'],"['Viandes', 'Bœuf', 'Langues de bœuf']",,['France'],[],[],10 g,en quantité modérée,3.6 g,en quantité modérée,1.7 g,en faible quantité,1 g,en quantité modérée,?,,153,-1%,640 kj(153 kcal),-0%,10,-3%,"3,6",-13%,"3,8",-6%,"1,7",+16%,12,+11%,1,+2%,"0,4",+2%,3,-38%,C,-38%,,,E,97.7%,0.4%,0.8%,0.7%,0.4%,0.1%,10,,,,,,,,,,,
1055,Palets bretons,3700754711715,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés', 'Palets']",,['France'],[],[],21.6 g,en quantité élevée,14.1 g,en quantité élevée,28.8 g,en quantité élevée,0.7 g,en quantité modérée,?,,488,-2%,2042 kj(488 kcal),-2%,"21,6",-15%,"14,1",-14%,68,+12%,"28,8",+11%,"6,1",+4%,"0,7",-20%,"0,28",-20%,25,+4%,E,+4%,,,C,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,,,,,,,,,,,
1056,Souris d'agneau,2224658074390,,,,['France'],[],[],,,,,,,,,?,,125,,523 kj(125 kcal),,5,,"1,9",,"1,9",,"0,7",,18,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,
1057,Earl grey,3576160022277,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,Citron confit au curcuma -,3269714127879,,,,['France'],[],[],,,,,,,,,1247,,301,,1247 kj(301 kcal),,24,,"2,9",,15,,"1,6",,"2,1",,"5,5",,"2,2",,,,,,,,,,,,,,,,,,,,,,,,,,
1059,"Caviar russe ""gorboucha""",4030011150087,,,,['France'],[],[],,,,,,,,,?,,231,,967 kj(231 kcal),,13,,3,,"2,7",,0,,"25,7",,"2,8",,"1,12",,,,,,,,,,,,,,,,,,,,,,,,,,
1060,Frippon,0203309019029,,,,['France'],[],[],,,,,,,,,?,,469,,1962 kj(469 kcal),,26,,13,,49,,22,,"8,7",,"0,74",,"0,296",,,,,,,,,,,,,,,,,,,,,,,,,,
1061,Poudre à lever,3176900031264,,"['Additifs alimentaires', 'Poudres à lever']","['Bio', 'en:gluten-free']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,C,35.8%,54.7%,4.4%,2.7%,2.4%,0.0%,60,,,,,,,,,,,
1062,Cazelles,0217714031750,,,['Nutriscore'],['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,Huile d'onagre  et huile de bourrache,3760159375417,,,"['Bio', 'Bio européen', 'FR-BIO-10']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,Peanut butter & honey spread sandwich on whole wheat bread - Smucker's,0051500825563,"[""Smucker's""]",,,['France'],[],[],,,,,,,,,?,,34.48,,144 kj(34 kcal),,"15,52",,"3,45",,"43,1",,"17,241",,"12,07",,"0,92",,"0,368",,,,,,,,,,,,,,,,,,,,,,,,,,
1065,18 Carrot Gold Chips,0673513113552,,,['en:gluten-free'],['France'],[],[],,,,,,,,,?,,550,,2301 kj(550 kcal),,35,,0,,55,,"27,5",,5,,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,,
