,name,bar_code,quantity,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,generic_name,packaging,categories,labels,manufacturing,additives,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_nutrition-score-fr_tr,nutriment_nutriscore_tr,eco_score,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,palm_ingredients,allergens,ingredients_origins,traceability_code,link,markets,brand_owner
17,"Tartinette thon, moule et curry - La Perle des Dieux - 80g",3760148290516,80 g,['La Perle des Dieux'],['France'],"['Thon listao 43%', 'eau', 'moules 14%', 'huile de colza', 'crème fraîche', 'jus de citron concentré', 'arôme naturel ', 'contient poisson', 'ail déshydraté', 'curry 0,4% ', 'contient moutarde', 'protéines de lait', 'épaississants : gomme guar et gomme xanthane', 'sel', 'curcuma', 'poivre']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",750,180,750 kj(180 kcal),"11,9","1,8","2,5","0,5","15,7","1,1","0,44",,"['Boîte', 'Conserve', 'Métal']","['Conserves', 'Produits à tartiner', 'Préparations à tartiner à base de poisson']","['Point Vert', 'Eco-Emballages']","['Gendreau - 84 Route des Sables - 85800 Saint-Gilles-Croix-de-Vie', 'Vendée', 'Pays de la Loire', 'France']","['E412 - Gomme de guar', 'E415 - Gomme xanthane']",4,11.9 g,en quantité modérée,1.8 g,en quantité modérée,0.5 g,en faible quantité,1.1 g,en quantité modérée,2,B,,+77%,+57%,+60%,+128%,+55%,-51%,-74%,+94%,+26%,+26%,+371%,+371%,,,,,,,,,"['Poisson', 'Lait', 'Mollusques', 'Moutarde']",,"['FR 85.222.003 CE', 'Saint-Gilles-Croix-de-Vie (Vendée, France)']",https://www.laperledesdieux.com/aperitif/80-tartinettes-de-thon-et-moules-au-curry.html,"['Boutiques La Perle des Dieux', 'Web']",
18,Filets de sardines sans huile aux 2 poivrons - La perle des dieux - 115g,3760148290561,115 g,['La perle des dieux'],['France'],"['Filets de sardines frais 70%', 'eau', 'poivrons rouges et verts 9,5%', 'vinaigre de vin blanc', 'sel', 'sucre', 'piment fort', 'cumin', 'épaississants : gomme guar et gomme xanthane', 'thym', 'ail déshydraté', 'colorant : extrait naturel de paprika']",[],652,156,652 kj(156 kcal),"8,8","2,6",1,"0,5","18,2","0,8","0,32",,,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve', 'Filets de poissons', 'Filets de sardines']",,['Saint-Gilles-Croix-de-Vie'],"['E412 - Gomme de guar', 'E415 - Gomme xanthane']",4,8.8 g,en quantité modérée,2.6 g,en quantité modérée,0.5 g,en faible quantité,0.8 g,en quantité modérée,1,B,D,-17%,-18%,-18%,-28%,-20%,+29%,+18%,-10%,-15%,-15%,-71%,-71%,26.2%,30.3%,28.3%,13.4%,0.9%,0.9%,42,,['Poisson'],,,http://www.laperledesdieux.com,"['Boutiques La Perle des Dieux', 'Web']",
19,Filets De Sardines Sans Huile Au Thym Et Citron - La Perle des Dieux - 115g,3760148290592,115g,['La Perle des Dieux'],['France'],"['Filets de sardines frais 70%', 'eau', 'vinaigre de vin blanc', 'citron 6%', 'sel', 'thym 0,06%', 'épaississants : gomme guar et gomme xanthane']",[],527,126,527 kj(126 kcal),"7,4","2,3","0,5","0,5","13,9","1,1","0,44",,['Conserve'],"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve', 'Sardines sans huile']",,,"['E412 - Gomme de guar', 'E415 - Gomme xanthane']",4,7.4 g,en quantité modérée,2.3 g,en quantité modérée,0.5 g,en faible quantité,1.1 g,en quantité modérée,2,B,D,-24%,-19%,-21%,-18%,-14%,-49%,-12%,-26%,+11%,+11%,-19%,-19%,26.2%,30.3%,28.3%,13.4%,0.9%,0.9%,42,,"['Poisson', 'Anhydride sulfureux et sulfites']",,,https://www.laperledesdieux.com/sardines/50-filets-de-sardines-sans-huile-au-thym-et-au-citron-frais.html?search_query=filet+de+sardine+sans+huile+aux+2+poivron&results=151,"['Boutiques La Perle des Dieux', 'Web']",
20,Filets de maquereaux à la moutarde et vinaigre de framboise - La Perle des Dieux - 169g,3760148290608,169g,['La Perle des Dieux'],['France'],"['Filets de maquereaux cuits au court-bouillon 56% ', 'filets de maquereaux', 'sel', 'épices et aromates', 'eau', 'moutarde de Dijon 11% ', 'eau', 'graines de moutarde', ""vinaigre d'alcool"", 'sel', 'acidifiant : acide citrique', 'conservateur : disulfite de potassium', 'huile de colza', ""vinaigres de vin blanc et d'alcool"", 'vinaigre de framboise 2,7% ', 'vinaigre de vin rouge ', 'contient lait et œuf', 'jus de framboise', 'arôme', 'conservateur : sulfite acide de sodium', 'farine de riz', 'vin blanc', 'moutarde grains 0,8%', 'ail déshydraté', 'sel', 'sucre', 'colorant E120', 'amidon modifié de maïs', 'épaississants : gomme xanthane et gomme guar', 'arôme naturel framboise', 'piment fort', 'curcuma', ' Contient sulfites']","['Non végétalien', 'Non végétarien']",807,194,807 kj(194 kcal),"13,4","2,7","2,2","0,5","16,1",1,"0,4",,,"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Maquereaux', 'Filets de maquereaux', 'Filets de maquereaux à la moutarde']",,['Saint-Gilles-Croix-de-Vie'],"['E330 - Acide citrique', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition', 'E222 - Bisulfite de sodium', '', 'Risque élevé de sur-exposition', 'E120 - Acide carminique', 'E14XX - Amidons modifiés', 'E415 - Gomme xanthane', 'E412 - Gomme de guar']",4,13.4 g,en quantité modérée,2.7 g,en quantité modérée,0.5 g,en faible quantité,1 g,en quantité modérée,3,C,C,-10%,-7%,-8%,-19%,-17%,+96%,-13%,+21%,-19%,-19%,-50%,-50%,39.7%,14.3%,30.7%,14.1%,1.0%,0.3%,55,,"['Œufs', 'Poisson', 'Lait', 'Moutarde', 'Anhydride sulfureux et sulfites']",,,https://www.laperledesdieux.com/maquereaux/70-filets-de-maquereaux-a-la-moutarde-et-au-vinaigre-de-framboise.html,"['Boutiques La Perle des Dieux', 'Web']",
21,L'incontournable Rouille - La Perle des Dieux - 80g,3760148290783,80g,['La Perle des Dieux'],['France'],"['Eau', 'huile de tournesol', 'ail', 'jaune d’oeuf', 'moutarde* ', 'eau', 'graines de moutarde', 'vinaigre d’alcool', 'sel', 'acidifiant : acide citrique', 'concentré de tomates', 'vinaigre d’alcool', 'amidon de maïs', 'colorant : paprika', 'sel', 'épaississants : gomme xanthane et guar', 'lactose', 'protéines de lait', 'poivre', 'piment', ' *Contient des sulfites']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",1380,335,1380 kj(335 kcal),"33,2","4,2","6,4","0,3","2,6","1,5","0,6",,['Verre'],"['Epicerie', 'Sauces', 'Mayonnaises', 'Sauce rouille']",,,"['E330 - Acide citrique', 'E415 - Gomme xanthane', 'E412 - Gomme de guar']",4,33.2 g,en quantité élevée,4.2 g,en quantité modérée,0.3 g,en faible quantité,1.5 g,en quantité modérée,14,D,C,-11%,-19%,-20%,-26%,+2%,+58%,-75%,-2%,+7%,+7%,+1%,+1%,81.1%,9.7%,5.1%,2.2%,1.9%,0.0%,53,,"['Œufs', 'Lait', 'Moutarde', 'Anhydride sulfureux et sulfites']",,,https://www.laperledesdieux.com/soupes-et-bisques/447-rouille.html,"['Boutiques La Perle des Dieux', 'Web']",
22,Bisque de Homard au cognac - La Perle des Dieux - 470g,3760148290790,470g,['La Perle des Dieux'],['France'],"['Eau', 'homards entiers 20%', 'poissons 10%', 'crème fraîche', 'chair de tourteau', 'concentré de tomates', 'beurre', 'échalotes', 'oignons', 'carottes', 'ail', 'langoustines entières 1%', 'huile de tournesol', 'cognac', 'céleri', 'épaississants : gomme xanthane et guar', 'sel', 'poivre', 'paprika', 'piment']","['Non végétalien', 'Non végétarien']",317,76,317 kj(76 kcal),"4,4","2,4","1,1",1,"6,9","0,7","0,28",,"['Bocal', 'Verre']","['Produits de la mer', 'Bisques de homard']",,,"['E415 - Gomme xanthane', 'E412 - Gomme de guar']",4,4.4 g,en quantité modérée,2.4 g,en quantité modérée,1 g,en faible quantité,0.7 g,en quantité modérée,1,B,,+19%,+38%,+36%,+67%,+183%,-69%,-1%,+125%,-38%,-38%,-71%,-71%,,,,,,,,,"['Céleri', 'Crustacés', 'Poisson', 'Lait']",,,https://www.laperledesdieux.com/soupes-et-bisques/444-bisque-de-homard-au-cognac.html?search_query=homard&results=5,"['Boutiques La Perle des Dieux', 'Web']",
23,Verrine de homard bleu à l'armoricaine - La Perle des Dieux - 80g,3760148290806,80g,['La Perle des Dieux'],['France'],"['Chairs de homard 42% ', 'crustacé', 'crème ', 'lait', 'aiglefin ', 'poisson', 'oignon', 'carotte', 'ail', 'tomate', 'concentré de tomate', 'eau de vie de cidre', ""huile d'olive"", 'sel de Millac', 'vin blanc', 'algue [dulse]', 'poivre', 'piment', 'épaississant: agar-agar ', ""extrait d'algues""]","['Non végétalien', 'Non végétarien']",759,183,759 kj(183 kcal),14,"7,7","3,2",1,11,"1,1","0,44",,['Verre'],"['Terrines', 'Terrine de poisson']",,,['E406 - Agar-agar'],4,14 g,en quantité modérée,7.7 g,en quantité élevée,1 g,en faible quantité,1.1 g,en quantité modérée,13,D,E,-35%,-39%,-39%,-46%,-19%,+47%,+28%,-21%,-28%,-28%,-27%,-27%,89.4%,3.6%,1.3%,4.8%,0.7%,0.2%,23,,"['Crustacés', 'Poisson', 'Lait']",,,https://www.laperledesdieux.com/aperitif/123-homard-bleu-a-l-armoricaine.html?search_query=homard&results=5,"['Boutiques La Perle des Dieux', 'Web']",
24,Verrine de rouget à la pulpe de tomates et condiments - La Perle des Dieux - 80g,3760148290912,80 g,['La Perle des Dieux'],['France'],"['Crème ', 'lait', 'rouget barbet 31% ', 'poisson', 'rouget grondin 15% ', 'poisson', 'pulpe de tomate 19%', 'condiment 13% [purée de gingembre', 'jus de citron concentré', 'oignon', 'ail', 'piment fort moulu', 'thym]', 'sel de Millac', 'algue [dulse]', 'poivre', 'épaississant: agar-agar ', ""extrait d'algues""]","['Non végétalien', 'Non végétarien']",995,240,995 kj(240 kcal),19,10,"5,7","1,6",11,"1,1","0,44",Rillette de berniques et rouget grondin au whisky,"['Conserve', 'Pot', 'Verre', 'Couvercle', 'Métal']","['Conserves', 'Produits de la mer', 'Produits à tartiner', 'Poissons', 'Produits à tartiner salés', 'Terrines', 'Terrine de poisson']",,,['E406 - Agar-agar'],4,19 g,en quantité modérée,10 g,en quantité élevée,1.6 g,en faible quantité,1.1 g,en quantité modérée,15,D,E,-15%,-20%,-20%,-26%,+5%,+163%,+105%,-21%,-28%,-28%,-15%,-15%,89.4%,3.6%,1.3%,4.8%,0.7%,0.2%,23,,"['Poisson', 'Lait']",,,https://www.laperledesdieux.com/aperitif/120-rouget-a-la-pulpe-de-tomate-et-aux-condiments.html?search_query=rouget&results=1,"['Boutiques La Perle des Dieux', 'Web']",
25,Verrine de Saint-Jacques aux brisures de truffes - La Perle Des Dieux - 80g,3760148290974,80g,['La Perle Des Dieux'],['France'],"['Crème ', 'lait', 'chairs de tourteau 25% ', 'crustacé', 'tacaud ', 'poisson', 'vin blanc', 'champignon', 'oignon', 'sel de Millac', ""huile d'olive"", 'jus de citron concentré', 'persillade aux herbes de mer* 1% [nori', 'laitue de mer]', ""piment d'Espelette"", 'épaississant: agar-agar ', ""extrait d'algues""]","['Non végétalien', 'Non végétarien']",807,195,807 kj(195 kcal),16,"9,3","2,3","0,3",10,"0,95","0,38",,['Verre'],"['Terrines', 'Terrines de poisson']",,,['E406 - Agar-agar'],4,16 g,en quantité modérée,9.3 g,en quantité élevée,0.3 g,en faible quantité,0.95 g,en quantité modérée,15,D,,+0%,-3%,-4%,+7%,+134%,-42%,-77%,-13%,-19%,-19%,+101%,+101%,,,,,,,,,"['Crustacés', 'Poisson', 'Lait', 'Mollusques']",,,https://www.laperledesdieux.com/aperitif/116-saint-jacques-aux-brisures-de-truffes.html,['La Perle des Dieux'],
26,Verrine de Langoustines au foie gras et piment d'Espelette - La Perle des Dieux - 80g,3760148290981,80 g,['La Perle des Dieux'],['France'],"['Crème ', 'lait', 'langoustines 28% ', 'crustacé', 'aiglefin ', 'poisson', 'foie gras de canard 5%', ""huile d'olive"", 'sel de Millac', 'algue [wakamé]', 'eau de vie de cidre', ""piment d'Espelette 0,3%"", 'épaississant: agar-agar ', ""extrait d'algues""]","['Non végétalien', 'Non végétarien']",831,201,831 kj(201 kcal),17,"9,7","1,9","0,1",10,"1,2","0,48",,"['Conserve', 'Pot', 'Verre', 'Couvercle', 'Métal']","['Snacks', 'Conserves', 'Snacks salés', 'Produits de la mer', 'Produits à tartiner', 'Apéritif', 'Poissons', 'Produits à tartiner salés', 'Crustacés', 'Rillettes', 'Préparations de poisson', 'Produits artisanaux', 'Terrines', 'Terrines de poisson', ""Produits au Piment d'Espelette""]","['Fabriqué en France', 'Sans conservateurs']",,['E406 - Agar-agar'],4,17 g,en quantité modérée,9.7 g,en quantité élevée,0.1 g,en faible quantité,1.2 g,en quantité modérée,16,D,,+3%,-0%,-1%,+13%,+144%,-52%,-92%,-13%,+3%,+3%,+114%,+114%,,,,,,,,,"['Crustacés', 'Poisson', 'Lait']","['France', 'Bretagne', 'Pays-Basque', ""Piment d'Espelette"", 'Sel de Millac']","['FR 22.152.014 CE', ""Minihy-Tréguier (Côtes-d'Armor, France)""]",hthttps://www.laperledesdieux.com/aperitif/117-langoustine-au-foie-gras-et-piment-d-espelette.html,['La Perle des Dieux'],
27,Sardines à la tomate confite - Conserverie La Perle des Dieux - 115g,3760148291001,115 g,['Conserverie La Perle des Dieux'],['France'],"['Sardines fraîches 75%', 'huile de colza', 'tomates confites 5,7% ', 'tomates mi-séchées', 'huile de colza', ""huile d'olive vierge extra"", 'sucre', 'sel', 'ail', 'origan', 'basilic', 'antioxydant : acide ascorbique', 'eau', 'vinaigre de vin blanc', 'sel', 'préparation à base de tomate 1,2% ', 'tomates mi-séchées', 'concentré de tomates', 'huile de colza', 'sel', 'origan', 'sucre', 'ail', 'sucre', 'herbes de Provence 0,08%', 'ail déshydraté', 'oignon déshydraté', 'piment fort', 'poivre', 'colorant : extrait naturel de paprika']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1152,278,1152 kj(278 kcal),"22,8","3,8","< 0,5","< 0,5","16,9","0,6","0,24",,"['Conserve', 'métal']","['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve', ""Sardines à l'huile"", ""Sardines à l'huile d'olive"", 'Sardines à la tomate']",['Fabriqué en France'],['Saint Gilles Croix de vie'],['E300 - Acide ascorbique'],4,22.8 g,en quantité élevée,3.8 g,en quantité modérée,0.5 g,en faible quantité,0.6 g,en quantité modérée,3,C,D,+35%,+51%,+49%,+90%,+25%,-70%,-47%,-2%,-36%,-36%,-13%,-13%,26.4%,30.5%,28.5%,13.5%,0.9%,0.3%,52,,['Poisson'],,"['FR 85.222.003 CE', 'Saint-Gilles-Croix-de-Vie (Vendée, France)']",https://www.laperledesdieux.com/sardines/55-sardines-a-la-tomate-confite.html?search_query=sardine+tomate&results=114,"['Boutiques La Perle des Dieux', 'Web']",
28,Sardines aux poivrons grillés - Conserverie La Perle des Dieux - 115g,3760148291018,115g,['Conserverie La Perle des Dieux'],['France'],"['Sardines fraîches 75%', 'poivrons grillés 13% ', 'poivrons', 'huile de colza', 'vinaigre de Xérès', 'sel', 'sucre', 'ail', 'poivre', 'plantes aromatiques', 'acidifiant : acide citrique', 'conservateur : sorbate de potassium', 'huile de colza', 'eau', 'vinaigre de vin blanc', 'sel', 'sucre', 'arôme naturel', 'oignon déshydraté', 'piment doux', 'romarin', 'piment fort', 'marjolaine', 'protéines de lait', 'épaississant : gomme xanthane', 'dextrose']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",896,215,896 kj(215 kcal),"15,6","3,4",2,"< 0,5","16,8",1,"0,4",,"['Conserve', 'métal']","['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve']",,['Saint Gilles Croix de Vie'],"['E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane']",4,15.6 g,en quantité modérée,3.4 g,en quantité modérée,0.5 g,en faible quantité,1 g,en quantité modérée,4,C,D,-9%,-7%,-7%,-2%,-6%,+257%,+66%,-18%,+8%,+8%,-22%,-22%,26.2%,30.3%,28.3%,13.4%,0.9%,0.9%,42,,"['Poisson', 'Lait']",,"['FR 85.222.003 CE', 'Saint-Gilles-Croix-de-Vie (Vendée, France)']",https://www.laperledesdieux.com/sardines/54-sardines-a-l-huile-de-colza-et-aux-poivrons-grilles.html?search_query=poivron&results=23,"['Boutiques La Perle des Dieux', 'Web']",
29,Anchois à la tomate confite - La Perle des Dieux - 115g,3760148291155,115g,['La Perle des Dieux'],['France'],"['Anchois entiers 75%', 'huile de colza', 'tomates confites 5,7% ', 'tomates mi-séchées', 'huile de colza', ""huile d'olive vierge extra"", 'sucre', 'sel', 'ail', 'origan', 'basilic', 'antioxydant : acide ascorbique', 'eau', 'vinaigre de vin blanc', 'sel', 'préparation à base de tomates 1,2% ', 'tomates mi-séchées', 'concentré de tomates', 'huile de colza', 'sel', 'origan', 'sucre', 'ail', 'sucre', 'herbes de Provence', 'ail déshydraté', 'oignon déshydraté', 'piment fort', 'poivre', 'colorant : extrait naturel de paprika']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",821,197,821 kj(197 kcal),"11,8","1,9","< 0,5","< 0,5","22,5","1,5","0,6",,['Conserve'],"['Produits de la mer', 'Poissons', 'Anchois']",,['Saint-Gilles-Croix-de-Vie'],['E300 - Acide ascorbique'],4,11.8 g,en quantité modérée,1.9 g,en quantité modérée,0.5 g,en faible quantité,1.5 g,en quantité modérée,4,C,B,-7%,-3%,-5%,-3%,-19%,-60%,+90%,+7%,-78%,-78%,-67%,-67%,64.2%,0.0%,6.1%,25.8%,3.1%,0.8%,78,,['Poisson'],,"['FR 85.222.003 CE', 'Saint-Gilles-Croix-de-Vie (Vendée, France)']",https://www.laperledesdieux.com/anchois/356-anchois-entiers-a-la-tomate-confite.html?search_query=anchois&results=3,"['Boutiques La Perle des Dieux', 'Web']",
30,Filets de sardines à la creole - La Perle des Dieux - 115g,3760148291667,115g,['La Perle des Dieux'],['France'],"['Filets de sardines frais 70%', 'eau', 'ananas 7,3%', 'vinaigre de vin blanc', 'raisins secs 2,3%', 'sucre', 'vinaigre de Xérès', 'sel', 'épaississants : gomme guar et gomme xanthane']",[],?,164,686 kj(164 kcal),"8,4","2,4","4,8",4,"17,3","0,7","0,28",,['Boîte'],"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve', 'Sardines sans huile']",,['St Gilles Croix de Vie - France'],"['E412 - Gomme de guar', 'E415 - Gomme xanthane']",4,8.4 g,en quantité modérée,2.4 g,en quantité modérée,4 g,en faible quantité,0.7 g,en quantité modérée,2,B,D,,+5%,+3%,-7%,-11%,+392%,+608%,-8%,-29%,-29%,-19%,-19%,26.2%,30.3%,28.3%,13.4%,0.9%,0.9%,42,,['Poisson'],,,https://www.laperledesdieux.com/envie-de-sardines/47-filets-de-sardines-sans-huile-a-la-creole.html,['La Perle des Dieux'],
31,Thon germon au naturel - La Perle Des Dieux - 200g,3760148291698,200g,['La Perle Des Dieux'],['France'],"['Thon blanc germon frais', 'eau', 'sel']",[],?,130,544 kj(130 kcal),"2,3","0,5","0,5","0,5","27,4","0,6","0,24",,,"['Produits de la mer', 'Poissons', 'Thons', 'Thons blancs', 'Thons au naturel', 'Thons blancs au naturel']",,['Saint-Gilles-Croix-de-Vie'],,3,2.3 g,en faible quantité,0.5 g,en faible quantité,0.5 g,en faible quantité,0.6 g,en quantité modérée,-2,A,E,,0%,-1%,-33%,-49%,+138%,+297%,+7%,-36%,-36%,-424%,-424%,68.8%,7.5%,16.1%,6.6%,0.5%,0.5%,28,,['Poisson'],,,https://www.laperledesdieux.com/,['La Perle des Dieux'],
32,Sardines à poêler au curry de Madras - La Perle des Dieux - 115g,3760148291810,115g,['La Perle des Dieux'],['France'],"['Sardines fraîches 70%', 'beurre de baratte 27%', 'curry de Madras 1,1% ', 'contient moutarde', 'sel']","['Non végétalien', 'Non végétarien']",1036,249,1036 kj(249 kcal),"18,8","10,2","0,6","0,5","19,5","1,2","0,48",,['Conserve'],"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve']",,['Saint-Gilles-Croix-de-Vie'],,3,18.8 g,en quantité modérée,10.2 g,en quantité élevée,0.5 g,en faible quantité,1.2 g,en quantité modérée,18,D,D,+6%,+8%,+8%,+18%,+183%,+7%,+66%,-5%,+30%,+30%,+251%,+251%,26.2%,30.3%,28.3%,13.4%,0.9%,0.9%,42,,"['Poisson', 'Lait', 'Moutarde']",,"['FR 85.222.003 CE', 'Saint-Gilles-Croix-de-Vie (Vendée, France)']",https://www.laperledesdieux.com/sardines/61-sardines-a-poeler-au-curry-de-madras.html,['Boutiques La Perle des Dieux'],
33,Sardines grillées piment d'Espelette - La Perle des Dieux,3760148291872,,['La Perle des Dieux'],['France'],[],[],?,194,812 kj(194 kcal),"12,8","3,3","0,5","0,5","19,1","1,5","0,6",,,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve', ""Sardines à l'huile"", ""Sardines à l'huile et au piment""]",,,,,12.8 g,en quantité modérée,3.3 g,en quantité modérée,0.5 g,en faible quantité,1.5 g,en quantité modérée,11,D,D,,-18%,-18%,-24%,-6%,+20%,+99%,-10%,+52%,+52%,+110%,+110%,26.2%,30.3%,28.3%,13.4%,0.9%,0.9%,42,,,,,,,
34,Filets de maquereaux marinade au muscadet et aromates - La Perle Des Dieux - 176g,3760148291889,176g,['La Perle Des Dieux'],['France'],"['Filets de maquereaux cuits au court-bouillon 60% ', 'filets de maquereaux frais', 'sel', 'épices et aromates', 'eau', 'vinaigre de vin blanc et d’alcool', 'aromates 9,2% ', 'citron', 'carottes', 'oignons', 'cornichons ', 'cornichons', 'eau', 'vinaigre d’alcool', 'sel', 'poivrons rouges', 'poivrons']",[],977,236,977 kj(236 kcal),"19,1","3,5","1,3","0,6","14,4","0,8","0,32",,['Conserve'],"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Filets de poissons', 'Maquereaux', 'Filets de maquereaux', 'Filets de maquereaux au vin blanc et aromates', 'Maquereau mariné']",,['Saint-Gilles-Croix-de-Vie'],,3,19.1 g,en quantité modérée,3.5 g,en quantité modérée,0.6 g,en faible quantité,0.8 g,en quantité modérée,3,C,B,+41%,+40%,+42%,+68%,+22%,+82%,+69%,-3%,-13%,-13%,+21%,+21%,65.0%,0.0%,6.1%,25.0%,3.1%,0.8%,78,,['Poisson'],,,https://www.laperledesdieux.com/maquereaux/65-filets-de-maquereaux-marinade-au-muscadet-et-aromates.html,"['Boutiques La Perle des Dieux', 'Web']",
35,Mousse de thon au citron - La Perle des Dieux - 80g,3760148291957,80g,['La Perle des Dieux'],['France'],"['Thon listao 30%', 'eau', 'huile de colza', 'vin blanc', 'jus de citron 3%', 'jaune d’œuf', 'crème fraîche', 'blanc d’œuf', 'sel', 'protéines de lait', 'fumet de poisson ', 'sel', 'arômes ', 'exhausteur de gout : E621', 'maltodextrine de pomme de terre', 'aromates', 'dextrose', 'colorant : extrait de curcuma', 'amidon modifié de manioc', 'vinaigre d’alcool', 'concentré de tomates', 'épaississants : gomme xanthane et gomme guar', 'poivre']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,260,1088 kj(260 kcal),"22,4","2,1","2,6","0,5","11,9",2,"0,8",,['Conserve'],"['Viandes', 'Produits de la mer', 'Produits à tartiner', 'Poissons', 'Plats préparés', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Thons', 'Préparations de poisson', 'Plats préparés au poisson', 'Rillettes de poissons', 'Mousses salées', 'Rillettes de thon']",,['Saint-Gilles-Croix-de-Vie'],"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E100 - Curcumine', 'E14XX - Amidons modifiés', 'E415 - Gomme xanthane', 'E412 - Gomme de guar']",4,22.4 g,en quantité élevée,2.1 g,en quantité modérée,0.5 g,en faible quantité,2 g,en quantité élevée,13,D,D,,+23%,+21%,+42%,-44%,+23%,-48%,-22%,+92%,+92%,+109%,+109%,74.4%,12.5%,3.8%,7.2%,1.7%,0.5%,51,,"['Œufs', 'Poisson', 'Lait']",,,https://www.laperledesdieux.com/aperitif/74-mousse-de-thon-au-citron.html,['La Perle des Dieux'],
36,Rillettes de Thon - La Perle des Dieux - 80g,3760148291971,80g,['La Perle des Dieux'],['France'],"['Thon albacore 49%', 'huile de colza', 'eau', 'protéines de lait', 'sel', 'arôme', 'arôme de fumée ', 'contient lait', 'blé', 'poisson', 'amidon modifié de manioc', 'blanc d’œuf', 'épaississant : carraghénanes', 'fumet de poisson ', 'sel', 'maltodextrine de pomme de terre', 'poisson déshydraté', 'aromates', 'extrait de levure', 'colorant : extrait naturel de curcuma', 'oignon déshydraté', 'arôme naturel']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,295,1234 kj(295 kcal),"24,4","1,7","0,9","0,4","17,9",1,"0,4",,['Conserve'],"['Produits de la mer', 'Produits à tartiner', 'Poissons', 'Plats préparés', 'Produits à tartiner salés', 'Rillettes', 'Thons', 'Préparations de poisson', 'Plats préparés au poisson', 'Rillettes de poissons', 'Rillettes de thon']",,['Saint-Gilles-Croix-de-Vie'],"['E14XX - Amidons modifiés', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",4,24.4 g,en quantité élevée,1.7 g,en quantité modérée,0.4 g,en faible quantité,1 g,en quantité modérée,3,C,D,,+39%,+38%,+54%,-55%,-57%,-58%,+17%,-4%,-4%,-52%,-52%,74.4%,12.5%,3.8%,7.2%,1.7%,0.5%,51,,"['Œufs', 'Poisson', 'Gluten', 'Lait']",,,https://www.laperledesdieux.com/aperitif/76-rillettes-de-thon.html,['La Perle des Dieux'],
