,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,packaging,traceability_code,brand,labels,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,generic_name,allergens,brand_owner,additives,nova_score,markets,ingredients_origins,link,manufacturing,palm_ingredients
89,Granola figue et abricot - La Vache qui regarde passer les Trains,4008164728187,['France'],"['Flocons de 3 céréales * ', 'flocons seigle *', ""flocons d'orge*"", 'flocons de blé ', 'GLUTEN', 'concentré de jus de pomme * 15%', ""flocons d'avoine*"", 'raisins *', ""5 0% d'inuline *"", '4', ""9% d'huile de coco *"", 'farine de blé *', '4', '2% de pâte de pomme ""', 'Son de blé*', 'cannelle *', 'sel de mer', 'huile de tournesol*', 'coco*', 'Abricots*', 'Figues*', "" * Produits issus de l'agriculture biologique"", ' Risque de contamination croisée : Fruits à coque']",[],?,324,1356 kj(324 kcal),"6,2","4,3","54,4","21,6","6,7","0,02","0,008",,,['La Vache qui regarde passer les Trains'],['Bio'],B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis']",6.2 g,en quantité modérée,4.3 g,en quantité modérée,21.6 g,en quantité élevée,0.02 g,en faible quantité,,-22%,-22%,-53%,+30%,-10%,+28%,-32%,-89%,-89%,7,+42%,C,+42%,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,,,['Gluten'],,,4,,,,,
90,Confiture framboise - Bruneton,3770003905165,['France'],"['framboises 55 % ', 'variétés medker et tulameen', 'sucre', 'jus de citron']",[],?,234,979 kj(234 kcal),"0,1","0,01",57,55,"0,3","0,01","0,004",,,['Bruneton'],,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de framboises']",0.1 g,en faible quantité,0.01 g,en faible quantité,55 g,en quantité élevée,0.01 g,en faible quantité,,+4%,+4%,-63%,-78%,+7%,+7%,-56%,-53%,-53%,11,+24%,D,+24%,65.8%,9.7%,13.4%,8.4%,2.2%,0.6%,60,,,,,,3,,,,,
91,Panettone,8005505009536,['France'],[],[],?,379,1586 kj(379 kcal),14,"8,7",54,27,"7,1","0,35","0,14",,,,,C,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",14 g,en quantité modérée,8.7 g,en quantité élevée,27 g,en quantité élevée,0.35 g,en quantité modérée,,+1%,+2%,-7%,-3%,+5%,+4%,+4%,-21%,-21%,18,-3%,D,-3%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,,,,,,,,
92,Saucisse sèche droite,3700337100493,['France'],[],[],?,342,1431 kj(342 kcal),23,"9,1","1,8","1,8",31,"5,5","2,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Miel des Pyrenees,3770005170080,['France'],[],[],?,553,2314 kj(553 kcal),58,"4,9",6,"2,5","1,5","1,3","0,52",,,,['Sans conservateurs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Copeaux de chocolat          Lait caramel,5413415531314,['France'],[],[],?,558,2335 kj(558 kcal),"21,2","21,2","54,1","52,5","6,2","0,5","0,2",,,,['Fabriqué en Belgique'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Buchette aux noix - Casino,3602826539275,['France'],[],[],?,?,,?,,?,,?,,,,,['Casino'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Casino'],,,,
96,Marmellata di limón di Calabria,8002955008065,['France'],[],[],?,324,1356 kj(324 kcal),"0,25","0,14","80,2","78,3","0,33",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Jus de pomme,3760198070281,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,chou,9310924197993,"['Australie', 'France']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Woolworths'],,,,
99,Baked rice snack,0074410732998,['France'],[],[],?,250,1046 kj(250 kcal),14,12,13,11,2,"0,005","0,002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Madeleined,0207424016406,['France'],[],[],?,644,2694 kj(644 kcal),32,21,57,36,"7,1","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Chocolat au lait aux éclats de caramel salé,3501940484006,['France'],[],[],?,560,2343 kj(560 kcal),36,23,52,49,6,"0,26","0,104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Pur jus pomme poire,3663906201512,['France'],[],[],?,45,188 kj(45 kcal),"0,1","0,1","10,18",10,"0,3",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Defi nature,3569160200554,['France'],[],[],?,1,4 kj(1 kcal),1,1,1,1,5,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Terre de tisane,3700669300264,['France'],[],[],?,1,4 kj(1 kcal),"0,1","0,1","0,1","0,1","0,1","0,1","0,04",,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Bananes chips,2003565010895,['France'],[],[],?,?,,?,,?,,?,,,,,,,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Bananes séchées']",,,,,,,,,,,,,,,,,,,,,,,59.6%,25.6%,2.0%,11.4%,1.4%,0.0%,29,,,,,,,,,,,
106,Jus tropical - Tesco,5057753416256,['France'],[],[],?,25,105 kj(25 kcal),0,0,"5,4","4,2","0,2",0,0,"['composite-carton', 'pp-cap']",,['Tesco'],['Sans sucre ajouté'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Panettone classico - Casa Rinaldi,8006165398695,['France'],[],[],?,354,1481 kj(354 kcal),"9,4","6,3",60,32,"7,2","0,71","0,284",,,['Casa Rinaldi'],,C,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",9.4 g,en quantité modérée,6.3 g,en quantité élevée,32 g,en quantité élevée,0.71 g,en quantité modérée,,-5%,-5%,-37%,-30%,+17%,+24%,+5%,+61%,+61%,20,+8%,E,+8%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,,,,,,,,
108,Roti de porc fumé,0278401050317,['France'],[],[],?,141,590 kj(141 kcal),"6,3","2,9","1,2","0,9",20,"2,21","0,884",,"['FR 35.238.019 CE', 'Rennes (Ille-et-Vilaine, France)']",,,E,"['Viandes', 'Porc', 'Rôtis de porc']",6.3 g,en quantité modérée,2.9 g,en quantité modérée,0.9 g,en faible quantité,2.21 g,en quantité élevée,,-2%,-1%,+25%,+39%,+47%,+44%,-11%,+28%,+28%,12,+68%,D,+68%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,,,,,,,,,
109,Jarret avant de porc demi sel,2210537004183,['France'],[],[],?,138,577 kj(138 kcal),"7,2","2,5","0,5","0,5",18,"3,3","1,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Myrtilles - Fruits Rouges & Co. - 500g,3385630038584,['France'],[],[],244,?,244 kj(58 kcal),"0,33","0,028","10,6","9,96","0,65",0,0,"['Barquette', 'Plastique']",,['Fruits Rouges & Co.'],,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits rouges']",0.33 g,en faible quantité,0.028 g,en faible quantité,9.96 g,en quantité modérée,0 g,en faible quantité,-13%,,-11%,-20%,-57%,-20%,-6%,-30%,-100%,-100%,-4,,A,,90.1%,0.0%,0.0%,7.2%,2.5%,0.1%,60,500 g,,,,,,,['Chili'],http://www.fruitsrougesandco.com/,,
111,Gelé de piment d'espelette,3700116101031,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Bibop Blue goût Tutti Sweety - Mascarin,3290082011613,['France'],[],[],?,?,,?,,?,,?,,,,,['Mascarin'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Thé à la mirabelle,3552009554420,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Miel de Sarrasin -,3770001776170,['France'],[],[],?,?,,?,,?,,?,,,,,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de sarrasin']",,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,
115,Cakes pépites chocolat,3547568300052,['France'],[],['Sans huile de palme'],?,390,1632 kj(390 kcal),"15,7",2,57,"27,8","5,2","0,42","0,168",,,,['en:palm-oil-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Kfar-Hoûné Mix,5285008440057,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,0205056003948,0205056003948,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Croissants,0206309009458,['France'],[],[],?,0,0 kj(0 kcal),21,13,39,"8,4","8,3",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,0205082010170,0205082010170,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Pure maple candy,0740537004101,['France'],[],[],?,120,502 kj(120 kcal),0,0,31,30,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Tostadas,5287000928359,['France'],[],[],?,60,251 kj(60 kcal),"0,6","0,1","0,3","0,2",1,0,0,,,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Eau,5283007434206,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,3400938112658,3400938112658,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Jambon supérieur traditionnel,2653801028865,['France'],[],[],?,189,791 kj(189 kcal),11,"3,8","0,5","0,3",22,"1,8","0,72",,,,['Qualité supérieure'],E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",11 g,en quantité modérée,3.8 g,en quantité modérée,0.3 g,en faible quantité,1.8 g,en quantité élevée,,+43%,+45%,+129%,+107%,-25%,-50%,+4%,-4%,-4%,12,+70%,D,+70%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,,,,,,,
125,Tartines bio quinoa et graines,0764439798029,['France'],[],[],?,311,1301 kj(311 kcal),11,"0,9",41,"4,7","9,5",1,"0,4",,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Pomegranate Pure Juice,5032722308824,['France'],[],[],?,74,310 kj(74 kcal),"0,6",0,"13,8","13,8","0,7","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Olives vertes dénoyautées,5453000440409,['France'],[],[],?,145,607 kj(145 kcal),15,2,0,0,"0,9","3,8","1,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Seau Myrtilles - Fruits Rouges & Co. - 500g,3385630065405,['France'],[],[],244,?,244 kj(58 kcal),"0,33","0,028","10,6","9,96","0,87",0,0,"['Seau', 'Plastique']",,['Fruits Rouges & Co.'],,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits rouges']",0.33 g,en faible quantité,0.028 g,en faible quantité,9.96 g,en quantité modérée,0 g,en faible quantité,-13%,,-11%,-20%,-57%,-20%,-6%,-7%,-100%,-100%,-5,,A,,90.1%,0.0%,0.0%,7.2%,2.5%,0.1%,60,500 g,,,,,,,['Chili'],http://www.fruitsrougesandco.com/,,
129,Les pates fusilloti - La Grande Epicerie de Paris,3346041413636,['France'],[],[],?,350,1464 kj(350 kcal),1,"0,3",73,"2,5",13,"0,005","0,002",,,['La Grande Epicerie de Paris'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Filets de poulet fermier,2462408073013,['France'],[],[],?,?,,?,,?,,?,,,,"['FR 24.547.003 CE', 'Terrasson-Lavilledieu (Dordogne, France)']",,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",C,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,
131,HUSTENBONBONS,5410076886159,['France'],[],[],?,376,1573 kj(376 kcal),0,0,94,68,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Tea green jasmine,2024304699997,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts']",,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,0,-100%,B,-100%,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,,,
133,La dinde nourrie aux graines de lin - Maître Coq,0215289026171,['France'],[],[],?,101,423 kj(101 kcal),5,0,0,0,24,"0,1","0,04",,,['Maître Coq'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Miettes de maquereau espagnolà l'huile,3760134372752,['France'],[],[],?,140,586 kj(140 kcal),"5,9","0,9",0,0,"21,8","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Fraises - Fruits Rouges & Co. - 250g,3385635537051,['France'],[],[],148,?,148 kj(35 kcal),"0,18","0,018","6,14","4,73","0,65",0,0,"['Barquette', 'Plastique']",,['Fruits Rouges & Co.'],,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits rouges']",0.18 g,en faible quantité,0.018 g,en faible quantité,4.73 g,en faible quantité,0 g,en faible quantité,-47%,,-46%,-57%,-72%,-53%,-55%,-30%,-100%,-100%,-5,,A,,90.1%,0.0%,0.0%,7.2%,2.5%,0.1%,60,250 g,,,,,,,['Maroc'],http://www.fruitsrougesandco.com/,,
136,Fruit filles biscuits raisin&apple,0050702930136,['France'],[],[],?,110,460 kj(110 kcal),2,1,22,12,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Kassler fumé,2674079060418,['France'],[],[],?,123,515 kj(123 kcal),"3,2","1,2","0,6","0,6",23,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Crispy minis - Weetabix,5010029222852,['France'],[],[],?,391,1636 kj(391 kcal),"5,4","2,6",71,21,"9,8","0,18","0,072",,,['Weetabix'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Travers de Boeuf - Bigard,2222603030767,['France'],[],[],?,183,766 kj(183 kcal),10,"5,3","3,2","0,6",20,"1,1","0,44",,,['Bigard'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Donut sucre,0202785006233,['France'],[],[],?,418,1749 kj(418 kcal),24,11,44,16,"6,2","1,1","0,44",,,,,B,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",24 g,en quantité élevée,11 g,en quantité élevée,16 g,en quantité élevée,1.1 g,en quantité modérée,,+2%,+2%,+5%,+4%,-2%,-5%,+5%,+16%,+16%,22,+13%,E,+13%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,,,,,,,
141,Mor Annas Äppelmos - Onos,7310770211432,['France'],[],[],?,130,544 kj(130 kcal),0,0,31,21,0,0,0,,,['Onos'],,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes nature']",0 g,en faible quantité,0 g,en faible quantité,21 g,en quantité élevée,0 g,en faible quantité,,+103%,+104%,-100%,-100%,+118%,+58%,-100%,-100%,-100%,3,,C,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,,,,,,,,,,,
142,Galette Saint Michel - St Michel,4017100548635,['France'],"['Farine de froment', 'sucre', 'beurre 18%', 'oeufs frais', 'arôme naturel', 'sel', ""poudre à lever : carbonate acide d'ammonium"", 'carbonate acide de sodium', 'tartrate de potassium et acide tartrique', 'sirop de glucose', 'lactose et protéines de lait', 'farine de malt']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,?,,?,,?,,?,,,,,['St Michel'],"['Plein air', 'Œufs de poules élevées en plein air']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Œufs', 'Gluten', 'Lait']",,"[""E503ii - Carbonate acide d'ammonium"", 'E500ii - Carbonate acide de sodium', 'E336 - Tartrates de potassium', 'E334 - Acide L-tartrique']",4,,,,,
143,Jambon sec decPays VPF,0237035028604,['France'],[],[],?,225,941 kj(225 kcal),"13,4",5,"0,5","0,4",26,"5,6","2,24",,"['EMB 12063', 'Cavalerie (Aveyron, France)', 'EMB 12063C', 'Cavalerie (Aveyron, France)']",,,E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs']",13.4 g,en quantité modérée,5 g,en quantité modérée,0.4 g,en faible quantité,5.6 g,en quantité élevée,,-4%,-4%,+5%,+3%,-15%,+7%,-10%,+12%,+12%,16,-4%,D,-4%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,,,,,,,
144,Gratton Bordelais,7595367894599,['France'],[],[],?,264,1105 kj(264 kcal),20,8,0,0,20,"2,4","0,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Life coco,8888200702977,['France'],[],[],?,48,201 kj(48 kcal),0,0,"11,8","9,8",0,"0,075","0,03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Dandy black,3760022241177,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Tomates cerise bio - Bouquet Bio,8412276042622,['France'],[],[],?,?,,?,,?,,?,,,,,['Bouquet Bio'],"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'ES-ECO-003-AN', 'Agriculture UE', 'en:Es-eco-003']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Épices wok,89237694,['France'],[],[],?,356,1490 kj(356 kcal),"11,8","1,6","39,4","32,3",13,"2,38","0,952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Viande chevaline fumer saucisson,2887454016331,['France'],[],[],?,?,,?,,?,,?,,,,,,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Pain croustillant,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Magical Drink Blueberry,4260084630647,['France'],[],[],?,33,138 kj(33 kcal),"0,1","0,1",8,8,0,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Salade de fruits format familial - Cora - 482g,2078275031621,['France'],"['ananas', 'melon', 'kiwi', 'fraise ', 'en proportion variable']",[],?,?,,?,,?,,?,,,['Plastique'],,['Cora'],['Sans sucre ajouté'],B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Salades de fruits']",,,,,,,,,,,,,,,,,,,,,,,74.4%,7.2%,7.9%,6.7%,2.2%,1.6%,81,482 g,,,,,1,,,,,
154,Haricot de Soissons,3760120610028,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Mélange Cajun,3547400001079,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Rooibos caramel,3760122790025,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Bio', 'Bio européen']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Bloc de fois gras de canard - Ernest Soulard,3274760815588,['France'],[],[],?,?,,?,,?,,?,,,,,['Ernest Soulard'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Confit de canard,3463885050107,['France'],[],[],?,218,912 kj(218 kcal),14,"3,5",0,0,23,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Fraich'pasta salade,2208251025713,['France'],[],[],?,297,1243 kj(297 kcal),"6,5","2,41","44,14","2,69",9,"0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,"Zakuska Gurken ""malosolnije""mit Knoblauch",4030957511201,['France'],[],[],?,16,67 kj(16 kcal),"0,5","0,1","3,2","2,6","0,5","1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Champagne rosé,3282946048699,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Pain sans gluten,,['France'],[],[],?,?,,?,,?,,?,,,,,,"['en:gluten-free', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Filet américain Martino,0213962012206,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,12 mini tartelettes,3255140002354,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Graines à germer Alfalfa/Radis,3760036486045,['France'],[],[],?,?,,?,,?,,?,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Donut Sucré,2071616000003,['France'],[],[],?,421,1761 kj(421 kcal),23,10,48,15,"5,2","0,73","0,292",,,,,B,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",23 g,en quantité élevée,10 g,en quantité élevée,15 g,en quantité élevée,0.73 g,en quantité modérée,,+3%,+3%,+1%,-6%,+7%,-11%,-12%,-23%,-23%,20,+3%,E,+3%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,,,,,,,
167,St Nectaire Fermier,0201588035365,['France'],[],[],?,344,1439 kj(344 kcal),28,20,1,0,22,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Virée à Porquerolles - Bière blonde,3760278570052,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Veniso omelette norvégienne -,3478920015850,['France'],[],[],813,193,813 kj(193 kcal),"4,2","2,7",36,31,"2,7","0,1","0,04",,,,,,"['Desserts', 'Surgelés', 'Desserts glacés']",4.2 g,en quantité modérée,2.7 g,en quantité modérée,31 g,en quantité élevée,0.1 g,en faible quantité,-9%,-4%,-4%,-50%,-51%,+28%,+31%,+11%,-17%,-17%,9,-20%,C,-20%,,,,,,,,,,,,,,,,,,
170,Frênette,3760205860416,['France'],[],[],?,22,92 kj(22 kcal),"0,2","0,2","5,52","5,23","0,02",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Escalope de veau a la milanaise -,0247534028678,['France'],[],[],?,?,,?,,?,,?,,,,,,,,"['Viandes', 'Produits panés', 'Viandes de veau']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,Mini poppadoms -,5020379056281,['France'],[],[],?,505,2113 kj(505 kcal),27,"2,2",44,"1,1",17,"3,4","1,36",,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains plats', 'Pains spéciaux', 'Pappadums']",27 g,en quantité élevée,2.2 g,en quantité modérée,1.1 g,en faible quantité,3.4 g,en quantité élevée,,+43%,+43%,+282%,+140%,-4%,-20%,-6%,+11%,+11%,18,+57%,D,+57%,,,,,,,,,,,,,,,,,,
173,Huile d'olive de provence,3700786807080,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
