,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,labels,allergens,generic_name,packaging,categories,manufacturing,link,markets,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,ingredients_origins,traceability_code,palm_ingredients,brand_owner
40,Riso Gallo Spaghetti Glutenfri 250 G,8001420009101,['Gallo'],['France'],"['farine de riz complet ', '59,5%', 'farine de maïs 30%', 'farine de sarrasin ', '10%', ""émulsifiant: mono et diglycérides d'acides gras""]","[""Pourrait contenir de l'huile de palme"", 'Peut-être végétalien', 'Peut-être végétarien']",?,363,1519 kj(363 kcal),3,1,74,7,7,0,0,,['en:gluten-free'],,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires""]",,,,
41,"Risotto courgettes,epinard etquinoa rouge - Gallo - 175g",8001420009644,['Gallo'],"['France', 'Espagne']","['Arroz vaporizado', 'puré de calabacín 20%', 'puré de espinaca 10%', 'quinoa roja 5%', 'caldo granulado ', 'sal de cocina', 'fécula y maltodextrina de patatas', 'extracto de levadura', 'extracto de verduras', 'aceite de girasol', 'extractos de hierbas', 'extracto de levadura', 'sal de cocina', 'perejil']","['Végétalien', 'Végétarien']",?,349,1460 kj(349 kcal),"1,3","0,4","76,4","4,9","6,4","2,1","0,84",175 g,"['Végétarien', 'Végétalien']",,"Risotto con calabacín, espinaca y quinoa roja","['Caja', 'Cartón', 'Envasado en atmósfera protectora']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Plats préparés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Plats à base de riz', 'Plats préparés déshydratés', ""Plats préparés d'origine végétale"", 'Risottos', 'Risottos aux légumes']",['Italia'],https://www.risogallo.it/,"['Mercadona', 'El Corte Inglés', 'Hipercor']",3,,,,,,,,,,+42%,+46%,-59%,-70%,+77%,+208%,+12%,+141%,+141%,,,,,B,38.0%,25.7%,12.0%,12.8%,6.7%,4.8%,95,,,,,
42,Risotto avec carottes tomates et noisettes en graîs - Gallo,8001420009880,['Gallo'],['France'],[],[],?,366,1531 kj(366 kcal),"3,9","0,9",74,"3,2","6,8","2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Bresaola italienne - Viande de boeuf sechée - Dia - 80g,8001431000555,['Dia'],['France'],"['Viande de Bœuf', 'sel', 'arôme naturel', 'conservateurs : nitrite de potassium', 'nitrite de sodium']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",732,175,732 kj(175 kcal),"4,3","1,82",0,0,34,"6,942","2,777",80 g,['Fabriqué en Italie'],,Viande de boeuf séchée,"['Plastique', 'Blister']","['Viandes', 'Charcuteries', 'Bœuf', 'Préparations de viande', 'Préparations de viande bovine', 'Viandes séchées', 'Bresaola']",,,['Dia'],4,4.3 g,en quantité modérée,1.82 g,en quantité modérée,0 g,en faible quantité,6.94 g,en quantité élevée,,+8%,+8%,+35%,+39%,-100%,-100%,+4%,+78%,+78%,13,+7%,D,+7%,E,81.5%,16.7%,0.3%,0.9%,0.5%,0.1%,13,"['E249 - Nitrite de potassium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['Italie', '43014 Medesano']",['IT 2089L CE'],,
44,Piselli Medi Italiani - Valfrutta,8001440009860,['Valfrutta'],['France'],[],[],?,79,331 kj(79 kcal),"0,9","0,3","9,4","4,2","4,9","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Gran Cubetti polpa di pomodori italiani - Valfrutta,8001440111143,['Valfrutta'],['France'],[],[],?,24,100 kj(24 kcal),"0,1",0,"3,3",3,"1,1","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Succo Polpa Di Pesca - Valfrutta,8001440113529,['Valfrutta'],['France'],[],[],?,55,230 kj(55 kcal),0,0,"12,6","12,6","0,4",0,0,,,,,,['Boissons'],,,,,0 g,en faible quantité,0 g,en faible quantité,12.6 g,en quantité élevée,0 g,en faible quantité,,-2%,-5%,-100%,-100%,+12%,+33%,-19%,-100%,-100%,17,+122%,E,+122%,,,,,,,,,,,,,
47,Yoga Succo Pera Optimum ML 125 x6,8001440114250,['Yoga'],['France'],"['Optim Optimum Yog Noga FAUM 25 ml NUOVO TAPP0 ""APRI E CHIUDI"" 70%a Per Yoga Optimum nolto più che buono']",[],?,55,230 kj(55 kcal),1,0,"13,2","12,5","0,2",0,0,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,ACE - Arancia Carotta Limone,8001440115493,,"['France', 'Italie']",[],[],?,44,184 kj(44 kcal),0,0,"10,9","10,9","0,1","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Cirio Passata - 200g,8001440120152,['Cirio'],"['France', 'Suisse']","['Tomates', 'sel', 'acidifiant: acide citrique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,35,146 kj(35 kcal),"0,1",0,"6,3","4,4","1,2","0,3","0,12",200 g,,,,['Carton'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['E330 - Acide citrique'],,,,
50,ice - derby - bien,8001440122552,['Derby'],['France'],[],[],?,?,,?,,?,,?,,,bien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Cirio La Napoletana 540G - 540gr,8001440122606,['CIRIO'],"['Belgique', 'France']","['TOMATES 8% SUCRÉE ÉPICÉE ET AROMATISÉE : Purée de tomates min', ' 8% ', '93%', 'oignons réhydraté ', '4,5%', 'celeri réhydraté ', '0,6%', 'sel', 'sucre', 'laurier réhydraté', 'extrait de paprika ', '0', '05%', ""correcteur d'acidité : acide citrique""]",[],?,47,197 kj(47 kcal),"0,2","0,1",8,6,"1,6","0,48","0,192",540 gr,,,,,,,,['Delhaize'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E160c - Extrait de paprika', 'E330 - Acide citrique']",,,,
52,Basilico Pasta sauce - Cirio - 220g,8001440124464,['Cirio'],"['France', 'Suisse']","['purée de tomates 71 %', 'concentré de tomates 22', '5 %', ""huile d'olive vierge extra 2 %"", 'basilic 2 %', 'oignons', 'sel', 'sucre', 'arôme naturel de basilic', ""correcteur d'acidité: acide citrique""]","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",281,?,281 kj(67 kcal),"2,2","0,5",7,"6,3",3,1,"0,4",220 g,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['E330 - Acide citrique'],,,,
53,Cirio Salsa Tomate Aceitunas,8001440124624,['Cirio'],['France'],"['1596', 'doppio concentrato di pomodoro 1 0%', 'cipolla', 'olio extra vergineèqs 0604 amido modificato', 'sale', 'erbe e spezie', 'aromi', 'z—MAKARONU Z OLIWKAMI', ' SKIAD: mia±sz pomidor6w 65% ', 'pomidory', 'age CUMÂSLINE PENTRU PASTE', ' INGREDIENTE•', ' ro', 'ii tocate 65% ', 'ro$i', 'suc de —$negre', 'in proporçii variabile', 'pasti de tomate dublu concentratà', 'ceapà', 'uteide extravirgin,zahàr', 'oregano 0,6%', 'amidon modificat', 'sare', 'plante aromatice', 'i z SALCEPERMAKARONA ME ULLINJE', ' PËRBËRËSIT: domate copëtuar 65% ugjeyuledheizi 15%', 'domate dyfishtë koncentruar paste 1 0%', 'qepë', 'vaj ulliri', 'nigshteemodifikuar', 'kripë', 'bime dhe erëza', 'aroma', ' Orreopened keep refrigerated and consume within 2 days', ' / Una volta aperto', '#ottoinfrigorifero e consumare entro 2 giorni', '/ Po otwarciu•przechowywaé w wcqgu2dni', ""/A se pàstra la frigider dupâ deschidere si a se consuma in'2 zile"", '/ Pasi éhetnefrigoriferdhe te konsumohet Brenda 2 diteve', ' CONSUMARSI PREFERIBILMENTE ENTRO: VEDI SPOZYCPRZEDPATRZWIECZKO', '/ A SE CONSUMA', 'DE PREFERINTÀ', 'iNAlNTE PERTIJKONSUMUAR PARA: SHIKO LID']",[],?,75,314 kj(75 kcal),"4,5","1,2","5,1","2,7","1,6",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Cirio Polpa Finissima,8001440124716,['Cirio'],['France'],"['INGREDIENTS : TOMATES', 'SEL']",[],?,22,92 kj(22 kcal),"0,1","0,1","3,3","3,2","1,1","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Salsa Pronta Ol / Cap GR350 Ciri - Cirio - 350g,8001440128325,['Cirio'],['France'],[],[],?,64,268 kj(64 kcal),"2,7","0,5","7,1","5,5","1,1","1,4","0,56",350 g,,,Sauce tomate,['Verre'],"['Epicerie', 'Sauces', 'Sauces aux légumes', 'Sauces aux olives']",['Italie'],http://www.cirio.1856.fr,,,2.7 g,en faible quantité,0.5 g,en faible quantité,5.5 g,en quantité modérée,1.4 g,en quantité modérée,,-28%,-32%,-51%,-36%,+4%,+9%,-33%,+32%,+32%,7,+265%,C,+265%,,,,,,,,,,,,,
56,Sauce tomate au parmesan - Cirio - 350g,8001440129056,['Cirio'],['France'],"['concassées à la purée de tomates', 'purée de tomate', 'Parmigiano Reggiano AOP ', 'lait', ' sucre', 'jus concentré carottes', 'sel', 'arôme naturel', 'Oignons déshydratés', 'poivre Tir ', ' acide citrique']",['Non végétalien'],?,54,226 kj(54 kcal),1,"0,7",7,"6,4","2,7","0,6","0,24",350 g,['Fabriqué en Italie'],['Lait'],Sauce tomate au parmesan,"['Verre', 'Bouteille']","['Epicerie', 'Sauces', 'Sauces tomate', 'Sauces tomate au fromage', 'Sauces tomates au parmesan']",,,,4,1 g,en faible quantité,0.7 g,en faible quantité,6.4 g,en quantité modérée,0.6 g,en quantité modérée,,-45%,-44%,-84%,-49%,+15%,+32%,-8%,-45%,-45%,0,-100%,B,-100%,A,53.8%,18.4%,10.2%,10.1%,4.4%,3.1%,89,['E330 - Acide citrique'],,,,
57,Limonata - Valfrutta,8001440129575,['Valfrutta'],['France'],[],[],?,50,209 kj(50 kcal),0,0,"11,6","11,6","0,1","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,S. limonata Yoga Tasky 200 ML,8001440129612,,['France'],[],[],?,50,209 kj(50 kcal),0,0,"11,6","11,6","0,1","0,01","0,004",,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Freezer,8001440130106,,['France'],[],[],?,50,209 kj(50 kcal),0,0,0,0,"0,1","0,1","0,04",,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Freezer - Derby blue - 500ml,8001440130335,['Derby blue'],['France'],[],[],?,49,205 kj(49 kcal),0,0,"11,5","11,5","0,1","0,01","0,004",500 ml,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Freezer,8001440130342,,['France'],[],[],?,49,205 kj(49 kcal),0,0,"11,6","11,6","0,1","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,100 ℅ Frullato Veggie - Valfrutta - 250ml,8001440131011,['Valfrutta'],"['France', 'Italie']",[],"['Végétalien', 'Végétarien']",?,54,226 kj(54 kcal),"0,1",0,"11,9","11,9","0,6","0,08","0,032",250 ml,"['Végétarien', 'Végétalien']",,,['Plastica'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits à base de concentré', 'it:Frullato']",,,['Carrefour'],,0.1 g,en faible quantité,0 g,en faible quantité,11.9 g,en quantité élevée,0.08 g,en faible quantité,,+20%,+21%,-42%,-100%,+16%,+22%,+47%,+935%,+935%,6,+64%,D,+64%,D,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,
63,Nocciolata - Rigoni Di Asiago,8001505000641,['Rigoni Di Asiago'],['France'],[],['Sans huile de palme'],?,530,2218 kj(530 kcal),30,6,53,51,7,"0,13","0,052",,"['en:gluten-free', 'en:palm-oil-free']",,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner aux noisettes', 'Pâtes à tartiner au chocolat', 'Pâtes à tartiner aux noisettes et au cacao']",,,,,30 g,en quantité élevée,6 g,en quantité élevée,51 g,en quantité élevée,0.13 g,en faible quantité,,-3%,-4%,-12%,-22%,+3%,+7%,+2%,+26%,+26%,21,+1%,E,+1%,D,82.7%,11.5%,2.8%,2.4%,0.6%,0.0%,40,,,,,
64,Mielbio Miel italien d'Acacia non chauffé - Rigoni di Asiago - 300g,8001505000849,"['Rigoni di Asiago', 'Mielbio']",['France'],"[""Miel d'Acacia""]","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,327,1368 kj(327 kcal),0,0,80,80,0,0,0,300 g,"['Bio', 'Bio européen', 'Kascher', 'IT-BIO-007', 'en:Star-K Kosher', 'AB Agriculture Biologique']",,,"['Bocal', 'Verre']","['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'acacia""]",['Italie'],,,2,0 g,en faible quantité,0 g,en faible quantité,80 g,en quantité élevée,0 g,en faible quantité,,+13%,+13%,-100%,-100%,+3%,+13%,-100%,-100%,-100%,,,,,A,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,['Italie'],,,
65,Miel Liquide Des Bois Bio 300GR - Rigoni di asiago,8001505000863,['Rigoni di asiago'],['France'],"['miel de nectars et de miellat conserver dans un endroit frais et sec', ""à l'abri de la lumière et de la chaleur""]",[],?,322,1347 kj(322 kcal),0,0,80,78,0,0,0,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Nocciolata sans lait - Rigoni Di Asiago,8001505000931,['Rigoni Di Asiago'],"['France', 'Italie']",[],[],?,538,2251 kj(538 kcal),31,"5,3",55,50,"5,9",0,0,,,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner aux noisettes', 'Pâtes à tartiner au chocolat', 'Pâtes à tartiner aux noisettes et au cacao']",,,,,31 g,en quantité élevée,5.3 g,en quantité élevée,50 g,en quantité élevée,0 g,en faible quantité,,-2%,-2%,-9%,-31%,+7%,+5%,-14%,-100%,-100%,21,+1%,E,+1%,D,82.7%,11.5%,2.8%,2.4%,0.6%,0.0%,40,,,,,
67,Fioridifrutta agrume gingebre - Rigoni Di Asiago,8001505001136,['Rigoni Di Asiago'],['France'],"['bergamote* gingetllhre• gélifiant: IkiCtine', "" Apris l'ouserture"", 'congrver nsommerra idement', ' Ir BIO 007 A99G goni di Nsiago S', 'r', 'l', ' Distribué Asiago ', 'VI', ' Italie', ' contrôlé goni di Asiago France - 13006 Marseille', ' Pat: CERTIFICATION Lu EUROPE ITALIA g ', 'è NE PASJETER DANS LA NATURE Préférence avant le:']","['Végétalien', 'Végétarien']",?,195,816 kj(195 kcal),0,0,48,46,0,"0,1","0,04",,"['Bio', 'Végétarien', 'Bio européen', 'en:gluten-free', 'Végétalien', 'IT-BIO-007']",,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Fior di frutta - Rigoni Di Asiago,8001505004441,['Rigoni Di Asiago'],['France'],[],[],?,195,816 kj(195 kcal),0,0,"47,8","46,5",0,"0,047","0,019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Citrons - Fior Di Frutta,8001505005134,['Fior Di Frutta'],['France'],"['Jus de pommes', 'citrons 30%', 'gélifiant: pectine']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,195,816 kj(195 kcal),0,0,48,47,0,"0,12","0,048",,['Bio'],,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['E440 - Pectines'],,,,
70,Nocciolata - Rigoni Di Asiago,8001505005349,['Rigoni Di Asiago'],['France'],[],['Sans huile de palme'],?,530,2218 kj(530 kcal),30,6,53,51,7,"0,1","0,04",,['en:palm-oil-free'],,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner aux noisettes', 'Pâtes à tartiner au chocolat', 'Pâtes à tartiner aux noisettes et au cacao']",,,,,30 g,en quantité élevée,6 g,en quantité élevée,51 g,en quantité élevée,0.1 g,en faible quantité,,-3%,-4%,-12%,-22%,+3%,+7%,+2%,-3%,-3%,21,+1%,E,+1%,D,82.7%,11.5%,2.8%,2.4%,0.6%,0.0%,40,,,,,
71,Eglantier - Rigoni di asiago,8001505005790,['Rigoni di asiago'],['France'],"['jus de pommes*', 'églantier 40%*', 'geifant pectine', ' ""bíologique']",[],?,155,649 kj(155 kcal),0,0,36,34,0,"0,05","0,02",,"['Bio', 'Bio européen', 'en:gluten-free', 'IT-BIO-007']",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'églantines""]",,,,1,0 g,en faible quantité,0 g,en faible quantité,34 g,en quantité élevée,0.05 g,en faible quantité,,-33%,-33%,-100%,-100%,-36%,-35%,-100%,+55%,+55%,3,-69%,C,-69%,C,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,
72,Miele Apicol Rigoni Acacia Italiano GR 300 - Rigoni Di Asiago,8001505008142,['Rigoni Di Asiago'],['France'],[],[],?,322,1347 kj(322 kcal),0,0,80,80,0,0,0,,,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'acacia""]",,,,,0 g,en faible quantité,0 g,en faible quantité,80 g,en quantité élevée,0 g,en faible quantité,,+11%,+11%,-100%,-100%,+3%,+13%,-100%,-100%,-100%,,,,,B,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,
73,Miel bio de mandarinier - Rigoni di Asiago - 300g,8001505445831,['Rigoni di Asiago'],['France'],[],[],?,322,1347 kj(322 kcal),0,0,80,80,0,0,0,300 g,['Bio'],,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'agrumes"", 'Miels de mandarinier']",,,,,0 g,en faible quantité,0 g,en faible quantité,80 g,en quantité élevée,0 g,en faible quantité,,+4%,+4%,-100%,-100%,+2%,+10%,-100%,-100%,-100%,,,,,B,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,['Italie'],,,
74,350G Cioco Cake - blue brand - 10× 35gr,8001585001118,['blue brand'],"['France', 'Suisse']","['Sucre', 'Graisses ve gétales ', 'palme', 'palmiste', 'coco en proportion variable']",['Huile de palme'],?,438,1833 kj(438 kcal),"22,7","16,7","52,1","37,8","5,7","0,35","0,14",10× 35gr,['Fabriqué en Italie'],,,['10 cake'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Huile de palme'],
75,Balconi Mini-tiramisu Snack Cakes - 10 Cakes Per Pack,8001585008001,['Balconi'],['France'],[],[],?,403,1686 kj(403 kcal),"19,7","12,2","50,3","33,3","5,5","0,43","0,172",,['Fabriqué en Italie'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Wafer Balconi Fam Cubi Vaniglia Wafer 250 GR,8001585008179,['Balconi'],['France'],"['huile végétale ', 'coco', 'palme', 'sirop de glucosi farine de blé ', '2496', 'sucre', 'lait écrémé en poudre', 'deytroS! lactosérum en poudre', ""extrait de malt d'orge"", 'émulsifian lécithine de SOJa', ' poudres à lever: carbonates de sodiurr diphosphates', ' sel', 'gousses de vanille moulues', 'arôme naturel d vanille', 'noisettes', ' Italie', ""Peut contenir des tra« d'autres fruits à coque"", ' ConserVer dans un endrgit frais et se']","['Huile de palme', 'Non végétalien']",?,539,2255 kj(539 kcal),"28,5","25,4",65,"33,4",5,"0,41","0,164",,['Fabriqué en Italie'],"['Gluten', 'Fruits à coque']",,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['E502 - Carbonates'],,,['Huile de palme'],
77,Balconi Cubi Chocolate Wafer - 250g,8001585008193,['Balconi'],['France'],"['Huile de coco', 'Farine de BLÉ ', '24%', 'Sucre', 'Sirop de glucose', 'Cacao maigre en poudre ', '12 %', ' dans le fourrage', 'Dextrose', 'LAIT écrémé en poudre', 'LACTOsérum en poudre', ""Extrait de malt d'ORGE"", 'Émulsifiant: lécithine de SOJA', 'Poudres à lever: Carbonates de sodium', 'diphosphates', 'Sel', 'NOISETTES', 'Arômes,']",['Non végétalien'],?,517,2163 kj(517 kcal),"26,2","23,6",62,"32,5","6,7","0,3","0,12",250 g,"['Kascher', 'Fabriqué en Italie', 'Nouveau', 'en:Orthodox Union Kosher', 'en:Verified']","['Gluten', 'Lait', 'Fruits à coque', 'Soja']",Gaufrettes Chocolat,"['Sachet', 'Plastique']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Gaufrettes', 'Gaufrettes fourrées', 'Gaufrettes fourrées au chocolat']",['Italie'],,['Leclerc'],4,26.2 g,en quantité élevée,23.6 g,en quantité élevée,32.5 g,en quantité élevée,0.3 g,en quantité modérée,,0%,-0%,-5%,+35%,+4%,-8%,+10%,+13%,+13%,24,+7%,E,+7%,D,82.4%,11.3%,2.3%,2.5%,1.4%,0.0%,41,"['E322i - Lécithine', 'E500 - Carbonates de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition']",,,,
78,SPONGE CAKE BALCONI 5 GRAINS,8001585008261,['Balconi'],['France'],"['sucre', ' Farine de BLÉ ', '16%', ' ŒUFS frais', ' Huiles végétales ', 'tournesol', 'coco', ""huile d'olive en proportion variable"", ' Sirop de glucose-fructose', ' LAIT écrémé ', '8%', ' Farine aux céréales 5 ', '21%', ' ', 'riz 36%', 'SEIGLE 16%', 'ORGE 16%', 'graines de sarrazin 16%', 'BLÉ 16%', ' ', "" LAIT écrémé en poudre,' Extrait de Beurre de cacao"", 'Cacao maigre en poudre', 'LAlTen poudre', ' ', 'Protéines de LAIT', "" Émulsifiants: Mono - et diglycérides d'acides gras"", ""Lécithine de SOJA'"", ""Poudres lever: Carbonates d'ammonium"", 'Carbonates de sodium', 'Diphosphates', ' Arômes', ' Extrait de café', ' Sel', ' LACTOSE', ' LACTOsérum en poudre', ' o Fabriqué en Italie', ' Conserver dans un endroit frais et sec', ' Peut contenir des traces de FRUITS À COQUE']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,387,1619 kj(387 kcal),"16,6","7,5","53,2","34,2","5,4","0,43","0,172",,['Fabriqué en Italie'],"['Œufs', 'Gluten', 'Lait', 'Soja']",,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E322i - Lécithine', 'E502 - Carbonates', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition']",,,,
79,Mix milk - Balconi,8001585008537,['Balconi'],['France'],[],[],?,152,636 kj(152 kcal),"7,7","5,8","18,5","13,8",2,"0,12","0,048",,"['Contient du lait', 'Fabriqué en Italie']","['Gluten', 'Lait', 'Soja']",,,"['Biscuits et gâteaux', 'Gâteaux']",,,,,7.7 g,en quantité modérée,5.8 g,en quantité élevée,13.8 g,en quantité élevée,0.12 g,en faible quantité,,-62%,-62%,-61%,-24%,-63%,-51%,-63%,-80%,-80%,8,-55%,C,-55%,,,,,,,,,,,,,
80,Stracchino,8001590921807,,['France'],[],[],?,276,1155 kj(276 kcal),24,17,2,"1,5",13,"0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Mayonnaise -,8001590922804,,"['France', 'Italie']","['olio di semi di girasole ', '70%', 'acqua', 'tuorlo di UOVA fresche pastorizzate con UOVA fresche pastorizzate ', '6,5%', 'aceto di vino', 'zucchero', 'amido modificato', 'sale', 'succo di limone concentrato', 'correttore di acidità ', 'acido lattico', 'aromi']",[],?,659,2757 kj(659 kcal),72,"8,3","2,4","1,4",1,"0,9","0,36",,['en:gluten-free'],['Œufs'],,,"['Epicerie', 'Sauces', 'Mayonnaises']",,,,4,72 g,en quantité élevée,8.3 g,en quantité élevée,1.4 g,en faible quantité,0.9 g,en quantité modérée,,+8%,+8%,+9%,+34%,-11%,-4%,-19%,-32%,-32%,19,+6%,E,+6%,D,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,"['E14XX - Amidons modifiés', 'E270 - Acide lactique']",,,,
82,Croissant con crema al cioccolato,8001618991744,,['France'],[],[],?,374,1565 kj(374 kcal),14,"6,1",54,17,7,"0,68","0,272",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,San Benedetto Thè Deteinato alla Pesca,8001620001929,['San Benedetto'],['France'],"['Eau minerale naturelle ', '80%', 'sucre de canne ', '3,2%', 'sucre', 'fructose ', '0,5%', 'arome', 'acidifiants: acide citrique', 'extrait de feuilles de thé détheiné ', '0,1%', 'jus de pêche ', '0,1%', ' de concentré', 'anti-oxydants: acide ascorbique', 'édulcorant: sucralose']",[],?,28,117 kj(28 kcal),0,0,"6,8","6,8",0,0,0,,,,,,"['Boissons', 'Boissons édulcorées']",,,,4,0 g,en faible quantité,0 g,en faible quantité,6.8 g,en quantité élevée,0 g,en faible quantité,,+87%,+98%,-100%,-100%,+153%,+191%,-100%,-100%,-100%,9,+109%,D,+109%,,,,,,,,,"['E330 - Acide citrique', 'E300 - Acide ascorbique', 'E955 - Sucralose']",,,,
84,Eau Minérale,8001620003299,,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,"0,006","0,002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
