,name,bar_code,quantity,brand,markets,sales_countries,ingredients_list,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,generic_name,packaging,categories,additives,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,allergens,labels,palm_ingredients,manufacturing,traceability_code,ingredients_origins,link,brand_owner
305,Pâte feuilletée - Herta - 285g,7613035208995,285 g,['Herta'],['Franprix'],['France'],"['farine de blé', 'huiles végétales ', 'palme', 'colza', 'tournesol', 'eau', 'jus de citron concentré', 'sel', 'alcool_ fruits et légumes concentré ', 'carotte', 'pomme', 'citron', 'levure']",['Huile de palme'],3,1643,?,1643 kj(393 kcal),"23,6","10,4","36,7","0,2","5,8","1,1","0,44",D,Pâte feuilletée végétale,"['Carton', 'Film plastique', 'Carton', 'Étui carton à recycler', 'Papier de cuisson et film plastique à jeter', 'Frais', 'Rouleau', 'Emballage']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes à tarte', 'Pâtes feuilletées']",,23.6 g,en quantité élevée,10.4 g,en quantité élevée,0.2 g,en faible quantité,1.1 g,en quantité modérée,+3%,,+3%,+9%,-8%,-5%,-87%,-0%,+9%,+9%,16,-3%,D,-3%,75.8%,9.6%,3.8%,2.8%,1.7%,6.3%,51,['Gluten'],,['Huile de palme'],,,,http://www.herta.fr,
306,Kit Kat original - Nestlé,7613035219861,,['Nestlé'],,['France'],[],[],,?,502,2100 kj(502 kcal),"24,4","13,7","62,7",51,"6,7","0,23","0,092",,,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Barres chocolatées', 'Barres chocolatées biscuitées']",,24.4 g,en quantité élevée,13.7 g,en quantité élevée,51 g,en quantité élevée,0.23 g,en faible quantité,,-1%,-2%,-14%,-12%,+11%,+17%,-2%,-16%,-16%,27,+10%,E,+10%,,,,,,,,,,,,,,,
307,Kitkat Milk Chocolate Bar 4 Finger - Nestlé,7613035220126,,['Nestlé'],,['France'],[],[],,?,502,2100 kj(502 kcal),"24,5","13,7","62,7",51,"6,7","0,23","0,092",,,['mixed plastic-wrapper'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Cocoa-plan'],,,,,,
308,Original Knacki - Herta,7613035222724,,['Herta'],,"['Belgique', 'France']",[],[],,?,267,1117 kj(267 kcal),23,9,2,2,13,"1,8","0,72",E,,"['Sous-vide', 'Plastique']","['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses de Strasbourg', 'Knacks industrielles']",,23 g,en quantité élevée,9 g,en quantité élevée,2 g,en faible quantité,1.8 g,en quantité élevée,,0%,-0%,-3%,+2%,+27%,+55%,+4%,-6%,-6%,18,-2%,D,-2%,87.6%,6.5%,1.9%,1.1%,0.6%,2.4%,22,,,,,,,,
309,Frisco - Vanille & café glacé - Crème glacée - Nestlé - 750ml,7613035229471,750 ml,"['Nestlé', 'Frisco']",['Coop Pronto'],"['France', 'Suisse']","['Lait écrémé 48%', 'crème 28%', 'sucre', 'sirop de glucose', 'petit-lait en poudre', 'lait écrémé en poudre', 'jaune d’œuf', 'extrait de café', 'concentrés de fruits', 'légumes et plantes ', 'courge', 'carthame', 'pomme', 'citron', 'sucre', 'caramélisé', 'stabilisants ', 'farine de graines de caroube', 'gomme guar', 'extrait de vanille', 'grains de vanille épuisés', 'arôme naturel de vanille']",['Non végétalien'],4,?,103,431 kj(103 kcal),"5,1","3,3",12,11,"1,8","0,07","0,028",B,,['Carton'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Glace vanille & café glacé']","['E410 - Gomme de caroube', 'E412 - Gomme de guar']",5.1 g,en quantité modérée,3.3 g,en quantité modérée,11 g,en quantité modérée,0.07 g,en faible quantité,,-56%,-56%,-56%,-57%,-57%,-53%,-43%,-53%,-53%,5,-63%,C,-63%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,"['Œufs', 'Lait']",,,,,,,
310,Jus De Poulet,7613035245006,,,,['France'],[],[],,?,362,1515 kj(362 kcal),7,"2,1",63,"4,1",11,12,"4,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,Pate feuilletee tarte en or 2 - Herta - 230g,7613035245518,230 g,['Herta'],,['France'],"['Farine de BLE', 'huiles végétales ', 'palme', 'colza', 'eau', 'farine de BLE complète ', '4,8%', 'GLUTEN DE BLE', 'fibres de chicorée 1,5%', 'sel', 'alcool', 'son de BLE 0,5%', 'jus de citron concentré', 'extraits de fruits et légumes ', 'carotte', 'pomme', 'citron', 'levure']",['Huile de palme'],4,1665,394,1665 kj(394 kcal),"23,5","10,3","35,9","0,4","0,7","1,15","0,46",D,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes à tarte', 'Pâtes feuilletées']",,23.5 g,en quantité élevée,10.3 g,en quantité élevée,0.4 g,en faible quantité,1.15 g,en quantité modérée,+4%,+3%,+5%,+8%,-9%,-7%,-74%,-88%,+14%,+14%,16,-3%,D,-3%,75.8%,9.6%,3.8%,2.8%,1.7%,6.3%,51,['Gluten'],,['Huile de palme'],,,,,
312,NATURNES Petits Pois Courgettes Saumon- 190g - dès 8 mois - Nestlé - 190g,7613035255852,190 g,"['Nestlé', 'Naturnes', 'Bébé Nestlé', 'Nestlé bébé']","['Carrefour Market', 'Carrefour']",['France'],"['Légumes 47% ', 'petits pois 25%', 'courgettes 12%', 'pommes de terre', 'oignons', 'eau de cuisson', 'SAUMON du Pacifique* 8,6%', 'amidon', 'huiles végétales ', 'tournesol', 'colza', 'ciboulette', 'jus de citron concentré', 'sel marin', 'ail', ' *Se référer à la lettre près de la date : saumon kéta du Pacifique ', 'K', 'saumon rouge du Pacifique ', 'N', 'saumon rose du Pacifique ', 'G']","['Non végétalien', 'Non végétarien']",3,240,57,240 kj(57 kcal),"1,6","0,1","6,4","1,5","3,5","0,18","0,072",,Aliment pour bébés,"['Plastique', 'Sachet', 'boite']","['Aliments pour bébé', 'Dès 8 mois', 'Plats principaux pour bébé', 'Menus Poissons pour bébé']",,,,,,,,,,-12%,-12%,-13%,-26%,-74%,-19%,+16%,+22%,-17%,-17%,,,,,,,,,,,,['Poisson'],"['Peu ou pas de sel', 'Peu de sel', 'Point Vert', 'Sans colorants', 'Sans conservateurs']",,['France'],"['FR 28.280.028 CE', 'Nogent-le-Rotrou (Eure-et-Loir, France)']",['Pacifique'],https://www.bebe.nestle.fr/produits/catalogue-produit/coeur-repas/naturnes/naturnes-petits-pois-courgettes-saumon-190g,
313,NATURNES Duo Haricots Verts Poulet - 190g - dès 12 mois - Nestlé - 190g,7613035255883,190 g,"['Nestlé', 'Nestlé bébé', 'Bébé Nestlé', 'Naturnes']",['Noz'],['France'],"['légumes 51% ', 'purée de haricots verts 26%', 'haricots beurres 13%', 'pommes de terre', 'oignons', 'eau de cuisson', 'viande de poulet 9%', 'riz cuit 9%', 'amidon', 'huiles végétales ', 'tournesol', 'colza', 'sel marin', 'jus de citron concentré', 'persil', 'laurier', 'ail', 'thym']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,234,56,234 kj(56 kcal),"1,7","0,3","6,6",1,"2,8","0,21","0,084",,Aliment pour bébés,"['Sachet', 'Plastique', 'boite']","['Aliments pour bébé', 'Dès 12 mois', 'Plats principaux pour bébé']",,,,,,,,,,-18%,-51%,-43%,-29%,-58%,-47%,-74%,-5%,-1%,-1%,,,,,,,,,,,,,"['Peu ou pas de sel', 'Peu de sel', '100% naturel', 'Point Vert', 'Sans colorants', 'Sans conservateurs']",,['France'],"['FR 28.280.028 CE', 'Nogent-le-Rotrou (Eure-et-Loir, France)']",['France'],,
314,Bouillon cube volaille - Maggi,7613035265653,,['Maggi'],,['France'],"['Sel', 'glutamate monosodique', 'exhausteurs de goût : glutamate monosodique', 'guanylate et inosinate disodiques', 'huile de palme non hydrogénée*', 'amidon', 'sucre', 'arômes ', 'oeuf', 'lait', 'blé', 'céleri', 'sirop de glucose', 'volaille 3%', 'graisse de poulet 2%', 'extrait de poulet 1%', 'oignon', 'carotte', 'poireau', 'persil', 'curcuma', ""extraits naturels de céleri et d'ail"", 'sucre caramélisé', 'acidifiant : acide citrique ', ' antioxydant : extraits de romain']","['Huile de palme', 'Non végétalien', 'Non végétarien']",4,?,239,1000 kj(239 kcal),"10,8","5,9","26,2","8,6","9,2","51,9","20,76",,,,"['Epicerie', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Bouillons', 'Bouillons de volaille']","['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique']",,,,,,,,,,+59%,+50%,+129%,+173%,+35%,+50%,+62%,+107%,+107%,,,,,,,,,,,,"['Céleri', 'Œufs', 'Gluten', 'Lait']",['Fabriqué en France'],['Huile de palme'],,,,,
315,Knacki 100% poulet -25% de sel - Herta - 210g,7613035289185,210 g,['Herta'],,['France'],"['Viande séparée mécaniquement de poulet et peau de poulet ', '75%', 'eau', 'arômes ', 'blé', 'céleri', 'protéines de pois', 'sel dextrose', ' Antioxydant isoascorbate de sodium', ' nitrite de sodium ', 'E250', ' ,ferment : fumée']",[],4,?,199,833 kj(199 kcal),15,3,"1,5","1,5",14,"1,4","0,56",E,,"['Frais', 'Plastique']","['Viandes', 'Charcuteries', 'Saucisses', 'Volailles', 'Poulets', 'Saucisses de volaille', 'Saucisses de poulet']","['E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",15 g,en quantité modérée,3 g,en quantité modérée,1.5 g,en faible quantité,1.4 g,en quantité modérée,,-4%,-4%,-3%,-31%,-32%,+125%,+4%,-27%,-27%,4,-69%,C,-69%,88.4%,6.6%,1.6%,0.9%,0.5%,2.0%,17,"['Céleri', 'Gluten']",,,,,,,
316,Gofree coco riche - Nestlé,7613035299047,,['Nestlé'],,['France'],[],[],,?,382,1598 kj(382 kcal),"2,4","1,1",82,28,"6,3","0,41","0,164",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,
317,Les Recettes de l'Atelier N°8 Éclats de Caramel - Nestlé - 100g,7613035302457,100 g,"['Nestlé', ""Les recettes de l'Atelier""]",['Carrefour'],['France'],"['Pâte de cacao ', 'Ghana', ""Côte d'Ivoire"", 'Equateur', 'sucre', 'éclats de caramel salé 20% ', 'sucre', 'lait entier en poudre', 'crème en poudre', 'sel', 'beurre pâtissier', 'émulsifiant ', 'lécithine de tournesol', 'beurre de cacao', 'arôme naturel de vanille de Madagascar', ' Cacao : 54% minimum']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,?,521,2180 kj(521 kcal),"29,7","17,6","51,4","48,2","6,6","0,65","0,26",D,Chocolat noir de dégustation aux éclats de caramel salé,"['Aluminium', 'Carton']","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', 'Chocolats au caramel', 'Chocolats noirs au caramel']",['E322i - Lécithine'],29.7 g,en quantité élevée,17.6 g,en quantité élevée,48.2 g,en quantité élevée,0.65 g,en quantité modérée,,-3%,-3%,-14%,-15%,+11%,+19%,+1%,+146%,+146%,23,-2%,E,-2%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,['Lait'],"['Sans arômes artificiels', 'Agriculture durable', 'en:UTZ Certified']",,,,"[""Côte d'Ivoire"", 'Équateur', 'Ghana']",,
318,Les Recettes de l'Atelier - Chocolat noir de dégustation aux éclats de fèves de cacao caramélisés - Nestlé - 100g,7613035302471,100 g,"['Nestlé', ""Les recettes de l'Atelier""]",['Carrefour'],['France'],"['Pâte de cacao ', 'Ghana', ""Côte d'Ivoire"", 'Equateur', 'sucre', 'éclats de fèves de cacao caramélisés 15% ', 'fèves de cacao du Ghana', 'sucre', 'beurre pâtissier', 'émulsifiant ', 'lécithine de tournesol', 'beurre de cacao', 'arôme naturel de vanille de Madagascar', ' Cacao : 54% minimum']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,?,541,2264 kj(541 kcal),"34,4","20,2","44,9","41,7","6,8",0,0,D,Chocolat noir de dégustation aux éclats de fèves de cacao caramélisés,"['Aluminium', 'Carton', 'tablette', 'Point vert', 'Pensez au tri!', 'Etui carton et feuille métal à recycler']","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', 'Chocolats noirs aux fèves de cacao']",['E322i - Lécithine'],34.4 g,en quantité élevée,20.2 g,en quantité élevée,41.7 g,en quantité élevée,0 g,en faible quantité,,-4%,-4%,-17%,-20%,+30%,+52%,-16%,-100%,-100%,20,-2%,E,-2%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,['Lait'],"['Sans arômes artificiels', 'Agriculture durable', 'en:UTZ Certified', 'Cocoa Plan']",,,,"[""Côte d'Ivoire"", 'Équateur', 'Ghana']",,
319,Knacki Mini - Saucisse cuite pur porc avec des protéines de lait - Herta - 144g,7613035315297,144 g,['Herta'],"['Franprix', 'Simply Market']",['France'],"['Viande de porc', 'eau', 'gras de porc', 'lactosérum', 'sel', 'protéines de lait 0,89 %', 'fibre de blé', 'levure', 'protéines de pois', 'arôme ', 'céleri', 'blé', 'colorants : carmins', 'extrait de paprika', 'antioxydant : isoascorbate de sodium', 'conservateur : nitrite de sodium', 'ferment', 'fumée']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,1107,267,1107 kj(267 kcal),23,9,2,2,13,"1,8","0,72",E,,"['Plastique', 'Sous-vide', 'Plastique']","['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses de Strasbourg', 'Knacks industrielles']","['E120 - Acide carminique', 'E160c - Extrait de paprika', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",23 g,en quantité élevée,9 g,en quantité élevée,2 g,en faible quantité,1.8 g,en quantité élevée,-2%,0%,-1%,-3%,+2%,+27%,+55%,+4%,-6%,-6%,17,-7%,D,-7%,87.6%,6.5%,1.9%,1.1%,0.6%,2.4%,22,"['Céleri', 'Gluten', 'Lait']",,,['France'],"['FR 67.218.001 CE', 'Illkirch-Graffenstaden (Bas-Rhin, France)']",['Union européenne'],,
320,P'tit Dej Croissance Saveur Chocolat Noisette - Nestlé - 500ml (2 * 250ml),7613035327283,500 ml (2 * 250 ml),"['Nestlé', 'Nestlé Bébé']","['Carrefour', 'Magasins U']",['France'],"['lait de suite 91% : eau', 'lait écrémé', 'huiles végétales ', 'oléine de palme', 'colza', 'coprah', 'tournesol', 'saccharose', 'matières grasses laitières', 'lactosérum déminéralisé', 'amidon', 'lait écrémé en poudre', 'émulsifiant : lécithine de soja', 'vitamines : C', 'E', 'niacine', 'pantothénate de calcium', 'B1', 'A', 'B6', 'D', 'K', 'B2', 'acide folique', 'B12', 'biotine', 'minéraux : pyrophosphate ferrique', 'sulfate de zinc', 'iodure de potassium', 'préparation à base de céréales : céréales 5', '6% ', 'farine de blé distasée', 'farine de blé', 'lait écrémé en poudre', 'amidon', 'cacao en poudre 0', '6%', 'minéraux : carbonate de calcium', 'pyrophosphate ferrique', 'sulfate de zinc', 'iodure de potassium', 'vitamines : C', 'E', 'niacine', 'pantothénate de calcium', 'B1', 'A', 'B6', 'D', 'K', 'B2', 'acide folique', 'B12', 'biotine', 'arôme naturel', 'vanilline']","['Huile de palme', 'Non végétalien']",4,286,?,286 kj(68 kcal),"3,3","1,4","11,8","7,7","3,5","0,09","0,036",B,Céréale lactée pour nourrissons et enfants en bas âge - P'tit Dej Croissance Saveur Chocolat Noisette,"['Briques', 'Pack', 'Carton']","['Aliments pour bébé', 'Laits pour bébé', 'Dès 12 mois', 'Céréales pour bébé', 'Laits de croissance']",['E322i - Lécithine'],,,,,,,,,-29%,,-48%,-45%,-16%,-30%,-31%,+6%,-26%,-26%,,,,,71.8%,1.0%,10.1%,9.4%,6.0%,1.7%,94,"['Gluten', 'Lait', 'Soja']","['Riche en calcium', 'Nouveau', 'Sans colorants', 'Sans conservateurs', 'Sans colorants ou conservateurs', 'Pratique', 'Riche en fer']",['Oléïne de palme'],,,,https://www.bebe.nestle.fr/produits/catalogue-produit/nestle-ptit-dej-croissance-saveur-chocolat-noisette-2x250ml,
321,"P'tit souper douceur d'artichauts, tomates, macaronis - Nestlé - 2x200g (400g)",7613035328259,2x200g (400g),"['Nestlé', 'Nestlé bébé', 'bébé Nestlé', ""P'tit souper""]","['Leclerc', 'Auchan']",['France'],"['légumes ', 'purée de tomates 11%', 'artichauts 7', '6%', 'pommes de terre', 'carottes', 'oignons', 'lait écrémé reconstitué 27%', 'eau de cuisson', 'pâtes cuites 9', '6% ', 'eau', 'semoule de blé', ""blanc d'oeuf"", 'amidon', 'gruyère fondu ', 'gruyère ', 'lait', 'eau', 'beurre', 'épaississant : gomme de xanthane', 'huiles végétales ', 'tournesol', 'colza', 'sel marin']",['Non végétalien'],4,?,56,234 kj(56 kcal),"1,6","0,3","8,1","2,4","1,8","0,28","0,112",,Aliment pour bébés,"['Pots', 'Plastique', 'Pack', 'Carton']","['Aliments pour bébé', 'Dès 12 mois', 'Plats principaux pour bébé', 'Plats du soir pour bébé']",['E415 - Gomme xanthane'],,,,,,,,,,-20%,-19%,-29%,-46%,-12%,-13%,-20%,+38%,+38%,,,,,,,,,,,,"['Œufs', 'Gluten', 'Lait']","['Peu ou pas de sel', 'Peu de sel', 'Nouveau', 'Sans conservateurs', 'Petits morceaux']",,,,,https://www.bebe.nestle.fr/nos-marques/ptit-souper/nestle-ptit-souper-douceur-dartichauts-tomates-macaronis-2x200g,
322,Le Bon Paris (-25% de sel) - Herta - 210g,7613035336223,210 g,['Herta'],,['France'],"['Jambon fraise de porc', 'bouillon : eau', 'couennes de porc', 'oignons', 'os de porc', 'carottes', 'sel', 'persil', 'ail', 'clou de girofle', 'poivre', 'laurier', 'sel', 'dextrose de maïs', 'arômes naturels', 'conservateurs : nitrite de sodium', 'chlorure de potassium', 'antioxydant : isoascorbate de sodium']","['Non végétalien', 'Non végétarien']",4,439,104,439 kj(104 kcal),"2,5",1,"0,4","0,4",20,"1,4","0,56",E,Jambon cuit supérieur,"['Barquette', 'Film', 'Plastique', 'Sous atmosphère protectrice']","['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', 'Produits à teneur réduite en sel', 'Charcuteries à teneur réduite en sel', 'Jambons blancs à teneur réduite en sel']","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium']",2.5 g,en faible quantité,1 g,en faible quantité,0.4 g,en faible quantité,1.4 g,en quantité modérée,-8%,-7%,-8%,-13%,-7%,-38%,-35%,-5%,-1%,-1%,2,-16%,B,-16%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,"['Peu ou pas de sel', 'Peu de sel', 'en:gluten-free', 'Allégé en sel', 'Moins 25% de sel', 'Fabriqué en France', 'Qualité supérieure']",,,,,,
323,Lardons fumés Herta - 204g,7613035336476,204 g,['Herta'],['Super U'],['France'],"['Poitrine de porc', 'Conservateurs : nitrite de sodium', 'Iactate de potassium', 'acétate de sodium ', ' Sel', 'Dextrose de maïs', 'Antioxydant : isoascorbate de sodium ', ' Fumée']","['Non végétalien', 'Non végétarien']",4,?,250,1046 kj(250 kcal),20,"7,8","0,4","0,4",17,"2,2","0,88",D,Lardons de porcs,"['Frais', 'Barquette plastique', 'Opercule film plastique', 'Barquette']","['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Porc', 'Allumettes de porc', 'Lardons de porc', 'Lardons de porc fumés']","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E262i - Acétate de sodium', 'E316 - Érythorbate de sodium']",20 g,en quantité modérée,7.8 g,en quantité élevée,0.4 g,en faible quantité,2.2 g,en quantité élevée,,-6%,-5%,-8%,-6%,-51%,-38%,+4%,-17%,-17%,19,-5%,E,-5%,85.6%,9.1%,2.1%,1.8%,1.1%,0.3%,36,['Iactate'],"['en:gluten-free', 'Point Vert', 'Fabriqué en France', ""Herta s'engage""]",,"['Pas de Calais', 'France']","['FR 62.767.005 CE', 'Saint-Pol-sur-Ternoise (Pas-de-Calais, France)']",['Union européenne'],http://www.herta.fr,
324,Allumettes Nature - Herta - 204g (2 * 102g),7613035336544,204 g (2 * 102 g),['Herta'],,['France'],"['Poitrine de porc', 'Viande de porc', 'Conservateurs :  nitrite de sodium', 'lactate de potassium', 'acétate de sodium ', ' Sel', 'Dextrose de maïs', 'Antioxydant : isoascorbate de sodium']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,1040,?,1040 kj(249 kcal),20,"7,84","0,392","0,392","17,1","2,16","0,863",D,Viande de porc traitée en salaison,"['Barquette', 'Plastique', 'Film']","['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Allumettes de porc', 'Lardons de porc']","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E326 - Lactate de potassium', 'E262i - Acétate de sodium', 'E316 - Érythorbate de sodium']",20 g,en quantité modérée,7.84 g,en quantité élevée,0.392 g,en faible quantité,2.16 g,en quantité élevée,-1%,,-5%,-7%,-4%,-53%,-41%,+4%,-17%,-17%,19,-5%,E,-5%,85.6%,9.1%,2.1%,1.8%,1.1%,0.3%,36,,"['en:gluten-free', 'Fabriqué en France']",,['France'],"['FR 62.767.005 CE', 'Saint-Pol-sur-Ternoise (Pas-de-Calais, France)']",['Union européenne'],,
325,Lot de 2 x10 knacki poulet soit - Herta,7613035336605,,['Herta'],,['France'],[],[],,?,199,833 kj(199 kcal),15,3,"1,5","1,5",14,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,Knacki 100% poulet - Herta,7613035336698,,['Herta'],,['France'],"[""LOT DE 2 GRATUIT aacki' au Poulet XI 0 gration charcutière au poulet"", ' rédients : Viande sé mécaniquement de et peau de poule{', ' Eau', 'Lactose', 'Sel', ""'AFFer "", 'eatieg fies de poise Arômes ', 'blé', 'céleri', 'Dextrose', ': isoasco:bate de sodium ', ' : sodium ', ' Ferment', ""des ttèces de lait Â conservo rapidement après ouv tàcco:d -tec le propriétaire des Xe Consommateurs HERTA' t'3fige+ii034105U""]",['Non végétalien'],4,?,199,833 kj(199 kcal),15,3,"1,5","1,5",14,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Céleri', 'Gluten', 'Lait']",,,,,,,
327,knacki poulet - Herta,7613035336728,,['Herta'],,['France'],[],[],,?,199,833 kj(199 kcal),15,3,"1,5","1,5",14,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Point Vert'],,,,,,
328,Pizza Fiesta Royale - Buitoni,7613035339828,,['Buitoni'],,['France'],"['PÅTE ', '54,4%', ': Farine de blé', 'eau', 'huile de tournesol', 'levain de seigle et de blé ', 'soja', 'levure boulangère', 'chapelure ', 'blé', 'sucre', 'sel', 'poudres à lever ', 'diphosphate disodique', 'bicarbonate de sodium', ' \rGARNITURE ', '45,6%', ': Purée de tomates', 'édam', 'mozzarella', 'viande de poulet ', 'Hors UE', ' cuite ', '6,7%', '*', 'eau', 'oignons 5%* ', 'oignons rouges 3%*', 'oignons rissolés 2%*', 'oignons', 'huile de tournesol', 'bacon fumé ', '3%', '* ', 'poitrine de porc ', 'UE', 'sel', 'dextrose', 'arôme de fumée', 'arôme naturel', 'antioxydant: E316', 'conservateur: E250', 'fumée', 'sucre', 'huile de tournesol', ""pulpe d'ail"", 'amidon modifié de pomme de terre', 'herbes aromatiques ', 'persil', 'origan', ""épices et extraits d'épices "", 'paprika', 'cumin', 'poudre de chili', 'sel', 'arôme', 'arôme de fumée', 'colorant ', 'caramel ordinaire', ' *% indiqués par rapport au produit fini', ' Peut contenir:poisson']","['Non végétalien', 'Non végétarien']",4,?,244,1021 kj(244 kcal),"8,5","2,9","30,1","6,9","10,7","1,4","0,56",,,,,"['E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E150a - Caramel E150a']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Gluten', 'Lait', 'Soja']",,,,,,,
