,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,generic_name,ingredients_origins,manufacturing,markets,allergens,nova_score,quantity,packaging,brand_owner,additives,link,palm_ingredients
908,Canard filet,0203553043160,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Casino'],,,,,,,,
909,Filet Maquereau fumé au poivre,2298117027425,,['France'],[],[],?,0,20,2,21,"1,2","0,48",,,,,,,,,,,,,,0 kj(0 kcal),,,"5,5",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,Vin  AOP,3468000072231,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,Thé - 75g,3701096311052,,['France'],[],[],?,?,?,?,?,0,0,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75 g,,,,,
912,Viande des grisons - Coop Naturaplan,2110464009858,['Coop Naturaplan'],['France'],[],[],?,211,5,0,41,"5,5","2,2",,"['Viandes', 'Bœuf', 'Préparations de viande', 'Préparations de viande bovine', 'Viandes séchées', 'Viande des grisons']","['Bio', 'Bio européen', 'CH-BIO-006']",5 g,en quantité modérée,2 g,en quantité modérée,0 g,en faible quantité,5.5 g,en quantité élevée,,+7%,883 kj(211 kcal),+7%,+30%,2,+30%,-100%,0,-100%,+4%,+17%,+17%,13,+2%,D,+2%,,,,,,,,,,,,,,,,,,,,
913,Coffret mignardises astruc,3286790113428,,['France'],[],[],?,493,31,43,"8,7","0,37","0,148",,,,,,,,,,,,,,2063 kj(493 kcal),,,16,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,Macaron,0202756032803,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,Signatures,3770009212052,,['France'],[],[],?,540,"31,8","55,7","6,3","0,2","0,08",,,,,,,,,,,,,,2259 kj(540 kcal),,,"28,8",,,"49,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,Délice de homard bleu - Albert Ménès,3234750022259,['Albert Ménès'],['France'],[],[],?,150,8,4,"13,4","1,55","0,62",,,,,,,,,,,,,,628 kj(150 kcal),,,"3,5",,,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,Beignets framboise,0207096025584,,['France'],[],[],?,308,12,42,"5,9","1,1","0,44",,,,,,,,,,,,,,1289 kj(308 kcal),,,"2,3",,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,Cidre de Bretagne,3760031901017,,['France'],[],[],?,?,?,?,?,0,0,D,"['Boissons', 'Boissons alcoolisées', 'Cidres']",,,,,,,,,,,,,,,,,,,,,-100%,-100%,,,,,31.6%,5.6%,37.9%,16.7%,6.5%,1.8%,53,,,,,,,,,,,,,
919,Chapon sauce au foie gras de canard - Lechef,3701222801747,['Lechef'],['France'],[],[],?,246,19,"2,3",16,"0,82","0,328",,,,,,,,,,,,,,1029 kj(246 kcal),,,"6,5",,,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,Foie gras de canard entier - Abbaye de Clary,3443705049696,['Abbaye de Clary'],['France'],[],[],?,537,55,2,"7,9","1,2","0,48",,,,,,,,,,,,,,2247 kj(537 kcal),,,23,,,"1,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,Galette des Rois Frangipane CACTUS,,,['France'],[],[],?,412,"30,7","27,3","5,7","0,5","0,2",D,"['Biscuits et gâteaux', 'Pâtisseries', 'Galettes des rois']",,30.7 g,en quantité élevée,17.1 g,en quantité élevée,9.2 g,en quantité modérée,0.5 g,en quantité modérée,,-2%,1724 kj(412 kcal),-2%,+16%,"17,1",+16%,-29%,"9,2",-29%,-10%,-28%,-28%,19,-1%,E,-1%,88.4%,6.6%,2.2%,1.6%,1.2%,0.0%,36,,,,,,,,,,,,,
922,Raw Organic AMLA (AMALAKI) - 8oz,0818423028569,,['France'],[],[],?,15,0,3,0,0,0,,,"['Bio', 'en:USDA Organic']",,,,,,,,,,,63 kj(15 kcal),,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,8 oz,,,,,
923,Bouchees de la mer,3302100001855,,['France'],[],[],?,620,9,"4,4","11,6","1,07","0,428",,,,,,,,,,,,,,2594 kj(620 kcal),,,"1,96",,,"2,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,Moule du pacifique farcies au beurre persillé,3576280253148,,['France'],[],[],?,323,29,"6,5","8,6","1,1","0,44",C,"['Produits de la mer', 'Mollusques', 'Moules', 'Moules du Pacifique']",,29 g,en quantité élevée,18 g,en quantité élevée,0.2 g,en faible quantité,1.1 g,en quantité modérée,,+176%,1351 kj(323 kcal),+176%,+517%,18,+1100%,+83%,"0,2",-58%,-39%,+26%,+26%,18,+1306%,D,+1306%,50.0%,0.0%,15.2%,14.1%,7.7%,13.0%,56,,,,,,,,,,,,,
925,Raw Organic WHEAT GRASS - 8oz,0818423028774,,['France'],[],[],?,17,0,3,1,0,0,,,,,,,,,,,,,,71 kj(17 kcal),,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,8 oz,,,,,
926,Gherkin relish - Kühne,40737171,['Kühne'],['France'],[],[],?,106,"0,2",24,"0,5","1,2","0,48",,,,,,,,,,,,,,444 kj(106 kcal),,,"0,1",,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,Assortiment chocolatier - Cémoi,3173287620395,['Cémoi'],['France'],[],[],?,544,34,51,"6,1","0,11","0,044",,,,,,,,,,,,,,2276 kj(544 kcal),,,18,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,Charles VII - Fossier,3435079012321,['Fossier'],['France'],[],[],?,454,15,70,9,0,0,,,,,,,,,,,,,,1900 kj(454 kcal),,,9,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,Thé vert Gunpowder bio,2702024001060,,['France'],[],[],?,?,?,?,?,0,0,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,"Jambon à l'ancienne, salé  à la veine",2402828019819,,['France'],[],[],?,161,"7,9","0,4",22,19,"7,6",E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', ""Jambons cuits à l'ancienne""]","['Viande Française', 'Viande Porcine Française']",7.9 g,en quantité modérée,2.9 g,en quantité modérée,0.4 g,en faible quantité,19 g,en quantité élevée,,+6%,674 kj(161 kcal),+6%,+28%,"2,9",+20%,-20%,"0,4",-18%,-1%,+874%,+874%,14,+43%,D,+43%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,"['EMB 29004', 'Bannalec (Finistère, France)', 'FR 29.004.023 CE', 'Bannalec (Finistère, France)']",,,,,,,,,,,,
931,Foie gras de canard entier du Périgord au monbazillac - Godard Chambon & Marrel - 180g,3461951002470,['Godard Chambon & Marrel'],['France'],"['foie gras de canard', 'vin blanc Monbazillac 2%', 'sel', 'poivre']","['Non végétalien', 'Non végétarien']",?,517,54,0,"8,2","1,1","0,44",B,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras de canard entiers']",['IGP'],54 g,en quantité élevée,23 g,en quantité élevée,0 g,en faible quantité,1.1 g,en quantité modérée,,-2%,2163 kj(517 kcal),-2%,-1%,23,-1%,-100%,0,-100%,+9%,-8%,-8%,20,-4%,E,-4%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,,3,180 g,,,,,
932,Figue du var,3361770045125,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,Jardin Andalou,2709800001108,,['France'],[],[],?,?,?,?,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,Garniture forestière,3760133671566,,['France'],[],[],?,154,"0,75","4,1","1,5",1,"0,4",,,,,,,,,,,,,,644 kj(154 kcal),,,"0,1",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,Fois Gras de Canard entier - Feyel - 120g,3018251484002,['Feyel'],['France'],[],[],?,486,49,3,8,"1,1","0,44",,,,,,,,,,,,,,2033 kj(486 kcal),,,20,,,"2,2",,,,,,,,,,,,,,,,,,,,,,,120 g,,,,,
936,Détoxication scandinave - Palais des Thés,2700461001100,['Palais des Thés'],['France'],[],[],?,?,?,?,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,Thonade -,0660042986689,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,American sandwich,57663906,,['France'],[],['Sans huile de palme'],?,253,"4,5","41,7","7,7","1,2","0,48",,,['en:palm-oil-free'],,,,,,,,,,,1059 kj(253 kcal),,,"3,9",,,"4,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,Dak chocolate - 125g,5014908006168,,['France'],[],[],?,517,"26,1","67,3",6,"0,6","0,24",,,,,,,,,,,,,,2163 kj(517 kcal),,,"16,1",,,"19,4",,,,,,,,,,,,,,,,,,,,,,,125 g,,,,,
940,Mayonnaise aux algues,3200741040144,,['France'],[],[],?,0,?,?,?,0,0,D,"['Epicerie', 'Sauces', 'Mayonnaises']",,,,,,,,0 g,en faible quantité,,-100%,0 kj(0 kcal),-100%,,,,,,,,-100%,-100%,,,,,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,,,,,,,,
941,Langue de boeuf sauce piquante - Tendre & Plus,2498786037064,['Tendre & Plus'],['France'],[],[],?,153,10,"3,8",12,1,"0,4",E,"['Viandes', 'Bœuf', 'Préparations de viande', 'Préparations de viande bovine', 'Langues de bœuf', 'Langues de bœuf sauce piquante']",,10 g,en quantité modérée,3.6 g,en quantité modérée,1.7 g,en faible quantité,1 g,en quantité modérée,,+3%,640 kj(153 kcal),+3%,+1%,"3,6",-10%,-4%,"1,7",+31%,+14%,+1%,+1%,3,-35%,C,-35%,97.7%,0.4%,0.8%,0.7%,0.4%,0.1%,10,"['FR 14.752.010 CE', 'Villers-Bocage (Calvados, France)']",,,,,,,,,,,,
942,Gelato espresso - 85g,3665147100043,,['France'],[],[],?,106,"1,06","18,62","2,59","0,08","0,032",,,['en:gluten-free'],,,,,,,,,,,444 kj(106 kcal),,,"0,6",,,"18,47",,,,,,,,,,,,,,,,,,,,,,,85 g,,,,,
943,Emmental de Savoie IGP,0235078024409,,['France'],[],[],?,399,31,1,29,"0,33","0,132",,,,,,,,,,,,,,1669 kj(399 kcal),,,21,,,"0,5",,,,,,,,,,,,,,,,,,,,['Magasins U'],,,,,,,,
944,Olives aux anchois,8423371003845,,['France'],[],[],?,156,"15,2","3,6","1,3","3,4","1,36",,,,,,,,,,,,,,653 kj(156 kcal),,,3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,Biber salçası açı,4045177014067,,['France'],[],[],?,402,1,"14,6",4,4,"1,6",,,,,,,,,,,,,,1682 kj(402 kcal),,,"0,1",,,"7,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,Dattes séchées,3700146212547,,['France'],[],[],?,287,"0,25",65,"1,8","0,1","0,04",C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Dattes']","['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",0.25 g,en faible quantité,0.08 g,en faible quantité,65 g,en quantité élevée,0.1 g,en faible quantité,,-4%,1201 kj(287 kcal),-4%,-12%,"0,08",+62%,-6%,65,+11%,-17%,+361%,+361%,7,+43%,C,+43%,88.3%,0.0%,4.7%,3.6%,3.3%,0.0%,57,,,,,,,,,,,,,
947,Oméga 3 Demi-Sel - St Hubert - 510g,03314388,['St Hubert'],['France'],"['huiles et stéarines végétales 52% ', 'colza 30,1 %', 'palmiste', 'lin 5,4 %', 'palme', 'eau', 'sel de mer ', '1,3%', 'émulsifiant ', 'lécithine de soja', 'arômes', 'colorant ', 'bêta - carotène', 'vitamine B1', "" *100% des ingrédients agricoles sont d'origine végétale""]",['Huile de palme'],?,468,52,0,0,"1,3","0,52",C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Produits à tartiner', 'Produits à tartiner salés', 'Matières grasses à tartiner', 'Matières grasses végétales', 'Pâtes à tartiner végétales', 'Margarines', 'Margarines allégées']",,52 g,en quantité élevée,16 g,en quantité élevée,0 g,en faible quantité,1.3 g,en quantité modérée,,0%,1958 kj(468 kcal),+1%,+1%,16,+9%,-100%,0,-100%,-100%,+125%,+125%,14,+27%,D,+27%,83.1%,3.4%,4.6%,5.4%,2.7%,0.7%,71,,,,,,['Soja'],4,510 g,['Plastique'],,"['E322i - Lécithine', 'E160ai - Bêta-carotène']",,['Huile de palme']
948,Poitrine de porc roulée fumée - André Loussouarn,2418369022119,['André Loussouarn'],['France'],[],[],?,240,"18,1","0,6","18,7","1,4","0,56",D,"['Viandes', 'Porc', 'Poitrine de porc']",,18.1 g,en quantité modérée,6.4 g,en quantité élevée,0.6 g,en faible quantité,1.4 g,en quantité modérée,,-13%,1004 kj(240 kcal),-12%,-19%,"6,4",-25%,-36%,"0,6",-8%,+13%,-40%,-40%,14,-27%,D,-27%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,"['France', 'Bretagne']","['Bretagne', 'France']",,,,,"['Barquette', 'Plastique']",,,,
949,Real Cornish Fairings - 200g,5010254500121,,['France'],[],[],?,442,"13,8","74,6","4,8","1,4","0,56",,,,,,,,,,,,,,1849 kj(442 kcal),,,"4,9",,,"37,3",,,,,,,,,,,,,,,,,,,,,,,200 g,,,,,
950,Poutargue,2639455001829,,['France'],[],[],?,409,26,"2,9",40,"4,8","1,92",,,,,,,,,,,,,,1711 kj(409 kcal),,,"7,2",,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,Oeufs de cabillaud,2310083002180,,['France'],[],[],?,161,"4,6",0,"27,3","5,2","2,08",,,,,,,,,,,,,,674 kj(161 kcal),,,"1,7",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,Miel - 250g,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250 g,,,,,
953,Cailler dark and milk 61% - Nestlé,277613036853446500000160,['Nestlé'],['France'],[],[],?,596,45,35,"9,3","0,07","0,028",,,,,,,,,,,,,,2494 kj(596 kcal),,,24,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,Perejil manojo,8414637066667,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,Chutney d'abricots façon pain d'épices,97523192,,['France'],[],[],?,?,?,?,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,Foie gras de canard entier mi cuit - Ernest Soulard - 330g,3274760815908,['Ernest Soulard'],['France'],[],[],?,520,53,"1,5",8,"1,4","0,56",,,,,,,,,,,,,,2176 kj(520 kcal),,,24,,,"1,2",,,,,,,,,,,,,,,,,,,,,,,330 g,,,,,
957,Saint-Nectaire Laitier AOP,2488830025123,,['France'],[],[],?,?,?,?,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,Filets de crocodile,2699199058718,,['France'],[],[],?,151,"7,3","1,9",20,"0,71","0,284",,,,,,,,,,,,,,632 kj(151 kcal),,,"1,5",,,"0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,Pain Muesli,0208076009518,,['France'],[],[],?,?,?,?,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,Epaule de Sanglier dauce Saint-Hubert,2472639185188,,['France'],[],[],?,155,"5,4","5,9",21,"1,16","0,464",,,,,,,,,,,,,,649 kj(155 kcal),,,"2,2",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,"Pinot Noir 2016, les princes abbés, Domaine Schlumberger",,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,Phoenix Beer,6091020060178,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,Foie gras de Canard Entier du Perigord - Vidal,3700233300058,['Vidal'],['France'],[],[],?,519,54,"1,2","7,1","1,2","0,48",,,,,,,,,,,,,,2171 kj(519 kcal),,,23,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,Gratin de Cardons à la Lyonnaise - 3kg,0200000065607,,['France'],[],[],?,88,"7,2","4,1","1,3",1,"0,4",,,,,,,,,,,,,,368 kj(88 kcal),,,"4,9",,,"1,8",,,,,,,,,,,,,,,,"['FR 42.026.005 CE', 'Briennon (Loire, France)']",,,,,,,3 kg,,,,,
965,Pain Seigle Citron (E.Leclerc),0203126008534,,['France'],[],[],?,?,?,?,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,Menu Chef étoilé,3366760016512,,['France'],[],[],?,169,11,"9,3","7,8","0,76","0,304",,,,,,,,,,,,,,707 kj(169 kcal),,,"5,2",,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,Foie gras d'oie entier - 190g,3760240280118,,['France'],[],[],?,?,?,?,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190 g,,,,,
968,Menu 1001 Saveurs - Auchan,3366760018363,['Auchan'],['France'],[],[],?,207,15,"9,8","7,9","0,91","0,364",,,,,,,,,,,,,,866 kj(207 kcal),,,"7,2",,,"4,2",,,,,,,,,,,,,,,,,,,,['Auchan'],,,,,,,,
969,Mini calissons - Fruidoraix - 75g,33644744662618,['Fruidoraix'],['France'],[],[],?,441,18,61,7,"0,03","0,012",B,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Calissons']",,18 g,en quantité modérée,1.5 g,en quantité modérée,59 g,en quantité élevée,0.03 g,en faible quantité,,-0%,1845 kj(441 kcal),-0%,+1%,"1,5",-7%,+0%,59,+19%,-9%,-41%,-41%,16,+10%,D,+10%,43.9%,29.6%,15.5%,7.5%,3.5%,0.0%,95,,,,,,,,75 g,,,,,
970,Rambol aux noix,3175361000680,,['France'],[],[],?,?,?,?,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,Saintestephe,3438910862185,,['France'],[],[],?,?,?,?,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,Bûche langue amande passion Leclerc,0207496071501,,['France'],[],[],?,279,16,27,"4,5","0,24","0,096",,,,,,,,,,,,,,1167 kj(279 kcal),,,9,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,Omelette norvegienne,3760039985729,,['France'],[],['Sans huile de palme'],?,187,"5,2",33,"3,4","0,12","0,048",,,"['en:gluten-free', 'Sans conservateurs', 'en:palm-oil-free']",,,,,,,,,,,782 kj(187 kcal),,,"2,9",,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,Confiture extra Châtaignes,3338047602015,,['France'],[],[],?,243,"0,6",57,1,"0,03","0,012",,,,,,,,,,,,,,1017 kj(243 kcal),,,"0,1",,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,Saumon norvégien fumé salé au sel sec - Simon - 600g,3164060730752,['Simon'],['France'],"['Saumon ', 'POISSON', ' fume ', 'saumon 97% : salmo salar élevé en Norvège', 'sel']","['Non végétalien', 'Non végétarien']",771,185,11,"0,4",21,3,"1,2",D,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés', ""Saumons fumés d'élevage""]",,11 g,en quantité modérée,2.5 g,en quantité modérée,0.1 g,en faible quantité,3 g,en quantité élevée,-2%,-3%,771 kj(185 kcal),-3%,-1%,"2,5",+16%,-19%,"0,1",-72%,-5%,+4%,+4%,14,+4%,D,+4%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,"['FR 62.842.100 CE', 'Vendin-le-Vieil (Pas-de-Calais, France)']",,['Norvège'],,,['Poisson'],3,600 g,"['Carton', 'Plastique', 'Sous vide']",,,,
976,Nonnettes au miel et myrtille - 150g,3555081101445,,['France'],[],[],?,331,"1,3",76,"4,1","0,63","0,252",,"['Biscuits et gâteaux', 'Gâteaux', 'Gâteaux fourrés', 'Nonnettes']",,1.3 g,en faible quantité,0.18 g,en faible quantité,42 g,en quantité élevée,0.63 g,en quantité modérée,,-2%,1385 kj(331 kcal),-2%,-34%,"0,18",-57%,+0%,42,-7%,+11%,+19%,+19%,15,0%,D,0%,,,,,,,,,,,,,,,150 g,,,,,
977,Maple Syrup cookies,0771098006785,,['France'],[],[],?,0,0,0,2,0,0,,,,,,,,,,,,,,0 kj(0 kcal),,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,Sauce samouraï - 235g,3700952001601,,['France'],[],[],?,719,79,"0,7","1,2","2,1","0,84",D,"['Epicerie', 'Sauces', 'Sauces samouraï']",['Halal'],79 g,en quantité élevée,6 g,en quantité élevée,0.1 g,en faible quantité,2.1 g,en quantité élevée,,+26%,3008 kj(719 kcal),+26%,+27%,6,+26%,-78%,"0,1",-93%,+7%,+0%,+0%,22,+14%,E,+14%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,,,235 g,,,,,
979,Miel d'acacia,3546940025729,,['France'],[],[],?,?,?,?,?,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'acacia""]",,,,,,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,
980,Tchibo Caffè Crema Vollmundig,4046234838053,['Tchibo'],['France'],[],[],?,0,?,?,?,0,0,,,,,,,,,,,,,,0 kj(0 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,Autruche à Trancher,2155978011829,,['France'],[],[],?,512,"1,8","5,5",26,"0,8","0,32",,,,,,,,,,,,,,2142 kj(512 kcal),,,"0,5",,,"1,6",,,,,,,,,,,,,,,,"['FR 72.264.002 CE', 'Sablé-sur-Sarthe (Sarthe, France)']",,,,,,,,,,,,
982,Couscous holle,7640161876705,['Holle'],['France'],[],[],?,53,"0,9","7,6","2,6","0,063","0,025",,"['Aliments pour bébé', 'Dès 8 mois']","['Bio', 'Bio-dynamie', 'Demeter', 'Fabriqué en Allemagne']",,,,,,,,,,-52%,222 kj(53 kcal),-41%,-53%,"0,2",-60%,-40%,"2,3",-43%,-5%,-44%,-44%,,,,,,,,,,,,['DE BY-10294 EG'],,,,,,,,,,,,
983,Fois Gras de Canard Entier - Maison Occitane - 300g,3443705060769,['Maison Occitane'],['France'],[],[],?,537,55,2,"7,9","1,2","0,48",B,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras de canard entiers']",,55 g,en quantité élevée,23 g,en quantité élevée,1.5 g,en faible quantité,1.2 g,en quantité modérée,,+2%,2247 kj(537 kcal),+2%,+1%,23,-1%,-16%,"1,5",+14%,+5%,0%,0%,21,+1%,E,+1%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,,,300 g,,,,,
984,Sal Costa natural,8410604500516,,['France'],[],[],?,?,?,?,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,Confit d'oignon,3760289140046,,['France'],[],[],?,600,"8,5",13,"1,8","0,66","0,264",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Légumes et dérivés', 'Pâtes à tartiner végétales', 'Oignons et dérivés', ""Confits d'oignons""]",,8.5 g,en quantité modérée,8.5 g,en quantité élevée,13 g,en quantité élevée,0.66 g,en quantité modérée,,+257%,2510 kj(600 kcal),+257%,+418%,"8,5",+3120%,-63%,13,-60%,+81%,+5%,+5%,13,+97%,D,+97%,,,,,,,,,,,,,,,,,,,,
986,Macaron,0249359058717,,['France'],[],[],?,416,18,52,"9,8",0,0,,,,,,,,,,,,,,1741 kj(416 kcal),,,"4,3",,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,Poulpe entier nettoyé,3367870275608,,['France'],[],[],?,100,"1,3",0,22,"0,22","0,088",,,,,,,,,,,,,,418 kj(100 kcal),,,"0,4",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,Prunelle du velay,3048632305305,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,Epices Chili - Espig - 200g,3102870043785,['Espig'],['France'],[],[],?,?,?,?,?,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 g,,,,,
990,Macarons,3187670004549,,['France'],[],[],?,421,18,54,"9,3","0,18","0,072",D,"['Desserts', 'Biscuits et gâteaux', 'Pâtisseries', 'Macarons']",['Sans conservateurs'],18 g,en quantité modérée,3.9 g,en quantité modérée,53 g,en quantité élevée,0.18 g,en faible quantité,,-1%,1761 kj(421 kcal),-1%,+1%,"3,9",-14%,-3%,53,+5%,+9%,+26%,+26%,18,+2%,D,+2%,88.9%,5.7%,2.0%,2.2%,1.2%,0.0%,37,,,,,,,,,,,,,
991,Comté Rivoire-Jacquemin,2460578040019,,['France'],[],[],?,418,35,"0,5",27,"0,86","0,344",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",,35 g,en quantité élevée,23 g,en quantité élevée,0.5 g,en faible quantité,0.86 g,en quantité modérée,,-0%,1749 kj(418 kcal),-0%,+1%,23,+1%,+8%,"0,5",+87%,+0%,+3%,+3%,13,0%,D,0%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,
