,name,bar_code,brand,labels,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,packaging,manufacturing,markets,traceability_code,palm_ingredients,generic_name,ingredients_origins,link,brand_owner
293,Mazapan extra,8436556782107,,,['France'],[],,,[],,?,463,1937 kj(463 kcal),"20,5","1,8","61,6","46,59","8,14","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,Chorizo extra,8436559290111,,,['France'],[],,,[],,?,372,1556 kj(372 kcal),"29,6","11,83","1,6","0,6","24,9","4,3","1,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,Chorizo - El Real Perla Negra,8436559290135,['El Real Perla Negra'],['en:gluten-free'],['France'],"[""' Lean et Le bacon de porc ibérique"", 'sel', ' paprika', 'sucre', 'LRCTOSE protéines de LRIT', 'I-RIT en poudre', 'émulsifiants ', 'E-450i', '452i-E', 'E-451i', 'I huile d olive', 'oléorésine sage', 'correcteur acidité ', 'E-331iii', 'conservateurs ', 'E-252', 'E-250', ' antioxydant ', '&316', 'E-301', ' épices']","['E450i - Pyrophosphate de sodium acide', 'E451i - TPP', 'E331iii - Citrate trisodique', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium']",,[],4,?,447,1870 kj(447 kcal),37,"15,05","1,3","0,5","27,2","4,8","1,92",D,"['Viandes', 'Charcuteries', 'Saucissons', 'Chorizo']",37 g,en quantité élevée,15.1 g,en quantité élevée,0.5 g,en faible quantité,4.8 g,en quantité élevée,,+10%,+9%,+9%,+17%,-55%,-72%,+19%,+28%,+28%,25,+5%,E,+5%,76.1%,16.6%,0.6%,1.8%,1.0%,3.9%,35,,,,,,,,,,
296,Saucisson ibérique - El real perla negra - 100g,8436559290234,['El real perla negra'],,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100g,,,,,,,,,
297,Surtido de caramelos - Happy Colors,8436560020110,['Happy Colors'],,['France'],"['Dlngredientes: azücar jarabe de glucosa', 'Qcidulantq', 'E-330', 'miel', 'aromas', 'colorantes sugar', 'glucose syrup', 'cid ', 'E-330', 'h ney,fourithgs col* ', 'E-100', 'E-120', 'E-131']","['E330 - Acide citrique', 'E100 - Curcumine', 'E120 - Acide carminique', 'E131 - Bleu patenté V', '', 'Risque modéré de sur-exposition']",,"['Non végétalien', 'Non végétarien']",4,?,390,1632 kj(390 kcal),0,0,"97,4","97,4","0,01",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,Patates per a fregir - Origen - 250g,8436560440420,['Origen'],"['en:gluten-free', 'Sans œufs', 'Sans lactose']","['France', 'Espagne']",['Pommes de terre'],,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pommes de terre']",,,,,,,,,,,,,,,,,,,,,,,28.6%,0.0%,23.6%,24.0%,19.8%,4.1%,98,250 g,"['Plástico', 'sachet', 'plastique']","['Terrasa', 'España']",,,,Pommes de terre à frire,,,
299,Electro sour,8436561090440,,"['en:gluten-free', 'Halal']",['France'],[],,,[],,?,152,636 kj(152 kcal),"3,3","1,6","80,8","54,9","0,1","1,04","0,416",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,Spinner candy,8436561090914,,,['France'],[],,,[],,?,230,962 kj(230 kcal),0,0,96,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Super sweet spray,8436561691630,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,Thé Earl Grey,8436561730063,,,['France'],[],,,[],,?,15,63 kj(15 kcal),0,0,0,0,"0,1","0,005","0,002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,Té blanco pai mu tan - THE CAPSOUL,8436561730230,['THE CAPSOUL'],,['France'],['THÉ BLANC : pai mu tan'],,,[],,?,24,100 kj(24 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,Rooibos vanilla del bosque - The Capsoul,8436561730780,['The Capsoul'],,['France'],[],,,[],,?,4,17 kj(4 kcal),"0,5",0,"0,5",0,"0,5",0,0,,['Boissons'],0.5 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-93%,-93%,+44%,-100%,-96%,-100%,+1%,-100%,-100%,1,-87%,B,-87%,,,,,,,,,,,,,,,,,
305,Café,8436561731114,,,['France'],[],,,[],,?,1,4 kj(1 kcal),0,0,0,0,0,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés']",,,,,,,,,,-98%,-98%,-100%,-100%,-100%,-100%,-100%,,,,,,,,,,,,,,,,,,,,,,,
306,Thé vert méditerranée,8436561732418,,,['France'],[],,,[],,?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,"Naranja, zanahoria y jengibre - Fresquitos",8436562901806,['Fresquitos'],,['France'],"['de naranja ', '70%', ' zanahoria ', '2995%', 'jengibre ', '0,05%']",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,?,44,184 kj(44 kcal),0,0,10,7,"0,8",0,0,,"['Boissons', 'Boissons sans sucre ajouté']",0 g,en faible quantité,0 g,en faible quantité,7 g,en quantité élevée,0 g,en faible quantité,,0%,-7%,-100%,-100%,+16%,+3%,+61%,-100%,-100%,2,-64%,C,-64%,,,,,,,,,,,,,,,,,
308,Smoothie,8436562902452,,,['France'],[],,,[],,?,75,314 kj(75 kcal),"0,7",0,15,"9,4","0,7",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,Mini secallonetes,8436563055645,,,['France'],[],,,[],,?,419,1753 kj(419 kcal),"31,62","12,2","6,72","0,35","26,76","0,94","0,376",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,Motard R100 octane -,8436563430015,,,['France'],[],,,[],,?,47,197 kj(47 kcal),"0,5","0,1","10,7","10,7","0,5","0,25","0,1",,"['Boissons', 'Boissons énergisantes']",0.5 g,en faible quantité,0.1 g,en faible quantité,10.7 g,en quantité élevée,0.25 g,en quantité modérée,,+31%,+32%,+652%,+333%,+33%,+47%,+245%,+117%,+117%,16,+48%,E,+48%,,,,,,,,,,,,,,,,,
311,Umai Chai - Umai Cha,8436564110015,['Umai Cha'],['en:gluten-free'],['France'],[],,,[],,?,0,0 kj(0 kcal),0,0,0,0,1,"0,03","0,012",,['Boissons'],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.03 g,en faible quantité,,-100%,-100%,-100%,-100%,-100%,-100%,+102%,-28%,-28%,0,-100%,B,-100%,,,,,,,,,,,,,,,,,
312,Gaspacho detox - casa mas,8436564910318,['casa mas'],,"['France', 'Espagne']",[],,,[],,?,47,197 kj(47 kcal),"3,6","0,5","2,3","2,2","0,3","0,84","0,336",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Soupes de légumes', 'Soupes froides', 'Gaspacho']",3.6 g,en quantité modérée,0.5 g,en faible quantité,2.2 g,en faible quantité,0.84 g,en quantité modérée,,+15%,+14%,+47%,+30%,-32%,-14%,-62%,+26%,+26%,3,+152%,C,+152%,8.9%,40.5%,20.0%,12.5%,12.7%,5.4%,98,,,,,,,,,,
313,Pizza Jaon y queso mozzarella,8436564910585,,,['France'],[],,,[],,?,237,992 kj(237 kcal),"9,7","5,1","23,3","1,7","13,8","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,Muesli Basico Sin Azucar Sin Gluten350g - The Muesli Up,8436565202009,['The Muesli Up'],"['Bio', 'en:gluten-free', 'Sans sucre ajouté']",['France'],"['copos de avena sin gluten* pasas de uva*', 'semï', '!as de girasol*', 'aceite de girasol*', ' *de agricultura eco!6gica', ' Sin gluten Alto contenido en fibta', ' Sn azüceres afiadidos', ' Contiene azücares naturalmente presentes', ' Putd• contener trazas de scia', 'fru:os do cés=ra y ceamo']",,,[],,?,403,1686 kj(403 kcal),14,"1,9",51,"8,1",15,"0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,Jamón de bellota ibérico,8436566500944,,,['France'],[],,,[],,?,236,987 kj(236 kcal),14,"5,5","0,8","0,8","27,8","2,6","1,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,Chorizo reserva,8436566502177,,,['France'],[],,,[],,?,381,1594 kj(381 kcal),"30,9","11,5","3,7","1,8",22,"5,7","2,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,Fuet extra traditionnel - Oro,8436566502221,['Oro'],,['France'],"['Viande de porc', 'maltodextrine', 'self conservateurs ', 'E-326', 'E-252', 'stabilisant ', 'E-420', 'poivre noir', 'arôme naturel', 'extraits vegetaux naturels', 'antioxydant ', 'E-316', 'ferments', ' Couverture: 1 55% fines herbes']","['E326 - Lactate de potassium', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition', 'E420 - Sorbitol', 'E316 - Érythorbate de sodium']",,"['Non végétalien', 'Non végétarien']",4,?,422,1766 kj(422 kcal),34,14,"3,2","2,5","25,8",4,"1,6",,['ca:Fuet'],34 g,en quantité élevée,14 g,en quantité élevée,2.5 g,en faible quantité,4 g,en quantité élevée,,-5%,-6%,-4%,+7%,-23%,+8%,-4%,+1%,+1%,25,+1%,E,+1%,,,,,,,,,,,,,,,,,
318,Fuet d'Antan au Poivre Noir,8436566502238,,"['en:gluten-free', 'Fabriqué en Espagne', 'Sans colorants', 'Sans lactose']",['France'],[],,,[],,?,422,1766 kj(422 kcal),34,14,"3,2","2,5","25,8",4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,Fuet d'Antan au Poivre Rouge - ORO DE GRANADA,8436566502245,['ORO DE GRANADA'],"['en:gluten-free', 'Fabriqué en Espagne', 'Sans colorants', 'Sans lactose']",['France'],"['Viande de porc', 'maltodextrine', 'sel', 'conservateurs ', 'E-326', 'E-252', 'stabilisant ', 'E-420', 'poivre noir', 'arôme naturel', 'extraits vegetaux naturels', 'antioxydant ', 'E-316', 'ferments', 'Couverture: I poivron rouge,']","['E326 - Lactate de potassium', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition', 'E420 - Sorbitol', 'E316 - Érythorbate de sodium']",,"['Non végétalien', 'Non végétarien']",4,?,422,1766 kj(422 kcal),34,14,"3,2","2,5","25,8","4,05","1,62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,Fuet (saucisson),8436566502290,,,['France'],[],,,[],,?,447,1870 kj(447 kcal),"35,2","13,5","7,1","1,6","25,3","3,3","1,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,Saucisson de pays - Oro,8436566502313,['Oro'],,['France'],"[""GilJTEN Pi6DUiT DC D'ESPAGNE SAUCISSON DE PAYS""]",,,[],,?,352,1473 kj(352 kcal),"22,4","8,7","2,6","2,4","35,6","5,2","2,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,Fuet au poivre rouge,8436566502337,,,['France'],[],,,[],,?,447,1870 kj(447 kcal),"35,2","13,5","7,1","1,6","25,3","3,3","1,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,Saucisson - Oro,8436566502368,['Oro'],"['en:gluten-free', 'Fabriqué en Espagne', 'Sans colorants', 'Sans lactose']",['France'],"['Viande maigre de porc ibérique viande de porc ', '42,94%', 'maltodextrine', 'sel', 'E-326', 'E-252', 'stabilisant ', 'E-420', 'poivre noir', 'anüyxidant ', 'E-316', 'extrait de romarin', 'arôma', 'ferments']","['E326 - Lactate de potassium', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition', 'E420 - Sorbitol', 'E316 - Érythorbate de sodium', 'E392 - Extrait de romarin']",,[],4,?,486,2033 kj(486 kcal),"41,9","13,4",2,"1,3","25,4","3,7","1,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,Fuet d'antan de dinde,8436566502375,,['en:gluten-free'],['France'],[],,,[],,?,478,2000 kj(478 kcal),42,"15,7",3,2,22,4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,Coppa espagnole - Oro De Granada,8436566502610,['Oro De Granada'],,['France'],"['Echine de porc ', 'Origine Espagne', 'sel', 'sucre', 'paprika', 'ail', 'arômes', 'épices', 'émulsifiant ', 'E-452i', 'j antioxydant ', 'E-301 ', 'E-250', 'E-252', ' Peut contentr traces de lait Valeur Nutritionelle ', 'pour 100q']","['E452i - Polyphosphate de sodium', 'E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']",,"['Non végétalien', 'Non végétarien']",4,?,147,615 kj(147 kcal),"3,8",2,"3,6","0,8","24,4","4,9","1,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,Chorizo Español,8436566502849,,,['France'],[],,,[],,?,466,1950 kj(466 kcal),39,"14,4",3,"2,4","25,7","3,25","1,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,Paleta de cebo iberica,8436566504225,,['en:gluten-free'],['France'],[],,,[],,?,305,1276 kj(305 kcal),"19,5","6,5","0,5",0,"31,8","4,2","1,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,Chorizo Ibérico,8436566505307,,,['France'],[],,,[],,?,360,1506 kj(360 kcal),"30,85","11,25",8,"0,5",22,"3,6","1,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,Jamon de bellota iberico,8436566505321,,['Fabriqué en Espagne'],['France'],[],,,[],,?,351,1469 kj(351 kcal),"27,45","10,6",0,0,"26,05","4,8","1,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,Fuet Extra d'Antan,8436566505741,,,['France'],[],,,[],,?,447,1870 kj(447 kcal),"35,2","13,5","7,1","1,6","25,3","3,3","1,32",,['ca:Fuet'],35.2 g,en quantité élevée,13.5 g,en quantité élevée,1.6 g,en faible quantité,3.3 g,en quantité élevée,,+0%,0%,-1%,+3%,+70%,-31%,-6%,-17%,-17%,25,+1%,E,+1%,,,,,,,,,,,,,,,,,
331,Jambon serrano,8436566508438,,['Fabriqué en Espagne'],['France'],[],,,[],,?,209,874 kj(209 kcal),9,4,1,1,30,4,"1,6",E,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Jambons', 'Jambons crus', 'Jambons secs', 'Produits carnés espagnols', 'Jambons Serrano', 'en:raw-cured-ham']",9 g,en quantité modérée,4 g,en quantité modérée,1 g,en faible quantité,4 g,en quantité élevée,,-13%,-13%,-29%,-14%,+39%,+124%,-1%,-15%,-15%,15,-9%,D,-9%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,,,,,,
332,Me Gourmet 0% calorie,8436567076127,,,['France'],[],,,[],,?,16,67 kj(16 kcal),0,0,"3,2","0,8","0,6","2,3","0,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,The 0% Gourmet chocolate syrup - Menú fitness - 425ml,8436567079784,['Menú fitness'],,['France'],[],,,[],,?,8,33 kj(8 kcal),0,0,0,0,0,"0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425 ml,,,,,,,,,
334,Mélange de pousses,8436568691268,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,Tabbouleh de couscous,8436570250309,,"['Bio', 'Bio européen', 'ES-ECO-023-MA']",['France'],[],,,[],,?,114,477 kj(114 kcal),"4,32","0,64","1,32","1,32","2,84","0,76","0,304",B,"['Plats préparés', 'Taboulés']",4.32 g,en quantité modérée,0.64 g,en faible quantité,1.32 g,en faible quantité,0.76 g,en quantité modérée,,-32%,-32%,-33%,-10%,-94%,-60%,-36%,-19%,-19%,3,+10%,C,+10%,63.1%,7.6%,11.4%,10.7%,5.7%,1.6%,94,,,,,,,,,,
336,Hot shakes,8436570290398,,,['France'],[],,,[],,?,406,1699 kj(406 kcal),"7,8","6,7","68,9","62,1","9,3","0,75","0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,Smoothie instant,8436570290770,,['en:gluten-free'],['France'],[],,,[],,?,370,1548 kj(370 kcal),"0,5","0,1",89,"87,6","1,2","0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,Tomate cerise - La Union - 250g,8436570310263,['La Union'],,['France'],[],,,[],,?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Tomates et dérivés', 'Aliments à base de plantes frais', 'Tomates', 'Légumes frais', 'Tomates cerise', 'Tomates fraîches']",,,,,,,,,,,,,,,,,,,,,,,59.5%,0.0%,0.0%,17.7%,17.2%,5.6%,98,250 g,,,,,,,['Espagne'],,
339,Pastèque sans pépins - Casino - 1,8436570311482,['Casino'],,['France'],[],,,[],,?,?,,?,,?,,?,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Melons et pastèques', 'Pastèques']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,['Casino'],,,,,,
340,Honey's Monster,8436571390035,,,['France'],[],,,[],,?,476,1992 kj(476 kcal),18,"3,4",71,21,"5,7","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,Citron -,8436571481030,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE']",['France'],[],,,[],,?,?,,?,,?,,?,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Agrumes', 'Fruits frais', 'Citrons', 'Citrons frais']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Espagne'],,
342,Oranges bio Powell,8436571481061,,"['Bio', 'Bio européen', 'ES-ECO-024-MU', 'AB Agriculture Biologique']",['France'],[],,,[],,?,2,8 kj(2 kcal),"0,5",0,"0,95","0,24",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,Chocolat noir orange -,8436575401034,,,['France'],"['Chocolate negro con naranja ', '52% cacao mínimo', ' Ingredientes: Pasta de cacao', 'azúcar', 'naranja confitada ', '12%', 'manteca de cacao', 'emulgente ', 'lecitina de soja', 'aromas: naranja y vainilla', 'cacao 52%']",,,[],,?,468,1958 kj(468 kcal),19,"11,93",66,40,"6,3","0,06","0,024",C,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', ""Chocolats noirs à l'orange""]",19 g,en quantité modérée,11.9 g,en quantité élevée,40 g,en quantité élevée,0.06 g,en faible quantité,,-11%,-11%,-45%,-42%,+52%,+8%,-6%,+54%,+54%,23,+7%,E,+7%,74.2%,16.2%,3.8%,4.7%,1.1%,0.0%,62,,,,,,,,,,
344,Chocolate negro con pasas sabor ron - Atienza,8436575401058,['Atienza'],,['France'],"['Pasta de cacao', 'azúcar', 'pasas ', '12%', 'manteca de cacao', 'emulgente ', 'lecitina de soja', 'aromas: ron y vainilla', 'cacao 52%', ' Puede contener trazas de otros frutos de cáscara ylo leche']",,['Soja'],[],4,?,504,2109 kj(504 kcal),28,17,55,41,"6,9","0,02","0,008",E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",28 g,en quantité élevée,17 g,en quantité élevée,41 g,en quantité élevée,0.02 g,en faible quantité,,-9%,-9%,-29%,-26%,+42%,+29%,-10%,-57%,-57%,25,+18%,E,+18%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,['ES 25.00051/Z CE'],,,,,
345,Chocolat noir 75% cacao -,8436575401911,,,['France'],"['Chocolate negro ', '75% cacao mínimo', ' Ingredientes: Pasta de cacao', 'azúcar', 'emulgente ', 'lecitina de soja', 'vainilla', 'cacao 75%']",,['Soja'],[],4,?,520,2176 kj(520 kcal),30,18,51,19,"9,1","0,06","0,024",E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",30 g,en quantité élevée,18 g,en quantité élevée,19 g,en quantité élevée,0.06 g,en faible quantité,,-6%,-6%,-24%,-22%,+32%,-40%,+19%,+28%,+28%,20,-6%,E,-6%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,,,,,,
346,Chocolat noir artisanal aux amandes -,8436575403052,,,['France'],[],,,[],,?,561,2347 kj(561 kcal),37,"18,7",44,32,"8,4","0,03","0,012",E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', 'Chocolats aux amandes', 'Chocolats noirs aux amandes']",37 g,en quantité élevée,18.7 g,en quantité élevée,32 g,en quantité élevée,0.03 g,en faible quantité,,+1%,+1%,-3%,-4%,+9%,-9%,+0%,-52%,-52%,24,+12%,E,+12%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,,,,,,
347,Saucisson extra de montagne,8437000101000,,,['France'],[],,,[],,?,446,1866 kj(446 kcal),"35,9","13,2","2,5","1,5","27,3","6,6","2,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,Tomme De Chévre,8437000139683,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],[],,,[],,?,397,1661 kj(397 kcal),35,27,"0,5","0,5",20,"1,5","0,6",,['Tomme de chèvre'],35 g,en quantité élevée,27 g,en quantité élevée,0.5 g,en faible quantité,1.5 g,en quantité modérée,,+5%,+5%,+10%,+20%,-35%,+101%,-9%,-10%,-10%,20,+13%,E,+13%,,,,,,,,,,,,,,,,,
349,Fuet Extra Nu,8437000152002,,,['France'],[],,,[],,?,426,1782 kj(426 kcal),"31,3","11,18","5,18","2,1","27,6","5,6","2,24",,['ca:Fuet'],31.3 g,en quantité élevée,11.2 g,en quantité élevée,2.1 g,en faible quantité,5.6 g,en quantité élevée,,-4%,-5%,-12%,-15%,+24%,-9%,+3%,+41%,+41%,25,+1%,E,+1%,,,,,,,,,,,,,,,,,
350,Fuet poivre,8437000152101,,,['France'],[],,,[],,?,62,259 kj(62 kcal),"31,3","11,18","5,18","2,1","27,6","5,6","2,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,Embotits catalans,8437000152200,,,['France'],[],,,[],,?,426,1782 kj(426 kcal),"31,3","11,18","5,18","2,1","27,6","5,6","2,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,Espetec extra Herbes - Ibergastronome,8437000161202,['Ibergastronome'],,['France'],"['hgrédents: Maigre et gras de porc', 'sel', 'IACTOSE', 'PROIEWES DE LAIT', ' mattcxlextrine de mais', 'dextroÀ antK', 'xydant ', 'E-331', ' E-316', 'épies', ' conservateurs ', 'E250', 'E-252', '&xttine', 'colorant ', 'E-120', ' et vin ', 'SUIflTE51ElT0bé avec 476', 'cV', 'hg 07ts1xres3', 'lg/']","['E331 - Citrates de sodium', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition', 'E120 - Acide carminique']",['Lait'],"['Non végétalien', 'Non végétarien']",4,?,476,1992 kj(476 kcal),"38,1","14,2","5,6","3,1","27,6","4,1","1,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,LLONGANISSA EXTRA,8437000186038,,,['France'],[],,,[],,?,416,1741 kj(416 kcal),"11,02","5,36","3,34","1,4","3,84","3,5","1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
