,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,eco_score,quantity,brand,categories,link,markets,allergens,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,labels,traceability_code,nova_score,additives,manufacturing,ingredients_origins,generic_name,origin_detail
98,Tourteau Fromagé,8272477069411,['France'],[],[],?,285,8,41,12,,,,,,,,,,,,,,,,,,1192 kj(285 kcal),,,"4,4",,,21,,,"0,71",,"0,284",,,,,,,,,,,,,,,,,,,,,
99,Graines de courges - Biothentic - 250g,3760092216440,['France'],[],[],?,559,49,"10,7",6,,250 g,['Biothentic'],,,,,,,,,,,,,,,2339 kj(559 kcal),,,"8,7",,,"1,4",,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
100,Pain chocolat blanc framboise,0268591012790,['France'],[],[],?,431,"24,4","43,2","8,1",,,,,,,,,,,,,,,,,,1803 kj(431 kcal),,,"17,1",,,"10,3",,,"1,03",,"0,412",,,,,,,,,,,,,,,,,,,,,
101,Le 1920 de mamie chazel,2869701033988,['France'],[],[],?,352,"26,6","1,1","26,7",,,,,,,,,,,,,,,,,,1473 kj(352 kcal),,,"8,7",,,"0,26",,,"5,8",,"2,32",,,,,,,,,,,,,,['Sans colorants'],"['FR 07.259.002 CE', ""Saint-Just-d'Ardèche (Ardèche, France)""]",,,,,,
102,Chilli Con Carne - Santa Maria,7311310031411,['France'],[],[],?,270,7,31,10,,,['Santa Maria'],,,,,,,,,,,,,,,1130 kj(270 kcal),,,1,,,12,,,17,,"6,8",,,,,,,,,,,,,,,,,,,,,
103,Frutos,3558820008494,['France'],[],[],?,335,0,78,"4,1",,,,,,,,,,,,,,,,,,1402 kj(335 kcal),,,0,,,61,,,"0,13",,"0,052",,,,,,,,,,,,,,,,,,,,,
104,Melange baila,2600712018966,['France'],[],[],?,490,32,28,18,,,,,,,,,,,,,,,,,,2050 kj(490 kcal),,,"4,9",,,16,,,"0,18",,"0,072",,,,,,,,,,,,,,,,,,,,,
105,Orange bio nature,3251226500943,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,
106,Comte 20 mois d'affinage,2481234039826,['France'],[],[],?,418,35,0,27,D,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",,,,35 g,en quantité élevée,23 g,en quantité élevée,0 g,en faible quantité,0.9 g,en quantité modérée,,-0%,1749 kj(418 kcal),-0%,+1%,23,+1%,-100%,0,-100%,+0%,"0,9",+7%,"0,36",+7%,13,0%,D,0%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,['AOP'],,,,,,,
107,Poitrine fumé au sel sec,2350076000946,['France'],[],[],?,0,?,?,?,,,,,,,,,,,,,,,,,,0 kj(0 kcal),,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,
108,Pastèque,0200272043037,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,liqueur au lait de chevre,3863349724207,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Mangue séchées en lamelle,3609060004675,['France'],[],[],?,318,"1,8",69,"3,2",,,,,,,,,,,,,,,,,,1331 kj(318 kcal),,,"0,8",,,59,,,"0,17",,"0,068",,,,,,,,,,,,,,['Bio'],,,,,,,
111,Gouda Holland IGP,2287220002047,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,
112,Vitakraft Color Flake-mix,4008239221100,['France'],[],[],?,0,?,?,?,,,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats']",,,,,,,,,,0 g,en faible quantité,,-100%,0 kj(0 kcal),-100%,,,,,,,,0,-100%,0,-100%,,,,,,,,,,,,,,,,,,,,
113,Nectar POMME CERISE - Le Presseur d'Ici,3397515000517,['France'],"['Jus de pomme ', '65%', 'jus de cerise ', '17%', 'jus de griotte ', '7%', 'eau ', '9%', 'sucre ', '2%']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,52,"0,5",12,"0,5",D,,"[""Le Presseur d'Ici""]","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', 'Nectars multifruits']",,,,0.5 g,en faible quantité,0.1 g,en faible quantité,11 g,en quantité élevée,0.01 g,en faible quantité,,+24%,218 kj(52 kcal),+24%,+159%,"0,1",+252%,+20%,11,+16%,+60%,"< 0,01",+4%,"0,004",+4%,6,-44%,D,-44%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,3,,,,,
114,Ikaria,,['France'],[],[],?,89,"6,3",4,"1,6",,,,,,,,,,,,,,,,,,372 kj(89 kcal),,,"1,29",,,"1,8",,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,
115,Chocolat - 400g,5411901604146,['France'],[],[],?,555,35,53,"6,2",,400 g,,,,,,,,,,,,,,,,2322 kj(555 kcal),,,21,,,52,,,"0,21",,"0,084",,,,,,,,,,,,,,,,,,,,,
116,Melange japonais gateaux apéritif,2600153021068,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,3760054098206,3760054098206,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans additifs'],,,,,,,
118,Miel bio manor - 250g,7611090040468,['France'],[],[],?,?,?,?,?,,250 g,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
119,Jambon sec,2869896094061,['France'],[],[],?,260,"13,9","0,1","33,7",E,,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs']",,,,13.9 g,en quantité modérée,5.6 g,en quantité élevée,0.1 g,en faible quantité,5.2 g,en quantité élevée,,+11%,1088 kj(260 kcal),+11%,+9%,"5,6",+15%,-83%,"0,1",-73%,+16%,"5,2",+4%,"2,08",+4%,18,+8%,D,+8%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,,,,,
120,Farine de tradition française,2064320705975,['France'],[],[],?,349,"1,2","72,7",10,,,,,,,,,,,,,,,,,,1460 kj(349 kcal),,,"0,2",,,"1,8",,,0,,0,,,,,,,,,,,,,,,,,,,,,
121,Olives citron,3760084456083,['France'],[],[],?,160,"15,9","2,7","1,4",B,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives']",,,,15.9 g,en quantité modérée,3 g,en quantité modérée,0.5 g,en faible quantité,2.3 g,en quantité élevée,,-17%,669 kj(160 kcal),-16%,-14%,3,+8%,+41%,"0,5",+78%,+5%,"2,3",-34%,"0,92",-34%,13,+6%,D,+6%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,,,,,,,,
122,Terrine de campagne bio,0211635017121,['France'],[],[],?,326,"28,5","3,4","13,9",,,,"['Viandes', 'Charcuteries', 'Terrines', 'Terrines de campagne']",,,,28.5 g,en quantité élevée,10 g,en quantité élevée,1.1 g,en faible quantité,1.67 g,en quantité élevée,,+1%,1364 kj(326 kcal),+1%,+1%,10,-7%,+48%,"1,1",+27%,-1%,"1,67",+4%,"0,668",+4%,20,+3%,E,+3%,,,,,,,,['Barquette en plastique'],['Bio'],"['FR 56.246.008 CE', 'Sourn (Morbihan, France)']",,,,,,
123,Biere 8.6,8714800039741,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Bière,3760234120017,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Valencia Orange,5060268000025,['France'],[],[],?,0,"0,2","9,3","0,7",,,,,,,,,,,,,,,,,,0 kj(0 kcal),,,"0,1",,,"9,3",,,,,,,,,,,,,,,,,,,,,,,,,,
126,Mille - 1000g,8001800000476,['France'],[],[],?,1,0,"0,3","0,2",,1000 g,,,,,,,,,,,,,,,,4 kj(1 kcal),,,0,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,
127,Coulis,5412852518612,['France'],[],[],?,779,"0,5",35,"0,5",,,,,,,,,,,,,,,,,,3259 kj(779 kcal),,,"0,1",,,32,,,"0,14",,"0,056",,,,,,,,,,,,,,,,,,,,,
128,Pain,0227297005253,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Riegele,40269108,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,ROCHER COCO,2030000035786,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Brochette de poulet thym citron facon bouchere,2225015057339,['France'],[],[],?,96,"1,9","2,7",17,,,,,,,,,,,,,,,,,,402 kj(96 kcal),,,"0,5",,,"0,9",,,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,
132,Nesquik moins de sucres,17157377,['France'],[],[],?,?,?,?,?,,,['Nesquik'],,,,,,,,,,,,,,,,,,,,,,,,30,,12,,,,,,,,,,,,,,,,,,,,,
133,Madeleines - 180g,2220010039311,['France'],[],[],?,461,26,50,"7,2",,180 g,,,,,,,,,,,,,,,,1929 kj(461 kcal),,,15,,,31,,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,
134,Ribs de porc provençale,0210998045390,['France'],[],[],?,265,21,"1,4",18,,,,,,,,,,,,,,,,,,1109 kj(265 kcal),,,"8,1",,,"0,6",,,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,
135,Viande bovine,0204893061593,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,
136,Pur jus de pomme,3760252620063,['France'],[],[],?,55,"0,5",13,"0,5",,,,,,,,,,,,,,,,,,230 kj(55 kcal),,,"0,1",,,11,,,,,,,,,,,,,,,,,,,,,,,,,,
137,3% Fat Greek Style Frozen Yogurt Chocolate - 324g,29053476,['France'],[],[],?,131,"2,6","20,3","6,1",,324 g,,,,,,,,,,,,,,,,548 kj(131 kcal),,,"1,6",,,"17,4",,,"0,13",,"0,052",,,,,,,,,,,,,,,,,,,,,
138,"Sel fin de Camarque ""nuit d'orient""",3770010613039,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Tarte grillée pommes 6/8 P,0268580032471,['France'],[],[],?,264,"9,2",41,"3,4",,,,,,,,,,,,,,,,,,1105 kj(264 kcal),,,"5,9",,,20,,,"0,36",,"0,144",,,,,,,,,,,,,,,,,,,,,
140,Mix de beignets - 200g,3760173302918,['France'],[],[],?,221,12,24,"4,6",,200 g,,,,,,,,,,,,,,,,925 kj(221 kcal),,,"1,4",,,"1,6",,,"0,91",,"0,364",,,,,,,,,,,,,,,,,,,,,
141,Araignées de porc marinées au basilic et sauge,3437590000542,['France'],[],[],?,169,"10,1","0,9","18,6",,,,,,,,,,,,,,,,,,707 kj(169 kcal),,,"2,1",,,"0,2",,,"1,45",,"0,58",,,,,,,,,,,,,,,,,,,,,
142,Gris de Grenache,3170870008608,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Sensation,26009766,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Le cidre Appie,13436130,['France'],[],[],?,?,?,?,?,D,,,"['Boissons', 'Boissons alcoolisées', 'Cidres']",,,,,,,,,,,,,,,,,0,-100%,,,,,,,,,,,,,31.6%,5.6%,37.9%,16.7%,6.5%,1.8%,53,,,,,,,,,
145,Maggi,9002100017897,['France'],[],[],?,?,?,?,?,,,['Maggi'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Maggi,9002100018016,['France'],[],[],?,?,?,?,?,,,['Maggi'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Rucher de la sarre miel de fleurs - 500g,3770012186012,['France'],[],[],?,?,?,?,?,B,500 g,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,
148,Petit Bridé de ľ Ardèche,2261623056548,['France'],[],[],?,403,33,"1,5",27,,,,,,,,,,,,,,,,,,1686 kj(403 kcal),,,13,,,"0,5",,,"4,7",,"1,88",,,,,,,,,,,,,,,,,,,,,
149,Boulot,0206024004592,['France'],[],[],?,0,?,?,?,,,,,,,,,,,,,,,,,,0 kj(0 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Mini viennoiserie,0000217019352,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Fromage,2258899024807,['France'],[],[],?,351,25,1,"22,5",,,,,,,,,,,,,,,,,,1469 kj(351 kcal),,,23,,,0,,,1,,"0,4",,,,,,,,,,,,,,,"['FR 63.113.081 CE', 'Clermont-Ferrand (Puy-de-Dôme, France)']",,,,,,
152,Tzatziki - Labeyrie - 1000g,3292070101894,['France'],[],[],?,182,16,"3,3","6,7",,1000 g,['Labeyrie'],,,,,,,,,,,,,,,761 kj(182 kcal),,,"1,1",,,"2,5",,,"0,84",,"0,336",,,,,,,,,,,,,,,"['FR 14.712.042 CE', 'Troarn (Calvados, France)']",,,,,,
153,Farine de Sept-Fons T55,3264950900132,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,
154,vin,3424150033027,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
155,Oolong- tea - 150g,4903148007442,['France'],[],[],?,0,0,1,0,,150 g,,,,,,,,,,,,,,,,0 kj(0 kcal),,,0,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,
156,Yaourts au lait entier de vache - 4x 125g,3770016075039,['France'],[],[],?,89.1,"2,6","12,2","3,35",,4 x 125 g,,,,,,,,,,,,,,,,373 kj(89 kcal),,,"1,75",,,"12,1",,,"0,15",,"0,06",,,,,,,,,,,,,,['Sans additifs'],"['FR 01.128.001 CE', 'Courtes (Ain, France)']",,,,,,
157,Emincé de poulet texmex,5902487123782,['France'],[],[],?,104,"1,2",5,18,,,,,,,,,,,,,,,,,,435 kj(104 kcal),,,"0,3",,,"1,6",,,"2,3",,"0,92",,,,,,,,,,,,,,,,,,,,,
158,Yaourt myrtille,3006725000018,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Saint pellegrino - Sanpellegrino,8002270206672,['France'],[],[],?,27,0,"6,2",0,,,['Sanpellegrino'],,,,,,,,,,,,,,,113 kj(27 kcal),,,0,,,"6,2",,,0,,0,,,,,,,,,,,,,,,,,,,,,
160,11172342,11172342,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Tostitos Rustic Hint of Jalapeno Chips,0060410901212,['France'],[],[],?,520,26,66,6,,,,,,,,,,,,,,,,,,2176 kj(520 kcal),,,4,,,2,,,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,
162,Demi figue violette surgelé,3385630005104,['France'],[],[],?,283,0,13,"1,3",,,,,,,,,,,,,,,,,,1184 kj(283 kcal),,,0,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Miel de Tilleul,3394950010217,['France'],[],[],?,?,?,?,?,B,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de tilleul']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,
164,Aquarius,5449000269881,['France'],[],[],?,25,0,"3,3",0,,,,,,,,,,,,,,,,,,105 kj(25 kcal),,,0,,,"3,3",,,0,,0,,,,,,,,,,,,,,,,,,,,,
165,The vert yunnan - Monoprix Gourmet - 60g,3350033692428,['France'],[],[],?,1,0,"0,2","0,1",,60 g,['Monoprix Gourmet'],,,['Monoprix'],,,,,,,,,,,,4 kj(1 kcal),,,0,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,
166,Smoby organic black tea,8719134053920,['France'],[],[],?,1,0,"0,2","0,1",,,,,,,,,,,,,,,,,,4 kj(1 kcal),,,0,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,
167,Lait sucré arôme vanille - Candia,3533631662066,['France'],[],[],?,85,"3,2",11,"3,1",,,['Candia'],,,,,,,,,,,,,,,356 kj(85 kcal),,,2,,,11,,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,
168,8424409915208,8424409915208,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Thé,3351400010180,['France'],[],[],?,0,0,0,0,,,,,,,,,,,,,,,,,,0 kj(0 kcal),,,0,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,
170,Paun baltique,0280062010821,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Douceur de cerises noires au chocolat,3760101591346,['France'],[],[],?,254,0,"61,9","0,7",,,,,,,,,,,,,,,,,,1063 kj(254 kcal),,,0,,,"59,2",,,,,,,,,,,,,,,,,,,,,,,,,,
172,Tarte à la cannelle Match,2010000013274,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Soignon bûche de chèvre,3523230041195,['France'],[],[],?,0,?,?,?,,,['Soignon'],,,,,,,,,,,,,,,0 kj(0 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,La chabraque,3760256280201,['France'],[],[],?,1290,15,"38,5",4,,,,,,,,,,,,,,,,,,5397 kj(1290 kcal),,,2,,,36,,,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,,,
175,Les confituriers de Hautes-Provence,3324490375811,['France'],[],[],?,500,"0,32","57,43","0,63",,,,,,,,,,,,,,,,,,2092 kj(500 kcal),,,"0,01",,,"57,43",,,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,
176,Moon cakes,3379140195196,['France'],[],[],?,398,18,43,12,,,,,,,,,,,,,,,,,,1665 kj(398 kcal),,,"3,2",,,27,,,"0,25",,"0,1",,,,,,,,,,,,,,,,,,,,,
177,Vermicelles arc-en-ciel,3275923000018,['France'],[],[],?,1400,"1,7",97,0,,,,,,,,,,,,,,,,,,5858 kj(1400 kcal),,,"1,6",,,94,,,0,,0,,,,,,,,,,,,,,,,,,,,,
178,Confiture artisanale poire gingembre - L'Epicurien,3441260003733,['France'],[],[],?,227,"0,5",55,"0,5",B,,"[""L'Epicurien""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de poires']",,,,0.5 g,en faible quantité,0.1 g,en faible quantité,55 g,en quantité élevée,,,,+3%,950 kj(227 kcal),+4%,+57%,"0,1",+41%,+4%,55,+7%,+49%,,,,,,,,,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,,,,,,,,
179,Energy drink,8437002292294,['France'],[],[],?,47,0,"0,4","10,7",,,,,,,,,,,,,,,,,,197 kj(47 kcal),,,0,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,
180,Confiture figue aux noix,3470410025080,['France'],[],[],?,283,"3,8",60,"1,6",,,,,,,,,,,,,,,,,,1184 kj(283 kcal),,,"0,4",,,58,,,0,,0,,,,,,,,,,,,,,,,,,,,,
181,Amande émondée,0206186046119,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Steinofen,49409611,['France'],[],[],?,230,"9,8","24,2","10,3",,,,,,,,,,,,,,,,,,962 kj(230 kcal),,,"4,1",,,"3,6",,,"1,2",,"0,48",,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore C']",,,,,,,
183,28074403,28074403,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,24898782,24898782,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Fit whey protein - Women's Best,9010128015832,['France'],[],[],?,373,"2,2","4,8",80,,,"[""Women's Best""]",,,,,,,,,,,,,,,1561 kj(373 kcal),,,"2,2",,,3,,,"0,69",,"0,276",,,,,,,,,,,,,,,,,,,,,
186,Sauce Huitte,6922856425131,['France'],[],[],?,104.5,0,4,0,,,,,,,,,,,,,,,,,,437 kj(104 kcal),,,0,,,4,,,"9,9",,"3,96",,,,,,,,,,,,,,,,,,,,,
187,Thé vert de Chine - Spécial Gunpowder - 500g,3760249070468,['France'],[],[],?,1,0,"0,2","0,1",B,500 g,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts', 'Thé vert de Chine']",,,,,,,,,,,,,0%,4 kj(1 kcal),-33%,-100%,0,-100%,+57%,0,-100%,-4%,0,,0,,1,+12%,B,+12%,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,
188,"Bière BIO "" Moulin d'Ascq ETE """,3316132000007,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
189,Fleesch vu eecker,2951768303552,['France'],[],[],?,280,"25,1",1,13,,,,,,,,,,,,,,,,,,1172 kj(280 kcal),,,"13,4",,,"0,3",,,2,,"0,8",,,,,,,,,,,,,,,,,,,,,
190,Air Chips bio,3760259130619,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-10']",,,,,,,
191,Poulpes marinés à l'ail,3598710384710,['France'],[],[],?,173,11,"4,2",14,,,,,,,,,,,,,,,,,,724 kj(173 kcal),,,"1,1",,,"0,5",,,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,
192,Raviolini chèvre et sa sauce tomate au tofu bio - Dietbon,3700569021887,['France'],"['Pulpe de tomates* 35% ', 'tomates*', 'jus de tomates*', ',ravioli précuits*32', '7% [raviolis* 23', '3% ', 'pâtes ', 'semoule de BLE dur ', 'GLUTEN', '*', 'eau', 'OEUFS*', 'farce ', 'FROMAGE de chèvre*,FROMAGE blanc*', 'CHAPELURE* ', 'GLUTEN', 'eau', 'basilic*', 'flocons de pommes de terre* ', 'pomme deterre*', 'antioxydant : extrait de romarin*', ""huile d'olive*"", 'fibre de son de blé*', 'sel', 'ail*,poivre*', 'eau', 'huile de colza*]', 'TOFU* 12', '4% ', 'eau', 'SOJA*', 'gélifiant : Nigari ', 'chlorure demagnésium', 'double concentré de tomates* 6', '5%', 'eau', 'huile de colza*', 'carottes* 2%', 'basilic*1', '2%', 'oignons* 1%', 'sel', 'sucre*', 'épaississant : gomme guar*']",['Non végétalien'],?,129,6,13,"5,2",,,['Dietbon'],,,,"['Œufs', 'Gluten', 'Lait', 'Soja']",,,,,,,,,,,540 kj(129 kcal),,,"1,2",,,"2,5",,,"0,78",,"0,312",,,,,,,,,,,,,,['Bio'],,4,"['E392 - Extrait de romarin', 'E412 - Gomme de guar']",,,,
193,Terrines de lapin,3760274960031,['France'],[],[],?,173,"2,5","0,4",0,D,,,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de lapin']",,,,2.5 g,en faible quantité,2.5 g,en quantité modérée,0 g,en faible quantité,0 g,en faible quantité,,-37%,724 kj(173 kcal),-37%,-89%,"2,5",-70%,-76%,0,-100%,-100%,0,-100%,0,-100%,4,-76%,C,-76%,77.1%,15.8%,3.3%,2.4%,1.1%,0.3%,38,,['Sans colorants'],,,,,,,
194,Filets de poulet rôtis,0211791026500,['France'],[],[],?,141,"5,5","0,6","22,3",,,,['en:Filets de Poulet'],,,,5.5 g,en quantité modérée,1.4 g,en faible quantité,0.6 g,en faible quantité,1.26 g,en quantité modérée,,+19%,590 kj(141 kcal),+20%,+107%,"1,4",+97%,-10%,"0,6",+96%,-2%,"1,26",+95%,"0,504",+95%,2,,B,,,,,,,,,,"['Nutriscore', 'Nutriscore A']","['FR 72.264.002 CE', 'Sablé-sur-Sarthe (Sarthe, France)']",,,,,,
195,Brut de pamplemousse,3770010634027,['France'],[],[],?,240,0,60,0,,,,,,,,,,,,,,,,,,1004 kj(240 kcal),,,0,,,60,,,0,,0,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,
196,Cuisse poulet jaune Fermier d'Auvergne,0215973057276,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,Chocolat au lait de Lourdes,8435265933534,['France'],[],[],?,543,33,54,"7,5",,,,,,,,,,,,,,,,,,2272 kj(543 kcal),,,19,,,53,,,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,
198,Semai Baba,8697407918605,['France'],[],[],?,389,"1,67","88,5","1,6",,,,,,,,,,,,,,,,,,1628 kj(389 kcal),,,0,,,"88,5",,,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,,,
