,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,brand,labels,traceability_code,markets,additives,nova_score,packaging,ingredients_origins,manufacturing,allergens,link,generic_name,palm_ingredients
1562,Chevreuil sauce grand veneur,3366760035377,['France'],[],[],?,114,"1,8","9,1",15,,,,,,,,,,,,,477 kj(114 kcal),,,1,,,"6,6",,,"1,2",,"0,48",,,,,,,,,,,,,,,,"['FR 84.007.020 CE', 'Avignon (Vaucluse, France)']",,,,,,,,,,
1563,Saucisse Frankfort x4,2274732018833,['France'],[],[],?,1002,"19,1","2,1",14,,,,,,,,,,,,,4192 kj(1002 kcal),,,"7,4",,,"1,5",,,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,
1564,Huile Sasso,8002470026711,['France'],[],[],?,823,91,0,0,,,,,,,,,,,,,3443 kj(823 kcal),,,14,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,Palette d Alsace à la diable,0290701041260,['France'],[],[],?,136,"8,4","1,1",14,,,,,,,,,,,,,569 kj(136 kcal),,,"3,6",,,"0,5",,,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,,,,,,,
1566,Sel séché de Guérance,3555082980544,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1567,Futaba Smile Furikake Nori Goma,4902533020479,['France'],[],[],?,483,"31,6","27,1","22,5",,,,,,,,,,,,,2021 kj(483 kcal),,,"4,8",,,6,,,14,,"5,6",,,,,,,,,,,,,,,,,,,,,,,,,,
1568,Nougat de Noël,3700125840174,['France'],[],[],?,398,"8,2",75,"5,1",E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Nougats']",8.2 g,en quantité modérée,0.7 g,en faible quantité,69 g,en quantité élevée,,,,-11%,1665 kj(398 kcal),-11%,-50%,"0,7",-65%,+15%,69,+27%,-29%,,,,,,,,,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,,,,,,,,
1569,Mozzarella di Bufala Campana DOP,8016558000043,['France'],[],[],?,278,23,"0,8","17,4",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages à pâte filée', 'Fromages au lait de bufflonne', 'Mozzarella', 'Mozzarella de bufflonne', 'Mozzarella di Bufala Campana']",23 g,en quantité élevée,17.8 g,en quantité élevée,0.7 g,en faible quantité,0.5 g,en quantité modérée,,+5%,1163 kj(278 kcal),+5%,+1%,"17,8",+15%,+10%,"0,7",+19%,+21%,"0,5",-18%,"0,2",-18%,10,-3%,C,-3%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,,
1570,SHN Maxi Junior 15 KG+3KG,3182550704960,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571,Pâté au foie gras,3701203202006,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572,Thym IGP de Provence,3554740401759,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573,Foie gras de canard entier,3558750000384,['France'],[],[],?,597,63,"2,1","5,5",,,,,,,,,,,,,2498 kj(597 kcal),,,28,,,"1,9",,,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,,,,,,
1574,Kroupa,4250370561557,['France'],[],[],?,320,11,68,"9,3",,,,,,,,,,,,,1339 kj(320 kcal),,,"0,3",,,"1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1575,Sauce tomate,3770009413114,['France'],[],[],?,47,"3,2","2,9","0,9",,,,,,,,,,,,,197 kj(47 kcal),,,"0,4",,,"2,6",,,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,,,,,,
1576,"Options Indulgence Belgian Chocolate, Schokolade",7612100000113,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1577,Peches jus naturel,3080920824693,['France'],[],[],?,62,0,14,"0,52",,,,,,,,,,,,,259 kj(62 kcal),,,0,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1578,Ravioli boeuf bio,3478820031448,['France'],[],[],?,84,"1,8",13,1,,,,,,,,,,,,,351 kj(84 kcal),,,"0,5",,,4,,,"3,2",,"1,28",,,,,,,,,,,,,,,"['Bio', 'Nutriscore', 'Nutriscore D']",,,,,,,,,,,
1579,Énergie force,3760162131734,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1580,Filets de poulet roti,2917253002782,['France'],[],[],?,151,"5,8",0,24,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",5.8 g,en quantité modérée,1.4 g,en faible quantité,0 g,en faible quantité,1.4 g,en quantité modérée,,+15%,632 kj(151 kcal),+16%,+101%,"1,4",+88%,-100%,0,-100%,+5%,"1,4",+87%,"0,56",+87%,3,,C,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,
1581,Plateau sushishop California,3701035404562,['France'],[],[],?,146,"4,3","20,4","5,7",,,,,,,,,,,,,611 kj(146 kcal),,,"1,2",,,"4,6",,,"0,98",,"0,392",,,,,,,,,,,,,,,,,,,,,,,,,,
1582,Souris d’agneau confite,2224658056549,['France'],[],[],?,125,5,"1,9",18,,,,,,,,,,,,,523 kj(125 kcal),,,"1,9",,,0,,,"0,96",,"0,384",,,,,,,,,,,,,,,,,,,,['Etui en carton'],,,,,,
1583,Baguette,3267180711493,['France'],[],[],?,244,"1,1","49,7","9,5",,,,,,,,,,,,,1021 kj(244 kcal),,,"0,4",,,"2,8",,,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,,,,
1584,Les Meringuettes - 70g,3760134634454,['France'],[],[],?,403,"0,5",95,5,C,"['Biscuits et gâteaux', 'Pâtisseries', 'Meringues']",0.5 g,en faible quantité,0.1 g,en faible quantité,94 g,en quantité élevée,,,,+7%,1686 kj(403 kcal),+7%,-51%,"0,1",-73%,+9%,94,+13%,+24%,,,,,,,,,75.1%,13.4%,5.0%,3.4%,3.0%,0.0%,72,70 g,,,,,,,,,,,,,
1585,Yaourt,4415118103387,['France'],[],[],?,66,"2,2","7,5","3,7",,,,,,,,,,,,,276 kj(66 kcal),,,"0,4",,,"7,5",,,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,,,,
1586,Cookies cacao chips,8425887005146,['France'],[],[],?,441,15,"7,6",0,,,,,,,,,,,,,1845 kj(441 kcal),,,0,,,"0,55",,,"0,11",,"0,044",,,,,,,,,,,,,,,,,,,,,,,,,,
1587,Apricit pits,0609207687498,['France'],[],[],?,10,2,0,0,,,,,,,,,,,,,42 kj(10 kcal),,,0,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1588,Café Best Friend,3760259315016,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1589,Sommeil bio,3700446420543,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,
1590,Loprofin Egg Replacer,5016533627985,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1591,Taranis Couscous 500 G,3401276816871,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592,Galettes Suédoises aux flocons d'avoine,2596770531557,['France'],[],[],?,492,23,65,"5,1",,,,,,,,,,,,,2059 kj(492 kcal),,,12,,,41,,,"0,85",,"0,34",,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore E']",,,,,,,,,,,
1593,Pasteis bacalhau,5602070000192,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Point Vert'],,,,,,,,,,,
1594,Pop ups,5600961107548,['France'],[],[],?,147,22,65,"4,2",,,,,,,,,,,,,615 kj(147 kcal),,,14,,,48,,,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,,
1595,Gratien & Meyer Infini Bulles Sans Alcool,3113590007957,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1596,Saveurs de l’Inde,5902898822977,['France'],[],[],?,367,"2,1",60,21,,,,,,,,,,,,,1536 kj(367 kcal),,,"0,3",,,"5,4",,,"6,327",,"2,531",,,,,,,,,,,,,,,,,,,,,,,,,,
1597,Muffins Brooklyn x2,0260212014435,['France'],[],[],?,380,"19,4",46,5,,,,,,,,,,,,,1590 kj(380 kcal),,,"3,7",,,"25,8",,,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,,,,,,
1598,Fruits griottes - 640g,3299342261652,['France'],[],[],?,70,"0,4",16,"0,6",,,,,,,,,,,,,293 kj(70 kcal),,,"0,1",,,16,,,,,,,,,,,,,,,,,,640 g,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,['Pot en verre'],,,,,,
1599,Poulet fermier bio,0227645027685,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,
1600,Calypso Ocean Blue Limonade,8712857978617,['France'],[],[],?,46,0,"10,97","10,54",,,,,,,,,,,,,192 kj(46 kcal),,,0,,,0,,,"0,11",,"0,044",,,,,,,,,,,,,,,,,,,,,,,,,,
1601,Calypso Pineapple Peach Limeade,8712857978167,['France'],[],[],?,46,0,0,"1,81",,,,,,,,,,,,,192 kj(46 kcal),,,0,,,0,,,"1,81",,"0,724",,,,,,,,,,,,,,,,,,,,,,,,,,
1602,Crème fraiche,3701002405349,['France'],[],[],?,293,30,3,"2,7",,,,,,,,,,,,,1226 kj(293 kcal),,,21,,,"2,3",,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,
1603,Truffes fantasies aux éclats de crêpe dentelle,4056489041146,['France'],[],[],?,589,43,44,"4,3",,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Truffes en chocolat']",43 g,en quantité élevée,38 g,en quantité élevée,41 g,en quantité élevée,,,,+1%,2464 kj(589 kcal),+1%,-1%,38,+16%,+9%,41,+11%,-9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1604,Biscuiterie du Corentin,3255652000053,['France'],[],[],?,500,26,54,10,,,,,,,,,,,,,2092 kj(500 kcal),,,13,,,23,,,"0,36",,"0,144",,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,
1605,Red Velvet Cake,8710466273321,['France'],[],[],?,344,20,35,"5,4",,"['Biscuits et gâteaux', 'Gâteaux']",20 g,en quantité modérée,12 g,en quantité élevée,21 g,en quantité élevée,0.37 g,en quantité modérée,,-15%,1439 kj(344 kcal),-14%,+3%,12,+57%,-30%,21,-25%,-1%,"0,37",-39%,"0,148",-39%,19,+6%,E,+6%,,,,,,,,,,,,,,,,,,,,,
1606,Arachide Wasabi,0207091014040,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607,Olives à la provençale,3760030590434,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1608,Juss nar,8698720862408,['France'],[],[],?,45,0,"11,2",0,,,,,,,,,,,,,188 kj(45 kcal),,,0,,,"11,2",,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1609,Fèves cuites,5283003200027,['France'],[],[],?,113,0,18,8,,,,,,,,,,,,,473 kj(113 kcal),,,0,,,2,,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,,
1610,Gouda jeune au cumin IGP,2093362022634,['France'],[],[],?,?,?,?,?,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages des Pays-Bas', 'Goudas', 'Goudas au cumin']",,,,,,,,,,,,,,,,,,,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,
1611,Filets de maquereau,2429645027629,['France'],[],[],?,?,?,?,?,D,"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Maquereaux', 'Filets de maquereaux']",,,,,,,,,,,,,,,,,,,,,,,,,,,,39.4%,14.2%,30.5%,14.0%,0.9%,0.9%,45,,,,,,,,,,,,,,
1612,Wide savannah,4047777152804,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1613,Riz au lait,6219242151010,['France'],[],[],?,149,"6,7",19,"3,2",,,,,,,,,,,,,623 kj(149 kcal),,,"3,6",,,1,,,"0,16",,"0,064",,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,
1614,Chocolat noir Crêpe dentelle,3474341101806,['France'],[],[],?,548,38,39,"6,7",,,,,,,,,,,,,2293 kj(548 kcal),,,24,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615,Réveilla Fuet extra paprika,3449865327575,['France'],[],[],?,451,34,"9,5",28,,['ca:Fuet'],34 g,en quantité élevée,13 g,en quantité élevée,3.9 g,en faible quantité,3.4 g,en quantité élevée,,+1%,1887 kj(451 kcal),+1%,-4%,13,-1%,+127%,"3,9",+68%,+4%,"3,4",-15%,"1,36",-15%,25,+1%,E,+1%,,,,,,,,,,,,,,,,,,,,,
1616,Fondant blanc,6111025416517,['France'],[],[],?,30,0,100,0,,,,,,,,,,,,,126 kj(30 kcal),,,0,,,80,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1617,Blanquette de veau,0206220050645,['France'],[],[],?,?,?,?,?,E,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au bœuf', 'Plats au veau', 'Blanquettes de veau']",,,,,,,,,,,,,,,,,,,,,,,,,,,,91.9%,3.2%,1.1%,1.1%,0.6%,2.2%,20,,,,,,,,,,,,,,
1618,Bombocas Mor. Negrettino 120G,80187325,['France'],[],[],?,447,"14,4","75,5","3,8",,,,,,,,,,,,,1870 kj(447 kcal),,,"13,1",,,"57,2",,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1619,Poireaux coupe,5413508011914,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620,Huile d'olive vierge extra,20100803,['France'],[],[],?,899,100,0,0,,,,,,,,,,,,,3761 kj(899 kcal),,,15,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1621,Lutti Spaghetti Gum Bubblizz,3116740028543,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1622,Souris d'agneau confite,2224658062649,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Etui en carton'],,,,,,
1623,Crouton a tartiner,0202180007873,['France'],[],[],?,221,"1,1",45,"7,1",,,,,,,,,,,,,925 kj(221 kcal),,,"0,3",,,12,,,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,,
1624,Tranches de maroilles surgelees,3060921504787,['France'],[],[],?,337,27,"0,5",23,,,,,,,,,,,,,1410 kj(337 kcal),,,17,,,"0,5",,,"2,1",,"0,84",,,,,,,,,,,,,,,,"['FR 62.907.030 CE', 'Libercourt (Pas-de-Calais, France)']",,,,,,,,,,
1625,Souris d’agneau confite,2224658055696,['France'],[],[],?,125,5,"1,9",18,,,,,,,,,,,,,523 kj(125 kcal),,,"1,9",,,0,,,"0,96",,"0,384",,,,,,,,,,,,,,,,"['FR 14.752.010 CE', 'Villers-Bocage (Calvados, France)']",,,,['Etui en carton'],,,,,,
1626,Organic - 500ml,8437013881296,['France'],[],[],?,900,100,0,0,,,,,,,,,,,,,3766 kj(900 kcal),,,13,,,0,,,0,,0,,,,,,,,,,,,,500 ml,,,,,,,,,,,,,
1627,Andouillette veritable,2110904003965,['France'],[],[],?,237,19,"0,5",18,,,,,,,,,,,,,992 kj(237 kcal),,,9,,,"0,5",,,1,,"0,4",,,,,,,,,,,,,,,,"['FR 10.095.001 CE', 'Chêne (Aube, France)']",,,,,,,,,,
1628,Purple rocket,0703694206528,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629,Cous cous con verdure,8026051287506,['France'],[],[],?,359,2,"71,2","12,5",,,,,,,,,,,,,1502 kj(359 kcal),,,"0,5",,,"3,5",,,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,,,,,
1630,Boudin blanc,2238080019553,['France'],[],[],?,266,23,"1,8",13,,,,,,,,,,,,,1113 kj(266 kcal),,,9,,,"1,5",,,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,,,,
1631,"Pied De Porc Farci Au Vouvray,",3760031460224,['France'],[],[],?,245,19,"0,5",18,,,,,,,,,,,,,1025 kj(245 kcal),,,"7,5",,,"0,5",,,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,,,,
1632,Filet de poulet,2431628044677,['France'],[],[],?,151,"1,4",0,24,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",1.4 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,1.4 g,en quantité modérée,,+15%,632 kj(151 kcal),+16%,-51%,0,-100%,-100%,0,-100%,+5%,"1,4",+87%,"0,56",+87%,2,,B,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,
1633,Popcorn,9002859104749,['France'],[],[],?,397,"3,6",84,"7,1",,,,,,,,,,,,,1661 kj(397 kcal),,,"0,6",,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634,Préparation a base de beurre de baratte salé au yuzu,3439496003030,['France'],[],[],?,714,78,"2,2","0,8",,,,,,,,,,,,,2987 kj(714 kcal),,,52,,,"1,2",,,"2,9",,"1,16",,,,,,,,,,,,,,,,,,,,,,,,,,
1635,Dragierte mandeln - Kluth,4008088922456,['France'],[],[],?,555,38,"28,8","19,7",,,,,,,,,,,,,2322 kj(555 kcal),,,"2,9",,,"21,4",,,"0,98",,"0,392",,,,,,,,,,,,,,['Kluth'],,,,,,,,,,,,
1636,Andouillette de Vire,0211366042973,['France'],[],[],?,289,"23,7","1,6","17,3",E,"['Viandes', 'Charcuteries', 'Charcuteries cuites', 'Andouillettes']",23.7 g,en quantité élevée,11.8 g,en quantité élevée,0.5 g,en faible quantité,2.3 g,en quantité élevée,,+25%,1209 kj(289 kcal),+26%,+37%,"11,8",+54%,+159%,"0,5",+37%,-4%,"2,3",+34%,"0,92",+34%,23,+39%,E,+39%,82.4%,13.2%,3.1%,0.8%,0.4%,0.1%,11,,,,"['FR 56.010.004 CE', 'Baud (Morbihan, France)']",,,,,,,,,,
1637,Effeuillé de lieu noir MSC - 280g,0748367065798,['France'],[],[],?,110,2,0,23,,,,,,,,,,,,,460 kj(110 kcal),,,0,,,0,,,0,,0,,,,,,,,,,,,,280 g,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,
1638,Filets de maquereaux sauce aux oignons - Petit Navire - 169g,3019081241254,['France'],[],[],?,203,16,"2,4",12,D,"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Maquereaux', 'Filets de maquereaux']",16 g,en quantité modérée,3.4 g,en quantité modérée,1.4 g,en faible quantité,0.8 g,en quantité modérée,,-9%,849 kj(203 kcal),-8%,-2%,"3,4",-8%,+122%,"1,4",+164%,-27%,"0,8",-28%,"0,32",-28%,3,-52%,C,-52%,39.4%,14.2%,30.5%,14.0%,0.9%,0.9%,45,169 g,['Petit Navire'],,,,,,,,,,,,
1639,Préparation pour frangipane,3564706642713,['France'],[],[],?,473,20,64,7,,,,,,,,,,,,,1979 kj(473 kcal),,,7,,,45,,,"0,46",,"0,184",,,,,,,,,,,,,,,,,,,,,,,,,,
1640,Soupe Katmandou - Karine & Jeff,3760052230462,['France'],[],[],?,26,0,5,"0,6",,,,,,,,,,,,,109 kj(26 kcal),,,0,,,2,,,"0,37",,"0,148",,,,,,,,,,,,,,['Karine & Jeff'],"['Bio', 'Bio européen', 'FR-BIO-01']",,['Biocoop Caluire'],,,,,,,,,
1641,Cafe crown,7690543098966,['France'],[],[],?,7,14,"71,5","0,8",,,,,,,,,,,,,29 kj(7 kcal),,,"13,6",,,52,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1642,Huile d’olive vierge,6134383000020,['France'],[],[],?,1080,2,10,0,,,,,,,,,,,,,4519 kj(1080 kcal),,,"1,5",,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1643,Tarte salée tartiflette,5425023965177,['France'],[],[],?,289,"20,8",15,"9,6",,,,,,,,,,,,,1209 kj(289 kcal),,,"11,8",,,"1,6",,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,,
1644,Aper’Olives,3564706602632,['France'],[],[],?,184,17,"0,5","5,2",,,,,,,,,,,,,770 kj(184 kcal),,,"2,3",,,"0,5",,,"3,5",,"1,4",,,,,,,,,,,,,,,,,,,,,,,,,,
1645,Les milanaises fromage frais ail ef fines herbes,2424536020475,['France'],[],[],?,159,5,11,17,,,,,,,,,,,,,665 kj(159 kcal),,,"3,1",,,1,,,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,,,,
1646,"Alfafa blanche, graines germées",3338140000107,['France'],[],[],?,23,"0,69","2,1","3,99",,,,,,,,,,,,,96 kj(23 kcal),,,"0,41",,,"0,2",,,"5,825",,"2,33",,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,
1647,Foie gras,3443705063197,['France'],[],[],?,537,55,2,"7,9",,,,,,,,,,,,,2247 kj(537 kcal),,,23,,,"1,5",,,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,,
1648,Tomates séchées,2600102010303,['France'],[],[],?,331,3,56,14,,,,,,,,,,,,,1385 kj(331 kcal),,,"0,4",,,21,,,"9,1",,"3,64",,,,,,,,,,,,,,,,,,,,,,,,,,
1649,Dandan noodle,4717011150605,['France'],[],[],?,488,24,56,12,,,,,,,,,,,,,2042 kj(488 kcal),,,"3,2",,,4,,,"2,4",,"0,96",,,,,,,,,,,,,,,,,,,,,,,,,,
1650,Nugget de pollo,20214302,['France'],[],[],?,308,"16,7","25,8","13,7",,,,,,,,,,,,,1289 kj(308 kcal),,,"3,3",,,1,,,"1,78",,"0,712",,,,,,,,,,,,,,,,,,,,,,,,,,
1651,Confiture de goyave,3770003099291,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1652,Saucisse de bière,20239459,['France'],[],[],?,272,23,1,15,,,,,,,,,,,,,1138 kj(272 kcal),,,"9,2",,,1,,,"1,9",,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,,
1653,Castania Cashew Nuts,5281009204131,['France'],[],[],?,94.4,"7,2","22,2","3,3",,,,,,,,,,,,,395 kj(94 kcal),,,"1,9",,,"3,7",,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,
1654,SALSICHAS,5600491710386,['France'],[],[],?,198,16,"1,1",12,,,,,,,,,,,,,828 kj(198 kcal),,,"5,6",,,"0,5",,,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,,
1655,Donut’s x6 decongeles,0219147022961,['France'],[],[],?,458,30,40,"6,2",,,,,,,,,,,,,1916 kj(458 kcal),,,18,,,15,,,"0,95",,"0,38",,,,,,,,,,,,,,,,,,,,,,,,,,
1656,Camomilla,20624095,['France'],[],[],?,396,"0,5",99,"0,5",,,,,,,,,,,,,1657 kj(396 kcal),,,"0,1",,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657,Mimolette croute naturelle,2480087023167,['France'],[],[],?,?,?,?,?,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Mimolettes']",,,,,,,,,,,,,,,,,,,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,
1658,Cordon bleu à poeler,2616029017974,['France'],[],[],?,261,17,14,12,,,,,,,,,,,,,1092 kj(261 kcal),,,"4,5",,,"1,6",,,"1,29",,"0,516",,,,,,,,,,,,,,,,,,,,,,,,,,
1659,Fromage rapé -  - 100g,8710866085838,['France'],[],[],?,321,"24,3","2,4","24,8",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages râpés']",24.3 g,en quantité élevée,14.6 g,en quantité élevée,0 g,en faible quantité,2.51 g,en quantité élevée,,-14%,1343 kj(321 kcal),-14%,-16%,"14,6",-25%,+148%,0,-100%,-9%,"2,51",+151%,"1,004",+151%,19,+47%,E,+47%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,100 g,,,['NL Z05071 EG'],,,,,,,,,,
1660,Choco nussa to go,50998395,['France'],[],[],?,510,"26,6","59,3","6,8",,,,,,,,,,,,,2134 kj(510 kcal),,,"8,9",,,"39,4",,,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,,,,
1661,Croûtons ail,3574317390033,['France'],[],[],?,528,30,55,"7,8",,,,,,,,,,,,,2209 kj(528 kcal),,,"2,6",,,"3,8",,,"2,13",,"0,852",,,,,,,,,,,,,,,,"['EMB 86137', 'Loudun (Vienne, France)']",,,,,,,,,,
1662,Cervelas de cheval et de porc féculé,2670233019094,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,Sachet croutons,0244061007220,['France'],[],[],?,349,"8,6",55,11,,,,,,,,,,,,,1460 kj(349 kcal),,,"1,1",,,"1,7",,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,,
