,name,bar_code,eco_score,quantity,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,brand,labels,packaging,additives,nova_score,generic_name,markets,allergens,manufacturing,ingredients_origins,palm_ingredients,link,brand_owner,producer_info
53,"Milino Baton pufos cu umplutura cremoasa cu miere si lapte - 28g,",9120025830619,,"28 g,",['ro:Miniprajituri pe baza de lapte'],"['Bulgarie', 'Croatie', 'République tchèque', 'France', 'Pologne', 'Roumanie', 'Slovaquie']","['Lapte integral 26%', 'grasimi vegetale ', 'palmier', 'zahar', 'faina de grau', 'sirop de glucoza-fructoza', 'miere 5%', 'lapte praf integral 5%', 'oua praf', 'cacao cu continut redus de grasime 1,8%', 'amidon din cartofi', 'proteine din lapte', 'arome', 'emulsifianti ', 'mono si digliceride ale acizilor grasi', 'lecitina din soia', 'agenti de afanare ', 'difosfati', 'carbonat de sodiu', 'sare', ' Poate contine urme de fructe cu coaja lemnoasa']","['Huile de palme', 'Non végétalien']",27 g,en quantité élevée,14 g,en quantité élevée,33 g,en quantité élevée,0.54 g,en quantité modérée,1852,,?,,1852 kj(443 kcal),,27,,14,,44,,33,,5,,"0,54",,"0,216",,24,,E,,,,,,,,,,['Milino'],"['Agriculture durable', 'en:UTZ Certified']",['Folie alimentara'],['E500i - Carbonate de sodium'],4,"Milino Baton pufos cu umplutura cremoasa cu miere si lapte, 28g;",,"['Œufs', 'Lait', 'Soja']",['Italia'],,,,,
54,Lait caillé,3866010760009,,,,['France'],[],[],,,,,,,,,?,,45,,188 kj(45 kcal),,"1,5",,1,,"4,5",,"4,5",,"3,2",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Aceite de oliva virgen extra bidón 5 l - Iznaoliva,8437002590079,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]","['France', 'Espagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,['Iznaoliva'],,,,,,,,,,,,,
56,Ecoidees Sucre De Coco Au Gingembre En Poudre Bio - Saupoudreur,3760087361513,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Gingembre', 'Gingembre en poudre']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,37.8%,0.0%,31.7%,20.0%,10.4%,0.0%,93,,['Ecoidees'],['Bio'],,,,,,,,,,,,
57,Nestlé - 140g,270202,,140 g,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Nestlé'],['Sans arômes artificiels'],,,,,,,,,,,,
58,Schlemmerliebling Fadennudeln - Riesa - 500g,4013423910036,,500 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Nouilles', 'Pâtes alimentaires', 'Pâtes de blé dur']","['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Riesa'],,['Tüte'],,,Hartweizen Nudeln,,,,,,,,
59,5 pains au chocolat + 5 croissants ordinaires - Carrefour - 550g,3276550572039,,550g,,['France'],"['Pains au chocolat: Farine de BLE', 'eau', 'matières grasses 18,5% ', 'huiles et graisses végétales non hydrogénées et hydrogénées ', 'tournesol 7°%', 'palme', 'eau', 'sel', 'émulsifiant: E 471', 'antioxydant: E307', 'acidifiant: E330', 'chocolat 12% ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiant: Lécithine de SOJA et de tournesol', 'arôme', 'sucre', 'Levure', 'GLUTEN de BLE', 'sel', 'OEUF', 'agent de traitement de la farine: E300', ' Croissants: Farine de BLE', 'eau', 'matières grasses 21% ', 'huiles et graisses végétales non hydrogénées et hydrogénées ', 'tournesol 8%', 'palme', 'eau', 'sel', ' émulsifiant: E 471', 'antioxydant: E307', 'acidifiant: E330', 'sucre', 'Levure', 'GLUTEN de BLE', 'sel', 'OEUF', 'agent de traitement de la farine: E300']","['Huile de palme', 'Non végétalien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Carrefour'],,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E307 - Alphatocophérol', 'E330 - Acide citrique', 'E322i - Lécithine', 'E300 - Acide ascorbique']",4,,['Carrefour'],"['Œufs', 'Gluten', 'Soja']",,,['Huile de palme'],,,
60,Café majada from El Salvador,7411800004007,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Zuegg Confettura Fragole GR. 700 - 700g,8000340095447,,700 g,,['France'],[],[],,,,,,,,,?,,222,,929 kj(222 kcal),,0,,0,,55,,47,,"0,2",,"0,09",,"0,036",,,,,,,,,,,,,,['Zuegg'],,,,,,,,,,,,,
62,Jus de pomme,3506470123456,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,"['Sans additifs', 'Sans conservateurs']",,,,,,,,,,,,
63,Miel de lavande - Miels Villeneuve,3540860007605,B,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de lavande']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,['Miels Villeneuve'],,,,,,,,,,,,,
64,4 crêpes bretonnes,3770001005041,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Sirop Monin Menthe verte,3052911274886,B,,"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de menthe']",['France'],[],[],,,,,,,,,?,,307,+28%,1284 kj(307 kcal),+25%,0,-100%,0,-100%,76,+24%,76,+28%,0,-100%,"0,03",+36%,"0,012",+36%,,,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,['Monin'],,,,,,,,,,,,,
66,Confiture - les recettes de Juliette - 310g,3760058113141,D,310 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures']",['France'],"['fruits ', 'orange 22g', 'figue 20g', 'clementine 11g', 'abricot sec ', 'sulfites', ' 5g', 'sucre', 'gélifiant : pectine', 'jus de citron concentré', 'cannelle', 'quatre épices\rPréparé avec 58g de fruits pour 100g de produit fini']",['Sans huile de palme'],0 g,en faible quantité,0 g,en faible quantité,53 g,en quantité élevée,0.03 g,en faible quantité,?,,224,+1%,937 kj(224 kcal),+1%,0,-100%,0,-100%,54,+1%,53,+4%,"0,8",+55%,"0,03",+29%,"0,012",+29%,11,+18%,D,+18%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,['les recettes de Juliette'],,['Pot'],['E440 - Pectines'],4,,,['Anhydride sulfureux et sulfites'],,,,http://www.lucullus-valenciennes.fr/fr/,,
67,Seve de bouleau pure -,3770002633106,,,['Sèves de bouleau'],['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Basler Läckerli au chocolat - Läckerli Huis AG - 120g,7610073957410,C,120 g,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Biscuits au chocolat noir']","['France', 'Suisse']","['Chocolat 37% ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiant : lécithine de soja', 'vanille', 'farine de blé', 'miel', 'sucre', 'amandes et noisettes', 'citronnat', 'orangeat', 'glace ', 'sucre', 'kirsch de Bâle-Campagne', 'sirop de glucose', 'épices', 'kirsch de Bâle-Campagne', 'zeste de citron', 'poudre à lever ', 'E503 ', 'acidifiant : acide citrique']",['Non végétalien'],17 g,en quantité modérée,8 g,en quantité élevée,46 g,en quantité élevée,0.01 g,en faible quantité,?,,433,-13%,1812 kj(433 kcal),-13%,17,-29%,8,-39%,64,+5%,46,+46%,5,-26%,"0,01",-98%,"0,004",-98%,22,+6%,E,+6%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,['10908 CODE 5104'],['Läckerli Huis AG'],,['boite carton'],"['E322i - Lécithine', ""E503 - Carbonates d'ammonium"", 'E330 - Acide citrique']",4,,['Supermarché'],"['Gluten', 'Fruits à coque']",['CH 4402 Frenkendorf'],['Divers'],,http://www.laeckerli-huus.ch,,
69,Miel de Châtaigner - Bona Mel,8437014473186,B,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de châtaignier']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,['Bona Mel'],,,,,,,,,,,,,
70,Original pudding,5941132300024,,,,['France'],[],[],,,,,,,,,?,,113,,473 kj(113 kcal),,"3,1",,"1,9",,"17,9",,"12,1",,"3,2",,"0,14",,"0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Appenzeller -,2111727004054,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de Suisse', 'Appenzeller']","['France', 'Allemagne']",[],[],32 g,en quantité élevée,,,,,0.1 g,en faible quantité,?,,393,+5%,1644 kj(393 kcal),+5%,32,+6%,,,0,-100%,,,26,+4%,"0,1",-93%,"0,04",-93%,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,['Sans lactose'],,,,,,,,,,,,
72,Vinaigre de cidre et jus de goji - Juventis bio,3760048990295,B,,"['Vinaigres', 'Vinaigres de cidre']",['France'],[],[],0.5 g,en faible quantité,0.1 g,en faible quantité,0.5 g,en faible quantité,0.01 g,en faible quantité,?,,5,-67%,21 kj(5 kcal),-65%,"0,5",+376%,"0,1",+291%,"1,1",-27%,"0,5",-33%,"0,2",+36%,"0,01",-43%,"0,004",-43%,,,,,35.5%,6.3%,42.6%,12.0%,3.6%,0.0%,96,,['Juventis bio'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,
73,Magdalenas fourrées au cacao,8410087021461,,,,['France'],[],[],,,,,,,,,?,,446,,1866 kj(446 kcal),,23,,"4,9",,54,,31,,"4,2",,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Paupiettes au canard,3700468421887,,,,['France'],[],[],,,,,,,,,?,,190,,795 kj(190 kcal),,13,,"4,7",,1,,"0,6",,18,,"2,1",,"0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Abricots secs naturels - Epicerie d'ici et d'ailleurs - 516g,2600194043692,D,516 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Abricots secs']",['France'],['Abricots'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",0.5 g,en faible quantité,0.02 g,en faible quantité,53.4 g,en quantité élevée,0.02 g,en faible quantité,?,,283,+8%,1184 kj(283 kcal),+8%,"0,5",+3%,"0,02",-67%,"62,6",+8%,"53,4",+18%,"3,4",+10%,"0,02",-43%,"0,008",-43%,1,-71%,B,-71%,45.6%,45.5%,2.7%,4.3%,1.9%,0.0%,38,,"[""Epicerie d'ici et d'ailleurs""]",,,,1,,['Grand Frais'],,,['Turquie'],,,,
76,Pâte à tartiner amandes noisettes - L'Attrape Rêves - 230g,3770001119397,D,230 g,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner aux noisettes', 'Pâtes à tartiner aux amandes', 'Pâtes à tartiner au chocolat', 'Pâtes à tartiner aux noisettes et au cacao']",['France'],"['sucre', 'noisettes 20%', 'amandes 20%', 'cacao dégraissé', 'beurre de cacao', 'stabilisant : sorbitol', ' Traces éventuelles de gluten', 'lait']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,82.7%,11.5%,2.8%,2.4%,0.6%,0.0%,40,,"[""L'Attrape Rêves""]","['Fabriqué en France', 'en:palm-oil-free']",,['E420 - Sorbitol'],4,,,['Fruits à coque'],,,,,,
77,Garbure au jambon de Bayonne - Bixente Ibarra,3482970009844,,,,['France'],[],[],,,,,,,,,?,,47,,197 kj(47 kcal),,"2,1",,"0,8",,"5,43",,0,,"2,65",,"0,73",,"0,292",,,,,,,,,,,,,,['Bixente Ibarra'],"['en:gluten-free', 'Sans conservateurs']",,,,,,,,,,,,
78,Creme saveur vanille - Pommette,3250392590697,,,,['France'],[],[],,,,,,,,,?,,86,,360 kj(86 kcal),,3,,"2,1",,"11,6",,"6,8",,3,,"0,14",,"0,056",,,,,,,,,,,,,,['Pommette'],,['Pots'],,,,,,,,,,,
79,Miel du Pays de Giono,3283081156003,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Sablés Nature - Tasty - 320g,3770000459142,,320 g,,['France'],[],[],,,,,,,,,?,,470,,1966 kj(470 kcal),,26,,12,,51,,20,,"7,6",,"0,38",,"0,152",,,,,,,,,,,,,,['Tasty'],,,,,,,,,,,,,
81,Cranberries séchées sucrées,3700056701940,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Canneberges séchées']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Canard aux cèpes - Les Bories,3416952716222,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Les Bories'],,,,,,,,,,,,,
83,La feuilletée pur beurre - Marie,3166350003430,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes à tarte', 'Pâtes feuilletées']",['France'],"['Farine de blé française', 'eau', 'beurre pâtissier 22%', 'vinaigre', 'sel']",['Non végétalien'],21.2 g,en quantité élevée,14.6 g,en quantité élevée,0.9 g,en faible quantité,1.15 g,en quantité modérée,?,,373,-2%,1561 kj(373 kcal),-2%,"21,2",-2%,"14,6",+29%,38,-1%,"0,9",-40%,"6,6",+13%,"1,15",+14%,"0,46",+14%,19,+15%,E,+15%,75.8%,9.6%,3.8%,2.8%,1.7%,6.3%,51,,['Marie'],,,,3,,,['Lait'],,,,,,
84,Chipolatas,3021990024514,E,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas']",['France'],[],[],27 g,en quantité élevée,11 g,en quantité élevée,0.6 g,en faible quantité,1.5 g,en quantité modérée,?,,299,+25%,1251 kj(299 kcal),+25%,27,+43%,11,+52%,1,-15%,"0,6",-5%,13,-16%,"1,5",-17%,"0,6",-17%,19,+14%,E,+14%,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,,,,,,,,,,,,,,
85,Fronteta - Couchs y toro - 75cl,7804320556000,,75 cl,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Couchs y toro'],,,,,,,,,,,,,
86,Branston Pickles,5060336505001,,,,['France'],[],[],,,,,,,,,?,,63,,264 kj(63 kcal),,0,,0,,14,,12,,0,,"0,6",,"0,24",,,,,,,,,,,,,,['Branston'],,,,,,,,,,,,,
87,compote de pomme - douceur du verger - 710g,12012565,B,710g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Tartes', 'Tartes sucrées', 'Compotes', 'Compotes de pomme', 'Tartes aux pommes']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,67.5%,16.8%,7.5%,4.2%,4.0%,0.0%,84,,['douceur du verger'],"['Approuvé par les familles', 'Approuvé par les familles 2019']",['sans sucre rajouter'],,,,,,,,,,,
88,Canderel,7640110700013,,,['Édulcorants'],['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,73 g,en quantité élevée,0.1 g,en faible quantité,?,,358,+15%,1498 kj(358 kcal),+15%,0,-100%,0,-100%,79,-2%,73,+2%,"9,6",+3851%,"0,1",+168%,"0,04",+168%,14,+4%,D,+4%,,,,,,,,,['Canderel'],,,,,,,,,,,,,
89,"2 escalopes de dinde - Les Fermiers de Loué - 0,156kg",0217291023025,D,"0,156 kg","['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,['Les Fermiers de Loué'],['Label Rouge'],,,,,,,,,,,,
90,"Olives noires dans l'huile d'olive, fraîches, non pasteurisées - Lakonis - 260g",5213003990031,B,260 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives']",['France'],"['Olives noires non pasteurisées 88%', ""huile d'olive*"", 'peu de vinaigre*', 'origan*', 'sel', "" *Issu de l'agriculture biologique""]",[],27.4 g,en quantité élevée,,,,,,,1128,+48%,?,,1128 kj(270 kcal),+42%,"27,4",+49%,,,"2,3",+20%,,,"1,48",+11%,,,,,,,,,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,['Lakonis'],"['Bio', 'Bio européen', 'AB Agriculture Biologique', '100\xa0% produit grec']",['sachet plastique sous vide'],,3,,['Sedona'],,['Atalanti'],['Grèce'],,,,
91,Vegetarischer Gemüse Bratling - dennree - 160g,4021851179277,,160 g,,"['Autriche', 'France']","['Spinat* ', '43%', 'Weizenpaniermehl* ', 'Weizenmehl*', 'Speisesalz', 'Hefe', 'Kurkuma*', 'Sonnenblumenöl*', 'Zwiebeln* ', '6%', 'Tapiokastärke*', 'Karotten* ', '4%', 'Paprika* ', '3%', 'Erbsen* ', '3%', 'Haferflocken*', 'Hühnereiweißpulver*', 'Meersalz', 'Basilikum*', 'Knoblauch*', ' \r*aus kontrolliert biologischer Landwirtschaft', ' \rHinweis für Allergiker: Kann Spuren von Soja enthalten']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",,,,,,,,,?,,155,,649 kj(155 kcal),,7,,1,,15,,2,,5,,"1,4",,"0,56",,,,,,,,,,,,,,['Dennree'],"['Bio', 'Bio européen', 'en:EG-Öko-Verordnung']",['barquette plastique'],,,,,"['Œufs', 'Gluten']",,,,,,
92,Jambon superieur avec couenne,3211330049622,E,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",['France'],[],[],5.4 g,en quantité modérée,1.9 g,en quantité modérée,0.6 g,en faible quantité,1.9 g,en quantité élevée,?,,131,-1%,548 kj(131 kcal),+0%,"5,4",+12%,"1,9",+3%,"0,6",-10%,"0,6",+1%,20,-5%,"1,9",+2%,"0,76",+2%,5,-29%,C,-29%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,"['EMB 29247', 'Saint-Évarzec (Finistère, France)']",,"['Viande Française', 'Viande Porcine Française', 'Qualité supérieure']",,,,,,,,,,,,
93,Cocktail de Fruits de Mer pêche sauvage,3426510000663,,,,['France'],[],[],,,,,,,,,?,,72,,301 kj(72 kcal),,"1,52",,"0,15",,"1,33",,"0,1",,"12,92",,"1,08",,"0,432",,,,,,,,,,,,,,,"['Bio', 'Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,
94,Chouquettes x25,0202497016407,,,,['France'],[],[],,,,,,,,,?,,242,,1013 kj(242 kcal),,12,,"7,6",,28,,14,,"5,4",,"0,56",,"0,224",,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Il pesto di pra - Bruzzone & Ferrari - 90g,8032649300014,C,90 g,"['Epicerie', 'Sauces', 'Sauces Pesto', 'Pestos au basilic']",['France'],[],[],56 g,en quantité élevée,13 g,en quantité élevée,0 g,en faible quantité,1.1 g,en quantité modérée,?,,557,+24%,2330 kj(557 kcal),+25%,56,+27%,13,+99%,3,-49%,0,-100%,"8,9",+88%,"1,1",-55%,"0,44",-55%,18,-8%,D,-8%,77.0%,10.9%,4.6%,4.2%,2.0%,1.4%,56,,['Bruzzone & Ferrari'],['en:gluten-free'],,,,,,,,,,,,
96,Miel de fleurs - Les Délices de Charlie - 350g,3263623816060,B,350 g,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,"['EMB 21231', ""Dijon (Côte-d'Or, France)""]",['Les Délices de Charlie'],['Point Vert'],,,,,,,,,,,,
97,Entrecôte - Charal,2494558041062,E,,"['Viandes', 'Bœuf', 'Entrecôte de boeuf']",['France'],[],[],14.2 g,en quantité modérée,5.6 g,en quantité élevée,0 g,en faible quantité,0.2 g,en faible quantité,?,,205,-2%,858 kj(205 kcal),-2%,"14,2",-4%,"5,6",-15%,0,-100%,0,-100%,"19,6",+2%,"0,2",+33%,"0,08",+33%,2,-35%,B,-35%,97.6%,0.4%,0.8%,0.7%,0.4%,0.3%,3,"['FR 48.099.002 CE', 'Monastier-Pin-Moriès (Lozère, France)', 'FR 49.099.002 CE', 'Cholet (Maine-et-Loire, France)']",['Charal'],,,,,,,,,,,,,
98,Religieuses choco - Carrefour - 200g,0202292017715,,200 g,"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Pâtisseries']",['France'],"['Eau', 'fondant ', 'sucre,sirop de glucose', 'eau', 'préparation pour crème pâtissière ', 'sucre', 'amidon modifié de pomme de terre,LAIT entier en poudre', 'dextrose ', 'blé', 'mais', 'gélifiant : E339-E450', ""poudre de JAUNE D'ŒUFS"", 'épaississant: E401', 'arôme ', 'LAIT', 'colorant: E160a', 'chocolat 8% ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'cacao maigre en poudre', 'émulsifiant: lécithine de tournesol', 'arôme vanille', 'OEUFS entiers', 'farine de blé ', 'GLUTEN', 'beurre ', 'LAIT', 'crème végétale ', 'sucre', 'sirop de glucose', 'huile de palmiste non hydrogénée et totalement hydrogénée', 'LACTOSÉRUM en poudre ', 'LAIT', 'émulsifiants E471E4720', 'LAIT écrémé en poudre', 'protéines de LAIT', 'huile de coco totalement hydrogénée', 'gélifiants:E407-E450', 'amidon', 'stabilisant: E340', 'arômes', ""colorant: caroténoïdes d'origine naturelle"", 'margarine ', 'matières grasses ', 'huiles et graisses végétales raffinées de palme et colza', 'graisse végétale raffinée complètement hydrogénée de coprah', 'eau', 'émulsifiants: E322 ', 'SOJA', ' - E471', 'sucre', 'conservateur: E202', 'acidifiant: E330', 'arômes', 'colorant: E160', 'cacao pâte 2,26%', 'pâte à glacer brune ', 'sucre', 'matière grasse végétale de palme', 'palmiste et karité', 'poudre de cacao maigre', 'émulsifiant: lécithine de tournesol', 'arôme vanille', 'agent foisonnant ', 'sirop de glucose fructose', 'sucre', 'eau', ""jaunes d'œufs"", 'poudre de LAIT entier', 'stabilisant: E420', 'émulsifiant: E472c', 'arôme', 'sirop de glucose de blé', ""blancs d'œufs"", 'crème de LAIT ', 'crème de LAIT', 'stabilisant : E407', 'gélatine de POISSON', 'sel', 'levure chimique ', 'agents levants: E450-E500ii', 'amidon de blé ', 'GLUTEN']","['Huile de palme', 'Non végétalien', 'Non végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Carrefour'],,['Plastique'],"['E14XX - Amidons modifiés', 'E339 - Phosphates de sodium', '', 'Risque élevé de sur-exposition', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E401 - Alginate de sodium', 'E160a - Carotènes mélangés', 'E322i - Lécithine', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E340 - Orthophosphates de potassium', '', 'Risque élevé de sur-exposition', 'E160 - Caroténoïdes', 'E322 - Lécithines', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E420 - Sorbitol', ""E472c - Ester citrique des mono et diglycérides d'acides gras alimentaires"", 'E428 - Gélatine', 'E500ii - Carbonate acide de sodium']",4,Religieuse au chocolat,['Carrefour'],"['Œufs', 'Poisson', 'Gluten', 'Lait', 'Soja', 'JAUNE']",,,['Huile de palme'],,,
99,"Vodka pur grain 37,5° - Novotna - 1.5l",3564700429501,C,1.5 l,"['Boissons', 'Boissons alcoolisées', 'Alcools forts', 'Eaux-de-vie', 'Vodkas']",['France'],"['Eau', 'alcool', 'extraits de plantes']","['Sans huile de palme', 'Peut-être végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,0.0%,41.3%,42.0%,11.2%,3.5%,2.0%,57,,"['Novotna', 'Marque Repère']",,,,3,,['Leclerc'],,,,,,,
100,"Vodka pur grain 37,5° - Novotna - 1.5l",3564700429501,C,1.5 l,"['Boissons', 'Boissons alcoolisées', 'Alcools forts', 'Eaux-de-vie', 'Vodkas']",['France'],"['Eau', 'alcool', 'extraits de plantes']","['Sans huile de palme', 'Peut-être végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,0.0%,41.3%,42.0%,11.2%,3.5%,2.0%,57,,"['Novotna', 'Marque Repère']",,,,3,,['Leclerc'],,,,,,,
101,Iso-FUJI,4926266000324,,,,['France'],[],[],,,,,,,,,?,,365,,1527 kj(365 kcal),,"1,1",,"0,8",,"1,8",,"1,5",,86,,"0,52",,"0,208",,,,,,,,,,,,,,,['Fabriqué en Italie'],,,,,,,,,,,,
