,name,bar_code,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,eco_score,categories,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,traceability_code,markets,packaging,additives,allergens,ingredients_origins,manufacturing,palm_ingredients,generic_name,brand_owner,link,producer_info,origin_detail
1520,Emmental Bio,0208655021382,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],[],[],?,373,1561 kj(373 kcal),29,21,0,0,28,"0,7","0,28",,C,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals']",,29 g,en quantité élevée,21 g,en quantité élevée,0 g,en faible quantité,0.7 g,en quantité modérée,,-1%,-1%,-1%,+7%,-100%,-100%,+1%,+8%,+8%,12,+5%,D,+5%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,
1521,presa pata negra,8410468002096,,['France'],[],[],?,338,1414 kj(338 kcal),22,"7,7",0,0,35,"4,9","1,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522,Pop'n'choc,5060485890010,['en:gluten-free'],['France'],[],[],?,494,2067 kj(494 kcal),"23,4","14,3","66,8",40,"5,2","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1523,Tourton purée de pruneaux,3462459600076,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524,Escargots de Bourgogne préparés à la Bourguignonne - Française de Gastronomie,3576280309029,,['France'],[],[],?,328,1372 kj(328 kcal),31,21,"2,5",1,"9,2","1,3","0,52",['Française de Gastronomie'],C,"['Viandes', 'Préparations de viande', 'Escargots', 'Escargots de Bourgogne', 'Escargots préparés']",,31 g,en quantité élevée,21 g,en quantité élevée,1 g,en faible quantité,1.3 g,en quantité modérée,,0%,-1%,0%,+0%,-24%,-9%,+1%,-6%,-6%,19,+1%,E,+1%,65.7%,14.4%,4.7%,3.9%,2.4%,9.0%,66,,"['FR 89.029.002 CE', 'Bassou (Yonne, France)']",,,,,,,,,,,,
1525,Souris en chocolat,0770324006933,,['France'],[],[],?,570,2385 kj(570 kcal),39,24,57,54,6,3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526,Effervescente Fresca,8002979610756,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1527,Sirop d'érable,0065928012535,,['France'],[],[],?,220,920 kj(220 kcal),0,0,54,48,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1528,Foie Gras de canard de Gascogne,3382561151184,,['France'],[],[],?,535,2238 kj(535 kcal),55,"37,9","1,9","1,8",8,"1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1529,La tablette au maillet,3474340024489,,['France'],[],[],?,557,2330 kj(557 kcal),40,24,36,32,7,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530,Terrine provençale,3458301000231,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1531,Turron de jijona - La Fama,8410152050402,['en:gluten-free'],['France'],[],[],?,516,2159 kj(516 kcal),36,"2,8",36,34,12,"0,03","0,012",['La Fama'],E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron', 'Tourons aux amandes', 'Tourons crémeux aux amandes']",,36 g,en quantité élevée,2.8 g,en quantité modérée,34 g,en quantité élevée,0.03 g,en faible quantité,,-5%,-5%,+1%,-3%,-8%,0%,-22%,-13%,-13%,15,+9%,D,+9%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,,,,,,,,
1532,Terrine de poularde au poivre de timut,3806730002003,,['France'],[],[],?,234,979 kj(234 kcal),18,"6,1","4,1","3,1",15,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533,Socca Nut Mix,5030343833220,,['France'],[],[],?,487,2038 kj(487 kcal),"29,3","3,6","29,1","5,5","20,7",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1534,Sauce Teriyaki,3662317005702,,['France'],[],[],?,64,268 kj(64 kcal),0,0,"14,2","13,3","1,8",7,"2,8",,,"['Epicerie', 'Sauces', 'Sauces Teriyaki']",,0 g,en faible quantité,0 g,en faible quantité,13.3 g,en quantité élevée,7 g,en quantité élevée,,-62%,-62%,-100%,-100%,-50%,-45%,-47%,+13%,+13%,12,-29%,D,-29%,,,,,,,,,,,,,,,,,,,,,
1535,coquilles Saint-Jacques à la bretonne,3418840016773,"['Sans colorants', 'Sans conservateurs', 'en:produced-in-bretagne']",['France'],[],[],?,113,473 kj(113 kcal),"6,6","4,1","8,1","2,3","4,8","0,79","0,316",,,"['Plats préparés', 'Entrées', 'Coquilles Saint-Jacques']",,6.6 g,en quantité modérée,4.1 g,en quantité modérée,2.3 g,en faible quantité,0.79 g,en quantité modérée,,-6%,-8%,+2%,-2%,+16%,+50%,-33%,-4%,-4%,6,+22%,C,+22%,,,,,,,,,,,,,,,,,,,,,
1536,3193840786825,3193840786825,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1537,Truffe fantaisie Bio - Mathez,3481290003136,"['Bio', 'Fabriqué en France']",['France'],[],[],?,633,2648 kj(633 kcal),51,38,35,33,"4,2","0,01","0,004",['Mathez'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538,Artichaud - 50g,3700195600067,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50 g,"['EMB 72328A', 'Sargé-lès-le-Mans (Sarthe, France)']",,,,,,,,,,,,
1539,English Rose - Whittard,5022032103639,,['France'],[],[],?,?,,?,,?,,?,,,['Whittard'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540,Bûche façon millefeuille,3428420008081,,['France'],[],[],?,262,1096 kj(262 kcal),"13,5","6,5",32,"28,8",4,"0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1541,Brain Blasterz -  - 1,5056086589002,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
1542,Mirabelle confiture extra safranée - le safran de la chapelle vicomtesse - 125g,3770005956158,"['Sans arômes artificiels', 'Sans conservateurs']",['France'],"['Ingrédients Mirabelle ', '71,3g de fruits pour 100g', 'sucre', 'safran', ' Teneur total en sucre environ 46,9g', ' Sans conservateurs', 'sans aromes artificiels']",[],?,180,753 kj(180 kcal),"0,1","0,002","46,9",45,"0,3",0,0,"['le safran de la chapelle vicomtesse', 'Plaisir safrané']",A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de prunes', 'Confitures de mirabelles']",3,0.1 g,en faible quantité,0.002 g,en faible quantité,45 g,en quantité élevée,0 g,en faible quantité,,-19%,-20%,-55%,-96%,-13%,-13%,-23%,-100%,-100%,5,-48%,C,-48%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,125g,,,['Verre'],,,['France'],['France'],,,,http://www.lesafrandelachapellevicomtesse.com,,
1543,Feuilleté aux pommes,4027939019015,,['France'],[],[],?,360,1506 kj(360 kcal),"18,9","9,1","42,3","17,7",0,"0,93","0,372",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1544,"Alice Rose Hip Tea 24X(25X1,75G)",8690804027680,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,Foie gras de canard entier du Sud-Ouest à la fleur de sel de Salies de Béarn - Carrefour - 240g6personnes,3560071005559,,['France'],"['Foie gras de canard du Sud-Ouest', 'Porto blanc', 'fleur de sel de Salies de Béarn 0,6%', 'sel', 'Armagnac', 'poivre', 'sucre', ' antioxydant : ascorbate de sodium', 'conservateur : nitrite de sodium']","['Non végétalien', 'Non végétarien']",2067,?,2067 kj(494 kcal),51,23,"2,1","2,1","8,5","1,1","0,44",['Carrefour'],B,"['Poissons et viandes et oeufs', 'Foies gras']",3,51 g,en quantité élevée,23 g,en quantité élevée,2.1 g,en faible quantité,1.1 g,en quantité modérée,-2%,,-3%,-3%,+3%,-10%,+56%,+22%,-9%,-9%,20,-3%,E,-3%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,240 g6 personnes,"['FR 65.304.002 CE', 'Maubourguet (Hautes-Pyrénées, France)']",['Carrefour'],,"['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,,,Foie gras de canard entier du Sud-Ouest à la fleur de sel de Salies de Béarn,,,Fabriqué par Euralis Gastronomie à Maubourguet - EMB 65304E pour Interdis.,
1546,Marshmallow Mateys,0042400069386,,"['France', 'États-Unis']","['Whole grain oat flour', 'sugar', 'corn syrup', 'wheat starch', 'modified cornstarch', 'contains 2 percent or less of salt', 'calcium carbonate', 'dextrose', 'gelatin', 'artificial flavor', 'trisodium phosphate', 'yellow 5', 'red 40', 'blue 1', 'yellow 6', ' vitamins and minerals: ferric orthophosphate ', 'source of iron', 'niacinamide ', 'vitamin b3', 'zinc oxide ', 'source of zinc', 'thiamin mononitrate ', 'vitamin b1', 'calcium pantothenate ', 'vitamin b5', 'pyridoxine hydrochloride ', 'vitamin b6', 'folic acid']","['Non végétalien', 'Non végétarien']",?,382,1598 kj(382 kcal),"2,94",0,"82,35","41,18","5,88","1,69","0,676",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés']",4,2.94 g,en faible quantité,0 g,en faible quantité,41.2 g,en quantité élevée,1.69 g,en quantité élevée,,+10%,+9%,-49%,-100%,+40%,+624%,-38%,+461%,+461%,15,+820%,D,+820%,,,,,,,,,,,,"['E428 - Gélatine', 'E339iii - Phosphate trisodique', 'E102 - Tartrazine', 'E129 - Rouge allura AC', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E110 - Jaune orangé S']",,,,,,MOM Brands Company,,,
1547,Bûche merveilleuse du nord,3475883102009,,['France'],[],[],?,414,1732 kj(414 kcal),"19,2","10,6","55,5","8,2","4,4","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 59.546.030 CE', 'Saint-Sylvestre-Cappel (Nord, France)']",,,,,,,,,,,,
1548,Quadrelli,8032797930255,,['France'],[],[],?,502,2100 kj(502 kcal),"30,33","13,86","51,9","43,77",11,"8,5","3,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1549,"6 Boudins Blancs au Porto - Clermont - 0,750kg",3363710003363,,['France'],[],[],?,224,937 kj(224 kcal),"18,4","7,4","5,6","2,3",9,"1,3","0,52",['Clermont'],D,"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins blancs', 'Boudins noirs', 'Boudin noir sauté']",,18.4 g,en quantité modérée,7.4 g,en quantité élevée,2.3 g,en faible quantité,1.3 g,en quantité modérée,,-8%,-8%,-9%,-5%,+30%,+17%,-13%,-13%,-13%,14,-12%,D,-12%,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,"0,750 kg","['FR 35.182.002 CE', 'Moigné (Ille-et-Vilaine, France)']",,,,,,,,,,,,
1550,100% Cameroon cocoa powder - Whittard,5022032126959,,['France'],[],[],?,370,1548 kj(370 kcal),21,13,9,"0,4",19,0,0,['Whittard'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1551,Les Mini Pommes Rafraîchies Au Calvados 29cl,3493372920019,,['France'],[],[],?,122,510 kj(122 kcal),"0,11","0,06","20,69","20,17","0,05","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1552,Terribe de chevreuil,3349100004004,['Sans additifs'],['France'],[],[],?,332,1389 kj(332 kcal),"20,2","6,8","1,2","0,4","15,2","1,17","0,468",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553,Pessac-Léognan A.O.P.,3330257020153,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1555,Fruit jelly,5425022010335,,['France'],[],[],?,339,1418 kj(339 kcal),"0,1","0,1",83,68,0,"0,07","0,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1556,Spicy thé,8711743529810,['Bio'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1557,8030525002533,8030525002533,['Fabriqué en Italie'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1558,Каша овсяная с клубникой и сливками - Вышний Город,4640008030683,,['France'],[],[],?,416,1741 kj(416 kcal),"9,8","3,1","73,4","19,4","8,6","0,96","0,384",['Вышний Город'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kasha Flacons d'avoine avec 🍓,,,,
1559,Chocolat,00459228,,['France'],[],[],?,454,1900 kj(454 kcal),"22,5","13,5","59,3","55,5","3,1","0,53","0,212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1560,Huile tournesol,3044850508993,,['France'],[],[],?,900,3766 kj(900 kcal),100,11,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561,Infusion orange cynorrhodon et argousier,3760135234776,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1562,Tisane Reine des prés - 100g,3303850003618,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 g,,,,,,,,,,,,,
1563,Jus d'orange pressé,3770008477049,,['France'],[],[],?,?,,?,,?,,?,,,,D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange"", 'Jus de fruits pur jus', ""Jus d'orange pur jus""]",,,,,,,,,,,,,,,,,,,,,,,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,,,,
1564,Saure Lunge - 820g,2300976003493,,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,820 g,,,['Can'],,,,,,,,,,
1565,Chocolat au lait fleur de sel - Les Chocolats de Pauline - 70g,3760077188199,"['Bio', 'Bio européen', 'en:gluten-free', 'Fabriqué en France', 'en:palm-oil-free']",['France'],"['Chocolat au lait"": 99% ', 'pâte de cacao"" et beurre de cacao* 40,5%', 'sucre de canne roux 40,5%', 'poudre de lait entier* 19%', ' fleur de sel de Guérande: 1%']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,578,2418 kj(578 kcal),39,25,48,"46,5","6,1","2,7","1,08",['Les Chocolats de Pauline'],D,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait', 'Chocolats salés', 'Chocolats à la fleur de sel', 'Chocolats au lait salés', 'Chocolats au lait à la fleur de sel']",3,39 g,en quantité élevée,25 g,en quantité élevée,46.5 g,en quantité élevée,2.7 g,en quantité élevée,,+4%,+5%,+11%,+15%,-7%,-4%,-11%,+379%,+379%,37,+35%,E,+35%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,70 g,,,,,,,,,,,,,
1566,Petit légume pour soupe - Florette - 450g,3280222205187,,['France'],[],[],?,?,,?,,?,,?,,,['Florette'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450 g,"['EMB 50267', 'Lessay (Manche, France)']",,,,,,,,,,,,
1567,Miel de châtaigner d'Isère - Les Ruchers du Soleil - 500g,3760255930206,"['Bio', 'Bio européen', 'FR-BIO-01']",['France'],[],[],?,?,,?,,?,,?,,,['Les Ruchers du Soleil'],B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de châtaignier']",,,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,500 g,,,,,,"['France', 'Isère']",,,,,,,
1568,Bûche fruits exotiques,3528161505945,,['France'],[],[],?,153,640 kj(153 kcal),"2,9","2,4",31,26,"0,6","0,04","0,016",,D,"['Desserts', 'Surgelés', 'Biscuits et gâteaux', 'Aliments et boissons de Noël', 'Desserts glacés', 'Gâteaux', 'Bûches de Noël', 'Bûches glacées']",,2.9 g,en faible quantité,2.4 g,en quantité modérée,26 g,en quantité élevée,0.04 g,en faible quantité,,-24%,-23%,-64%,-56%,+8%,+5%,-74%,-68%,-68%,8,-29%,C,-29%,79.8%,13.5%,2.6%,2.8%,1.4%,0.0%,41,,"['EMB 35360C', 'Vitré (Ille-et-Vilaine, France)']",,,,,,,,,,,,
1569,Préparation de poulet andalouse,5414268103024,['Halal'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1570,"Ironmaxx Protein Pudding, Schoko, Pulver",4260426830087,,['France'],[],[],?,370,1548 kj(370 kcal),"1,9","0,5","3,1","1,3",80,"0,21","0,084",['Ironmaxx'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
