,name,bar_code,eco_score,generic_name,quantity,packaging,brand,categories,origin_detail,producer_info,traceability_code,markets,sales_countries,ingredients_list,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,manufacturing,additives,ingredients_origins,allergens,link,palm_ingredients,brand_owner
756,Gaufres - Abricot - Galux - 340g,5412194123451,C,,340 g,"['Barquette', 'Plastique']",['Galux'],"['Biscuits et gâteaux', 'Pâtisseries', 'Gaufres', 'Gaufres fourrées']",,,,,['France'],"[""Préparation à l'abricot 48% "", 'abricot 80%', 'sucre', 'amidon modifié de maïs', 'farine de froment ', 'gluten', 'sucre', 'margarine ', 'eau', 'huiles végétales ', 'palme', 'colza', 'eau', 'beurre', 'UFS', 'farine de soja', 'poudre de lait', 'bicarbonate de sodium', 'sel', 'levure', 'arôme']","['Huile de palme', 'Non végétalien']",4,9.6 g,en quantité modérée,2.3 g,en quantité modérée,5.1 g,en quantité modérée,2.1 g,en quantité élevée,?,,243,-45%,1017 kj(243 kcal),-45%,"9,6",-46%,"2,3",-74%,"35,5",-44%,"5,1",-86%,"3,8",-21%,"2,1",+246%,"0,84",+246%,13,-40%,D,-40%,77.1%,12.7%,5.0%,2.6%,2.6%,0.0%,66,,['Belgique'],"['E14XX - Amidons modifiés', 'E500ii - Carbonate acide de sodium']",,"['Œufs', 'Gluten', 'Lait', 'Soja']",,['Huile de palme'],
757,Flageolets,3435640001914,,,,,,,,,,,['France'],[],[],,,,,,,,,,?,,93,,389 kj(93 kcal),,"0,6",,"0,1",,"13,6",,"0,4",,"5,3",,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,
758,Galettes pour blé noir - bertel - 350g,3337040002754,B,,350 g,['barquette et film plastique'],['Bertel'],"['Crêpes et galettes', 'Galettes', 'Galettes de blé noir']",,,,,['France'],"['Eau', 'farine de blé noir ', '47% après cuisson', '*', 'sel de Guérande', 'huile de tournesol*', ""*Issus de l'agriculture biologiqueFabriqué dans un atelier utilisant : lait"", 'blé ', 'gluten', 'oeuf', 'Conseils: Sortir nos galettes du froid 15 min avant de les déguster', ' Réchauffez-les 1 à 2 min à la poêle avec une noix de beurre-ou garnies selon votre envie']",['Non végétalien'],4,29 g,en quantité élevée,0.2 g,en faible quantité,5.4 g,en quantité modérée,1.2 g,en quantité modérée,?,,150,-15%,628 kj(150 kcal),-15%,29,+646%,"0,2",-87%,29,+6%,"5,4",+653%,"0,2",-97%,"1,2",-9%,"0,48",-9%,5,-3%,C,-3%,31.3%,30.2%,19.0%,10.8%,8.7%,0.0%,96,"['Bio', 'Bio européen', 'FR-BIO-01', 'en:produced-in-bretagne']",['france Bretagne 22690 pleudihen sur rance'],,,,http://www.bertel.fr,,
759,Pomodorini - Selex,8003100865779,,,,,['Selex'],,,,,,['France'],[],[],,,,,,,,,,?,,30,,126 kj(30 kcal),,0,,0,,"4,7",,3,,"1,2",,0,,0,,,,,,,,,,,,,"['Bio', 'Bio européen', 'IT-BIO-008']",,,,,,,
760,Protein 50 - Sponser,7611174440603,,,,,['Sponser'],,,,,,"['France', 'Suisse']",[],[],,,,,,,,,,?,,339,,1418 kj(339 kcal),,"6,5",,3,,20,,"0,7",,50,,"0,81",,"0,324",,,,,,,,,,,,,,,,,,,,
761,Pommes de terre en cubes - U - 280g,3256227459016,A,,280 g,['boîte'],['U'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Céréales et pommes de terre', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Pommes de terre', 'Pommes de terre en conserve']",,,,['Magasins U'],['France'],"['Pommes de terre ', 'France', 'eau', 'sel', 'antioxydants : acide ascorbique', 'méta-bisulfite de sodium ', 'sulfites', ' ']",[],3,0.5 g,en faible quantité,0.1 g,en faible quantité,0.6 g,en faible quantité,0.44 g,en quantité modérée,245,-4%,58,0%,245 kj(58 kcal),-1%,"0,5",+13%,"0,1",+33%,12,-1%,"0,6",+21%,"1,2",-16%,"0,44",-12%,"0,176",-12%,-5,,A,,28.6%,0.0%,23.6%,24.0%,19.8%,4.1%,98,"['Récolté en France', 'Transformé en France']",,['E300 - Acide ascorbique'],,['Anhydride sulfureux et sulfites'],,,
762,SIROP ANANAS,3376370147063,,,,,,,,,"['EMB 21464B', ""Nuits-Saint-Georges (Côte-d'Or, France)""]",,['France'],[],[],,,,,,,,,,?,,361,,1510 kj(361 kcal),,"1,3",,0,,90,,65,,0,,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,
763,Ail au chili - Coop - 120g,7613331742391,,,120 g,['Glas'],"['Coop', 'Qualité & Prix']",,,,,,"['France', 'Suisse']",[],[],,,,,,,,,,?,,118,,494 kj(118 kcal),,"7,1",,0,,"8,5",,0,,"3,7",,"3,9",,"1,56",,,,,,,,,,,,,,,,,,,,
764,Chorizo de bellota ibérico,8437009972052,,,,,,,,,,,['France'],[],[],,,,,,,,,,?,,494,,2067 kj(494 kcal),,"42,9",,"16,26",,"1,4",,"0,5",,"25,6",,"3,73",,"1,492",,,,,,,,,,,,,"['en:gluten-free', 'Sans lactose']",,,,,,,
765,Salade de Gambas aux agrumes - Mer & Saveur,3760056560794,,,,,['Mer & Saveur'],,,,,,['France'],[],[],,,,,,,,,,?,,109,,456 kj(109 kcal),,"7,3",,"0,6",,"8,4",,"7,2",,"2,6",,"1,02",,"0,408",,,,,,,,,,,,,,,,,,,,
766,Grießbrei - RUF - 92g,4002809021220,,,92 g,['Kunststoff'],['RUF'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Desserts', 'Céréales et dérivés', 'Semoules de céréales']",,,,,"['France', 'Allemagne']","['Hartweizengrieß ', '45,4 %', 'Zucker', 'Stärke', 'Emulgator Mono - und Diglyceride von Speisefettsäuren', 'Verdickungsmittel Xanthan', 'Aroma']","[""Pourrait contenir de l'huile de palme"", 'Peut-être végétalien', 'Peut-être végétarien']",4,1.6 g,en faible quantité,1 g,en faible quantité,10.2 g,en quantité modérée,0.13 g,en faible quantité,411,-73%,97,-72%,411 kj(97 kcal),-72%,"1,6",-18%,1,+188%,"16,6",-76%,"10,2",+343%,"3,9",-64%,"0,13",-1%,"0,052",-1%,1,,B,,,,,,,,,,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E415 - Gomme xanthane']",,['Gluten'],,,
767,Aveva light,8032077000968,,,,,,,,,,,['France'],[],[],,,,,,,,,,?,,46,,192 kj(46 kcal),,"1,4",,"0,3",,"7,5",,"5,5",,"0,6",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,
768,Republic of blends Macchiato - 230ml,7610900227990,,Boisson lactée au café fraîchement préparé,230ml,['Frais'],['Republic of Blends'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Produits laitiers', 'Boissons lactées', 'Laits aromatisés', 'Cafés', 'Boissons au café', 'Café froid', 'Macchiato']",,,['CH2406'],"['Monoprix', 'Auchan', 'hyper u', 'super u', 'Utile', 'Monop', 'Match', 'Cora', 'Leclerc']",['France'],"['Lait enrichi de crème 80%', 'café arabica 17%', 'sucre', 'stabilisant phosphate de sodium', 'épaississant carraghénane']",[],4,,,,,,,,,?,,79,-45%,331 kj(79 kcal),-46%,4,+1%,"2,4",-15%,"7,9",-65%,"7,4",-55%,"2,7",-33%,"0,13",-47%,"0,052",-47%,17,+20%,E,+20%,,,,,,,,,['Suisse'],"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",,['Lait'],,,
769,Protifast Flan Courgettes En Cas Hyperproteine 7 Sachets ),3401298331383,,,,,['Protifast'],,,,,,['France'],[],[],,,,,,,,,,?,,358,,1498 kj(358 kcal),,"4,6",,"1,5",,12,,"3,5",,65,,4,,"1,6",,,,,,,,,,,,,,,,,,,,
770,Comté 7mois affinage,0219747026116,D,,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",,,"['EMB 25039', 'Avoudrey (Doubs, France)', 'FR 25.039.003 CE', 'Avoudrey (Doubs, France)', 'EMB 35068J', 'Châteaubourg (Ille-et-Vilaine, France)']",,['France'],[],[],,34 g,en quantité élevée,22 g,en quantité élevée,0.5 g,en faible quantité,0.7 g,en quantité modérée,?,,416,+5%,1741 kj(416 kcal),+6%,34,+4%,22,+1%,"0,5",+8%,"0,5",+80%,27,+7%,"0,7",-28%,"0,28",-28%,13,-3%,D,-3%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,
771,Bonbons tic tac goût menthe extra fraiche x4 packs - Ferrero - 72g,8000500038581,,TIC TAC MENTHE EXTRA FRAÎCHE : Pastilles à la menthe aromatisées,72 g,['Blister'],"['Ferrero', 'TIC TAC']",,,,,,['France'],"['Sucre', 'maltodextrine', 'arômes', 'fructose', 'épaississant: gomme arabique', ' amidon de riz', 'huile essentielle de menthe', ""agent d'enrobage: cire de carnauba""]",['Sans huile de palme'],4,,,,,,,,,1669,,393,,1669 kj(393 kcal),,"0,2",,0,,97,,"90,7",,"0,1",,"0,022",,"0,009",,,,,,,,,,,,,,,"[""E414 - Gomme d'acacia"", 'E903 - Cire de carnauba']",,,,,
772,Kinder mix bucket 198g seau - Ferrero - 198g,8000500304884,,Assortiment de chocolats et barres céréalières enrobées de chocolat,198 g,,"['Ferrero', 'Kinder']",,,,,,['France'],"['K mini chocolat : chocolat supérieur au LAIT 40% ', 'sucre', 'LAIT en poudre', 'beurre de cacao', 'pâte de cacao', 'émulsifiants : lécithines [SOJA] ', ' vanilline', 'sucre', 'LAIT écrémé en poudre', 'huile de palme', 'BEURRE concentré', 'émulsifiants : lécithines [SOJA] ', ' vanilline', 'K Schokobons : chocolat supérieur au LAIT 50% ', 'sucre', 'LAIT en poudre', 'beurre de cacao', 'pâte de cacao', 'émulsifiants : lécithines [SOJA] ', ' arômes', 'sucre', 'LAIT écrémé en poudre', 'huile de palme', 'NOISETTES 5,8%', 'BEURRE concentré', 'chocolat noir ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiants : lécithines [SOJA] ', ' arômes', ""agents d'enrobage "", 'gomme arabique', 'shellac', 'sirop de glucose', 'émulsifiants : lécithines [SOJA] ', ' arômes', 'Kinder moulage 110gr : Chocolat supérieur au LAIT 45% ', 'sucre', 'LAIT en poudre', 'beurre de cacao', 'pâte de cacao', 'émulsifiants : lécithines [SOJA]', 'vanilline', 'LAIT écrémé en poudre', 'sucre', 'graisses végétales ', 'palme', 'karité', 'BEURRE concentré', 'émulsifiants ', 'lécithines [SOJA]', 'vanilline']","['Huile de palme', 'Non végétalien', 'Non végétarien']",4,,,,,,,,,2401,,576,,2401 kj(576 kcal),,"36,6",,"21,2",,"52,5",,"52,2",,"8,3",,"0,28",,"0,112",,,,,,,,,,,,,,,"['E322i - Lécithine', ""E414 - Gomme d'acacia"", 'E904 - Gomme-laque']",,"['Gluten', 'Lait', 'Fruits à coque', 'Soja']",,['Huile de palme'],
773,Poulet Délice - Migros - 1kg,7613312233689,D,,1kg,['Barquette'],['Migros'],"['Viandes', 'Préparations de viande', 'Volailles', 'Produits panés', 'Poulets', 'Préparations au poulet', 'Cordons bleus', 'Cordons bleus de poulet']",,,,,"['France', 'Allemagne', 'Suisse']",[],[],,8 g,en quantité modérée,2 g,en quantité modérée,2 g,en faible quantité,1.7 g,en quantité élevée,?,,178,-16%,745 kj(178 kcal),-16%,8,-27%,2,-30%,12,-14%,2,+20%,14,+2%,"1,7",+31%,"0,68",+31%,5,-3%,C,-3%,76.4%,12.7%,2.3%,2.9%,1.2%,4.4%,39,,,,,,,,
774,Nougat mou,8016225245999,,,,,,,,,,,['France'],[],[],,,,,,,,,,?,,593,,2481 kj(593 kcal),,46,,"27,1",,"35,1",,"27,6",,"7,8",,0,,0,,,,,,,,,,,,,,,,,,,,
775,10 sucettes caramel lait frais - Pierrot Gourmand,3608580954163,E,,,,['Pierrot Gourmand'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Sucettes']",,,,,['France'],"['lait frais ', '53%', 'sucre', 'sirop de glucose', 'beurre', 'sel', 'arôme']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,2.4 g,en faible quantité,0.9 g,en faible quantité,72 g,en quantité élevée,0.12 g,en faible quantité,?,,400,+6%,1674 kj(400 kcal),+5%,"2,4",+142%,"0,9",+69%,93,+4%,72,+1%,0,-100%,"0,12",+18%,"0,048",+18%,14,-5%,D,-5%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,['France'],,,['Lait'],,,
776,Belgian Cuberdon Icecream,5425034945014,,,,,,,,,,,['France'],[],[],,,,,,,,,,?,,111,,464 kj(111 kcal),,"3,7",,"2,2",,21,,"5,3",,"3,1",,"0,14",,"0,056",,,,,,,,,,,,,['Fabriqué en Belgique'],,,,,,,
777,Dattes medjoul,2609923039753,C,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Dattes', 'Dattes medjoul']",,,,,['France'],[],[],,0.2 g,en faible quantité,0 g,en faible quantité,66.5 g,en quantité élevée,0 g,en faible quantité,?,,322,+1%,1347 kj(322 kcal),+1%,"0,2",+2%,0,,75,+0%,"66,5",+0%,"1,8",0%,0,-100%,0,-100%,8,+8%,C,+8%,88.3%,0.0%,4.7%,3.6%,3.3%,0.0%,57,,,,,,,,
778,Framboises entières - U - 450g,3256227095979,,,450 g,['Surgelés'],"['U', 'U Bio']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Surgelés', 'Fruits et produits dérivés', 'Aliments à base de plantes surgelés', 'Fruits', 'Fruits surgelés', 'Fruits rouges surgelés']",,,,"['Magasins U', 'Super U']","['France', 'Espagne']","['Framboises surgelées', ""variété Williamette * Produit issu de l'agriculture biologique""]",[],1,0.5 g,en faible quantité,0.1 g,en faible quantité,4.3 g,en faible quantité,0.01 g,en faible quantité,188,+3%,45,-8%,188 kj(45 kcal),-5%,"0,5",+39%,"0,1",+55%,"4,3",-41%,"4,3",-34%,"1,4",+31%,"0,01",+1%,"0,004",+1%,-10,,A,,,,,,,,,['Bio'],,,,,,,
779,Paillassons pommes de terre oignons - 400g,3492500051618,,,400 g,,,,,,,,['France'],[],[],,,,,,,,,,?,,134,,561 kj(134 kcal),,"7,57",,"2,1",,"12,7",,"1,9",,"3,07",,"0,53",,"0,212",,,,,,,,,,,,,,,,,,,,
780,Sal rosa del Himalaya molida - Dani,8410721447169,B,,,,['Dani'],"['Epicerie', 'Condiments', 'Sels', ""Sels de l'Himalaya""]",,,,,"['France', 'Espagne']",[],[],,,,,,,,,,?,,0,-100%,0 kj(0 kcal),-100%,?,,,,?,,,,?,,,,,,,,,,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,,,,,,,,
781,6 gros oeufs -,3760274730023,D,,,,,"[""Produits d'élevages"", 'Œufs']",,,"['FR 97.607.001 CE', 'Dembeni (Mayotte, France)']",,['France'],[],[],,9.9 g,en quantité modérée,2.6 g,en quantité modérée,0.8 g,en faible quantité,0.33 g,en quantité modérée,?,,142,+8%,594 kj(142 kcal),+7%,"9,9",+5%,"2,6",+8%,"0,8",+18%,"0,8",+65%,"12,6",+2%,"0,33",+25%,"0,132",+25%,-1,,A,,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,,,,,,,,
782,Banana Crisps,4024297290513,,,,,,,,,,,['France'],[],[],,,,,,,,,,?,,532,,2226 kj(532 kcal),,"33,7",,"30,9",,52,,17,,"1,7",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,
783,Poitrine de dinde - Dulano - 100g,20230623,,,100 g,"['Barquette', 'Produkt']",['Dulano'],,,,,,"['France', 'Suisse']",[],[],,,,,,,,,,?,,106,,444 kj(106 kcal),,2,,1,,1,,1,,22,,"2,3",,"0,92",,,,,,,,,,,,,['Fabriqué en Suisse'],,,,,,,
784,Agneau Poivrons grillés & thym,3382564549612,,,,,,,,,,,['France'],[],[],,,,,,,,,,?,,313,,1310 kj(313 kcal),,28,,11,,"1,7",,"0,6",,14,,"1,4",,"0,56",,,,,,,,,,,,,"['Bio', 'Fabriqué en France']",,,,,,,
785,Zero milk Chocolat céréale,5600854627009,,,,,,,,,,,['France'],[],[],,,,,,,,,,?,,464,,1941 kj(464 kcal),,30,,18,,53,,"9,3",,"8,1",,"0,23",,"0,092",,,,,,,,,,,,,,,,,,,,
786,Gnocchi di patate,8019634001897,B,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Gnocchi', 'Gnocchi de pommes de terre']",,,,,['France'],[],[],,0.4 g,en faible quantité,0.1 g,en faible quantité,11.1 g,en quantité modérée,1.8 g,en quantité élevée,?,,166,-1%,695 kj(166 kcal),-1%,"0,4",-71%,"0,1",-73%,37,+12%,"11,1",+825%,"2,6",-38%,"1,8",+59%,"0,72",+59%,11,+208%,D,+208%,46.0%,1.2%,22.2%,18.3%,9.7%,2.6%,97,,,,,,,,
787,6mini muffil milka,3523680280311,,,,,['Milka'],,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,
788,Fromage de chèvre nature - Spar - 125g,5400210188089,E,Fromage de chèvre,125 g,['Plastique'],['Spar'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de chèvre']",,,"['FR 18.194.050 CE', 'Rians (Cher, France)']","['Spar', 'Colruyt']",['France'],"['lait de chèvre pasteurisé', 'protéines de lait de chèvre', 'crème de chèvre pasteurisée', 'sel', 'ferments lactiques', 'présure animale ou coagulant microbien']","['Non végétalien', 'Non végétarien']",3,12 g,en quantité modérée,2.4 g,en quantité modérée,0.9 g,en faible quantité,1.3 g,en quantité modérée,665,-40%,160,-44%,665 kj(160 kcal),-44%,12,-47%,"2,4",-85%,"3,5",+110%,"0,9",-7%,"9,5",-45%,"1,3",-4%,"0,52",-4%,3,-77%,C,-77%,91.6%,3.0%,2.1%,2.1%,0.9%,0.3%,33,,,,,['Lait'],,,
789,Crastan Unsweetened Cappuccino,8007100054010,,,,,,,,,,,['France'],[],[],,,,,,,,,,?,,418,,1749 kj(418 kcal),,12,,11,,56,,28,,19,,"0,6",,"0,24",,,,,,,,,,,,,['en:gluten-free'],,,,,,,
790,Crozets au sarrasin - La lune - 400g,3760150337278,,,400g,['sachet compostable'],['La lune'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes de sarrasin', 'Crozets']",,,,['Sherpa'],['France'],"['farine de BLE tendre ', 'origine FRANCE', ',farine de sarrasin', 'origine UE ou non UE', ',œufs']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",1,1.5 g,en faible quantité,0.2 g,en faible quantité,1.7 g,en faible quantité,0 g,en faible quantité,?,,323,-7%,1351 kj(323 kcal),-7%,"1,5",-43%,"0,2",-66%,66,-4%,"1,7",-15%,"11,2",-9%,0,-100%,0,-100%,-1,,A,,,,,,,,,,['saint jean de maurienne'],,['France et autres pays UE et non UE)'],"['Œufs', 'Gluten']",,,
791,Pistache - 400g,8697992181835,,,400 g,,,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,
792,Rhum blanc agricole Saint Esperance 40° - super u - 1l,3256225635061,C,,1 l,['Bouteille'],"['super u', 'U']","['Boissons', 'Boissons alcoolisées', 'Alcools forts', 'Eaux-de-vie', 'Rhums', 'Rhums français', 'Alcools-blancs', 'Rhums-agricoles-aoc']",,,"['EMB 76351A', 'Havre (Seine-Maritime, France)']",['Magasins U'],['France'],['Rhum des antilles francaises'],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,0.0%,41.3%,42.0%,11.2%,3.5%,2.0%,57,['Conditionné en France'],['Antilles françaises'],,,,,,
793,Délice Moelleux des Montagnards,3265949000505,,,,,,,,,,,['France'],[],[],,,,,,,,,,?,,472,,1975 kj(472 kcal),,29,,"2,4",,37,,33,,13,,"0,06",,"0,024",,,,,,,,,,,,,,,,,,,,
794,Berchtesgadener Land Bio Vanille & Knusper,4101530002802,,,,,['Berchtesgadener Land'],,,,['DE BY-13110 EG'],,['France'],[],[],,,,,,,,,,?,,125,,523 kj(125 kcal),,"4,8",,"2,6",,"15,4",,"11,3",,"4,2",,"0,1",,"0,04",,,,,,,,,,,,,"['Bio', 'Bio européen', 'DE-ÖKO-037']",,,,,,,
795,Maxi calisson de provence -  - 30g,3486722605001,B,,30 g,,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Calissons']",,,,,['France'],"['AMANDES', ""MELONS ET ECORCES D'ORANGES CONFITS "", 'SIROP DE GLUCOSE', 'FRUCTOSE', ' SACCHARROSE', 'CONSERVATEURS E202', 'E220 ACIDE CITRIQUE E330', 'SUCRE', 'SUCRE GLACE', 'HOSTIE ', 'FECULE DE POMME DE TERRE 92%', 'EAU', 'HUILE VEGETALE', ""BLANCS D'OEUFS PARFUNS NATURELS""]","[""Pourrait contenir de l'huile de palme""]",4,17 g,en quantité modérée,1.31 g,en faible quantité,54 g,en quantité élevée,0.11 g,en faible quantité,?,,435,-2%,1820 kj(435 kcal),-2%,17,-5%,"1,31",-19%,62,+2%,54,+9%,"7,29",-5%,"0,11",+115%,"0,044",+115%,16,+10%,D,+10%,43.9%,29.6%,15.5%,7.5%,3.5%,0.0%,95,,,"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition']",,['Fruits à coque'],,,
796,La compote Abricots - Beyer,3299344151326,B,,,,['Beyer'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', ""Compotes d'abricot""]",,,,,['France'],[],[],,0.5 g,en faible quantité,0.1 g,en faible quantité,21 g,en quantité élevée,0.04 g,en faible quantité,?,,95,-8%,397 kj(95 kcal),-7%,"0,5",+126%,"0,1",+310%,22,-4%,21,-3%,"0,8",+17%,"0,04",+97%,"0,016",+97%,0,-100%,B,-100%,35.2%,26.4%,14.9%,14.0%,7.5%,2.0%,96,,,,,,,,
797,Brugge tranches,5400141234749,,,,,,,,,,,['France'],[],[],,,,,,,,,,?,,373,,1561 kj(373 kcal),,31,,19,,0,,0,,25,,2,,"0,8",,,,,,,,,,,,,,,,,,,,
798,Gebäckmischung 200g Packung Papagena,9002859078576,,,,,,,,,,,['France'],[],[],,,,,,,,,,?,,513,,2146 kj(513 kcal),,27,,15,,60,,35,,"5,8",,"0,47",,"0,188",,,,,,,,,,,,,,,,,,,,
799,Yaourt Bi-couche Kiwi,3700817700311,,,,,,,,,,,['France'],[],[],,,,,,,,,,?,,100,,418 kj(100 kcal),,"2,8",,2,,15,,14,,"3,4",,"0,05",,"0,02",,,,,,,,,,,,,,,,,,,,
800,Prawn crackers - Tesco - 60g,5000358754346,,,60 g,,['Tesco'],,,,,,['France'],"['tapioca starch', 'rapeseed on', 'prawn ', 'crustaceanl ', '7 oger se for allergens', 'see ingredients in bold', ' also', 'may contain peanuts and muts storage store in a cool', 'dry place', ' once opened consume within 2 days nutrition as sold % of a bag ', '20g', ' per typical values ri for an 100g ri average aduit 458kj']","['Non végétalien', 'Non végétarien']",,,,,,,,,,?,,549,,2297 kj(549 kcal),,"32,2",,"2,2",,"62,8",,"7,4",,"1,5",,"1,6",,"0,64",,,,,,,,,,,,,,,,,['Crustacés'],,,
801,Heera Pure Butter Ghee (500G),5031416030140,,,,,,,,,,,['France'],[],[],,,,,,,,,,?,,898,,3757 kj(898 kcal),,"99,8",,"63,7",,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,
802,Yaourt aux pêches du Roussillon - Ker Ronan - 125g,3760176402271,,,125 g,,['Ker Ronan'],,,,,,['France'],[],[],,,,,,,,,,?,,105,,439 kj(105 kcal),,3,,"1,9",,"15,6",,"14,8",,4,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,
803,Liquid Table Top Sweetener,7290000504209,,,,,,,,,,,['France'],[],[],,,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,
804,Confiture de fraises,3770001619507,D,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",,,,,['France'],[],[],,0.2 g,en faible quantité,0.2 g,en faible quantité,48 g,en quantité élevée,0 g,en faible quantité,?,,180,-17%,753 kj(180 kcal),-17%,"0,2",-17%,"0,2",+343%,48,-10%,48,-5%,"0,5",+13%,0,-100%,0,-100%,11,+26%,D,+26%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,
805,Nougat de almendra - 200g,2515002080014,,,200 g,,,,,,,,['France'],[],[],,,,,,,,,,?,,430,,1799 kj(430 kcal),,13,,1,,71,,64,,6,,"0,07",,"0,028",,,,,,,,,,,,,,,,,,,,
806,Palet breton pur beurre,3552085005519,C,,,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés', 'Palets']",,,,,['France'],[],[],,32.3 g,en quantité élevée,21.3 g,en quantité élevée,27.4 g,en quantité élevée,0.9 g,en quantité modérée,?,,540,+8%,2259 kj(540 kcal),+9%,"32,3",+27%,"21,3",+30%,"57,6",-5%,"27,4",+6%,"5,4",-8%,"0,9",+3%,"0,36",+3%,25,+4%,E,+4%,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,,,,,,,,
807,Mimondo softi,4100250051862,,,,,,,,,,,['France'],[],[],,,,,,,,,,?,,418,,1749 kj(418 kcal),,"7,4",,"4,3",,85,,61,,"1,2",,0,,0,,,,,,,,,,,,,['Sans colorants'],,,,,,,
808,XL Energy Drink Avec Taurine,5906485301531,,,,,,,,,,,['France'],[],[],,,,,,,,,,?,,47,,197 kj(47 kcal),,"0,5",,"0,1",,11,,11,,"0,5",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,
809,Boy bawang,4809011681200,,,,,,,,,,,['France'],[],[],,,,,,,,,,?,,153,,640 kj(153 kcal),,7,,0,,19,,1,,3,,"0,58",,"0,232",,,,,,,,,,,,,,,,,,,,
