,name,bar_code,packaging,brand,categories,labels,markets,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,traceability_code,allergens,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,additives,nova_score,quantity,eco_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,ingredients_origins,generic_name,manufacturing,link,palm_ingredients,origin_detail,producer_info
1167,Frucht knusper - Berchtesgadener Land - 150g,4101530002093,['Becher'],['Berchtesgadener Land'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits']",,,"['France', 'Allemagne']","['Joghurt', 'Zucker', 'Himbeeren', 'Glucose - Fructose-Sirup', 'Limettensaft aus Limettensaftkonzentrat', 'Weizenvollkornmehl', 'Kakaobutter', 'Vollmilchpulver', 'Reismehl', 'Kakaomasse', 'Süßmolkenpuler', 'Konzentrat aus Rote Bete/Karotten', 'Kokosnussöl Rapsöl', 'Emulgator Sojalecithin', 'Überzugsmittel Gummi arabicum', 'Salz', 'natürliches Aroma', ' Kann zusätzlich Spuren von Schalenfrüchten enthalte']",['Non végétalien'],541,+33%,128,+28%,5,+60%,"16,1",+20%,"4,1",+12%,,"['Gluten', 'Lait']",541 kj(128 kcal),"3,1",14,"0,12","0,048","[""E414 - Gomme d'acacia""]",4,150 g,C,5 g,en quantité modérée,3.1 g,en quantité modérée,14 g,en quantité élevée,0.12 g,en faible quantité,+30%,+57%,+13%,+5%,+5%,5,+79%,C,+79%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,,,,,,,
1168,"Kuchen Meister, Milchbrötchen - Netto - 400g",4101540710001,['Kunststoff'],['Netto'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au lait']",,['Netto'],"['France', 'Allemagne']","['farine de blé', '21 % de lait écrémé', 'sucre', 'oeufs', 'huile de colza', 'laure', 'dextrose', 'lactosérum doux en poudre', 'sel', 'lactose', ""émulsifiants: mono - et diglycérides d'acides gras"", 'stéaroyl-2-lactylate de sodium', ' épaississant: carboxyméthylcellulose', ' arôme naturel', ' Ce produit peut contenir des traces de fruits à coques']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,,356,+1%,12,+5%,51,-4%,"9,5",+11%,,"['Œufs', 'Gluten', 'Lait', 'Fruits à coque']",1490 kj(356 kcal),"1,7",15,"0,675","0,27","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E481 - Stéaroyl-2-lactylate de sodium', '', 'Risque élevé de sur-exposition', 'E466 - Carboxyméthylcellulose']",4,400 g,C,12 g,en quantité modérée,1.7 g,en quantité modérée,15 g,en quantité élevée,0.675 g,en quantité modérée,+1%,-60%,+13%,-34%,-34%,5,-62%,C,-62%,78.8%,12.6%,5.3%,2.8%,0.4%,0.0%,69,,,,,,,
1169,Stollenkonfekt - Kuchenmeister - 350g,4101540717031,,['Kuchenmeister'],,,,['France'],"['Farine de blé', '13% raisins secs', 'sucre', 'dextrose', 'beurre concentré', 'amandes', 'huile de palme""', 'sirop de glucose-fructose', 'huile de colza', 'humectant: sorbitol', ' amidon de blé', ""écorces d'oranges"", 'écorces de citrons', 'levure', ""émulsifiants: mono - et diglycérides d'acides gras"", 'stéaroyl-2-lactylate de sodium', ' arôme naturel', 'sel', 'huile de palme totalement hydrogénée*', ' ', '* huile de palme certifiée durable', "" Ce produit peut contenir des traces d'autres fruits à coques"", ""d'œufs et d'autres produits laitiers""]","['Huile de palme', 'Non végétalien']",?,,427,,20,,59,,"4,9",,,"['Gluten', 'Lait', 'Fruits à coque']",1787 kj(427 kcal),"9,1",30,"0,4","0,16","['E420 - Sorbitol', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E481 - Stéaroyl-2-lactylate de sodium', '', 'Risque élevé de sur-exposition']",4,350g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Huile de palme'],,
1170,"Bio Fromage frais Andechser, Vanille - Andechser Natur",4104060028229,,['Andechser Natur'],,['Bio'],,['France'],[],[],?,,113,,"3,4",,"12,6",,"7,9",,,,473 kj(113 kcal),"2,1","12,6","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,Früchte müsli - Alnatura - 750g,4104420017863,,['Alnatura'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis', 'Céréales aux fruits', 'Mueslis aux fruits']","['Bio', 'Bio européen', 'de:Bio 7 Initiative', 'DE-ÖKO-001']",,"['France', 'Suisse']","['Trockenfrüchte* ', 'Sultaninen*', 'blaue Weinbeeren*', 'Aprikosenstücke*', 'Apfelstücke*', 'Feigenstücke*', 'Weizenvollkornflocken*', 'Hafervollkornflocken*', 'Haselnüsse*\r*aus biologischer Landwirtschaft\rKann Spuren von anderen Nüssen', 'Mandeln', 'Milch', 'Soja und Sesam enthalten']",['Non végétalien'],1394,-18%,?,,"4,2",-60%,"60,9",-1%,"7,8",-19%,,['Gluten'],1394 kj(333 kcal),"0,7","28,3","0,03","0,012",,1,750 g,B,4.2 g,en quantité modérée,0.7 g,en faible quantité,28.3 g,en quantité élevée,0.03 g,en faible quantité,-17%,-74%,+57%,-79%,-79%,1,-71%,B,-71%,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,,,,,,,
1172,Naturreis Langkorn - Alnatura - 500g,4104420018600,,['Alnatura'],['de:Naturreis'],"['Bio', 'Bio européen', 'Agriculture non UE', 'DE-ÖKO-001', 'Agriculture UE', 'Agriculture UE/Non UE']",,"['France', 'Allemagne', 'Suisse']","['Riz naturel longgrain 80 %', 'ris sauvage 20 %', "" Peut contenir des traces d'amande"", 'noisette et sésame']",[],1498,,?,,"2,1",,73,,"9,5",,,,1498 kj(358 kcal),"0,6","1,1","0,02","0,008",,,500 g,,2.1 g,en faible quantité,0.6 g,en faible quantité,1.1 g,en faible quantité,0.02 g,en faible quantité,,,,,,-3,,A,,,,,,,,,,,,,,,
1173,Akazienhonig - Alnatura,4104420024465,,['Alnatura'],,['Bio'],,['France'],[],[],?,,300,,"0,5",,75,,"0,5",,,,1255 kj(300 kcal),"0,1",75,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,Haselnüsse - alnatura - 200g,4104420024984,['Frais'],['Alnatura'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noisettes']",['Bio'],,"['France', 'Allemagne', 'Suisse']",[],[],?,,651,-3%,60,-3%,"5,8",-38%,16,+5%,,,2724 kj(651 kcal),6,"4,1","0,02","0,008",,,200g,D,60 g,en quantité élevée,6 g,en quantité élevée,4.1 g,en faible quantité,0.02 g,en faible quantité,-2%,+25%,-6%,+2%,+2%,3,+410%,C,+410%,92.4%,1.7%,0.0%,3.6%,2.2%,0.0%,45,,,,,,,
1175,Dinkel grunkern - Alnatura,4104420056107,,['Alnatura'],,"['Bio', 'Bio européen', 'DE-ÖKO-001', 'Sans conservateurs']",['Alnatura'],['France'],"['Céréales* ', 'seigle complet égrugé*', 'épeautre ėgruge*', 'farine de seigle complète*', 'épeautre vert égrugé*', 'eau', 'sel marin', 'levure* Sans conservateurs ', ""selon la réglementation bio de l'UE"", ' Peut contenir des traces de soja', 'lait', 'amande', 'fruits à coque et sésame', "" de l'agriculture biologique""]",[],?,,193,,"1,4",,"34,9",,"5,4",,,,808 kj(193 kcal),"0,2",3,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,Tomate suppe - Alnatura,4104420129702,,['Alnatura'],,['Bio'],,['France'],[],[],?,,38,,"1,4",,"4,1",,"1,1",,,,159 kj(38 kcal),"0,2","3,5","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,Kichererbsen-Kokos Eintopf - Alnatura - 400g,4104420142282,"['Dose(n)', 'produkt']",['Alnatura'],"['Conserves', 'Plats préparés', 'Soupes', 'Plats préparés en conserve', 'Soupes en conserve']","['Bio', 'Bio européen', 'Agriculture non UE', 'DE-ÖKO-003', 'Agriculture UE', 'Agriculture UE/Non UE']",,"['France', 'Allemagne', 'Suisse']","['Eau', 'pois chiches 21%', 'lait de coco 11% ', 'extrait de noix de coco 57%', 'eau', 'carottes 9%', 'patate douces 7%', 'pulpe de mangue 7%', 'oignons', 'pois 4%', 'farine de riz', 'sel marin', 'épices', 'curcuma', 'ail', 'cumin', 'gingembre', 'cardamome', 'piment', 'poivre', 'coriandre']",[],?,,86,+69%,"2,8",+39%,11,+149%,"2,8",+26%,,,360 kj(86 kcal),2,"2,5","1,2","0,48",,3,400 g,,2.8 g,en faible quantité,2 g,en quantité modérée,2.5 g,en faible quantité,1.2 g,en quantité modérée,+73%,+197%,+84%,+49%,+49%,4,+88%,C,+88%,,,,,,,,,,,,,,
1178,Alnatura Soya Mango,4104420172944,,['Alnatura'],,"['Bio', 'Végétarien', 'Végétalien']",,['France'],"['Boisson de soja* 79 % ', 'eau', 'fèves de Sola* 14%', 'purée de mangue* 13 sucre de canne brut* jus de fruit de la passion concentré de mais* sel marin', 'cultures de yaourt *de l’agriculture biologique']","['Végétalien', 'Végétarien']",?,,79,,2,,11,,"3,8",,,,331 kj(79 kcal),"0,4","8,9","0,08","0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,Linsen - Lentilles - Alnatura - 400g,4104420187931,['Conserve'],['Alnatura'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Lentilles']","['Bio', 'de:Bio 7 Initiative']",['Alnatura'],"['Autriche', 'France', 'Allemagne']","['Linsen', 'Wasser', 'Meersalz']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,90,-63%,"0,5",-66%,14,-57%,"7,5",-58%,,,377 kj(90 kcal),"0,09","0,5","0,3","0,12",,3,400g,B,0.5 g,en faible quantité,0.09 g,en faible quantité,0.5 g,en faible quantité,0.3 g,en quantité modérée,-63%,-65%,-60%,+4%,+4%,-2,,A,,57.6%,0.0%,16.2%,14.1%,4.5%,7.6%,99,,,,,,,
1180,Apfel saft - Alnatura,4104420208735,,['Alnatura'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de pomme']",['Bio'],,['France'],[],[],?,,44,-4%,"0,5",+205%,11,+1%,"0,5",+135%,,,184 kj(44 kcal),"0,1",10,"0,01","0,004",,,,C,0.5 g,en faible quantité,0.1 g,en faible quantité,10 g,en quantité élevée,0.01 g,en faible quantité,-4%,+212%,-3%,-8%,-8%,4,-3%,C,-3%,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,,,,,,,
1181,Händlmaier Altbayerischer Senf Im Glas 335 ML,4104720001494,,['Händlmaier'],"['Epicerie', 'Sauces']",,,"['France', 'Allemagne']",[],[],?,,199,-16%,"2,7",-85%,"34,6",+249%,"6,4",+138%,,,833 kj(199 kcal),"0,2","25,6","0,5","0,2",,,,,2.7 g,en faible quantité,0.2 g,en faible quantité,25.6 g,en quantité élevée,0.5 g,en quantité modérée,-16%,-91%,+296%,-79%,-79%,6,-48%,C,-48%,,,,,,,,,,,,,,
1182,Creme de maron de l'Ardèche - Auchan - 325g,4134283877687,,['Auchan'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', 'Crèmes de marrons']",,['Auchan'],['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,325g,C,,,,,,,,,,,,,,,,,,66.1%,22.5%,5.7%,3.0%,2.6%,0.0%,66,,,,,,,
1183,Guma Dra?. airwaves - 14g,42070047,,,,,,['France'],[],[],?,,160,,0,,62,,0,,,,669 kj(160 kcal),0,0,,,,,14 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,Orbit - Menta fuerte,42112921,,['Orbit'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Chewing-gum', 'Chewing-gum sans sucres']",,,"['France', 'Espagne']",[],[],?,,142,-11%,0,-100%,"59,1",-6%,0,-100%,,,594 kj(142 kcal),0,0,0,0,,,,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,-11%,-100%,-100%,-100%,-100%,,,,,,,,,,,,,,,,,,
1185,Wrigley's Extra Strawberry Soft Chewing Gum - Ancel,42247838,,['Ancel'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Chewing-gum', 'Chewing-gum sans sucres']","['Peu ou pas de sucre', 'Sans sucre']",,['France'],[],[],?,,158,-1%,0,-100%,"63,6",+1%,0,-100%,,,661 kj(158 kcal),0,0,0,0,,,,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,-1%,-100%,-100%,-100%,-100%,,,,,,,,,,,,,,,,,,
1186,Levure de boulangerie déshydratée - Backfee - 7g,42260912,['Packet'],['Backfee'],"['Additifs alimentaires', 'Levures de boulanger']",,,"['France', 'Allemagne', 'Suisse']","['Levure de boulangerie déshydratée', 'émulsifiant : monostéarate de sorbitane ', 'E491']",[],1443,,344,+62%,"6,6",+99%,"15,3",-20%,"43,4",+101%,,,1443 kj(344 kcal),6,"< 0,1","0,3","0,12","['E491 - Monostéarate de sorbitane', '', 'Risque élevé de sur-exposition']",4,7 g,C,6.6 g,en quantité modérée,6 g,en quantité élevée,0.1 g,en faible quantité,0.3 g,en quantité modérée,+61%,+494%,-92%,+17%,+17%,,,,,35.8%,54.7%,4.4%,2.7%,2.4%,0.0%,60,,Trockenbackhefe,,,,,
1187,Chewing Gum Airwaves Ice Mint,42268321,,['Airwaves'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Chewing-gum', 'Chewing-gum sans sucres']","['Peu ou pas de sucre', 'Sans sucre']",,['France'],"['EOU[CORÂNTSAUX MENTHOL ET MENTHE', ' EDULCORANTS ISOMALTI SIROP bE ASPARTAME', 'SUCRALOSE', 'ACESUIFAMEWK', ' GOMME BASE', ""AGENT D'ENROBAGE CARBONATE DE CALCIUM"", 'ABOMES', 'EMULSIFIANT LEClTHtNE DE SOJA', 'HUMECTANT GLYCÉROL EPAISStSSANT GOMME ARABtOUE', 'COLORANT E171', 'AGENT TENROBAGE CIRE DE CARNAUBA ANTIOXYDANT BHA', 'COLORANT E133', ' CONTIENT UNE SOURCE DE ta unto']",[],?,,144,-10%,0,-100%,"59,9",-5%,0,-100%,,['Soja'],602 kj(144 kcal),0,0,0,0,"['E955 - Sucralose', 'E170i - Carbonate de calcium', 'E171 - Oxyde de titane', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition']",4,,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,-10%,-100%,-100%,-100%,-100%,,,,,,,,,,,,,,,,,,
1188,Epicerie / Petit Déjeuner / Céréales Petit Déjeuner - Alnavit,42280774,,['Alnavit'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']","['Bio', 'Végétarien', 'en:gluten-free', 'Végétalien', 'Sans sucre ajouté', 'Sans lactose']",,['France'],[],"['Végétalien', 'Végétarien']",?,,378,-5%,"1,1",-87%,83,+24%,"7,4",-21%,,,1582 kj(378 kcal),"0,2","1,2","1,35","0,54",,,,C,1.1 g,en faible quantité,0.2 g,en faible quantité,1.2 g,en faible quantité,1.35 g,en quantité modérée,-5%,-91%,-93%,+278%,+278%,5,-7%,C,-7%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,,,,
1189,Dextro energy'to go orange - 68g,42295525,,['Dextro Energy'],,['Fabriqué en Allemagne'],['Colruyt'],"['Belgique', 'France']","['dextrose ', '84 %', 'maltodextrine', ""correcteur d'acidité "", 'carbonate de calcium', 'acidifiant ', 'acide citrique', 'arôme', 'antiagglomérant ', ""sels de magnésium d'acides gras"", 'thiamine', 'riboflavine', 'vitamine B6', 'B12', 'C', 'E', 'niacine', 'biotine', 'acide folique', 'acide panthothénique']",[],?,,360,,"0,6",,87,,0,,,,1506 kj(360 kcal),"0,6",78,0,0,,,68 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,Honest café bio latte -  - 240ml,42357445,['Botella'],,['Boissons'],['Bio'],,"['France', 'Espagne']","['leche desnatada ecológica ', '52%', 'cale soluble ecológico arábica ', '39%', 'nata ecológica 30% de grasa ', '6%', 'azúcar de caña ecológica', 'corrector de acidez bicarbonato potásico', 'estabilizantes goma gellan ', 'huevo', 'carragenanos', 'aromas naturales']",['Non végétalien'],?,,45,-20%,"1,8",+419%,"4,9",-57%,"2,2",+344%,,['Œufs'],188 kj(45 kcal),"1,1","4,9","0,08","0,032","['E501ii - Carbonate acide de potassium', 'E418 - Gomme gellane', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",4,240 ml,,1.8 g,en quantité modérée,1.1 g,en quantité modérée,4.9 g,en quantité modérée,0.08 g,en faible quantité,-22%,+832%,-48%,+93%,+93%,12,+57%,E,+57%,,,,,,,,,,,,,,
1191,Rosinenbrot - Pain aux raisins - Poensgen - 400g,4250208800186,,['Poensgen'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains aux raisins']",['en:gluten-free'],,['France'],"['amidon de froment exempt de gluten', 'raisins secs ', '23%', 'eau', 'sucre', 'huile végétale ', 'huile de colza', 'levure', 'poudre de lait écrémé', 'farine de lupin', 'sirop de caramel', 'épaississant: farine de guar', 'poudre de petit lait sel', 'dextose', 'émulsifiat: lécithine de tournesol', 'conservateur', ' propionate de calcium', ' Dans la production des œufs', 'des fruits à coques et de sésame sont traités']",['Non végétalien'],?,,291,-2%,"4,6",-58%,"57,8",+31%,"3,5",-39%,,"['Lupin', 'Fruits à coque']",1218 kj(291 kcal),"0,5","23,7","0,9","0,36","['E412 - Gomme de guar', 'E322i - Lécithine', 'E282 - Propionate de calcium']",4,400g,C,4.6 g,en quantité modérée,0.5 g,en faible quantité,23.7 g,en quantité élevée,0.9 g,en quantité modérée,-3%,-92%,+39%,+42%,+42%,9,-35%,C,-35%,74.6%,17.9%,4.8%,2.4%,0.4%,0.0%,64,,,,,,,
1192,Schlemmer-Filet Sylter Art - iglo - 380g,4250241202626,['21 PAP'],['Iglo'],"['Produits de la mer', 'Poissons', 'Plats préparés', 'Filets de poissons']","['Nutriscore', 'Nutriscore B', 'Pêche durable', 'Pêche durable MSC']",['REWE'],"['France', 'Allemagne']","['Alaska Seelachs-Filet ', '52%', 'Paniermehl ', 'Weizenmehl', 'Wasser', 'Hefe', 'Salz', 'Traubenzucker', 'Wasser', 'Rapsöl', 'Zwiebeln', 'Palmfett*', 'Speisequarkzubereitung ', 'Speisequark', 'Joghurt mild aus entrahmter Milch', 'Senf ', 'Wasser', 'Senfsaat', 'Branntweinessig', 'Salz', 'Gewürze', 'Paprika ', '2%', 'Weißwein ', '2%', 'Kräuter ', '1%', 'Salz', 'Reisstärke', 'Senfsaat ', '0,6%', 'Zitronensaft aus Zitronensaftkonzentrat', 'Gewürze', 'Zucker', 'getrockneter Glukosesirup', 'Knoblauchpulver', '\r *Dieses Produkt enthält zertifiziertes nachhaltiges Palmfett']","['Huile de palme', 'Non végétalien', 'Non végétarien']",765,+1%,184,-6%,11,-10%,"9,7",+387%,11,-37%,,"['Poisson', 'Gluten', 'Lait', 'Moutarde']",765 kj(184 kcal),"2,5","1,4","1,1","0,44",,4,380 g,,11 g,en quantité modérée,2.5 g,en quantité modérée,1.4 g,en faible quantité,1.1 g,en quantité modérée,-6%,-2%,+202%,-36%,-36%,3,-50%,C,-50%,,,,,,,,,,,https://www.iglo.de/sortiment/fisch/schlemmer-filets/schlemmer-filet-sylter-art#1,,,
1193,"Fruchtjoghurt Mango Vanille, Mango Vanille - Lobetaler BIO-Molkerei - 150g",4250421973032,['Kunststoff'],['Lobetaler BIO-Molkerei'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits']","['Bio', 'Bio européen', 'DE-ÖKO-037']",,"['France', 'Allemagne']",[],[],?,,88,-12%,"3,14",+0%,"11,51",-14%,"3,3",-10%,,,368 kj(88 kcal),"2,34","11,15","0,1","0,04",,,150 g,B,3.14 g,en quantité modérée,2.34 g,en quantité modérée,11.2 g,en quantité modérée,0.1 g,en faible quantité,-11%,+18%,-10%,-12%,-12%,3,+8%,C,+8%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,,,,,,,
1194,Sauce Bolognese - Gefro,4250589700907,,['Gefro'],"['Epicerie', 'Produits à la viande', 'Sauces', 'Sauces à la viande', 'Sauces pour pâtes', 'Sauce tomate à la viande', 'Sauces bolognaises']","['Végétarien', 'Végétalien']",,['France'],[],"['Végétalien', 'Végétarien']",?,,72,-17%,"1,4",-66%,"9,6",+47%,4,-11%,,,301 kj(72 kcal),"0,7","5,6","1,71","0,684",,,,E,1.4 g,en faible quantité,0.7 g,en faible quantité,5.6 g,en quantité modérée,1.71 g,en quantité élevée,-16%,-43%,+18%,+55%,+55%,6,+163%,C,+163%,91.7%,4.0%,1.7%,1.5%,0.7%,0.5%,24,,,,,,,
1195,Graine de citrouille grillees et non salee - Meray,4251032601932,,['Meray'],['Graines de citrouille'],,,['France'],[],[],?,,625,,"51,1",,"1,6",,"35,5",,,,2615 kj(625 kcal),1,"1,6","0,1","0,04",,,,,51.1 g,en quantité élevée,1 g,en faible quantité,1.6 g,en faible quantité,0.1 g,en faible quantité,,,,,,2,,B,,,,,,,,,,,,,,,
1196,Meray Gerösteter Mais Mit Chili,4251032605060,,['Meray'],,,,['France'],"[""meray ÇcriJotcter 'Maia C,tlili 'lìoaated corn chili aus""]",[],?,,436,,"15,1",,"66,5",,"7,4",,,,1824 kj(436 kcal),"6,3",1,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,Amandes grillées salées - Meray,4251032607712,,['Meray'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Amandes', 'Amandes grillées']",,,['France'],[],[],?,,631,+1%,"55,1",+5%,"5,5",-57%,"22,6",+4%,,,2640 kj(631 kcal),"4,7","5,5","1,11","0,444",,,,E,55.1 g,en quantité élevée,4.7 g,en quantité modérée,5.5 g,en quantité modérée,1.11 g,en quantité modérée,+1%,+7%,-2%,+31%,+31%,6,+40%,C,+40%,96.4%,0.5%,1.0%,1.5%,0.7%,0.0%,11,,,,,,,
1198,Carazza 3x - Bifi,4251097400280,,['Bifi'],"['Viandes', 'Charcuteries', 'Saucissons', 'Salamis']",,,"['France', 'Allemagne']",[],[],?,,374,-3%,22,-33%,33,+2043%,11,-46%,,,1565 kj(374 kcal),"9,6","9,3","1,8","0,72",,,,D,22 g,en quantité élevée,9.6 g,en quantité élevée,9.3 g,en quantité modérée,1.8 g,en quantité élevée,-3%,-26%,+1135%,-53%,-53%,22,-7%,E,-7%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,,,,,,
1199,Beef Jerky Sweet & Hot - Jack Link’s - 75g,4251097403106,,['Jack Link’s'],"['Viandes', 'Viandes séchées', 'Viande de bœuf séchée']",['Halal'],,"['France', 'Suisse']","['Ingrédients', ' amie de bœuf', ' sucre', ' sel poudre de sauce de soja ', 'blé', 'fèves de soja', 'sel maltodextrine', ' protéine de maîs hydrolisée', 'extrait de levure', ' Épices', 'arôme', 'sel nitrité  sodique pour saumure ', 'sel conservateur: nitrite de sodium', ' antioxydant ', 'extrait de romanin', "" correcteur d'acidité "", 'acide citrique', ' arôme de fumée']",[],?,,283,+6%,3,-29%,"25,1",+78%,"38,8",-1%,,['Gluten'],1184 kj(283 kcal),"0,4","24,3","3,4","1,36","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique']",4,75g,,3 g,en quantité modérée,0.4 g,en faible quantité,24.3 g,en quantité élevée,3.4 g,en quantité élevée,+7%,-73%,+131%,-7%,-7%,18,+23%,D,+23%,,,,,,,,,,,,,,
1200,Bifi hot saucisse,4251097406060,,['Bifi Hot'],['Matières grasses'],,,['France'],[],[],?,,513,-36%,45,-49%,"2,3",+927%,24,+13459%,,,2146 kj(513 kcal),18,"1,8","4,1","1,64",,,,,45 g,en quantité élevée,18 g,en quantité élevée,1.8 g,en faible quantité,4.1 g,en quantité élevée,-36%,-21%,+1011%,+2003%,+2003%,22,+95%,E,+95%,,,,,,,,,,,,,,
1201,Fit Caps - Superfood Natural Mojo,4251347600491,,['Superfood Natural Mojo'],['Compléments alimentaires'],,,['France'],"['Agent de charge: hydroxypropylméthylcellulose', 'extrat de thé vert ', '14,4%', 'L-carnitine tartrate ', '13,2%', 'bitartrate de choline ', '12,3%', 'extrait de café vert', 'extrait de Garcinia Cambogia', 'charge: cellulose microcristalline', 'extrait de piment ', '6,0%', 'extrait de Mate ', '5,4%', 'Agent de séparation: Dioxyde de silicium et stéarate de magnésium', 'citrate de zinc nicotinamide', 'extrait de poivre', 'de calcium', 'de D-pantothénate', 'mononitrate de thiamine']",[],?,,0,-100%,0,-100%,0,-100%,0,-100%,,,0 kj(0 kcal),0,0,,,"['E464 - Hydroxypropylméthylcellulose', 'E460i - Cellulose microcristalline', 'E572 - Stéarate de magnésium']",4,,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,,-100%,-100%,-100%,,,,,,,,,,,,,,,,,,,,
1202,Natural Mojo Fit Coco,4251347600538,,['Natural Mojo'],,,,['France'],[],[],?,,95,,"2,7",,"6,7",,"9,6",,,,397 kj(95 kcal),"1,3","4,5","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
