,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,quantity,packaging,traceability_code,additives,allergens,nova_score,markets,manufacturing,ingredients_origins,link,palm_ingredients,origin_detail
759,Le petit béret 0.0 - 75cl,3760251403605,['France'],"['Infusion de raisin ', 'eau', 'extrait de raisin', 'jus de aisin 100ml ', '19%', '*', 'sirop de sucre de canne*', 'arômes naturels', 'acidifiants : acide citrique', 'acide malique', 'concentrés ', 'pomme*', 'carthame', '0/']",[],?,42,176 kj(42 kcal),0,0,10,10,0,0,0,,,"['Bio', 'Bio européen', 'BE-BIO-01', 'Point Vert', 'Halal', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75 cl,['Verre'],,"['E330 - Acide citrique', 'E296 - Acide malique']",,4,,,,,,
760,Yerba maté pêche,3770014164087,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,Nutrimag,5400433218662,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,Cornichon pasteurisé en tranches - En Cuisine,3560071125851,['France'],[],[],?,61,255 kj(61 kcal),0,0,"0,6","0,5","1,2","2,1","0,84",['En Cuisine'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons']",,0 g,en faible quantité,0 g,en faible quantité,0.5 g,en faible quantité,2.1 g,en quantité élevée,,+126%,+138%,-100%,-100%,-83%,-81%,+19%,+22%,+22%,4,+84%,C,+84%,,,,,,,,,,,,"['EMB 72090D', 'Connerré (Sarthe, France)']",,,,,,,,,
763,Ballottine de Porc,3346650229017,['France'],[],[],?,229,958 kj(229 kcal),"17,9","6,9","1,9","0,7","15,7","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,Cheverny,3173287457809,['France'],[],[],?,559,2339 kj(559 kcal),34,19,56,54,6,"0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,Raisins secs,8680635005247,['France'],[],[],?,1257,5259 kj(1257 kcal),"0,4","0,1","69,4","69,4","2,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,8000215204639,8000215204639,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,Petite corbeille cadeau,3760202216315,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,Chocolats  fantaisie - Bofrost,3663849301478,['France'],[],[],?,485,2029 kj(485 kcal),"28,6","17,5","52,9","46,7","4,5","0,12","0,048",['Bofrost'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Assortiments de bonbons de chocolat']","['Nutriscore', 'Nutriscore E']",28.6 g,en quantité élevée,17.5 g,en quantité élevée,46.7 g,en quantité élevée,0.12 g,en faible quantité,,-10%,-10%,-15%,-1%,+3%,-0%,-25%,-17%,-17%,26,+4%,E,+4%,,,,,,,,,,,,,,,,,,,,,
769,Huile d'olive,3155700006689,['France'],[],[],?,828,3464 kj(828 kcal),92,"13,2",0,0,0,0,0,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bouteille en verre'],,,,,,,,,,
770,Piselli,8056518200106,['France'],[],[],?,60,251 kj(60 kcal),"0,4","0,1","8,5","2,5","4,2","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,2 Queues de Langouste des Caraïbes,3438630367076,['France'],[],[],?,81,339 kj(81 kcal),"0,8","0,1","0,5","0,5",18,"0,84","0,336",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,8412276000059,8412276000059,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,Bison - Saveurs Forestières - kg,2205331134143,['France'],"['Viande de bison origine UE ou hors UE : 90%', 'barde de porc: 10%']","['Non végétalien', 'Non végétarien']",461,106,461 kj(106 kcal),"1,8","0,6",?,,22,"0,11","0,044",['Saveurs Forestières'],"['Viandes', 'Viandes fraîches']",,1.8 g,en faible quantité,0.6 g,en faible quantité,,,0.11 g,en faible quantité,-38%,-38%,-36%,-83%,-85%,,,+19%,-83%,-83%,,,,,,,,,,,,,,kg,['Barquette Film plastique'],"['FR 72.264.002 CE', 'Sablé-sur-Sarthe (Sarthe, France)', 'FR 71.056.001 CE', 'Branges (Saône-et-Loire, France)']",,,1,['Auchan'],['France'],"['États-Unis', 'U.E']",,,
774,Guatavita de colombia - 500g,4260521520067,"['France', 'Allemagne']",[],[],?,384,1607 kj(384 kcal),0,0,"95,8","95,8","0,2","0,1","0,04",['Guatavita de colombia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500g,['Produkt'],,,,,,,,,,
775,5603725011778,5603725011778,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,AlicIGPanate soavegel,8006704503382,['France'],[],[],?,252,1054 kj(252 kcal),12,"1,4",24,"4,1",12,"0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,Eau,03410776,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,Drumstick,5010478100213,['France'],[],[],?,412,1724 kj(412 kcal),6,"3,9","88,1","60,5","0,1","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,Mini bouchées,3162150031277,['France'],[],[],?,530,2218 kj(530 kcal),"35,3","19,5","43,6","0,9","8,5","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,Noisettes au chocolat - La fabrique d’Eugénie - 150g,3266055147009,['France'],"['Sucre', 'chocolat noir 21% ', 'caceo 54% min', ' ', 'masse et beurre de caceo', 'sucre', 'émulsifiant : lécithine de SOJA', 'pate de praliné 21% ', 'NOISETTE', 'sucre', 'émulsifiant : lécithine de SOJA', 'NOISETTE grillée 15%', 'beurre de cacao', 'amidon de riz', ""stabilisant : gomme d'acacia"", 'colorants : E100', 'E120', ""agents d'enrobage : E901"", 'E903', 'E904', 'arome naturel de vanille', ' Peut contenir dautres fruits à coque', 'gluten', 'oeuf', 'arachides', 'lait']","['Non végétalien', 'Non végétarien']",2138,511,2138 kj(511 kcal),26,7,60,57,"5,5","0,01","0,004",['La fabrique d’Eugénie'],['Noisettes pralinées'],['en:contient des traces de fruits à coque et gluten'],26 g,en quantité élevée,7 g,en quantité élevée,57 g,en quantité élevée,0.01 g,en faible quantité,,,,,,,,,,,22,,E,,,,,,,,,,,150g,"['Carton', 'plastique']",,"['E322i - Lécithine', ""E414 - Gomme d'acacia"", 'E100 - Curcumine', 'E120 - Acide carminique', ""E901 - Cire d'abeille"", 'E903 - Cire de carnauba', 'E904 - Gomme-laque']","['Fruits à coque', 'Soja']",4,,,,,,
781,3564700491706,3564700491706,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Film en plastique'],,,,,,,,,,
782,Levure,3760123160056,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,Cacahuètes cuites - Exostar - 500g,3700294600791,['France'],['Arachides'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1331,318,1331 kj(318 kcal),"2,2","3,1","21,3","2,5","13,5","0,8","0,32",['Exostar'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Surgelés', 'Fruits à coques et dérivés', 'Aliments à base de plantes surgelés', 'Fruits à coques', 'Cacahuètes', 'Arachides surgelés']",,2.2 g,en faible quantité,3.1 g,en quantité modérée,2.5 g,en faible quantité,0.8 g,en quantité modérée,-45%,-47%,-46%,-95%,-57%,+36%,-57%,-44%,-16%,-16%,-1,-117%,A,-117%,D,91.0%,1.7%,3.2%,2.0%,2.2%,0.0%,45,,500 g,"['Sachet', 'Plastique', 'surgelé']",,,['Arachides'],1,['Paris Store'],,['Viêt Nam'],,,
784,Infusion au chanvre - pop CBND,5430001360288,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,['pop CBND'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,papaye - exotica,8432175137434,['France'],[],[],?,?,,?,,?,,?,,,['Exotica'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,Bûche glacée - Monoprix Gourmet - 490g,3350033780859,['France'],"['Sorbet à la clémentine plein fruit ', '61,2%', ': jus de clémentine 42,8% - sucre - eau - dextrose - sirop de glucose déshydraté - jus de citron - stabilisants : hydroxypropylméthylcellulose', 'farine de graines de caroube', 'gomme guar', 'gomme xanthane', ' Crème glacée à la vanille Bourbon ', '24,5%', "": eau - sucre - crème fraiche - beurre concentré - sirop de glucose déshydraté - lait écrémé en poudre lactose et protéines de lait - jaune d'oeuf - extrait de vanille Bourbon - émulsifiant: mono - et diglycérides d'acides gras - stabilisants: farine de graines de caroube"", 'gomme guar - grains de vanille Bourbon épuisée', "" Biscuit à l'amande "", '9,7%', "": sucre - blanc d'oeuf - amande en poudre 1,5% - farine de blé - fécule de pomme de terre - beurre - poudre de blanc d'oeuf - stabilisant: gomme xanthane - gluten de blé"", "" Inclusions de cubes d'écorces d'orange confits "", '4%', "": cubes d'écorces d'orange confits 2,6 % "", ""écorces d'orange 1,3%"", 'sucre liquide', 'sirop de glucose-fructose', ' - eau - sucre', ' Décor ', '0,6%', ': sucre - beurre de cacao - sirop de glucose-fructose - eau - concentrés colorants ', 'radis', 'pomme', 'cassis', 'carthame', 'citron', ' - extrait de spiruline - lait entier en poudre - huile de pépins de raisins - cacao en poudre - amidon de mais - arôme naturel de vanille - acidifiant : acide citrique - gélifiant: pectines', "" Traces d'autres fruits à coque"", 'soja et arachides', ' Les informations en gras sont destinées aux personnes intolérantes ou allergiques']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,182,761 kj(182 kcal),"4,4","2,5",34,30,"1,7","0,06","0,024","['Monoprix Gourmet', 'Monoprix']","['Desserts', 'Surgelés', 'Aliments et boissons de Noël', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Bûches de Noël', 'Bûches glacées']",,4.4 g,en quantité modérée,2.5 g,en quantité modérée,30 g,en quantité élevée,0.06 g,en faible quantité,,-9%,-8%,-46%,-54%,+19%,+21%,-27%,-52%,-52%,8,-29%,C,-29%,B,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,490 g,"['Boîte en plastique', 'Etui en carton']","['EMB 68201A', 'Masevaux (Haut-Rhin, France)']","['E464 - Hydroxypropylméthylcellulose', 'E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E415 - Gomme xanthane', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique', 'E440 - Pectines']","['Œufs', 'Gluten', 'Lait']",4,['Monoprix'],,,,,
787,Punch Coco Isautier,3283770557524,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,Gran mugnaio pizza nera ai cereali gf,8002213007878,['France'],[],[],?,354,1481 kj(354 kcal),"3,3","0,6","64,6","2,2","13,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,8710447169186,8710447169186,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,Timotei Shampooing Femme Reflets Naturels - 300ml,8710522643990,['France'],"['Aqua', 'Sodium Laureth Sulfate', 'Cocamidopropyl Betaine', 'Sodium Chloride', 'Lawsonia Inermis Leaf Extract', 'Parfum', 'Sodium Benzoate', 'Citric Acid', 'Guar Hydroxypropyltrimonium Chloride', 'Disodium EDTA', 'PPG-6', 'Sodium Hydroxide', 'Alpha-Isomethyl Ionone', 'Linalool', 'CI 14700', 'CI 19140', 'CI 42090']",[],?,?,,?,,?,,?,,,['Timotei'],,['Point Vert'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shampoing Femme,300 ml,['Bouteille'],,"['E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E412 - Gomme de guar', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition']","['Gs1:T4078:AI', 'Gs1:T4078:BP']",4,,,,,,
791,Rustiche all'aperto da galline allevate senza,8002790008411,['France'],[],[],?,128,536 kj(128 kcal),"8,7","3,2",12,"0,5","0,5","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,Chocolat,3700840181156,['France'],[],[],?,457,1912 kj(457 kcal),34,"19,1","52,2","40,3","6,2","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,Panettone - Carrefour Bio,8012666059089,['France'],[],[],?,378,1582 kj(378 kcal),17,9,49,26,"6,1","0,58","0,232",['Carrefour Bio'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']","['Bio', 'Bio européen', 'IT-BIO-007', 'AB Agriculture Biologique']",17 g,en quantité modérée,9 g,en quantité élevée,26 g,en quantité élevée,0.58 g,en quantité modérée,,+1%,+1%,+13%,+0%,-5%,+0%,-11%,+32%,+32%,19,+2%,E,+2%,C,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,,,,,['Carrefour'],,,,,
794,Vitamine C,3400935668486,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,Farfalles à la bolognaise BIO - MADERN - 280,3355570004246,['France'],[],[],?,112,469 kj(112 kcal),"2,4","0,89","15,7","2,51","5,24","0,457","0,183",['MADERN'],,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,['Carton'],,,,,,['Toulon'],['Sud France'],,,
796,Colin d’Alaska façon meunière - Carrefour,3560071239640,['France'],"[""Colin d'Alaska MSC 77%"", 'farine de blé', 'huiles végétales de tournesol et de colza', 'amidon modifié de maïs et de pomme de terre', 'gluten de blé', 'sel', 'amidon de pomme de terre et de tapioca', 'lactose et protéines de lait', 'épaississants : méthylcellulose - gomme guar - gomme xanthane', 'arômes', 'dextrose', 'colorants: caroténoïdes - extrait de paprika - curcumine', 'sucre', 'persil déshydraté', 'poudres à lever : diphosphates et carbonates de sodium', ""poudre d'œuf entier""]","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,146,611 kj(146 kcal),"5,8","0,6",11,"0,9",13,"1,2","0,48",['Carrefour'],"['Produits de la mer', 'Poissons', 'Préparations de poisson']","['Nutriscore', 'Nutriscore B', 'Pêche durable', 'Pêche durable MSC']",5.8 g,en quantité modérée,0.6 g,en faible quantité,0.9 g,en faible quantité,1.2 g,en quantité modérée,,-25%,-24%,-51%,-81%,+37%,-40%,+10%,+2%,+2%,1,-84%,B,-84%,,,,,,,,,,,,['MSC-C-50004'],"['E14XX - Amidons modifiés', 'E461 - Méthylcellulose', 'E412 - Gomme de guar', 'E415 - Gomme xanthane', 'E160 - Caroténoïdes', 'E160c - Extrait de paprika', 'E100 - Curcumine', 'E450i - Pyrophosphate de sodium acide', 'E500 - Carbonates de sodium']","['Gluten', 'Lait']",4,['Carrefour'],,,,,
797,Bad brückenauer Mineralwasser,4001784015354,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,Cocotte de volaille,3700428492971,['France'],[],[],?,84,351 kj(84 kcal),"4,8","2,2",3,"1,5","6,8","0,86","0,344",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,Douwe Egbert's Pure Indulgence Instant Coffee 190G - Douwe Egberts,8711000279410,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,3",0,"0,2",0,0,['Douwe Egberts'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,Le superieur,3302740256028,['France'],[],[],?,115,481 kj(115 kcal),"2,8",1,"0,5","0,5",22,"1,8","0,72",,,"['Nutriscore', 'Nutriscore C']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,Brebis BIO des Basques,2204373036149,['France'],[],[],?,450,1883 kj(450 kcal),38,28,2,"0,5",25,"1,7","0,68",,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 64.259.100 CE', 'Hélette (Pyrénées-Atlantiques, France)']",,,,,,,,,
802,Vanilla Flavour Sugar (10-CT),4002809008450,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,pain spécial au levain - neuhauser - 500g,12482863,['France'],"['farine ', 'BLE', 'SEIGLE', 'eau LEVAIN ', 'eau', 'farine de SEIGLE complet farine de SEIGLE', 'graines de lin ', '4,3 %', ""flocons d'ORGE"", 'graines de tournesol ', '3,5 %', 'flocons dAVOINE', 'extrait de malt ', ""malt d'ORGE eaul"", 'sel', 'flocons de SEIGLE', 'levure', 'sirop de caramel', 'sirop de sucre inverti', ""émulsifiant: mono - et diglycérides d'acides gras"", ""régulateur d'acidite : acétate de sodium"", 'agent de traitement de la farine: acide ascorbique']","[""Pourrait contenir de l'huile de palme""]",1013,241,1013 kj(241 kcal),"4,9","0,8",38,"2,3","7,7",1,"0,4",['Neuhauser'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains']",,4.9 g,en quantité modérée,0.8 g,en faible quantité,2.3 g,en faible quantité,1 g,en quantité modérée,-26%,-27%,-27%,-20%,-32%,-31%,-41%,-19%,-22%,-22%,-2,-139%,A,-139%,,,,,,,,,,500 g,"['Plastique', 'Sachet en plastique']",,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E262i - Acétate de sodium', 'E300 - Acide ascorbique']",['Gluten'],4,,['Allemagne'],"['Avoine', 'Lin', 'Orge', 'Seigle', 'Tournesol']",,,
804,VS LAFONTAN - BAS-ARMAGNAC - 70cl,3241850008182,['France'],[],[],?,?,,?,,?,,?,,,['BAS-ARMAGNAC'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70 cl,['VERRE'],,,,,['ALDI'],,,,,
805,Pois chiches grillés,8696173094216,['France'],[],[],?,96,402 kj(96 kcal),"7,9","1,1","55,2",0,"22,1",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Pois chiches']",,7.9 g,en quantité modérée,1.1 g,en faible quantité,0 g,en faible quantité,,,,-49%,-49%,+161%,+181%,+134%,-100%,+117%,,,,,,,B,56.9%,0.0%,16.0%,22.6%,4.5%,0.0%,96,,,,,,,,,,,,,
806,Fèves de cacao,3760057473123,['France'],[],[],?,350,1464 kj(350 kcal),15,15,54,41,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,Single Malts Scotch Collection,5774540821108,['France'],[],[],?,460,1925 kj(460 kcal),23,15,56,50,"2,6",,,,"['Boissons', 'Boissons alcoolisées', 'Alcools forts', 'Eaux-de-vie', 'Whiskys', 'Whisky écossais']",,,,,,,,,,,+161%,+146%,+22900%,,+42648%,,+2242%,,,,,,,C,0.0%,41.3%,42.0%,11.2%,3.5%,2.0%,57,,,,,,,,,,,,,
808,Florea Les infusions vertueuses,3175681216129,['France'],[],[],?,?,,?,,?,,?,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,Multicroquettes - Carrefour,3560071082178,['France'],[],[],?,?,,?,0,?,0,?,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,
810,The Red Italian Edition Red Bull 250ml,90415111,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,8718951344310,8718951344310,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,Riz Long,8847100980014,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,Bloc de foie gras de canard du Sud ouest,3701011402582,['France'],[],[],?,471,1971 kj(471 kcal),"48,8",18,2,"1,5","5,5","1,3","0,52",,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard']",,48.8 g,en quantité élevée,18 g,en quantité élevée,1.5 g,en faible quantité,1.3 g,en quantité modérée,,-8%,-8%,-8%,-20%,-14%,+11%,-21%,+7%,+7%,20,-3%,E,-3%,B,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,,,,,,,,
814,Bbmix benessere barretta bio,8028618002706,['France'],[],[],?,469,1962 kj(469 kcal),28,"2,2",41,41,"9,5",0,0,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,Gruyere IGP France - Franprix - 150g,3263858754915,['France'],[],[],?,396,1657 kj(396 kcal),32,21,0,0,27,1,"0,4",['Franprix'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Fromages de France', 'Gruyères français', 'Gruyère IGP France']",['IGP'],32 g,en quantité élevée,21 g,en quantité élevée,0 g,en faible quantité,1 g,en quantité modérée,,-0%,-0%,-1%,-1%,-100%,-100%,+7%,+10%,+10%,13,+1%,D,+1%,D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,150 g,"['Barquette', 'Opercule en plastique']","['EMB 39558', 'Vevy (Jura, France)', 'FR 39.558.001 CE', 'Vevy (Jura, France)']",,,,['Franprix'],,,,,
816,Mejillones escabeche origen galicia,8436541132016,['France'],[],[],?,179,749 kj(179 kcal),11,"1,4","1,3","1,05",20,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,Rockstar Energy,4060800200563,['France'],[],[],?,3,13 kj(3 kcal),0,0,"0,7",0,"0,2","0,1","0,04",,"['Boissons', 'Boissons énergisantes']",,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.1 g,en faible quantité,,-92%,-91%,-100%,-100%,-91%,-100%,+38%,-13%,-13%,1,-91%,B,-91%,,,,,,,,,,,,,,,,,,,,,
818,Limonade,3770013801181,['France'],[],[],?,31.2,131 kj(31 kcal),0,0,"7,5","7,5",0,0,0,,"['Boissons', 'Boissons gazeuses', 'Sodas', 'Limonades']",,0 g,en faible quantité,0 g,en faible quantité,7.5 g,en quantité élevée,0 g,en faible quantité,,+1%,+4%,-100%,-100%,+0%,+3%,-100%,-100%,-100%,10,-2%,E,-2%,,,,,,,,,,,,,,,,,,,,,
819,tadim graine de tournesol,8690787901113,['France'],[],[],?,559,2339 kj(559 kcal),"39,3",6,"18,1","4,7","27,4","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,Courgettes cuisinées à la provençale,3083681103564,['France'],[],[],?,68,285 kj(68 kcal),"3,7","0,4","6,4","5,9","1,8","0,61","0,244",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,Pavés marinés echalote,0210735021526,['France'],[],[],?,?,,?,,?,,?,,,,,"['Nutriscore', 'Nutriscore B']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,Boudins blancs au porto,3483190091947,['France'],[],[],?,225,941 kj(225 kcal),16,"5,5","3,2","2,1",14,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Barquette', 'Film en plastique']","['EMB 85059B', 'Châtaigneraie (Vendée, France)']",,,,,,,,,
823,01118759,01118759,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,Huile d'olive,3760056270549,['France'],[],[],?,900,3766 kj(900 kcal),"99,8","15,1",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,Lay’s,6281036002037,['France'],[],[],?,528,2209 kj(528 kcal),20,"15,2",4,2,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,Flacon rechargeable,4027900400033,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,Thé vert earl grey,5014328061907,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,Figues violettes Pain d’épices - L'atelier Bernard Marot,3760280490386,['France'],[],[],?,151,632 kj(151 kcal),"0,2",0,"35,4","32,1",1,"0,18","0,072","[""L'atelier Bernard Marot""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,Fleur de lupin,3770011963294,['France'],[],[],?,506.9,2121 kj(506 kcal),38,"30,3","26,7","9,9","9,9","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
