,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,quantity,packaging,categories,ingredients_origins,markets,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,link,additives,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,labels,manufacturing,allergens,traceability_code,origin_detail,producer_info,palm_ingredients
860,Carrefour,3560070939671,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,Carrefour,3560070939701,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,Carrefour,3560070938032,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,Adult / Sauce - Carrefour - 400g,3560070931309,['Carrefour'],['France'],"['Aux cabillaud et aux crevettes : Viandes et sous-produits animaux', 'céréales', 'poissons et sous-produits de poissons ', 'cabillaud 4%', 'mollusques et crustacés ', 'crevettes 4%', 'substances minérales', 'sucres', 'extraits de protéines végétales']","['Non végétalien', 'Non végétarien']",?,?,?,?,?,400 g,,,,['Carrefour'],,,,,,,,,,,,,,Aliment complet pour chat.,,,,,,,,,,,,,,,,,,,,,,,,,,"['Sans arômes artificiels', 'Sans colorants artificiels', 'Sans colorants ni arômes artificiels']",,"['Crustacés', 'Poisson', 'Mollusques']",,,Fabriqué en France par EMB 22 067 G / FR 22 067 005 pour Interdis.,
864,Carrefour,3560070930326,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,Carrefour,3560070922840,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,Carrefour,3560070923526,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,Carrefour,3560070911523,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,Carrefour,3560070909407,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,Carrefour,3560070909193,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,Carrefour,3560070909223,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,Carrefour,3560070909254,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,Carrefour,3560070909285,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,Carrefour,3560070909315,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,Carrefour,3560070909346,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,Carrefour,3560070909377,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,Carrefour,3560070909018,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,Carrefour,3560070909049,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,Carrefour,3560070909070,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,Carrefour,3560070909100,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,Carrefour,3560070909131,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,Carrefour,3560070909162,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,Carrefour,3560070908479,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,Carrefour,3560070908509,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,Carrefour,3560070908448,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,Carrefour,3560070907786,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,Carrefour,3560070908028,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,Carrefour,3560070908080,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,Carrefour,3560070907724,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,Carrefour,3560070907755,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,Carrefour,3560070903627,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,Carrefour,3560070900398,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,Carrefour,3560070900428,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,Chew bones - Carrefour - 220g,3560070892914,['Carrefour'],['France'],['100% Peau de buffle'],[],?,?,?,?,?,220 g,,,,['Carrefour'],,,,,,,,,,,,,,Article à mastiquer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fabriqué en Chine / importado por NIF:A-28425270 pour Interdis.,
894,Chew bones - Carrefour - 14cm75g,3560070892761,['Carrefour'],['France'],['100% Peau de buffle'],[],?,?,?,?,?,14 cm75 g,,,,['Carrefour'],,,,,,,,,,,,,,Article à mastiquer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['NON', 'EMB 59599', 'Tourcoing (Nord, France)']",,Fabriqué en Chine par 3300PF039 et importé par EMB 59599 pour Interdis.,
895,Carrefour,3560070891207,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,Carrefour,3560070891146,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,Carrefour,3560070891023,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,Carrefour,3560070890842,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,Carrefour,3560070890668,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,Carrefour,3560070890361,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,Carrefour,3560070886418,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,Carrefour,3560070881550,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,Carrefour,3560070881642,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,Carrefour,3560070881437,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,Carrefour,3560070868018,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,Carrefour,3560070868049,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,Carrefour,3560070868070,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,Carrefour,3560070852826,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,Carrefour,3560070838554,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,Carrefour,3560070838783,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,Carrefour,3560070831784,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,Carrefour,3560070830756,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,Adult / Terrine - Carrefour - 800g,3560070821464,['Carrefour'],['France'],"['Viandes et sous-produits animaux ', ' dont foie 4% min', 'volaille 4% min', ' ', 'céréales', 'substances minérales', 'extraits de protéines végétales', 'sucres']","['Non végétalien', 'Non végétarien']",?,?,?,?,?,800 g,,,,['Carrefour'],,,,,,,,,,,,,,Aliment complet pour chat.,,,,,,,,,,,,,,,,,,,,,,,,,,"['Sans arômes artificiels', 'Sans colorants artificiels']",,,,,Fabriqué en France par EMB 22 067 G / FR 22 067 005 pour Interdis.,
914,Carrefour,3560070818655,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,Carrefour,3560070817085,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,Carrefour,3560070817146,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,Carrefour,3560070817054,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,Carrefour,3560070812271,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,Carrefour,3560070802746,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,Carrefour,3560070802685,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,Carrefour,3560070802715,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,Carrefour,3560070772728,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,Carrefour,3560070772759,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,Carrefour,3560070771332,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,Carrefour,3560070761425,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,Carrefour,3560070757688,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,Carrefour,3560070757572,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,Carrefour,3560070757626,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,Carrefour,3560070757657,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,Carrefour,3560070754359,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,Carrefour,3560070754380,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,Carrefour,3560070742752,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,Carrefour,3560070742783,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,Carrefour,3560070742813,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,Carrefour,3560070743148,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,Carrefour,3560070743179,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,Carrefour,3560070742639,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,Carrefour,3560070742455,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,Carrefour,3560070742516,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,Carrefour,3560070742547,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,Carrefour,3560070742578,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,Carrefour,3560070742608,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,Carrefour,3560070734672,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,Carrefour,3560070734702,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,Carrefour,3560070734610,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,Carrefour,3560070734559,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,Carrefour,3560070734498,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,Carrefour,3560070734436,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,Carrefour,3560070734283,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,Carrefour,3560070734016,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,Carrefour,3560070733958,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,Carrefour,3560070733897,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,Carrefour,3560070733835,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,Carrefour,3560070733682,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,Carrefour,3560070733620,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,Carrefour,3560070733569,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,Carrefour,3560070724147,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,Carrefour,3560070720965,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,Carrefour,3560070717125,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,Carrefour,3560070717156,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,Carrefour,3560070717217,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,Carrefour,3560070717248,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,Carrefour,3560070717309,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,Carrefour,3560070717361,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,Carrefour,3560070703852,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,Carrefour,3560070688142,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,Carrefour,3560070688265,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,Carrefour,3560070688029,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,Carrefour,3560070688081,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,Carrefour,3560070687961,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,Carrefour,3560070687237,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,Carrefour,3560070679935,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,Carrefour,3560070671854,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,Carrefour,3560070671885,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,Carrefour,3560070671946,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,Carrefour,3560070671977,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,Carrefour,3560070672004,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,Carrefour,3560070663187,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,Carrefour,3560070663637,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,Carrefour,3560070664689,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,Carrefour,3560070662913,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,Carrefour,3560070662975,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,Carrefour,3560070663125,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,Carrefour,3560070635450,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,Carrefour,3560070605316,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,Carrefour,3560070600212,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,Carrefour,3560070600243,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,Carrefour,3560070600069,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,Carrefour,3560070571932,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
