,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,eco_score,brand,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,allergens,nova_score,quantity,additives,manufacturing,markets,link,palm_ingredients,generic_name,ingredients_origins,traceability_code
481,Oeufs - Grand Frais,3770000468397,['France'],['OEUFS DE POULES O ÉLEVÉES EN PLEIN Ail'],[],?,1,4 kj(1 kcal),3,3,3,3,3,"1,03","0,412","['Bio', 'Bio européen', 'AB Agriculture Biologique']",C,['Grand Frais'],"[""Produits d'élevages"", 'Œufs']",3 g,en quantité modérée,3 g,en quantité modérée,3 g,en faible quantité,1.03 g,en quantité modérée,,-99%,-99%,-68%,+25%,+342%,+517%,-76%,+292%,+292%,5,,C,,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,,['Œufs'],,,,,,,,,,
482,Miel de Corse - Miellat du Maquis - Antoine Piacentini - 500g,3770000500080,['France'],['Miel'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,?,,?,,?,,?,,,"['AOP', 'Fabriqué en France']",A,['Antoine Piacentini'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels français', 'Miels de miellat', 'Miels de Corse', 'Miels liquides']",,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,"['Bocal', 'Verre', 'métal']",,2,500 g,,['France'],,,,,"['France', 'Corse']",
483,Melange paëlla - 40g,3770000505528,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40 g,,,,,,,,
484,Mélange Pain d'épices - 40g,3770000505535,['France'],[],[],?,?,,?,,?,,?,,,['Bio'],,,"[""Mélange pour pain d'épices""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40 g,,,,,,,,
485,Cannelle tuyaux made in india - Idbio - 50g,3770000506587,['France'],[],[],?,?,,?,,?,,?,,,['Bio'],,['Idbio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50g,,,,,,,,
486,Delice vegetal aubergine poivron baies roses - Id Bio,3770000506693,['France'],"[""INGREDlENTs Aubergines' "", '42%', ' eau', ' de toŒnesol oléique•', "" huile d'olivet"", "" farine de jus de citron'"", ""baies roses' "", '0', '13%', 'poiwe noir* ', ""romarin' thymi"", 'piment*', "" Issu de l'agriculture biologique""]",[],?,117,490 kj(117 kcal),"8,6","1,1",8,3,"0,8","0,8","0,32",['Bio'],,['Id Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,Pickles legumes primeurs piment d'espelette,3770000506785,['France'],[],[],?,31,130 kj(31 kcal),"0,2","0,03","5,1","3,9","0,9","0,6","0,24","['Bio', 'en:gluten-free']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,Houmous bio - Pot bio,3770000528251,['France'],[],[],?,?,,?,,?,,?,,,['Bio'],A,['Pot bio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Produits artisanaux', 'Houmous']",,,,,,,,,,,,,,,,,,,,,,,51.0%,18.6%,11.1%,13.1%,4.9%,1.3%,91,"['Bocal', 'Verre']",,,,,"['Bretagne', 'France']",,,,Purée de pois chiche,,
489,Miel,3770000529012,['France'],[],[],?,340,1423 kj(340 kcal),0,0,82,82,"0,3",4,"1,6",,B,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",0 g,en faible quantité,0 g,en faible quantité,82 g,en quantité élevée,4 g,en quantité élevée,,+17%,+17%,-100%,-100%,+7%,+18%,-8%,+24591%,+24591%,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,
490,Banania,3770000535105,['France'],[],[],?,78,326 kj(78 kcal),"1,6","0,9",12,"11,3","3,6","0,1","0,04","['en:gluten-free', 'Sans colorants', 'Sans conservateurs']",,['Banania'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,Brassé Fraise - Snyv - 1,3770000535143,['France'],[],[],?,110,460 kj(110 kcal),"3,3",2,"16,7","13,9","3,3","0,1","0,04",['Sans colorants'],,['Snyv'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,"['EMB 80001D', 'Abbeville (Somme, France)']"
492,Milk Kiss pêche,3770000535167,['France'],[],[],?,110,460 kj(110 kcal),"3,3",2,"16,7",14,"3,3","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,Milk' kiss saveur vanille,3770000535174,['France'],[],[],?,111,464 kj(111 kcal),"3,3",2,17,"14,5","3,3","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,MILK KISS brassé fraise gourdes,3770000535181,['France'],"['Lait entier ', 'lait', 'crème', ' ', '74%', ' :SUcre : yaourt ', '5%', ' ', 'dont lait', ' purée de fraise ', '5%', ' ', ' sirop de glucose-fructose', ' amidon modifié: protéines de lait: acidifiant: acide lactique', ' épaississants: pectine', 'caroube', 'gomme gellane', ' arômes naturels ', 'lait', ' concentré de minéraux du lait: concentré de cassis', 'pomme et radis', ' vitamine D', ' les ferments du yaourt ont été détruits par le procédé haute température']",['Non végétalien'],?,110,460 kj(110 kcal),"3,3",2,"16,4","13,9","3,3","0,1","0,04",,,['Milk Kiss'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lait'],4,,"['E14XX - Amidons modifiés', 'E270 - Acide lactique', 'E440 - Pectines', 'E418 - Gomme gellane']",,,,,,,
495,Milk' kiss - Snyv - 480g (6 * 80g e),3770000535198,['France'],"['Lait entier ', 'lait', 'crème', ' ', '74 %', ' ', ' sucre ', ' yaourt ', '5%', ' ', 'dont lait', ' : purée de framboise ', '5 %', ' ', ' sirop de glucose-fructose ', ' amidon modifié ', ' protéines de lait ', ' acidifiant : acide lactique ', ' épaississants : pectine', 'caroube', 'gomme gellane ', ' arômes naturels ', 'lait', ' ', ' concentré de minéraux du lait ', ' jus concentré de carotte pourpre', ' concentré de cassis', 'pomme et radis', ' vitamine D']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,110,460 kj(110 kcal),"3,3",2,17,"13,9","3,3","0,1","0,04","['Sans arômes artificiels', 'Fabriqué en France', 'Sans colorants artificiels', 'Sans colorants ni arômes artificiels', 'Sans colorants', 'Sans conservateurs', 'en:Lait-francais-french-milk']",C,"['Snyv', ""Milk' kiss""]","['Boissons', 'Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Boissons lactées', 'Laits', 'Boissons fermentées', 'Boissons lactées fermentées', 'Yaourts', 'Yaourts à boire', 'Boissons avec sucre ajouté', 'Boissons sans sucre ajouté']",3.3 g,en quantité modérée,2 g,en quantité modérée,13.9 g,en quantité élevée,0.1 g,en faible quantité,,+53%,+51%,+119%,+112%,+50%,+30%,+14%,-6%,-6%,21,+31%,E,+31%,67.5%,13.2%,8.7%,6.1%,3.6%,1.0%,32,"['Carton', 'Plastique', 'boîte']",['Lait'],4,480 g (6 * 80 g e),"['E14XX - Amidons modifiés', 'E270 - Acide lactique', 'E440 - Pectines', 'E418 - Gomme gellane']",['France'],['Super U'],,,Produit laitier à la framboise,['France'],"['FR 80.001.008 CE', 'Abbeville (Somme, France)']"
496,MILK'KISS brassé pêche gourdes,3770000535204,['France'],"['Lait entier ', 'lait', 'crème', 'origine : France', ' ', '74%', ' ', ' sucre ', ' ', '59+', ' ', 'dont lait', ' ', ' purée de pèche protéines de lait ', ' amidon modifié ', ' aci$fiant : acide lactique ', ' épaississants : pectine', 'gomme gellane', 'caroube ', ' arômes naturels ', 'lait', ' ', ' concentré de minéraux du lait ', ' colorant naturel : bêta-carotène ', ' vitamine 03', ' Les ferments du yaourt ont été détruits par le procédé haute température']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,88,368 kj(88 kcal),"2,6","1,6","13,3","11,1","2,6","0,08","0,032","['Sans arômes artificiels', 'Sans colorants', 'Sans conservateurs']",,['MILK kiss'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lait'],4,,"['E14XX - Amidons modifiés', 'E270 - Acide lactique', 'E440 - Pectines', 'E418 - Gomme gellane', 'E160ai - Bêta-carotène']",,,,,,,
497,MILK'KISS brassé vanille gourdes,3770000535211,['France'],"['Lait entier ', 'lait', 'crème', ' ', '77%', ' ', ' sucre', ' sirop de glucose-fructose ', ' yaourt* ', '5%', ' ', 'dont lait', ' ', ' amidon modifié ', ' protéines de lait ', ' acidifiant : acide lactique ', ' épaississants : pectine', 'caroube', 'gomme gellane ', ' arômes naturels de vanille et autres arômes naturels ', ' arôme naturel ', 'lait', ' ', ' concentré de minéraux du lait ', ' béta-carotène ', ' vitamine D', ' * les ferments du yaourt ont été détruits par le procédé haute température']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",460,?,460 kj(110 kcal),"3,3",2,"16,4","13,7","3,5","0,1","0,04","['Sans arômes artificiels', 'Sans colorants', 'Sans conservateurs']",,['Milk Kiss'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lait'],4,,"['E14XX - Amidons modifiés', 'E270 - Acide lactique', 'E440 - Pectines', 'E418 - Gomme gellane', 'E160ai - Bêta-carotène']",,,,,,,
498,Caramel de vie,3770000540673,['France'],[],[],?,392,1640 kj(392 kcal),"8,5",6,78,64,"2,5","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,Sirop de Kiwi - Crozet - 75cl,3770000559194,['France'],"['Sucre', 'eau', 'jus de kiwi', 'arôme', 'acidifiant : acide citrique', 'colorant : E102', 'E133']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,?,,?,,?,,?,,,,A,['Crozet'],"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de kiwi', 'Boissons avec sucre ajouté']",,,,,,,,,,,,,,,,,,,,,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,"['Bouteille', 'Verre']",,4,75 cl,"['E330 - Acide citrique', 'E102 - Tartrazine', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition']","['Thizy', 'France']",['Carrefour'],,,,,"['EMB 69248', 'Thizy (Rhône, France)']"
500,Sel rose de l'himalaya,3770000561012,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,Mélange 4 baies,3770000561050,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,Miel de fleurs,3770000600018,['France'],[],[],?,?,,?,,?,,?,,,,B,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,
503,Longessaigne 2011 - Guillaume Durdilly - 75cl,3770000602029,['France'],['Sulfites'],['Sans huile de palme'],?,?,,?,,?,,?,,,['AOP'],B,['Guillaume Durdilly'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges', 'Vins français', 'Beaujolais']",,,,,,,,,,,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,"['Bouteille', 'Verre']",['Anhydride sulfureux et sulfites'],3,75 cl,,,,,,Vin rouge Beaujolais,"['France', 'Beaujolais']",
504,Yaourt au sucre de canne,3770000613308,['France'],[],[],?,91,381 kj(91 kcal),"2,8","1,9","12,5","11,5",4,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 35.288.001 CE', 'Saint-Malo (Ille-et-Vilaine, France)']"
505,Macarons de Boulay - F. Alexandre,3770000629002,['France'],['Amandes - sucre - blanc d’œuf'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,400,1674 kj(400 kcal),"19,7","1,48",49,"41,6","10,5","0,03","0,012",['en:gluten-free'],D,['F. Alexandre'],"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Macarons']",19.7 g,en quantité modérée,1.48 g,en faible quantité,41.6 g,en quantité élevée,0.03 g,en faible quantité,,-6%,-6%,+11%,-67%,-12%,-17%,+23%,-79%,-79%,14,-20%,D,-20%,88.9%,5.7%,2.0%,2.2%,1.2%,0.0%,37,"['Carton', 'boîte', 'Plastique']","['Œufs', 'Fruits à coque']",3,,,,,,,,,
506,Macarons de Boulay -  - 500g,3770000629019,['France'],"[""amandes - sucre - blanc d'œuf""]","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,400,1674 kj(400 kcal),"19,7","1,48",49,"41,6","10,5","0,03","0,012",,D,,"['Desserts', 'Biscuits et gâteaux', 'Pâtisseries', 'Macarons']",19.7 g,en quantité modérée,1.48 g,en faible quantité,41.6 g,en quantité élevée,0.03 g,en faible quantité,,-6%,-6%,+11%,-67%,-12%,-17%,+23%,-79%,-79%,14,-20%,D,-20%,88.9%,5.7%,2.0%,2.2%,1.2%,0.0%,37,,"['Œufs', 'Fruits à coque']",3,500 g,,,,,,,,
507,Macarons de Boulay - 250g,3770000629026,['France'],"[""amandes - sucre - blanc d'oeuf""]","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,400,1674 kj(400 kcal),"19,7","1,48",49,"41,6","10,5","0,03","0,012",,D,['Macarons De BOulay'],"['Desserts', 'Biscuits et gâteaux', 'Pâtisseries', 'Macarons']",19.7 g,en quantité modérée,1.48 g,en faible quantité,41.6 g,en quantité élevée,0.03 g,en faible quantité,,-6%,-6%,+11%,-67%,-12%,-17%,+23%,-79%,-79%,9,-49%,C,-49%,88.9%,5.7%,2.0%,2.2%,1.2%,0.0%,37,,"['Œufs', 'Fruits à coque']",3,250 g,,,,,,,,
508,Macarons de Boulay,3770000629033,['France'],[],[],?,400,1674 kj(400 kcal),"19,7","1,48",49,"41,6","10,5","0,03","0,012",,D,,"['Desserts', 'Biscuits et gâteaux', 'Pâtisseries', 'Macarons']",19.7 g,en quantité modérée,1.48 g,en faible quantité,41.6 g,en quantité élevée,0.03 g,en faible quantité,,-6%,-6%,+11%,-67%,-12%,-17%,+23%,-79%,-79%,14,-20%,D,-20%,88.9%,5.7%,2.0%,2.2%,1.2%,0.0%,37,,,,,,,,,,,,
509,3770000636468,3770000636468,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,Couteaux à l'eau de vie de cidre - Conserverie la Paimpolaise,3770000648225,['France'],[],[],?,210,879 kj(210 kcal),18,10,"3,2","0,2","8,8","1,1","0,44",,,['Conserverie la Paimpolaise'],"['Conserves', 'Couteaux']",18 g,en quantité modérée,10 g,en quantité élevée,0.2 g,en faible quantité,1.1 g,en quantité modérée,,+83%,+88%,+245%,+762%,-38%,-89%,+9%,+26%,+26%,15,+3429%,D,+3429%,,,,,,,,,,,,,,,,,,,
511,Tartinable Berniques et rouget grondin au whisky - La Paimpolaise - 80g,3770000648256,['France'],"['crème ', 'lait', 'rouget grondin 33%', 'berniques 17%', 'ail', 'beurre', 'whisky 1', '2%', 'sel de Millac', 'persil', ""huile d'olive"", 'algues ', 'agar agar', 'wakamé', 'poivre']",['Non végétalien'],?,239,1000 kj(239 kcal),21,11,"3,6","0,2","8,9","1,1","0,44",,,['La Paimpolaise'],"['Produits de la mer', 'Poissons']",21 g,en quantité élevée,11 g,en quantité élevée,0.2 g,en faible quantité,1.1 g,en quantité modérée,,+25%,+26%,+86%,+366%,+73%,-65%,-51%,-28%,-28%,16,+132%,D,+132%,,,,,,,,['Verre'],['Lait'],4,80 g,['E406 - Agar-agar'],,,,,Tartinable Berniques et rouget grondin au whisky,,
512,Foie de lotte au lard fumé - La Paimpolaise,3770000648263,['France'],"['Foie de lotte 94%', 'Lard fumé 4% sel', 'agar agar', 'poivre']",[],1343,325,1343 kj(325 kcal),29,4,"6,2","0,2","9,7","1,4","0,56",,,['La Paimpolaise'],"['Produits de la mer', 'Poissons', 'Foies de poissons', 'Foies de lotte']",29 g,en quantité élevée,4 g,en quantité modérée,0.2 g,en faible quantité,1.4 g,en quantité modérée,,+5%,+3%,-10%,-45%,+91%,-69%,+10%,+41%,+41%,13,+4%,D,+4%,,,,,,,,"['Pot', 'Verre']",,4,,['E406 - Agar-agar'],,,,,,,
513,Morue aux amandes de mer grillées,3770000648348,['France'],[],[],?,203,849 kj(203 kcal),17,10,"3,8","0,2","8,8","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,Bulots aux aromate sur et capucines - L'atelier Du Cuisinier - 80g,3770000648607,['France'],"['29 capucines 470', 'sel de Millac', 'vinaigre', 'algues ', 'agar agar', 'wakamé', 'poivre', 'aromates 0*0370 ', 'coriandre', 'thym', 'laurier']",[],?,195,816 kj(195 kcal),15,"9,5",3,"0,5",12,"1,7","0,68",,,"[""L'atelier Du Cuisinier""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,80g,['E406 - Agar-agar'],,,,,,,
515,Langoustines au foie gras et piment d'espelette - La Paimpolaise Conserverie,3770000648744,['France'],"['crème ', 'lait', 'langoustines 28% ', 'crustacés', 'aiglefin ', 'poisson', 'foie gras de canard 5%', ""huile d'olive"", 'sel de Millac', 'eau de vie de cidre', 'algues ', 'agar agar', 'wakamé', ""piment d'Espelette 0,5%""]","['Non végétalien', 'Non végétarien']",?,201,841 kj(201 kcal),17,"9,7","1,9","0,1",10,"1,175","0,47",,E,"['La Paimpolaise Conserverie', 'La Paimpolaise']","['Produits de la mer', 'Crustacés', 'Terrines', 'Langoustines', 'Spécialités à base de langoustine']",17 g,en quantité modérée,9.7 g,en quantité élevée,0.1 g,en faible quantité,1.18 g,en quantité modérée,,,+168%,+2642%,+4391%,+459%,-31%,-37%,+60%,+60%,16,,D,,88.4%,0.0%,2.5%,6.2%,1.2%,1.6%,18,,"['Crustacés', 'Poisson', 'Lait']",4,,['E406 - Agar-agar'],,,,,,,
516,Soupe de poissons - La Paimpolaise - 790g,3770000648973,['France'],"['Eau', 'poissons 28 %', 'tomate', 'oignon', 'poireau', 'ail', 'concentré de tomate', ""huile d'olive"", 'sel de Millac', 'poivre', 'piment', 'thym et laurier']","['Non végétalien', 'Non végétarien']",?,58,243 kj(58 kcal),"2,9","0,6",2,1,"5,9","0,59","0,236",,E,['La Paimpolaise'],"['Plats préparés', 'Soupes', 'Soupes à réchauffer', 'Soupes de poissons']",2.9 g,en faible quantité,0.6 g,en faible quantité,1 g,en faible quantité,0.59 g,en quantité modérée,,+21%,+22%,+53%,+34%,+10%,+54%,+14%,-33%,-33%,-1,-215%,A,-215%,89.9%,2.6%,1.2%,5.2%,0.8%,0.3%,25,,['Poisson'],3,790 g,,"['Paimpol', 'Bretagne', 'France']",,,,,,
517,Thé vert à la menthe - L'îlot Thé - 100g,3770000660050,['France'],[],[],?,?,,?,,?,,?,,,"['Bio', 'Bio européen', 'Commerce équitable', 'Fairtrade International', 'FR-BIO-01', 'Max Havelaar']",B,"[""L'îlot Thé""]","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts', 'Infusions', 'Thés à la menthe', 'Thés verts à la menthe']",,,,,,,,,,,,,,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,100 g,,,,,,,,
518,Maté à l'orange,3770000660371,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,Fleurs hibiscus,3770000660401,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,"['Bio', 'Bio européen', 'Commerce équitable', 'FR-BIO-01', 'Max Havelaar']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,Anostéké Brune - Brasserie du Pays Flamand - 33cl,3770000661217,['France'],"[""Contient du malt d'orge""]",[],?,?,,?,,?,,?,,,"['Concours général agricole', ""Médaille d'argent du Concours général agricole"", ""Médaille d'argent du concours général agricole 2012""]",C,['Brasserie du Pays Flamand'],"['Boissons', 'Boissons alcoolisées', 'Produits artisanaux', 'Bières', 'Alcools artisanaux', 'Bières françaises', 'Bières artisanales', 'Bières brunes']",,,,,,,,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,"['Bouteille', 'Verre']",['Gluten'],3,33 cl,,"['Nord', 'France']",,,,,,
521,Anostéké Saison - Brasserie du Pays Flamand - 33cl,3770000661224,['France'],"[""Contient du malt d'orge""]",[],?,?,,?,,?,,?,,,"['Déconseillé à certaines catégories de personnes', 'World Beer Awards', 'en:World Beer Awards 2016', 'Déconseillé aux femmes enceintes']",C,['Brasserie du Pays Flamand'],"['Boissons', 'Boissons alcoolisées', 'Produits artisanaux', 'Bières', 'Alcools artisanaux', 'Bières françaises', 'Bières artisanales', 'Bières blondes', 'Saison']",,,,,,,,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,"['Bouteille', 'Verre']",['Gluten'],3,33 cl,,['France'],['Intermarché'],,,,,
522,Anostéké Prestige - Brasserie du Pays Flamand - 33cl,3770000661460,['France'],"[""Contient du malt d'orge""]",[],?,?,,?,,?,,?,,,['Déconseillé aux femmes enceintes'],C,['Brasserie du Pays Flamand'],"['Boissons', 'Boissons alcoolisées', 'Produits artisanaux', 'Bières', 'Alcools artisanaux', 'Bières françaises', 'Bières artisanales', 'Bières blondes']",,,,,,,,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,"['Bouteille', 'Verre']",['Gluten'],3,33 cl,,['France'],['Intermarché'],,,,,
523,Yaourt vanille,3770000669046,['France'],[],[],?,?,,?,,?,,?,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-10']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,MIEL PEYI A - 650g,3770000676013,['France'],[],[],?,307,1284 kj(307 kcal),0,0,"76,4",0,"0,4",,,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650 g,,,,,,,,
525,Confiture tamarin,3770000690286,['France'],[],[],?,258,1079 kj(258 kcal),0,0,60,60,1,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,Mandarine rhum miel - 250g,3770000690347,['France'],[],[],?,206,862 kj(206 kcal),0,0,50,48,"0,6","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250 g,,,,,,,,
527,Effilé de canard aux pommes caramelisées - 120g,3770000713213,['France'],[],[],?,125,523 kj(125 kcal),"6,3","1,9","3,3","2,9",13,"1,04","0,416",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120 g,,,,,,,,
528,Pluriel de Foie Gras aux Oranges Confites - Le Médaillon Corrézien - 120g,3770000713473,['France'],"['Foie gras de canard 94 %', 'orange confite 4 %', 'oranges', 'sel 1 %', 'poivre']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,?,,?,,?,,?,,,"[""Prix Épicures de l'Épicerie Fine Argent 2015""]",D,['Le Médaillon Corrézien'],"['Plats préparés', 'Poissons et viandes et oeufs', 'Produits à la viande', 'Plats préparés à la viande', 'Foies gras', 'Plats à la volaille', 'Plats au canard', 'Foies gras de canard']",,,,,,,,,,,,,,,,,,,,,,,80.1%,13.0%,2.0%,3.0%,1.1%,0.8%,38,"['Bocal', 'Verre', 'métal']",,3,120 g,,,"[""Aire d'autoroute""]",,,Pluriel de Foie Gras aux Oranges Confites,,"['FR 19.081.001 CE', 'Eyrein (Corrèze, France)']"
529,L'Élixir,3770000732153,['France'],[],[],?,8,33 kj(8 kcal),"0,01","0,01","2,2","2,1","0,01",0,0,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,Jus de pomme,3770000755077,['France'],[],[],?,45,188 kj(45 kcal),0,0,11,0,"0,2",,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,Lentilles blonde de SAINT-FLOUR,3770000792119,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,Sandwich arôme jambon fumé et fromage,3770000832297,['France'],[],[],?,478,2000 kj(478 kcal),23,14,"20,4","0,6","46,5","0,44","0,176",,D,,"['Sandwichs', 'Sandwichs garnis de charcuteries', 'Sandwichs au fromage', 'Sandwichs au jambon', 'Sandwichs Jambon Fromage']",23 g,en quantité élevée,14 g,en quantité élevée,0.6 g,en faible quantité,0.44 g,en quantité modérée,,+90%,+89%,+111%,+237%,-21%,-81%,+315%,-71%,-71%,16,+47%,D,+47%,75.0%,14.2%,6.0%,2.8%,1.5%,0.4%,47,,,,,,,,,,,,
533,Chips oignons,3770000832709,['France'],[],[],?,397,1661 kj(397 kcal),"13,1","1,1","15,6","3,9","45,1","4,1","1,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,Blinis arôme saumon -,3770000832785,['France'],[],[],?,353,1477 kj(353 kcal),"5,7","1,9","18,4","7,5","56,3","4,88","1,952",,B,,"['Snacks', 'Snacks salés', 'Apéritif', 'Blinis']",5.7 g,en quantité modérée,1.9 g,en quantité modérée,7.5 g,en quantité modérée,4.88 g,en quantité élevée,,+36%,+36%,-46%,+34%,-45%,+71%,+789%,+259%,+259%,16,+137%,D,+137%,71.0%,15.7%,8.4%,4.3%,0.6%,0.0%,87,,,,,,,,,,,,
