,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,traceability_code,eco_score,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,ingredients_origins,generic_name,packaging,manufacturing,markets,allergens,nova_score,additives,link
993,Crema spalmabile gianduia,01945,"['France', 'Pays-Bas']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Container'],,,,,,
994,Crema spalmabile bombardino,01942,"['France', 'Pays-Bas']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Container'],,,,,,
995,Composta Wilde bande,8033005557271,"['France', 'Pays-Bas']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Product'],,,,,,
996,Mostarda fichi,8027816500090,"['France', 'Pays-Bas']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Frasco'],,,,,,
997,8033123359122,8033123359122,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,8012580000143,8012580000143,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,Lapin en chocolat,3987654007555,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,Kaffe dekof,4099200018683,"['Autriche', 'France']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,Cevapcici,4099200150420,"['Autriche', 'France']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Stück', 'Stück']",,,,,,
1002,Polardorsch - 400.0g,4099200009575,"['Autriche', 'France']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.0 g,,,['Produkt'],,,,,,
1003,Tigre,0208088013053,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,Reggeli ital,4056489054665,['France'],[],[],?,43,180 kj(43 kcal),"0,1","0,1","9,6","9,5","0,6","0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,Gerblé sesame,3175680488480,['France'],[],[],?,484,2025 kj(484 kcal),22,"2,2",58,19,11,"0,61","0,244",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,Jardin anglais infusion gourmande - Palais des Thés,2700963002063,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,['Palais des Thés'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,Miel Poueymirou,3770006151064,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,Poulet,0220007037780,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,Kidi fruit,3608580011439,['France'],[],[],?,49,205 kj(49 kcal),"0,2",0,11,11,"0,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,2018832,2018832,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,00002844,00002844,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,Lomo,8413941140209,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,Glace Nestea pêche,5900130032146,['France'],[],[],?,89,372 kj(89 kcal),"0,5","0,1",22,19,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,PORC CAISSETTE COTES PREMIÈRES A GRILLER,2887545041068,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,Thé vert biologique badiane coriandre,3554740201229,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,Viande de bovine tournedos,0209672036731,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,Saumon sauvage rouge,2970814001129,['France'],[],[],?,146,611 kj(146 kcal),4,"0,8","0,6","0,6","27,6",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,Confit de porc,2869461037721,['France'],[],[],?,174,728 kj(174 kcal),"9,2","3,9","0,5","0,5","22,3","1,43","0,572",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,Magret de canard fumé au bois de hêtre - Maison Monfort,3104544073746,['France'],[],[],?,368,1540 kj(368 kcal),31,10,10,1,20,"3,3","1,32",['Maison Monfort'],,E,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard', 'Magrets de canard fumés']",,31 g,en quantité élevée,10 g,en quantité élevée,1 g,en faible quantité,3.3 g,en quantité élevée,,+5%,+5%,+4%,-4%,+762%,+37%,+2%,+9%,+9%,23,-1%,E,-1%,78.4%,9.2%,2.0%,2.1%,1.0%,7.2%,27,,,,,,,,,,
1020,Sirop de miel,3242611111646,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,Choco mix,2600123033190,['France'],[],[],?,563,2356 kj(563 kcal),"40,8","17,5","39,9","37,6","9,1","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,Witbier,3770015983021,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,Gouda xxo Holland,2656151038775,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,Star Corn Snacks 120 G,5900259087652,['France'],[],[],?,384,1607 kj(384 kcal),"1,4","0,3",84,"2,5",8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,Figue abricot,03546161,['France'],[],[],?,44,184 kj(44 kcal),"0,5","0,1",11,11,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,Filets de poulet,0215067043956,['France'],[],[],?,113,473 kj(113 kcal),"2,3","0,7",0,0,23,"0,1","0,04",,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,2.3 g,en faible quantité,0.7 g,en faible quantité,0 g,en faible quantité,0.1 g,en faible quantité,,-14%,-13%,-20%,-6%,-100%,-100%,+1%,-87%,-87%,-4,,A,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,
1027,Pointrine de porc cuites,2477855026505,['France'],[],[],?,158,661 kj(158 kcal),32,13,"0,5","0,5",17,"1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,Farine de coco,000107255,['France'],[],[],?,387,1619 kj(387 kcal),17,16,26,23,18,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,Cerneaux de noix,3325350106507,['France'],[],[],?,698,2920 kj(698 kcal),65,"6,1","8,6","2,9",14,0,0,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix', 'Cerneaux de noix']",,65 g,en quantité élevée,6.1 g,en quantité élevée,2.9 g,en faible quantité,0 g,en faible quantité,,+2%,+2%,+1%,+3%,-12%,-9%,-7%,-100%,-100%,4,+55%,C,+55%,87.8%,0.0%,4.7%,2.4%,3.2%,2.0%,36,,,,,,,,,,
1030,Escalopes milanaises aux poivres - Père Dodu,0227081026372,['France'],[],[],?,132,552 kj(132 kcal),5,"0,6",8,"1,1",20,0,0,['Père Dodu'],,D,"['Viandes', 'Volailles', 'Volailles cuites', 'Dindes', 'Escalopes de dinde', 'Escalopes de dinde à la milanaise', 'Escalopes panées']",,5 g,en quantité modérée,0.6 g,en faible quantité,1.1 g,en faible quantité,0 g,en faible quantité,,-1%,-0%,+167%,-3%,+10%,-35%,-4%,-100%,-100%,-4,-743%,A,-743%,78.1%,11.6%,2.2%,2.7%,1.1%,4.2%,37,,,,,,,,,,
1031,Nuggets de poulet,3760099539016,['France'],[],[],?,217,908 kj(217 kcal),11,"1,4",18,"0,6",12,"1,2","0,48",,,D,"['Viandes', 'Préparations de viande', 'Volailles', 'Produits panés', 'Poulets', 'Préparations au poulet', 'Nuggets de volaille', 'Poulets panés', 'Nuggets de poulet']",,11 g,en quantité modérée,1.4 g,en faible quantité,0.6 g,en faible quantité,1.2 g,en quantité modérée,,-3%,-3%,-2%,-30%,+7%,-54%,-6%,+3%,+3%,3,-18%,C,-18%,71.2%,17.5%,4.4%,1.9%,1.1%,4.0%,36,,,,,,,,,,
1032,Sorbet alcool mandarine grand marnier,3760169278869,['France'],[],[],?,526,2201 kj(526 kcal),0,0,"25,5","17,8","0,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,Nugget de Poulet Pané,4770513121450,['France'],[],[],?,261,1092 kj(261 kcal),"17,8","3,4","17,4","0,7","6,7","1,04","0,416",,,D,"['Viandes', 'Préparations de viande', 'Volailles', 'Produits panés', 'Poulets', 'Préparations au poulet', 'Nuggets de volaille', 'Poulets panés', 'Nuggets de poulet']",,17.8 g,en quantité modérée,3.4 g,en quantité modérée,0.7 g,en faible quantité,1.04 g,en quantité modérée,,+17%,+17%,+59%,+70%,+4%,-47%,-48%,-11%,-11%,6,+63%,C,+63%,71.2%,17.5%,4.4%,1.9%,1.1%,4.0%,36,,,,,,,,,,
1034,Huile d’olive,3700662716307,['France'],[],[],?,377,1577 kj(377 kcal),12,1,59,52,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,Gros sel de l’Ile d’Ologne,3770001563282,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,Pizza chèvre,0204627045592,['France'],[],[],?,518,2167 kj(518 kcal),31,15,15,"6,3",21,"1,99","0,796",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,Jambon de poulet,240010774102032008,['France'],[],[],?,173,724 kj(173 kcal),6,"0,8",13,13,6,20,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,Donuts chocolat décongelés,0203620019425,['France'],[],[],?,?,,?,,?,,?,,,,,B,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts', 'Beignets fourrés au chocolat']",,,,,,,,,,,,,,,,,,,,,,,,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,,,,,,
1039,Moutarde 5 baies,3577490004001,['France'],[],[],?,230,962 kj(230 kcal),"14,1",1,"16,67","10,93","9,22","3,6","1,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,Filet américain,5414858079791,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,Beignet,0202569021971,['France'],[],[],?,318,1331 kj(318 kcal),20,"1,5",50,20,"6,7","0,73","0,292",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,Pain chocolat,0256653020999,['France'],[],[],?,430,1799 kj(430 kcal),27,19,40,12,"7,9","0,82","0,328",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,Moutarde miel à l’ancienne,3577490000959,['France'],[],[],?,230,962 kj(230 kcal),"14,1",1,"16,67","10,93","9,22","3,6","1,44",,,B,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes au miel']",,14.1 g,en quantité modérée,1 g,en faible quantité,10.9 g,en quantité modérée,3.6 g,en quantité élevée,,+7%,+8%,+40%,+37%,-4%,-25%,+64%,-0%,-0%,14,-1%,D,-1%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,,,,,,
1044,Sauce tartinable aux poivrons,3760077535474,['France'],[],[],?,164,686 kj(164 kcal),"17,3","2,3","3,9","3,3",1,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,Chocolat,3760003630570,['France'],[],[],?,559,2339 kj(559 kcal),"40,4","17,8","34,7","28,5","9,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,Lomos saveur provençale,3245415888851,['France'],[],[],?,179,749 kj(179 kcal),"3,1","1,1",2,1,18,"0,88","0,352",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,Mini fatale au thon et tomates,3700009255674,['France'],[],[],?,156,653 kj(156 kcal),"8,3","0,7",13,"1,2","6,4","0,96","0,384",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,Super long bubble gum,2099950672786,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,Tarte au fromage,0232630011815,['France'],[],[],?,205,858 kj(205 kcal),"4,4","2,1",35,21,"6,5","0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,Berlingot,30201631,['France'],[],[],?,376,1573 kj(376 kcal),"8,6","1,5",30,"8,1",42,"0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,Bière sans alcool,26058634,['France'],[],[],?,23,96 kj(23 kcal),"0,5","0,1","5,8","5,1",?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,Vitroceramique,20058760,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,Aperinette,3770012274382,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,Kâğıt Helva,8690504274995,['France'],[],[],?,385,1611 kj(385 kcal),"2,1","0,3","87,3","42,5","4,2","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,Rose d'Orient,033044,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,Les Milanaises,0217827031357,['France'],[],[],?,132,552 kj(132 kcal),"1,5","0,4","8,3",1,21,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,Pea-nut Square (Choc Chip),5056307346322,['France'],[],[],?,466,1950 kj(466 kcal),27,"8,7",27,17,24,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,Clear whey isolate bitter lemon,5056281177806,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,Caprea,19251015,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,Calamars dans son encre,18238280,['France'],[],[],?,236,987 kj(236 kcal),"17,8","2,5",2,"1,8","16,5","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,Huile d'olive d'Aix en Provence,3760084810113,['France'],[],[],?,900,3766 kj(900 kcal),100,15,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,Barre proteinés café noisette,50835324,['France'],[],[],?,426,1782 kj(426 kcal),23,"9,1",32,"1,8",33,"0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,Twistoo - Casino - 100,3222477557611,['France'],[],[],?,80,335 kj(80 kcal),0,0,20,19,0,0,0,['Casino'],,B,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Bâtonnets glacés']",,0 g,en faible quantité,0 g,en faible quantité,19 g,en quantité élevée,0 g,en faible quantité,,-71%,-71%,-100%,-100%,-32%,-26%,-100%,-100%,-100%,4,-76%,C,-76%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,100,,,['boîte de 5'],,['Casino'],,,,
1064,Salade de fruit exotique,8717215038026,['France'],[],[],?,55.6,233 kj(55 kcal),"0,2",0,"12,4","11,7","0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,Escalope de dinde,2205344053721,['France'],[],[],?,?,,?,,?,,?,,,,,D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,,,,,,,,,,,,,,,,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,
1066,Côté du rhône,3760313700048,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,Muffin cacao choco,,['France'],[],[],?,3.5899999141693,15 kj(3 kcal),24,"3,5",48,34,"5,9",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,Chips a l'ancienne nature,41241069,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,Foie gras de canard du Sud ouest au piment d'espelette,3443705041249,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,Apple Organic Fruit Juice,5020934025103,['France'],[],[],?,49,205 kj(49 kcal),0,0,"12,3","11,8",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,Streussel cannelle,0201353019682,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,Spécialité de coco cubes,2600254018769,['France'],[],[],?,450,1883 kj(450 kcal),"18,8","17,3","63,6","39,8","3,4","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,Tuiles aux amandes,0260697025582,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Croquants aux amandes']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,Mini viennoiserie x12,,['France'],[],[],?,378,1582 kj(378 kcal),19,12,44,13,"6,8","0,79","0,316",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,Pignon de pin chine,3700197600041,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,Croustillant chocolat,2229874560672,['France'],[],[],?,461,1929 kj(461 kcal),17,"4,3",63,15,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,Noix de st jacque,3061432131578,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,Le st mont alpes,0209896022244,['France'],[],[],?,0,0 kj(0 kcal),34,21,0,0,26,"0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,Saucisse de dinde,3276440733250,['France'],[],[],?,245,1025 kj(245 kcal),21,"8,36",0,0,14,"2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,Gusto snack du mais al formaggio,5941868202159,['France'],[],[],?,539,2255 kj(539 kcal),34,15,53,"5,5","4,3","2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,Le veau,3384480001540,['France'],[],[],?,146,611 kj(146 kcal),"9,1","3,6",2,1,14,"0,88","0,352",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,Tortillas au mais,1222178202690,['France'],[],[],?,309,1293 kj(309 kcal),"7,3","1,4",51,"2,5","8,2","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,8012037544,8012037544,['France'],[],[],?,100,418 kj(100 kcal),3,2,10,5,25,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,Pop Corn Sucré,3588400262039,['France'],[],[],?,523,2188 kj(523 kcal),"30,1","2,89","52,8","19,3","5,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,Crown Mixed Nuts Less Than 50% Peanuts,0012656100430,['France'],[],[],?,170,711 kj(170 kcal),16,"2,5",5,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,Aronia melannocarpa,5200134920105,['France'],[],[],?,59,247 kj(59 kcal),"0,5",0,0,,"1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,Mélange de céréales au soja,4260313280841,['France'],[],[],?,385,1611 kj(385 kcal),11,"2,1",34,18,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,Repas Pocket Cappuccino,3613960010377,['France'],[],[],?,3.4000000953674,14 kj(3 kcal),10,"2,9",48,43,30,12,"4,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,Wok de saison,2868070018961,['France'],[],[],?,19,79 kj(19 kcal),"0,5","0,1","2,1","0,6","1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,Lait bio de montagne,3276640000121,['France'],[],[],?,63,264 kj(63 kcal),"3,8","1,5","4,6","4,5","3,2","0,1","0,04",,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,Sablés pur beurre caramel beurre salé,3501560100270,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,Pain,0205013004926,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,Cervelas normand,2251258020403,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,Risotto aux truffes,3770009409650,['France'],[],[],?,338,1414 kj(338 kcal),"0,9","0,2",75,1,"6,8","2,9","1,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,Argenlines congelées,3364699143095,['France'],[],[],?,248,1038 kj(248 kcal),"7,8","2,5",0,0,"42,2","4,5","1,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,Tarte Brioche au Praliné 8/10 parts,0205225039037,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,Pâte d'amande aux fruits,0317221000222,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,Saint nectaire au lait cru,0278547022049,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,Sirop d'érable,4849000000742,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,Ribs de porc,0210999043623,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,250G Cafe Moulu Moka,3303850000013,['France'],[],[],?,0,0 kj(0 kcal),0,0,"0,3",0,"0,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,cidre breton doux,3192200501238,['France'],[],[],?,?,,?,,?,,?,,,,,D,"['Boissons', 'Boissons alcoolisées', 'Cidres', 'Cidres doux']",,,,,,,,,,,,,,,,,,,,,,,,31.6%,5.6%,37.9%,16.7%,6.5%,1.8%,53,,,,,,,,,,
1103,Confit d'artichaut à la coriandre & poivre rouge de Kampot,3770010689270,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Cambodge'],,,,,,,,
1104,Freshly filet,3166780051766,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,Mochis glacés citron vert - yuzu,3364699129426,['France'],[],[],?,200,837 kj(200 kcal),"0,5","0,1",49,31,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,Crème glacée au lait bio,,['France'],[],[],?,?,,?,,?,,?,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,Cou de canard farci,3760170230993,['France'],[],[],?,390,1632 kj(390 kcal),38,14,0,0,12,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,Twix,6972151561164,['France'],[],[],?,123,515 kj(123 kcal),24,2,49,8,"4,4",10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,Melange exotique,2280073019422,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
