,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,labels,markets,additives,nova_score,allergens,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,generic_name,manufacturing,palm_ingredients,link,ingredients_origins,traceability_code
64,Confiture de fraise - Fortnum & Mason,5053826480483,['Fortnum & Mason'],['France'],"['Strawberries', 'Cane Sugar', 'Gelling agent: Pectin', 'Acidity Regulator: Citric Acid', ' Prepared with 55g of fruit per 100g', ' Total sugar content: 60g per 100g', ' w100g']",[],?,247,1033 kj(247 kcal),"0,1",0,"61,2",61,"0,4",0,0,,,,"['E440 - Pectines', 'E330 - Acide citrique']",4,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",0.1 g,en faible quantité,0 g,en faible quantité,61 g,en quantité élevée,0 g,en faible quantité,,+14%,+13%,-59%,-100%,+15%,+20%,-10%,-100%,-100%,12,+37%,D,+37%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,
65,Ginger Preserve - Fortnum & Mason - 340g,5053826480506,['Fortnum & Mason'],['France'],"['Cane Sugar', 'Chinese Ginger', 'Gelling Agent: Pectin', 'Acidity Regulator: Citric Acid', ' Prepared with 24g of fruit per 100g', ' Total sugar content: 60g per 100g']",[],?,251,1050 kj(251 kcal),0,0,"62,5","62,3","0,1",0,0,340 g,,,"['E440 - Pectines', 'E330 - Acide citrique']",4,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Confitures de gingembre']",0 g,en faible quantité,0 g,en faible quantité,62.3 g,en quantité élevée,0 g,en faible quantité,,+4%,+4%,-100%,-100%,+5%,+11%,+10%,-100%,-100%,13,+4%,D,+4%,,,,,,,,,,,,,,
66,2. Old English Hunt Orange Marmalade - 340g,5053826480575,['Old English Hunt'],['France'],[],[],?,274,1146 kj(274 kcal),"0,1",0,"67,7","66,1","0,6",0,0,340 g,,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Marmelades', ""Marmelades d'oranges amères""]",0.1 g,en faible quantité,0 g,en faible quantité,66.1 g,en quantité élevée,0 g,en faible quantité,,+12%,+11%,-45%,-100%,+13%,+13%,+70%,-100%,-100%,12,-2%,D,-2%,,,,,,,,,,,,,,
67,Marmelade d'orange - Fortnum & Mason,5053826480865,['Fortnum & Mason'],['France'],[],[],?,267,1117 kj(267 kcal),0,0,"65,3",65,"0,4",,,,,,,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Marmelades', ""Marmelades d'oranges""]",0 g,en faible quantité,0 g,en faible quantité,65 g,en quantité élevée,,,,+11%,+11%,-100%,-100%,+10%,+15%,+17%,,,,,,,35.9%,18.8%,27.1%,12.6%,4.4%,1.2%,89,,,,,,,
68,Blackberry preserve - Fortnum & Mason - 340g,5053826502635,['Fortnum & Mason'],['France'],"['Cane Sugar', 'Blackberries', 'Blackberry Juice from Concentrate', 'Gelling Agent: Pectin', ' Prepared with 39g of fruit per 100g', ' Total sugar content: 60g per 100g']",[],?,239,1000 kj(239 kcal),"0,1",0,"60,1","60,1","0,4",0,0,340 g,,,['E440 - Pectines'],4,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de mûres']",0.1 g,en faible quantité,0 g,en faible quantité,60.1 g,en quantité élevée,0 g,en faible quantité,,+3%,+3%,-65%,-100%,+9%,+14%,-33%,-100%,-100%,12,+21%,D,+21%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,
69,Confiture d'oranges Sir Nigel's - Fortnum & Mason,5053826502666,['Fortnum & Mason'],['France'],"['Sucre ', 'sucre de canne', 'sucre Muscovado', 'Oranges de Sévilles', ""Régulateur d'Acidité : Acide Citrique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,269,1125 kj(269 kcal),"0,1",0,"66,7","65,5","0,5",0,0,,,,['E330 - Acide citrique'],3,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Marmelades', ""Marmelades d'oranges amères""]",0.1 g,en faible quantité,0 g,en faible quantité,65.5 g,en quantité élevée,0 g,en faible quantité,,+10%,+9%,-45%,-100%,+11%,+12%,+42%,-100%,-100%,13,+7%,D,+7%,,,,,,,,,,,,,,
70,Earl grey tea shortbread Round - Fortnum & Mason,5053826504868,['Fortnum & Mason'],['France'],[],[],?,540,2259 kj(540 kcal),"30,3","19,2","61,5","22,6","4,9","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Chocolate pearl shortbread rounds - Fortnum & Mason,5053826504875,['Fortnum & Mason'],['France'],[],[],?,539,2255 kj(539 kcal),"30,5","19,4","60,2","26,1","5,3","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Thé au gingembre et piment,5053826505216,,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Christmas Teatime Biscuits - Fortnum & Mason,5053826514768,['Fortnum & Mason'],['France'],"['Ingrédient : farine ', 'gluten', 'calcium iron niacin thiamin', ' salted butter']",[],?,545,2280 kj(545 kcal),"32,9",16,"58,9","26,8","5,9","0,7","0,28",,,,,4,['Gluten'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Mint sauce - Fortnum & Mason,5053826534261,['Fortnum & Mason'],['France'],[],[],?,274,1146 kj(274 kcal),0,0,"67,3","67,2","0,3","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Chilli Lilli - Fortnum & Mason,5053826534391,['Fortnum & Mason'],['France'],[],[],?,62,259 kj(62 kcal),"1,5","0,2","8,9","8,5","2,2","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Colonel Skinner Mango - Fortnum & Mason,5053826534599,['Fortnum & Mason'],['France'],[],[],?,223,933 kj(223 kcal),8,4,"51,3","50,4","1,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Crunchy müsli - Kellogg's,5053827036740,"[""Kellogg's""]",['France'],[],[],?,481,2013 kj(481 kcal),22,11,60,19,8,"0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Multi-grain porridge - Kellogg's,5053827100878,"[""Kellogg's""]",['France'],[],[],?,?,,?,,?,,?,,,,,,,,,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']",,,,,,,,,,,,,,,,,,,,,,,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,,,,
79,Special K Hazelnut & Almond Bar 5 Pack - Kellogg's,5053827103176,"[""Kellogg's""]",['France'],[],[],?,405,1695 kj(405 kcal),12,"2,3",65,22,"6,1","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Honey pops,5053827104616,,['France'],[],[],?,380,1590 kj(380 kcal),"1,1","0,2",85,28,"5,4","0,83","0,332",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,"Spécial K - Crunchy Muesli : Airelles, graines de courge & amandes - Kellogg's - 370g",5053827106542,"[""Kellogg's"", 'Spécial K']",['France'],"['Céréales complètes ', '65%', ' ', 'avoine', 'orge', 'blé', 'épeautre', 'seigle', 'sucre', 'morceaux de fruits aux airelles sucrées ', '7%', ' ', 'airelles', 'sucre', 'humectant {glycérol}', 'acide citrique', 'farine de blé', 'graines de courge ', '4%', 'amandes ', '3%', 'amidon modifié', 'farine de riz', ""extrait de malt d'orge"", 'farine de maïs', 'huile végétale ', 'tournesol', 'sel', 'émulsifiant ', 'lécithine de soja', 'arômes', 'bicarbonate de sodium', ""bicarbonate d'ammonium"", 'antioxydant ', 'E306', 'poudre de lait écrémé', ' Vitamines et Minéraux : Vitamines ', 'B3/PP', 'B6', 'B2', 'B1', 'B9', 'B12', 'fer']",['Non végétalien'],1631,?,1631 kj(390 kcal),"7,5","1,2",65,17,"9,9","0,75","0,3",370 g,,,"['E422 - Glycérol', 'E330 - Acide citrique', 'E14XX - Amidons modifiés', 'E322i - Lécithine', 'E500ii - Carbonate acide de sodium', ""E503ii - Carbonate acide d'ammonium"", 'E306 - Extrait riche en tocophérols']",4,"['Gluten', 'Lait', 'Fruits à coque', 'Avoine', 'Soja']",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis', 'Céréales aux fruits', 'Mueslis aux fruits']",7.5 g,en quantité modérée,1.2 g,en faible quantité,17 g,en quantité élevée,0.75 g,en quantité modérée,-4%,,-2%,-29%,-56%,+6%,-6%,+3%,+417%,+417%,6,+75%,C,+75%,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,"['Sachet', 'Doypack']",,,,,,
82,Spécial K Crunchy Muesli - Kellogg's - 370g,5053827106573,"[""Kellogg's""]",['France'],[],['Végétarien'],1640,392,1640 kj(392 kcal),"7,4","1,1",68,22,"7,8","0,65","0,26",370 g,['Végétarien'],,,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis']",7.4 g,en quantité modérée,1.1 g,en faible quantité,22 g,en quantité élevée,0.65 g,en quantité modérée,-8%,-6%,-6%,-44%,-67%,+12%,+30%,-21%,+274%,+274%,6,+22%,C,+22%,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,"['Sachet', 'Plastique']",,,,,,
83,Trésor Chocolat Noisette - Kellogg's - 920g,5053827111621,"[""Kellogg's"", 'Trésor']",['France'],"['Farines de céréales ', 'Blé', 'Avoine', 'Riz', 'Sucre', 'Huile végétale', 'Colza', 'Palme', 'Noisettes 4%', 'Chocolat 4%', 'Sucre', 'Pâte de cacao', 'Maltodextrlne', 'Cacao maigre en poudre', 'Lait écrémé en poudre', 'Petit-lait en poudre', 'Sel', 'Colorant', 'Caroténoïdes', 'Rocou', 'Émulsifiant', 'Lécithine de tournesol', 'Antioxydant', ""Palmitate d'ascorbyle"", 'Alpha-tocophérol', 'Vitamine et Minéraux', 'Vitamines B3/PR B6', 'B2', 'B1', 'B9', 'B12', 'Fer']","['Huile de palme', 'Non végétalien']",1900,?,1900 kj(454 kcal),16,4,"66,7",29,"7,33","1,13","0,453",920g,,['Casino'],"['E160 - Caroténoïdes', 'E160b - Rocou', 'E322i - Lécithine', ""E304i - Palmitate d'ascorbyle"", 'E307 - Alphatocophérol']",4,"['Gluten', 'Lait', 'Fruits à coque', 'Avoine']",C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Céréales extrudées', 'Céréales au chocolat', 'Céréales fourrées']",16 g,en quantité modérée,4 g,en quantité modérée,29 g,en quantité élevée,1.13 g,en quantité modérée,+4%,,+4%,+16%,+6%,-2%,+1%,-2%,+77%,+77%,16,+23%,D,+23%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,"['Carton', 'Boîte']",Céréales fourrées au chocolat et aux noisettes,,"['Huile de palme', ""E304 - Palmitate d'ascorbyle""]",,,
84,Honey Loops - Kellogg's,5053827115469,"[""Kellogg's"", 'Miel Pops']",['France'],[],[],?,379,1586 kj(379 kcal),"4,1","0,7",73,29,"8,9",1,"0,4",,,,,,,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Céréales au miel']",4.1 g,en quantité modérée,0.7 g,en faible quantité,29 g,en quantité élevée,1 g,en quantité modérée,,-4%,-4%,-13%,-33%,-6%,+16%,+21%,+115%,+115%,14,+85%,D,+85%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,"['Carton', 'Boite', 'Sachet', 'Plastique']",,,,,,
85,"5 Vollkorn Müsli, Mit Schokolade - Kellogg's",5053827116107,"[""Kellogg's""]",['France'],"['Céréales complètes ', '74%', 'Avoine{24%}', 'Seigle{20%', 'Blé{20%}', 'Orge{5%}', 'Épeautre{5%}', ' Morceaux de chocolat ', '13%', 'Pâte de cacao', 'Sucre', 'Emulsifiant {Lécithine de soja}', 'Copeaux de chocolat au lait ', '7%', 'Sucre', 'Pâte de cacao', 'Beurre de cacao', 'Lait entier en poudre', 'Lait écrémé en poudre', 'Emulsifiant{Lécithine de soja}', 'arôme', ' Céréales de riz au chocolat', 'Riz', 'Sucre cacao maigre en poudre', 'Pâte de cacao', 'Sel', 'Arôme de malt dorge', 'Arôme', 'Carbonate de calcium', 'niacine', 'fer', 'vitamine B6', 'Vitamine B2', 'vitamine B1', 'acide folique', 'Vitamine D', 'vitamine B12']",['Non végétalien'],?,404,1690 kj(404 kcal),"8,9","4,1",66,13,10,"0,05","0,02",,,,['E322i - Lécithine'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,"5 Vollkorn Müsli, Früchte",5053827116138,,['France'],[],[],?,369,1544 kj(369 kcal),"5,1","0,8",67,18,"9,3","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Barre Spécial K Chocolat,5053827117241,['Spécial K'],['France'],[],[],?,359,1502 kj(359 kcal),"9,09","4,55","63,64","22,73","4,55","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Kelloggs Rice Krispies PMP E3.00 - kellogg's,5053827117333,"[""kellogg's""]",['France'],[],[],?,383,1602 kj(383 kcal),1,"0,2",87,10,6,"1,13","0,452",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,5 Korn Müsli - Kellogg's,5053827136044,"[""Kellogg's""]",['France'],"['Pétales de céréales complètes', 'Avoine{33%', 'Seigle {15%}', 'Orge{10%}', 'Blé{10%', 'Épeautre{2,5%}', 'Fruits secs ', '25%', 'Raisins secs', 'Airelle [Airelle', 'Sucre', 'Huile de tournesol]', 'Dattes', 'Abricot {Conservateur [Dioxyde de soufre', 'Graines de tournesol', '2%', ""Flocons d'avoine enrobés de miel "", 'Avoine', 'Miel', 'Lait écrémé en poudre']",['Non végétalien'],?,369,1544 kj(369 kcal),"5,1","0,8",67,18,"9,3","0,03","0,012",,,,"['E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition']",,"['Fruits à coque', 'Avoine']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Kellogg's Coco Pops Porridge,5053827137140,"[""Kellogg's"", 'Coco Pops']",['France'],[],[],?,397,1661 kj(397 kcal),"6,9","1,2",70,20,"9,4","0,08","0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Spécial K - Kellogg's - 300gr,5053827138048,"[""Kellogg's""]","['Belgique', 'France']",[],[],?,397,1661 kj(397 kcal),"5,9",3,75,21,"8,4","0,8","0,32",300gr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Special K Classic - Kellogg's - 20g,5053827138697,"[""Kellogg's""]","['France', 'Suisse']",[],[],1578,?,1578 kj(377 kcal),"1,3","0,3",78,"10,3","9,3",1,"0,4",20 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Crunchy Nut,5053827139069,,['France'],[],[],?,398,1665 kj(398 kcal),"4,5","0,7",82,35,6,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Kellogg's Special K Bar,5053827140812,"[""Kellogg's""]",['France'],[],[],?,387,1619 kj(387 kcal),"8,2","4,9",68,27,6,"0,58","0,232",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Kellogg's Special K Belgian Chocolate Bars,5053827140973,['Spécial K'],['France'],[],[],?,388,1623 kj(388 kcal),"9,6","5,1",62,25,7,"0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Kellogg´s Knusper Müsli Plus Classic - Coop,5053827142014,['Coop'],['France'],[],[],?,392,1640 kj(392 kcal),"8,9","1,2",61,15,10,"1,05","0,42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Special K,5053827142137,['Spécial K'],['France'],[],[],?,375,1569 kj(375 kcal),"1,5","0,3",79,15,9,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Kellogg's Special K Red Berries,5053827142199,"[""Kellogg's""]",['France'],[],[],?,376,1573 kj(376 kcal),"1,5","0,3",79,17,"8,9","0,95","0,38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Kellogg's Frozen,5053827143912,,['France'],[],[],?,379,1586 kj(379 kcal),"2,5","0,5",77,21,8,"0,38","0,152",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Kelloggs Crunchy Muesli Classic,5053827143981,,['France'],[],[],?,481,2013 kj(481 kcal),22,11,60,19,8,"0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Crunchy Muesli With Chocolate - Kellogg's,5053827144018,"[""Kellogg's""]",['France'],"[""Flocons d'avoine "", '47%', ' sucre', 'Huile de palme', 'Morceaux de chocolat', '11%', 'Sucre', 'Pâte de cacao', 'Beurre de cacao', 'Graisses végétales [Palme', 'Karité', 'Sal', 'Mangue] en proportions variables', 'Matière grasse du lait', 'Emulsifiant [Lecithine de Soja]', ' Farine de blé', 'Noisettes ', '3%', 'noix de coco séchée', 'Mélasse', ""sel Extrait de malt d'orge"", 'Cannelle', ' Vitamines ', 'Niacine', 'B6', 'B2', 'B1', 'Acide folique', 'B12', ' et Fer']","['Huile de palme', 'Non végétalien']",?,497,2079 kj(497 kcal),25,12,57,21,8,"0,63","0,252",,,,['E322i - Lécithine'],4,"['Gluten', 'Fruits à coque', 'Soja']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Huile de palme'],,,
102,biscuit moments  - kelloggs - 1,5053827144506,['Kelloggs'],['France'],[],[],?,?,,?,,?,,?,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Coco pops - Kellogg's - 200g (10 * 20g),5053827150347,"[""Kellogg's""]",['France'],"[""Céréales Kellogg's Coco Pops "", '42%', 'Riz', 'Sucre', 'Cacao maigre en poudre', 'Pâte de cacao', 'Sel', ""Arôme de malt d'orge"", 'Arôme', 'Carbonate de calcium', 'Vitamines {Niacine', 'B6', 'B2', 'BI', 'Acide folique', 'BI 2', 'D}', 'fer', 'Huile végétale', 'Palmiste', 'Palme', 'Noix de coco', 'Sucre', 'Lait écrémé concentré sucré ', '8%', 'Lait écrémé', 'Sucre', 'Sirop de glucose', 'Lait écrémé en Sirop de sucre inverti', 'Petit-lait en poudre', 'Amidon', 'Fructose', 'Humectants', 'Glycérol', 'Sorbitol', 'Carbonate de calcium', 'Cacao maigre en poudre', 'Émulsifiant', 'Lécithine de soja', 'Arôme', 'Antioxydants ', ""Palmitate d'ascorbyle"", 'Alpha-tocophérol', ' Allergènes : voir les ingrédients en gras']","['Huile de palme', 'Non végétalien']",?,419,1753 kj(419 kcal),12,9,72,42,"5,6","0,54","0,216",200 g (10 * 20 g),,,"['E422 - Glycérol', 'E420 - Sorbitol', 'E322i - Lécithine', ""E304i - Palmitate d'ascorbyle"", 'E307 - Alphatocophérol']",4,"['Lait', 'Soja']",,"['Snacks', 'Snacks sucrés', 'Barres', 'Barres de céréales']",12 g,en quantité modérée,9 g,en quantité élevée,42 g,en quantité élevée,0.54 g,en quantité modérée,,-1%,-2%,-24%,+51%,+20%,+54%,-25%,+38%,+38%,23,+74%,E,+74%,,,,,,,,"['Boîte', 'Carton', 'Plastique']",,,"['Huile de palme', ""E304 - Palmitate d'ascorbyle""]",,,
104,5053827150538,5053827150538,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Kellogg's Urlegender Crunchy Mysli - Kellogs,5053827151290,['Kellogs'],['France'],"['jegendaarisille saruarel""een', 'najden viljoj', 'sisàltaessà heidàn tarvitsemansa ravintoaineet Lue lésas www I oldtiden gav man de bedste kom til de heteoiske legender', 'da disse korn indeholdt vigtige naringsstoffet som de havde brug for', 'de skulle prastete,l Fa mere at vide @ Urgamle sivilisasjoner ga sine fineste kom til dere heroiske legender ettersom disse kornene inneholder naringsstoffene de trenger for prestere For à finne ut mer', ' besek Crurchy müsh med russin', 'chia- och pumpafrôn I Crunchy musli sekâ rusinaa', 'chia- ja kurpitsansiemeniâ I Crunchy müsti greskarfro / Crunchy müsfi med rosiner', 'chia- og gresskartro socker', 'palmoija', 'chiafrbn', '5', '500', 'pumpafròn', ""50'0"", 'melass', 'gtukossàrap', ""sa't extrakt"", ' kanel', ' sokeri', 'palmuôljy', 'kurpitsansiemenet', '5%', 'me!assi', '•zs,etyerbonaati', 'kanell', 'Fui$omshavre', '4500', 'sukken fuidkomsbyg', 'll%', 'patmeolie', 'sultanarosiner', '7%', 'fuldkornsrug', '6', '5%', 'greskarfro', '5%', 'meiasse', 'glukosesi', '""4 sat']",[],?,427,1787 kj(427 kcal),16,"5,4",56,20,10,"0,63","0,252",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Urlegenden Crunchy Müsli - Kellogg's,5053827151320,"[""Kellogg's""]",['France'],"['Crunchy müsli med tranbâr', 'russin och linfrôn / crunchy müsli sekâ karpaloa', 'Leinsamen', ' Cranberrystücken und sultaninen / Pépites de céréales et de graines de lin avec Crunchy müsli / fullkornskorn', '4%', 'kornflingor', '4%', 'korn', 'socker', 'solrosoila', 'arom', 'sokeri', 'mallastetut ohra', 'karpa\\o palmuôljy', 'Ohrahiutaleet', '40/oòkohra', 'ugherukkatiiviste}', ""' taateli' glUkOOSisiirappi"", 'suola', ""natriumvetykarbonaatti' Vollkornhafer"", '36%', 'Zucker', 'gemâlzte gemà\\zte Gerste', 'Palmôl', 'Leinsamen', '5,5%', 'Vollkornroggen', '5,5%', 'vollkcrngerste', '4%', ""' Johannisbeere}"", 'Datteln', 'Glukosesirup', 'Salz', 'Natriumhyd—qencarbonêt', 'Avoine compète ', '36%', 'Sucre', 'Pétales dépeautre Orge maltée', '*sol', 'Raisins Huile de Pdlme', 'Graines de lin', '5,5%', 'Seisie complet', '5,5%', 'Orge Pétales Sucre', 'Huile de tournosol', 'Arôme', 'Ingrédient à propriétés colorantes{Concentré de carotte Ke àde luccse', 'Sel', 'Carbonate acide Oe sodium', 'Antioxydant', 'Extrait riche en tocophérols', 'Arôme naturel', ' sukker', 'maltet speltflager', '9,5%', 'speIt', 'maltet byg', 'p Fesirup', 'ananasjuice fra koncentfaty soisikkeolie', 'sultanarosiner', '8%', 'palmeolie', 'harfro', '5,5%', 'fuldkornsrug', '5,5%', 'sukker', 'solsikkeolie', 'aroma', 'farvende levnedsmiddel{koncentrat af gulerod og solber}', 'dadler', 'salt', 'natriUmhYdrogencarhonat', 'antioxidant', 'tocopherolrig ekstrakt', 'naturlig aroma', ' Fullkomshavre', '3€ %', 'sukker', 'maltede speltflak', '9,5%', 'spelt', 'maltet bygg', 'traneberbiter', '8%', 'traneber', 'ananas*4', 'ananasjUicek0nsentrat', 'solsikkeolje', 'sultanarosiner', '8%', 'palmeolje', 'linfra', '5,5%', 'fullkornsrug', '5,5%', ""sukker' SOIsikkeolje"", 'aroma', 'fargende matvarer{konsentrat av gulrot og solber', 'dadler', 'glukosesirup', 'sait', 'natnumhjdrogenkarbonat', 'antioksidant', 'tokoferolrikt ekstrakt', 'naturlig aroma']",['Non végétalien'],?,409,1711 kj(409 kcal),12,"4,2",63,28,"8,2","0,65","0,26",,,,"['E502 - Carbonates', 'E306 - Extrait riche en tocophérols']",4,['Gluten'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
