,name,bar_code,eco_score,brand,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,labels,traceability_code,packaging,additives,allergens,nova_score,markets,brand_owner,ingredients_origins,manufacturing,generic_name,palm_ingredients,link
1177,Candy(HAPPY PLUM CANDY),4712656110380,,,,['France'],[],[],,,,,,,,,?,,390,,1632 kj(390 kcal),,0,,0,,97,,72,,0,,"1,75",,"0,7",,,,,,,,,,,,,,,,,,,,,,,,,,
1178,Bramley Apple pies,5000221604914,,,,['France'],[],[],,,,,,,,,?,,355,,1485 kj(355 kcal),,"13,8",,"4,5",,"54,9",,"23,3",,"3,4",,"0,31",,"0,124",,,,,,,,,,,,,,,,,,,,,,,,,,
1179,Vinaigre baksamique,3700600305518,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180,Miettes fe thon blanc,3760054380097,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,
1181,Glutamine - Prozis,5600499522271,,['Prozis'],"['Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Glutamine']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,Sparkling tea - Fortnum & Mason,5053826724242,,['Fortnum & Mason'],,['France'],[],[],,,,,,,,,?,,15,,63 kj(15 kcal),,0,,0,,4,,4,,0,,0,,0,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'DE-ÖKO-039']",,,,,,,,,,,,
1183,Pastille cacao,000082524,,,,['France'],[],[],,,,,,,,,?,,625,,2615 kj(625 kcal),,53,,"32,3",,"17,28",,3,,"14,5",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,
1184,Fodante,8693029607767,,,,['France'],[],[],,,,,,,,,?,,491,,2054 kj(491 kcal),,"20,6",,"10,5",,73,,"52,5",,"3,25",,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,,
1185,Pain aux céréales,0227157009513,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,Les fraises du Québec - 1l,0033383001203,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,1 l,,,,,,,,,,,,,
1187,Café,3424332920053,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,Crayon à tailler sur vos assiettes Citron confit,3760274800115,,,,['France'],[],[],,,,,,,,,?,,9,,38 kj(9 kcal),,"0,05",,0,,"0,7",,0,,"0,3",,"3,8",,"1,52",,,,,,,,,,,,,,,,,,,,,,,,,,
1189,Clafoutis légumes du sud & basilic - Guyader,3276770247045,,['Guyader'],,['France'],[],[],,,,,,,,,?,,174,,728 kj(174 kcal),,"8,2",,"4,8",,18,,"6,8",,"6,2",,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,,
1190,Tiramisu speculoos,3760228717575,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,Yaourt fermier,3701002451391,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,Casino crème légère fluide 12%,3770014248008,,,,['France'],[],[],,,,,,,,,?,,140,,586 kj(140 kcal),,12,,"7,7",,"5,3",,"4,1",,"2,6",,"0,11",,"0,044",,,,,,,,,,,,,,,,,,,,['Casino'],,,,,,
1193,500G St Melange Couscous Bahia,4029800583113,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,Galettes - 150g,,,,,['France'],[],[],,,,,,,,,?,,104,,435 kj(104 kcal),,"21,4",,"13,7",,56,,"24,4",,"4,9",,1,,"0,4",,,,,,,,,,,,,150 g,,,,,,,,,,,,,
1195,Anacardo frito con miel tarrina 200 g - El Corte Ingles,8433329065443,,['El Corte Ingles'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques']",['France'],[],[],48 g,en quantité élevée,8 g,en quantité élevée,18 g,en quantité élevée,0.57 g,en quantité modérée,?,,571,-7%,2389 kj(571 kcal),-7%,48,-5%,8,+27%,36,+122%,18,+235%,17,-12%,"0,57",+20%,"0,228",+20%,19,+286%,E,+286%,,,,,,,,,,,,,,,,,,,,,
1196,Nuit paisible - Laboratoires vitarmonyl,3286010016447,,['Laboratoires vitarmonyl'],,['France'],[],[],,,,,,,,,?,,4,,17 kj(4 kcal),,0,,0,,"1,48",,"0,13",,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,Egg fried rice - Morrisons - 250g,5010251602187,,['Morrisons'],,"['France', 'Royaume-Uni']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,250 g,,,"['Product', 'packet']",,,,,,,,,,
1198,Easy Cook Brown Long Grain Rice - Morrisons - 1000kg,5010251461227,,['Morrisons'],,"['France', 'Royaume-Uni']",[],[],,,,,,,,,?,,110,,460 kj(110 kcal),,"1,3",,"0,3",,"19,3",,"0,2",,3,,0,,0,,,,,,,,,,,,,1000 kg,,,['Packet'],,,,,,,,,,
1199,Duo de raclette - Cora,3257986175278,,['Cora'],,['France'],[],[],,,,,,,,,?,,340,,1423 kj(340 kcal),,28,,18,,"0,5",,"0,5",,22,,"1,7",,"0,68",,,,,,,,,,,,,,,,['Barquette'],,,,,,,,,,
1200,Duo de raclette - Cora,3257986175278,,['Cora'],,['France'],[],[],,,,,,,,,?,,340,,1423 kj(340 kcal),,28,,18,,"0,5",,"0,5",,22,,"1,7",,"0,68",,,,,,,,,,,,,,,,['Barquette'],,,,,,,,,,
1201,Eclair cafe,,C,,"['Biscuits et gâteaux', 'Pâtisseries', 'Éclairs', 'Éclairs au café']",['France'],[],[],5.8 g,en quantité modérée,2.7 g,en quantité modérée,21 g,en quantité élevée,0.24 g,en faible quantité,?,,187,-25%,782 kj(187 kcal),-25%,"5,8",-48%,"2,7",-53%,30,-6%,21,+6%,"3,7",-10%,"0,24",-38%,"0,096",-38%,7,-45%,C,-45%,75.9%,13.5%,4.8%,3.3%,2.5%,0.0%,64,,,,,,,,,,,,,,
1202,Naam Garlic,1000029165604,,,,"['France', 'Royaume-Uni']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,Schwartz Cajun Seasoning,50020737,,,,['France'],[],[],,,,,,,,,?,,276,,1155 kj(276 kcal),,"6,8",,"1,1",,38,,"6,9",,"8,8",,"19,8",,"7,92",,,,,,,,,,,,,,,,['glass-jar'],,,,,,,,,,
1204,Moutarde aux olives noires,3574311270294,B,,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",['France'],[],[],16 g,en quantité modérée,1.3 g,en faible quantité,5.2 g,en quantité modérée,4.9 g,en quantité élevée,?,,212,+25%,887 kj(212 kcal),+25%,16,+48%,"1,3",+59%,9,+30%,"5,2",+35%,"8,4",+28%,"4,9",+4%,"1,96",+4%,14,+21%,D,+21%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,,,,,,,,,,
1205,Oeufs,3483500003110,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,Dragees Amandes Castille Bleu Marine,3322219103394,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,Beef joint,0200073010801,,,,"['France', 'Royaume-Uni']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,sirop de glucose fructose,3700066102263,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,Frozen chips,5010251716631,B,,"['Surgelés', 'Pommes de terre préfrites surgelées']","['France', 'Royaume-Uni']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,21.9%,0.0%,23.0%,18.3%,27.1%,9.8%,97,,,,"['plastic bag', 'bar(s)']",,,,,,,,,,
1210,Gervita - Danone,29023059,,['Danone'],,['France'],[],[],,,,,,,,,?,,134,,561 kj(134 kcal),,"10,2",,"7,1",,"3,7",,"3,7",,"6,9",,"0,09",,"0,036",,,,,,,,,,,,,,,"['FR 76.260.001 CE', 'Ferrières-en-Bray (Seine-Maritime, France)']",,,,,,,,,,,
1211,Golden cube,8719992250363,,,,['France'],[],[],,,,,,,,,?,,590,,2469 kj(590 kcal),,42,,"8,4",,46,,26,,"7,5",,"0,51",,"0,204",,,,,,,,,,,,,,,,,,,,,,,,,,
1212,Boquerones vinagre tarrina - El Corte Inglés,8433329072717,,['El Corte Inglés'],,['France'],[],[],,,,,,,,,?,,208,,870 kj(208 kcal),,14,,"1,9",,2,,"0,5",,19,,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,,
1213,Tuc,8340438444444,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,8410894004572,8410894004572,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['FSC-C140656'],,,,,,,,,,,
1215,Roti filet fumé de porc,2442347054311,E,,"['Viandes', 'Porc', 'Rôtis de porc']",['France'],[],[],2 g,en faible quantité,0.8 g,en faible quantité,1 g,en faible quantité,2.7 g,en quantité élevée,?,,98,-32%,410 kj(98 kcal),-31%,2,-60%,"0,8",-62%,1,+22%,1,+60%,20,-11%,"2,7",+57%,"1,08",+57%,11,+54%,D,+54%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,"['Viande Française', 'Viande Porcine Française']","['FR 56.010.001 CE', 'Baud (Morbihan, France)']",,,,,,,,,,,
1216,Granola bio artisanal fruits secs -  - 700g,3770003613299,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis']",['France'],[],[],26 g,en quantité élevée,2.7 g,en quantité modérée,9.3 g,en quantité modérée,0.02 g,en faible quantité,?,,517,+24%,2163 kj(517 kcal),+24%,26,+98%,"2,7",-19%,54,-11%,"9,3",-45%,12,+22%,"0,02",-89%,"0,008",-89%,5,+2%,C,+2%,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,700 g,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'Fabriqué en France']",,,,,,,,,,,,
1217,Tohi - Dolfin,5413415900516,,"['Dolfin', 'Tohi']",,['France'],[],[],,,,,,,,,?,,571,,2389 kj(571 kcal),,"43,4",,"26,3",,"31,6",,"26,4",,"7,9",,"0,01",,"0,004",,,,,,,,,,,,,,['Fabriqué en Belgique'],,,,,,,,,,,,
1218,The - Partneys,3434380022937,,['Partneys'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,Miel de lavande -,3760211931223,B,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de lavande']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,
1220,Pâte miso,8801005140515,,,,['France'],[],[],,,,,,,,,?,,142,,594 kj(142 kcal),,2,,0,,22,,11,,11,,12,,"4,8",,,,,,,,,,,,,,,,,,,,,,,,,,
1221,oeufs - bleu blanc coeur - 6,0204990009450,,['bleu blanc coeur'],['Poissons et viandes et oeufs'],['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,6,['Label Rouge'],['SJYL3'],['6'],,,,['magasin u'],,['France'],['Caen'],,,?
1222,Brioche tressée au beurre - 600g,3279840005668,C,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Brioches tressées']",['France'],[],[],9.4 g,en quantité modérée,5.4 g,en quantité élevée,13 g,en quantité élevée,0.97 g,en quantité modérée,?,,330,-8%,1381 kj(330 kcal),-7%,"9,4",-27%,"5,4",-15%,53,+3%,13,-10%,"7,5",-7%,"0,97",-3%,"0,388",-3%,15,-6%,D,-6%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,600 g,,,,,,,,,,,,,
1223,Energy electrolytes - Prozis,5600854625616,,['Prozis'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,Beauty care formula glam! - Prozis,5600499509029,,['Prozis'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,Joints & bones - Prozis,5600380898782,,['Prozis'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,Jambon cuit fumé,2295150126603,,,,['France'],[],[],,,,,,,,,?,,148,,619 kj(148 kcal),,"5,5",,2,,"0,4",,"0,4",,24,,"1,76",,"0,704",,,,,,,,,,,,,,,,,,,,,,,,,,
1227,Auchan,8420690341115,,['Auchan'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Produit en braille'],,,,,,['Auchan'],,,,,,
1228,125g,8746055040463,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,125 g,['en:gluten-free'],,,,,,,,,,,,
1229,0634438245735,0634438245735,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen']",,,,,,,,,,,,
1230,Miel de Bocairent,8423249666660,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,Lingot chocolat,0257521019022,,,,['France'],[],[],,,,,,,,,?,,350,,1464 kj(350 kcal),,16,,10,,44,,19,,"6,1",,"0,82",,"0,328",,,,,,,,,,,,,,,,,,,,,,,,,,
1232,Confiture de savoie framboise,3760101490519,C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de framboises']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,65.8%,9.7%,13.4%,8.4%,2.2%,0.6%,60,,,,,,,,,,,,,,
1233,Denk Mit Maschinenpfleger - 250ml,4010355488534,,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,250 ml,,,['Flasche(n)'],,,,,,,,,,
1234,Cédrats,3760211450151,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,1/2 palette fumée sans os,2630626033137,,,,['France'],[],[],,,,,,,,,?,,159,,665 kj(159 kcal),,"8,5",,"3,2",,"0,5",,"0,5",,"79,9",,"2,3",,"0,92",,,,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,,,,,,
1236,Mon café bio Grains pur arabica - NaturéO - 1kg,3701091701582,E,['NaturéO'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés', 'Grains de café']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,96.9%,0.9%,0.7%,1.3%,0.2%,0.0%,10,1 kg,"['Bio', 'Bio européen', 'Commerce équitable', 'Max Havelaar', 'AB Agriculture Biologique']",,,,,,,,,,,,
1237,Mon café bio Doux Capsules pur arabica,3701091754519,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Commerce équitable', 'FR-BIO-10', 'Max Havelaar']",,,,,,,,,,,,
1238,Balea Cremseife - 500ml,4010355565679,,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,500 ml,,,,,,,,,,,,,
1239,Mon café bio Doux Dosetes pur arabica - Naturéo,3701091754861,,['Naturéo'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,
1240,4010355487773,4010355487773,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241,Tagliatelle,3339335501041,,,,['France'],[],[],,,,,,,,,?,,333,,1393 kj(333 kcal),,"2,3",,"0,6",,"62,8",,"1,9",,"13,6",,"0,03",,"0,012",,,,,,,,,,,,,,['Fabriqué en Italie'],,,,,,,,,,,,
1242,Denk Mit Wäscheduft Sweet Delight - 400ml,4010355488022,,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,400 ml,,,['Flasche(n)'],,,,,,,,,,
1243,Gigot d'agneau,2240013021489,,,"['Viandes', ""Viandes d'agneau"", ""Viandes d'agneau cuites"", ""Gigot d'agneau"", ""Gigot d'agneau grillé""]",['France'],[],[],6.3 g,en quantité modérée,2.6 g,en quantité modérée,0 g,en faible quantité,0.18 g,en faible quantité,?,,129,-14%,540 kj(129 kcal),-14%,"6,3",-11%,"2,6",-5%,"0,5",-62%,0,-100%,18,-5%,"0,18",-82%,"0,072",-82%,-2,-171%,A,-171%,,,,,,,,,,,,,,,,,,,,,
1244,Saucisson de Lyon à cuite,0264637055691,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,"['EMB 01405C', 'Servas (Ain, France)', 'FR 01.405.004 CE', 'Servas (Ain, France)']",,,,,,,,,,,
1245,Ayurvedic collection - Yogi Tea,4012824722484,,['Yogi Tea'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246,Jus de raisin - Vitamont,3289196480033,,['Vitamont'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,Filet de poulet fermier - Carrefour Bio,2435199054257,C,['Carrefour Bio'],"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,['Carrefour'],,,,,,
1248,Vigor total levadura de cerveza con lecitina - Santiveri,8412170003439,,['Santiveri'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,Carottes,3420820009637,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,Stem ginger lemon biscuits - Whittard,5022032131564,,['Whittard'],,['France'],[],[],,,,,,,,,?,,480,,2008 kj(480 kcal),,22,,7,,69,,37,,4,,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,,,,,,,,
1251,Mielbio,841043326,B,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,
1252,Souris d'agneau confite,2224658071894,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1253,Filets de poulet,0212549032019,D,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,['Point Vert'],"['FR 79.195.003 CE', 'Nueil-les-Aubiers (Deux-Sèvres, France)']",,,,,,,,,,,
1254,Filets de poulet rôtis traités en salaison,0211791035366,D,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet', 'Filets de poulet rotis']",['France'],[],[],5.5 g,en quantité modérée,1.4 g,en faible quantité,0.6 g,en faible quantité,1.26 g,en quantité modérée,?,,141,-3%,590 kj(141 kcal),-3%,"5,5",+2%,"1,4",+3%,"0,6",+4%,"0,6",+39%,"22,3",-6%,"1,26",-6%,"0,504",-6%,2,-22%,B,-22%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,"['Viande Française', 'Nutriscore', 'Volaille-francaise']",,,,,,,,,,,,
1255,Ginkgo biloba bio,3535400015042,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,
1256,1/2 palette de porc sale,2409263033912,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,Boudin à la viande,2343713010804,,,,['France'],[],[],,,,,,,,,?,,264,,1105 kj(264 kcal),,"21,4",,"7,9",,1,,"0,6",,"16,8",,"3,2",,"1,28",,,,,,,,,,,,,,,,,,,,,,,,,,
1258,Les célèbres Crêpes dentelle au chocolat noir UTZ - 100g,3222477241497,,,,['France'],"['Chocolat noir 49% ', 'sucre - pâte de cacao - beurre de cacao - émulsifiant: lécithines de tournesol - arôme naturel de vanille', "" - farine de _blé_28% - sucre - huile de colza - beurre concentré - lactose - poudre de lait entier - sel - extrait de malt d'orge - émulsifiant : lécithines de colza - poudre à lever : carbonates de sodium"", ' traces de fruits à coque']",['Non végétalien'],,,,,,,,,2081,,497,,2081 kj(497 kcal),,24,,14,,61,,39,,"6,7",,"0,45",,"0,18",,,,,,,,,,,,,100 g,,"['EMB 29232', 'Quimper (Finistère, France)']",,"['E322i - Lécithine', 'E500 - Carbonates de sodium']","['Gluten', 'Lait', 'Lactose - poudre de lait', 'Lactose - poudre de lait']",4,,,,,20 crêpes dentelle enrobées de chocolat noir,,
1259,Arôme de fumée sur sel,3265960810855,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1260,Emmental bio - Leader Price - 250g,45319853,,['Leader Price'],,['France'],[],[],,,,,,,,,?,,373,,1561 kj(373 kcal),,29,,21,,0,,0,,28,,"0,7",,"0,28",,,,,,,,,,,,,250 g,['Bio'],"['EMB 68223A', 'Muhlbach-sur-Munster (Haut-Rhin, France)']",,,,,['Leader Price'],,,,,,
1261,Paupiette de veau,0247220037656,E,,"['Viandes', 'Viandes de veau', 'Paupiette de veau']",['France'],[],[],22.5 g,en quantité élevée,8.9 g,en quantité élevée,0.2 g,en faible quantité,0.88 g,en quantité modérée,?,,269,+12%,1125 kj(269 kcal),+14%,"22,5",+18%,"8,9",+17%,2,-9%,"0,2",-55%,"14,6",+1%,"0,88",-6%,"0,352",-6%,14,+9%,D,+9%,91.6%,4.0%,1.1%,0.9%,0.5%,1.9%,15,,['Point Vert'],,,,,,,,,,,,
1262,20 crepes demi lune emmental - Toupargel - 20x 50g,3760011179221,,['Toupargel'],,['France'],[],[],,,,,,,,,?,,144,,602 kj(144 kcal),,"4,7",,"2,7",,17,,"3,8",,"8,1",,"0,8",,"0,32",,,,,,,,,,,,,20 x 50 g,,,,,,,,,,,,,
1263,Organic Orange Juice,0099482405861,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux']","['France', 'États-Unis']",['Organic orange juice'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",0 g,en faible quantité,0.0242 g,en faible quantité,8.75 g,en quantité élevée,0 g,en faible quantité,?,,46,+15%,192 kj(46 kcal),+14%,0,-100%,"0,024",-59%,"10,83",+29%,"8,75",+18%,"0,42",+9%,0,-100%,0,-100%,3,-49%,C,-49%,,,,,,,,,['Bio'],,,,,1,,"Whole Foods Market, Inc.",,,,,
1264,Viande hachée pur bœuf surgelé - Auchan,3596710392742,,['Auchan'],,['France'],[],[],,,,,,,,,?,,211,,883 kj(211 kcal),,15,,"6,2",,0,,0,,19,,"0,3",,"0,12",,,,,,,,,,,,,,,"['EMB 29233B', 'Quimperlé (Finistère, France)']",,,,,['Auchan'],,,,,,
1265,Tarama à la truffe d'été,3760239854849,,,,['France'],[],[],,,,,,,,,?,,539,,2255 kj(539 kcal),,57,,"4,7",,3,,"0,5",,"7,4",,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,,
1266,Amandes mondées d'Espagne,3701269700164,,,,['France'],[],[],,,,,,,,,?,,633,,2648 kj(633 kcal),,"56,31",,"5,54",,"4,92",,"4,61",,"26,63",,"0,023",,"0,009",,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-10']",,,,,,,,,,,,
1267,Rosé,3021891024972,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268,Soupe repas,3380380086793,,,,['France'],[],[],,,,,,,,,?,,47,,197 kj(47 kcal),,"0,5",,"0,1",,"7,5",,"1,1",,"2,8",,"0,65",,"0,26",,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,,,
1269,Pommes de terre Normande Charlotte,3000012026903,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
