,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,eco_score,traceability_code,salt_quantity,salt_comment,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,ingredients_origins,nova_score,quantity,markets,allergens,generic_name,additives,link,origin_detail,manufacturing,brand_owner,palm_ingredients,producer_info
1008,Cafe soluble doux et fruite - Carrefour Bio,3068594209060,['France'],[],[],?,?,,?,,?,,?,,,['Carrefour Bio'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Cafés', 'Boissons instantanées', 'Cafés solubles']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,D,,,,,,,,,,86.9%,10.2%,0.3%,1.0%,0.1%,1.5%,27,,['Mexique'],,,['Carrefour'],,,,,,,,,
1009,Cuisse de canard confite sauce aux cèpes et pommes de terre - Thiriet,3292590878351,['France'],[],[],?,159,665 kj(159 kcal),"7,9",3,13,0,"8,6","0,82","0,328",['Thiriet'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Thiriet'],,,,,,,,,
1010,Galettes 7 cereales - Moulin des moines,3347430022118,['France'],[],[],?,351,1469 kj(351 kcal),"2,35","0,45","64,5","0,62","12,45",,,['Moulin des moines'],,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,Rôti de porc saumure,2226031052285,['France'],[],[],?,129,540 kj(129 kcal),"4,4","1,7","0,5","0,4",22,"3,4","1,36",,"['Viandes', 'Porc', 'Rôtis de porc']",,4.4 g,en quantité modérée,1.7 g,en quantité modérée,0.4 g,en faible quantité,,-10%,-9%,-13%,-19%,-39%,-36%,-2%,E,,3.4 g,en quantité élevée,+98%,+98%,12,+68%,D,+68%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,,,,,,,,,,,,
1012,Bacon Rashers - Morrisons,5010525041377,['France'],[],[],?,512,2142 kj(512 kcal),"26,8","3,5","58,4","11,7",7,"1,54","0,616",['Morrisons'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,Allons Rooibos,3585810083643,['France'],[],[],?,24,100 kj(24 kcal),0,0,0,0,0,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,Lentilles blondes - Moulin des moines,3347430022187,['France'],[],[],?,?,,?,,?,,?,,,['Moulin des moines'],,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,Brie de Meaux,2230030002349,['France'],[],[],?,263,1100 kj(263 kcal),20,14,"0,9",0,20,"1,7","0,68",,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Fromages de France', 'Bries', 'Brie de Meaux']",,20 g,en quantité modérée,14 g,en quantité élevée,0 g,en faible quantité,,-6%,-6%,-8%,-8%,+89%,-100%,-3%,D,,1.7 g,en quantité élevée,-5%,-5%,15,-1%,D,-1%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,,
1016,Chocolat - Belvas,5425007884395,['France'],[],[],?,574,2402 kj(574 kcal),"42,1","25,2","39,6","36,8","6,2","0,14","0,056",['Belvas'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,Cacahuetes grillees sans sel ajoute - Auchan,8435177059384,['France'],[],[],?,622,2602 kj(622 kcal),51,"5,9","9,3","4,6",27,"0,01","0,004",['Auchan'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Fruits à coques et dérivés', 'Fruits à coques', 'Fruits à coque grillés', 'Cacahuètes', 'Cacahuètes grillées']",,51 g,en quantité élevée,5.9 g,en quantité élevée,4.6 g,en faible quantité,,+2%,+2%,+4%,-18%,-23%,-12%,+4%,D,,0.01 g,en faible quantité,-99%,-99%,-2,-133%,A,-133%,91.0%,1.7%,3.2%,2.0%,2.2%,0.0%,45,,,,,['Auchan'],,,,,,,,,
1018,Poivrons piquillo grillés entiers - Picard,3270160870127,['France'],[],[],?,28,117 kj(28 kcal),"0,5","0,1","4,2","4,2",1,,,['Picard'],,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Picard'],,,,,,,,,
1019,Confiture de fraises,30179516,['France'],[],[],?,?,,?,,?,,?,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",,,,,,,,,,,,,,,,D,,,,,,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,,,
1020,"Purée de sésame ou ""Tahin""",3580280758046,['France'],[],[],?,?,,?,,?,,?,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Produits à tartiner', 'Céréales et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Purées de céréales', 'Purées de sésame']",,,,,,,,,,,,,,,,D,,,,,,,,,,84.4%,6.1%,3.7%,4.2%,1.7%,0.0%,47,,,,,,,,,,,,,,
1021,Graines de chia,3872084006929,['France'],[],[],?,?,,?,,?,,?,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Chia']",,,,,,,,,,,,,,,,D,,,,,,,,,,88.0%,0.0%,4.6%,2.4%,3.1%,1.9%,35,,,,,,,,,,,,,,
1022,Betteraves rouge de normandie,3329710002997,['France'],[],[],?,292,1222 kj(292 kcal),"3,9","0,3","6,5","5,9",0,"0,8","0,32",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Betteraves', 'Betterave rouge']",,3.9 g,en quantité modérée,0.3 g,en faible quantité,5.9 g,en quantité modérée,,,+547%,+1963%,+2156%,-18%,-17%,-100%,A,,0.8 g,en quantité modérée,+747%,+747%,2,,B,,65.8%,0.0%,0.0%,19.7%,13.6%,0.9%,99,"['Barquette', 'Film en plastique']",,,,,,,,,,,,,
1023,Melange croquant - Auchan,3596710481064,['France'],[],[],?,18,75 kj(18 kcal),"0,5","0,1","1,6","0,9","1,3",,,['Auchan'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,,,,,,
1024,La cocoon - Ederki,3277510007547,['France'],[],[],?,27,113 kj(27 kcal),"0,3","0,1","4,5","1,4","0,8","0,53","0,212",['Ederki'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,Velouté à l'oursin,3700189555373,['France'],[],[],?,58,243 kj(58 kcal),"2,7","1,4","2,6","1,3","5,9","0,81","0,324",,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,Mélange pour volaille - Bedros,3580281880135,['France'],[],[],?,?,,?,,?,,?,,,['Bedros'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,Cerise noir de Bâle - Maison Perrotte,3701090800576,['France'],"['Cerises noires de Bâles 62%', 'sucre', 'jus de citron', 'Gélifiant: pectine de fruits']",[],?,191.9,803 kj(191 kcal),"0,6","0,6",46,45,"0,6","0,6","0,24",['Maison Perrotte'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de cerises']",,0.6 g,en faible quantité,0.6 g,en faible quantité,45 g,en quantité élevée,,-14%,-14%,+146%,+1233%,-15%,-13%,-6%,D,"['EMB 49364B', 'Vaudelnay (Maine-et-Loire, France)']",0.6 g,en quantité modérée,+2173%,+2173%,10,+1%,C,+1%,73.9%,8.9%,10.5%,4.6%,1.7%,0.4%,50,,,4,,,,,['E440 - Pectines'],,,,,,
1028,Donut au chocolat,2012400001394,['France'],[],[],?,426,1782 kj(426 kcal),28,14,36,11,"5,2","1,31","0,524",,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts', 'Beignets fourrés au chocolat', 'en:Chocolate doughnuts']",,28 g,en quantité élevée,14 g,en quantité élevée,11 g,en quantité modérée,,-2%,-2%,+8%,+11%,-15%,-30%,-20%,D,,1.31 g,en quantité modérée,+26%,+26%,22,+2%,E,+2%,77.1%,13.7%,3.6%,3.5%,1.9%,0.0%,52,,,,,,,,,,,,,,
1029,Cerneaux de noix pralinés,3770015047211,['France'],[],[],?,?,,?,,?,,?,0,0,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix', 'Cerneaux de noix']","['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,,,,,,,D,,0 g,en faible quantité,-100%,-100%,,,,,87.8%,0.0%,4.7%,2.4%,3.2%,2.0%,36,['Cerneaux de noix'],,,,,,,,,,,,,
1030,Pomme de terre salade vapeur rissolees,3345360302126,['France'],[],[],?,80,335 kj(80 kcal),0,0,"18,3","0,7","1,9",0,0,,"['Plats préparés', 'Salades', 'Salades composées', 'Plats à base de pommes de terre', 'Salades de pommes de terre']",,0 g,en faible quantité,0 g,en faible quantité,0.7 g,en faible quantité,,-47%,-46%,-100%,-100%,+115%,-21%,-54%,C,,0 g,en faible quantité,-100%,-100%,-1,-130%,A,-130%,72.8%,14.2%,6.7%,3.8%,2.0%,0.5%,58,,,,,,,,,,,,,,
1031,Pomme de terre vapeur,3664785125586,['France'],[],[],?,80,335 kj(80 kcal),0,0,"18,3","0,7","1,9",0,0,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pommes de terre']","['Bio', 'Bio européen', 'FR-BIO-01']",0 g,en faible quantité,0 g,en faible quantité,0.7 g,en faible quantité,,-18%,-18%,-100%,-100%,+4%,+27%,-6%,B,,0 g,en faible quantité,-100%,-100%,-1,,A,,28.6%,0.0%,23.6%,24.0%,19.8%,4.1%,98,,,,,,,,,,,,,,
1032,Pomme de terre grenaille chair ferme blanche,3345361611364,['France'],[],[],?,?,,?,,?,,?,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pommes de terre', 'Pommes de terre grenaille']",,,,,,,,,,,,,,,,B,,,,,,,,,,28.6%,0.0%,23.6%,24.0%,19.8%,4.1%,98,,,,,,,,,,,,,,
1033,Gourde recyclable pomme nature - Andros,3608580038719,['France'],[],[],?,?,,?,,?,,?,,,['Andros'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,Assortiment de charcuterie - Monoprix,3350033776029,['France'],[],[],?,394,1648 kj(394 kcal),33,13,"1,2","1,1",23,"4,4","1,76",['Monoprix'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Monoprix'],,,,,,,,,
1035,Filetti di acciughe in olio di oliva,8012666504442,['France'],[],[],?,207,866 kj(207 kcal),11,"2,5","0,5",0,26,"14,7","5,88",,['it:Filetti di acciughe'],,11 g,en quantité modérée,2.5 g,en quantité modérée,0 g,en faible quantité,,,,,,,,,,,14.7 g,en quantité élevée,,,14,,D,,,,,,,,,,,,,,,,,,,,,,
1036,Assortiment de pralines - Lindt,8003340005126,['France'],[],[],?,629,2632 kj(629 kcal),51,38,35,32,"5,3","0,1","0,04",['Lindt'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,Premium Arándano Clásico - Great Value,7501791628457,['France'],[],[],?,0,0 kj(0 kcal),0,0,"12,4","12,4",0,,,['Great Value'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,Pâte à tartiner 17% de noisettes italiennes - Le Bio pour Tous,3760295170600,['France'],[],[],?,519,2171 kj(519 kcal),"27,6","5,2",58,"54,3","7,5","0,1","0,04",['Le Bio pour Tous'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner aux noisettes', 'Pâtes à tartiner au chocolat', 'Pâtes à tartiner aux noisettes et au cacao']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",27.6 g,en quantité élevée,5.2 g,en quantité élevée,54.3 g,en quantité élevée,,-5%,-6%,-19%,-32%,+13%,+14%,+10%,C,,0.1 g,en faible quantité,-3%,-3%,17,-18%,D,-18%,82.7%,11.5%,2.8%,2.4%,0.6%,0.0%,40,['Pot en verre'],,,,,,,,,,,,,
1039,Ecrasé de pommes de terre eclats de noisette - Findus,3599741005681,['France'],[],[],?,187,782 kj(187 kcal),13,"5,8",14,"0,5","2,6","0,51","0,204",['Findus'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,Aiguilletee de cabillaud pane,4056489277484,['France'],[],[],?,223,933 kj(223 kcal),"10,3",1,19,"0,6","12,8","0,48","0,192",,,"['Nutriscore', 'Nutriscore A', 'Pêche durable', 'Pêche durable MSC']",,,,,,,,,,,,,,,,['MSC-C-50004'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,Parmentier de canard,3338354444605,['France'],[],[],?,186,778 kj(186 kcal),12,"4,3",13,"1,4","4,8","0,82","0,328",,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats au canard', 'Parmentiers de canard']",,12 g,en quantité modérée,4.3 g,en quantité modérée,1.4 g,en faible quantité,,+32%,+32%,+56%,+18%,+35%,-13%,-33%,D,,0.82 g,en quantité modérée,+5%,+5%,7,+137%,C,+137%,78.8%,12.8%,2.6%,3.3%,1.4%,1.0%,46,,,,,,,,,,,,,,
1042,Pur jus de tomate,3700749300917,['France'],[],[],?,21,88 kj(21 kcal),0,0,"3,9","3,5","0,7","0,3","0,12",,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Boissons à base de végétaux', 'Aliments et boissons à base de légumes', 'Légumes et dérivés', 'Jus et nectars', 'Tomates et dérivés', 'Boissons aux légumes', 'Jus de légumes', 'Jus de tomates']","['Bio', 'Bio européen', 'FR-BIO-01']",0 g,en faible quantité,0 g,en faible quantité,3.5 g,en quantité modérée,,+5%,+7%,-100%,-100%,+6%,+9%,-7%,,,0.3 g,en quantité modérée,-29%,-29%,-3,,B,,,,,,,,,,,,,,,,,,,,,,
1043,Biscuit fin - Auchan,3596710487059,['France'],[],[],?,527,2205 kj(527 kcal),28,16,62,42,"5,5","0,36","0,144",['Auchan'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,28 g,en quantité élevée,16 g,en quantité élevée,42 g,en quantité élevée,,+11%,+11%,+35%,+58%,-3%,+42%,-15%,C,,0.36 g,en quantité modérée,-39%,-39%,26,+31%,E,+31%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,,,,,,,,,
1044,Compote - Andros,3608580038115,['France'],[],[],?,50,209 kj(50 kcal),"0,3",0,10,10,"0,3",0,0,['Andros'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,Mélange pour cocktails caïpirinha - Légendes Gourmandes,3760155983647,['France'],[],[],?,370,1548 kj(370 kcal),"0,03","0,02","92,3","84,2","0,13","0,4","0,16",['Légendes Gourmandes'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,pomme de terre vapeur sautees,3564706639195,['France'],[],[],?,?,,?,,?,,?,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pommes de terre']",,,,,,,,,,,,,,,,B,,,,,,,,,,28.6%,0.0%,23.6%,24.0%,19.8%,4.1%,98,,,,,,,,,,,,,,
1047,Rôti de porc cuit,2254593024662,['France'],[],[],?,123,515 kj(123 kcal),"3,8","1,4","0,7","0,7",21,"2,1","0,84",,"['Viandes', 'Porc', 'Rôtis de porc']",,3.8 g,en quantité modérée,1.4 g,en faible quantité,0.7 g,en faible quantité,,-15%,-14%,-24%,-33%,-14%,+12%,-6%,E,,2.1 g,en quantité élevée,+22%,+22%,11,+54%,D,+54%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,,,,,,,,,,,,
1048,Saumon Fumé Bio D'écosse -,3346041417009,['France'],[],[],?,225,941 kj(225 kcal),15,"2,8","0,5",0,23,"2,8","1,12",,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",,15 g,en quantité modérée,2.8 g,en quantité modérée,0 g,en faible quantité,,+22%,+22%,+43%,+36%,+1%,-100%,+4%,E,,2.8 g,en quantité élevée,-1%,-1%,14,+7%,D,+7%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,['Ecosse'],,,,,,,,,,,,
1049,Jambon superieur avec couenne,2200020032212,['France'],[],[],?,143,598 kj(143 kcal),5,"1,9",0,0,25,"1,6","0,64",,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', 'Jambon avec couenne', 'Jambon cuit avec couenne', 'Jambon supérieur avec couenne']",,5 g,en quantité modérée,1.9 g,en quantité modérée,0 g,en faible quantité,,+8%,+9%,+4%,+3%,-100%,-100%,+18%,E,,1.6 g,en quantité élevée,-14%,-14%,4,-43%,C,-43%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,,,,,,,,,,
1050,Andros gourde,3608580038856,['France'],[],[],?,51,213 kj(51 kcal),"0,2",0,11,11,"0,2",0,0,['Andros'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,Tarama à la truffe d’été,3664866007787,['France'],[],[],?,539,2255 kj(539 kcal),57,"4,7",3,"0,5","7,4","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,Tarte 3 fromages,3582450121520,['France'],[],[],?,254,1063 kj(254 kcal),"14,6","8,3",22,3,"8,5","0,8","0,32",,['Tartes'],,14.6 g,en quantité modérée,8.3 g,en quantité élevée,3 g,en faible quantité,,-16%,-16%,+7%,+20%,-41%,-82%,+59%,,,0.8 g,en quantité modérée,+31%,+31%,14,0%,D,0%,,,,,,,,,,,,,,,,,,,,,
1053,conchiglioni farcis ricotta et jambon fumé - Thiriet - 850g,0292180882563,['France'],"['Eau', 'ricotta 12,3% ', 'lait', 'pâtes cuites 12,2% ', 'semoule de blé dur ', 'gluton', 'eau', 'courgette grillée 11%', 'aubergine préfrites 11% ', 'aubergine', 'huile de tournesol', 'jambon cuit supérieur fumé 6% ', 'porc ', 'origine France', 'eau', 'sel', 'bouillon dáshydraté ', 'concentré de blette', 'acérola', 'carotte déshydratée', 'forments', 'dextrose', 'oignon', 'concentré de tomate', 'fromage à pâte dure 2,8% ', 'lait', 'mozzarella 1,5% ', 'lait', 'amidon transformé', 'basilic 1,1%', 'huile de tournesol', 'sel', 'ail', 'lait entier en poudre ', 'lait', 'jus de citron jaune concentre', 'amidon', 'poivre blanc', 'muscade', ' Présence éventuelle de céleri', 'crustacés', 'couf', 'poisson', 'mollusques', 'moutarde', 'sésame', 'soja et fruits à coque']","['Non végétalien', 'Non végétarien']",466,112,466 kj(112 kcal),"6,2","2,3","8,1","2,3","5,3","0,81","0,324",['Thiriet'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sachez'],,4,850g,['Thiriet'],"['Crustacés', 'Poisson', 'Lait', 'Mollusques', 'Moutarde', 'Fruits à coque', 'Graines de sésame', 'Soja']",,['E14XX - Amidons modifiés'],,,,,,
1054,Shiitakés - Aquibio,3516459201808,['France'],[],[],?,70,293 kj(70 kcal),"0,22","0,06","0,4","0,4","1,56","0,1","0,04",['Aquibio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Champignons et produits dérivés', 'Champignons', 'Champignons shiitake']","['Bio', 'Bio européen', 'FR-BIO-16']",0.22 g,en faible quantité,0.06 g,en faible quantité,0.4 g,en faible quantité,,-16%,-1%,-82%,-65%,-97%,-70%,-73%,B,,0.1 g,en faible quantité,+53%,+53%,-5,,A,,56.0%,0.0%,0.0%,16.0%,22.9%,5.1%,98,,,,,,,,,,,,,,
1055,Filets de Cabillaud,3564706599222,['France'],[],[],?,68,285 kj(68 kcal),"0,5","0,1","0,5","0,5",17,"0,16","0,064",,"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Morues', 'Filets de cabillaud']",,0.5 g,en faible quantité,0.1 g,en faible quantité,0.5 g,en faible quantité,,-42%,-40%,-83%,-75%,-91%,+0%,+9%,E,,0.16 g,en faible quantité,-66%,-66%,-5,,A,,93.2%,0.0%,0.9%,5.2%,0.5%,0.1%,14,,,,,,,,,,,,,,
1056,D-congest - Prozis,5600499575437,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,5","0,5",0,0,0,['Prozis'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,Boudin noir aux oignons,62326933,['France'],[],[],?,226,946 kj(226 kcal),22,"7,7","4,6","2,1",14,"1,6","0,64",,"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins noirs', 'Boudins noirs aux oignons']",,22 g,en quantité élevée,7.7 g,en quantité élevée,2.1 g,en faible quantité,,-11%,-11%,+2%,-8%,+52%,+4%,+21%,D,"['EMB 85059B', 'Châtaigneraie (Vendée, France)', 'FR 85.059.004 CE', 'Châtaigneraie (Vendée, France)']",1.6 g,en quantité élevée,+20%,+20%,16,+2%,D,+2%,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,"['Barquette', 'Film en plastique']",,,,,,,,,,,,,
1058,Saucisse de Francfort - Auchan,3254566408115,['France'],[],[],?,286,1197 kj(286 kcal),26,"9,2","0,8","0,8",13,"2,2","0,88",['Auchan'],,"['Nutriscore', 'Nutriscore E']",,,,,,,,,,,,,,,,"['EMB 67348B', 'Obernai (Bas-Rhin, France)', 'FR 67.348.008 CE', 'Obernai (Bas-Rhin, France)']",,,,,,,,,,,,,,,,,,,,['Auchan'],,,,,,,,,
1059,Roti de porc demi-sel,2287036443102,['France'],[],[],?,125,523 kj(125 kcal),3,"1,2","1,6","1,2",23,"1,3","0,52",,"['Viandes', 'Porc', 'Rôtis de porc']",,3 g,en quantité modérée,1.2 g,en faible quantité,1.2 g,en faible quantité,,-13%,-12%,-40%,-43%,+96%,+92%,+3%,E,,1.3 g,en quantité modérée,-24%,-24%,2,-72%,B,-72%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,,,,,,,,,,,,
1060,MOI MOCHE ET BON,3770009923095,['France'],[],[],?,11,46 kj(11 kcal),0,0,"2,6","2,3",0,0,0,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,Knoppers - Storck,00248945,['France'],[],[],?,551,2305 kj(551 kcal),"33,2","18,6","52,4","35,2","3,9","0,39","0,156",['Storck'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,Kellogg's Sulatana Bran,53745026,['France'],[],[],?,346.5583,1450 kj(346 kcal),"2,8","0,6","62,8","28,9","9,5","0,675","0,27","[""Kellogg's""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,"P'tites grains, miel - Casino",3222477420373,['France'],"['Blé soufflé 70% - sucre de canne"" - miel 2%', ' ""Issu de l\'agriculture biologique', "" Traces d'autres céréales contenant du gluten"", ""d'arachides"", 'de fruits à coque', 'de lait et de soja']",['Non végétalien'],?,389,1628 kj(389 kcal),"1,3","0,4",79,23,12,0,0,"['Casino', 'Les doodingues']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']",['Bio'],1.3 g,en faible quantité,0.4 g,en faible quantité,23 g,en quantité élevée,,-3%,-3%,-85%,-82%,+18%,+38%,+29%,C,,0 g,en faible quantité,-100%,-100%,-1,-119%,A,-119%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,3,,['Casino'],,,,,,,,,
1064,Orange à déguster - Auchan,61641099,['France'],[],[],?,?,,?,,?,,?,0,0,['Auchan'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,,,,,,
1065,Rôti de porc fumé,0278402023228,['France'],[],[],?,?,,?,,?,,?,,,,"['Viandes', 'Porc', 'Rôtis de porc']",,,,,,,,,,,,,,,,E,,,,,,,,,,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,,,,,,,,,,,,
1066,Huile vierge noix de l’isere,3770018293042,['France'],[],[],?,900,3766 kj(900 kcal),10,1,0,0,0,0,0,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Fruits à coques et dérivés', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits à coques', 'Huiles de noix', 'Huile vierge de noix']",,10 g,en quantité modérée,1 g,en faible quantité,0 g,en faible quantité,,+2%,+3%,-90%,-89%,-100%,-100%,-100%,D,,0 g,en faible quantité,-100%,-100%,6,+12%,C,+12%,92.8%,2.3%,2.5%,1.3%,1.2%,0.0%,36,,,,,,,,,,,,,,
1067,Foie gras de canard entier - Auchan,3596710488063,['France'],[],[],?,534,2234 kj(534 kcal),55,23,"2,4","1,9","7,3","1,2","0,48",['Auchan'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras de canard entiers']","['Nutriscore', 'Nutriscore E']",55 g,en quantité élevée,23 g,en quantité élevée,1.9 g,en faible quantité,,+1%,+1%,+1%,-1%,+1%,+44%,-3%,B,,1.2 g,en quantité modérée,0%,0%,21,+1%,E,+1%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,['Auchan'],,,,,,,,,
