,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,brand,eco_score,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,markets,packaging,traceability_code,additives,nova_score,allergens,generic_name,manufacturing,ingredients_origins,link,brand_owner,palm_ingredients
1138,Power Eiweiss Riegel,23283480,['France'],[],[],?,364,1523 kj(364 kcal),11,"6,7",34,20,32,"0,06","0,024",,,,,"['en:gluten-free', 'Agriculture durable', 'en:UTZ Certified']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,4 Cubes Soupe Bo Kho Boeuf,8936082240046,['France'],[],[],?,47,197 kj(47 kcal),"0,9",0,8,8,"1,3","3,33","1,332",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,Fleur de sel,3760177742819,['France'],[],[],?,?,,?,,?,,?,,,,,B,"['Epicerie', 'Condiments', 'Sels', 'Sels marins', 'Sels non raffinés', 'Fleurs de sel']",,,,,,,,,,,,,,,,,,,,,,,,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,,,"['EMB 37156D', 'Montlouis-sur-Loire (Indre-et-Loire, France)']",,,,,,,,,
1141,Poulet roti,2209555005807,['France'],[],[],?,160,669 kj(160 kcal),"8,3","2,3",1,"0,4",21,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,Fourme d'ambert,2487995018636,['France'],[],[],?,343,1435 kj(343 kcal),29,"20,6","0,5","0,5",20,2,"0,8",,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte persillée', 'Fromages de France', 'Fromages à pâte persillée français', ""Fourme d'Ambert""]",,29 g,en quantité élevée,20.6 g,en quantité élevée,0.5 g,en faible quantité,2 g,en quantité élevée,,+0%,+0%,+2%,+4%,-49%,+44%,-1%,-10%,-10%,17,-6%,D,-6%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,"['FR 69.273.010 CE', 'Corbas (Rhône, France)']",,,,,,,,,
1143,Chaumes Le véritable,3222110008159,['France'],"['lait de vache pasteurisé', 'sel', 'ferments', ""colorant : bêta-carotène d'origine naturelle""]","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,337,1410 kj(337 kcal),29,21,"0,5","0,5",19,"2,2","0,88",,"['Chaumes', 'Savencia']",B,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache']",,29 g,en quantité élevée,21 g,en quantité élevée,0.5 g,en faible quantité,2.2 g,en quantité élevée,,-0%,0%,+7%,+14%,-35%,+16%,-14%,+57%,+57%,18,+26%,D,+26%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,['E160ai - Bêta-carotène'],4,['Lait'],,,"['France', 'Lait origine France']",,,
1144,Cuisse de dinde,2245032003119,['France'],[],[],?,155,649 kj(155 kcal),"8,5","2,5","0,2","0,2",19,"0,26","0,104",,,D,"['Viandes', 'Volailles', 'Dindes', 'Cuisses de dinde']",,8.5 g,en quantité modérée,2.5 g,en quantité modérée,0.2 g,en faible quantité,0.26 g,en faible quantité,,+1%,+3%,+0%,+2%,-71%,-66%,+2%,-37%,-37%,-1,-380%,A,-380%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,,,,,,,,,
1145,Foie Gras de canard ENTIER - Maison Gaudin - 180g,3760189310020,['France'],"['Foie gras de canard', 'sel', 'poivre', 'Armagnac', 'sucre', 'antioxygène : ascorbate de sodium', 'conservateur : sel nitrité']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,439,1837 kj(439 kcal),44,19,2,2,"9,1",2,"0,8",180 g,['Maison Gaudin'],B,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras de canard entiers']",,44 g,en quantité élevée,19 g,en quantité élevée,2 g,en faible quantité,2 g,en quantité élevée,,-17%,-17%,-19%,-18%,-16%,+52%,+21%,+67%,+67%,23,+11%,E,+11%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,"['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",3,,,,,,,
1146,Chocolat,3760273830090,['France'],[],[],?,521,2180 kj(521 kcal),38,24,39,37,7,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,Macarons en pâte d'amandes,8719639001136,['France'],[],[],?,440,1841 kj(440 kcal),"16,8",3,"66,2","62,7",6,"0,1","0,04",,,D,"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Macarons']",,16.8 g,en quantité modérée,3 g,en quantité modérée,62.7 g,en quantité élevée,0.1 g,en faible quantité,,+3%,+3%,-6%,-34%,+19%,+25%,-30%,-30%,-30%,17,-3%,D,-3%,88.9%,5.7%,2.0%,2.2%,1.2%,0.0%,37,,,,,,,,,,,,
1148,Pâte à sucre,3324695191742,['France'],[],[],?,400,1674 kj(400 kcal),"7,1","4,8",82,81,"0,7","0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,Frutos secos - Medina,8412139008130,['France'],[],[],?,534,2234 kj(534 kcal),"36,7","4,8",38,"2,8","12,5","2,1","0,84",,['Medina'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,Assortiment mignardises -  - 250g,3286790107939,['France'],[],[],?,491,2054 kj(491 kcal),31,18,44,29,"7,6","0,25","0,1",250 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 77270A', 'Maisoncelles-en-Brie (Seine-et-Marne, France)']",,,,,,,,,
1151,Protein pancake - 45g,5390028100734,['France'],[],[],?,295,1234 kj(295 kcal),"4,9","0,9","28,1","5,9","35,5","0,27","0,108",45 g,,,,['Sans sucre ajouté'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,COMTÉ AOP,2480116029122,['France'],[],[],?,418,1749 kj(418 kcal),"34,6","22,5",0,0,"26,7","0,82","0,328",,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",,34.6 g,en quantité élevée,22.5 g,en quantité élevée,0 g,en faible quantité,0.82 g,en quantité modérée,,+5%,+6%,+6%,+4%,-100%,-100%,+6%,-16%,-16%,13,-3%,D,-3%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,
1153,Câpres fines - Horeca - 575g,3439495024180,['France'],[],[],?,19,79 kj(19 kcal),"0,5","0,5","2,2",0,"1,9",7,"2,8",575 g,['Horeca'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,Bâtonnets de mangue -,2868532022963,['France'],[],[],?,67,280 kj(67 kcal),"0,5","0,01","15,3","12,9","0,7","0,01","0,004",,,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Mangues']",,0.5 g,en faible quantité,0.01 g,en faible quantité,12.9 g,en quantité élevée,0.01 g,en faible quantité,,+5%,+5%,+40%,-76%,+7%,+5%,+14%,-24%,-24%,-3,,A,,15.0%,0.0%,0.0%,83.7%,1.0%,0.3%,25,,,,,,,,,,,,
1155,Amande décortiquées,3760023451056,['France'],[],[],?,645,2699 kj(645 kcal),"49,9","3,8","21,5","4,2","21,1","0,01","0,004",,,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Fruits à coques décortiqués', 'Amandes', 'Amandes décortiquées']",,49.9 g,en quantité élevée,3.8 g,en quantité modérée,4.2 g,en faible quantité,0.01 g,en faible quantité,,+3%,+3%,-3%,-5%,+64%,+7%,-6%,-57%,-57%,1,,B,,96.4%,0.5%,1.0%,1.5%,0.7%,0.0%,11,,,,,,,,,,,,
1156,2 Pavé de bœuf bio - Jean rozé - 332grammes,0212474051161,['France'],[],[],?,?,,?,,?,,?,,,332 grammes,['Jean rozé'],,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Intermarché'],,,,,,,,,,,
1157,Le petit nantais - La Cour d'Orgères,3760194181769,['France'],[],[],?,213,891 kj(213 kcal),"0,8","0,5",50,47,"1,3","0,05","0,02",,"[""La Cour d'Orgères""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,Morbier bio - Jura Flore,2285476030449,['France'],[],[],?,343,1435 kj(343 kcal),"28,1","19,6","0,5",0,22,"1,76","0,704",,['Jura Flore'],C,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Morbiers']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",28.1 g,en quantité élevée,19.6 g,en quantité élevée,0 g,en faible quantité,1.76 g,en quantité élevée,,-3%,-3%,-2%,+1%,-36%,-100%,-3%,+23%,+23%,16,+7%,D,+7%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,
1159,Maïs ultra croquant - Maingourd,3112940746669,['France'],[],[],?,89,372 kj(89 kcal),"2,4","0,5",12,"4,9","2,9","0,43","0,172",,['Maingourd'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,Mousse pur canard,0209091012538,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 56.246.008 CE', 'Sourn (Morbihan, France)']",,,,,,,,,
1161,Moutarde Champs Cinq épices,3332290406048,['France'],[],[],?,166,695 kj(166 kcal),12,"0,8","3,7","2,5",7,"6,6","2,64",,,B,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",,12 g,en quantité modérée,0.8 g,en faible quantité,2.5 g,en faible quantité,6.6 g,en quantité élevée,,-2%,-2%,+11%,-2%,-46%,-35%,+7%,+40%,+40%,12,+3%,D,+3%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,,,,,,,,
1162,Canela em pó,7899489200482,"['Brésil', 'France']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,Tarte fine aux pommes,2030509001244,['France'],[],[],?,?,,?,,?,,?,,,,,B,"['Tartes', 'Tartes sucrées', 'Tartes aux pommes']",,,,,,,,,,,,,,,,,,,,,,,,67.5%,16.8%,7.5%,4.2%,4.0%,0.0%,84,,,,,,,,,,,,
1164,Assortiment de loukoums -,2600108016330,['France'],[],[],?,352,1473 kj(352 kcal),"0,5","0,3",85,76,"0,4",0,0,,,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Loukoums']",['Fabriqué en Belgique'],0.5 g,en faible quantité,0.3 g,en faible quantité,76 g,en quantité élevée,0 g,en faible quantité,,-1%,-0%,-75%,-40%,+4%,+21%,-58%,-100%,-100%,14,+4%,D,+4%,,,,,,,,,,,,,,,,,,,
1165,Creme de vinaigre - Terroir Méditerranéen - 250ml,3760096290552,['France'],"['Mout de raisin cuit', ' Vinaigre Balsamique de Modene ', 'vinaigre de vin', 'mout raisin cuit', 'colorant E150d', 'sucre,colorant E150d', ' amidon modifié de mais', 'arômes 0', '15', ' contient sulfites']",[],?,227,950 kj(227 kcal),"0,1","0,1","52,3","49,8","1,7","4,35","1,74",250 ml,['Terroir Méditerranéen'],,"['Epicerie', 'Condiments', 'Crèmes de vinaigre']",,0.1 g,en faible quantité,0.1 g,en faible quantité,49.8 g,en quantité élevée,4.35 g,en quantité élevée,,+7%,+7%,+154%,+785%,+5%,+19%,+155%,+3325%,+3325%,22,+102%,E,+102%,,,,,,,,,,,"[""E150d - Caramel au sulfite d'ammonium"", 'E14XX - Amidons modifiés']",4,['Anhydride sulfureux et sulfites'],,,,,,
1166,Gnocchi di patate - Rana,8001665702072,['France'],[],[],?,151,632 kj(151 kcal),"0,5",0,33,"9,2","3,1",1,"0,4",,['Rana'],B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Gnocchi', 'Gnocchi de pommes de terre']",,0.5 g,en faible quantité,0 g,en faible quantité,9.2 g,en quantité modérée,1 g,en quantité modérée,,-10%,-10%,-64%,-100%,-0%,+667%,-26%,-12%,-12%,6,+68%,C,+68%,46.0%,1.2%,22.2%,18.3%,9.7%,2.6%,97,,,,,,,,,,,,
1167,Pan de pueblo con 5 cereales - Dia,8480017124593,['France'],[],[],?,254,1063 kj(254 kcal),"3,6","0,7","44,3","3,8","9,1","1,11","0,444",,['Dia'],,,['Point Vert'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Dia'],,,,,,,,,,,
1168,Pain au miel,3760019590240,['France'],[],[],?,311,1301 kj(311 kcal),"0,6","0,3",71,47,"5,3","0,85","0,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,Clementine pomme kiwi fraise raisin,0291457031291,['France'],[],[],?,50,209 kj(50 kcal),"0,23","0,01","10,27","9,03","0,55","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,Maison en pain d'épice - Ancel,3027030004515,['France'],[],[],?,355,1485 kj(355 kcal),"1,2","0,6",80,53,"5,1","0,06","0,024",,"['Ancel', 'Dr.Oetker']",B,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', ""Pains d'épices""]",,1.2 g,en faible quantité,0.6 g,en faible quantité,53 g,en quantité élevée,0.06 g,en faible quantité,,+5%,+5%,-66%,-52%,+13%,+31%,+18%,-86%,-86%,14,-1%,D,-1%,61.5%,18.9%,9.5%,5.0%,5.0%,0.0%,90,,,,,,,,,,,,
1171,Fruit flavoured candy canes,5056086521057,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,Pains au lait,3225413821814,['France'],[],[],?,355,1485 kj(355 kcal),12,"3,8",53,12,"7,6","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,L'authentique palette à l'emmental,0290705057007,['France'],[],[],?,167,699 kj(167 kcal),"8,1","3,2","0,5","0,4","22,9","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,Apfelessig -  - 500g,8030301005505,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,500 g,,A,"['Vinaigres', 'Vinaigres de cidre']",,,,,,,,,,,,,,,,,,,,,,,,35.5%,6.3%,42.6%,12.0%,3.6%,0.0%,96,,['Flasche'],,,,,,,,,,
1175,Curry  en poudre - 100g,3471125109126,['France'],[],[],?,?,,?,,?,,?,,,100 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,Limonade - Ninkasi,3760029981021,['France'],[],[],?,34,142 kj(34 kcal),0,0,"8,4","8,4",0,0,0,,['Ninkasi'],,"['Boissons', 'Boissons gazeuses', 'Sodas', 'Limonades']",,0 g,en faible quantité,0 g,en faible quantité,8.4 g,en quantité élevée,0 g,en faible quantité,,+10%,+13%,-100%,-100%,+12%,+15%,-100%,-100%,-100%,11,+8%,E,+8%,,,,,,,,,,,,,,,,,,,
1177,Almond,9556247503398,['France'],[],[],?,549,2297 kj(549 kcal),"32,6","11,1","37,2","37,2","13,2","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,chorizo saucisson espagnol,8423759056074,['France'],[],[],?,267,1117 kj(267 kcal),"20,1","7,2","2,9","1,7",23,"4,3","1,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,5 Mini-feutres Alimentaires - Scrapcooking,3700392470982,['France'],[],[],?,?,,?,,?,,?,,,,['Scrapcooking'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180,Foie gras de canard entier - Rougié - 180g,3161451058563,['France'],[],[],?,528,2209 kj(528 kcal),54,23,"2,7","0,9","7,6","1,2","0,48",180 g,['Rougié'],B,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras de canard entiers']",,54 g,en quantité élevée,23 g,en quantité élevée,0.9 g,en faible quantité,1.2 g,en quantité modérée,,-0%,-0%,-1%,-1%,+13%,-32%,+1%,0%,0%,21,+1%,E,+1%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,,,,,,,
1181,Fiji,9417574000335,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,"0,002","0,001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,Pavé filet d'autruche,6008123005760,['France'],[],[],?,113,473 kj(113 kcal),"2,1","0,8","0,9","0,2","23,1","0,8","0,32",,,,"['Viandes', 'Autruche', ""Pavés d'autruche""]",,2.1 g,en faible quantité,0.8 g,en faible quantité,0.2 g,en faible quantité,0.8 g,en quantité modérée,,,-3%,+14%,+33%,+37%,-8%,-4%,-17%,-17%,-1,,A,,,,,,,,,,,,,,,,,,,,
1183,Etui 6 chocolats - Maison Guinguet,3760052699856,['France'],[],[],?,480,2008 kj(480 kcal),"31,3","16,7","41,5","27,7","5,63","0,225","0,09",,['Maison Guinguet'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,Nut Selection,00289931,['France'],[],[],?,629,2632 kj(629 kcal),"54,2","5,9","14,4","4,9","17,1","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,Les haricots d'alsace chocolat nougatine - Confiserie Adam,3266054008271,['France'],[],[],?,504,2109 kj(504 kcal),23,11,68,57,5,"0,14","0,056",,['Confiserie Adam'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,Ricola Orange Menthe,3174332019324,['France'],[],[],?,235,983 kj(235 kcal),0,0,96,0,0,0,0,,['Ricola'],E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-34%,-34%,-100%,-100%,+15%,-100%,-100%,-100%,-100%,2,-86%,B,-86%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,,,,,,,,,
1187,Nestle Baby Compote Fruit Jardin Pot 4X100G,7613031964437,['France'],[],[],?,50,209 kj(50 kcal),"0,1",0,11,"9,5","0,4","0,025","0,01",,"['Nestlé', 'Naturnes']",,,['Sans sucre ajouté'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,Still Perfectly clear Cherry,0700220822948,['France'],[],[],?,1,4 kj(1 kcal),0,0,0,0,0,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,Caribbean juice - Royal,3262799380191,['France'],[],[],?,46,192 kj(46 kcal),0,0,11,11,0,"0,01","0,004",,['Royal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,Heidel Schmuckdose,4006446003540,['France'],[],[],?,578,2418 kj(578 kcal),39,24,50,49,"6,3","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,Perfectly Clear Still Coconut Water,5060292122809,['France'],[],[],?,1,4 kj(1 kcal),0,0,0,0,0,"0,06","0,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,Melange pour vin chaud - Quai Sud,3662051008694,['France'],[],[],?,320,1339 kj(320 kcal),"0,3",0,76,72,1,"0,075","0,03",,['Quai Sud'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,Lassi,2033923445885,['France'],[],[],?,55,230 kj(55 kcal),"1,5",1,"7,9","7,9","2,4","0,09","0,036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,Panettone al cioccolato,8009920023023,['France'],[],[],?,393,1644 kj(393 kcal),17,11,52,25,"6,5","0,45","0,18",,,C,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",['Fabriqué en Italie'],17 g,en quantité modérée,11 g,en quantité élevée,25 g,en quantité élevée,0.45 g,en quantité modérée,,+5%,+5%,+13%,+22%,+1%,-3%,-5%,+2%,+2%,20,+8%,E,+8%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,,,,,,,,,
1195,Tarte Tatin 6 Parts Prec,3187670003610,['France'],[],[],?,204,854 kj(204 kcal),"6,3","4,2",34,26,"1,2","0,16","0,064",,,B,"['Tartes', 'Tartes sucrées', 'Tartes aux pommes', 'Tartes Tatin']",,6.3 g,en quantité modérée,4.2 g,en quantité modérée,26 g,en quantité élevée,0.16 g,en faible quantité,,-10%,-10%,-24%,-24%,-4%,+11%,-23%,-16%,-16%,11,-1%,D,-1%,72.0%,15.0%,6.2%,3.5%,3.3%,0.0%,76,,,,,,,,,,,,
1196,"Gougères -  - 0,388kg",2701383003883,['France'],[],[],?,301,1259 kj(301 kcal),"17,4","9,8","23,4","0,7","12,1","1,16","0,464","0,388 kg",,,['Plats préparés'],,17.4 g,en quantité modérée,9.8 g,en quantité élevée,0.7 g,en faible quantité,1.16 g,en quantité modérée,,+87%,+88%,+143%,+330%,+75%,-66%,+73%,+23%,+23%,17,+331%,D,+331%,,,,,,,,,,,,,,,,,,,
1197,"Lebkuchenherzen, Vollmilch",29555116,['France'],[],[],?,375,1569 kj(375 kcal),"10,1","6,4","64,5","42,8","4,8","0,37","0,148",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,Légumes Pour Pot Au Feu,3352397121040,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,Risottino - Gallo,8001420008111,['France'],[],[],?,358,1498 kj(358 kcal),"0,9","0,3","79,5","1,8","7,3",0,0,,['Gallo'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,Hanafuda,3770003625056,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,Nos macarons,3760052696954,['France'],[],[],?,21,88 kj(21 kcal),"32,3","18,2","45,2","30,04","6,06","0,18","0,072",,,D,"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Macarons']",,32.3 g,en quantité élevée,18.2 g,en quantité élevée,30 g,en quantité élevée,0.18 g,en faible quantité,,-95%,-95%,+81%,+303%,-19%,-40%,-29%,+26%,+26%,16,-9%,D,-9%,88.9%,5.7%,2.0%,2.2%,1.2%,0.0%,37,,,,,,,,,,,,
1202,Pain au chocolat - Les 3 Meuniers,3700331018046,['France'],[],[],?,324,1356 kj(324 kcal),19,12,33,"9,9","5,5","0,7","0,28",,['Les 3 Meuniers'],D,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au chocolat']",['AOP'],19 g,en quantité modérée,12 g,en quantité élevée,9.9 g,en quantité modérée,0.7 g,en quantité modérée,,-18%,-18%,-13%,-10%,-22%,-18%,-23%,-22%,-22%,19,-4%,E,-4%,81.1%,12.4%,3.5%,2.7%,0.3%,0.0%,50,,,,,,,,,,,,
1203,Chocolat au lait entier bio,4043651159952,['France'],[],[],?,543,2272 kj(543 kcal),"31,9",20,"55,6","54,9","7,1","0,2","0,08",,,,,"['Bio', 'Fabriqué en Allemagne']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,Kougelhopff,2030000026630,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,pasta sagitaire - 500g,3298220011082,['France'],[],[],?,350,1464 kj(350 kcal),"1,2","0,3",71,"3,2",12,0,0,500 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,Pâtes de fruit,3105560043706,['France'],[],[],?,323,1351 kj(323 kcal),0,0,78,69,"2,7",0,0,,,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Aliments à base de fruits et de légumes', 'Snacks sucrés', 'Confiseries', 'Fruits et produits dérivés', 'Pâtes de fruits']",,0 g,en faible quantité,0 g,en faible quantité,69 g,en quantité élevée,0 g,en faible quantité,,+3%,+2%,-100%,-100%,+3%,+4%,+316%,-100%,-100%,8,-3%,C,-3%,82.2%,8.9%,4.6%,3.2%,1.0%,0.0%,58,,,,,,,,,,,,
1207,pate,8003940030030,['France'],[],[],?,350,1464 kj(350 kcal),"1,2","0,3",71,"3,2",12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,Vintersaga,1803805910005,['France'],[],[],?,325,1360 kj(325 kcal),"7,7","1,6",55,16,"7,6","0,33","0,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,Ricola,0051131592100,['France'],[],[],?,?,,?,,?,,?,,,,['Ricola'],,"['Snacks', 'Snacks sucrés', 'Confiseries']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,Saucisse sèche de foie,2872988025454,['France'],[],[],?,343,1435 kj(343 kcal),"23,1","9,5","4,1","2,7","29,8","4,1","1,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,Oeufs frais,5453001330013,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,Cake aux cerises - 85g,3517471107017,['France'],[],[],?,163,682 kj(163 kcal),"4,9","2,7",27,"17,4","2,1","0,3","0,12",85 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
