,name,bar_code,brand,markets,sales_countries,ingredients_list,additives,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_nutrition-score-fr_tr,nutriment_nutriscore_tr,labels,quantity,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr_diff,generic_name,packaging,manufacturing,traceability_code,ingredients_origins,palm_ingredients,link
32,Concombres sauce au yaourt & ciboulette - Netto - 300g,3250391134786,['Netto'],['Netto'],['France'],"['concombres 70% ', 'UE', 'yaourt ', 'France', ' 15% ', 'dont lait ', 'huile de colza', 'eau', 'moutarde de Dijon ', 'eau', 'graines de moutarde ', ""vinaigre d'alcool"", 'sel', ""vinaigre d'alcool"", 'jus de citron à base de concentré', 'sel', 'acidifiant : acide lactique', 'amidon modifié de pomme de terre', 'ciboulette 0,19% ', 'UE/non UE', 'épaississant : gomme xanthane', 'conservateur : sorbate de potassium', ""jaune d' œuf "", 'poivre', 'sirop de glucose']","['E270 - Acide lactique', 'E14XX - Amidons modifiés', 'E415 - Gomme xanthane', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",307,?,307 kj(73 kcal),"6,6","0,7","2,3","1,5","1,1","0,88","0,352",,,,,,,,,,,,,,,"['Œufs', 'Lait', 'Moutarde', 'Anhydride sulfureux et sulfites']",4,,,,,,,,,,,,300 g,,,,,,,,,,,,,,
33,Tomates pelées concassées au jus 1/2 - Netto - 383g,3250391138401,['Netto'],['Netto'],['France'],"['Tomates', 'jus de tomates', 'acidifiant: acide citrique']",['E330 - Acide citrique'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,81,339 kj(81 kcal),"0,42","0,1","3,3","2,9","0,9","0,2","0,08",A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Tomates et dérivés', 'Tomates', 'Tomates en conserve']",,+161%,+38%,-24%,-33%,67.0%,0.0%,0.0%,15.7%,13.1%,4.3%,97,,1,0.42 g,en faible quantité,0.1 g,en faible quantité,2.9 g,en faible quantité,0.2 g,en faible quantité,-4,A,,383 g,+176%,+115%,-21%,-21%,-21%,,,,['Conserve'],['Espagne'],,,,
34,Sucre en poudre - Netto - 1000g,3250391138791,['Netto'],['Netto'],['France'],['Sucre en poudre'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1700,?,1700 kj(406 kcal),0,0,100,100,0,0,0,B,"['Édulcorants', 'Sucres', 'Sucres en poudre']",0%,,-100%,+0%,-100%,65.2%,10.9%,13.4%,7.2%,3.3%,0.0%,94,,2,0 g,en faible quantité,0 g,en faible quantité,100 g,en quantité élevée,0 g,en faible quantité,15,D,,1000 g,+1%,-100%,+0%,-100%,-100%,+5%,+5%,,,,,,,
35,Massalé - Cigalou - 32g,3250391153602,['Cigalou'],,['France'],"['Coriandre', 'cumin', 'piment de Cayenne', 'macis', 'curcuma', 'gingembre', 'poivre,', 'cardamome', 'cannelle', 'girofle', 'muscade', 'paprika']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', ""Mélanges d'épices""]",,,,,,57.6%,0.0%,22.5%,15.7%,4.2%,0.0%,86,,1,,,,,,,,,,,"['Labels de distributeurs', 'Sélection Intermarché']",32 g,,,,,,,,,"['Flacon', 'Verre']",,,,,
36,Compote de pomme allégée en sucres - Netto - 360g,3250391153992,['Netto'],['Netto'],['France'],"['Pomme 96%', 'sucre', 'antioxydant : acide ascorbique']",['E300 - Acide ascorbique'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",274,?,274 kj(65 kcal),0,0,15,14,0,0,0,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes fraise']",+8%,,-100%,+11%,-100%,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,,3,0 g,en faible quantité,0 g,en faible quantité,14 g,en quantité élevée,0 g,en faible quantité,-3,A,,360 g,+6%,-100%,+13%,-100%,-100%,,,,,,,,,
37,Nappage caramel - Netto - 190g,3250391161799,['Netto'],['Netto'],['France'],"['Sucre', 'sirop de glucose-fructose de blé', 'eau', 'sucre caramélisé']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1402,?,1402 kj(335 kcal),"0,02","0,018","82,2","81,5","0,2","0,01","0,004",,"['Snacks', 'Desserts', 'Snacks sucrés', 'Confiseries', 'Aides culinaires', 'Caramels', 'Caramel liquide', 'Nappages']",+2%,,-100%,+16%,-74%,,,,,,,,,4,0.02 g,en faible quantité,0.018 g,en faible quantité,81.5 g,en quantité élevée,0.01 g,en faible quantité,14,D,,190 g,-5%,-100%,+35%,-96%,-96%,-22%,-22%,,"['Verre', 'Flacon']","['Condom', 'Gers', 'France']",,,,
38,Préparation pour flan parfum vanille - Netto - 260g,3250391163571,['Netto'],['Netto'],['France'],"['Sucre', 'amidon de  blé ', 'gélifiant : carraghénanes', 'arôme vanille', 'colorants : rocou', 'riboflavine']","['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E160b - Rocou', 'E101i - Riboflavine']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",1654,?,1654 kj(395 kcal),"0,2","0,1","96,1","90,1",0,"0,17","0,068",,['Préparations pour pâtisseries'],,,-94%,+53%,-100%,,,,,,,,"['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Avoine', 'Soja']",4,0.2 g,en faible quantité,0.1 g,en faible quantité,90.1 g,en quantité élevée,0.17 g,en faible quantité,13,D,,260 g,+21%,-93%,+179%,-53%,-53%,+48%,+48%,,,,,,,
39,Ballotin 198g  Assortiment Noir - Ivoria - 198g,3250391168064,['Ivoria'],['Intermarché'],['France'],"['Sucre', 'pâte de cacao', 'graisses végétales ', 'palmiste', 'palme', 'beurre de cacao', 'matière grasse de lait  anhydre', 'pâte de noisettes ', 'cacao maigre en poudre', ""pâte d' amandes "", 'poudre de lait entier', 'éclats de noisettes ', 'cacao en poudre', 'eau de vie de poire Williams', 'huile végétale ', 'tournesol', 'préparation café ', 'café', 'beurre de cacao', 'émulsifiant: lécithines de tournesol', 'lactosérum en poudre*', 'éclats de noisettes caramélisés ', ' noisettes ', 'sucre', ""pépites à l'orange "", ""pulpe d'orange"", 'sucre', 'pomme', 'dextrose', ""fibres d'ananas"", ""correcteur d'acidité : E330"", 'gélifiant : E401', 'stabilisant : E341', 'arôme', 'poudre de  lait  écrémé', 'inclusions cappuccino ', 'poudre de lait  écrémé', 'sucre', 'maltodextrine', 'café', 'amidon', 'éclats de fèves de cacao caramélisés ', 'éclats de fèves de cacao torréfiés', 'sucre', 'émulsifiant : lécithines de tournesol', 'brisures de biscuit ', 'farine de blé ', 'sucre', 'beurre*', 'sel', 'inclusions à la framboise ', 'sirop de glucose', 'framboises', 'arômes', 'lactose*', 'stabilisant: gomme arabique', ' *dont lait ']","['E322i - Lécithine', 'E330 - Acide citrique', 'E401 - Alginate de sodium', 'E341 - Phosphates de calcium', '', 'Risque élevé de sur-exposition', ""E414 - Gomme d'acacia""]","['Huile de palme', 'Non végétalien']",?,545,2280 kj(545 kcal),34,20,51,49,"5,1","0,04","0,016",,,,,,,,,,,,,,,"['Gluten', 'Lait', 'Fruits à coque', 'Avoine']",4,,,,,,,,,,,,198 g,,,,,,,,,,,,,,
40,Oignon Congele - Netto,3250391172207,['Netto'],['Netto'],['France'],['OIGNONS ÉMINCÉS'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,32,134 kj(32 kcal),"0,5","0,1","5,8","4,3","1,2","0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Petit Brie de caractère - Netto - 500g,3250391176557,['Netto'],['Netto'],['France'],"['Lait pasteurisé ', 'origine : France', 'sel', 'ferments ', 'dont lait ']",,"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",1191,?,1191 kj(285 kcal),23,16,"0,5",0,19,"1,4","0,56",B,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Fromages de France', 'Bries']",-12%,,-11%,-28%,+1%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,['Lait'],3,23 g,en quantité élevée,16 g,en quantité élevée,0 g,en faible quantité,1.4 g,en quantité modérée,14,D,,500 g,-8%,-12%,-100%,-12%,-12%,-6%,-6%,,['boîte'],['Pont Scorff'],"['FR 56.179.001 CE', 'Pont-Scorff (Morbihan, France)']",['France'],,
42,Saumon Fumé Ecosse salé au sel sec et fumé au bois de hêtre - Capitaine Cook - 375g (environ 10portions),3250391181377,"['Capitaine Cook', 'Sélection Intermarché']",['Intermarché'],['France'],"['Saumon Atlantique', 'Salmo salar', 'sel']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",832,?,832 kj(199 kcal),"11,6","2,31","0,5","0,12","21,9","2,794","1,118",E,"['Produits de la mer', 'Poissons', ""Produits d'élevages"", 'Saumons', 'Poissons fumés', 'Saumons fumés', ""Saumons fumés d'élevage"", ""Poissons d'élevage""]",+38%,,+35%,+39%,+4%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,3,11.6 g,en quantité modérée,2.31 g,en quantité modérée,0.12 g,en faible quantité,2.79 g,en quantité élevée,11,D,"['Labels de distributeurs', 'Jamais congelé', 'Sélection Intermarché', 'Nutripass']",375 g (environ 10 portions),+23%,+26%,-48%,+38%,+38%,+31%,+31%,Saumon Atlantique fumé élevé au Royaume-Uni,"['Sachet plastique', 'Carton', 'Frais']","['Moulin de la Marche', 'Châteaulin', 'Finistère', 'Bretagne', 'France']","['FR 29.026.502 CE', 'Châteaulin (Finistère, France)']","['Ecosse', 'Saumon Atlantique (Salmo salar)']",,
43,Lait 11 vitamines,3250391190775,,,['France'],[],,[],?,43,180 kj(43 kcal),"1,2",1,"4,8","4,8","3,2","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2 Steaks hachés pur boeuf 5% - Netto - 250g,3250391196760,['Netto'],['Netto'],['France'],['Viande bovine'],,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,129,540 kj(129 kcal),"4,7","2,3","0,5","0,5",22,"0,19","0,076",E,"['Viandes', 'Bœuf', 'Steaks', 'Steaks de bœuf', 'Viandes fraîches', 'Steaks hachés', 'Steaks de bœuf hachés', 'Steaks hachés frais', 'Steaks hachés de bœuf frais']",,-22%,-54%,+179%,+13%,98.0%,0.5%,0.6%,0.6%,0.3%,0.1%,3,,1,4.7 g,en quantité modérée,2.3 g,en quantité modérée,0.5 g,en faible quantité,0.19 g,en faible quantité,-2,A,"['Viande-francaise', 'Viande-bovine-francaise']",250 g,-22%,-46%,+279%,-7%,-7%,-261%,-261%,,"['Barquette', 'Plastique']",['France'],"['FR 35.360.005 CE', 'Vitré (Ille-et-Vilaine, France)']",['France'],,
45,Purée De Piment - Cigalou - 90grammes,3250391198160,['Cigalou'],,['France'],"['Chili rouge 88%', 'sel', ""sucre vinaigre d'alcool"", 'acidifiant : acide citrique,']",['E330 - Acide citrique'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,76,318 kj(76 kcal),"1,2","0,3","11,8","6,4","1,8","5,11","2,044",C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Piments', 'Purée de piment']",,-31%,-84%,+101%,+1%,87.9%,0.0%,0.0%,5.3%,5.5%,1.2%,70,,3,1.2 g,en faible quantité,0.3 g,en faible quantité,6.4 g,en quantité modérée,5.11 g,en quantité élevée,,,,90 grammes,-31%,-68%,+104%,-37%,-37%,,,,,,"['EMB 26337', 'Saulce-sur-Rhône (Drôme, France)']",,,
46,Mâche - Netto - 125g,3250391200924,['Netto'],['Netto'],['France'],['Mâche'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",99,?,99 kj(24 kcal),0,0,2,0,"2,3","0,03","0,012",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Légumes-feuilles', 'Mâches']",+12%,,-100%,+12%,+19%,59.4%,0.0%,0.0%,13.2%,18.9%,8.4%,95,,1,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.03 g,en faible quantité,-7,A,,125 g,+18%,-100%,-100%,-16%,-16%,,,,,,,,,
47,Assortiments de Confiseries Gélifiées et de Réglisse  - Elodie - 750g e,3250391210138,"['Elodie', 'Intermarché']",['Intermarché'],['France'],"['Sirop de glucose', 'sirop de sucre mélassé ', 'dont sulfites', 'farine de blé', 'sucre', 'gélatine de porc', 'matière grasse de palme', 'acidifiant: acide citrique', 'sel', 'lait entier en poudre', 'arômes', 'suc de réglisse', 'huile de coco', ""agent d'enrobage : cire de carnauba"", 'colorants : curcumine', 'carmins', 'bleu patenté V', 'extrait de paprika', 'rouge de betterave', 'amidon de blé']","['E428 - Gélatine', 'E330 - Acide citrique', 'E903 - Cire de carnauba', 'E100 - Curcumine', 'E120 - Acide carminique', 'E131 - Bleu patenté V', '', 'Risque modéré de sur-exposition', 'E160c - Extrait de paprika', 'E162 - Rouge de betterave']","['Huile de palme', 'Non végétalien', 'Non végétarien']",?,338,1414 kj(338 kcal),"0,8","0,2","77,4","57,1","4,3","0,63","0,252",E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons gélifiés']",,-2%,+101%,-4%,+17%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,"['Gluten', 'Lait', 'Anhydride sulfureux et sulfites']",4,0.8 g,en faible quantité,0.2 g,en faible quantité,57.1 g,en quantité élevée,0.63 g,en quantité modérée,16,D,"['Labels de distributeurs', 'Point Vert', 'Sélection Intermarché']",750 g e,-2%,+19%,-1%,+448%,+448%,+13%,+13%,Assortiment de confiseries gélifiées et de réglisse,"['boîte', 'Plastique']",['France'],,,['Huile de palme'],
48,Jambon à griller ou a poêler avec couenne - Monique Ranou,3250391218509,['Monique Ranou'],['Intermarché'],['France'],[],,[],?,184,770 kj(184 kcal),"10,6","3,8","1,7","1,7","20,4","2,1","0,84",,"['Viandes', 'Charcuteries', 'Jambons']",,+8%,+38%,+157%,-13%,,,,,,,,,,10.6 g,en quantité modérée,3.8 g,en quantité modérée,1.7 g,en faible quantité,2.1 g,en quantité élevée,14,D,"['Viande Française', 'Viande Porcine Française']",,+10%,+31%,+220%,-27%,-27%,+32%,+32%,,,,"['FR 29.247.022 CE', 'Saint-Évarzec (Finistère, France)']",,,
49,3250391219117,3250391219117,,,['France'],[],,[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Pate De Campagne - Onno - 1kg,3250391221974,"['Onno', 'Intermarché']",['Intermarché'],['France'],"['Foie de porc', 'viande de porc', 'gras de porc', 'oignon', 'farine de blé', 'œuf entier', 'sel', 'épices et aromates', 'gélatine de porc', 'conservateur : nitrite de sodium']","['E428 - Gélatine', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,282,1180 kj(282 kcal),"23,3","8,9","3,7","0,5","14,3","1,88","0,752",D,"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté', 'Pâtés de porc', 'Pâtés de campagne']",,-9%,-14%,+54%,+1%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,"['Œufs', 'Gluten']",4,23.3 g,en quantité élevée,8.9 g,en quantité élevée,0.5 g,en faible quantité,1.88 g,en quantité élevée,19,E,"['Point Vert', 'Pur porc']",1 kg,-9%,-12%,-46%,+13%,+13%,0%,0%,,"['Conserve', 'métal']",['France'],"['FR 56.246.008 CE', 'Sourn (Morbihan, France)']",,,
51,"6 chipolatas superieures aux herbes, la barquette de 300G",3250391225262,,,['France'],[],,[],?,344,1439 kj(344 kcal),"0,86","0,2","4,27","1,17","19,12",,,E,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas', 'Chipolatas aux herbes']",,+38%,-96%,+236%,+27%,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,,0.86 g,en faible quantité,0.2 g,en faible quantité,1.17 g,en faible quantité,,,,,,,+38%,-97%,+88%,,,,,,,,,,,
52,Tomate ronde Daniela - Intermarché - 4ou 6tomates,3250391256211,['Intermarché'],['Intermarché'],['France'],['4 ou 6 Tomates rondes Daniela bio Catégorie 2 Calibre 57/67 ou 67/82'],,[],?,1,4 kj(1 kcal),1,1,1,1,1,0,0,A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Tomates et dérivés', 'Aliments à base de plantes frais', 'Tomates', 'Légumes frais', 'Tomates fraîches', 'Tomate ronde', 'Tomate ronde Daniela']",,-92%,+30%,-54%,+15%,67.0%,0.0%,0.0%,15.7%,13.1%,4.3%,97,,,1 g,en faible quantité,1 g,en faible quantité,1 g,en faible quantité,0 g,en faible quantité,-5,A,"['Bio', 'Bio européen', 'FR-BIO-01', 'Point Vert', 'AB Agriculture Biologique', 'Agriculture France']",4 ou 6 tomates,-92%,+706%,+6%,-100%,-100%,,,Tomate ronde Daniela,"['film plastique', 'barquette carton', 'Frais']",['France'],"['EMB 84035U', 'Cavaillon (Vaucluse, France)']",['France'],,
53,Poires Williams Bio - Intermarché - 4,3250391256297,['Intermarché'],['Intermarché'],['France'],[],,[],?,?,,?,,?,,?,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits frais', 'Poires', 'Poires fraîches', 'Poires Guyot']",,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",4,,,,,,,,,,,"['EMB 84054R', 'Isle-sur-la-Sorgue (Vaucluse, France)']",,,
54,Pomme Dalinette - Sélection Intermarché - 4pieces,3250391256310,['Sélection Intermarché'],['Intermarché'],['France'],['Pommes'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Pommes', 'Fruits frais', 'Pommes fraîches']",,,,,,61.7%,0.0%,0.0%,19.0%,18.4%,0.9%,99,,1,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Catégorie II', 'FR-BIO-01']",4 pieces,,,,,,,,,['Plastique'],"['Pas-de-Calais', 'France']","['EMB 62331B', 'Feuchy (Pas-de-Calais, France)']","['France', 'Midi-Pyrénées']",,
55,Petits Mélanges vapeur - Saint Eloi - 3x200gr,3250391261468,['Saint Eloi'],['Intermarché'],"['Belgique', 'France']","['Carottes parisiennes ', '37%', ' choux romanesco ', '30%', ' choux-fleurs ', '27 %', ' ', ' eau ', "" huile d'olive vierge extra "", ' sel ', ' huile de tournesol ', ' persil', ' ail', ' arôme naturel', 'épaississant : gomme de xanthane']",['E415 - Gomme xanthane'],[],?,36,151 kj(36 kcal),"1,1","0,2","4,1","2,4","1,5","0,43","0,172",,['Legumes-vapeur-surgeles'],,,,,,,,,,,,,,4,1.1 g,en faible quantité,0.2 g,en faible quantité,2.4 g,en faible quantité,0.43 g,en quantité modérée,-1,A,['Nutriscore'],3x200 gr,,,,,,,,,['Surgelé'],,['22136'],,,
56,Riz thaï - Itinéraire des Saveurs - 500g,3250391275687,['Itinéraire des Saveurs'],['Intermarché'],['France'],['Riz long grain de qualité supérieure'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1485,?,1485 kj(355 kcal),"0,6","0,1",78,"0,3","7,4","0,01","0,004",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz parfumés', 'Riz de variété indica', 'Riz long grain', 'Riz thaï']",+0%,,-43%,+3%,+1%,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,1,0.6 g,en faible quantité,0.1 g,en faible quantité,0.3 g,en faible quantité,0.01 g,en faible quantité,0,B,"['Labels de distributeurs', 'Commerce équitable', 'Max Havelaar', 'Sélection Intermarché']",500 g,+1%,-61%,+18%,-11%,-11%,,,Riz long grain de qualité supérieure,['Carton'],,"['EMB 59606B', 'Valenciennes (Nord, France)']",['Thaïlande'],,
57,"Thon Sauce à La Mayonnaise, Le Pack, 270g - Odyssee",3250391284818,['Odyssee'],,['France'],"['Eau', 'thon* ', 'Eutbynnus pelamis', ' 25%', 'huile de colza 20,8%', 'carottes 8,8%', 'cornichons 7,4%', 'poivrons rouges 6,6%', 'vinaigre ffalcool', ""jaune d'œuf en poudre"", 'moutarde de Dijon ', 'eau', 'graines de moutarde', ""vinaigre d'alcool"", 'sel', 'sel', 'amidon transformé de maïs', 'sucre', 'épaississants : gomme guar et gomme xanthane', 'colorant : lutéine', ' *poisson', ' INFORMATIONS : Avant ouverture,']","['E14XX - Amidons modifiés', 'E412 - Gomme de guar', 'E415 - Gomme xanthane', 'E161b - Lutéine']","['Non végétalien', 'Non végétarien']",?,236,987 kj(236 kcal),"21,5","1,6","2,3",1,"8,4","1,38","0,552",D,"['Produits de la mer', 'Poissons', 'Thons', 'Thons à la mayonnaise']",,+4%,+8%,+11%,-4%,86.9%,0.0%,2.5%,9.0%,1.2%,0.3%,41,"['Poisson', 'Moutarde']",4,21.5 g,en quantité élevée,1.6 g,en quantité modérée,1 g,en faible quantité,1.38 g,en quantité modérée,4,C,,,+4%,-11%,-15%,+21%,+21%,+26%,+26%,,,,,,,
58,"Medaillon de saumon, le paquet de - Odyssee",3250391290819,['Odyssee'],,['France'],"['Saumon Atlantique ', 'Salmo salar', ' ', 'poisson', 'sel', ' Poisson élevé en / au : voir étiquette', ' Traces éventuelles de : blé', 'lait', 'mollusque', 'crustacé', 'moutarde', 'soja', 'graines de sésame', 'noisette', ' INFORMATIONS : A conserver entre O degrés C et +4 degrés C']",,"['Non végétalien', 'Non végétarien']",?,194,812 kj(194 kcal),"10,8","1,7","0,7","0,5","23,4","3,07","1,228",,,,,,,,,,,,,,,['Poisson'],,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Emmental français râpé - Paturages - 3sachets de 280gr,3250391300488,"['Paturages', 'Pâturages']",['Intermarché'],['France'],[],,[],?,368,1540 kj(368 kcal),28,"19,9",2,2,27,"0,8","0,32",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français', 'Fromages râpés', 'Emmentals râpés']",,-1%,-3%,+121%,-1%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,28 g,en quantité élevée,19.9 g,en quantité élevée,2 g,en faible quantité,0.8 g,en quantité modérée,12,D,,3 sachets de 280 gr,-1%,+1%,+396%,+6%,+6%,+1%,+1%,,,,,,,
