,name,bar_code,eco_score,brand,categories,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,quantity,packaging,traceability_code,markets,manufacturing,labels,ingredients_origins,link,palm_ingredients,producer_info
1275,Fruit friends sans sucre ajouté - Charles et Alice - 4x 90g,3288310844119,,['Charles et Alice'],,"['France', 'Maurice']",[],,,[],,,,,,,,,,?,,53,,222 kj(53 kcal),,"0,5",,"0,1",,12,,11,,"0,5",,"0,01",,"0,004",,,,,,,,,,,,,,4 x 90 g,,,,,,,,,
1276,"Charles Alice Apple Strawberry Squeeze Fruit,",3288310844133,,,,['France'],[],,,[],,,,,,,,,,?,,50,,209 kj(50 kcal),,"0,5",,"0,1",,11,,10,,"0,5",,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,,
1277,Spécialité De Pommes Et Caramel - Charles & Alice,3288310845048,,['Charles & Alice'],,['France'],[],,,[],,,,,,,,,,?,,69,,289 kj(69 kcal),,5,,1,,16,,14,,5,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,
1278,Compote de pommes,3288310845239,,,,['France'],[],,,[],,,,,,,,,,?,,53,,222 kj(53 kcal),,"0,5",,"0,1",,12,,11,,"0,5",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,
1279,Compote De Pommes Et Bananes Allégée En Sucre - Charles & Alice,3288310845277,,['Charles & Alice'],,['France'],"['Pomme 81%', 'banane 18%', 'sucre', 'Ingrédients ', ' antioxydant : acide ascorbique', ""correcteur d'acidté : acide citrique""]","['E300 - Acide ascorbique', 'E330 - Acide citrique']",,[],,,,,,,,,,?,,65,,272 kj(65 kcal),,"0,5",,"0,1",,15,,15,,"0,5",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,
1280,Compote de pomme - Charles & Alice,3288310845475,B,"['Charles & Alice', 'Charles & Alice Restauration']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme']",['France'],[],,,[],,0.5 g,en faible quantité,0.1 g,en faible quantité,11 g,en quantité modérée,0.01 g,en faible quantité,?,,62,-5%,259 kj(62 kcal),-5%,"0,5",+52%,"0,1",+15%,14,-2%,11,-15%,"0,5",+33%,"0,01",+18%,"0,004",+18%,-3,,A,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,
1281,Arlequin DE fruits au sirop léger,3288310845550,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Desserts', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Fruits et produits dérivés', 'Fruits en conserve', 'Fruits au sirop']",['France'],[],,,[],,0.5 g,en faible quantité,0.1 g,en faible quantité,16 g,en quantité élevée,0 g,en faible quantité,?,,70,-4%,293 kj(70 kcal),-1%,"0,5",+160%,"0,1",+196%,17,+10%,16,+14%,"0,5",+29%,0,-100%,0,-100%,-2,,A,,,,,,,,,,,,,,,,,,,
1282,Confit de figues - Charles Faraud - 190g,3288310846458,,['Charles Faraud'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Chutneys de fruit', 'Confits de figues', 'Confits de fruits']",['France'],"['Figues 54%', 'sucre,vin blanc', 'oignons', ""huile d'olive,vinaigre"", 'sel oiv blan', 'noix de muscade']",,,[],3,3.5 g,en quantité modérée,0.6 g,en faible quantité,35 g,en quantité élevée,0.61 g,en quantité modérée,871,,206,+7%,871 kj(206 kcal),+8%,"3,5",+538%,"0,6",+311%,40,-8%,35,-15%,"0,9",+4%,"0,61",+42%,"0,244",+42%,5,-37%,C,-37%,,,,,,,,,190 g,"['Bocal en verre', 'Couvercle en métal', 'Conserve']","['EMB 84040E', 'Crestet (Vaucluse, France)']",,,,,,,
1283,Velouté De Langoustines 720 ML,3288370000203,,,,['France'],[],,,[],,,,,,,,,,?,,32,,134 kj(32 kcal),,"1,4",,"0,31",,"1,3",,"1,3",,3,,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,
1284,Trempettes - 60g,3288370002306,,,"['Epicerie', 'Sauces', 'Trempettes']",['France'],[],,,[],,6.7 g,en quantité modérée,0.17 g,en faible quantité,43 g,en quantité élevée,1.5 g,en quantité modérée,?,,407,+122%,1703 kj(407 kcal),+126%,"6,7",-40%,"0,17",-90%,"70,3",+496%,43,+596%,"12,5",+286%,"1,5",+12%,"0,6",+12%,20,+157%,E,+157%,,,,,,,,,60 g,,,,,,,,,
1285,Salade de fruits de mer - Azais Polito,3288370004683,,['Azais Polito'],['Salades de fruits de mer'],['France'],"['Fruits de Mer 55% ', 'Petites SEICHES', 'Petits POULPES', 'ENCORNETS et MOULES', 'Huile de colza', 'Poivrons et Vinaigre']",,['Mollusques'],"['Non végétalien', 'Non végétarien']",1,27.2 g,en quantité élevée,1.6 g,en quantité modérée,0.1 g,en faible quantité,0.53 g,en quantité modérée,?,,303,+103%,1268 kj(303 kcal),+104%,"27,2",+194%,"1,6",+81%,"2,8",-13%,"0,1",-83%,"11,7",-5%,"0,53",-60%,"0,212",-60%,1,-66%,B,-66%,,,,,,,,Salade de fruits de mer,,,,,,,,,,
1286,Soupe de Poisson du Pêcheur - Le Gourmand - 630g,3288371000035,E,['Le Gourmand'],"['Plats préparés', 'Soupes', 'Soupes à réchauffer', 'Soupes de poissons']",['France'],"['Eau', 'Poisson de la Méditerranée ', '35 %', 'Tomates', 'Oignons', 'Huile de colza', 'Ail', 'Sel', 'Carraghénanes ', ""extrait d'algues marines"", 'Poivre et Aromates']","['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",['Poisson'],[],4,1.1 g,en faible quantité,0.3 g,en faible quantité,0.1 g,en faible quantité,1.1 g,en quantité modérée,?,,34,-29%,142 kj(34 kcal),-29%,"1,1",-42%,"0,3",-33%,"0,5",-73%,"0,1",-85%,"5,6",+8%,"1,1",+25%,"0,44",+25%,1,+15%,B,+15%,89.9%,2.6%,1.2%,5.2%,0.8%,0.3%,25,Soupe de poisson,630 g,"['Bocal', 'Verre']",,['Cora'],,,['Mer Méditerranée'],,,
1287,Croûtons nature,3288371110048,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Croûtons']",['France'],[],,,[],,30 g,en quantité élevée,2.6 g,en quantité modérée,3.8 g,en faible quantité,0.88 g,en quantité modérée,?,,528,+12%,2209 kj(528 kcal),+12%,30,+46%,"2,6",-14%,55,-6%,"3,8",+3%,"7,8",-17%,"0,88",-55%,"0,352",-55%,11,-25%,D,-25%,87.8%,8.3%,1.9%,1.8%,0.2%,0.0%,35,,,,,,,,,,,
1288,Soupe de poisson de roche - Azais polito - 720ml,3288371110079,E,"['Azais polito', 'Azaïs-Polito']","['Produits de la mer', 'Plats préparés', 'Soupes', 'Soupes à réchauffer', 'Soupes de poissons']",['France'],"['Poisson de Roche de la Méditerranée 52%', 'eau', 'tomates', 'vin blanc', ""huile d'olive vierge extra"", 'légumes', 'ail', 'sel', 'poivre', 'aromates', 'safran']",,,[],3,2.2 g,en faible quantité,0.5 g,en faible quantité,0.6 g,en faible quantité,1.34 g,en quantité modérée,?,,55,+15%,230 kj(55 kcal),+16%,"2,2",+16%,"0,5",+11%,"0,6",-67%,"0,6",-8%,"7,8",+51%,"1,34",+52%,"0,536",+52%,1,+15%,B,+15%,89.9%,2.6%,1.2%,5.2%,0.8%,0.3%,25,,720 ml,['Verre'],"['FR 34.301.067 CE', 'Sète (Hérault, France)']",,,"['Fabrication artisanale', 'Les saveurs du Midi']",['Méditerranée'],,,
1289,Rouille setoise,3288371110130,D,,"['Epicerie', 'Sauces', 'Mayonnaises', 'Sauce rouille', 'Rouille']",['France'],[],,,[],,76 g,en quantité élevée,5.77 g,en quantité élevée,0.25 g,en faible quantité,1.15 g,en quantité modérée,?,,701,+69%,2933 kj(701 kcal),+71%,"75,98",+70%,"5,77",+40%,"0,96",-76%,"0,25",-80%,"2,99",+12%,"1,15",-18%,"0,46",-18%,18,+30%,D,+30%,81.1%,9.7%,5.1%,2.2%,1.9%,0.0%,53,,,,,,,,,,,
1290,Velouté De Langoustine 370 ML - Azais Polito - 320g,3288371110253,,['Azais Polito'],,['France'],"['Depuis 1963 VELOUTÉ DE LANGOUSTINE •enÉ : Eau', 'Tomates', 'langousfrle 20%', 'Oigpns', 'Mn —ques,Gélifiant: Caraghénane', ""exüaltd'alguesmarines"", ' etEpices', ' es : Pour 2 ou 3 assiettes : Vasez le wntenu du dans cassemle', ""addiüonné d'un demi volume du mt d'eau et chauffez à feu iux 5 min"", ' Servirbien chaud agémenté de quelques croutons naffÙ? iante : Vous ajouter quelques queues de langousünes deurs pour 100g : Energie']",,['Crustacés'],[],4,,,,,,,,,?,,32,,134 kj(32 kcal),,"1,4",,"0,31",,"1,3",,"1,3",,3,,"1,1",,"0,44",,,,,,,,,,,,,,320 g,,,,,"['Bio', 'Entrepreneurs + Engagés']",,,,
1291,S. Poisson Du Pêcheur 720 ML & Rouille 120 ML,3288373000019,D,,"['Epicerie', 'Sauces', 'Mayonnaises', 'Sauce rouille', 'Rouille']",['France'],[],,,[],,1.1 g,en faible quantité,0.3 g,en faible quantité,0.1 g,en faible quantité,1.1 g,en quantité modérée,?,,34,-92%,142 kj(34 kcal),-92%,"1,1",-98%,"0,3",-93%,"0,5",-88%,"0,1",-92%,"5,6",+111%,"1,1",-21%,"0,44",-21%,1,-93%,B,-93%,81.1%,9.7%,5.1%,2.2%,1.9%,0.0%,53,,,,,,,,,,,
1292,Soupe de poisson,3288373001528,E,,"['Plats préparés', 'Soupes', 'Soupes à réchauffer', 'Soupes de poissons']",['France'],[],,,[],,1.1 g,en faible quantité,0.3 g,en faible quantité,0.1 g,en faible quantité,0.7 g,en quantité modérée,?,,32,-33%,134 kj(32 kcal),-33%,"1,1",-42%,"0,3",-33%,"0,5",-73%,"0,1",-85%,"4,5",-13%,"0,7",-21%,"0,28",-21%,1,+15%,B,+15%,89.9%,2.6%,1.2%,5.2%,0.8%,0.3%,25,,,,,,,,,,,
1293,Brandade De Morue 450 ML -,3288376000016,E,,"['Produits de la mer', 'Poissons', 'Plats préparés', 'Plats préparés au poisson', 'Morues', 'Brandades de morue', 'en:preparations-made-from-fish-meat']",['France'],[],,,[],,33 g,en quantité élevée,2.57 g,en quantité modérée,0.37 g,en faible quantité,1.52 g,en quantité élevée,?,,363,+52%,1519 kj(363 kcal),+58%,"33,03",+78%,"2,57",-4%,"0,7",-79%,"0,37",+15%,"15,75",+29%,"1,52",+78%,"0,608",+78%,12,+145%,D,+145%,93.2%,0.0%,0.9%,5.2%,0.5%,0.1%,14,,,,,,,,,,,
1294,Madeleine Au Chocolat Noir (1kg) - Boule d’or - 1kg,3288530251636,D,['Boule d’or'],"['Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat', 'Madeleines', 'Madeleines au chocolat']",['France'],"['farine de blé', 'sucre', 'chocolat noir 18% ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiant : lécithine de soja', 'arôme', 'œufs frais 15%', 'huile de colza', 'sirop de sucre inverti', 'poudres à lever : carbonates de sodium - diphosphates [blé]', 'sel', 'arôme', ' Peut contenir des traces de fruits à coque']","['E322i - Lécithine', 'E500 - Carbonates de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition']","['Œufs', 'Gluten']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,22 g,en quantité élevée,6 g,en quantité élevée,34 g,en quantité élevée,1.12 g,en quantité modérée,?,,445,-0%,1862 kj(445 kcal),-0%,22,-6%,6,-10%,55,+5%,34,+20%,"5,5",-4%,"1,125",+48%,"0,45",+48%,21,+14%,E,+14%,82.9%,10.9%,2.4%,2.5%,1.3%,0.0%,39,,1 kg,,,['Magasins U'],,,,,,
1295,Madeleines au Cacao en sachets individuels - Boule D’or,3288530251728,C,['Boule D’or'],"['Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",['France'],"['farine de blé', 'sucre', 'pâte à glacer lait cacaotée 18% ', 'sucre', 'matières grasses végétales ', 'graisses de coprah et de palmiste', 'cacao maigre en poudre ', '8,5%', 'lactosérum en poudre ', '7,5%', 'lait écrémé en poudre ', '4,5%', 'émulsifiant : lécithines de soja', 'arôme', 'œufs frais 15%', 'huile de colza', 'sirop de sucre inverti', 'poudres à lever : carbonates de sodium - diphosphates [blé]', 'sel', 'arôme', ' Peut contenir des traces de fruits à coque']","['E322i - Lécithine', 'E500 - Carbonates de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition']","['Œufs', 'Gluten']","['Huile de palme', 'Non végétalien']",4,22 g,en quantité élevée,8.5 g,en quantité élevée,36 g,en quantité élevée,1.23 g,en quantité modérée,?,,451,+2%,1887 kj(451 kcal),+3%,22,-4%,"8,5",+23%,57,+8%,36,+31%,"5,5",-3%,"1,225",+51%,"0,49",+51%,25,+36%,E,+36%,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,,,,,['Magasins U'],,,,,,
1296,Vin de Savoie 2015 chevallier - 75cl,3288570152016,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,75 cl,['Bouteille'],,,,,,,,
1297,Roussette de Savoie - Cellier Savoyard - 75cl,3288576772058,B,['Cellier Savoyard'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Vins blancs', 'Roussette de Savoie']",['France'],['sulfites'],,['Anhydride sulfureux et sulfites'],['Sans huile de palme'],3,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,Vin blanc,75 cl,"['Bouteille', 'Verre']","['EMB 73151', 'Marches (Savoie, France)']",['Super U'],,"['AOP', 'Déconseillé aux femmes enceintes']",['France'],,,
1298,Vin de Savoie,3288577399933,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299,Vin de Savoie Gamay - Adrien Vacher - 75cl,3288577513315,D,['Adrien Vacher'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges', 'Vins français', 'Vin de Savoie']",['France'],"['Raisins noirs', 'Cépage Gamay']",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,Vin rouge,75 cl,['Bouteille verre'],,['Carrefour'],,['AOC'],['Savoie'],,,
1300,Pave muesli - Delifrance,3288660038596,,['Delifrance'],,['France'],"['Farine de blé', 'eau', 'raisins secs 9%', 'ananas secs 5%', 'abricots secs conservateur : E220 ', 'sulfites', 'noisettes 2,5%', ""flocons de blé d'avoine 1,3%"", 'gluten de blé', 'sel', 'levure', "" ésence éventuelle de graines de sésame et d'autres fruitsàcoques"", ' Ingredients: Wheat flour', 'water', 'sultanas 9%', 'driedpineapple 5%', 'dried apricots 5% ', 'apricots', 'preservative: E220 ', 'sulphites', 'hazelnuts 2,5%', 'wheatTakes %', 'oat flakes %', 'wheat gluten', 'salt', 'yeast? May contain sesame seeds and other nuls']","['E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition']","['Gluten', 'Fruits à coque', 'Anhydride sulfureux et sulfites']",[],4,,,,,,,,,?,,309,,1293 kj(309 kcal),,"2,9",,"0,3",,"60,5",,"13,2",,"8,2",,"1,06",,"0,424",,,,,,,,,,,,,,,,,,,,,,,
1301,"Mini Bun With Chocolate, 10 x - Delifrance",3288680062823,,['Delifrance'],,['France'],"['FRI Mini pain au chocolat au beurre - à cuire - Surgelé', ' Ingrédients Farine de blé', ' eau', ' beurre 16 0%', 'chocolat 1 1% ', 'sucre', 'n*asse de cacao', 'beurre de cacao', ""émulsifiant 's lécithine de soja"", 'SUcre', 'levure', 'gluten de blé', 'sel', 'oeufs', 'émulsifiant : E472e', ""agenç de la farine : É30Q colordn€ d'origine naturelle"", 'enzyme', 'P ésenée éventuelle de fruits à coque']","[""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras""]","['Œufs', 'Gluten', 'Lait']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,,,,,,,,,?,,338,,1414 kj(338 kcal),,"16,7",,"10,7",,"39,8",,"10,5",,6,,"0,84",,"0,336",,,,,,,,,,,,,,,,,,,,,,,
1302,Carbonates au citron,3288690000037,,,,['France'],[],,,[],,,,,,,,,,?,,421,,1761 kj(421 kcal),,0,,0,,"67,5",,"16,3",,"1,1",,13,,"5,2",,,,,,,,,,,,,,,,,,,,,,,
1303,Canistrelli à la farine de châtaigne,3288690000150,,,,['France'],[],,,[],,,,,,,,,,?,,497,,2079 kj(497 kcal),,"21,8",,0,,"74,1",,0,,"1,3",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,
1304,"Gratin de Cabillaud-Purée en persillade, Surgelé - Tipiak - 310g (1Personne)",3288740701549,,['Tipiak'],"['Surgelés', 'Plats préparés', 'Gratins', 'Plats préparés au poisson', 'Gratins de poisson', 'Plats préparés surgelés', 'Plats préparés à réchauffer au micro-ondes']",['France'],"['PURÉE DE POMMES DE TERRE ET PERSILLADE 58,1 % [purée de pommes de terre 25', '5 % ', 'pommes de terre', ""émulsifiants : mono et diglycérides d'acides gras"", 'stabilisant : E450', 'i', 'épice', 'eau', 'crème liquide ', 'lait', 'beurre ', 'lait', 'flocons de pomme de terre 2 % ', 'pomme de terre', ""émulsifiants : mono et diglycérides d'acides gras"", ""extrait d'épices"", 'persil 0,4 %', 'ail 0,4 %', 'sel]', '\rCABILLAUD EN SAUCE ET CHAPELURE 41,9 % [chair de cabillaud 16 % ', 'poisson', 'eau', 'crème liquide ', 'lait', 'carottes 2', '5 %', 'chapelure 2 % ', 'farine de blé ', 'gluten', 'farine complète de blé ', 'gluten', 'levure', 'sel', 'échalotes', 'vin blanc', 'beurre ', 'lait', 'amidon transformé de manioc', 'jus de citron concentré', 'ciboulette', 'sel', 'préparation aromatisante pour fumet de poisson ', 'cabillaud', 'eau', 'fibre de chicorée', 'sel', 'huile de tournesol', 'oignons en poudre', 'vin blanc', 'amidon de maïs', 'arôme', 'épaississants : gomme xanthane', 'gomme guar', 'épice]']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E450i - Pyrophosphate de sodium acide', 'E14XX - Amidons modifiés', 'E415 - Gomme xanthane', 'E412 - Gomme de guar']","['Poisson', 'Gluten', 'Lait']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,7.5 g,en quantité modérée,5.4 g,en quantité élevée,0.8 g,en faible quantité,0.5 g,en quantité modérée,518,+8%,?,,518 kj(124 kcal),+3%,"7,5",+20%,"5,4",+108%,"9,3",+10%,"0,8",-49%,"4,4",-37%,"0,5",-32%,"0,2",-32%,5,+196%,C,+196%,,,,,,,,"Gratin de cabillaud, purée en persillade",310 g (1 Personne),"['Surgelé', 'Barquette', 'Sachet', 'Etui', 'Carton', 'Ouverture facile']","['FR 29.058.020 CE', 'Fouesnant (Finistère, France)']",,"[""Tipiak Plats Cuisinés Surgelés (Filiale Tipiak) - ZA de Park C'hastel - 29170 Fouesnant"", 'Finistère', 'Bretagne', 'France']",['Fabriqué en France'],,http://www.tipiak.fr/nos-produits/fiche-produit/produit/gratin-de-cabillaud-puree-en-persillade.html,,
1305,3288840169027,3288840169027,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1306,Fitou 2011 - Belles Roches - 75cl,3288841016658,B,['Belles Roches'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges', 'Vins français', 'Fitou']",['France'],"['Raisins rouges : Cépages : Carignan', 'Grenache Noir et Syrah']",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,Vin rouge Fitou,75 cl,"['Bouteille', 'Verre']",,['Auchan'],,"['AOC', 'Déconseillé aux femmes enceintes']","['France', 'Fitou', 'Roussillon']",,,
1307,Domaine du Tauch - Fitou - 75cl,3288841031811,B,['Domaine du Tauch'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges', 'Vins français', 'Fitou']",['France'],"['Raisins noirs : Carignan', 'Grenache et Syrah']",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,Fitou,75 cl,"['Bouteille', 'Verre']",,['Auchan'],,"['Concours Mondial de Bruxelles', 'AOP', ""Médaille d'Argent du Concours Mondial de Bruxelles"", 'Déconseillé aux femmes enceintes', ""Médaille d'Argent du Concours Mondial de Bruxelles 2012""]","['France', 'Fitou']",,,
1308,Les fruits secs F.A.,3288850000327,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309,Nougat-extra tendre aux arachides - Sans marque - 100g,3288850011293,D,['Sans marque'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Confiseries de France', 'Nougats', 'Nougats aux arachides']",['France'],"['Sucre', 'sirop de glucose', 'arachides 20%', 'lactose', 'céréales 6%', ""blancs d'œufs"", 'pain azyme', 'arôme éthyvanilline']",,"['Œufs', 'Lait', 'Arachides']",['Non végétalien'],4,9.89 g,en quantité modérée,1.2 g,en faible quantité,52.8 g,en quantité élevée,0.03 g,en faible quantité,1764,-1%,418,-6%,1764 kj(418 kcal),-6%,"9,89",-36%,"1,2",-40%,"75,4",+11%,"52,8",-7%,"6,81",+0%,"0,03",-40%,"0,012",-40%,16,+1%,D,+1%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,100 g,"['Film', 'Plastique']","['EMB 91339', 'Linas (Essonne, France)']",['D. Hamdi'],['France'],"['Point Vert', 'Fabriqué en France']",,,,
1310,Cassoulet au canard et saucisse de Toulouse,3288961027121,,,,['France'],[],,,[],,,,,,,,,,?,,163,,682 kj(163 kcal),,"7,4",,"2,75",,"12,3",,"0,4",,10,,"0,83",,"0,332",,,,,,,,,,,,,,,,,,,['Sans conservateurs'],,,,
1311,Gesiers de canard,3288961570467,,,"['Poissons et viandes et oeufs', 'Abats', 'Gésiers', 'Gésiers de canard']",['France'],[],,,[],,3.6 g,en quantité modérée,1.3 g,en faible quantité,0.1 g,en faible quantité,1.23 g,en quantité modérée,?,,155,-17%,649 kj(155 kcal),-16%,"3,6",-42%,"1,3",-37%,"0,2",-21%,"0,1",-43%,"30,6",+6%,"1,23",-15%,"0,492",-15%,2,-68%,B,-68%,,,,,,,,,,,,,,,,,,
1312,Haricots lingots,3288964000442,,,,['France'],[],,,[],,,,,,,,,,?,,100,,418 kj(100 kcal),,"2,4",,"0,8",,"14,1",,"1,5",,"5,5",,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,"['Sans colorants', 'Sans conservateurs']",,,,
1313,Pâté de Campagne - Audary - 120g,3288965030165,D,['Audary'],"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté', 'Pâtés de porc', 'Pâtés de campagne']",['France'],"['Gras et maigre de porc', 'foie de porc 30 %', 'lait', 'sel', 'poivre']",,['Lait'],"['Non végétalien', 'Non végétarien']",3,35.9 g,en quantité élevée,14.2 g,en quantité élevée,0.5 g,en faible quantité,1.74 g,en quantité élevée,?,,375,+21%,1569 kj(375 kcal),+21%,"35,9",+33%,"14,2",+41%,"1,3",-46%,"0,5",-46%,"12,5",-12%,"1,74",+5%,"0,696",+5%,21,+11%,E,+11%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,120 g,['Conserve'],,"[""Aire d'autoroute""]",,"['Sans colorants', 'Sans conservateurs']",,,,
1314,Rillettes pur canard - 180g,3288965100189,D,,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', 'Rillettes de canard']",['France'],[],,,[],,29 g,en quantité élevée,9 g,en quantité élevée,0.1 g,en faible quantité,1.3 g,en quantité modérée,?,,336,-16%,1406 kj(336 kcal),-16%,29,-21%,9,-28%,"0,1",-83%,"0,1",-60%,18,+11%,"1,3",-5%,"0,52",-5%,17,-12%,D,-12%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,180 g,,,,,['Sans conservateurs'],,,,
1315,Quart de Jambon sec tranché - Milhau - 200g,3289010000836,E,['Milhau'],"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs', 'en:raw-cured-ham']",['France'],"['jambon de porc', 'sel', 'dextrose', 'conservateur : salpêtre']","['E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,12.4 g,en quantité modérée,4.5 g,en quantité modérée,0.2 g,en faible quantité,5.3 g,en quantité élevée,?,,222,-8%,929 kj(222 kcal),-7%,"12,4",-8%,"4,5",-13%,"0,4",-38%,"0,2",-54%,"27,5",-5%,"5,3",+8%,"2,12",+8%,16,-6%,D,-6%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,Jambon sec,200 g,['Sachet plastique'],,['Auchan'],,,['France'],,,
1316,Saucisse fraîche tradition - Milhau,3289010000997,,['Milhau'],,['France'],"['Viande de porc', 'sel', 'acidifiant : E 262', 'épices etplantes aromatiques', 'sirop de glucose', ': E 316 et E 300', 'dexrose arômes naturels/ colorant : E120', 'ferments', 'boyau naturel,']","['E262 - Acétates de sodium', 'E316 - Érythorbate de sodium', 'E300 - Acide ascorbique', 'E120 - Acide carminique']",,"['Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,226,,946 kj(226 kcal),,18,,"6,6",,"0,5",,"0,2",,"15,4",,"1,9",,"0,76",,,,,,,,,,,,,,,,"['FR 81.124.012 CE', 'Lacaune (Tarn, France)']",,,['Point Vert'],,,,
