,name,bar_code,brand,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,generic_name,quantity,packaging,categories,labels,markets,palm_ingredients,allergens,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,manufacturing,traceability_code,link,brand_owner,ingredients_origins
147,Jacobs Digestive,5011005056607,['Jacobs'],['France'],"[""T'jûicel values per '1000""]",,[],,?,485,2029 kj(485 kcal),"2,3","1,1",68,"2,1","6,4","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,"Bailey's Saveur Noisette, La Bouteille De - Baileys - 70cl",5011013510313,['Baileys'],['France'],[],,[],,?,327,1368 kj(327 kcal),13,,25,,3,0,0,D,,70 cl,"['Bouteille', 'Verre']","['Boissons', 'Boissons alcoolisées', 'Liqueurs']",,,,,,,,,,,,,,+142%,+149%,+50%,,+28%,,+170%,-100%,-100%,,,,,57.4%,11.3%,20.5%,8.1%,1.7%,1.0%,33,,,,,
149,Bayley’s - Baileys,5011013510344,['Baileys'],['France'],[],,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,"100% pur jus Orange,Mandarine,Raisin blanc -",5011013929184,,['France'],[],,[],,?,52,218 kj(52 kcal),"0,5",0,12,12,"0,5","0,03","0,012",D,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus multifruits', 'Jus de fruits pur jus', 'Jus multifruits pur jus']",,,,,0.5 g,en faible quantité,0 g,en faible quantité,12 g,en quantité élevée,0.03 g,en faible quantité,,+8%,+9%,+160%,-100%,+8%,+15%,+16%,+275%,+275%,6,+34%,D,+34%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,
151,Emerald,5011018009744,,['France'],[],,[],,?,494,2067 kj(494 kcal),"23,6",16,"66,9","46,3","2,6","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Fruice Fusions,5011020103362,,['France'],[],,[],,?,21,88 kj(21 kcal),0,0,"5,1","4,7",0,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,"Vegified pumpkin, ginger & orange",5011020103645,['Vegified'],['France'],[],,[],,?,18,75 kj(18 kcal),0,0,"3,8","3,6","0,5","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Vegified,5011020103669,,['France'],[],,[],,?,18,75 kj(18 kcal),0,0,"3,8","3,8","0,5","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Fruice fusions,5011020103706,,['France'],[],,[],,?,87,364 kj(87 kcal),0,0,"4,9","4,9","0,1","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Digestive Creams - Jacob's - 15biscuits - 100g,5011021400842,"[""Jacob's""]",['France'],"['Farine de froment', 'sucre', 'huiles végétales ', 'palme', 'colza', 'farine de blé complet ', '5%', 'dextrose', 'graisse butyrique ', 'contient lait', ""extrait de malt d'orge "", 'poudres à lever ', 'bicarbonate de sodium', ""bicarbonate d'ammonium"", 'mélasse', 'sel', 'arôme', 'émulsifiant ', 'lécithine de soja', 'huile de colza', 'colorant ', 'béta-carotène']","['E500ii - Carbonate acide de sodium', ""E503ii - Carbonate acide d'ammonium"", 'E322i - Lécithine', 'E160ai - Bêta-carotène']","['Huile de palme', 'Non végétalien', 'Végétarien']",4,?,493,2063 kj(493 kcal),"22,8","12,9",66,23,"5,9","0,7","0,28",D,Biscuits sandwich traditionnels avec crème de matière grasse laitière et végétale saveur vanille,15 biscuits - 100 g,"['Rouleau', 'Aluminium', 'Plastique']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits fourrés', 'Biscuits sablés', 'Biscuits à la crème']","['Végétarien', 'Sans matière grasse hydrogénée']",['Noz'],['Huile de palme'],"['Gluten', 'Lait', 'Soja']",22.8 g,en quantité élevée,12.9 g,en quantité élevée,23 g,en quantité élevée,0.7 g,en quantité modérée,,+5%,+5%,+19%,+52%,-1%,-30%,+2%,+26%,+26%,22,+11%,E,+11%,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,,,http://jacobs.ie/sweet-treats/,,
157,Marmelade d'oranges,5011022005053,,['France'],[],,[],,?,?,,?,,?,,?,,,B,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Marmelades', ""Marmelades d'oranges""]",,,,,,,,,,,,,,,,,,,,,,,,,,,35.9%,18.8%,27.1%,12.6%,4.4%,1.2%,89,,,,,
158,Wholegrain Mustard with Irish stout,5011022023491,,['France'],[],,[],,?,181,757 kj(181 kcal),"11,8","0,8","5,3","5,1","9,4","2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,"Lakeshore Mustard Wholegrain, with Whiskey",5011022023972,['Lakeshore'],['France'],"['INCREDlENTS:Water', ' mustard seeds ', '33%', ' spirit vinegar', 'salt', 'whiskey ', '2%', 'sugar', 'acidity regulator: citric acid', 'flavouring', 'turmeric extract']","['E330 - Acide citrique', 'E100 - Curcumine']",[],4,?,126,527 kj(126 kcal),4,"0,2","8,6","3,5","9,6","2,4","0,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Kiwi et pomme grani,5011022051944,,['France'],[],,[],,?,6,25 kj(6 kcal),0,0,"0,8",0,0,"0,1","0,04",,,,,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Premier Low Fat Milk,5011024001244,,['France'],[],,[],,?,42,176 kj(42 kcal),1,"0,6","4,8","4,8","3,5","0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Club Orange -  - 330ml,5011026002225,,"['Australie', 'France', 'Irlande']",[],,[],,?,54,226 kj(54 kcal),0,0,13,13,0,"0,02","0,008",,,330ml,,"['Boissons', 'Boissons gazeuses', 'Sodas']",,"['Woolworths', 'Coles']",,,0 g,en faible quantité,0 g,en faible quantité,13 g,en quantité élevée,0.02 g,en faible quantité,,+100%,+95%,-100%,-100%,+92%,+97%,-100%,+44%,+44%,17,+84%,E,+84%,,,,,,,,,,,,
163,Kelkin,5011032580779,['Kelkin'],['France'],[],,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Kelkin Microwave Popcorn 3X100g - 3x 100g,5011032581332,['Kelkin'],['France'],"['Popcorn ', '72%', 'Palm Oil ', '24', '9%', 'Salt', '3', '1%', ' Note: Each bag contains 2 servings of 45g']",,[],,?,475,1987 kj(475 kcal),28,14,44,"0,7","7,8",3,"1,2",,,3 x 100 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Gluten free brown bread - Kelkin,5011032581639,['Kelkin'],['France'],[],,[],,?,290,1213 kj(290 kcal),7,1,49,"3,8","4,2","1,2","0,48",,,,,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Dark Chocolate Rice Cake 100G,5011032667852,,"['France', 'États-Unis']","['Dark chocolate 60% ', 'sugar 45%', 'cocoa mass 37%', 'cocoa butter 17%', 'emulsifier: soya lecithin', 'natural vanilla flavour', 'wholegrain rice 39', '5%', 'sesame seeds', 'salt']",['E322i - Lécithine'],"['Sans huile de palme', 'Peut-être végétalien', 'Végétarien']",4,?,488,2042 kj(488 kcal),23,14,61,27,"6,3","0,13","0,052",B,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Céréales et dérivés', 'Galettes de céréales soufflées', 'Galettes de riz soufflé', 'Galettes de riz au chocolat noir']",,,,['Graines de sésame'],23 g,en quantité élevée,14 g,en quantité élevée,27 g,en quantité élevée,0.13 g,en faible quantité,,+1%,+1%,+6%,+6%,-1%,+19%,-8%,+120%,+120%,16,-1%,D,-1%,57.0%,19.3%,12.5%,10.4%,0.8%,0.0%,92,,,,Kelkin Limited,
167,Rice cake - Kelkin,5011032670340,['Kelkin'],['France'],[],,[],,?,484,2025 kj(484 kcal),23,14,61,27,"6,3","0,13","0,052",B,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Galettes de céréales soufflées', 'Galettes de riz soufflé']",,,,,23 g,en quantité élevée,14 g,en quantité élevée,27 g,en quantité élevée,0.13 g,en faible quantité,,+12%,+12%,+95%,+119%,-14%,+113%,-15%,-29%,-29%,21,+149%,E,+149%,57.0%,19.3%,12.5%,10.4%,0.8%,0.0%,92,,,,,
168,Free From Gluten - Milk Chocolate Wafers - Kelkin - 5*21.5g - 107.5g,5011032670593,['Kelkin'],['France'],"['Chocolat au lait 80% ', 'sucre', 'beurre de cacao', 'poudre de lait entier', 'masse de cacao', 'émulsifiant: lécithine de soja', 'arôme de vanille naturelle', 'huile de palme', 'sucre', 'farine de riz', 'amidon de pomme de terre', 'farine de teff', 'farine de soja', 'poudre de cacao écrémée', 'émulsifiant: lécithine de soja', 'huile de coco', 'jaune d’œufs', 'sel', 'agent de levage: carbonates de sodium']",['E322i - Lécithine'],"['Huile de palme', 'Non végétalien', 'Végétarien']",4,?,540,2259 kj(540 kcal),33,20,55,49,6,"0,17","0,068",,Gaufrettes croustillantes sans gluten enrobées de chocolat au lait belge,5*21.5 g - 107.5 g,"['Sachet', 'Plastique', 'sachets fraicheurs', 'Aluminium']","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Barres chocolatées', 'Barres chocolatées biscuitées']","['Végétarien', 'en:gluten-free']",['Noz'],['Huile de palme'],"['Œufs', 'Lait', 'Soja']",33 g,en quantité élevée,20 g,en quantité élevée,49 g,en quantité élevée,0.17 g,en faible quantité,,+6%,+6%,+16%,+28%,-3%,+12%,-12%,-38%,-38%,24,-2%,E,-2%,,,,,,,,,,http://www.kelkin.ie/our-products/free-from/free-bars/chocolate-wafers/,,
169,Dubliner cheese with Irish stout,5011038135744,,['France'],[],,[],,?,390,1632 kj(390 kcal),32,"19,8","0,2","0,2",26,"1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Odlums Quick Scone White 450G,5011040020007,['Odlums'],['France'],"['scone Flix INGREDIENTS Wheat Flour', ' Sugar', ' Palm Oil', ' Rapeseed Oil', 'Raising Agents: ', 'Sodium Bicarbonate', ' Disodium Diphosphàte', 'Milk Powder', 'Salt', 'Emulsifier', 'Sodium S:earoyl Lactylate']","['E500ii - Carbonate acide de sodium', 'E450i - Pyrophosphate de sodium acide']","['Huile de palme', 'Non végétalien']",4,?,374,1565 kj(374 kcal),"7,4",3,72,13,"9,1","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Odlums Quick Scone Brown 450G,5011040020014,['Odlums'],['France'],"['farine de blé', 'farine de blé complet', 'son de blé', 'babeurre en poudre', 'matière grasse en poudre ', 'contient huile de palme raffinée', 'sirop de glucose', 'protéines de lait', 'agent fluidifiant: dioxyde de silicium', 'agents levants ', 'bicarbonate de sodium phosphate de mono calcium', 'sucre', 'sel']",['E500ii - Carbonate acide de sodium'],"['Huile de palme', 'Non végétalien']",4,?,340,1423 kj(340 kcal),"4,2","1,5","65,6","6,3","14,5","2,3","0,92",,,,,"['Snacks', 'Snacks sucrés', 'Viennoiseries']",['Sans conservateurs'],,,"['Gluten', 'Lait']",4.2 g,en quantité modérée,1.5 g,en quantité modérée,6.3 g,en quantité modérée,2.3 g,en quantité élevée,,-7%,-7%,-73%,-83%,+37%,-61%,+99%,+190%,+190%,11,-36%,D,-36%,,,,,,,,,,,,
172,Odlums Quick Scone Fruit 450G,5011040020021,['Odlums'],['France'],"['Wheat Flour', 'Sugar', 'Sultanas ', '12%', ' ', 'contains: Cotton Seed Oil', 'Palm Oil', 'Vegetable Oil ', 'contains: Palm Oil', 'Rapeseed Oil', 'Raising Agents: ', 'Sodium Bicarbonate', 'Sodium Acid Pyrophosphate', 'Milk Powder', 'Salt', 'Emulsifier: Sodium Stearoyl Lactylate', ' \rALLERGEN ADVICE: For allergens', 'including cereals containing gluten', 'see ingredients in bold', ' \rMade on a line that handles Egg', 'Celery and Soya']","['E500ii - Carbonate acide de sodium', 'E450i - Pyrophosphate de sodium acide', 'E481 - Stéaroyl-2-lactylate de sodium', '', 'Risque élevé de sur-exposition']","['Huile de palme', 'Non végétalien']",4,?,667,2791 kj(667 kcal),"6,5","2,6","71,3","20,2","8,3",1,"0,4",,Fruit Scone Mix,,,,,,,"['Céleri', 'Gluten', 'Soja']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Irish brown soda bread mix,5011040025347,,['France'],[],,[],,?,320,1339 kj(320 kcal),"2,1","0,3","61,4",2,"10,4","2,7","1,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Odlums Quick Pancake Crepe 250G,5011040070217,['Odlums'],['France'],"['Farine de blé sucre', 'matière grasse déshydratée  ', ' contient : huile de palme', 'sirop de glucose', 'lait', 'stabilisateur penta sodium triphosphate ', 'anti agglomérant : silicone dioxide ', ' oeufs en poudre', 'sel']",,"['Huile de palme', 'Non végétalien']",4,?,391,1636 kj(391 kcal),"8,4","3,5","71,2","9,3","11,4","0,75","0,3",,,,,,,,['Huile de palme'],['Lait'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Pat's Pan premium white sliced bread,5011041000015,,['France'],[],,[],,?,233,975 kj(233 kcal),"1,4","0,4","44,6","3,6","9,4","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Yo Kai Mallow Pop - Bazooka Candy Brands,5011053022494,['Bazooka Candy Brands'],['France'],[],,[],,?,388,1623 kj(388 kcal),0,0,95,59,"1,7","0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Bazooka chew bar,5011053022586,,['France'],[],,[],,?,421,1761 kj(421 kcal),"8,4",5,85,73,"0,9","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,Mooju,5011056022026,,['France'],[],,[],,?,76,318 kj(76 kcal),"1,7","0,8","10,5","10,3","4,7","0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Wholemeal,5011059001189,,['France'],[],,[],,?,224,937 kj(224 kcal),"1,7","0,62","38,5",2,"9,8","1,07","0,428",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Nuclear Gum - Zed Candy - 78g,5011061035936,['Zed Candy'],['France'],"['Sucre', 'gomme base', 'sirop de glucose', 'acidifiants : acide malique', 'acide citrique', ' humectant : glycérine', ' arômes', 'amidon modifié', 'colorants : E132', 'E133', 'E160a', 'E171', 'concentré de carotte pourpre', ' antioxygène : E321']","['E296 - Acide malique', 'E330 - Acide citrique', 'E422 - Glycérol', 'E14XX - Amidons modifiés', ""E132 - Indigotine carmin d'indigo"", 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E160a - Carotènes mélangés', 'E171 - Oxyde de titane', 'E321 - Butylhydroxytoluène']","[""Pourrait contenir de l'huile de palme""]",4,1573,?,1573 kj(376 kcal),"2,5","1,5",88,66,1,0,0,E,,78 g,"['Sachet', 'Plastique']","['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,['Cora'],,,2.5 g,en faible quantité,1.5 g,en quantité modérée,66 g,en quantité élevée,0 g,en faible quantité,+1%,,+5%,+34%,+42%,+6%,+14%,-53%,-100%,-100%,15,+4%,D,+4%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,['Chine'],,,,
181,Magic tetine gum - Zed Candy,5011061101624,['Zed Candy'],['France'],[],,[],,?,363,1519 kj(363 kcal),"1,1","0,7",88,72,0,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Mammouth pop - Zed Candy,5011061102409,['Zed Candy'],['France'],"['DEXTROSE SUCE DOCROSE', 'GOMBASIS', 'CARNAUBAWAS QLKOSESIRLP ARCò', 'EN FARBSTOFFE: Et33 CARNAUBAWACHS', 'SCHELLACKAxmx0Ar', 'osvrg', ' IOCg I pe I I 1591 kJ ', ""37— 2' I Wevzt / z"", 'ù*85g']",,[],,?,375,1569 kj(375 kcal),"1,5","0,2",90,85,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Djeli belli,5011061110404,,['France'],[],,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,Double Dares Game Jelly Beans - Zed Candy - 120g,5011061110411,['Zed Candy'],['France'],[],,[],,?,370,1548 kj(370 kcal),"0,2",0,92,76,0,"0,13","0,052",E,,120 g,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons gélifiés', 'Jelly beans']",,,,,0.2 g,en faible quantité,0 g,en faible quantité,76 g,en quantité élevée,0.13 g,en faible quantité,,+6%,+6%,+74%,-100%,+7%,+23%,-100%,+57%,+57%,14,+1%,D,+1%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,,
185,Zed Bling Ring Jawbreaker X18 - Zed candy,5011061122124,['Zed candy'],['France'],"['DEXTROSE', 'SUCRE', 'GOMME BASE', 'SIROP DE GLUCOSE', 'ACIDIFIANTS: ACIDE MALIQUE', 'ARÔMES', 'AMIDON MODIFIÉ', 'HUMECTANT: GLYCÉRINE', 'COLORANTS: E133', 'E153', 'E160a', 'E171', ""E172,AGENTS D'ENROBAGE: E903"", 'E904 CONCENTRÉ DE CAROTTE NOIR', 'ANTIOXYGÈNE E321']","['E296 - Acide malique', 'E14XX - Amidons modifiés', 'E422 - Glycérol', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E153 - Charbon végétal médicinal', 'E160a - Carotènes mélangés', 'E171 - Oxyde de titane', 'E172 - Oxyde et hydroxyde de fer', 'E903 - Cire de carnauba', 'E904 - Gomme-laque', 'E321 - Butylhydroxytoluène']","[""Pourrait contenir de l'huile de palme""]",4,?,370,1548 kj(370 kcal),"2,5",1,87,78,0,"0,005","0,002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Jawbreaker,5011061142306,,['France'],[],,[],,?,380,1590 kj(380 kcal),6,"1,5",79,72,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Muscle pop,5011061160621,,['France'],[],,[],,?,375,1569 kj(375 kcal),"1,5","0,2",90,85,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Mammouth POP,5011061161109,,['France'],[],,[],,?,380,1590 kj(380 kcal),"3,4","3,1",87,86,0,0,0,E,,,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",['Halal'],,,,3.4 g,en quantité modérée,3.1 g,en quantité modérée,86 g,en quantité élevée,0 g,en faible quantité,,+7%,+6%,+83%,+192%,+4%,+48%,-100%,-100%,-100%,17,+18%,D,+18%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,,
189,Refreshing orange juice,5011064004717,,['France'],[],,[],,?,48,201 kj(48 kcal),"0,5","0,1",11,11,"0,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Jaffa Gold Orange Juice Drink,5011064008418,,['France'],[],,[],,?,48,201 kj(48 kcal),0,0,"11,7","11,7","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,Jaffa Gold Cranberry Juice Drink No Added Sugar,5011064010589,,['France'],[],,[],,?,4,17 kj(4 kcal),"0,5","0,1","0,7","0,7","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Slow Cooked Carved Ham,5011069162627,,['France'],[],,[],,?,111,464 kj(111 kcal),"2,1",1,1,1,21,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,Street Food,5011069173029,,['France'],[],,[],,?,460,1925 kj(460 kcal),"22,9","6,2","55,6","48,2","10,6","0,74","0,296",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,Protein Snack,5011069173036,,['France'],[],,[],,?,395,1653 kj(395 kcal),21,12,24,"9,3",24,"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,5011091938801,5011091938801,,['France'],[],,[],,?,?,,?,,?,,?,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Tayto Crisps Cheese & Onion 12 X 25G,5011096000671,['Tayto'],['France'],"['Potato', 'sunflower Oil', 'Cheese & Flavour ', 'Flavoukings', 'Salt', 'WHEAT Flour', 'Dextrose', 'E621', 'E635', 'Cheese ', 'MILK', 'Colows ', 'Turmeric Extract', 'Paprika Extract', ' May contain traces of barley and soya', ' Additional Information Suitable for vegetarians']","['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', ""E635 - 5'-ribonucléotide disodique"", 'E100 - Curcumine', 'E160c - Extrait de paprika']",[],4,?,519,2171 kj(519 kcal),"34,3","3,9",46,"0,6","5,8","1,5","0,6",,,,,,"[""À l'huile de tournesol""]",,,"['Gluten', 'Lait']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,Tayto Cheese & Onion.,5011096004280,,['France'],[],,[],,?,519,2171 kj(519 kcal),"34,3","3,9",46,"0,6","5,8","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,Occasions bacon flavour,5011096005102,,['France'],[],,[],,?,459,1920 kj(459 kcal),25,"2,1",59,"3,3","7,1","2,7","1,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,Microwave popcorn,5011096005812,,['France'],[],,[],,?,428,1791 kj(428 kcal),"20,7","10,2","48,1","1,1","8,1","2,5",1,,,,,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Chips saveur thai sweet chilli,5011096006093,,['France'],[],,[],,?,512,2142 kj(512 kcal),29,"2,4","55,8","5,5","5,1","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,O'donnells Of Tipperary Hand Cooked Hickory BBQ Crisps,5011096007458,"[""O'donnells""]",['France'],"['Hickory Barbeque Flavour Hand cooked Ingredients Potato', ' Sunflower Oil', 'Barbeque Flavour ', 'Sugar', ' Rice Flour', 'Salt', 'Yeast Extracti Onion Powder', 'Spices', 'Flavourings', 'Catamelised Sugar Powder', 'Garlic Powder', 'Colour ', 'Paprika Extract', ' May contain traces of milks About Our Crisps Gluten Free Suitabte for vegetarians co Fried in 100% sunftower oil NO hydrogenated fats Boes not contain added MSG No artificial colours or fiavours No GM ingredients ypical Islutritiop,']",['E160c - Extrait de paprika'],[],4,?,515,2155 kj(515 kcal),"29,4","2,4","55,2","3,7","5,5","1,3","0,52",,,,,,"['en:gluten-free', ""À l'huile de tournesol""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,Potato & Leek - Tesco,5011100650649,['Tesco'],['France'],[],,[],,?,28,117 kj(28 kcal),"0,5","0,1",5,"1,2","0,7","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,Riz basmati étuvé - Akash - 5kg,5011157020358,['Akash'],['France'],[],,[],,?,360,1506 kj(360 kcal),"0,7","0,2","78,6","0,7","7,9",~ 0,0,C,Riz basmati étuvé,5 kg,"['Sac', 'Plastique']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz parfumés', 'Riz de variété indica', 'Riz long grain', 'Riz Basmati']",['Point Vert'],,,,0.7 g,en faible quantité,0.2 g,en faible quantité,0.7 g,en faible quantité,0 g,en faible quantité,,+9%,+8%,-33%,-17%,+10%,+187%,+5%,-100%,-100%,-1,,A,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,['Royaume-Uni'],,,,
204,brown basmati rice,5011157030708,,['France'],[],,[],,?,377,1577 kj(377 kcal),"2,5","0,6","78,7","0,3","8,9","0,001",0,C,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz parfumés', 'Riz de variété indica', 'Riz long grain', 'Riz complet', 'Riz Basmati', 'Riz Basmati bruns']",,,,,2.5 g,en faible quantité,0.6 g,en faible quantité,0.3 g,en faible quantité,0.001 g,en faible quantité,,+29%,+29%,+15%,+31%,+31%,-46%,+31%,,,-1,,A,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,,
205,Pure original basmati - Tilda,5011157090306,['Tilda'],['France'],[],,[],,?,351,1469 kj(351 kcal),"0,8","0,2","77,7","0,5","7,8","0,03","0,012",C,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz parfumés', 'Riz de variété indica', 'Riz long grain', 'Riz Basmati']",['en:gluten-free'],,,,0.8 g,en faible quantité,0.2 g,en faible quantité,0.5 g,en faible quantité,0.03 g,en faible quantité,,+7%,+6%,-23%,-17%,+9%,+105%,+3%,-16%,-16%,0,,B,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,,
206,"Riz Long Parfume Tilda 5Kg,",5011157130408,,['France'],[],,[],,?,394,1648 kj(394 kcal),"0,6","0,2","77,6","0,5","7,9","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
