,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,traceability_code,labels,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,packaging,brand,origin_detail,manufacturing,allergens,nova_score,salt_quantity,salt_comment,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,additives,markets,ingredients_origins,link,brand_owner,producer_info,generic_name,palm_ingredients
86,Jus d'Orange Leclerx,3478920005431,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Need for Seed,0853982004029,['France'],[],[],?,400,1674 kj(400 kcal),"15,556","2,222","55,556","37,778","15,556","0,222","0,089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Invernizzina stracchino,8025025005597,['France'],[],[],?,276,1155 kj(276 kcal),24,17,2,"1,5",13,"0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,zzoccheri della valtellina igp,8000869110508,['France'],[],[],?,351,1469 kj(351 kcal),"1,7","0,4","68,7","1,8","11,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Chicken,8719033440678,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Dattes branchées d’Algerie,6132021000012,['France'],[],[],?,329,1377 kj(329 kcal),"0,4",0,75,"63,3","2,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Latte di crescita,5391522473003,['France'],[],[],?,420,1757 kj(420 kcal),"15,9","3,8","54,8","43,2","10,9","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,A terra uova grandi extra fresche da allevamento a terra,8002790191915,['France'],[],[],?,128,536 kj(128 kcal),"8,7","3,2","0,5","0,5","12,4","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,La Molisana Paccheri Al Bronzo 316,8004690123164,['France'],[],[],?,351,1469 kj(351 kcal),1,"0,3",70,4,14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Faluche,0231058013128,['France'],[],[],?,257,1075 kj(257 kcal),"1,2","0,2",50,"1,4","9,5","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Bertoncello Polesani Olio D'oliva GR.200,8034034470098,['France'],[],[],?,425,1778 kj(425 kcal),"11,2","3,7","66,9","3,1","12,5","3,15","1,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Semola di grano duro - Divella - 500g,8005121004113,"['France', 'Italie']",[],[],?,?,,?,,?,,?,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Gruau', 'it:semola di grano duro']",,,,,,,,,,,,,,,,,,,,,,500 g,,['Divella'],,,,,,,,,,,,,,,,,,,,
98,Saumon duo de guinoa et orge purée aux légumes verts - Picard,3270160865826,['France'],[],[],?,152,636 kj(152 kcal),"9,1",2,"8,2","1,4","8,1","0,72","0,288",,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,,,,,,,,,,,,,['Etui en carton'],['Picard'],,,,,,,,,,,,,,['Picard'],,,,,,
99,Cappelletti al prosciutto crudo,8006515023482,['France'],[],[],?,190,795 kj(190 kcal),"5,1","1,9",28,2,"6,5","0,53","0,212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Jambon de Paris DD,2619000015631,['France'],[],[],?,124,519 kj(124 kcal),"3,7","1,8","0,7","0,7",22,"1,9","0,76","['FR 95.018.022 CE', ""Argenteuil (Val-d'Oise, France)""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Edame a fette - Selex,8003100858214,['France'],[],[],?,311,1301 kj(311 kcal),23,16,0,0,26,"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,['Selex'],,,,,,,,,,,,,,,,,,,,
102,Raviolis à la provençale,3760049551587,['France'],[],[],?,111,464 kj(111 kcal),3,1,17,6,3,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Pistacchio tostato salato,8004775009581,['France'],[],[],?,601,2515 kj(601 kcal),"6,7",2,"9,9","4,6","24,7","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Pasta bärlauch,7624841866330,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Palet végétarien aux fèves,75821241,['France'],[],[],?,218,912 kj(218 kcal),"12,7","1,1","17,8","1,3","7,2","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Burgerstein Probase Tabl 300 STK,7640121570421,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Salade de fruit,2868733023615,['France'],[],[],?,41.59,174 kj(41 kcal),"0,38","0,02","8,04","6,35","0,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Croque monsieur,3154230800699,['France'],[],[],?,245,1025 kj(245 kcal),10,"5,4",26,"3,9",12,"1,5","0,6",,"['Nutriscore', 'Nutriscore E']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Dolci pensieri camomilla,0799729011793,['France'],[],[],?,518,2167 kj(518 kcal),26,17,62,21,"7,3","0,16","0,064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Dattes branchees,2600120019616,['France'],[],[],?,329,1377 kj(329 kcal),"0,6",0,75,"63,3","2,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Mandorle Affettate 40g,8005120205252,['France'],[],[],?,616,2577 kj(616 kcal),53,"4,5","4,4","3,7",26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Confettura extra di albicocca,8001171600336,['France'],[],[],?,195,816 kj(195 kcal),0,0,46,41,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Concentrati Pomodoro Conse. italia Supercirio Latt,8000320010200,['France'],[],[],?,74,310 kj(74 kcal),"0,1","0,1","12,7","9,5",3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Praga prosciutto cotto affumicato,8003013047118,['France'],[],[],?,138,577 kj(138 kcal),6,"2,4",1,1,20,"2,3","0,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Crostata integrale mora e sambuco,8033162870831,['France'],[],[],?,419,1753 kj(419 kcal),"12,6","8,6",70,"31,6","5,3","0,29","0,116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Pain d’epices,3229790004341,['France'],[],[],?,327,1368 kj(327 kcal),"1,3","0,2","73,5",38,"3,2","0,36","0,144",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Pecorino romano dop,8013002012515,['France'],[],[],?,388,1623 kj(388 kcal),32,22,"0,9","0,3",25,"5,8","2,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Salsa Barbecue GR. 900 Gaia,8009320029175,['France'],[],[],?,591,2473 kj(591 kcal),0,0,33,27,"1,2",3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Alpro nature aux amanndes,1421198118961,['France'],[],[],?,54,226 kj(54 kcal),"2,8","0,4","2,3","2,2","3,9","0,75","0,3",,"['Nutriscore', 'Nutriscore E']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Dinde,0213564056417,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Noci moscate macinate,8003240060799,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Nectar multifruits,2006050028351,['France'],[],[],?,45,188 kj(45 kcal),"0,5",0,11,11,"0,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Fibre de bambou,4260645330283,['France'],[],[],?,?,,?,,?,,?,,,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Judía verde redonda troceada,8433329069694,['France'],[],[],?,39,163 kj(39 kcal),"0,5",0,"6,4","1,2","1,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,TRIPES AU SAINT POURÇAIN,3539910008198,['France'],[],[],?,87,364 kj(87 kcal),"6,1","2,1","0,7",0,"7,5","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Cioco pasticceria cioccolato bianco,8006070073670,['France'],[],[],?,577,2414 kj(577 kcal),"37,7","22,5","51,1","51,1","8,2","0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Shouka,3760336040589,['France'],[],[],?,585,2448 kj(585 kcal),"42,75","26,3","43,6",28,"7,8",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Lentilles vertes bio,3111952031961,['France'],[],[],?,358,1498 kj(358 kcal),1,"0,2",53,"2,5",26,,,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Filetti di acciughe in olio di oliva,8012666505302,['France'],[],[],?,207,866 kj(207 kcal),11,"2,5","0,5",0,26,"14,7","5,88",,,,['it:Filetti di acciughe'],11 g,en quantité modérée,2.5 g,en quantité modérée,0 g,en faible quantité,,,,,,,,,,,,,,,,,,,,,,,14.7 g,en quantité élevée,,,14,,D,,,,,,,,,
130,Scheppes Limone,8014396002656,['France'],[],[],?,52,218 kj(52 kcal),0,0,"12,1","11,4","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Acai en poudre,3760279860527,['France'],[],[],?,492,2059 kj(492 kcal),"35,5","8,1","19,2",0,"8,3",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Poitrine fumee,0209993033457,['France'],[],[],?,?,,?,,?,,?,,,"['FR 35.297.003 CE', 'Saint-Méen-le-Grand (Ille-et-Vilaine, France)']","['Nutriscore', 'Nutriscore E']",,,,,,,,,,,,,,,,,,,,,,,,,['Film en plastique'],,,,,,,,,,,,,,,,,,,,,
133,Olio di semi di sesamo biologico,8052440076079,['France'],[],[],?,828,3464 kj(828 kcal),92,16,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Miel,8435060301323,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Milk chocolate coated macadamia,5430001719444,['France'],[],[],?,605,2531 kj(605 kcal),48,17,37,33,8,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Poudre de perlinpimpim,4260556631905,['France'],[],[],?,452,1891 kj(452 kcal),20,"2,7",0,0,29,"0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Margherite albicocca/ciliegia,8007228003082,['France'],[],[],?,457,1912 kj(457 kcal),21,13,62,32,"4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,La Quotidienne,3245270003567,['France'],[],[],?,900,3766 kj(900 kcal),100,11,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Caramelle gommose al gusto di liquirizia e menta,8016531152042,['France'],[],[],?,344,1439 kj(344 kcal),0,0,"85,9","58,3",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Endives au jambon,405197902317,['France'],[],[],?,394,1648 kj(394 kcal),"20,8","8,8","20,4","9,2","27,2","3,5","1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Perle Miel Propolis,3760214872257,['France'],[],[],?,402.4,1684 kj(402 kcal),"0,05",0,"98,9",81,"0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Champignons émincé épais - Bonduelle,3083681120493,['France'],[],[],?,19,79 kj(19 kcal),"0,6","0,1","0,7","0,2","1,8","0,58","0,232",,"['Nutriscore', 'Nutriscore E']",,,,,,,,,,,,,,,,,,,,,,,,,,['Bonduelle'],,,,,,,,,,,,,,,,,,,,
143,Savane chocolat,3660140953351,['France'],[],[],?,432,1807 kj(432 kcal),23,"3,5",48,24,"5,3","0,53","0,212",,"['Nutriscore', 'Nutriscore C']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Biscotti ricoperti di cioccolato al latte - Selex,8003100874665,['France'],[],[],?,506,2117 kj(506 kcal),"25,4","14,3",?,36,"6,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Selex'],,,,,,,,,,,,,,,,,,,,
145,Gouda Cumin Fabriqué dans la province du Friesland,3396410244019,['France'],[],[],?,397,1661 kj(397 kcal),34,21,"0,5","0,5",24,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,cacao cru - jolivia,3760192466660,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Jolivia'],,,,,,,,,,,,,,,,,,,,
147,Croissant integrali all'arancia,8000510552732,['France'],[],[],?,412,1724 kj(412 kcal),20,"8,5",49,23,"6,5","0,57","0,228",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Tortilla Strips,2006050028368,['France'],[],[],?,472,1975 kj(472 kcal),20,2,64,"0,8","6,6","0,9","0,36",,"['Nutriscore', 'Nutriscore B']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Les Oeufs - Blanc Manon,5412038918854,['France'],[],[],?,588,2460 kj(588 kcal),31,"19,1","46,3","42,2","4,4","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Boisson énergisante gazeuse à l'Orange,3760205595554,['France'],[],[],?,24,100 kj(24 kcal),0,0,"5,2","5,2","0,4","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Perline bœuf et jambon cru - Metro,3439496620084,['France'],[],[],?,254,1063 kj(254 kcal),"7,1","2,7",32,"0,9",15,"1,6","0,64",['IT L8Z85 CE'],,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Plats préparés', 'Frais', 'Plats à base de pâtes', 'Pâtes alimentaires', 'Pâtes farcies', 'Plats préparés frais', 'Pâtes fraîches', 'Pates farcies à la viande', 'Pâtes fraîches farcies à la viande', 'Perline']",7.1 g,en quantité modérée,2.7 g,en quantité modérée,0.9 g,en faible quantité,,+66%,+67%,+81%,+93%,+51%,-64%,+135%,92.9%,3.7%,1.3%,1.1%,0.6%,0.4%,19,,"['Film en plastique', 'Frais']",['Metro'],,,,,1.6 g,en quantité élevée,+74%,+74%,12,+355%,D,+355%,,,,,,,,
152,Les Oeufs - Blanc Pistache,5412038397666,['France'],[],[],?,560,2343 kj(560 kcal),"36,1","18,2","51,2","46,8","8,1","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,"Pasta Patern Lisci KG 1, Sacchetto",8005121010626,['France'],[],[],?,355,1485 kj(355 kcal),"1,7","0,9",72,"3,9",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Rockstar Recovery,8728500996785,['France'],[],[],?,52,218 kj(52 kcal),0,0,"12,1","12,1","0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Vegan protein blend - Blueberry and Cinnamon,5056307353108,['France'],[],[],?,362,1515 kj(362 kcal),"1,1","0,1","7,9","1,9",74,"1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Taralli sottili classici,8024241005558,['France'],[],[],?,457,1912 kj(457 kcal),16,"2,2",66,"1,2",11,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Chamane energy drink,3760064840031,['France'],[],[],?,36.8,154 kj(36 kcal),"0,1","0,1","9,1",9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Latte fresco pastorizzato microfiltrato parzialmente sc emato,8003636000149,['France'],[],[],?,48,201 kj(48 kcal),"1,6",1,5,5,"3,49","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Salamino e provolone pizza surgelata,8015673027553,['France'],[],[],?,245,1025 kj(245 kcal),12,"5,3",23,"1,4",12,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,6 knaks,3439496304427,['France'],[],[],?,288,1205 kj(288 kcal),26,"9,5","1,5","1,5",12,2,"0,8","['EMB 29247', 'Saint-Évarzec (Finistère, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Cino Modica Schokolade Mit Chilli,8055731090006,['France'],[],[],?,473,1979 kj(473 kcal),"32,5","21,8","44,3",39,"3,9",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,X-tense energy drink zero,3564700785058,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,"0,1","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Macarons Oui Chef!,5407005641361,['France'],[],[],?,443,1854 kj(443 kcal),24,"8,6",51,47,"7,3","0,24","0,096",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Mirage energy drink,9120033161361,['France'],[],[],?,48,201 kj(48 kcal),0,0,11,11,0,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Formaggio spalmabile fresco,4388860528695,['France'],[],[],?,48,201 kj(48 kcal),24,16,"2,9","2,9","5,4","0,65","0,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,5013692242882,5013692242882,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Mirtilli disidratati,8004775009482,['France'],[],[],?,331,1385 kj(331 kcal),"3,7","0,4",70,67,"1,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Exotic mix,8004775006115,['France'],[],[],?,409,1711 kj(409 kcal),15,"6,63","50,4",42,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Madeleines fourrées chocolat x4,0202775011810,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Extract vanille,9421901058272,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Toastinelle Saumon Fumé,3339331500703,['France'],[],[],?,250,1046 kj(250 kcal),"21,5","1,87","1,52","0,06","12,69","1,96","0,784",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,Crostata alla fragola,8033162870077,['France'],[],[],?,381,1594 kj(381 kcal),10,"7,1",68,33,"3,7","0,17","0,068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Boulghour,2218405004792,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Paf elixir,3760258250677,['France'],[],[],?,258,1079 kj(258 kcal),"0,5","0,14","12,1","8,3","0,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,poulet piquant,3770015763098,['France'],[],[],?,297,1243 kj(297 kcal),"25,3","2,7","3,6","1,5","12,8","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,collagen skin booster - Herbalife - 171g,0762,['France'],"['hydrolysat de collagen Verisol P', 'maltodextrine,arômes naturels ', ""correcteur d'acidité "", ' acide citrique', 'édulcorant', ' glycoside de steviol', ' ', 'acide L - ascorbique ', 'acétate de DL-alpha-tocophéryle,bêta-carotène', 'citrate de zinc,nicotinamide,citrate de cuivre', 'iodure de potassium', 'sélénite de sodium', 'D-biotine']","[""Pourrait contenir de l'huile de palme""]",?,?,,?,,?,,?,,,,,,['Compléments alimentaires'],,,,,,,,,,,,,,,,,,,,,,171g,['Plastique'],['Herbalife'],,,,4,,,,,,,,,"['E330 - Acide citrique', 'E960 - Glucosides de stéviol', '', 'Risque modéré de sur-exposition']",,,,,,,
177,Cube poulet,8436000231090,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,Beignet,0201810018692,['France'],[],[],?,385,1611 kj(385 kcal),18,2,47,19,"6,5","0,71","0,284",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Pomstick,4018077821851,['France'],[],[],?,?,,?,,?,,?,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,8052747931811,8052747931811,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Pizza nordique,0206389022965,['France'],[],[],?,216,904 kj(216 kcal),10,"5,3",21,"1,1",10,"1,1","0,44",,,C,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas', 'Pizza au saumon', 'Pizza nordique']",10 g,en quantité modérée,5.3 g,en quantité élevée,1.1 g,en faible quantité,,-10%,-9%,-1%,+12%,-14%,-62%,-2%,66.0%,11.0%,4.2%,7.2%,2.4%,9.2%,67,,,,,,,,1.1 g,en quantité modérée,-11%,-11%,11,+4%,D,+4%,,,,,,,,
182,Meringues multicolore,8716618960149,['France'],[],[],?,396,1657 kj(396 kcal),0,0,"96,3","96,3","2,6","0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,complexe vitamine & minéraux femme - Herbalife - comprimés,2040,['France'],[],[],?,?,,?,,?,,?,,,['L:190618H'],,,,,,,,,,,,,,,,,,,,,,,,,comprimés,['Plastique'],['Herbalife'],,['Luxembourg'],,,,,,,,,,,,,"['D-biotine', 'D-pantoténate de calcium', 'Acide L-ascorbique', 'Acide ptéroylmonoglutamique', 'Acides gras', 'Acétate de DL-alpha-tocophéyle', 'Agent de charge (cellulose de microcrystalline)', 'Agent de charge(cellulose de microcrystalline)', 'Antiagglomérant(acide gras)', 'Antiagglomérants(carboxyméthylcellulose de sodium réticulée', 'Biatrate de choline', 'Bêta-carotène', 'Carbonate de calcium', 'Chlorhydrate de pyridoxine', 'Chlorure de chrome (3)', 'Cholécalciférol', 'Colorants(carbonate de calcium', 'Cyanocobalamine', 'Dioxyde de silicium', 'Enrobage de comprimé[agent de enrobage (hydroxypropylméthylcellulose)', 'Fumarate ferreux', 'Iodure de potassium', 'Mononitrate de thiamine', 'Nicotinamite', 'Oxyde de fer rouge)', 'Oxyde de magnésium', 'Oxyde de zinc', 'Palmitate de rétinyle', 'Phosphate de magnésium', 'Phosphate dicalcique', 'Phylloquinone', 'Riboflavine', 'Sel de magnésium de acides gras', 'Stabilisant( polyéthylène glycol)', 'Sulfate de cuivre', 'Sulfate de manganèse', 'Sélénite de sodium']",,,,,
184,Choco bisson,00025973,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Wurstel Tedeschi Per Cocktail 44 Pezzi,4007683150516,['France'],[],[],?,231,967 kj(231 kcal),20,8,"0,7","0,7",12,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Eveil du Bouddha,2620417472894,['France'],[],[],?,393,1644 kj(393 kcal),17,"2,2",46,10,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Soft Snack Bouncies - 75 G,4011905314938,['France'],[],[],?,0,0 kj(0 kcal),?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Camomilla - Tisana Bio,8021003500160,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Café Lacanau Grain 1kg,3770006952630,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Boulettes oignons persil,2273336023489,['France'],[],[],?,216,904 kj(216 kcal),16,"6,1","2,1",2,26,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
