,name,bar_code,eco_score,brand,categories,labels,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,nutriment_salt_tr,nutriment_sodium_tr,quantity,packaging,ingredients_origins,markets,nova_score,salt_quantity,salt_comment,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,manufacturing,traceability_code,link,additives,allergens,generic_name,palm_ingredients
1610,Escalope de dinde,2860136028990,D,,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,['France'],[],[],1 g,en faible quantité,0.3 g,en faible quantité,0 g,en faible quantité,?,,105,-13%,439 kj(105 kcal),-13%,1,-24%,"0,3",-26%,0,-100%,0,-100%,24,+5%,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,"0,18","0,072",,,,,,0.18 g,en faible quantité,-68%,-68%,-4,,A,,,,,,,,
1611,Farfalle,8032605060129,,,,,['France'],[],[],,,,,,,?,,382,,1598 kj(382 kcal),,"5,1",,"1,6",,67,,0,,15,,,,,,,,,"0,16","0,064",,,,,,,,,,,,,,,,,,,,
1612,Lamelles de poulet,8410783338009,,,,,['France'],[],[],,,,,,,?,,267,,1117 kj(267 kcal),,"4,2",,"1,4",,"1,4",,"0,9",,56,,,,,,,,,"4,4","1,76",,,,,,,,,,,,,,,,,,,,
1613,Fresh Chia Seed Honey,8853095006905,,,,,['France'],[],[],,,,,,,?,,47,,197 kj(47 kcal),,"0,3",,0,,"10,7",,"10,2",,"0,2",,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
1614,Assortiments de crêpes dentelles,3535800005766,,,,,['France'],[],[],,,,,,,?,,484,,2025 kj(484 kcal),,24,,13,,67,,48,,"5,8",,,,,,,,,"0,63","0,252",,,,,,,,,,,,,,,,,,,,
1615,Café,3770006952876,,,,,['France'],[],[],,,,,,,?,,1,,4 kj(1 kcal),,0,,0,,"0,3",,0,,"0,2",,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
1616,PÂTÉ PANTIN,3544770643489,,,,,['France'],[],[],,,,,,,?,,100,,418 kj(100 kcal),,26,,"17,1",,"17,1",,"0,6",,"11,7",,,,,,,,,"1,6","0,64",,,,,,,,,,,,,,,,,,,,
1617,Pinces tourteaux cuites surgelees,5390378000739,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1618,Sauté de porc,2866288025450,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 53.107.002 CE', 'Gorron (Mayenne, France)']",,,,,
1619,Les Terrelles,3380330445441,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620,Terrine aux cèpes,0745114468482,,,,,['France'],[],[],,,,,,,?,,367,,1536 kj(367 kcal),,"33,4",,"11,6",,"4,6",,"1,7",,"12,1",,,,,,,,,"1,6","0,64",,,,,,,,,,,,,,,,,,,,
1621,Cuttlefish ball,9557240149507,,,,,['France'],[],[],,,,,,,?,,98,,410 kj(98 kcal),,3,,"1,5",,"9,6",,"7,9",,"8,8",,,,,,,,,"2,1","0,84",,,,,,,,,,,,,,,,,,,,
1622,Mexican spice mix,5704974080222,,,,,['France'],[],[],,,,,,,?,,246,,1029 kj(246 kcal),,"5,8",,"0,8",,"32,8",,"14,3",,"9,1",,,,,,,,,25,10,,,,,,,,,,,,,,,,,,,,
1623,Fourme d’ambert,2230100002156,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1624,Chocolat a la taza,3760048339179,,,,,['France'],[],[],,,,,,,?,,368.5,,1542 kj(368 kcal),,"3,3",,2,,71,,53,,"8,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1625,Cidre,3760054957534,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,0,,?,,0,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626,Baguette Quinoa,,,,,,['France'],[],[],,,,,,,?,,269,,1125 kj(269 kcal),,"5,2",,"0,7",,"41,7",,"0,6",,"9,9",,,,,,,,,"1,5","0,6",,,,,,,,,,,,,,,,,,,,
1627,Pernigotti Crock Nero,80115984,,,,,['France'],[],[],,,,,,,?,,541,,2264 kj(541 kcal),,37,,18,,48,,45,,5,,,,,,,,,"0,1","0,04",,,,,,,,,,,,,,,,,,,,
1628,Salami,0057459776918,,,,,['France'],[],[],,,,,,,?,,160,,669 kj(160 kcal),,11,,5,,3,,1,,7,,,,,,,,,"1,275","0,51",,,,,,,,,,,,,,,,,,,,
1629,Quederia el valle de almodovar,8423911475125,,,,,['France'],[],[],,,,,,,?,,397,,1661 kj(397 kcal),,"32,6",,"23,2",,"0,9",,"0,9",,25,,,,,,,,,"1,6","0,64",,,,,,,,,,,,,,,,,,,,
1630,biscuit,0745125005485,,,,,['France'],[],[],,,,,,,?,,350.81,,1468 kj(350 kcal),,"10,52",,"6,48",,"54,59",,"17,34",,"8,36",,,,,,,,,"0,18","0,072",,,,,,,,,,,,,,,,,,,,
1631,Roquefort papillon aop,2248050002805,,,,,['France'],[],[],,,,,,,?,,379,,1586 kj(379 kcal),,32,,20,,"1,8",,0,,21,,,,,,,,,"3,6","1,44",,,,,,,,,,,,,,,,,,,,
1632,Comté du Jura - érythrônes,2601112049468,D,['érythrônes'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,,,,,,,,,
1633,"Mélange de jeunes pousses laitue rouge, verte et épinards - Notre jardin",8500700711463,,['Notre jardin'],,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634,Delice glace,3331480013332,,,,,['France'],[],[],,,,,,,?,,151,,632 kj(151 kcal),,2,,"0,6",,31,,24,,"1,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1635,Umiami 100% sans caviar,3770017784008,,,,,['France'],[],[],,,,,,,?,,13,,54 kj(13 kcal),,"0,5",,0,,1,,0,,1,,,,,,,,,"3,5","1,4",,,,,,,,,,,,,,,,,,,,
1636,Cotes du rhone,3760106126734,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,0,,?,,0,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1637,Pate en croûte cocktail aux pistaches,2457371033393,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638,muscadet - 75cl,3265971124446,,,,,['France'],['muscadet'],"['Sans huile de palme', 'Peut-être végétalien', 'Végétarien']",,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,75cl,,"['France', 'Bourgogne']",['super u'],,,,,,,,,,['France'],,,,,,
1639,Jambon cuit choix,3560071263096,,,,,['France'],[],[],,,,,,,?,,107,,448 kj(107 kcal),,3,,"1,5",,2,,2,,18,,,,,,,,,2,"0,8",,,,,,,,,,,,,,,,,,,,
1640,Velouté Fruix,3033491580024,,,,,['France'],[],[],,,,,,,?,,93,,389 kj(93 kcal),,"2,7",,"1,9",,"13,6",,"13,1",,"3,5",,,,,,,,,"0,13","0,052",,,,,,,,,,,,,,,,,,,,
1641,Sirop Cassis,3055150005129,B,,"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de cassis']",,['France'],[],[],,,,,,,?,,356,+29%,1490 kj(356 kcal),+20%,0,-100%,0,-100%,85,+23%,85,+25%,0,-100%,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,8,"3,2",,,,,,,,+33233%,+33233%,,,,,,,,,,,
1642,Cemoi papillottes,3173287523207,,,,,['France'],[],[],,,,,,,?,,553,,2314 kj(553 kcal),,34,,18,,54,,52,,"6,2",,,,,,,,,"0,12","0,048",,,,,,,,,,,,,,,,,,,,
1643,Huile spéciale POKE BOWL,3155700006412,,,,,['France'],[],[],,,,,,,?,,828,,3464 kj(828 kcal),,92,,"14,2",,0,,0,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
1644,The original orange,5902860411260,,,,,['France'],[],[],,,,,,,?,,30,,126 kj(30 kcal),,0,,0,,"7,2",,7,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
1645,Bûche artisanale,3760124194470,,,,,['France'],[],[],,,,,,,?,,195,,816 kj(195 kcal),,"6,2",,"3,5",,31,,25,,"3,7",,,,,,,,,"0,15","0,06",,,,,,,,,,,,,,,,,,,,
1646,Polpa De Tomate Dom Duarte,5608771021047,,,,,['France'],[],[],,,,,,,?,,35,,146 kj(35 kcal),,"0,5",,"0,1",,"5,6",,"5,4",,"1,4",,,,,,,,,"0,4","0,16",,,,,,,,,,,,,,,,,,,,
1647,Gooseberry,5707288016260,,,,,['France'],[],[],,,,,,,?,,171,,715 kj(171 kcal),,"0,3",,0,,"40,8",,"40,8",,"0,6",,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
1648,calissons enrobés au chocolat,3102621013418,,,,,['France'],[],[],,,,,,,?,,465,,1946 kj(465 kcal),,26,,"8,4",,46,,35,,"8,1",,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
1649,Pâté marmite à l'ancienne artisanal,0212458021586,,,,,['France'],[],[],,,,,,,?,,241,,1008 kj(241 kcal),,"19,7",,"7,1",,3,,3,,"15,8",,,,,,,,,"1,29","0,516",,,,,,,,,,,,,,,,,,,,
1650,Kombucha Pêche,3770010589372,C,,"['Boissons', 'Boissons au thé', 'Kombuchas']",['Bio'],['France'],[],[],0.1 g,en faible quantité,0.1 g,en faible quantité,4.5 g,en quantité modérée,?,,23,+28%,96 kj(23 kcal),+28%,"0,1",+108%,"0,1",+258%,"4,5",+18%,"4,5",+31%,"0,1",+37%,45.5%,1.5%,24.0%,16.3%,10.0%,2.7%,68,"0,1","0,04",,,,,,0.1 g,en faible quantité,+400%,+400%,7,+22%,D,+22%,,,,,,,
1651,Cbd oil,8719497401789,,,['Matières grasses'],,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1652,Truffes pépites de chocolat,3481292400261,,,,"['Bio', 'Bio européen', 'Commerce équitable', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Max Havelaar']",['France'],[],[],,,,,,,?,,262,,1096 kj(262 kcal),,51,,38,,35,,33,,"4,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1653,Grissani,8009155029012,,,,,['France'],[],[],,,,,,,?,,421,,1761 kj(421 kcal),,"10,1",,"2,1",,"68,9",,2,,11,,,,,,,,,"2,28","0,912",,,,,,,,,,,,,,,,,,,,
1654,Creme de cantal,3376960009542,,,,,['France'],[],[],,,,,,,?,,241,,1008 kj(241 kcal),,21,,14,,"2,1",,"0,5",,11,,,,,,,,,"2,2","0,88",,,,,,,,,,,,,,,,,,,,
1655,Curcula extrait concentre,3770002638644,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656,Peeled Plum Tomatoes,8000320010019,,,,,['France'],[],[],,,,,,,?,,27,,113 kj(27 kcal),,"0,2",,"0,1",,"4,2",,"3,8",,"1,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657,Miel de Forêt,3434830013058,B,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de forêt']",,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,
1658,Beaufort aop,0219751023811,,,,,['France'],[],[],,,,,,,?,,393,,1644 kj(393 kcal),,30,,20,,0,,0,,27,,,,,,,,,"1,3","0,52",,,,,,,,,,,,,,,,,,,,
1659,Saucisses a grignoter,3280960642299,,,,,['France'],[],[],,,,,,,?,,471,,1971 kj(471 kcal),,39,,16,,"2,4",,"2,4",,28,,,,,,,,,"4,8","1,92",,,,,,,,,,,,,,,,,,,,
1660,Panettone,3760133676097,C,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",,['France'],[],[],13.2 g,en quantité modérée,5.9 g,en quantité élevée,35.8 g,en quantité élevée,?,,349,-7%,1460 kj(349 kcal),-6%,"13,2",-12%,"5,9",-34%,"55,1",+7%,"35,8",+38%,"5,4",-21%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,"0,45","0,18",,,,,,0.45 g,en quantité modérée,+2%,+2%,17,-9%,D,-9%,,,,,,,
1661,Grains de mais épicés,0250105023293,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1662,Nougat au caramel,3502790500557,E,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Nougats']",,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,,,,,,,,,,,,,,,,
1663,Miel Thym,3396745003343,B,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de thym']",,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,
1664,Complète by juice plus,080005981942001,,,,,['France'],[],[],,,,,,,?,,369,,1544 kj(369 kcal),,12,,4,,34,,23,,25,,,,,,,,,"0,85","0,34",,,,,,,,,,,,,,,,,,,,
1665,Esselunga,8002330031497,,['Esselunga'],,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1666,Mini truffes au caramel,5400219531503,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667,Myrtille sauvage,3770007426420,,,,,['France'],[],[],,,,,,,?,,231,,967 kj(231 kcal),,"0,5",,0,,56,,49,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
1668,Doony’s,2004010020933,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1669,Miel Chataignier -,3770017873023,B,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de châtaignier']",,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,
1670,Foie gras de canard des Landes,2468678209053,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671,Matière grasse bio - Fruit d\'or,7587180202811,,"[""Fruit d\\'or""]",,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672,Sésame doré,3760073881261,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1673,Monastere de la transfiguration,3760058250181,,,,,['France'],[],[],,,,,,,?,,278,,1163 kj(278 kcal),,"0,16",,"0,02",,"67,74",,"67,08",,"0,29",,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
1674,Mélange de raisins moelleux,3452510026044,,,,,['France'],[],[],,,,,,,?,,289,,1209 kj(289 kcal),,"0,6",,"0,1",,66,,50,,"2,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675,Dind halal,0278063031228,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676,Calandrier de l'avent,5413676714969,,,,,['France'],[],[],,,,,,,?,,527,,2205 kj(527 kcal),,33,,17,,48,,43,,6,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
1677,Panettone limoncello,3760077535832,C,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",,['France'],[],[],20 g,en quantité modérée,12 g,en quantité élevée,19 g,en quantité élevée,?,,400,+7%,1674 kj(400 kcal),+7%,20,+33%,12,+33%,47,-9%,19,-27%,"7,4",+8%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,"0,6","0,24",,,,,,0.6 g,en quantité modérée,+36%,+36%,20,+8%,E,+8%,,,,,,,
1678,Coffret Confiture Trio,0043647600042,,,,,['France'],[],[],,,,,,,?,,1145,,4791 kj(1145 kcal),,0,,0,,66,,66,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679,Selective narurals,0730582000142,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680,miel de fleurs printanières - Famille Perronneau,6260321626301,B,['Famille Perronneau'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,
1681,Tartinable d'algues,3467740040005,,,,,['France'],[],[],,,,,,,?,,279,,1167 kj(279 kcal),,21,,"1,6",,18,,11,,2,,,,,,,,,"2,2","0,88",,,,,,,,,,,,,,,,,,,,
1682,Ananas - Activia,8054491314827,,['Activia'],,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1683,Miel de fleurs,3326734500034,B,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,
1684,Papillotes Noir et Lait,3700699924225,,,,,['France'],[],[],,,,,,,?,,557,,2330 kj(557 kcal),,36,,18,,48,,43,,"7,3",,,,,,,,,"0,12","0,048",,,,,,,,,,,,,,,,,,,,
1685,Confit de canard 8 cuisses,3529671019977,,,,,['France'],[],[],,,,,,,?,,283,,1184 kj(283 kcal),,20,,"6,3",,"0,6",,"0,5",,25,,,,,,,,,"1,4","0,56",,,,,,,,,,,,,,,,,,,,
1686,TRANCHE DE KIWI DÉSHYDRATÉ,2600101019949,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687,Alimentation chien,5425039486215,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1688,Mini-buchettes saumon fumé,3460030006194,,,,,['France'],[],[],,,,,,,?,,231.2,,967 kj(231 kcal),,"19,4",,"11,6",,"1,9",,"1,7",,"12,1",,,,,,,,,"1,2","0,48",,,,,,,,,,,,,,,,,,,,
1689,Miele millefiori,8023797032940,B,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,80 g,en quantité élevée,?,,322,+8%,1347 kj(322 kcal),+8%,0,-100%,0,-100%,80,+3%,80,+15%,"0,6",+77%,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,
1690,Cubes oranges confites,3191220015169,,,,,['France'],[],[],,,,,,,?,,284,,1188 kj(284 kcal),,0,,0,,71,,62,,0,,,,,,,,,"0,36","0,144",,,,,,,,,,,,,,,,,,,,
1691,Adana Kebap,2010008540017,,,,,['France'],[],[],,,,,,,?,,194,,812 kj(194 kcal),,"6,4",,"3,4",,"2,3",,1,,"7,5",,,,,,,,,"0,45","0,18",,,,,,,,,,,,,,,,,,,,
1692,Le Fruit De Monin Fraise 500ml,3052910036454,,['Monin'],,,['France'],[],[],,,,,,,?,,256,,1071 kj(256 kcal),,"0,1",,0,,"63,1",,0,,"0,5",,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
1693,Paté de campagne,3700133915475,,,,,['France'],[],[],,,,,,,?,,284,,1188 kj(284 kcal),,22,,"1,7",,"3,4",,"0,5",,18,,,,,,,,,"1,6","0,64",,,,,,,,,,,,,,,"['EMB 22093C', ""Lamballe (Côtes-d'Armor, France)""]",,,,,
1694,Vin Biologique,3582870000047,,,,['Bio'],['France'],[],[],,,,,,,?,,?,,,,?,,0,,?,,0,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1695,L'une de miel,3700324434655,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1696,Camlica,8697520526558,,,,,['France'],[],[],,,,,,,?,,42,,176 kj(42 kcal),,10,,3,,83,,30,,5,,,,,,,,,11,"4,4",,,,,,,,,,,,,,,,,,,,
1697,Jambon de bayonne,0211721023883,,,,,['France'],[],[],,,,,,,?,,230,,962 kj(230 kcal),,12,,5,,"0,5",,"0,5",,30,,,,,,,,,"4,57","1,828",,,,,,,,,,,,,,,"['EMB 65100D', ""Bordères-sur-l'Échez (Hautes-Pyrénées, France)""]",,,,,
1698,Sfogliatine zuccherate,8002720001154,,,,,['France'],[],[],,,,,,,?,,552,,2310 kj(552 kcal),,"33,5",,18,,55,,14,,"6,5",,,,,,,,,"0,9","0,36",,,,,,,,,,,,,,,,,,,,
1699,Cookies pépites chocolat,0200018019616,C,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Cookies', 'Cookies au chocolat']",,['France'],[],[],24 g,en quantité élevée,12 g,en quantité élevée,35 g,en quantité élevée,?,,467,-5%,1954 kj(467 kcal),-6%,24,-5%,12,-3%,55,-8%,35,+11%,"5,6",-10%,77.9%,13.1%,3.5%,3.4%,2.1%,0.0%,56,"0,79","0,316",,,,,,0.79 g,en quantité modérée,+17%,+17%,25,+11%,E,+11%,,,,,,,
1700,Pavés de saumon sauvage,3250392746803,E,,"['Produits de la mer', 'Poissons', 'Saumons', 'Pavés de saumon']",,['France'],[],[],1.6 g,en faible quantité,0.2 g,en faible quantité,0.5 g,en faible quantité,?,,98,-48%,410 kj(98 kcal),-48%,"1,6",-86%,"0,2",-90%,"0,5",+20%,"0,5",+179%,"20,9",+3%,96.3%,0.0%,1.4%,1.4%,0.7%,0.2%,24,"0,12","0,048",,,,,,0.12 g,en faible quantité,-67%,-67%,-4,,A,,,,,,,,
1701,Beurre de cacahuète,5903714931095,C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Produits à tartiner', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de légumineuses', 'Beurres de cacahuètes']",,['France'],[],[],46 g,en quantité élevée,6 g,en quantité élevée,6 g,en quantité modérée,?,,580,-3%,2427 kj(580 kcal),-3%,46,-4%,6,-28%,12,-17%,6,-6%,"25,7",+4%,74.9%,2.4%,8.8%,4.1%,6.0%,3.7%,57,,,,,,,,,,,,,,,,,,,,,,
1702,Miel crémeux de printemps,3770011198009,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,0,,?,,0,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1703,Thé vert à la menthe,2708150001103,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1704,Gran mugnaio bio farina biologica di grano tenero tipo,8002213011127,,,,['Bio'],['France'],[],[],,,,,,,?,,341,,1427 kj(341 kcal),,1,,"0,2",,"70,8",,"1,4",,11,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
1705,Confiture extra Mangue Ananas,3266191025612,,,,,['France'],[],[],,,,,,,?,,222,,929 kj(222 kcal),,0,,0,,55,,55,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1706,Jasmine flower,3760199925436,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
1707,Reese's Pieces Pumpkins,0034000486052,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
1708,Gateau de semoulr,3027030012688,,,,,['France'],[],[],,,,,,,?,,111,,464 kj(111 kcal),,"1,4",,"0,9",,21,,17,,"3,6",,,,,,,,,"0,12","0,048",,,,,,,,,,,,,,,,,,,,
1709,Pancakes,3587220004119,,,,,['France'],[],[],,,,,,,?,,304,,1272 kj(304 kcal),,11,,4,,45,,27,,"5,3",,,,,,,,,"0,19","0,076",,,,,,,,,,,,,,,,,,,,
1710,Noliko Appelcompote Met Stukken,5410153651434,,,,,['France'],[],[],,,,,,,?,,70,,293 kj(70 kcal),,"0,4",,"0,2",,"15,5",,14,,"0,3",,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
1711,Gigolettes de lapin,0275320055829,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1712,Boufin blanc supérieur,2240883023613,,,,,['France'],[],[],,,,,,,?,,144,,602 kj(144 kcal),,10,,"3,9",,"4,2",,"0,6",,"9,5",,,,,,,,,"1,7","0,68",,,,,,,,,,,,,,,,,,,,
1713,Fraisier,3331480013073,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,"0,1","0,04",,,,,,,,,,,,,,,,,,,,
