,name,bar_code,eco_score,generic_name,quantity,packaging,brand,categories,labels,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,manufacturing,traceability_code,markets,ingredients_origins,link,palm_ingredients,brand_owner,origin_detail,producer_info
1009,KIRI - 10 + 2 portions - 216g,3073780975483,C,Fromage blanc fondu,216g,"['Carton', 'Aluminium', '10+2 portions']",['Kiri'],"['Produits laitiers', 'Produits fermentés', 'Produits à tartiner', 'Produits laitiers fermentés', 'Produits à tartiner salés', 'Fromages', 'Fromages à tartiner', 'Fromages fondus']",,"['France', 'DOM TOM']","['fromage blanc ', 'dont lait 32% - Origine : France', 'crème ', '27% - Origine : France', 'eau', 'protéines de lait', 'sels de fonte : polyphosphates', 'phosphates et citrates de sodium', 'sel', 'gélifiant : carraghénanes', 'vitamines B2 et B12']","['E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",['Lait'],"['Sans huile de palme', 'Non végétalien']",4,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,79.5%,12.0%,2.9%,3.6%,1.6%,0.4%,49,,,,,,,,,
1010,Queso holandés lonchas - Leerdammer - 160g,3073781021301,D,,160 g,"['Plastic', 'barquette']",['Leerdammer'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']","['en:gluten-free', 'Sans colorants', 'Sans conservateurs']","['France', 'Pays-Bas', 'Espagne']","['melk', 'zout', 'zuursel ', 'bevat melk', 'vegetarisch stremsel']",,['Lait'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,27.5 g,en quantité élevée,18.5 g,en quantité élevée,0.1 g,en faible quantité,1.5 g,en quantité modérée,?,,352,+7%,1473 kj(352 kcal),+8%,"27,5",+3%,"18,5",+4%,"0,1",-92%,"0,1",-87%,26,+27%,"1,5",+15%,"0,6",+15%,15,+9%,D,+9%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,"['Albert Heijn', 'Delhaize']",,,,,,
1011,Fromage Fondu Triangles Light 7% MG - Maredsous - 170g,3073781028065,D,,170g,,['Maredsous'],"['Produits laitiers', 'Produits fermentés', 'Produits à tartiner', 'Produits laitiers fermentés', 'Produits à tartiner salés', 'Fromages', 'Fromages à tartiner', 'Fromages double crème']","['Peu ou pas de matière grasse', 'Peu de matière grasse', 'Allégé en matière grasse']","['Belgique', 'France']","['lait écrémé déshydraté', ' fromages', 'protéines de lait', 'sels de fonte :polyphosphates', 'triphosphates et acide citrique', 'beurre', 'arôme']","['E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique']",['Lait'],"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,7 g,en quantité modérée,4.7 g,en quantité modérée,6 g,en quantité modérée,1.5 g,en quantité modérée,?,,147,-56%,615 kj(147 kcal),-56%,7,-77%,"4,7",-77%,6,+268%,6,+422%,15,+11%,"1,5",+9%,"0,6",+9%,7,-52%,C,-52%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,"['FR 39.198.001 CE', 'Dole (Jura, France)']","['Colruyt', 'Delhaize']",,,,,,
1012,Croûtons d'or nature - 75g,3075360005658,D,,75 g,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Croûtons']",,"['Belgique', 'France']",[],,,[],,36 g,en quantité élevée,17 g,en quantité élevée,1.3 g,en faible quantité,1.5 g,en quantité modérée,?,,559,+18%,2339 kj(559 kcal),+18%,36,+76%,17,+465%,50,-15%,"1,3",-65%,"7,5",-20%,"1,5",-23%,"0,6",-23%,22,+51%,E,+51%,87.8%,8.3%,1.9%,1.8%,0.2%,0.0%,35,,,['Delhaize'],,,,,,
1013,Olives vertes - Crespo - 125g,3076820007229,B,Olives vertes entières en saumure,125 g,['Sachet Plastique'],['Crespo'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives vertes', 'Olives vertes en saumure']",,['France'],"['Olives vertes', 'eau', 'sel acidifiants: acide citrique et acide lactique']","['E330 - Acide citrique', 'E270 - Acide lactique']",,[],1,19 g,en quantité modérée,4 g,en quantité modérée,0 g,en faible quantité,4 g,en quantité élevée,?,,181,+18%,757 kj(181 kcal),+20%,19,+24%,4,+65%,0,-100%,0,-100%,"1,1",-4%,4,+10%,"1,6",+10%,15,+33%,D,+33%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,,['Casino'],['Maroc'],,,,,
1014,Sauce vignaigrette Balsamique - Clovis france - 550ml,3077313435093,D,Sauce Vinaigrette,550ml,['Bouteille plastique'],['Clovis france'],"['Epicerie', 'Sauces', 'Sauces salades', 'Vinaigrettes']",,['France'],[],,,[],,51 g,en quantité élevée,5.6 g,en quantité élevée,2.6 g,en faible quantité,2.2 g,en quantité élevée,?,,488,+35%,2042 kj(488 kcal),+36%,51,+39%,"5,6",+49%,"5,6",+18%,"2,6",-21%,0,-100%,"2,2",+15%,"0,88",+15%,20,+34%,E,+34%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,http://www.vinaigre.com,,,,
1015,Piccalilli - Crown's - 350g,3077318205554,,,350 g,"['Bocal', 'Verre']","[""Crown's""]","['Epicerie', 'Sauces', 'Piccalillis']","['Point Vert', 'Saveurs en Or']",['France'],"['Eau', 'choux-fleurs', 'moutarde de Dijon ', 'eau', 'graines de moutarde', 'vinaigre', 'sel', 'cornichons ', 'sulfites', 'vinaigre', 'amidon modifie de maïs ', 'sulfites', 'oignons', 'sel', 'sucre', 'antioxydant : acide citrique', 'épices et aromates ', 'moutarde', 'colorants : lutéine', 'riboflavine']","['E14XX - Amidons modifiés', 'E330 - Acide citrique', 'E161b - Lutéine', 'E101i - Riboflavine']","['Moutarde', 'Anhydride sulfureux et sulfites']",['Sans huile de palme'],4,1.9 g,en faible quantité,0.1 g,en faible quantité,2.1 g,en faible quantité,2.7 g,en quantité élevée,?,,50,+4%,209 kj(50 kcal),+5%,"1,9",+171%,"0,1",+43%,"6,3",-24%,"2,1",-49%,"1,6",+34%,"2,7",+47%,"1,08",+47%,9,+47%,C,+47%,,,,,,,,,,['Auchan'],,,,,,
1016,Sauce vinaigrette tomates séchées - Clovis,3077318735099,D,,,,['Clovis'],"['Epicerie', 'Matières grasses', 'Sauces', 'Sauces salades', 'Vinaigrettes']",,['France'],"['vinaigrette aux tomates séchées @lfr:,']",,,[],,51 g,en quantité élevée,5.6 g,en quantité élevée,4.2 g,en faible quantité,3.25 g,en quantité élevée,?,,485,+34%,2029 kj(485 kcal),+35%,51,+39%,"5,6",+49%,"4,3",-9%,"4,2",+28%,"0,8",+37%,"3,25",+69%,"1,3",+69%,17,+14%,D,+14%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,,,,
1017,"Kronenbourg,1664",3080210004491,C,,,,"['Kronenbourg', '1664']","['Boissons', 'Boissons alcoolisées', 'Bières']",,"['France', 'États-Unis']","['WATER', 'GLUCOSE SY RUP r Q', ' NEPO', 'BYNH']",,['Gluten'],[],,,,,,,,,,?,,50,+14%,209 kj(50 kcal),+13%,"0,1",-13%,0,-100%,3,-23%,0,-100%,"0,5",+25%,0,-100%,0,-100%,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,,,,,
1018,Tourtel twist bières sans alcool - 6,3080216043814,C,,6,,"['Tourtel twist', 'Tourtel twist']","['Boissons', 'Boissons alcoolisées', 'Boissons sans alcool', 'Panaché', 'Boissons avec sucre ajouté']",,['France'],"['Œson rafraîchissante sans colorant édulcorant', ""sans arôme artificiel' BOSSON SANS ALCOOL À BASE DE BIÈRE AU JUS DE CITRON AROMATISÉE CITRON Alngrédients : eau"", 'sucre', ""malt d'orge"", 'jus de citron à base de jus concentré ', '2,8%', 'C02', 'arôme naturel de citron avec autres arômes naturels', ""stabilisant : gomme d'acacia"", 'extrait concentré de citron', 'extrait de houblon', "" Dépôt de particules possible n'affectant pas la qualité"", ' En cas de dépôt', 'agitez doucement avant de consommer']","[""E414 - Gomme d'acacia""]","['Gluten', 'CITRON']",[],4,,,,,,,,,?,,32,+3%,134 kj(32 kcal),-3%,0,-100%,0,-100%,"7,7",+9%,"5,1",-16%,"0,4",+55%,"0,01",-5%,"0,004",-5%,,,,,16.9%,14.1%,42.2%,17.6%,7.2%,2.0%,57,,,['Magasins U'],,,,,,
1019,Mes fruits douceurs sans sucre ajouté - St Mamet,3080920981433,B,Mélange de 3 fruits au jus de raisin,,,['St Mamet'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Salades de fruits', 'Salades de fruits au sirop']","['en:gluten-free', 'Sans sucre ajouté']",['France'],"['Pêches en cubes ', '20 à 35%', 'poires en cubes ', '12 à 25%', ""oreillons d'abricots "", '5 à 15%', ' jus de raisin a base de concentré', 'arômes naturels', 'acidifiant: acide citrique']",['E330 - Acide citrique'],,[],4,0.5 g,en faible quantité,0.1 g,en faible quantité,12 g,en quantité modérée,0.1 g,en faible quantité,?,,56,-16%,234 kj(56 kcal),-16%,"0,5",+158%,"0,1",+481%,13,-17%,12,-18%,"0,5",+69%,"0,1",+1100%,"0,04",+1100%,-3,,A,,74.4%,7.2%,7.9%,6.7%,2.2%,1.6%,81,,,['Magasins U'],,,,,,
1020,Cassegrain flageolets xf 1/2x2 - 400g,3083680567947,,,400 g,,['Cassegrain'],,,['France'],"['Flageolets verts 50%', 'eau', 'carottes 1,6%', 'sel oignon grelot 0,4%', 'arômes', 'graisse de poulet 0,05%', 'épices']",,,"['Non végétalien', 'Non végétarien']",4,,,,,,,,,404,,?,,404 kj(97 kcal),,"0,8",,"0,1",,"12,6",,,,"6,5",,"0,81",,"0,324",,,,,,,,,,,,,,,,,,,,,
1021,Mais - Bonduelle - 300g,3083680577472,,Mais,300 g,"['Konserve', 'Dose', 'product']",['Bonduelle'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Céréales et pommes de terre', 'Graines', 'Aliments à base de plantes en conserve', 'Céréales et dérivés', 'Céréales en grains', 'Maïs']","['Bio', 'Bio européen', 'DE-ÖKO-006', 'en:EG-Öko-Verordnung', 'Agriculture UE', 'Sans conservateurs']","['Autriche', 'France', 'Allemagne']","['Gemüsemais', 'Wasser', 'Salz']",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,1.9 g,en faible quantité,0.5 g,en faible quantité,5.2 g,en quantité modérée,0.4 g,en quantité modérée,?,,80,-50%,335 kj(80 kcal),-50%,"1,9",-38%,"0,5",-5%,11,-58%,"5,2",+44%,"2,9",-30%,"0,4",-16%,"0,16",-16%,-3,,A,,,,,,,,,,,['Karstadt Lebensmittel (REWE)'],,,,,,
1022,Haricots verts extra-fin - Cassegrain - 220g,3083681027785,B,Haricots verts extra-fin avec petits oignons grelots,220 g,"['Conserve', '220g']",['Cassegrain'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Haricots verts', 'Légumineuses en conserve', 'Haricots verts en conserve']",,"['France', 'Suisse']","['haricots verts extra-fins', 'eau', 'sel', 'oignon 0,2%']",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,0 g,en faible quantité,0 g,en faible quantité,1.3 g,en faible quantité,0.83 g,en quantité modérée,82,-17%,20,-17%,82 kj(20 kcal),-17%,0,-100%,0,-100%,"2,3",-14%,"1,3",+69%,"1,4",-5%,"0,83",+24%,"0,332",+24%,-4,,A,,40.4%,27.0%,12.4%,6.4%,8.7%,5.1%,79,,,"['Auchandirect', 'Magasins U', 'Cora', 'E.Leclerc', 'Géant Casino']",['Kenya'],,,,,
1023,Haricots Verts et Haricots Beurre Vapeir - Bonduelle,3083681069204,,,,,['Bonduelle'],,,['France'],[],,,[],,,,,,,,,,?,,24,,100 kj(24 kcal),,"0,1",,0,,"2,6",,"0,5",,"1,8",,"0,76",,"0,304",,,,,,,,,,,,,,,,,,,,,
1024,Miel Et Propolis - Lune de miel,3088540003542,,,,,['Lune de miel'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', 'Produits à tartiner sucrés', 'Édulcorants', 'Préparations à base de miel', 'Préparations à base de miel et propolis']",,['France'],"['e pu troulterderÈ?:? : ', '0,5%1 moyennes pour toog: : • : < 05g 920']",,,[],,0.5 g,en faible quantité,0 g,en faible quantité,66 g,en quantité élevée,0.1 g,en faible quantité,?,,334,+5%,1397 kj(334 kcal),+4%,"0,5",+342%,0,-100%,83,+2%,66,-15%,"0,5",+80%,"0,1",+726%,"0,04",+726%,14,+3%,D,+3%,,,,,,,,,,,,,,,,
1025,Miel - Bernard Michaud,3088540252667,B,,,,['Bernard Michaud'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs', 'Produits de montagne', 'Miels de montagne']",,['France'],[],,,[],,0 g,en faible quantité,0 g,en faible quantité,82 g,en quantité élevée,0 g,en faible quantité,?,,304,+21%,1272 kj(304 kcal),+18%,0,-100%,0,-100%,82,+9%,82,+24%,"0,3",-22%,0,-100%,0,-100%,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,"['France', 'Espagne']",,,,,
1026,Miel De Montagne De France - Terre de miel - 500g,3088549553789,B,,500 g,,['Terre de miel'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs', 'Miels français', 'Produits de montagne', 'Miels de montagne']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01', 'Agriculture France']",['France'],[],,,[],,0 g,en faible quantité,0 g,en faible quantité,82 g,en quantité élevée,0 g,en faible quantité,?,,304,+21%,1272 kj(304 kcal),+18%,0,-100%,0,-100%,82,+9%,82,+24%,0,-100%,0,-100%,0,-100%,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,"['La miellerie des Pyrénées', '64290', 'Gan']",,,['France'],,,,,
1027,Fette Morbidissime - Camoscio d'Oro,3090291116051,D,,,"['Fresh', 'Sous atmosphère protectrice']","[""Camoscio d'Oro"", 'Savencia']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages en tranches']",,"['France', 'Italie']",[],,,[],,12 g,en quantité modérée,2.1 g,en quantité modérée,2.8 g,en faible quantité,1.9 g,en quantité élevée,?,,434,+28%,1816 kj(434 kcal),+28%,12,-55%,"2,1",-88%,70,+6763%,"2,8",+310%,11,-52%,"1,9",+11%,"0,76",+11%,10,-36%,C,-36%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,"['EMB 53014B', 'Azé (Mayenne, France)', 'EMB 23001B', 'Ahun (Creuse, France)', 'FR 53.014.001 CE', 'Azé (Mayenne, France)', 'FR 23.001.001 CE', 'Ahun (Creuse, France)']",,,,,,,
1028,Menthe - Teisseire - 600ml,3092718586706,A,Sirop à la menthe,600 ml,['Bidon en acier'],['Teisseire'],"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de menthe', 'Boissons avec sucre ajouté']",['Fabriqué en France'],"['France', 'Suisse']","['Sucre', 'sirop de glucose-fructose', 'eau', 'colorants: caramel E 150b', 'E 133', 'arôme naturel de menthes']","['E150b - Caramel de sulfite caustique', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition']",,"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,,,,,,,,,1326,+22%,?,,1326 kj(317 kcal),+29%,0,-100%,0,-100%,78,+27%,78,+31%,0,-100%,0,-100%,0,-100%,,,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,['Leader Price'],,http://www.teisseire.com,,,,
1029,Crème glacée rhum-raisins - Miko - 1000mL (583g),3094292151004,B,,1000 mL (583 g),,['Miko'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot', 'Glaces rhum-raisin']",,['France'],"['Lait écrémé reconstitué', 'sucre', 'raisins secs macérés au rhum', 'beurre concentré', 'sirop de glucose', 'lait écrémé en poudre', 'lactose et protéines de lait', 'rhum', 'émulsifiants ', ""mono- et diglycérides d'acides gras"", 'stabilisants ', 'carraghénanes - farine de graines de caroube et de guar', 'colorant ', 'carotènes']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E160 - Caroténoïdes']",['Lait'],"[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,7.7 g,en quantité modérée,5.3 g,en quantité élevée,24 g,en quantité élevée,0.1 g,en faible quantité,?,,191,+11%,799 kj(191 kcal),+11%,"7,7",+11%,"5,3",+16%,27,+14%,24,+17%,"2,8",+12%,"0,1",-11%,"0,04",-11%,12,+27%,D,+27%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,,,,,,,,
1030,Valda Pastillles Menthe Eucalyptus - 50g,3094904500251,E,,50g,,['Valda'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,['France'],"['Sirop de glucose', 'sucre', 'gélatine', 'aromatisants: menthol* ', '0,4%', "" et huile essentielle d'Eucalyptus "", '0,08%', 'colorants : curcuma et bleu patenté V']",['E428 - Gélatine'],,"['Non végétalien', 'Non végétarien']",4,0 g,en faible quantité,0 g,en faible quantité,80.5 g,en quantité élevée,0.127 g,en faible quantité,?,,362,+2%,1515 kj(362 kcal),+1%,0,-100%,0,-100%,"80,5",-3%,"80,5",+39%,"8,7",+310%,"0,127",+5%,"0,051",+5%,14,-3%,D,-3%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,['laboratoire Omega Pharma France 92321 Châtillon Cedex'],,['Pharmacie'],,,,,,
1031,Filet de poulet aux herbes - 4 tranches épaisses - Fleury Michon - 120g,3095752128017,D,,120 g,"['Barquette', 'Plastique']",['Fleury Michon'],"['Viandes', 'Charcuteries', 'Volailles', 'Poulets', 'Charcuteries cuites', 'Filets de poulet']",['100% filet'],['France'],"['Filet de poulet 93%', 'bouillons ', 'eau', 'os de poulet', 'plantes aromatiques 0', '1%', 'épices', 'carotte', 'céleri', 'oignon', 'poireau', 'sel', ',\xa0sel', 'concentrés ', 'betterave', 'blette', 'carotte', 'celéri', 'dextrose de maïs', 'cerfeuil 0', '1%', 'herbes de Provence 0', '09% ', 'basilic', 'origan', 'romarin', 'thym', 'ferments', 'antioxydant : ascorbate de sodium', 'colorant : caramel ordinaire']","['E301 - Ascorbate de sodium', 'E150a - Caramel E150a']",['Céleri'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,2.2 g,en faible quantité,0.6 g,en faible quantité,0.5 g,en faible quantité,1.8 g,en quantité élevée,489,-21%,116,-31%,489 kj(116 kcal),-27%,"2,2",-74%,"0,6",-81%,"< 0,5",-64%,"< 0,5",-31%,24,+28%,"1,8",-5%,"0,72",-5%,3,-69%,C,-69%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,
1032,Minis hachés de poulet grillé - 10 pièces - Fleury Michon - 150g,3095757126018,D,Spécialité hachée à base de viande de poulet cuite et traitée en salaison,150 g,"['Barquette', 'Plastique']",['Fleury Michon'],"['Viandes', 'Volailles', 'Poulets', 'Volailles cuites', 'Poulets cuisinés']",,['France'],"['Viande de poulet ', '81 %', 'fécule de manioc', 'bouillon ', 'eau', 'os de poulet', 'sel', 'épices', 'carotte', 'céleri', 'oignon', 'poireau', 'sel', 'dextrose de maïs', 'extrait de levure', 'épices', 'acidifiant : lactate de potassium', 'antioxydants : extraits de romarin', 'conservateur : nitrite de sodium']","['E326 - Lactate de potassium', 'E392 - Extrait de romarin', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",['Céleri'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,4.7 g,en quantité modérée,1.3 g,en faible quantité,2.4 g,en faible quantité,1.5 g,en quantité modérée,577,-28%,?,,577 kj(138 kcal),-26%,"4,7",-48%,"1,3",-41%,"4,7",-48%,"2,4",+122%,19,+22%,"1,5",+39%,"0,6",+39%,3,-16%,C,-16%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,"['FR 85.140.001 CE', 'Meilleraie-Tillay (Vendée, France)', 'FR 85.051.003 CE', 'Chantonnay (Vendée, France)']",['Carrefour'],,,,,,
1033,Blanc de dinde Halal - 6 tranches fines - Fleury Michon - 180g,3095757197018,D,,180 g,"['Barquette', 'Film en plastique']",['Fleury Michon'],"['Viandes', 'Charcuteries', 'Charcuteries cuites', 'Blancs de volaille en tranches', 'Blancs de dinde en tranches']","['Halal', 'Nutriscore', 'Nutriscore C', 'Société Française de Contrôle de Viande Halal', 'en:Société Française de Contrôle de Viande Halal - Grande Mosquée de Paris']",['France'],"['Filet de dinde 85%', 'bouillon ', 'eau', 'carotte', 'céleri', 'sel', 'concentrés ', 'betterave', 'blette', 'carotte', 'céleri', ',\xa0dextrose de maïs', 'ferments', 'antioxydant : ascorbate de sodium', 'colorant : caramel ordinaire']","['E301 - Ascorbate de sodium', 'E150a - Caramel E150a']",['Céleri'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,1 g,en faible quantité,0.4 g,en faible quantité,0.5 g,en faible quantité,1.8 g,en quantité élevée,418,-6%,?,,418 kj(100 kcal),-4%,1,-47%,"0,4",-32%,"0,5",-75%,"0,5",-38%,22,+15%,"1,8",-2%,"0,72",-2%,3,-29%,C,-29%,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,"['FR 85.051.003 CE', 'Chantonnay (Vendée, France)']",,,,,,,
1034,FILET TRANCHE POULET MEXICAINE - 4 tr. - Fleury Michon - 150g,3095759119018,D,,150 g,"['Barquette', 'Plastique', 'Barquette en plastique', 'Film en plastique']",['Fleury Michon'],"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,['France'],"['Filet de poulet', 'concentré de tomate 2%', 'huile de colza', 'sel', 'fécule de manioc', 'sucre', 'piments 0,6% ', 'paprika', 'piment de Cayenne', 'épices 0,3%', 'ail', 'oignon', ""jus concentré d'oignon"", 'huile de tournesol', 'conservateur : nitrite de sodium']","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,4.2 g,en quantité modérée,1.1 g,en faible quantité,2.7 g,en faible quantité,1.8 g,en quantité élevée,643,+32%,?,,643 kj(154 kcal),+18%,"4,2",+46%,"1,1",+47%,"2,7",+464%,"2,7",+1011%,26,+14%,"1,8",+140%,"0,72",+140%,4,,C,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,"['FR 85.051.003 CE', 'Chantonnay (Vendée, France)']",['Magasins U'],,,,,,
1035,Allumettes de Poulet - Fumé - Halal - Fleury Michon - 200g,3095759149015,D,,200 g,"['Barquette', 'Film en plastique']",['Fleury Michon'],"['Viandes', 'Volailles', 'Poulets']","['Halal', 'Nutriscore', 'Nutriscore C', 'en:Société Française de Contrôle de Viande Halal - Grande Mosquée de Paris']",['France'],"['Haut de cuisse de poulet 95%', 'acidifiant : lactate de potassium', 'sel', 'dextrose de maïs', 'antioxydant : ascorbate de sodium', 'conservateur : nitrite de sodium']","['E326 - Lactate de potassium', 'E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,7 g,en quantité modérée,2.6 g,en quantité modérée,0.5 g,en faible quantité,1.8 g,en quantité élevée,574,-17%,?,,574 kj(137 kcal),-9%,7,+20%,"2,6",+73%,"0,5",-75%,"0,5",+14%,19,-7%,"1,8",+110%,"0,72",+110%,5,+255%,C,+255%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,"['FR 85.051.003 CE', 'Chantonnay (Vendée, France)']",,,,,,,
1036,Lamelles de poulet Halal -25% de sel - Fleury Michon - 200g,3095759681010,D,,200 g,"['Barquette', 'Plastique', 'Barquette', 'Film en plastique']",['Fleury Michon'],"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']","['Peu ou pas de sel', 'Peu de sel', 'en:gluten-free', 'Allégé en sel', 'Moins 25% de sel', 'Halal', 'Nutriscore', 'Nutriscore C']",['France'],"['Haut de cuisse de poulet 95%', 'bouillons ', 'eau,\xa0plantes aromatiques 0,8%', 'ail', 'épices', 'acidifiant : lactate de potassium', 'sel', ""huile d'olive vierge"", 'plantes aromatiques 0', '6%', 'concentrés ', 'betterave', 'blette', 'carotte', 'céleri', 'dextrose de maïs', 'ferments', 'antioxydant : ascorbate de sodium']","['E326 - Lactate de potassium', 'E301 - Ascorbate de sodium']",['Céleri'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,9.6 g,en quantité modérée,2.6 g,en quantité modérée,0.5 g,en faible quantité,1.4 g,en quantité modérée,705,+31%,?,,705 kj(168 kcal),+35%,"9,6",+419%,"2,6",+446%,"0,5",-45%,"0,5",+67%,20,-12%,"1,4",+220%,"0,56",+220%,5,,C,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,"['FR 85.051.003 CE', 'Chantonnay (Vendée, France)']",,,,,,,
