,name,bar_code,eco_score,quantity,packaging,brand,categories,manufacturing,traceability_code,sales_countries,ingredients_list,allergens,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,ingredients_origins,markets,link,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,additives,generic_name,palm_ingredients,brand_owner
1697,Brisa maracujá,5602120242350,,,,,['Boissons'],,,"['France', 'Allemagne']",[],,[],,?,,55,-2%,230 kj(55 kcal),-5%,0,-100%,0,-100%,"13,3",+18%,"13,3",+41%,0,-100%,"0,01",-76%,"0,004",-76%,,,,,,,,,,,,0 g,en faible quantité,0 g,en faible quantité,13.3 g,en quantité élevée,0.01 g,en faible quantité,17,+122%,E,+122%,,,,
1698,Brisa Apple,5602120243005,,,,,,,,['France'],[],,[],,?,,44,,184 kj(44 kcal),,0,,0,,"10,6",,"10,6",,0,,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1699,Brisa Maracuja,5602120245207,,,,['Brisa'],['Boissons'],,,['France'],"['Water', 'str', 'passion fruit ', '9%', 'carbon dioxide', ""preservative - so ium benzoate,' antioxidant - ascorbic acid "", 'vitamin C', ' acidifier - citric acid', ' no colouring ageng', ' Protect from sun light', ' Keep in a cool', 'dry and clean PREFERÊNdA place', ' Keep away from strong odours']",,[],4,?,,55,-2%,230 kj(55 kcal),-5%,0,-100%,0,-100%,"13,3",+18%,"13,3",+41%,0,-100%,"0,01",-76%,"0,004",-76%,,,,,,,,,,,,0 g,en faible quantité,0 g,en faible quantité,13.3 g,en quantité élevée,0.01 g,en faible quantité,17,+122%,E,+122%,"['E290 - Dioxyde de carbone', 'E300 - Acide ascorbique', 'E330 - Acide citrique']",,,
1700,Licor de merda Licor de leite -,5602131000161,,,,,,,,['France'],[],,[],,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,Miel du portugal (a doseur),5602132651256,B,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",,,['France'],[],,[],,?,,304,+5%,1272 kj(304 kcal),+4%,0,-100%,0,-100%,82,+7%,81,+17%,0,-100%,0,-100%,0,-100%,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,0 g,en faible quantité,0 g,en faible quantité,81 g,en quantité élevée,0 g,en faible quantité,,,,,,,,
1702,SarraMel,5602132656220,,,,['SarraMel'],,,,['France'],"['EUROMEL Lda 500g tX', 'S • I WWWSERRAMELCO}A MEL LARANJEIRA 00 ALGARVE CONSUMIR DE PREFERtNClA DO FIM oE: BESI']",,[],,?,,304,,1272 kj(304 kcal),,0,,0,,82,,81,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1703,Batata Frita Ondulada,5602139114129,,,,,,,,['France'],[],,[],,?,,534,,2234 kj(534 kcal),,32,,"14,9",,53,,"0,6",,"5,8",,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1704,Huile d'Olive - Azeitorem - 1L e,5602162700009,C,1 L e,"['Verre', 'Bouteille']",['Azeitorem'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,"['France', 'Grèce']",['huile de olive raffinné et huile de olive vierge'],,[],,?,,821,-4%,3435 kj(821 kcal),-4%,"91,2",-4%,"13,1",-6%,0,,0,,0,,0,-100%,0,-100%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,91.2 g,en quantité élevée,13.1 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,6,-2%,C,-2%,,Huile d'Olive,,
1705,Vinaigre de vin (Acidité 6%) - Sans marque - 500ml,5602308040426,B,500 ml,"['Bouteille', 'Plastique']",['Sans marque'],"['Vinaigres', 'Vinaigres de vin']",['Portugal'],,['France'],['Vinaigre de vin'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",2,?,,?,,,,?,,,,?,,,,?,,,,,,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,,,['Carrefour'],,,,,,,,,,,,,,,,,
1706,Morue à la Crème - Pascoal - 380g e,5602312501050,,380 g e,"['Carton', 'boîte', 'surgelé']",['Pascoal'],"['Surgelés', 'Plats préparés', 'Gratins', 'Gratins de poisson', 'Plats préparés surgelés']",,,['France'],[],,[],,?,,137,+13%,573 kj(137 kcal),+14%,"7,5",+20%,"1,6",-38%,6,-29%,3,+91%,10,+43%,"0,3",-59%,"0,12",-59%,,,,,,,,,,,,7.5 g,en quantité modérée,1.6 g,en quantité modérée,3 g,en faible quantité,0.3 g,en quantité modérée,-2,-218%,A,-218%,,Bacalhau con natas - Morue à la Crème,,
1707,Saucisses de cocktail,5602348082929,E,,,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses cocktail']",,,['France'],[],,[],,?,,148,-40%,619 kj(148 kcal),-40%,"1,3",-94%,"0,3",-96%,"1,1",-33%,0,-100%,0,-100%,"2,9",+53%,"1,16",+53%,87.6%,6.5%,1.9%,1.1%,0.6%,2.4%,22,['en:gluten-free'],,,,1.3 g,en faible quantité,0.3 g,en faible quantité,0 g,en faible quantité,2.9 g,en quantité élevée,11,-38%,D,-38%,,,,
1708,Biscoitos De Amêndoa Bio 250 GR - Próvida - 220g,5602353150149,,220 g,,['Provida'],,,,['France'],"['Fayinha de Trigo• ', 'Integral* e Branca*', ' Geleia de Mitho*', 'Oleo Girassoi*', 'Ôleo de Coco*', 'Bebida cie Soja* ', 'ÂgugSojaM80/o', ""Xarope de Agave*vAtga '"", 'lithothamnium calcareum', ""Extracto de Baunilha' e Sall"", ""faflhhoÏAmêndoa Moida* 'Levedanie$Biearbonato de Sôdio"", 'Sanaarinho']",,[],,?,,403,,1686 kj(403 kcal),,"10,6",,"3,9",,"67,8",,12,,"7,8",,"0,61",,"0,244",,,,,,,,,"['Bio', 'Bio européen', 'PT-BIO-04']",,,,,,,,,,,,,,,,,,,
1709,Epicerie / Epicerie Sucrée / Chocolat - Iswari - 125g,5602353904155,,125 g,,['Iswari'],,,,['France'],[],,[],,?,,631,,2640 kj(631 kcal),,"58,1",,"34,9",,"5,6",,"1,1",,"13,5",,"0,1",,"0,04",,,,,,,,,"['Bio', 'Bio européen', 'en:gluten-free', 'PT-BIO-04']",,,,,,,,,,,,,,,,,,,
1710,Açaï En Poudre Bio - 70 G - Iswari,5602353904223,,,,,,,,['France'],[],,[],,?,,597,,2498 kj(597 kcal),,54,,15,,"4,5",,2,,"9,8",,"0,064",,"0,026",,,,,,,,,"['Bio', 'Bio européen', 'en:gluten-free', 'PT-BIO-04']",,,,,,,,,,,,,,,,,,,
1711,Protéine De Chanvre Bio - 250 G - Iswari,5602353904292,,,,['Iswari'],,,,['France'],"[""PROTEINE DE CHANVRE EN POUDRE La poudre de protéine de chanvre est l'une des plus précieuses sources nutritionnelles que l'on peut intégrer dans une alimentation végétarienne et végétalienne"", ' Elle contient 50% de protéines y compris tous les acides aminés essentiels ainsi que Omega 3,6 et 9', 'les acides gras essentiels en rapport parfait', 'des vitamines ', 'BI', '82', 'B3', '86', 'C et E', ' ', 'des minéraux et des fibres', ' Produite à partir des graines de chanvre pauvres en glucides et sans gluten', 'la protéine de chanvre est idéale pour incorporer dans des recettes diététiques', ' Son plaisant goût de noisette et sa teinte verte apporte une vraie originalité à vos recettes', ""Mode d' emploi Ajouter à un milk-shake"", 'smoothie', 'jus de légumes', 'soupe', 'pain', 'gâtsaux', 'crème glacée', 'etc', ' Recette lswari ""Passion protéine"": 250 ml de lait végéta! ', 'riz', 'amande', 'etc', '2 cuillères à soupe de poudre de protéine de chanvre biologique', '1 banane', '1 poignée de baies de Goji', 'I cuillère à café de spiruline', 'herbe de blé ou chlorella•']",['Fruits à coque'],[],,?,,360,,1506 kj(360 kcal),,11,,"1,2",,8,,"5,8",,46,,0,,0,,,,,,,,,"['Bio', 'en:gluten-free']",,,,,,,,,,,,,,,,['E570 - Acide stéarique'],,,
1712,Sucre de Fleurs de Coco - Iswari - 250g,5602353905121,B,250 g,"['Sachet', 'Plastique']",['Iswari'],"['Édulcorants', 'Sucres', 'Sucres de coco']",,,['France'],['Sucre de noix de coco biologique'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",2,?,,410,+7%,1715 kj(410 kcal),+7%,"1,5",+266%,1,+558%,"96,6",+3%,"95,8",+14%,"1,67",+44%,"0,4",+103%,"0,16",+103%,65.2%,10.9%,13.4%,7.2%,3.3%,0.0%,94,"['Bio', 'Bio européen', 'en:gluten-free', 'Agriculture non UE', 'PT-BIO-04', 'PT-BIO-014']",['Indonésie'],,,1.5 g,en faible quantité,1 g,en faible quantité,95.8 g,en quantité élevée,0.4 g,en quantité modérée,16,+14%,D,+14%,,Sucre de noix de coco biologique,,
1713,L'Eveil du Bouddha - Iswari - 360g,5602353905404,D,360 g,,['Iswari'],"['Boissons', 'Petit-déjeuners', 'Cacao et dérivés', 'Cacaos et chocolats en poudre', 'Boissons instantanées', 'Chocolats en poudre']",['Portugal'],,"['France', 'Espagne']",[],,[],,?,,411,+24%,1720 kj(411 kcal),+20%,"15,3",+256%,"3,3",+29%,30,-53%,"10,5",-81%,"12,3",+94%,"0,1",-52%,"0,04",-52%,75.0%,1.1%,15.1%,5.7%,3.2%,0.0%,52,['en:gluten-free'],,,,,,,,,,,,,,,,,,,
1714,L'Éveil du Bouddha Délices de Chanvre - Iswari - 360g,5602353905411,B,360 g,,['Iswari'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']",,,"['France', 'Suisse']","['Sarrasin moulu', 'Amandes moulues ', '15%', 'Lucuma poudre', 'Chia moulue ', '10%', 'Lin moulu', 'Sucre de Fleur de Coco', 'Protéine de Chanvre ', '7%', 'Raisins secs']",['Fruits à coque'],[],3,1694,-0%,405,+2%,1694 kj(405 kcal),+1%,"17,5",+101%,"1,9",-14%,21,-69%,"11,7",-30%,"14,6",+56%,"0,05",-86%,"0,02",-86%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,"['Bio', 'Bio européen', 'en:gluten-free', 'AB Agriculture Biologique']",,,,17.5 g,en quantité modérée,1.9 g,en quantité modérée,11.7 g,en quantité modérée,0.05 g,en faible quantité,-2,-137%,A,-137%,,,,
1715,L'éveil du Bouddha Maca & Vanille - Iswari - 360g,5602353906036,,360g,,['Iswari'],,['Portugal'],,['France'],[],,[],,?,,425,,1778 kj(425 kcal),,"15,5",,"1,9",,"32,4",,"11,8",,12,,"0,03",,"0,012",,,,,,,,,"['Bio', 'Bio européen', 'en:gluten-free', ""Informations incorrectes sur l'emballage"", ""Informations nutritionnelles incorrectes sur l'emballage"", 'PT-BIO-04', 'en:Certiplanet']",,,,,,,,,,,,,,,,,Mix Petit Déjeuner,,
1716,Geleia de coco - Provida - 480g,5602353907637,,480 g,,['Provida'],,,,['France'],[],,[],,?,,312,,1305 kj(312 kcal),,"0,1",,0,,78,,"19,5",,0,,"0,13",,"0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,Biscoitos Cacau Bio 220 GR - Próvida - 220g,5602353907781,,220 g,,,,,,['France'],[],,[],,?,,438,,1833 kj(438 kcal),,"18,8",,"7,3",,"58,9",,"15,5",,"7,5",,"0,9",,"0,36",,,,,,,,,"['Bio', 'Bio européen', 'PT-BIO-04']",,,,,,,,,,,,,,,,,,,
1718,Pudim ovos,5602477815153,,,,,,,,['France'],[],,[],,?,,130,,544 kj(130 kcal),,"1,9",,"1,3",,24,,22,,"3,9",,"0,14",,"0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,Gelatina Prato Rico sabor tutti-frutti - 170g,5602477816167,,170 g,,,,,,['France'],[],,[],,?,,64,,268 kj(64 kcal),,0,,0,,14,,13,,2,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,Gel Frutos Vermelhos Light - Condi,5602477822090,,,,['Condi'],,,,['France'],"['Preparado em pé para gelatina light com sabor a Frutos Vermelhos', ' Contém edulcorantess Ingredientes:gelatina ', '67%', 'maltodextrina', 'reguladores de acidez ', 'âcido fumârico', 'âcido citrico e citrato de sôdio', 'fibra', 'aromas ', 'sulfitos', 'antioxidante ', 'âcido ascôrbico - Vitamina C', 'edulcorantes ', 'aspartame eacessulfame k', ' e corantes ', 'carmin', 'antocianinas', 'clorofilina e curcumina', ' Contém umafonte de fenilalanina', ' Pode conter soja', 'leite', 'glüten', 'frutos de casca rija', 'amendoim']",['Gluten'],"['Non végétalien', 'Non végétarien']",4,?,,9,,38 kj(9 kcal),,0,,0,,0,,0,,"2,2",,"0,06",,"0,024",,,,,,,,,,,,,,,,,,,,,,,,,['E951 - Aspartame'],,,
1721,Gelatina light - condi,5602477823325,,,,['Condi'],"['Aides culinaires', 'Préparations pour desserts', 'Préparations pour desserts gélifiés']",,,"['France', 'Espagne']",[],,[],,?,,9,-94%,38 kj(9 kcal),-93%,0,-100%,0,-100%,0,-100%,0,-100%,"2,2",-37%,"0,06",-78%,"0,024",-78%,,,,,,,,,,,,,,,,,,,,,,,,,,,
1722,Bolo de chocolate na caneca,5602477824698,,,,,,,,['France'],[],,[],,?,,361,,1510 kj(361 kcal),,"9,5",,"8,7",,61,,30,,"5,9",,"0,13",,"0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723,gelatine saveur pasteque,5602477825633,,,,,,,,['France'],[],,[],,?,,11,,46 kj(11 kcal),,0,,0,,"0,7",,"0,7",,"2,3",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1724,Gelatina 0% - Condi - 28g,5602477828030,,28 g,,['Condi'],,,,['France'],"['Preparado em pé para gelatina com sabor a Morango Silvestre', ' Contém edulcorantes', ' Ingredientes: gelatina ', '71%', 'aroma', 'reguladores de acidez ', 'âcido citrico', 'âcido fumârico e citratos de sédio', 'corantes ', 'antocianinas e complexos cüpricos de clorofilinas', ' e edulcorantes ', 'sucralose e acessulfame K', ' Conservar em local fresco e seco', ' Inclui 1 saqueta de 28g', ' Contém 10 porçôes']",,[],4,?,,8,,33 kj(8 kcal),,0,,0,,0,,0,,"2,1",,"0,05",,"0,02",,,,,,,,,,,,,,,,,,,,,,,,,['E955 - Sucralose'],,,
1725,Pudim maca canela,5602477830422,,,,,,,,['France'],[],,[],,?,,45,,188 kj(45 kcal),,"0,5",,"0,1",,"8,2",,"5,1",,"3,1",,"0,14",,"0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1726,Pudium,5602477830439,,,,,,,,['France'],[],,[],,?,,45,,188 kj(45 kcal),,"0,5",,"0,1",,"7,7",,"4,8",,"3,1",,"0,13",,"0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727,Queijo Serra Da Vila,5602527752568,,,,,,,,['France'],[],,[],,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1728,Chips de patate douce,5602537060011,,,,,"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de patate douce']",,,['France'],[],,[],,?,,530,+9%,2218 kj(530 kcal),+9%,"49,9",+65%,"12,1",+139%,"34,1",-29%,"9,6",-48%,"2,7",-37%,"0,8",+11%,"0,32",+11%,,,,,,,,,,,,49.9 g,en quantité élevée,12.1 g,en quantité élevée,9.6 g,en quantité modérée,0.8 g,en quantité modérée,21,+72%,E,+72%,,,,
1729,Ovos Moles Aveiro,5602691250600,,,,,,,,['France'],[],,[],,?,,355,,1485 kj(355 kcal),,"12,8",,"6,8",,"51,2",,"39,4",,"8,3",,"0,16",,"0,064",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1730,Queijinhos - Fabridoce - 120g,5602691250754,,120 g,,['Fabridoce'],,,,['France'],[],,[],,?,,441,,1845 kj(441 kcal),,"21,9",,"3,7",,53,,"33,5",,"10,6",,"0,12",,"0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1731,Ovos moles,5602691250785,,,,,,,,['France'],[],,[],,?,,355,,1485 kj(355 kcal),,"12,8",,"6,8",,"51,2",,"39,4",,"8,3",,"0,16",,"0,064",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732,12 bolinhos de bacalhau - Couto & Brandão LDA - 380g,5602709020102,,380 g,,['Couto & Brandão LDA'],,,,['France'],"['BEIGNETS DE MORUE Ingrédients Eau', 'morue ""Gadus morhua / Gadus macrocephalus"" ', '37%', 'flocons de pomme de terre ', 'contient des sulfites', 'oeufs', 'fécule de pomme de terre', 'persil', 'poivre et sel']","['Œufs', 'Poisson', 'Anhydride sulfureux et sulfites']","['Non végétalien', 'Non végétarien']",,?,,98,,410 kj(98 kcal),,"1,4",,"0,5",,"10,9",,0,,10,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1733,Kima Maracujá,5602721312339,,,,,,,,['France'],[],,[],,?,,49,,205 kj(49 kcal),,"0,1",,0,,2,,1,,"0,5",,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1734,Kima,5602721412336,,,,,,,,['France'],[],,[],,?,,49,,205 kj(49 kcal),,"0,1",,0,,"11,7",,11,,"0,5",,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735,Lait Demi-Écrémé UHT - Tom Milk - 1L e,5602835000429,D,1 L e,"['Brique', 'Carton']",['Tom Milk'],"['Produits laitiers', 'Laits', 'Laits homogénéisés', 'Laits demi-écrémés', 'Laits UHT']",,"['FR 02.110.001 CE', 'Braine (Aisne, France)']","['France', 'Portugal']",['Lait demi-écrémé'],['Lait'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",1,?,,46,-2%,192 kj(46 kcal),-3%,"1,55",-8%,1,-3%,"4,8",0%,"4,8",+0%,"3,2",-1%,"0,13",+17%,"0,052",+17%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,['Point Vert'],['pt:Union Européenne'],,,1.55 g,en faible quantité,1 g,en faible quantité,4.8 g,en faible quantité,0.13 g,en faible quantité,0,-100%,B,-100%,,,,
1736,Tom milk,5602835003000,,,,,,,,['France'],[],,[],,?,,86,,360 kj(86 kcal),,"1,5",,1,,"15,4",,"13,4",,"2,5",,"0,12",,"0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737,Paté de Sardine,5602910444445,,,,,,,,['France'],[],,[],,?,,227,,950 kj(227 kcal),,15,,"3,3",,0,,0,,23,,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738,Bolinhos de Amor,5603040000068,,,,,,,,['France'],[],,[],,?,,462,,1933 kj(462 kcal),,"33,6",,"24,9",,"35,1",,"34,5",,"4,7",,"0,68",,"0,272",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739,Santal active,5603089001118,,,,['Santal'],,,,"['France', 'Italie']","['Água', 'sumo de frutos e vegetais proveniente de concentrados ', '15%', ' ', 'laranja ', '5,5%', 'cenoura ', '4%', 'limão', 'maçā', 'açúcar', 'frutose', 'vitaminas C', 'E e provitamina A ', 'beta-caroteno', 'regulador de acidez: ácido cítrico', 'edulcorantes: acessulfame k sucralose', 'aromas']",,[],,?,,17,,71 kj(17 kcal),,0,,0,,"4,1",,"4,1",,"0,1",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740,Nata Uht Carbonara - Parmalat,5603089003679,,,,['Parmalat'],,,,['France'],[],,[],,?,,201,,841 kj(201 kcal),,18,,12,,"4,2",,"4,2",,"2,7",,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1741,100% pomme - Santal - 200ml,5603089006267,C,200 ml,,['Santal'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de pomme']",,['FSC-C014047'],"['France', 'Italie']","['Jus de pomme à base de concentré', ""correcteur d'acidité acide citrique""]",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,?,,45,-2%,188 kj(45 kcal),-2%,0,-100%,0,-100%,11,+1%,10,-3%,"0,2",-6%,"0,01",-8%,"0,004",-8%,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,['en:FSC'],,,,0 g,en faible quantité,0 g,en faible quantité,10 g,en quantité élevée,0.01 g,en faible quantité,4,-3%,C,-3%,['E330 - Acide citrique'],,,
1742,Santal Active Drink,5603089007462,,,,['Santal'],,,,['France'],[],,[],,?,,12,,50 kj(12 kcal),,0,,0,,"2,8",,"2,8",,"0,1",,"0,01",,"0,004",,,,,,,,,['Sans colorants'],,,,,,,,,,,,,,,,,,,
1743,Active drink - Santal,5603089007806,,,,['Santal'],,,,['France'],[],,[],,?,,12,,50 kj(12 kcal),,0,,0,,"2,8",,"2,8",,"0,1",,"0,01",,"0,004",,,,,,,,,['Sans colorants'],,,,,,,,,,,,,,,,,,,
1744,"Tentacules d'encornet surgelé - Topgel - 0,800kg",5603129018243,E,"0,800 kg","['Barquette', 'Plastique', 'surgelés']",['Topgel'],"['Produits de la mer', 'Surgelés', 'Mollusques', 'Calamars', 'Calmar']",,['PT C 2858 CE'],['France'],"['Encornet', 'sel']",['Mollusques'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,254,,60,-38%,254 kj(60 kcal),-48%,"0,9",-85%,"0,1",-87%,"< 0,5",-74%,"< 0,5",+59%,13,+7%,"0,76",-21%,"0,304",-21%,89.8%,0.0%,2.0%,5.9%,1.0%,1.3%,13,['Pêché à la ligne'],"['Pérou', 'FAO 87']",['Noz'],,0.9 g,en faible quantité,0.1 g,en faible quantité,0.5 g,en faible quantité,0.76 g,en quantité modérée,-2,-311%,A,-311%,,,,
1745,Pastel de nata - Topgel,5603129060372,,,,['Topgel'],"['Desserts', 'Biscuits et gâteaux', 'Pâtisseries', 'Pastel de nata']",,,['France'],"['Farine de blé', 'margarine [ graisses végétales : huile de palme partiellement hydrogénée', 'huile de colza', 'de graisse de karité', 'eau', 'sel', 'des agents émulsifiants ', 'E322', 'E471', 'E475', 'antioxydants ', 'E310', 'E320', 'arôme', ""régulateur d'acidité "", 'E330', 'colorant ', 'E 160', ']', ""l'eau "", 'le sel', 'le sucre', ' Remplissage : eau', 'sucre', 'oeuf pasteurisé', 'sirop de glucose', 'lait en poudre', 'farine de blé', 'amidon de maïs', 'margarine [graisses végétales : huile de palme', ""l'huile de canola partiellement hydrogénée"", 'eau', 'sel', 'des agents émulsifiants ', 'E322', 'E471', 'E475', 'antioxydants ', 'E320', 'E310', 'arôme', ""régulateur d'acidité "", 'E330', ']', 'sel', 'arômes']",['Gluten'],"['Huile de palme', 'Non végétalien']",4,?,,239,-12%,1000 kj(239 kcal),-13%,"10,5",-6%,"3,97",-30%,36,-3%,"19,2",-8%,"4,2",+3%,"0,73",+62%,"0,292",+62%,,,,,,,,['100% végétal'],,,,10.5 g,en quantité modérée,3.97 g,en quantité modérée,19.2 g,en quantité élevée,0.73 g,en quantité modérée,7,-49%,C,-49%,"['E322 - Lécithines', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E475 - Esters polyglycériques d'acides gras"", 'E310 - Gallate de propyle', 'E320 - Butylhydroxyanisol', 'E330 - Acide citrique', 'E160 - Caroténoïdes']",,['Huile de palme'],
1746,Bacalhau à Brás,5603171669004,,,,,,,,['France'],[],,[],,?,,280,,1172 kj(280 kcal),,"19,3",,"5,9",,"16,1",,"3,3",,9,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1747,Lupins - Val,5603330000143,,,,['Val'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Pickles', ""Pickles d'origine végétale"", 'Légumineuses en conserve', 'Pickles de légumineuses', 'Tramousses']",,,['France'],[],,[],,?,,126,+18%,527 kj(126 kcal),+16%,"3,4",+26%,"0,5",+23%,"12,2",+208%,0,-100%,12,+1%,"3,8",+17%,"1,52",+17%,,,,,,,,,,,,3.4 g,en quantité modérée,0.5 g,en faible quantité,0 g,en faible quantité,3.8 g,en quantité élevée,11,+61%,D,+61%,,,,
1748,Petingas em tomate,5603344101027,,,,,,,,['France'],[],,[],,?,,166,,695 kj(166 kcal),,11,,"3,7",,"0,8",,"0,6",,21,,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,Atum ao natural,5603344531114,,,,,,,,['France'],[],,[],,?,,94,,393 kj(94 kcal),,"0,5",,"0,1",,0,,0,,22,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,Sardinhas em tomate - GENERAL - 125g,5603344611021,,125 g,,['GENERAL'],,,,['France'],[],,[],,?,,166,,695 kj(166 kcal),,11,,"3,7",,"0,8",,"0,6",,21,,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,Sardinhas em óleo picante - General,5603344611038,,,,['General'],,,,['France'],[],,[],,?,,228,,954 kj(228 kcal),,15,,"3,5",,"0,1",,0,,24,,"0,7",,"0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,Calmars farcis au chaudron - GENERAL,5603344651027,,,,['GENERAL'],,,,['France'],"['Ingredientes Lutas ', 'molusco', ' ', 'min 64%', 'éleo de girassol', 'cebola', 'arroz', 'tomate', 'especiarias e I Ingrédiens: Calmars ', 'mollusque', ' ', 'min 64%', 'huile de tournesol', 'oignon', 'riz tomate', 'épices et sel I Ingrediens: Squid ', 'mollusc', ' ', 'min 64%', 'sunflower oil', 'onion', 'rice', 'tomato', 'spices and salt I Ingredientes: Calamares ', 'molusco', ' ', 'min 64%', 'aceite de girasol', 'arroz', 'tomate', 'especias y sal I']",['Mollusques'],"['Non végétalien', 'Non végétarien']",,?,,172,,720 kj(172 kcal),,"9,5",,"1,3",,75,,0,,14,,"1,1",,"0,44",,,,,,,,,"[""À l'huile de tournesol""]",,,,,,,,,,,,,,,,,,,
1753,Manteiga marinhas,5603361060055,,,,,,,,['France'],[],,[],,?,,769,,3217 kj(769 kcal),,85,,57,,"0,5",,"0,5",,"0,5",,"0,72",,"0,288",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,Chrispalhada,5603411000116,,,,,,,,['France'],[],,[],,?,,110,,460 kj(110 kcal),,"5,1",,2,,"6,4",,"0,9",,"8,1",,"1,02",,"0,408",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755,Azeite virgin extra,5603454102532,,,,,,,,['France'],[],,[],,?,,882,,3690 kj(882 kcal),,94,,14,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
