,name,bar_code,eco_score,brand,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,labels,salt_quantity,salt_comment,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,nova_score,generic_name,packaging,additives,allergens,ingredients_origins,markets,traceability_code,link,manufacturing,palm_ingredients
1244,Macarons d'antan framboise acidulée - Le collectif des gourmandes - 120g,3770002558126,D,['Le collectif des gourmandes'],"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Macarons']",['France'],"['Amandes 45%', 'sucre', ""blanc d'œuf"", 'framboise 2%', 'amaretto 2% ', 'eau', 'sucre', 'alcool', 'arômes naturels', 'miel', 'colorant naturel: poudre de betterave']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",25.7 g,en quantité élevée,3.7 g,en quantité modérée,48.9 g,en quantité élevée,?,,489,+15%,2046 kj(489 kcal),+15%,"25,7",+44%,"3,7",-18%,"49,9",-10%,"48,9",-3%,"14,7",+72%,88.9%,5.7%,2.0%,2.2%,1.2%,0.0%,37,120 g,"['en:gluten-free', 'Fabriqué dans le Sud-Ouest']",0.04 g,en faible quantité,"0,04",-72%,"0,016",-72%,18,+2%,D,+2%,4,macaron à la framboise,['Plastique'],,"['Œufs', 'Fruits à coque']",,['Intermarché'],,http://collectif-gourmandes.com/products-page/macarons/macarons-framboise/,"['Castanet-Tolosan', 'France']",
1245,Cookies tendres chocolat - Le collectif des gourmandes - 260g,3770002558355,D,['Le collectif des gourmandes'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat']",['France'],"['Chocolat 42 % ', 'cacaos', 'beurre de cacao', 'lécithine de colza', 'vanille bourbon', 'oeuf', 'farine de blé', 'sucre roux', 'beurre frais français', 'sirop de sucre inverti', 'bicarbonate de sodium']","['Sans huile de palme', 'Non végétalien']",22.6 g,en quantité élevée,13.4 g,en quantité élevée,31.2 g,en quantité élevée,?,,435,-12%,1820 kj(435 kcal),-12%,"22,62",-3%,"13,4",+14%,"46,77",-25%,"31,23",-4%,"7,23",+10%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,260 g,['en:palm-oil-free'],0.8 g,en quantité modérée,"0,8",+45%,"0,32",+45%,25,+17%,E,+17%,4,Cookies pur beurre,"['Carton', 'Boîte', 'Plastique']","['E322i - Lécithine', 'E500ii - Carbonate acide de sodium']","['Œufs', 'Gluten', 'Lait', 'Colza']",,,,,['France'],
1246,Cookies tendres Chocolat - Le Collectif des Gourmandes - 130g,3770002558393,D,['Le Collectif des Gourmandes'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat']",['France'],"['Chocolat 42% ', 'cacaos', 'beurre de cacao', 'lécithine de colza', 'vanille bourbon', 'oeuf', 'farine de blé', 'sucre roux', 'beurre frais français', 'sirop de sucre inverti', 'bicarbonate de sodium']","['Sans huile de palme', 'Non végétalien']",22.6 g,en quantité élevée,13.4 g,en quantité élevée,31.2 g,en quantité élevée,1815,-12%,435,-12%,1815 kj(435 kcal),-12%,"22,6",-3%,"13,4",+14%,"46,8",-25%,"31,2",-4%,"7,2",+10%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,130 g,"['Point Vert', 'en:palm-oil-free']",0.8 g,en quantité modérée,"0,8",+45%,"0,32",+45%,20,-7%,E,-7%,4,,"['boîte', 'Carton', 'Plastique']","['E322i - Lécithine', 'E500ii - Carbonate acide de sodium']","['Œufs', 'Gluten', 'Lait']",,['Carrefour'],,,['France'],
1247,Cookies tendres Citron & amandes - Le collectif des gourmandes,3770002558416,,['Le collectif des gourmandes'],,['France'],"['Farine de blé', 'beurre frais français', 'sucre roux', 'oeuf', 'amandes', 'sirop de sucre inverti', 'citron', 'bicabornate de sodium', 'sel', ' Produits fabriqués dans un atelier utilisant des fruits à coque', 'du sésame', 'du beurre et des oeufs']","['Sans huile de palme', 'Non végétalien']",,,,,,,?,,493,,2063 kj(493 kcal),,25,,14,,"59,4",,24,,"7,4",,,,,,,,,,['en:palm-oil-free'],,,"0,8",,"0,32",,,,,,4,,,,"['Œufs', 'Gluten', 'Fruits à coque']",,,,,,
1248,Aperitif Festif - Gourmandes & Cie - 100g,3770002558423,,['Gourmandes & Cie'],,['France'],[],[],,,,,,,?,,421,,1761 kj(421 kcal),,"22,6",,"13,5",,"43,9",,4,,"10,5",,,,,,,,,100 g,['en:gluten-free'],,,"1,3",,"0,52",,,,,,,,,,,,,,,,
1249,Cookies Tendres Choco Banane au Caramel d'isigny - Le collectif des gourmandes - 130g,3770002558485,,['Le collectif des gourmandes'],['Biscuits et gâteaux'],['France'],"['Farine de blé', 'Chocolat 17 % ', 'cacaos', 'sucre', 'beurre de cacao', 'lécithine de soja', 'arôme naturel de vanille', 'beurre frais français', ""caramel d'Isigny 9% "", 'sucre', 'sirop de glucose', 'lait', ""crème fraiche d'Isigny A"", 'O', 'P', ""beurre salé d'isignyA"", 'O', 'P', 'sel de Guérande', 'lécithine de colza', ' oeuf', 'banane 7%', 'sucre roux', 'sirop de sucre inverti', 'bicabornate de sodium', ' Produits fabriqués dans un atelier utilisant des fruits à coque', 'du sésame', 'du beurre et des oeufs']",['Non végétalien'],22 g,en quantité élevée,13 g,en quantité élevée,30 g,en quantité élevée,?,,350,-19%,1464 kj(350 kcal),-19%,22,+15%,13,+52%,33,-42%,30,+3%,3,-49%,,,,,,,,130g,,0.7 g,en quantité modérée,"0,7",+24%,"0,28",+24%,23,+24%,E,+24%,4,,['2 cookies'],['E322i - Lécithine'],"['Œufs', 'Gluten', 'Lait', 'Soja']",,['Intermarché Super U Carrefour'],,http://www.collectif-gourmandes.com,['Escalquens (31)'],
1250,Cookies tendres - Le Collectif Des Gourmandes - 30g,3770002558584,C,['Le Collectif Des Gourmandes'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Cookies', 'Cookies au chocolat', 'Cookies au chocolat et aux noisettes']",['France'],"['FARINE DE GRAND ÉPEAUTRE CHOCOLAT 20% PATE DE CACAO', 'SUCRE DE CANNE', 'BEURRE DE CACAO*', 'BEURRE FRAIS', 'OEUF SUCRE DE CANNE BLOND', ""FARINE D'AMARANTHE PRALINE 6"", '5% ', ""NOSETTES'"", 'AMANDES* SUCRE*', ' NOLSETTES TORREFIES 5%', 'SUCRE ROUX NON RAFFINE JUS DE CITRON BICARBONATE DE SODIUM', 'SEL ISSU DE LAGRICULTURE BIOLOGIQUE **']","['Sans huile de palme', 'Non végétalien']",29 g,en quantité élevée,15 g,en quantité élevée,31 g,en quantité élevée,?,,545,+8%,2280 kj(545 kcal),+8%,29,+6%,15,+20%,54,-6%,31,+3%,8,+20%,77.9%,13.1%,3.5%,3.4%,2.1%,0.0%,56,30 g,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-12', 'en:palm-oil-free']",0.6 g,en quantité modérée,"0,6",+6%,"0,24",+6%,24,+10%,E,+10%,,,,,"['Gluten', 'Lait', 'Fruits à coque', 'Graines de sésame']",,,,,,
1251,Irrésistibles Blondies Caramel et Noix de Cajou - Le collectif des gourmandes - 130g,3770002558614,D,['Le collectif des gourmandes'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat', 'Blondies']",['France'],"['Beurre frais*', 'œufs entiers*', 'farine de grand épeautre*', 'éclats de caramel 13% ', 'sucre de canne*', 'lait*', 'beurre*', 'sel de Guérande', 'sucre blond*', ""farine d'amaranthe*"", 'noix de cajou 7%', 'jus de citron', 'lin*', 'chia*', 'psyllium*']","['Sans huile de palme', 'Non végétalien']",27 g,en quantité élevée,13 g,en quantité élevée,18 g,en quantité élevée,?,,491,+5%,2054 kj(491 kcal),+8%,27,+4%,13,+97%,51,+5%,18,-42%,8,+35%,82.4%,11.4%,2.3%,2.6%,1.2%,0.0%,38,130 g,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-12', 'en:palm-oil-free', 'AB Agriculture Biologique']",0.1 g,en faible quantité,"0,1",-67%,"0,04",-67%,19,+4%,E,+4%,3,Blondies pur beurre,"['Carton', 'Plastique']",,"['Œufs', 'Gluten', 'Lait', 'Fruits à coque']",,['Auchan'],,,['France'],
1252,Saucisson ail des ours,3770002589052,E,,"['Viandes', 'Charcuteries', 'Saucissons', ""Saucissons à l'ail""]",['France'],[],[],33.3 g,en quantité élevée,13.7 g,en quantité élevée,0.2 g,en faible quantité,?,,415,+52%,1736 kj(415 kcal),+51%,"33,3",+49%,"13,7",+60%,"0,2",-82%,"0,2",-72%,"28,4",+78%,80.5%,12.7%,2.9%,1.1%,0.6%,2.3%,21,,,4.8 g,en quantité élevée,"4,8",+127%,"1,92",+127%,25,+30%,E,+30%,,,,,,,,,,,
1253,Terrine à l'ail des ours 180g - Les Ducs de Savoie,3770002589083,,['Les Ducs de Savoie'],['Terrines'],['France'],"['Viande et foie de porc', 'ail des ours ', '5%', 'œuf', 'sel', 'alcool', 'amidon,lait', 'sucres', 'épices et aromates Conservateur : E250']","['Non végétalien', 'Non végétarien']",28.5 g,en quantité élevée,10.5 g,en quantité élevée,1.6 g,en faible quantité,?,,321,+7%,1343 kj(321 kcal),+7%,"28,5",+11%,"10,5",+11%,"3,2",+47%,"1,6",+105%,"13,3",-5%,,,,,,,,180g,,1.98 g,en quantité élevée,"1,975",+29%,"0,79",+29%,22,+24%,E,+24%,3,Préparation au porc à tartiner,"['Pot en verre', 'Bocal']","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['Œufs', 'Lait']",,,,,,
1254,Terrine de campagne - La salaison du cayon - 180g,3770002589113,,['La salaison du cayon'],"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de campagne']",['France'],"['Viande et foie de porc œuf', 'sel', 'amidon', 'alcool', 'lait', 'sucres épices et aromates', ' Conservateur:E250 Valeur nutritionnelles pour 100g Energie :']",['Non végétalien'],30 g,en quantité élevée,11 g,en quantité élevée,1.5 g,en faible quantité,?,,337,+4%,1410 kj(337 kcal),+4%,30,+6%,11,+2%,"3,2",+40%,"1,5",+73%,14,0%,,,,,,,,180 g,,2.1 g,en quantité élevée,"2,1",+31%,"0,84",+31%,23,+19%,E,+19%,3,,,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",['Lait'],,,,,,
1255,Terrine au cepes - 180g,3770002589144,,,,['France'],[],[],,,,,,,?,,319,,1335 kj(319 kcal),,"28,2",,"10,3",,3,,"1,4",,"13,2",,,,,,,,,180 g,,,,2,,"0,8",,,,,,,,,,,,,"['FR 73.065.717 CE', 'Chambéry (Savoie, France)']",,,
1256,Diot de savoie beaufort a l ancienne,3770002589298,E,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses savoyardes', 'Diots', 'Diots de Savoie']",['France'],[],[],23.4 g,en quantité élevée,9.7 g,en quantité élevée,0.6 g,en faible quantité,?,,293,-4%,1226 kj(293 kcal),-4%,"23,4",-10%,"9,7",-4%,"1,6",+55%,"0,6",+1%,"19,5",+14%,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,,2 g,en quantité élevée,2,-9%,"0,8",-9%,20,-5%,E,-5%,,,,,,,,,,,
1257,Saucisson pur porc de Savoie,3770002589731,,,,['France'],[],[],,,,,,,?,,423,,1770 kj(423 kcal),,34,,14,,"0,1",,"0,1",,29,,,,,,,,,,,,,"4,9",,"1,96",,,,,,,,,,,,,,,,
1258,Miel d'acacia,3770002620014,B,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'acacia""]",['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,,
1259,Miel accacia,3770002620113,B,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'acacia""]",['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,,
1260,Préparation pour flan chocolat - L'Instinct Bio - 40g,3770002635025,,"[""L'Instinct Bio""]","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Aides culinaires', 'Gâteaux', 'Préparations pour desserts', 'Aides à la pâtisserie', 'Préparations pour gâteaux']",['France'],"['Sucre de canne roux', 'poudre de cacao équitable ', '17 %', 'amidon de maïs', 'gélifiants : carraghénanes', 'agar agar']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,?,,369,-1%,1544 kj(369 kcal),-0%,"1,9",-82%,"1,2",-72%,80,+36%,64,+113%,"4,4",-27%,,,,,,,,40 g,"['Bio', 'Bio européen', 'en:gluten-free', 'AB Agriculture Biologique', 'FR-BIO-01', 'Fabriqué en France', 'Afdiag']",,,"0,12",-81%,"0,048",-81%,,,,,4,,['Sachet'],"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E406 - Agar-agar']",,,['Leclerc'],,,['France'],
1261,Préparation pour Flan Noix de Coco - L'Instinct Bio - 40g,3770002635032,,"[""L'Instinct Bio""]","['Aides culinaires', 'Produits déshydratés', 'Préparations pour desserts', 'Produits lyophilisés à reconstituer']",['France'],"['Sucre de canne roux* amidon de maïs*', 'coco râpée* ', '6 %', 'gélifiants : carraghénanes', 'agar agar', 'arôme naturel coco* ', '2 %', "" *Ingrédients agricoles issus de l'agriculture biologique""]",[],,,,,,,?,,395,+20%,1653 kj(395 kcal),+20%,"3,9",-41%,"3,4",+20%,88,+56%,73,+141%,"0,6",-88%,,,,,,,,40 g,"['Bio', 'Bio européen', 'en:gluten-free', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Point Vert', 'Fabriqué en France', 'AB Agriculture Biologique']",,,"0,12",-71%,"0,048",-71%,,,,,4,Préparation pour Flan Noix de Coco,['Sachet'],"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E406 - Agar-agar']",,,,,,['France'],
1262,Préparation pour Flan Caramel - L'Instinct Bio - 40g,3770002635056,,"[""L'Instinct Bio""]","['Snacks', 'Produits laitiers', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Aides culinaires', 'Gâteaux', 'Desserts lactés', 'Préparations pour desserts', 'Aides à la pâtisserie', 'Préparations pour gâteaux', 'Flans gélifiés']",['France'],"['Sucre de canne roux', 'amidon de maïs', 'arôme naturel caramel ', '3 %', 'oeufs', 'gélifiants : carraghénanes', 'agar agar']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",,,,,,,1617,+3%,381,+2%,1617 kj(381 kcal),+4%,"1,1",-89%,"0,4",-91%,90,+53%,74,+146%,"1,5",-75%,,,,,,,,40 g,"['Peu ou pas de sucre', 'Bio', 'Bio européen', 'en:gluten-free', 'FR-BIO-01', 'Point Vert', 'Fabriqué en France', 'Sans sucre ajouté', 'AB Agriculture Biologique', 'Afdiag']",,,"0,16",-74%,"0,064",-74%,,,,,4,,['Sachet'],"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E406 - Agar-agar']",['Œufs'],,['Leclerc'],,,['France'],
1263,Préparation pour Flan Chocolat - L'Instinct Bio - 14g,3770002635070,,"[""L'Instinct Bio""]","['Snacks', 'Produits laitiers', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Aides culinaires', 'Gâteaux', 'Desserts lactés', 'Préparations pour desserts', 'Aides à la pâtisserie', 'Préparations pour gâteaux', 'Flans gélifiés']",['France'],"['Poudre de cacao équitable ', '51 %', 'amidon de maïs', 'gélifiants : carraghénanes', 'agar agar']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,1389,-12%,?,,1389 kj(332 kcal),-10%,"5,7",-45%,"3,6",-16%,46,-22%,1,-97%,"12,9",+115%,,,,,,,,14 g,"['Bio', 'Bio européen', 'en:gluten-free', 'FR-BIO-01', 'Point Vert', 'Fabriqué en France', 'Sans sucre ajouté', 'AB Agriculture Biologique', 'Afdiag']",,,"0,14",-77%,"0,056",-77%,,,,,4,,['Sachet'],"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E406 - Agar-agar']",,,['Leclerc'],,,['France'],
1264,Préparation pour flan noix de coco - L'Instinct Bio - 12g,3770002635087,,"[""L'Instinct Bio""]","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Aides culinaires', 'Gâteaux', 'Préparations pour desserts', 'Aides à la pâtisserie', 'Préparations pour gâteaux']",['France'],"['Amidon de maïs', 'noix de coco ', '40 %', 'gélifiants : carraghénanes', 'agar agar']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,1963,+25%,474,+27%,1963 kj(474 kcal),+27%,"26,6",+158%,"23,3",+441%,47,-20%,3,-90%,"3,3",-45%,,,,,,,,12 g,"['Bio', 'Bio européen', 'en:gluten-free', 'FR-BIO-01', 'Fabriqué en France', 'Sans sucre ajouté', 'AB Agriculture Biologique', 'Afdiag']",,,"0,18",-71%,"0,072",-71%,,,,,4,,['Sachet'],"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E406 - Agar-agar']",,,['Leclerc'],,,['France'],
1265,Préparation pour Flan Vanille - L'Instinct Bio - 8g,3770002635094,,"[""L'Instinct Bio""]","['Snacks', 'Produits laitiers', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Aides culinaires', 'Gâteaux', 'Desserts lactés', 'Préparations pour desserts', 'Aides à la pâtisserie', 'Préparations pour gâteaux', 'Flans gélifiés']",['France'],"['Amidon de maïs', 'extrait de vanille ', '15 %', 'gélifiants : carraghénanes', 'agar agar']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,1421,-9%,340,-9%,1421 kj(340 kcal),-8%,"0,3",-97%,"0,1",-98%,77,+31%,1,-97%,"0,2",-97%,,,,,,,,8 g,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'en:gluten-free', 'Point Vert', 'Fabriqué en France', 'Sans sucre ajouté', 'AB Agriculture Biologique', 'Afdiag']",,,"0,21",-66%,"0,084",-66%,,,,,4,,['Sachet'],"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E406 - Agar-agar']",,,['Leclerc'],,,['France'],
1266,Préparation pour flan pistache - L'Instinct Bio - 9g,3770002635186,,"[""L'Instinct Bio""]","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Aides culinaires', 'Gâteaux', 'Préparations pour desserts', 'Aides à la pâtisserie', 'Préparations pour gâteaux']",['France'],"['Amidon de maïs', 'arôme naturel pistache ', '13 %', 'oeufs', 'gélifiants : carraghénanes', 'agar agar']",['Non végétalien'],,,,,,,1445,-8%,346,-7%,1445 kj(346 kcal),-7%,"2,7",-74%,"1,1",-74%,69,+17%,1,-97%,"3,5",-42%,,,,,,,,9 g,"['Bio', 'Bio européen', 'en:gluten-free', 'FR-BIO-01', 'Fabriqué en France', 'Sans sucre ajouté', 'AB Agriculture Biologique', 'Afdiag']",,,"0,33",-47%,"0,132",-47%,,,,,4,,['Sachet'],"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E406 - Agar-agar']",['Œufs'],,['Leclerc'],,,['France'],
1267,Préparation pour purée à l'ortie - L'instinct Bio - 75g,3770002635254,,"[""L'instinct Bio""]",,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,75g,['Bio'],,,,,,,,,,,,,,,,,,,,,
1268,Fond de veau - EIRL Descaillots Marion - 90g,3770002635438,,['EIRL Descaillots Marion'],"['Epicerie', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Sauces', 'Sauces déshydratées']",['France'],"['fécule de pomme de terre', 'arôme ', 'blé', 'sel', 'sirop de glucose', 'graisse de poule', 'extrait de levure', 'légumes déshydratés ', 'oignon', 'poireau', 'graisse de volaille', 'viande de veau déshydratée ', '2%', 'matière grasse végétale', 'protéine de lait']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",,,,,,,1279,+4%,?,,1279 kj(306 kcal),+16%,"9,2",+97%,"3,5",+141%,48,+6%,5,-42%,"6,6",-15%,,,,,,,,90 g,,,,"20,6",+87%,"8,24",+87%,,,,,4,Fond de veau,['Plastique'],,"['Gluten', 'Lait']",,['Boucheries André'],,,['Toussieux'],
1269,Activein - Pharma nature - 60,3770002638095,,['Pharma nature'],['Compléments alimentaires'],['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,
1270,Yaourt aromatisé,3770002647028,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271,Pâte à tartiner Lait Pistache - Malakoff - 240g,3770002656082,,['Malakoff'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner au chocolat', 'Pâtes à tartiner aux pistaches']",['France'],"[""Noisettes et 'staches INGREDIEN S Sucre'"", 'chocolat en poudre ', 'sucre', 'poudre cie cacao', ""'"", ' graisse végétale ', 'cota', ' msettes 13% écrémé en poudrez ', 'sucres ', ' arôme naturel de émulsifiant : lécitningAje arôme Traces éventuelles de truRS à']",['Sans huile de palme'],30 g,en quantité élevée,3.2 g,en quantité modérée,55 g,en quantité élevée,?,,534,-2%,2234 kj(534 kcal),-2%,30,-12%,"3,2",-59%,57,+12%,55,+18%,"6,3",-4%,,,,,,,,240 g,['en:palm-oil-free'],0.09 g,en faible quantité,"0,09",-19%,"0,036",-19%,19,-8%,E,-8%,,,,,['Fruits à coque'],,,,,,
1272,Chocolat grands crus noir cacao d'Equateur 76 %,3770002656808,,,,['France'],[],[],,,,,,,?,,577,,2414 kj(577 kcal),,46,,28,,24,,21,,"8,6",,,,,,,,,,,,,"0,02",,"0,008",,,,,,,,,,,,,,,,
1273,Pate a tartiner - Malakoff - 240g,3770002656921,,['Malakoff'],,['France'],[],['Sans huile de palme'],,,,,,,?,,514,,2151 kj(514 kcal),,28,,"3,4",,59,,58,,"4,5",,,,,,,,,240g,['en:palm-oil-free'],,,"0,05",,"0,02",,,,,,,,,,,,,,,,
1274,Crêpes de froment,3770002669020,B,,"['Crêpes et galettes', 'Crêpes', 'Crêpes de froment']",['France'],[],[],3.01 g,en quantité modérée,0.85 g,en faible quantité,34.7 g,en quantité élevée,?,,293,+1%,1226 kj(293 kcal),+0%,"3,01",-61%,"0,85",-71%,"58,5",+25%,"34,71",+70%,"7,26",-5%,67.6%,15.0%,9.2%,4.1%,4.2%,0.0%,86,,['Sans conservateurs'],0.2 g,en faible quantité,"0,2",-75%,"0,08",-75%,6,-43%,C,-43%,,,,,,,,,,,
1275,Miel de printemps - L'Abeille de Ré - 500g,3770002730027,B,"[""L'Abeille de Ré""]","['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,500 g,,,,,,,,,,,,,,,,,,,,,,
1276,Miel d acacia - L Abeille De Re - 250g,3770002730256,B,['L Abeille De Re'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'acacia""]",['France'],[],[],1 g,en faible quantité,1 g,en faible quantité,1 g,en faible quantité,?,,1,-100%,4 kj(1 kcal),-100%,1,+1472%,1,+4032%,1,-99%,1,-99%,1,+188%,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,250 g,,1 g,en quantité modérée,1,+6269%,"0,4",+6269%,,,,,,,,,,,,,,,
1277,Miel de Fleurs - R. Trudersheim - 500g,3770002740040,A,['R. Trudersheim'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs', 'Miels français', ""Miels d'Alsace"", 'Miels liquides']",['France'],['Miel de fleurs'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",,,,,,,?,,?,,,,?,,,,?,,,,?,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,500 g,"['Fabriqué en France', 'Origine France']",,,,,,,,,,,2,,"['Verre', 'Bocal']",,,"['France', 'Alsace', 'Bas-Rhin']",,,,['France'],
1278,Miel de fleurs -,3770002740057,B,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,0 g,en faible quantité,0,-100%,0,-100%,,,,,,,,,,,,,,,
1279,Yaourts biologique à la framboise - Ferme de Ker ar Beleg,3770002743096,B,['Ferme de Ker ar Beleg'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts à la framboise']",['France'],"['Lait entier de vache*', 'préparation de framboise* 10% ', 'framboises biologiques* 51%', 'sucre de canne* 49%', 'agar-agar', 'arôme naturel bio*', 'lait écrémé en poudre* 3%', 'sucre de canne* 2%', 'ferments lactiques']",['Non végétalien'],3.6 g,en quantité modérée,2.1 g,en quantité modérée,9.1 g,en quantité modérée,?,,90,-8%,377 kj(90 kcal),-8%,"3,6",+22%,"2,1",+16%,"10,9",-17%,"9,1",-25%,"3,5",-2%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",1.1 g,en quantité modérée,"1,1",+909%,"0,44",+909%,7,+179%,C,+179%,4,,,['E406 - Agar-agar'],['Lait'],,,,,,
